"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","CM_vs_BDM"
0.500500000000002,12.642025,9.96428543343882,1.57755336571101e-05,0.000187160383387827,3.06772166972323,"TX1B3_HUMAN",5,-6.72508150330949,0.000167035925031152,0.000980215113389679,-0.500500000000002,"Up in BDM",3.00867860562757,"TAX1BP3","Tax1-binding protein 3","TX1B3_HUMAN",0.500500000000002
0.480167500000002,9.01295875,6.78081439282314,0.000207290335778905,0.00123231774671172,0.205731892455663,"RENR_HUMAN",12,-6.71938152444245,0.000167996989803246,0.00098514972990487,-0.480167500000002,"Non-significant",3.00649775739113,"ATP6AP2","Renin receptor","RENR_HUMAN",0.480167500000002
0.449314999999997,8.7249825,6.42168148241795,0.000293611150214881,0.00162417288087827,-0.180218027096596,"QSOX2_HUMAN",24,-6.71593575089234,0.000168580950057979,0.000987867497194646,-0.449314999999997,"Non-significant",3.00530130348555,"QSOX2","Sulfhydryl oxidase 2","QSOX2_HUMAN",0.449314999999997
0.223475000000002,15.1952875,7.52394041341156,0.000105235863499095,0.000737370605953486,0.958359017683353,"RAB5A_HUMAN",13,-6.71260621051456,0.000169147351538942,0.000990231188103116,-0.223475000000002,"Non-significant",3.0042633993459,"RAB5A","Ras-related protein Rab-5A","RAB5A_HUMAN",0.223475000000002
0.353649999999998,10.775425,6.51426643804399,0.000268043514360873,0.00151337515890526,-0.0792601526136272,"IKIP_HUMAN",18,-6.71214547101516,0.000169225895893201,0.000990231188103116,-0.353649999999998,"Non-significant",3.0042633993459,"IKBIP","Inhibitor of nuclear factor kappa-B kinase-interacting protein","IKIP_HUMAN",0.353649999999998
0.329775000000001,15.7386125,9.39546439113687,2.36239379976524e-05,0.000250866636923257,2.61902154703196,"TBA4A_HUMAN",8,-6.70523678946862,0.000170408514133825,0.000996440084785373,-0.329775000000001,"Non-significant",3.00154880998847,"TUBA4A","Tubulin alpha-4A chain","TBA4A_HUMAN",0.329775000000001
0.239699999999999,10.9085,6.11986792786611,0.000397842025860548,0.00205903341414443,-0.516600947767206,"NEMO_HUMAN",26,-6.70197619403603,0.000170969839678844,0.000999009797353644,-0.239699999999999,"Non-significant",3.00043025259908,"IKBKG","NF-kappa-B essential modulator","NEMO_HUMAN",0.239699999999999
0.802142499999999,8.46949375,6.56261788485643,0.000255685787151667,0.00145563339102039,-0.0269435008614529,"SMTN_HUMAN",13,-6.6957541340572,0.000172046693234524,0.00100408608648635,-0.802142499999999,"Up in BDM",2.99822905085311,"SMTN","Smoothelin","SMTN_HUMAN",0.802142499999999
0.278075000000001,12.0551125,6.1202820464877,0.000397673320985548,0.00205903341414443,-0.516131622362863,"FXR2_HUMAN",31,-6.69554193462834,0.000172083551050661,0.00100408608648635,-0.278075000000001,"Non-significant",2.99822905085311,"FXR2","RNA-binding protein FXR2","FXR2_HUMAN",0.278075000000001
0.546979999999996,9.920435,6.76517883598743,0.00021039488669033,0.00124896254966497,0.189242393613267,"H2AW_HUMAN",11,-6.69413896627916,0.000172327459009189,0.0010047941030991,-0.546979999999996,"Up in BDM",2.99792292237184,"MACROH2A2","Core histone macro-H2A.2","H2AW_HUMAN",0.546979999999996
-0.5825,11.974225,-7.37013302272986,0.000120551519304383,0.000818113704683225,0.807422978008523,"CP4F3_HUMAN",7,6.68703045690857,0.000173569190255026,0.00101131501187683,0.5825,"Up in CM",2.99511354607996,"CYP4F3","Cytochrome P450 4F3","CP4F3_HUMAN",-0.5825
0.127275000000001,13.4900375,4.82057656682371,0.00167668709704048,0.00614185916958796,-2.10160113748077,"EIF3B_HUMAN",43,-6.68327741936382,0.0001742287796409,0.00101443717009666,-0.127275000000001,"Non-significant",2.99377484614203,"EIF3B","Eukaryotic translation initiation factor 3 subunit B","EIF3B_HUMAN",0.127275000000001
1.0746175,7.54863625,6.4961712040986,0.000272838578827667,0.00153315052671025,-0.0989109650202247,"RHDF2_HUMAN",16,-6.68255730119318,0.00017435565664839,0.00101445541036445,-1.0746175,"Up in BDM",2.99376703730314,"RHBDF2","Inactive rhomboid protein 2","RHDF2_HUMAN",1.0746175
0.250700000000002,12.7436,6.34277000456204,0.000317561496140753,0.00172751768106297,-0.267083949943518,"CXAR_HUMAN",20,-6.66632538084491,0.000177242903948902,0.00103052292664759,-0.250700000000002,"Non-significant",2.98694234177339,"CXADR","Coxsackievirus and adenovirus receptor","CXAR_HUMAN",0.250700000000002
2.083315,6.983505,6.68289374844543,0.000227613724446876,0.00133761814553082,0.10199911268103,"COFA1_HUMAN",3,-6.66556905410544,0.000177378722117217,0.00103058168952299,-2.083315,"Up in BDM",2.98691757797214,"COL15A1","Collagen alpha-1(XV) chain","COFA1_HUMAN",2.083315
0.242424999999997,14.0246625,6.15899672370653,0.000382247856359324,0.00200828296346247,-0.472351358782563,"ACTZ_HUMAN",24,-6.66356949521764,0.000177738351190888,0.00103104634874859,-0.242424999999997,"Non-significant",2.9867218113864,"ACTR1A","Alpha-centractin","ACTZ_HUMAN",0.242424999999997
0.275824999999998,11.4633625,6.4087821239255,0.000297384577760456,0.00163841315086036,-0.194365924771156,"RT29_HUMAN",19,-6.66315711294569,0.000177812620397186,0.00103104634874859,-0.275824999999998,"Non-significant",2.9867218113864,"DAP3","Small ribosomal subunit protein mS29","RT29_HUMAN",0.275824999999998
0.197975000000001,12.5592375,5.52628601375802,0.000746712265893822,0.00331978743356815,-1.21218163096683,"PARP1_HUMAN",52,-6.66302733025447,0.000177836001113747,0.00103104634874859,-0.197975000000001,"Non-significant",2.9867218113864,"PARP1","Poly [ADP-ribose] polymerase 1","PARP1_HUMAN",0.197975000000001
-0.172525,14.6477875,-5.58521110007535,0.000700071689859926,0.00317432948753964,-1.14104166660191,"HMCS1_HUMAN",32,6.66232078624958,0.000177963346812465,0.00103105548916508,0.172525,"Non-significant",2.98671796130259,"HMGCS1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","HMCS1_HUMAN",-0.172525
-0.259125000000004,11.7904375,-6.3938384233768,0.000301823814304623,0.00165730182831166,-0.210781258175096,"OCLN_HUMAN",19,6.65542231034893,0.000179212037735465,0.00103755669869728,0.259125000000004,"Non-significant",2.98398816135462,"OCLN","Occludin","OCLN_HUMAN",-0.259125000000004
0.454799999999999,13.2212,11.3617004750016,6.33926159341401e-06,9.4661687691818e-05,4.07946386910958,"CD47_HUMAN",5,-6.65418350841647,0.000179437300171661,0.00103812772534035,-0.454799999999999,"Non-significant",2.98374921007331,"CD47","Leukocyte surface antigen CD47","CD47_HUMAN",0.454799999999999
0.291359999999999,9.4255275,6.80844362909213,0.000201928710249273,0.00120393568481712,0.234801696117916,"HDAC2_HUMAN",14,-6.64695892065398,0.000180757282134268,0.00104502693860136,-0.291359999999999,"Non-significant",2.98087251420831,"HDAC2","Histone deacetylase 2","HDAC2_HUMAN",0.291359999999999
0.413527500000001,8.80906625,6.79108168474721,0.000205279545849282,0.00122124943169261,0.216544701685766,"YTHD1_HUMAN",12,-6.64244884518206,0.000181586760492494,0.00104908263743303,-0.413527500000001,"Non-significant",2.9791903005885,"YTHDF1","YTH domain-containing family protein 1","YTHD1_HUMAN",0.413527500000001
-0.206149999999999,10.625025,-5.80719867972523,0.000551265393042117,0.0026443965431008,-0.877224975560919,"STA5A_HUMAN",31,6.62837047451246,0.00018420327677673,0.001063449621842,0.206149999999999,"Non-significant",2.9732830788447,"STAT5A","Signal transducer and activator of transcription 5A","STA5A_HUMAN",-0.206149999999999
0.29285,10.701425,7.99062955922515,7.06062574420789e-05,0.000555499134846605,1.40186217727945,"RM43_HUMAN",10,-6.62217281479206,0.000185368362348798,0.0010694228251481,-0.29285,"Non-significant",2.97085055080415,"MRPL43","Large ribosomal subunit protein mL43","RM43_HUMAN",0.29285
-0.313925000000001,15.0954125,-6.54149227623873,0.000261005120288843,0.00147872838709602,-0.0497673940429451,"GGH_HUMAN",16,6.61864024099926,0.000186036097572156,0.00107252034310586,0.313925000000001,"Non-significant",2.96959446155365,"GGH","Gamma-glutamyl hydrolase","GGH_HUMAN",-0.313925000000001
-0.169640000000001,9.987405,-5.42407140171382,0.000836010488801615,0.00361232082977694,-1.33670660109991,"SLFN5_HUMAN",37,6.61229105428834,0.000187242949015944,0.00107871939285503,0.169640000000001,"Non-significant",2.96709151359677,"SLFN5","Schlafen family member 5","SLFN5_HUMAN",-0.169640000000001
-0.265875000000001,10.8159125,-6.30320701673182,0.000330383256568256,0.00178072448214764,-0.310921273835331,"HGH1_HUMAN",20,6.60839067442021,0.000187988634072849,0.00108225479082108,0.265875000000001,"Non-significant",2.96567048301764,"HGH1","Protein HGH1 homolog","HGH1_HUMAN",-0.265875000000001
-0.385324999999998,13.0661875,-6.22855423131597,0.000356179288707333,0.00189484607970325,-0.394165171700044,"KLKB1_HUMAN",29,6.60400047978915,0.000188831903707393,0.00108634662918821,0.385324999999998,"Non-significant",2.96403157886845,"KLKB1","Plasma kallikrein","KLKB1_HUMAN",-0.385324999999998
0.475112499999998,9.97004375,6.2771861777926,0.00033913047244381,0.0018159318178278,-0.339858345524959,"TAU_HUMAN",30,-6.59746984738439,0.000190094077755008,0.00109284098838398,-0.475112499999998,"Non-significant",2.96144302459304,"MAPT","Microtubule-associated protein tau","TAU_HUMAN",0.475112499999998
0.3059525,9.53304875,6.134768440381,0.000391821643609123,0.00204075847160584,-0.499727652248619,"ECE1_HUMAN",28,-6.59426175044408,0.000190717529053446,0.00109565683474432,-0.3059525,"Non-significant",2.96032544778022,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN",0.3059525
0.212549999999997,14.14685,6.06257940944166,0.000421966994627457,0.00215531801991022,-0.581736070806633,"MK01_HUMAN",23,-6.59333123986646,0.000190898785287817,0.00109569468538923,-0.212549999999997,"Non-significant",2.96031044486893,"MAPK1","Mitogen-activated protein kinase 1","MK01_HUMAN",0.212549999999997
0.149937500000002,9.93282625,4.90462812207276,0.00151715969824117,0.00568969588571873,-1.99198336807603,"RGPA2_HUMAN",69,-6.59285603375224,0.000190991425399026,0.00109569468538923,-0.149937500000002,"Non-significant",2.96031044486893,"RALGAPA2","Ral GTPase-activating protein subunit alpha-2","RGPA2_HUMAN",0.149937500000002
0.345025000000003,12.2570375,6.24515030443692,0.000350256167888653,0.0018681848174048,-0.375599520558019,"TM9S4_HUMAN",24,-6.59207726413721,0.000191143352137884,0.00109579944113733,-0.345025000000003,"Non-significant",2.9602689253934,"TM9SF4","Transmembrane 9 superfamily member 4","TM9S4_HUMAN",0.345025000000003
0.246814999999998,9.0307225,6.00234995327365,0.000449100456158274,0.00226479418006314,-0.650665690141732,"KIF3A_HUMAN",28,-6.5907113496623,0.00019141014601089,0.00109656210831396,-0.246814999999998,"Non-significant",2.95996676523211,"KIF3A","Kinesin-like protein KIF3A","KIF3A_HUMAN",0.246814999999998
0.27304,10.20443,6.55005972223524,0.000258833128062539,0.0014694695179063,-0.0405048292957542,"PRKRA_HUMAN",16,-6.58928016916781,0.000191690130700936,0.0010973027958376,-0.27304,"Non-significant",2.95967351425212,"PRKRA","Interferon-inducible double-stranded RNA-dependent protein kinase activator A","PRKRA_HUMAN",0.27304
0.334399999999993,16.116625,6.29786247410594,0.000332159164198182,0.00178794538942659,-0.316857983035044,"CISY_HUMAN",21,-6.58868276327619,0.000191807136671784,0.0010973027958376,-0.334399999999993,"Non-significant",2.95967351425212,"CS","Citrate synthase, mitochondrial","CISY_HUMAN",0.334399999999993
0.209525000000005,13.4479375,5.64761907078532,0.000654168299819909,0.00301454284537584,-1.06620843622222,"VPS35_HUMAN",41,-6.58701543120795,0.000192134113890112,0.00109840687982646,-0.209525000000005,"Non-significant",2.9592367555771,"VPS35","Vacuolar protein sorting-associated protein 35","VPS35_HUMAN",0.209525000000005
0.806487500000003,9.44416875,6.38355909676084,0.000304920326854536,0.00166983088814528,-0.222088622500324,"MASP1_HUMAN",18,-6.5770048722542,0.00019411030239676,0.00110893119097466,-0.806487500000003,"Up in BDM",2.95509540092669,"MASP1","Mannan-binding lectin serine protease 1","MASP1_HUMAN",0.806487500000003
1.10569,8.7502925,6.94507371135623,0.000177593996101355,0.0010897571706878,0.377283112647827,"PLS3_HUMAN",4,-6.57491599590982,0.00019452550308238,0.00111052929963047,-1.10569,"Up in BDM",2.95446997876344,"PLSCR3","Phospholipid scramblase 3","PLS3_HUMAN",1.10569
0.57,9.375955,6.46453852524215,0.000281452590729782,0.001567492077991,-0.133357152068623,"FEN1_HUMAN",14,-6.57289815374356,0.000194927519351972,0.00111172920196167,-0.57,"Up in BDM",2.95400098650936,"FEN1","Flap endonuclease 1","FEN1_HUMAN",0.57
0.816755000000001,10.2501475,9.48871646084157,2.20790820436689e-05,0.000240058772671084,2.69418756313723,"HEPC_HUMAN",2,-6.57250024734859,0.000195006903198449,0.00111172920196167,-0.816755000000001,"Up in BDM",2.95400098650936,"HAMP","Hepcidin","HEPC_HUMAN",0.816755000000001
0.587764999999997,10.4019175,7.18610181649121,0.000142254808376567,0.000917389187593872,0.623581392377917,"SPNS1_HUMAN",7,-6.56910009533691,0.000195686709640936,0.00111458490958893,-0.587764999999997,"Up in BDM",2.95288684117092,"SPNS1","Protein spinster homolog 1","SPNS1_HUMAN",0.587764999999997
0.605847500000001,9.99297625,6.90600727464336,0.000184199471314751,0.00111608814917836,0.336758298906748,"PRIO_HUMAN",8,-6.56804039014229,0.000195899117415249,0.00111458490958893,-0.605847500000001,"Up in BDM",2.95288684117092,"PRNP","Major prion protein","PRIO_HUMAN",0.605847500000001
1.1480375,9.03725625,6.35762687572399,0.000312890682061293,0.00170493282088198,-0.250671500512819,"MCM7_HUMAN",26,-6.56795774577021,0.000195915693427379,0.00111458490958893,-1.1480375,"Up in BDM",2.95288684117092,"MCM7","DNA replication licensing factor MCM7","MCM7_HUMAN",1.1480375
0.365309999999999,8.686535,6.13703463011544,0.000390914934322065,0.00203733034429262,-0.497163879867262,"PLCB3_HUMAN",34,-6.56702968428768,0.000196101941838369,0.00111487081774684,-0.365309999999999,"Non-significant",2.95277545224808,"PLCB3","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3","PLCB3_HUMAN",0.365309999999999
-0.384450000000001,18.0109,-6.01896848423417,0.000441424765012729,0.00223520705594463,-0.63160024217368,"CPSM_HUMAN",122,6.5618245817191,0.000197150173476197,0.00112005344570884,0.384450000000001,"Non-significant",2.95076125355961,"CPS1","Carbamoyl-phosphate synthase [ammonia], mitochondrial","CPSM_HUMAN",-0.384450000000001
-0.3964675,9.87216875,-6.8723519134111,0.000190110788992775,0.00114367550377204,0.301709165242569,"ATX3_HUMAN",11,6.55919984389402,0.000197681111351877,0.00112229207123455,0.3964675,"Non-significant",2.94989410527357,"ATXN3","Ataxin-3","ATX3_HUMAN",-0.3964675
-0.925530000000002,7.8301,-6.65574549117189,0.000233635723747295,0.00136226576335727,0.0730427472264203,"POMP_HUMAN",7,6.55761203194591,0.000198003066666774,0.00112334196576762,0.925530000000002,"Up in CM",2.94948801645589,"POMP","Proteasome maturation protein","POMP_HUMAN",-0.925530000000002
0.321774999999999,11.7745625,6.93787655524137,0.000178790740891009,0.00109156819912466,0.369830113406518,"TM192_HUMAN",12,-6.55587078314199,0.000198356802070437,0.00112457058324581,-0.321774999999999,"Non-significant",2.94901328104457,"TMEM192","Transmembrane protein 192","TM192_HUMAN",0.321774999999999
1.00694,7.189025,6.43207628758745,0.000290609215439234,0.00160986079668599,-0.168831749738963,"OLFM4_HUMAN",11,-6.55375066975095,0.000198788449793165,0.00112623891596708,-1.00694,"Up in BDM",2.94836947015985,"OLFM4","Olfactomedin-4","OLFM4_HUMAN",1.00694
0.332274999999996,12.2608875,7.43120145805924,0.000114189908011118,0.000784995378953088,0.867643122707694,"RHOG_HUMAN",10,-6.54957372908859,0.000199641909366486,0.00113029307526689,-0.332274999999996,"Non-significant",2.94680893309327,"RHOG","Rho-related GTP-binding protein RhoG","RHOG_HUMAN",0.332274999999996
-0.336425,14.4531375,-6.59743585278065,0.000247180808090158,0.00141999741994883,0.0105581961411971,"DHB8_HUMAN",14,6.5404431589335,0.000201521701769947,0.00114014831684612,0.336425,"Non-significant",2.94303864954243,"HSD17B8","(3R)-3-hydroxyacyl-CoA dehydrogenase","DHB8_HUMAN",-0.336425
0.518719999999998,9.7444325,6.26813544151417,0.000342233245769307,0.00183015534821708,-0.349943020606875,"GNL3_HUMAN",25,-6.53535222647446,0.000202578328852418,0.00114533595857388,-0.518719999999998,"Up in BDM",2.94106710410687,"GNL3","Guanine nucleotide-binding protein-like 3","GNL3_HUMAN",0.518719999999998
0.424725,10.6609375,7.56884653583152,0.000101185027681077,0.000716953203914841,1.00197052028025,"PP14B_HUMAN",8,-6.53445628374487,0.000202764916998197,0.00114560081981476,-0.424725,"Non-significant",2.94096668424633,"PPP1R14B","Protein phosphatase 1 regulatory subunit 14B","PP14B_HUMAN",0.424725
0.319275000000001,8.8476425,6.18681614621529,0.000371574968582097,0.00196527199512002,-0.441008285703129,"TRM1_HUMAN",23,-6.53058505545261,0.000203573327214974,0.00114937612707187,-0.319275000000001,"Non-significant",2.93953782755087,"TRMT1","tRNA (guanine(26)-N(2))-dimethyltransferase","TRM1_HUMAN",0.319275000000001
-0.925500000000003,12.0372,-9.07695367275379,2.98953306648526e-05,0.000296399923802925,2.35730768665229,"MT1G_HUMAN",1,6.52921102444693,0.000203861117826408,0.00115020883960144,0.925500000000003,"Up in CM",2.9392232990793,"MT1G","Metallothionein-1G","MT1G_HUMAN",-0.925500000000003
-0.173599999999999,13.985575,-5.16577256572876,0.00111916226730874,0.00451520288749856,-1.65781369568107,"CAND1_HUMAN",65,6.52605108344191,0.000204524679110971,0.00115315909171371,0.173599999999999,"Non-significant",2.93811077259507,"CAND1","Cullin-associated NEDD8-dissociated protein 1","CAND1_HUMAN",-0.173599999999999
1.07208,7.143495,6.92317407297882,0.000181263604151366,0.00110319155666882,0.354586993783133,"GLYLB_HUMAN",4,-6.5253037344657,0.000204681965883229,0.00115325275347815,-1.07208,"Up in BDM",2.93807549980754,"GLYATL1B","Putative glycine N-acyltransferase-like protein 1B","GLYLB_HUMAN",1.07208
-0.743475000000002,15.3162375,-6.31794352464512,0.000325541125823156,0.00175925257053278,-0.294570191646224,"RDH16_HUMAN",19,6.51715147569398,0.000206406419557458,0.00116217021121706,0.743475000000002,"Up in CM",2.93473026060423,"RDH16","Retinol dehydrogenase 16","RDH16_HUMAN",-0.743475000000002
0.664934999999998,7.96668,6.74538973045359,0.000214398894843547,0.00126997264445621,0.168332245489344,"NKAP_HUMAN",8,-6.51628026859219,0.000206591656727802,0.00116241482625568,-0.664934999999998,"Up in BDM",2.93463885937765,"NKAP","NF-kappa-B-activating protein","NKAP_HUMAN",0.664934999999998
0.214992500000001,9.95357875,5.73028404196986,0.000598426343135039,0.00281948227644888,-0.967889154816771,"NGEF_HUMAN",33,-6.51214370129293,0.000207473696126557,0.00116589752620973,-0.214992500000001,"Non-significant",2.93333961918024,"NGEF","Ephexin-1","NGEF_HUMAN",0.214992500000001
0.164,12.8096,5.02841468040843,0.00131183099153505,0.0050924384400571,-1.83237711205081,"KINH_HUMAN",72,-6.5120437576863,0.000207495058641132,0.00116589752620973,-0.164,"Non-significant",2.93333961918024,"KIF5B","Kinesin-1 heavy chain","KINH_HUMAN",0.164
0.514150000000001,9.2736725,6.15860189383981,0.000382401769451686,0.00200828296346247,-0.472796897438014,"RHG05_HUMAN",53,-6.51036614289026,0.000207854005588569,0.00116711447795554,-0.514150000000001,"Up in BDM",2.93288654352102,"ARHGAP5","Rho GTPase-activating protein 5","RHG05_HUMAN",0.514150000000001
0.629825,11.0465125,7.26925601355534,0.000131948653128473,0.000872816715347243,0.707093910496521,"GPX3_HUMAN",6,-6.50645565283237,0.000208693378356921,0.00117102554125259,-0.629825,"Up in BDM",2.93143363242201,"GPX3","Glutathione peroxidase 3","GPX3_HUMAN",0.629825
0.359639999999995,10.03198,6.39799753235501,0.000300580915237394,0.00165269104166073,-0.206209844508645,"MSTO1_HUMAN",16,-6.50490304742635,0.000209027680535858,0.00117135814092155,-0.359639999999995,"Non-significant",2.93131029976478,"MSTO1","Protein misato homolog 1","MSTO1_HUMAN",0.359639999999995
0.209549999999998,12.800575,7.01087133266365,0.000167058995099794,0.00103675218912045,0.445152489301693,"MARE2_HUMAN",14,-6.50485321952226,0.000209038419147137,0.00117135814092155,-0.209549999999998,"Non-significant",2.93131029976478,"MAPRE2","Microtubule-associated protein RP/EB family member 2","MARE2_HUMAN",0.209549999999998
0.480615,9.571595,6.25324609918699,0.000347406678604199,0.00185540061967246,-0.366555351062416,"UBAP2_HUMAN",21,-6.48949564214288,0.000212377504515383,0.00118925599864557,-0.480615,"Non-significant",2.92472464930718,"UBAP2","Ubiquitin-associated protein 2","UBAP2_HUMAN",0.480615
0.212124999999997,10.9953375,6.29491955634998,0.000333141590379765,0.00179205692777777,-0.320128473476619,"GOSR1_HUMAN",18,-6.48702905897244,0.000212919282609701,0.00119147595824869,-0.212124999999997,"Non-significant",2.92391471647763,"GOSR1","Golgi SNAP receptor complex member 1","GOSR1_HUMAN",0.212124999999997
-0.4345,10.97015,-6.22616158829289,0.000357042388508799,0.00189820590207207,-0.396844592064148,"FPGT_HUMAN",22,6.48598705367881,0.00021314861603502,0.00119194567138819,0.4345,"Non-significant",2.92374353918809,"FPGT","Fucose-1-phosphate guanylyltransferase","FPGT_HUMAN",-0.4345
0.234575,10.6974875,5.79298383925751,0.000559660870782096,0.00267709063497867,-0.89392201775527,"ABCF3_HUMAN",33,-6.48472761456657,0.000213426169477895,0.00119268421089283,-0.234575,"Non-significant",2.92347453002724,"ABCF3","ATP-binding cassette sub-family F member 3","ABCF3_HUMAN",0.234575
0.249725,11.5291375,6.46964620575906,0.000280041387876956,0.00156281776570135,-0.127787050161583,"RM45_HUMAN",16,-6.48330912036221,0.000213739254777227,0.00119362017075184,-0.249725,"Non-significant",2.9231338507526,"MRPL45","Large ribosomal subunit protein mL45","RM45_HUMAN",0.249725
-0.253324999999998,11.2341125,-5.75875193411122,0.000580467672853989,0.00275731806142646,-0.934240975013797,"VAV2_HUMAN",43,6.47861928422905,0.000214778007092503,0.00119860456238553,0.253324999999998,"Non-significant",2.92132407353167,"VAV2","Guanine nucleotide exchange factor VAV2","VAV2_HUMAN",-0.253324999999998
0.298340000000001,9.77191,6.16742001932102,0.000378980656964928,0.00199799577221767,-0.46285090770396,"CDC16_HUMAN",21,-6.47285721399353,0.000216061912306924,0.0012049493585661,-0.298340000000001,"Non-significant",2.91903120516999,"CDC16","Cell division cycle protein 16 homolog","CDC16_HUMAN",0.298340000000001
0.227524999999998,10.8010875,6.49271390711044,0.000273765578911127,0.00153721247665303,-0.102669927041354,"ADPGK_HUMAN",16,-6.46931673420871,0.000216855018073819,0.00120855026388115,-0.227524999999998,"Non-significant",2.91773528247414,"ADPGK","ADP-dependent glucokinase","ADPGK_HUMAN",0.227524999999998
0.279799999999998,11.56515,5.86044965601961,0.000521035993075223,0.00254253159001826,-0.814911420768033,"ANO6_HUMAN",39,-6.46557676408596,0.000217696316020908,0.00121209286261071,-0.279799999999998,"Non-significant",2.91646410609839,"ANO6","Anoctamin-6","ANO6_HUMAN",0.279799999999998
0.23615,11.605925,6.36254657042778,0.000311360913503597,0.00170055747428547,-0.245242636938315,"CC50A_HUMAN",17,-6.46517731229141,0.000217786385292214,0.00121209286261071,-0.23615,"Non-significant",2.91646410609839,"TMEM30A","Cell cycle control protein 50A","CC50A_HUMAN",0.23615
1.0926375,5.28276875,6.41712613363972,0.000294937584877147,0.00162959871068238,-0.185211990427071,"ATL3_HUMAN",8,-6.46425903598041,0.000217993596815268,0.00121242300318288,-1.0926375,"Up in BDM",2.91634583239958,"ADAMTSL3","ADAMTS-like protein 3","ATL3_HUMAN",1.0926375
1.0755375,8.10469625,7.91268864471675,7.53718293441048e-05,0.000582922883927331,1.32926357705731,"PGAM4_HUMAN",1,-6.46181585663396,0.000218545971045841,0.00121467109873478,-1.0755375,"Up in BDM",2.91554130177061,"PGAM4","Probable phosphoglycerate mutase 4","PGAM4_HUMAN",1.0755375
-0.388459999999998,9.5124175,-6.63064234339477,0.000239362766761881,0.00138580223299004,0.0461911190985855,"GLTD2_HUMAN",12,6.45996381767194,0.000218965728440832,0.00121617956758668,0.388459999999998,"Non-significant",2.91500229722239,"GLTPD2","Glycolipid transfer protein domain-containing protein 2","GLTD2_HUMAN",-0.388459999999998
0.2588075,10.06877125,5.96415110620106,0.000467312792154757,0.0023303103832632,-0.694623496131864,"TRI47_HUMAN",26,-6.45428322644854,0.000220258792454426,0.00122253322988584,-0.2588075,"Non-significant",2.91273932741095,"TRIM47","E3 ubiquitin-protein ligase TRIM47","TRI47_HUMAN",0.2588075
0.202699999999998,12.470875,6.02191303238461,0.000440080031576435,0.00222977509200471,-0.628225829881666,"SERPH_HUMAN",21,-6.45098004005495,0.000221014579053725,0.00122589818611802,-0.202699999999998,"Non-significant",2.91154559755272,"SERPINH1","Serpin H1","SERPH_HUMAN",0.202699999999998
0.553224999999999,10.1255375,6.23395471785994,0.000354239699303313,0.00188697664385222,-0.388120011914996,"PCDH1_HUMAN",20,-6.44778523164993,0.000221748301656461,0.00122913629275163,-0.553224999999999,"Up in BDM",2.91039995770905,"PCDH1","Protocadherin-1","PCDH1_HUMAN",0.553224999999999
0.513402500000002,9.33170625,6.1570039925282,0.000383025370677506,0.00201003264541909,-0.474600220497399,"RFIP1_HUMAN",29,-6.44315146475898,0.000222817295531431,0.00123401612867584,-0.513402500000002,"Up in BDM",2.90867916400688,"RAB11FIP1","Rab11 family-interacting protein 1","RFIP1_HUMAN",0.513402500000002
0.233599999999999,10.93465,5.89222415375768,0.000503878559282413,0.00247353079580672,-0.777906175729981,"PTCD3_HUMAN",26,-6.44266554777842,0.000222929725124289,0.00123401612867584,-0.233599999999999,"Non-significant",2.90867916400688,"PTCD3","Small ribosomal subunit protein mS39","PTCD3_HUMAN",0.233599999999999
-0.246400000000001,13.32565,-6.18592153310953,0.000371912975514013,0.00196579147212371,-0.442014702306751,"PMM2_HUMAN",19,6.44134953464749,0.000223234534794867,0.00123486957911492,0.246400000000001,"Non-significant",2.90837890804131,"PMM2","Phosphomannomutase 2","PMM2_HUMAN",-0.246400000000001
0.376465000000001,9.8663425,6.03079083600471,0.000436053175007487,0.00221347611684915,-0.618058705395359,"OSBL8_HUMAN",35,-6.436974813955,0.00022425111228074,0.00123965651953979,-0.376465000000001,"Non-significant",2.90669863123505,"OSBPL8","Oxysterol-binding protein-related protein 8","OSBL8_HUMAN",0.376465000000001
1.6367025,10.76029875,6.23441525312903,0.000354074842995234,0.00188697664385222,-0.387604668933465,"COCA1_HUMAN",34,-6.43532062282029,0.00022463684059833,0.00124095203451827,-1.6367025,"Up in BDM",2.90624500459846,"COL12A1","Collagen alpha-1(XII) chain","COCA1_HUMAN",1.6367025
0.262905,9.68672,5.95593796267167,0.000471335048353134,0.00234356925904207,-0.704099437166694,"FOXK1_HUMAN",26,-6.4342433236726,0.0002248884429129,0.00124150535690232,-0.262905,"Non-significant",2.9060514021923,"FOXK1","Forkhead box protein K1","FOXK1_HUMAN",0.262905
0.275675000000001,12.1139625,6.38481068420883,0.000304541415029499,0.00166931295911939,-0.220711176542084,"EFTS_HUMAN",16,-6.43323037005549,0.000225125302099905,0.00124197659933716,-0.275675000000001,"Non-significant",2.9058865868281,"TSFM","Elongation factor Ts, mitochondrial","EFTS_HUMAN",0.275675000000001
