"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","C_vs_BT"
1.009385,6.6600275,5.57608118616365,0.000739783241971327,0.0098380663299135,-0.660473655964125,"TR10A_HUMAN",5,-5.50556714091318,0.00090120947366764,0.0110538333469735,-1.009385,"Up in BT",1.95648708734203,"TNFRSF10A","Tumor necrosis factor receptor superfamily member 10A","TR10A_HUMAN",1.009385
0.593137499999999,9.16005875,5.49303288672223,0.000809593107347574,0.0103054190341582,-0.758986463970714,"DDX18_HUMAN",23,-5.50380173721041,0.000902895288266844,0.0110577312349408,-0.593137499999999,"Up in BT",1.95633397006745,"DDX18","ATP-dependent RNA helicase DDX18","DDX18_HUMAN",0.593137499999999
-0.199475,11.4045375,-5.93575561428522,0.000505713097806401,0.00793724071760999,-0.24463364285964,"SKT_HUMAN",84,5.5012309326564,0.000905356487100537,0.011071099069945,0.199475,"Non-significant",1.95580926292264,"KIAA1217","Sickle tail protein homolog","SKT_HUMAN",-0.199475
0.235700000000001,11.2607,6.64361159633626,0.000250273924763056,0.00519115481946126,0.524923422283523,"BMP1_HUMAN",35,-5.4981196118864,0.000908345169561469,0.0110908670778933,-0.235700000000001,"Non-significant",1.95503449961963,"BMP1","Bone morphogenetic protein 1","BMP1_HUMAN",0.235700000000001
0.178050000000001,13.1579,5.6296299909852,0.000698326897624499,0.00948668287982996,-0.597455937148323,"C4BPA_HUMAN",30,-5.49002510265093,0.000916172295624627,0.0111571879344216,-0.178050000000001,"Non-significant",1.95244525149653,"C4BPA","C4b-binding protein alpha chain","C4BPA_HUMAN",0.178050000000001
-0.575345,7.8210875,-5.8172502837107,0.000572211863187488,0.00858105471269846,-0.37972914295284,"LRCH4_HUMAN",24,5.48964928491322,0.000916537521768643,0.0111571879344216,0.575345,"Up in C",1.95244525149653,"LRCH4","Leucine-rich repeat and calponin homology domain-containing protein 4","LRCH4_HUMAN",-0.575345
-0.26965,11.636025,-5.21474168375524,0.00110252295142048,0.0125340267458956,-1.09610650377606,"PRPS2_HUMAN",8,5.48664867676232,0.000919459394108634,0.0111759252369625,0.26965,"Non-significant",1.9517165121626,"PRPS2","Ribose-phosphate pyrophosphokinase 2","PRPS2_HUMAN",-0.26965
0.431249999999999,13.9707,5.45946943066927,0.0008398565190826,0.0105228604505963,-0.799070326804443,"TTHY_HUMAN",11,-5.4821715471312,0.000923838373766008,0.0112122906533793,-0.431249999999999,"Non-significant",1.95030565265964,"TTR","Transthyretin","TTHY_HUMAN",0.431249999999999
0.530974999999998,14.6013125,6.28254931315274,0.000355725979648257,0.00629720390431137,0.140220520026819,"RL18_HUMAN",11,-5.47974318558132,0.000926223223001024,0.0112243812766376,-0.530974999999998,"Up in BT",1.94983758934896,"RPL18","Large ribosomal subunit protein eL18","RL18_HUMAN",0.530974999999998
-0.237564999999996,9.9386675,-4.9969460844888,0.00141431414142438,0.0147082894324496,-1.36760517378516,"PAR10_HUMAN",43,5.46812738811391,0.00093772623856691,0.0113381215250777,0.237564999999996,"Non-significant",1.94545889243344,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN",-0.237564999999996
0.156675000000002,10.5776625,4.54056612942677,0.00243587818056492,0.0204688822085262,-1.95876849293664,"BIG1_HUMAN",52,-5.46724288165475,0.000938608661669628,0.0113381215250777,-0.156675000000002,"Non-significant",1.94545889243344,"ARFGEF1","Brefeldin A-inhibited guanine nucleotide-exchange protein 1","BIG1_HUMAN",0.156675000000002
-0.195374999999999,14.2235875,-7.29003317774606,0.000138048369593647,0.00384774128077742,1.17559177077498,"GALT_HUMAN",19,5.46558617317117,0.00094026395995679,0.0113381215250777,0.195374999999999,"Non-significant",1.94545889243344,"GALT","Galactose-1-phosphate uridylyltransferase","GALT_HUMAN",-0.195374999999999
0.322197500000001,8.46306375,5.24981275085386,0.00105983008852117,0.012326052669808,-1.05302093300202,"E41LB_HUMAN",14,-5.46463101139573,0.000941219787619345,0.0113381215250777,-0.322197500000001,"Non-significant",1.94545889243344,"EPB41L4B","Band 4.1-like protein 4B","E41LB_HUMAN",0.322197500000001
0.259955,10.1448725,5.32832189998101,0.000970742554389863,0.0116590075291728,-0.957201854389091,"PCDH1_HUMAN",20,-5.46261023334236,0.000943245546616091,0.0113456157043123,-0.259955,"Non-significant",1.94517193082976,"PCDH1","Protocadherin-1","PCDH1_HUMAN",0.259955
-0.313430000000002,8.6662175,-5.23685513424824,0.00107538668664629,0.0123826825408322,-1.06891931469848,"STK10_HUMAN",28,5.45674892330374,0.000949148851892236,0.0113996584990267,0.313430000000002,"Non-significant",1.94310815868193,"STK10","Serine/threonine-protein kinase 10","STK10_HUMAN",-0.313430000000002
-0.282024999999994,15.2528375,-5.24398465892728,0.00106679609724883,0.0123724395043341,-1.0601687795487,"QCR2_HUMAN",24,5.45451871080091,0.000951405851146463,0.0114003047786808,0.282024999999994,"Non-significant",1.94308353796792,"UQCRC2","Cytochrome b-c1 complex subunit 2, mitochondrial","QCR2_HUMAN",-0.282024999999994
-0.243924999999997,17.6205375,-6.48330942574648,0.000292033811813136,0.00566069376711169,0.356085266289106,"NNMT_HUMAN",17,5.45390944754732,0.000952023472177355,0.0114003047786808,0.243924999999997,"Non-significant",1.94308353796792,"NNMT","Nicotinamide N-methyltransferase","NNMT_HUMAN",-0.243924999999997
-0.254110000000001,10.011445,-5.30356364333168,0.000997907384620278,0.0118157191181353,-0.987324938096861,"RIOX1_HUMAN",21,5.44616809672464,0.00095991005874697,0.0114665680631398,0.254110000000001,"Non-significant",1.94056654672532,"RIOX1","Ribosomal oxygenase 1","RIOX1_HUMAN",-0.254110000000001
0.204399999999996,16.893175,4.82844468103408,0.00172268384173045,0.0164981676453877,-1.58234443398585,"TBB2B_HUMAN",9,-5.44569515144528,0.000960394232184296,0.0114665680631398,-0.204399999999996,"Non-significant",1.94056654672532,"TUBB2B","Tubulin beta-2B chain","TBB2B_HUMAN",0.204399999999996
0.376999999999999,13.477375,5.54086309134019,0.000768536232023846,0.0100194812313689,-0.702133657662229,"S10AB_HUMAN",6,-5.43459060356753,0.00097184100959876,0.0115861222427534,-0.376999999999999,"Non-significant",1.93606189366251,"S100A11","Protein S100-A11","S10AB_HUMAN",0.376999999999999
-0.269400000000001,9.976725,-6.82658711722212,0.000210565779026903,0.00471469028220072,0.713920600261407,"CAPON_HUMAN",18,5.42930483361662,0.000977343035369379,0.0116345563400452,0.269400000000001,"Non-significant",1.93425017299125,"NOS1AP","Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein","CAPON_HUMAN",-0.269400000000001
-0.4308425,7.17477875,-5.39548468346438,0.000901090398186456,0.0109899264354803,-0.87591958567903,"SP130_HUMAN",14,5.4262383165795,0.000980550919512798,0.0116555780623852,0.4308425,"Non-significant",1.93346618262572,"SAP130","Histone deacetylase complex subunit SAP130","SP130_HUMAN",-0.4308425
2.815635,6.5210275,5.52145420368635,0.000784911152142413,0.0100967217031142,-0.725165710488903,"THYG_HUMAN",4,-5.42404488190849,0.000982852670472516,0.0116657828714087,-2.815635,"Up in BT",1.93308611110732,"TG","Thyroglobulin","THYG_HUMAN",2.815635
0.468997499999997,9.23037125,6.06630987946053,0.000442239262080989,0.00722145445535481,-0.0979365677862187,"IL32_HUMAN",5,-5.41476607008169,0.000992656526942201,0.0117648720048003,-0.468997499999997,"Non-significant",1.9294127933423,"IL32","Interleukin-32","IL32_HUMAN",0.468997499999997
0.2563,11.156425,5.08650030488608,0.0012756370145189,0.0137087469760652,-1.25514588729863,"RAB35_HUMAN",8,-5.40917745031903,0.000998613939801806,0.0117970467290125,-0.2563,"Non-significant",1.92822670030588,"RAB35","Ras-related protein Rab-35","RAB35_HUMAN",0.2563
-0.254100000000001,13.660075,-5.04023177421473,0.00134530931146947,0.0141959989094095,-1.31310430153385,"DNJA2_HUMAN",18,5.40887705693034,0.00099893528259046,0.0117970467290125,0.254100000000001,"Non-significant",1.92822670030588,"DNAJA2","DnaJ homolog subfamily A member 2","DNJA2_HUMAN",-0.254100000000001
-0.298500000000001,14.02945,-9.33866771439622,2.6763041159058e-05,0.00147160314073922,2.9622359420674,"VILI_HUMAN",46,5.408116194811,0.00099974972279767,0.0117970467290125,0.298500000000001,"Non-significant",1.92822670030588,"VIL1","Villin-1","VILI_HUMAN",-0.298500000000001
-0.100250000000001,13.483125,-3.89779742456439,0.00551819561947239,0.0353621740086627,-2.84230133091632,"PP1B_HUMAN",11,5.40048217837398,0.00100796238979778,0.0118766180710429,0.100250000000001,"Non-significant",1.92530720937014,"PPP1CB","Serine/threonine-protein phosphatase PP1-beta catalytic subunit","PP1B_HUMAN",-0.100250000000001
1.5088875,6.16142875,5.48414995235891,0.000817483119728952,0.0103622889206585,-0.76957989253784,"CCN2_HUMAN",9,-5.39597485416973,0.00101284664275672,0.0119167968171798,-1.5088875,"Up in BT",1.92384046536514,"CCN2","CCN family member 2","CCN2_HUMAN",1.5088875
-0.344350000000002,14.2303,-5.23241104960006,0.00108078025078283,0.0123914138540108,-1.07437748105883,"TSK_HUMAN",11,5.3902749767084,0.00101906097552031,0.0119724852690853,0.344350000000002,"Non-significant",1.92181568863983,"TSKU","Tsukushi","TSK_HUMAN",-0.344350000000002
-0.114250000000002,11.909425,-3.92860857034522,0.00529859932297817,0.0343728558006682,-2.7986328303542,"CLPB_HUMAN",30,5.38738697469328,0.00102222584625025,0.0119871599136195,0.114250000000002,"Non-significant",1.92128370096694,"CLPB","Mitochondrial disaggregase","CLPB_HUMAN",-0.114250000000002
0.2393,14.933225,5.13415887161604,0.00120801751362863,0.0133030048537606,-1.19576739785298,"NPC2_HUMAN",7,-5.38643084214387,0.00102327605349467,0.0119871599136195,-0.2393,"Non-significant",1.92128370096694,"NPC2","NPC intracellular cholesterol transporter 2","NPC2_HUMAN",0.2393
0.203750000000001,12.254825,6.19726082116265,0.000387365325189311,0.00669032889637864,0.046996534470825,"SNP23_HUMAN",16,-5.3813350502943,0.00102889353840336,0.0120355231127559,-0.203750000000001,"Non-significant",1.91953502877524,"SNAP23","Synaptosomal-associated protein 23","SNP23_HUMAN",0.203750000000001
0.316849999999995,12.92455,5.2366241411866,0.00107566629584978,0.0123826825408322,-1.06920294829091,"HNRDL_HUMAN",8,-5.37893512618106,0.00103155105332107,0.0120491722023038,-0.316849999999995,"Non-significant",1.91904278880037,"HNRNPDL","Heterogeneous nuclear ribonucleoprotein D-like","HNRDL_HUMAN",0.316849999999995
0.245464999999996,10.1408925,5.22657676999211,0.00108790655662418,0.0124245107545922,-1.08154732254651,"MA1A2_HUMAN",21,-5.3772822037453,0.00103338583539696,0.012053054824183,-0.245464999999996,"Non-significant",1.91890286801462,"MAN1A2","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB","MA1A2_HUMAN",0.245464999999996
-0.326217500000002,8.67624375,-5.25943758917606,0.00104843606606553,0.0122287283145854,-1.0412271166744,"TBCD8_HUMAN",40,5.37495446214147,0.001035975850065,0.012053054824183,0.326217500000002,"Non-significant",1.91890286801462,"TBC1D8","TBC1 domain family member 8","TBCD8_HUMAN",-0.326217500000002
-0.1892,17.0537,-4.84509027382105,0.00168913942631642,0.0162539452177567,-1.5609479216356,"HCDH_HUMAN",22,5.37461251453409,0.00103635693465386,0.012053054824183,0.1892,"Non-significant",1.91890286801462,"HADH","Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial","HCDH_HUMAN",-0.1892
0.529787500000001,8.29138125,5.47071523562557,0.000829578779432283,0.0104609754666945,-0.785622375979912,"ZDHC5_HUMAN",19,-5.37012036627045,0.00104137775075606,0.0120940464933351,-0.529787500000001,"Up in BT",1.91742836616169,"ZDHHC5","Palmitoyltransferase ZDHHC5","ZDHC5_HUMAN",0.529787500000001
-0.178749999999999,13.214975,-5.85467235165657,0.000550215639169969,0.00834407694448566,-0.336867173067569,"CLPX_HUMAN",33,5.36404835182325,0.00104820748069372,0.0121510688774339,0.178749999999999,"Non-significant",1.91538551736167,"CLPX","ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial","CLPX_HUMAN",-0.178749999999999
-0.317749999999998,13.06215,-5.27837679564549,0.00102640963272541,0.0120588213100574,-1.01805821485181,"HEM3_HUMAN",18,5.36308614610733,0.00104929433087329,0.0121510688774339,0.317749999999998,"Non-significant",1.91538551736167,"HMBS","Porphobilinogen deaminase","HEM3_HUMAN",-0.317749999999998
0.405925,10.8040375,7.870834444549,8.37150950816275e-05,0.00292495133984122,1.72186042845382,"TM7S3_HUMAN",7,-5.35476844044806,0.00105874201323527,0.0122407741233166,-0.405925,"Non-significant",1.91219111594424,"TM7SF3","Transmembrane 7 superfamily member 3","TM7S3_HUMAN",0.405925
0.37406,9.951445,5.40721711420791,0.00088950123451879,0.0109601196320356,-0.861785516776292,"SULF2_HUMAN",16,-5.35360633983994,0.00106006951457647,0.0122407741233166,-0.37406,"Non-significant",1.91219111594424,"SULF2","Extracellular sulfatase Sulf-2","SULF2_HUMAN",0.37406
-0.232799999999999,14.404475,-6.41056601345578,0.000313509931749805,0.00586222586688828,0.278442514653633,"SYSC_HUMAN",34,5.34071459411577,0.00107492114220534,0.0123945614728185,0.232799999999999,"Non-significant",1.90676883422929,"SARS1","Serine--tRNA ligase, cytoplasmic","SYSC_HUMAN",-0.232799999999999
-0.234725000000005,13.0915875,-4.86770326389487,0.00164471777611263,0.0160100655654457,-1.53194529208606,"MPPA_HUMAN",30,5.33315027422287,0.00108374322023465,0.0124784849703087,0.234725000000005,"Non-significant",1.90383813973178,"PMPCA","Mitochondrial-processing peptidase subunit alpha","MPPA_HUMAN",-0.234725000000005
0.113825000000002,10.4987125,3.86815891777379,0.00573878423389668,0.0363934346614665,-2.88442751055554,"VP13A_HUMAN",105,-5.32461266583238,0.00109379740437768,0.0125763363009741,-0.113825000000002,"Non-significant",1.90044585777855,"VPS13A","Intermembrane lipid transfer protein VPS13A","VP13A_HUMAN",0.113825000000002
-0.534717499999999,8.61739125,-5.50116771309138,0.000802441678690314,0.0102304985628609,-0.749294784432943,"CDKAL_HUMAN",20,5.31975752607815,0.00109956128266734,0.0126246503519888,0.534717499999999,"Up in C",1.89878064111462,"CDKAL1","Threonylcarbamoyladenosine tRNA methylthiotransferase","CDKAL_HUMAN",-0.534717499999999
-0.223025,12.7409125,-5.961711065117,0.000492326099859765,0.00781821584512078,-0.215291784399,"NXP20_HUMAN",22,5.31067120565765,0.00111043938339678,0.0127314631716258,0.223025,"Non-significant",1.89512168190431,"FAM114A1","Protein NOXP20","NXP20_HUMAN",-0.223025
0.268325000000004,12.4453125,5.00228098488986,0.00140560178598187,0.0146789137417203,-1.36087342547007,"B2CL1_HUMAN",5,-5.30862323436374,0.00111290771768794,0.0127416899179485,-0.268325000000004,"Non-significant",1.89477296812562,"BCL2L1","Bcl-2-like protein 1","B2CL1_HUMAN",0.268325000000004
0.215025000000004,11.4066125,6.57333541636469,0.000267698407218558,0.00535595600383071,0.451284791097272,"FAM3C_HUMAN",11,-5.30589079677883,0.00111621052742459,0.012761428137444,-0.215025000000004,"Non-significant",1.89410072079473,"FAM3C","Protein FAM3C","FAM3C_HUMAN",0.215025000000004
0.268375000000001,12.7131625,4.94403015574898,0.00150403548637542,0.0152535995437548,-1.43459874250568,"SYMC_HUMAN",41,-5.29938770752885,0.00112411505498944,0.0128336468777961,-0.268375000000001,"Non-significant",1.89164991464234,"MARS1","Methionine--tRNA ligase, cytoplasmic","SYMC_HUMAN",0.268375000000001
-0.209574999999999,12.2462375,-4.96521852535841,0.00146737636792154,0.0150338960227869,-1.40772489523785,"FN3K_HUMAN",14,5.29138763051953,0.00113392477972892,0.0129116957199688,0.209574999999999,"Non-significant",1.88901671718641,"FN3K","Fructosamine-3-kinase","FN3K_HUMAN",-0.209574999999999
0.983850000000002,13.28725,5.35694217357528,0.000940356945808145,0.0113615922166924,-0.92248740185052,"DEF1_HUMAN",5,-5.29120792405923,0.00113414622803141,0.0129116957199688,-0.983850000000002,"Up in BT",1.88901671718641,"DEFA1B","Neutrophil defensin 1","DEF1_HUMAN",0.983850000000002
0.783597499999999,9.24637375,5.35787957872956,0.000939379714320241,0.0113615922166924,-0.921352339385747,"RM20_HUMAN",7,-5.28762179077451,0.00113857542138964,0.0129438890732665,-0.783597499999999,"Up in BT",1.88793521753918,"MRPL20","Large ribosomal subunit protein bL20m","RM20_HUMAN",0.783597499999999
0.573337499999999,9.36263375,5.5036851717357,0.000800242779461498,0.0102185819690163,-0.746297387001132,"URP2_HUMAN",20,-5.28285996769627,0.00114448648006954,0.0129928149134861,-0.573337499999999,"Up in BT",1.88629674816053,"FERMT3","Fermitin family homolog 3","URP2_HUMAN",0.573337499999999
0.244299999999999,10.724025,4.84991690106763,0.00167954792374465,0.0162195769027814,-1.55475122543179,"SPHM_HUMAN",15,-5.27889142780554,0.00114943890241285,0.0130307358319819,-0.244299999999999,"Non-significant",1.88503105944119,"SGSH","N-sulphoglucosamine sulphohydrolase","SPHM_HUMAN",0.244299999999999
-0.139474999999997,12.6622125,-4.29474887099861,0.00330605214570873,0.0252817592183194,-2.28972664244257,"SYCC_HUMAN",44,5.27374784213937,0.00115589321351826,0.013085553004017,0.139474999999997,"Non-significant",1.8832079190678,"CARS1","Cysteine--tRNA ligase, cytoplasmic","SYCC_HUMAN",-0.139474999999997
-0.387655000000002,8.3774825,-6.1602862936014,0.000402047657577597,0.00687608308921829,0.00629599862009034,"GTR10_HUMAN",3,5.26950333376196,0.00116124971995028,0.0131278062746267,0.387655000000002,"Non-significant",1.8818078407363,"SLC2A10","Solute carrier family 2, facilitated glucose transporter member 10","GTR10_HUMAN",-0.387655000000002
-0.343935,8.9905375,-5.37081562303406,0.000926008426106897,0.0112724790786477,-0.905701246054889,"JMJD8_HUMAN",5,5.26672356625814,0.00116477271288753,0.0131492427908797,0.343935,"Non-significant",1.88109925563133,"JMJD8","JmjC domain-containing protein 8","JMJD8_HUMAN",-0.343935
0.149725000000002,13.6796875,4.62446107668692,0.00219922405811535,0.0190938002811454,-1.84782289308667,"ARL8B_HUMAN",16,-5.2645260083919,0.00116756624982483,0.0131623960911215,-0.149725000000002,"Non-significant",1.88066504427602,"ARL8B","ADP-ribosylation factor-like protein 8B","ARL8B_HUMAN",0.149725000000002
-0.321099999999999,10.6402,-6.65068878473622,0.000248590675363979,0.00517875883754393,0.53230664890293,"RT25_HUMAN",13,5.26176549074894,0.00117108599229462,0.0131836881277401,0.321099999999999,"Non-significant",1.87996307916058,"MRPS25","Small ribosomal subunit protein mS25","RT25_HUMAN",-0.321099999999999
-0.292375,15.2758875,-7.03919362327148,0.000173026402902577,0.00432630802056139,0.92868128966559,"TCPZ_HUMAN",31,5.2543451973363,0.00118060575363668,0.0132723731664052,0.292375,"Non-significant",1.87705141617656,"CCT6A","T-complex protein 1 subunit zeta","TCPZ_HUMAN",-0.292375
0.296282499999997,9.97245875,5.22627357569875,0.00108827831427085,0.0124245107545922,-1.08192005507082,"BTD_HUMAN",12,-5.25079611657863,0.00118518941398671,0.0133053972684091,-0.296282499999997,"Non-significant",1.87597215388958,"BTD","Biotinidase","BTD_HUMAN",0.296282499999997
-0.275824999999999,13.6530125,-4.91771573155715,0.00155097810013569,0.0155156505288475,-1.46806454842467,"DNPEP_HUMAN",27,5.24373755913159,0.00119436455414407,0.0133745573236406,0.275824999999999,"Non-significant",1.87372058351845,"DNPEP","Aspartyl aminopeptidase","DNPEP_HUMAN",-0.275824999999999
0.236174999999999,13.3448625,4.88488987819712,0.00161181752662882,0.0159108530859249,-1.50995198521688,"MARCS_HUMAN",11,-5.2435118779103,0.00119465920916349,0.0133745573236406,-0.236174999999999,"Non-significant",1.87372058351845,"MARCKS","Myristoylated alanine-rich C-kinase substrate","MARCS_HUMAN",0.236174999999999
0.348074999999996,11.4274375,5.28489114545737,0.00101895228560707,0.0119886336602066,-1.01010074044476,"LEMD2_HUMAN",29,-5.23674785062191,0.00120352813897434,0.0134552115454074,-0.348074999999996,"Non-significant",1.8711094697857,"LEMD2","LEM domain-containing protein 2","LEMD2_HUMAN",0.348074999999996
-0.246875000000001,14.3890875,-4.87171016803272,0.00163698168399422,0.0159996649960403,-1.52681391946474,"DDX5_HUMAN",44,5.23532912750142,0.00120539763426041,0.0134574987261422,0.246875000000001,"Non-significant",1.87103565262165,"DDX5","Probable ATP-dependent RNA helicase DDX5","DDX5_HUMAN",-0.246875000000001
0.215575000000003,13.4564625,4.78996420732765,0.00180307659298167,0.0168879120522257,-1.63196202912896,"IL18_HUMAN",14,-5.23078973143764,0.00121140107605462,0.0135058688244821,-0.215575000000003,"Non-significant",1.86947747267301,"IL18","Interleukin-18","IL18_HUMAN",0.215575000000003
-0.245407500000002,9.79940125,-4.91759110941519,0.00155120422737124,0.0155156505288475,-1.4682232772418,"2AAB_HUMAN",20,5.22806729820731,0.00121501750028786,0.013527529552103,0.245407500000002,"Non-significant",1.86878150863905,"PPP2R1B","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform","2AAB_HUMAN",-0.245407500000002
0.445562499999999,9.63893875,5.16669809925154,0.00116413040380947,0.0129967763176684,-1.15541298762284,"NOP2_HUMAN",24,-5.22612376962113,0.00121760659076414,0.0135324409946364,-0.445562499999999,"Non-significant",1.86862385788254,"NOP2","28S rRNA (cytosine(4447)-C(5))-methyltransferase","NOP2_HUMAN",0.445562499999999
-0.499949999999998,12.15985,-5.26126629326878,0.00104628659496164,0.0122212926980852,-1.03898779359594,"BT3L4_HUMAN",7,5.22522422291385,0.00121880700780593,0.0135324409946364,0.499949999999998,"Non-significant",1.86862385788254,"BTF3L4","Transcription factor BTF3 homolog 4","BT3L4_HUMAN",-0.499949999999998
-0.223724999999996,14.0453875,-4.88285370913191,0.00161567717859912,0.0159108530859249,-1.5125553851393,"SMD3_HUMAN",5,5.22350392648335,0.00122110635766303,0.0135393726872294,0.223724999999996,"Non-significant",1.86840145712694,"SNRPD3","Small nuclear ribonucleoprotein Sm D3","SMD3_HUMAN",-0.223724999999996
-0.788684999999999,8.546465,-5.26889894163415,0.00103736768472125,0.0121346497765584,-1.02964641475351,"MYL9_HUMAN",5,5.22203009459656,0.00122308012097638,0.0135426802984275,0.788684999999999,"Up in C",1.86829537378832,"MYL9","Myosin regulatory light polypeptide 9","MYL9_HUMAN",-0.788684999999999
0.139425000000001,14.0310375,4.40610996382726,0.00287562016109397,0.0228551010443683,-2.13871188067421,"SEPT2_HUMAN",27,-5.21812560540655,0.00122832620860645,0.0135821624407195,-0.139425000000001,"Non-significant",1.86703107973835,"SEPTIN2","Septin-2","SEPT2_HUMAN",0.139425000000001
-0.2417,13.536925,-4.86617739724803,0.001647674347131,0.0160100655654457,-1.53389997951499,"SNTB1_HUMAN",30,5.21308273863746,0.00123513889994176,0.0136388356943022,0.2417,"Non-significant",1.86522270248908,"SNTB1","Beta-1-syntrophin","SNTB1_HUMAN",-0.2417
-0.600400000000002,9.0725225,-5.36675036814842,0.000930187582360825,0.0112893486910248,-0.910617197490275,"PCLI1_HUMAN",9,5.20962371399491,0.00123983618825102,0.0136720271618458,0.600400000000002,"Up in C",1.86416708748539,"PID1","PTB-containing, cubilin and LRP1-interacting protein","PCLI1_HUMAN",-0.600400000000002
0.325599999999998,10.51355,5.1417196956363,0.001197658992803,0.0132515152778713,-1.18637714358931,"ITA7_HUMAN",33,-5.20678712788644,0.00124370304656149,0.0136959832770525,-0.325599999999998,"Non-significant",1.86340678294498,"ITGA7","Integrin alpha-7","ITA7_HUMAN",0.325599999999998
0.217757499999999,9.90521875,5.53141204537233,0.000776462025264028,0.0100892957625551,-0.713342493212969,"COR2A_HUMAN",19,-5.20471693720062,0.00124653361479489,0.0137084778345402,-0.217757499999999,"Non-significant",1.86301076583487,"CORO2A","Coronin-2A","COR2A_HUMAN",0.217757499999999
0.214949999999998,11.8033,5.5281589294808,0.000779211102330412,0.0100892957625551,-0.717203501760951,"ACATN_HUMAN",14,-5.19627498694673,0.00125815068744324,0.0138174347915812,-0.214949999999998,"Non-significant",1.85957257630098,"SLC33A1","Acetyl-coenzyme A transporter 1","ACATN_HUMAN",0.214949999999998
0.191425000000001,10.0298875,4.6870297806636,0.00203918912221621,0.0183754355349762,-1.76574728057927,"GCP2_HUMAN",40,-5.18833690811803,0.00126918429889484,0.0139196969985984,-0.191425000000001,"Non-significant",1.85637021826489,"TUBGCP2","Gamma-tubulin complex component 2","GCP2_HUMAN",0.191425000000001
-0.158750000000003,11.483325,-4.63351895270328,0.00217522425031942,0.0189782545582998,-1.83590575270343,"KAT1_HUMAN",16,5.18067995053872,0.00127992919801586,0.0140017387174642,0.158750000000003,"Non-significant",1.8538180308565,"KYAT1","Kynurenine--oxoglutarate transaminase 1","KAT1_HUMAN",-0.158750000000003
-0.180199999999999,12.574175,-5.61891075364826,0.000706414352910448,0.00951937588966397,-0.610039243355537,"EPN4_HUMAN",24,5.1797312300419,0.00128126755189369,0.0140017387174642,0.180199999999999,"Non-significant",1.8538180308565,"CLINT1","Clathrin interactor 1","EPN4_HUMAN",-0.180199999999999
0.386702499999995,8.82340125,5.11803071976457,0.00123044630277502,0.013440131709906,-1.21582527271906,"TMM59_HUMAN",15,-5.17931053745903,0.001281861518115,0.0140017387174642,-0.386702499999995,"Non-significant",1.8538180308565,"TMEM59","Transmembrane protein 59","TMM59_HUMAN",0.386702499999995
0.627425000000001,7.168465,5.19781620250014,0.00112380524806573,0.012728549230823,-1.1169623432658,"DDX52_HUMAN",12,-5.17533046075871,0.00128749607157297,0.0140257271789271,-0.627425000000001,"Up in BT",1.85307461302307,"DDX52","Probable ATP-dependent RNA helicase DDX52","DDX52_HUMAN",0.627425000000001
0.220149999999997,12.0417,4.99695344812205,0.00141430207493529,0.0147082894324496,-1.36759587928691,"YES_HUMAN",24,-5.17530789795748,0.00128752809189211,0.0140257271789271,-0.220149999999997,"Non-significant",1.85307461302307,"YES1","Tyrosine-protein kinase Yes","YES_HUMAN",0.220149999999997
0.353150000000001,10.597425,5.11334570743119,0.001237047616111,0.0134758165512469,-1.22165879618842,"ALDR_HUMAN",18,-5.17043217580906,0.00129446835582918,0.0140622578137473,-0.353150000000001,"Non-significant",1.85194494408653,"AKR1B1","Aldo-keto reductase family 1 member B1","ALDR_HUMAN",0.353150000000001
-0.513432499999999,8.56560125,-5.14049395459612,0.0011993315941474,0.0132515152778713,-1.18789891197131,"PAOX_HUMAN",11,5.16998266576662,0.00129511029440395,0.0140622578137473,0.513432499999999,"Up in C",1.85194494408653,"PAOX","Peroxisomal N(1)-acetyl-spermine/spermidine oxidase","PAOX_HUMAN",-0.513432499999999
-0.463464999999998,9.8581725,-5.75089548336146,0.00061366186038781,0.00884176259806536,-0.45618940386979,"RT21_HUMAN",5,5.16928962161616,0.0012961007139975,0.0140622578137473,0.463464999999998,"Non-significant",1.85194494408653,"MRPS21","Small ribosomal subunit protein bS21m","RT21_HUMAN",-0.463464999999998
-0.250375,11.3587375,-4.89524373652606,0.00159234803205951,0.0158314257603161,-1.49672307775578,"CP3A7_HUMAN",12,5.15888896345338,0.0013110657369892,0.01419623826136,0.250375,"Non-significant",1.8478267203187,"CYP3A7","Cytochrome P450 3A7","CP3A7_HUMAN",-0.250375
0.582054999999997,9.2727,5.23498819504714,0.00107764885848374,0.0123826825408322,-1.07121192349768,"CRCT1_HUMAN",1,-5.15827015952124,0.00131196214044735,0.01419623826136,-0.582054999999997,"Up in BT",1.8478267203187,"CRCT1","Cysteine-rich C-terminal protein 1","CRCT1_HUMAN",0.582054999999997
