logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,D_vs_BD,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
-0.260636568069458,13.244266629219066,,0.0001063798061334,0.0010949368739338,,2ABA_HUMAN,8,,0.0001063798061334,0.0010949368739338,0.260636568069458,Down,2.9606109183512435,PPP2R2A,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,2ABA_HUMAN,P63151
-0.260535001754761,9.080162644386292,,0.0631377707659308,0.133908298184124,,BLT3A_HUMAN,8,,0.0631377707659308,0.133908298184124,0.260535001754761,Non-significant,0.8731925092918845,BLTP3A,Bridge-like lipid transfer protein family member 3A,BLT3A_HUMAN,Q6BDS2
-0.260483503341675,8.828186869621277,,0.0052801201103188,0.0200835766313104,,CDK7_HUMAN,8,,0.0052801201103188,0.0200835766313104,0.260483503341675,Down,1.6971589422779572,CDK7,Cyclin-dependent kinase 7,CDK7_HUMAN,P50613
-0.260371685028076,9.438862562179567,,0.0030546682814502,0.0131928820400221,,TOR2A_HUMAN,8,,0.0030546682814502,0.0131928820400221,0.260371685028076,Down,1.8796603206512268,TOR2A,Torsin-2A,TOR2A_HUMAN,Q5JU69
-0.260331392288208,9.756134390830995,,0.0452411446910953,0.1033766369928374,,GLP3L_HUMAN,8,,0.0452411446910953,0.1033766369928374,0.260331392288208,Non-significant,0.985577600231878,GOLPH3L,Golgi phosphoprotein 3-like,GLP3L_HUMAN,Q9H4A5
-0.259928822517395,7.246245086193085,,0.1334643644943675,0.2369777984639264,,ADPRM_HUMAN,8,,0.1334643644943675,0.2369777984639264,0.259928822517395,Non-significant,0.6252923394593203,ADPRM,Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase,ADPRM_HUMAN,Q3LIE5
-0.259817957878113,7.989174902439117,,0.1845532068597616,0.3028935143834189,,LENG9_HUMAN,8,,0.1845532068597616,0.3028935143834189,0.259817957878113,Non-significant,0.5187100257679967,LENG9,Leukocyte receptor cluster member 9,LENG9_HUMAN,Q96B70
-0.259729862213135,11.752695560455326,,2.884393461453665e-05,0.0004204952959019,,STXB2_HUMAN,8,,2.884393461453665e-05,0.0004204952959019,0.259729862213135,Down,3.3762388583089957,STXBP2,Syntaxin-binding protein 2,STXB2_HUMAN,Q15833
-0.259696245193481,7.988171935081481,,0.2312005125461443,0.3597769799222338,,TMCO3_HUMAN,8,,0.2312005125461443,0.3597769799222338,0.259696245193481,Non-significant,0.4439666281293816,TMCO3,Transmembrane and coiled-coil domain-containing protein 3,TMCO3_HUMAN,Q6UWJ1
-0.259672880172729,8.897048115730286,,0.03087456812786,0.0769094973157668,,PTPRA_HUMAN,8,,0.03087456812786,0.0769094973157668,0.259672880172729,Non-significant,1.1140200272057088,PTPRA,Receptor-type tyrosine-protein phosphatase alpha,PTPRA_HUMAN,P18433
-0.259665966033936,9.068562030792236,,0.0056175791660508,0.0210159023321708,,TSR1_HUMAN,8,,0.0056175791660508,0.0210159023321708,0.259665966033936,Down,1.6774519585269827,TSR1,Pre-rRNA-processing protein TSR1 homolog,TSR1_HUMAN,Q2NL82
-0.259487152099609,11.30895757675171,,3.901529070387749e-05,0.0005268119584956,,ATX10_HUMAN,8,,3.901529070387749e-05,0.0005268119584956,0.259487152099609,Down,3.2783443752255423,ATXN10,Ataxin-10,ATX10_HUMAN,Q9UBB4
-0.259474992752075,9.411720156669617,,0.0380569700867196,0.0904609121879115,,FABP5_HUMAN,8,,0.0380569700867196,0.0904609121879115,0.259474992752075,Non-significant,1.043539037238132,FABP5,Fatty acid-binding protein 5,FABP5_HUMAN,Q01469
-0.25930380821228,11.99844586849214,,0.0440969358357972,0.1014563873357727,,PTTG_HUMAN,8,,0.0440969358357972,0.1014563873357727,0.25930380821228,Non-significant,0.993720606123408,PTTG1IP,Pituitary tumor-transforming gene 1 protein-interacting protein,PTTG_HUMAN,P53801
-0.259268760681152,9.8829619884491,,0.0011466964742237,0.0064041473846726,,TNAP3_HUMAN,8,,0.0011466964742237,0.0064041473846726,0.259268760681152,Down,2.193538681809967,TNFAIP3,Tumor necrosis factor alpha-induced protein 3,TNAP3_HUMAN,P21580
-0.259107351303101,9.031227469444277,,0.0079011303278384,0.02711938029995,,REQU_HUMAN,8,,0.0079011303278384,0.02711938029995,0.259107351303101,Down,1.5667202386761787,DPF2,Zinc finger protein ubi-d4,REQU_HUMAN,Q92785
-0.25896430015564,13.220983624458317,,0.0007947506054852,0.004884764974299,,LTOR1_HUMAN,8,,0.0007947506054852,0.004884764974299,0.25896430015564,Down,2.3111563270978133,LAMTOR1,Ragulator complex protein LAMTOR1,LTOR1_HUMAN,Q6IAA8
-0.258932590484619,9.01150846481323,,0.0441435508329261,0.1015351240803379,,EPHB4_HUMAN,8,,0.0441435508329261,0.1015351240803379,0.258932590484619,Non-significant,0.9933836961199892,EPHB4,Ephrin type-B receptor 4,EPHB4_HUMAN,P54760
-0.258889834086101,6.505969683329264,,0.2487954752790435,0.3793043038632682,,ZN143_HUMAN,6,,0.2487954752790435,0.3793043038632682,0.258889834086101,Non-significant,0.4210122294473178,ZNF143,Zinc finger protein 143,ZN143_HUMAN,P52747
-0.25885283946991,7.525817334651946,,0.1960550277261064,0.3175091603399861,,MP2K5_HUMAN,8,,0.1960550277261064,0.3175091603399861,0.25885283946991,Non-significant,0.4982437405209197,MAP2K5,Dual specificity mitogen-activated protein kinase kinase 5,MP2K5_HUMAN,Q13163
-0.258798122406006,11.689733743667624,,5.993435119313082e-05,0.0007184963914713,,CD14_HUMAN,8,,5.993435119313082e-05,0.0007184963914713,0.258798122406006,Down,3.1435754086961,CD14,Monocyte differentiation antigen CD14,CD14_HUMAN,P08571
-0.258715510368347,8.194205820560455,,0.1293005856991036,0.2314022932793263,,ORC4_HUMAN,8,,0.1293005856991036,0.2314022932793263,0.258715510368347,Non-significant,0.6356323413496032,ORC4,Origin recognition complex subunit 4,ORC4_HUMAN,O43929
-0.258705854415894,12.4994124174118,,1.54440260532647e-05,0.0002625164013576,,PARP1_HUMAN,8,,1.54440260532647e-05,0.0002625164013576,0.258705854415894,Down,3.5808435577947337,PARP1,Poly [ADP-ribose] polymerase 1,PARP1_HUMAN,P09874
-0.258681654930115,7.089880287647246,,0.0587358481259802,0.1263715345840745,,PEX7_HUMAN,8,,0.0587358481259802,0.1263715345840745,0.258681654930115,Non-significant,0.898350740652371,PEX7,Peroxisomal targeting signal 2 receptor,PEX7_HUMAN,O00628
-0.258572618166606,6.167912344137827,,0.2301598853157319,0.3583618282766613,,BTBD8_HUMAN,7,,0.2301598853157319,0.3583618282766613,0.258572618166606,Non-significant,0.4456782564085975,BTBD8,BTB/POZ domain-containing protein 8,BTBD8_HUMAN,Q5XKL5
-0.258463859558105,17.256959915161133,,4.217532928873731e-05,0.000558915591169,,S10AA_HUMAN,8,,4.217532928873731e-05,0.000558915591169,0.258463859558105,Down,3.252653775400622,S100A10,Protein S100-A10,S10AA_HUMAN,P60903
-0.258452415466309,14.015573024749749,,5.063689680743696e-05,0.0006363007600357,,IF4G1_HUMAN,8,,5.063689680743696e-05,0.0006363007600357,0.258452415466309,Down,3.196337558016094,EIF4G1,Eukaryotic translation initiation factor 4 gamma 1,IF4G1_HUMAN,Q04637
-0.258444786071777,12.70237803459166,,3.6707736310944175e-05,0.0005012441393259,,RU17_HUMAN,8,,3.6707736310944175e-05,0.0005012441393259,0.258444786071777,Down,3.299950692223698,SNRNP70,U1 small nuclear ribonucleoprotein 70 kDa,RU17_HUMAN,P08621
-0.258324384689331,7.792199492454529,,0.0197438679803866,0.0544651550044808,,RFIP5_HUMAN,8,,0.0197438679803866,0.0544651550044808,0.258324384689331,Non-significant,1.2638812560542867,RAB11FIP5,Rab11 family-interacting protein 5,RFIP5_HUMAN,Q9BXF6
-0.25830602645874,8.918564319610597,,0.0194477148514118,0.0538476268258253,,GLMP_HUMAN,8,,0.0194477148514118,0.0538476268258253,0.25830602645874,Non-significant,1.2688334321832673,GLMP,Glycosylated lysosomal membrane protein,GLMP_HUMAN,Q8WWB7
-0.258297681808472,9.907852530479428,,0.0063854537350692,0.0230670292995688,,TRIM4_HUMAN,8,,0.0063854537350692,0.0230670292995688,0.258297681808472,Down,1.6370083327384637,TRIM4,E3 ubiquitin-protein ligase TRIM4,TRIM4_HUMAN,Q9C037
-0.258026838302612,11.55768811702726,,0.0030866878883272,0.0132855069883416,,PROF2_HUMAN,8,,0.0030866878883272,0.0132855069883416,0.258026838302612,Down,1.8766218678221696,PFN2,Profilin-2,PROF2_HUMAN,P35080
-0.257896900177002,10.094752550125122,,4.477715271515938e-06,0.0001118126856423,,JAK1_HUMAN,8,,4.477715271515938e-06,0.0001118126856423,0.257896900177002,Down,3.951508921029802,JAK1,Tyrosine-protein kinase JAK1,JAK1_HUMAN,P23458
-0.257727026939392,6.885906159877777,,0.1953941269026453,0.3166892347603111,,PKD2_HUMAN,8,,0.1953941269026453,0.3166892347603111,0.257727026939392,Non-significant,0.4993666993803961,PKD2,Polycystin-2,PKD2_HUMAN,Q13563
-0.257412433624268,12.803023338317844,,0.0442633034910298,0.1017534358872074,,SRSF4_HUMAN,8,,0.0442633034910298,0.1017534358872074,0.257412433624268,Non-significant,0.9924509171232716,SRSF4,Serine/arginine-rich splicing factor 4,SRSF4_HUMAN,Q08170
-0.257161855697632,13.1302250623703,,0.021563949652844,0.0582311929814606,,SAA2_HUMAN,8,,0.021563949652844,0.0582311929814606,0.257161855697632,Non-significant,1.2348443124171655,SAA2,Serum amyloid A-2 protein,SAA2_HUMAN,P0DJI9
-0.257091522216797,10.95115590095519,,0.0001372939108884,0.0013166911339969,,NPC1_HUMAN,8,,0.0001372939108884,0.0013166911339969,0.257091522216797,Down,2.880516088768307,NPC1,NPC intracellular cholesterol transporter 1,NPC1_HUMAN,O15118
-0.257086992263794,10.081148743629452,,0.0066121522007259,0.0236152410551645,,LEO1_HUMAN,8,,0.0066121522007259,0.0236152410551645,0.257086992263794,Down,1.6268076169560732,LEO1,RNA polymerase-associated protein LEO1,LEO1_HUMAN,Q8WVC0
-0.256758332252502,8.190578162670135,,0.207362012147635,0.3309148744693365,,INAR2_HUMAN,8,,0.207362012147635,0.3309148744693365,0.256758332252502,Non-significant,0.4802837110669007,IFNAR2,Interferon alpha/beta receptor 2,INAR2_HUMAN,P48551
-0.256497621536255,9.784680008888245,,0.0334692910302593,0.0820999704823098,,UBTD2_HUMAN,8,,0.0334692910302593,0.0820999704823098,0.256497621536255,Non-significant,1.0856569990239486,UBTD2,Ubiquitin domain-containing protein 2,UBTD2_HUMAN,Q8WUN7
-0.256401777267456,10.79121005535125,,0.0013176696323952,0.0070535976351836,,ABHDB_HUMAN,8,,0.0013176696323952,0.0070535976351836,0.256401777267456,Down,2.1515893178189995,ABHD11,sn-1-specific diacylglycerol lipase ABHD11,ABHDB_HUMAN,Q8NFV4
-0.256243944168091,6.803897500038147,,0.2119401529335271,0.336063930463743,,APC_HUMAN,8,,0.2119401529335271,0.336063930463743,0.256243944168091,Non-significant,0.4735780975905579,APC,Adenomatous polyposis coli protein,APC_HUMAN,P25054
-0.25616455078125,9.274125814437866,,0.0038066852454785,0.0155823055366414,,INT5_HUMAN,8,,0.0038066852454785,0.0155823055366414,0.25616455078125,Down,1.807368284290964,INTS5,Integrator complex subunit 5,INT5_HUMAN,Q6P9B9
-0.256048202514648,9.669047117233278,,0.0143181776617778,0.0425513395097139,,BET1L_HUMAN,8,,0.0143181776617778,0.0425513395097139,0.256048202514648,Down,1.37108676383978,BET1L,BET1-like protein,BET1L_HUMAN,Q9NYM9
-0.255901495615642,6.618693749109903,,0.2363378561242198,0.3652351364043716,,CC120_HUMAN,7,,0.2363378561242198,0.3652351364043716,0.255901495615642,Non-significant,0.4374274490662479,CCDC120,Coiled-coil domain-containing protein 120,CC120_HUMAN,Q96HB5
-0.255901098251343,9.5254727602005,,0.0432399939756168,0.0999683520179599,,CLD12_HUMAN,8,,0.0432399939756168,0.0999683520179599,0.255901098251343,Non-significant,1.0001374671935774,CLDN12,Claudin-12,CLD12_HUMAN,P56749
-0.255878806114197,7.12972730398178,,0.1219140911069033,0.2206898251080113,,KDM2A_HUMAN,8,,0.1219140911069033,0.2206898251080113,0.255878806114197,Non-significant,0.656217689499467,KDM2A,Lysine-specific demethylase 2A,KDM2A_HUMAN,Q9Y2K7
-0.255397796630859,10.0473828315735,,0.1500310876245451,0.2593253222969475,,FLVC2_HUMAN,8,,0.1500310876245451,0.2593253222969475,0.255397796630859,Non-significant,0.5861550736784367,FLVCR2,Choline/ethanolamine transporter FLVCR2,FLVC2_HUMAN,Q9UPI3
-0.255385160446167,8.805595517158507,,0.0179785431205736,0.0508626394291643,,WAC_HUMAN,8,,0.0179785431205736,0.0508626394291643,0.255385160446167,Non-significant,1.2936011066105937,WAC,WW domain-containing adapter protein with coiled-coil,WAC_HUMAN,Q9BTA9
-0.255357265472412,12.069565296173066,,2.030503605333064e-05,0.0003242868623488,,TOP1_HUMAN,8,,2.030503605333064e-05,0.0003242868623488,0.255357265472412,Down,3.4890706452986304,TOP1,DNA topoisomerase 1,TOP1_HUMAN,P11387
-0.255278825759888,11.86358964443205,,9.982872118729354e-05,0.0010499315952342,,TOIP1_HUMAN,8,,9.982872118729354e-05,0.0010499315952342,0.255278825759888,Down,2.9788389950062792,TOR1AIP1,Torsin-1A-interacting protein 1,TOIP1_HUMAN,Q5JTV8
-0.255234241485596,8.246947288513184,,0.1014266508805974,0.1915161444260739,,TM35B_HUMAN,8,,0.1014266508805974,0.1915161444260739,0.255234241485596,Non-significant,0.7177946100001932,TMEM35B,Transmembrane protein 35B,TM35B_HUMAN,Q8NCS4
-0.254833698272705,11.8553659915924,,0.0007991145404973,0.0049042287867379,,NIPS2_HUMAN,8,,0.0007991145404973,0.0049042287867379,0.254833698272705,Down,2.3094292777840684,NIPSNAP2,Protein NipSnap homolog 2,NIPS2_HUMAN,O75323
-0.254608631134033,10.738077163696286,,0.0001445496263584,0.0013609276864772,,SPF27_HUMAN,8,,0.0001445496263584,0.0013609276864772,0.254608631134033,Down,2.8661649506219677,BCAS2,Pre-mRNA-splicing factor SPF27,SPF27_HUMAN,O75934
-0.254229307174683,7.21057403087616,,0.0369952688974264,0.0885228499055535,,SRGP1_HUMAN,8,,0.0369952688974264,0.0885228499055535,0.254229307174683,Non-significant,1.05294461283863,SRGAP1,SLIT-ROBO Rho GTPase-activating protein 1,SRGP1_HUMAN,Q7Z6B7
-0.254198789596558,8.117256522178648,,0.0098378850185726,0.0320417163007243,,MED27_HUMAN,8,,0.0098378850185726,0.0320417163007243,0.254198789596558,Down,1.4942842291679954,MED27,Mediator of RNA polymerase II transcription subunit 27,MED27_HUMAN,Q6P2C8
-0.253623485565186,8.714475393295288,,0.070348645133381,0.1454002143233579,,RETR2_HUMAN,8,,0.070348645133381,0.1454002143233579,0.253623485565186,Non-significant,0.837434953316162,RETREG2,Reticulophagy regulator 2,RETR2_HUMAN,Q8NC44
-0.253519296646118,8.133033633232117,,0.1940865491958178,0.3151310141817945,,PPDPF_HUMAN,8,,0.1940865491958178,0.3151310141817945,0.253519296646118,Non-significant,0.5015088528552281,PPDPF,Pancreatic progenitor cell differentiation and proliferation factor,PPDPF_HUMAN,Q9H3Y8
-0.253270387649536,8.632800221443176,,0.0041747441446143,0.0167091738040182,,CCPG1_HUMAN,8,,0.0041747441446143,0.0167091738040182,0.253270387649536,Down,1.77704502354925,CCPG1,Cell cycle progression protein 1,CCPG1_HUMAN,Q9ULG6
-0.252623915672302,6.789864003658296,,0.0544270881886967,0.1187855976371849,,CQ080_HUMAN,8,,0.0544270881886967,0.1187855976371849,0.252623915672302,Non-significant,0.9252362129396118,MTNAP1,Mitochondrial nucleoid-associated protein 1,CQ080_HUMAN,Q9BSJ5
-0.252512216567993,8.504653096199036,,0.1073642325263997,0.1996901605195898,,ISY1_HUMAN,8,,0.1073642325263997,0.1996901605195898,0.252512216567993,Non-significant,0.699643333914096,ISY1,Pre-mRNA-splicing factor ISY1 homolog,ISY1_HUMAN,Q9ULR0
-0.251992583274841,6.801870048046114,,0.2166919279893741,0.3416118849368755,,KTU_HUMAN,8,,0.2166919279893741,0.3416118849368755,0.251992583274841,Non-significant,0.4664670282853908,DNAAF2,Protein kintoun,KTU_HUMAN,Q9NVR5
-0.251914739608765,10.506870388984684,,0.0009601160565353,0.0056308023272685,,LUZP1_HUMAN,8,,0.0009601160565353,0.0056308023272685,0.251914739608765,Down,2.2494297185626264,LUZP1,Leucine zipper protein 1,LUZP1_HUMAN,Q86V48
-0.251827716827393,10.27338838577269,,0.0040744428745179,0.0164200248258363,,TBK1_HUMAN,8,,0.0040744428745179,0.0164200248258363,0.251827716827393,Down,1.784626190595653,TBK1,Serine/threonine-protein kinase TBK1,TBK1_HUMAN,Q9UHD2
-0.251759648323059,7.328412711620329,,0.0910186528562355,0.1768087296595222,,ABCG2_HUMAN,8,,0.0910186528562355,0.1768087296595222,0.251759648323059,Non-significant,0.7524962961704318,ABCG2,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2_HUMAN,Q9UNQ0
-0.251743316650391,14.253742694854736,,0.0008076466885892,0.0049491767536364,,TSK_HUMAN,8,,0.0008076466885892,0.0049491767536364,0.251743316650391,Down,2.3054670356294986,TSKU,Tsukushi,TSK_HUMAN,Q8WUA8
-0.251701354980469,7.481415987014773,,0.0655238861597492,0.1376152779561203,,SPIR1_HUMAN,8,,0.0655238861597492,0.1376152779561203,0.251701354980469,Non-significant,0.8613333483409855,SPIRE1,Protein spire homolog 1,SPIR1_HUMAN,Q08AE8
-0.25166916847229,8.527453780174254,,0.0081495742728595,0.0276901170325627,,PNO1_HUMAN,8,,0.0081495742728595,0.0276901170325627,0.25166916847229,Down,1.5576752087004782,PNO1,RNA-binding protein PNO1,PNO1_HUMAN,Q9NRX1
-0.251556158065796,8.42842447757721,,0.0047269312911604,0.0184286266807047,,VPP2_HUMAN,8,,0.0047269312911604,0.0184286266807047,0.251556158065796,Down,1.7345070276248955,ATP6V0A2,V-type proton ATPase 116 kDa subunit a 2,VPP2_HUMAN,Q9Y487
-0.251129984855652,8.196588099002838,,0.0381446576010236,0.0905852694855613,,TIF1A_HUMAN,8,,0.0381446576010236,0.0905852694855613,0.251129984855652,Non-significant,1.0429424193349184,TRIM24,Transcription intermediary factor 1-alpha,TIF1A_HUMAN,O15164
-0.251030683517456,7.512752771377563,,0.0432427486331807,0.0999683520179599,,MTMR3_HUMAN,8,,0.0432427486331807,0.0999683520179599,0.251030683517456,Non-significant,1.0001374671935774,MTMR3,"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR3",MTMR3_HUMAN,Q13615
-0.250868320465088,10.06215929985046,,0.0004387424992367,0.0030722682186713,,T2FB_HUMAN,8,,0.0004387424992367,0.0030722682186713,0.250868320465088,Down,2.512540871712146,GTF2F2,General transcription factor IIF subunit 2,T2FB_HUMAN,P13984
-0.250704884529114,6.806293427944184,,0.5604530014807713,0.6910145133381428,,ECP_HUMAN,7,,0.5604530014807713,0.6910145133381428,0.250704884529114,Non-significant,0.160512831067947,RNASE3,Eosinophil cationic protein,ECP_HUMAN,P12724
-0.250482082366943,8.552430391311646,,0.0771819353200056,0.1560206257283014,,CRTC2_HUMAN,8,,0.0771819353200056,0.1560206257283014,0.250482082366943,Non-significant,0.8068179846720374,CRTC2,CREB-regulated transcription coactivator 2,CRTC2_HUMAN,Q53ET0
-0.250462770462036,9.76690518856049,,0.0015876852026538,0.0080791510762173,,SCAF4_HUMAN,8,,0.0015876852026538,0.0080791510762173,0.250462770462036,Down,2.0926342706961463,SCAF4,SR-related and CTD-associated factor 4,SCAF4_HUMAN,O95104
-0.250442266464233,10.672081828117364,,0.0001026307220913,0.0010684288514538,,NCBP1_HUMAN,8,,0.0001026307220913,0.0010684288514538,0.250442266464233,Down,2.971254392966269,NCBP1,Nuclear cap-binding protein subunit 1,NCBP1_HUMAN,Q09161
-0.250430822372437,8.49363887310028,,0.0317481806362635,0.0786076893178928,,ZDHC3_HUMAN,8,,0.0317481806362635,0.0786076893178928,0.250430822372437,Non-significant,1.1045349696731173,ZDHHC3,Palmitoyltransferase ZDHHC3,ZDHC3_HUMAN,Q9NYG2
-0.250293016433716,12.614951014518734,,0.000174261024183,0.001551870186013,,B2CL1_HUMAN,8,,0.000174261024183,0.001551870186013,0.250293016433716,Down,2.8091446103047195,BCL2L1,Bcl-2-like protein 1,B2CL1_HUMAN,Q07817
-0.250159025192261,10.554967522621132,,2.0449118541889263e-05,0.0003253196664343,,HEXI1_HUMAN,8,,2.0449118541889263e-05,0.0003253196664343,0.250159025192261,Down,3.487689681674325,HEXIM1,Protein HEXIM1,HEXI1_HUMAN,O94992
-0.249961376190186,12.356774806976311,,0.0001921397464951,0.0016559737891341,,ABI1_HUMAN,8,,0.0001921397464951,0.0016559737891341,0.249961376190186,Down,2.7809465415393597,ABI1,Abl interactor 1,ABI1_HUMAN,Q8IZP0
-0.249901135762532,6.234347661336264,,0.2804413106037378,0.4157147924328612,,PHIP_HUMAN,6,,0.2804413106037378,0.4157147924328612,0.249901135762532,Non-significant,0.3812045216624974,PHIP,PH-interacting protein,PHIP_HUMAN,Q8WWQ0
-0.249811410903931,7.942075967788697,,0.0541857797903756,0.1184798755864819,,AP5B1_HUMAN,8,,0.0541857797903756,0.1184798755864819,0.249811410903931,Non-significant,0.9263554105311822,AP5B1,AP-5 complex subunit beta-1,AP5B1_HUMAN,Q2VPB7
-0.249392986297607,8.645660877227783,,0.0626608564948353,0.1330001029176646,,ZDHC5_HUMAN,8,,0.0626608564948353,0.1330001029176646,0.249392986297607,Non-significant,0.8761480229685792,ZDHHC5,Palmitoyltransferase ZDHHC5,ZDHC5_HUMAN,Q9C0B5
-0.249256014823914,7.31583112478256,,0.095442412452794,0.183300441918833,,EPG5_HUMAN,8,,0.095442412452794,0.183300441918833,0.249256014823914,Non-significant,0.7368364879964342,EPG5,Ectopic P granules protein 5 homolog,EPG5_HUMAN,Q9HCE0
-0.249165177345276,7.640372335910797,,0.12073855204599,0.2188916680161938,,PPR37_HUMAN,8,,0.12073855204599,0.2188916680161938,0.249165177345276,Non-significant,0.6597707692838644,PPP1R37,Protein phosphatase 1 regulatory subunit 37,PPR37_HUMAN,O75864
-0.249090671539307,8.745362997055054,,0.0015895998455831,0.0080791510762173,,SCAP_HUMAN,8,,0.0015895998455831,0.0080791510762173,0.249090671539307,Down,2.0926342706961463,SCAP,Sterol regulatory element-binding protein cleavage-activating protein,SCAP_HUMAN,Q12770
-0.249040603637695,9.809252500534065,,0.0572147166253684,0.1237487257950485,,LAMA4_HUMAN,8,,0.0572147166253684,0.1237487257950485,0.249040603637695,Non-significant,0.90745926417644,LAMA4,Laminin subunit alpha-4,LAMA4_HUMAN,Q16363
-0.248988628387451,13.759600639343237,,0.0003570679010351,0.0026143496989999,,DNJA1_HUMAN,8,,0.0003570679010351,0.0026143496989999,0.248988628387451,Down,2.582636321044594,DNAJA1,DnaJ homolog subfamily A member 1,DNJA1_HUMAN,P31689
-0.248710632324219,9.098686695098875,,0.1204017208944725,0.2183863846111166,,IL18R_HUMAN,8,,0.1204017208944725,0.2183863846111166,0.248710632324219,Non-significant,0.6607744413912204,IL18R1,Interleukin-18 receptor 1,IL18R_HUMAN,Q13478
-0.248636245727539,9.344673156738285,,0.0480525941922615,0.1078961693637023,,FITM2_HUMAN,8,,0.0480525941922615,0.1078961693637023,0.248636245727539,Non-significant,0.9669939737947324,FITM2,Acyl-coenzyme A diphosphatase FITM2,FITM2_HUMAN,Q8N6M3
-0.248610734939575,9.146851658821106,,0.0648658793085297,0.1365834359225865,,DIESL_HUMAN,8,,0.0648658793085297,0.1365834359225865,0.248610734939575,Non-significant,0.8646019662738568,TMEM68,DGAT1/2-independent enzyme synthesizing storage lipids,DIESL_HUMAN,Q96MH6
-0.248484373092651,7.116428256034851,,0.3193580397802987,0.4579104690094482,,GMIP_HUMAN,8,,0.3193580397802987,0.4579104690094482,0.248484373092651,Non-significant,0.3392194272714725,GMIP,GEM-interacting protein,GMIP_HUMAN,Q9P107
-0.248262882232666,9.54593586921692,,0.0014885464423572,0.0077187727862235,,NBN_HUMAN,8,,0.0014885464423572,0.0077187727862235,0.248262882232666,Down,2.112451742998177,NBN,Nibrin,NBN_HUMAN,O60934
-0.248232841491699,11.4277949333191,,0.003235972228091,0.0137846306171462,,VAS1_HUMAN,8,,0.003235972228091,0.0137846306171462,0.248232841491699,Down,1.8606048670688684,ATP6AP1,V-type proton ATPase subunit S1,VAS1_HUMAN,Q15904
-0.248224258422852,11.163581132888783,,1.7331156886773325e-05,0.0002876664080802,,PDLI7_HUMAN,8,,1.7331156886773325e-05,0.0002876664080802,0.248224258422852,Down,3.541110849396251,PDLIM7,PDZ and LIM domain protein 7,PDLI7_HUMAN,Q9NR12
-0.247905413309733,,,1.0,1.0,,BCL7C_HUMAN,4,,1.0,1.0,0.247905413309733,Non-significant,-0.0,BCL7C,B-cell CLL/lymphoma 7 protein family member C,BCL7C_HUMAN,Q8WUZ0
-0.247811555862427,,,1.0,1.0,,PIGP_HUMAN,3,,1.0,1.0,0.247811555862427,Non-significant,-0.0,PIGP,Phosphatidylinositol N-acetylglucosaminyltransferase subunit P,PIGP_HUMAN,P57054
-0.247734785079956,10.375273585319526,,0.0268679222059856,0.0690492116165747,,PSN1_HUMAN,8,,0.0268679222059856,0.0690492116165747,0.247734785079956,Non-significant,1.160841275702669,PSEN1,Presenilin-1,PSN1_HUMAN,P49768
-0.247579336166382,8.704230666160583,,0.0056397536985211,0.0210892295992621,,FAM3A_HUMAN,8,,0.0056397536985211,0.0210892295992621,0.247579336166382,Down,1.6759392849784096,FAM3A,Protein FAM3A,FAM3A_HUMAN,P98173
-0.247550249099731,11.2881497144699,,0.0016530231189718,0.008323752744415,,TIM14_HUMAN,8,,0.0016530231189718,0.008323752744415,0.247550249099731,Down,2.0796808289086366,DNAJC19,Mitochondrial import inner membrane translocase subunit TIM14,TIM14_HUMAN,Q96DA6
-0.247518062591553,11.042857885360725,,5.246317893468857e-06,0.0001245886449309,,RB3GP_HUMAN,8,,5.246317893468857e-06,0.0001245886449309,0.247518062591553,Down,3.904521537681138,RAB3GAP1,Rab3 GTPase-activating protein catalytic subunit,RB3GP_HUMAN,Q15042
-0.247406005859375,11.27600550651551,,0.0019767139526852,0.0094699236318017,,UQCC3_HUMAN,8,,0.0019767139526852,0.0094699236318017,0.247406005859375,Down,2.0236535232586945,UQCC3,Ubiquinol-cytochrome-c reductase complex assembly factor 3,UQCC3_HUMAN,Q6UW78
-0.247319340705872,7.936756908893587,,0.0892275660628435,0.1740160554041603,,ABI2_HUMAN,8,,0.0892275660628435,0.1740160554041603,0.247319340705872,Non-significant,0.7594106801555961,ABI2,Abl interactor 2,ABI2_HUMAN,Q9NYB9
-0.247302770614624,,,1.0,1.0,,IFRD2_HUMAN,3,,1.0,1.0,0.247302770614624,Non-significant,-0.0,IFRD2,Interferon-related developmental regulator 2,IFRD2_HUMAN,Q12894
-0.247145175933838,8.98048734664917,,0.0297756610462801,0.0746258767060793,,RCOR1_HUMAN,8,,0.0297756610462801,0.0746258767060793,0.247145175933838,Non-significant,1.1271105537335833,RCOR1,REST corepressor 1,RCOR1_HUMAN,Q9UKL0
-0.247077107429504,7.27627354860306,,0.3957441129373411,0.536277128232821,,EP400_HUMAN,8,,0.3957441129373411,0.536277128232821,0.247077107429504,Non-significant,0.2706107249352966,EP400,E1A-binding protein p400,EP400_HUMAN,Q96L91
