"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.165601666666666,10.0954028571429,-3.49202430473087,0.0123570472440282,0.0811723343802426,-3.58471891475861,"AGO2_HUMAN",30,-3.8857317836366,0.00673869454309904,0.0531701808126332,-0.165601666666666,"Non-significant",1.27433186280421,"AGO2","Protein argonaute-2","AGO2_HUMAN"
-0.114550000000001,15.4448571428571,-3.69344654656667,0.00965316503750658,0.0702812140119706,-3.31524983912808,"KCY_HUMAN",19,-3.88279934668559,0.00676321052332169,0.0531821515458748,-0.114550000000001,"Non-significant",1.27423409676001,"CMPK1","UMP-CMP kinase","KCY_HUMAN"
0.204475,8.61033714285714,3.46106314713136,0.0128421716247001,0.082663836347065,-3.62662250468931,"TEP1_HUMAN",70,3.88276459181879,0.00676350167077086,0.0531821515458748,0.204475,"Non-significant",1.27423409676001,"TEP1","Telomerase protein component 1","TEP1_HUMAN"
0.253758333333332,15.2107285714286,4.0776824970681,0.00613170112659308,0.0544022573980628,-2.81711119679014,"CSRP1_HUMAN",12,3.88272088572823,0.00676386782370368,0.0531821515458748,0.253758333333332,"Non-significant",1.27423409676001,"CSRP1","Cysteine and glycine-rich protein 1","CSRP1_HUMAN"
0.155133333333337,10.4968857142857,3.38051831122411,0.0142049904662782,0.0878886881830558,-3.73621313709775,"ARHG1_HUMAN",39,3.8824472738651,0.00676616053456299,0.0531821515458748,0.155133333333337,"Non-significant",1.27423409676001,"ARHGEF1","Rho guanine nucleotide exchange factor 1","ARHG1_HUMAN"
-0.187483333333329,13.5968,-3.95866451520921,0.00704014631820773,0.0591343437670768,-2.9691172753481,"VISL1_HUMAN",15,-3.88108717025301,0.0067775701080214,0.0532208043539841,-0.187483333333329,"Non-significant",1.2739185660143,"VSNL1","Visinin-like protein 1","VISL1_HUMAN"
-0.81685,6.33753142857143,-3.81902651172655,0.00830184772772096,0.0649778691652414,-3.15009795492234,"CR3L3_HUMAN",9,-3.87846604009036,0.00679961781097662,0.053342839056829,-0.81685,"Non-significant",1.27292387364984,"CREB3L3","Cyclic AMP-responsive element-binding protein 3-like protein 3","CR3L3_HUMAN"
0.101483333333338,15.2627428571429,3.21814809967796,0.0174593370225238,0.0993969756323961,-3.95956830498061,"RINI_HUMAN",27,3.8736820461603,0.00684006199909087,0.0536077237124778,0.101483333333338,"Non-significant",1.27077263336597,"RNH1","Ribonuclease inhibitor","RINI_HUMAN"
-0.137066666666664,12.2429571428571,-3.3777222329769,0.0142550642390045,0.0880655739497807,-3.74003230024593,"RO60_HUMAN",30,-3.87262355292076,0.00684904623968021,0.0536077237124778,-0.137066666666664,"Non-significant",1.27077263336597,"RO60","RNA-binding protein RO60","RO60_HUMAN"
-0.152183333333332,12.5983285714286,-3.3737258281175,0.0143269700405369,0.0883765992417768,-3.74549268621361,"SRPRA_HUMAN",37,-3.87147650865839,0.00685879672279546,0.0536077237124778,-0.152183333333332,"Non-significant",1.27077263336597,"SRPRA","Signal recognition particle receptor subunit alpha","SRPRA_HUMAN"
0.207393333333336,9.76188285714286,4.4914689591576,0.00385621645714801,0.0416093539789944,-2.30497643969738,"S15A4_HUMAN",11,3.87138923994662,0.00685953917716384,0.0536077237124778,0.207393333333336,"Non-significant",1.27077263336597,"SLC15A4","Solute carrier family 15 member 4","S15A4_HUMAN"
-0.108958333333328,10.8433285714286,-2.96761276253335,0.0241839647559451,0.120993266625653,-4.30990952780811,"COBL1_HUMAN",60,-3.87008195592005,0.00687067170933147,0.0536435873077137,-0.108958333333328,"Non-significant",1.27048218727362,"COBLL1","Cordon-bleu protein-like 1","COBL1_HUMAN"
0.101583333333332,13.0180857142857,3.32468233540229,0.015242474714853,0.0916785089599157,-3.81266303365037,"ILK_HUMAN",24,3.86879180206848,0.00688167783170609,0.0536642957330536,0.101583333333332,"Non-significant",1.27031456575858,"ILK","Integrin-linked protein kinase","ILK_HUMAN"
-0.238674999999997,10.8757857142857,-3.55085567966988,0.011489778818171,0.0781085584557413,-3.50544381020586,"PTPRK_HUMAN",47,-3.86823707434947,0.00688641609065289,0.0536642957330536,-0.238674999999997,"Non-significant",1.27031456575858,"PTPRK","Receptor-type tyrosine-protein phosphatase kappa","PTPRK_HUMAN"
-0.17289166666667,15.0938285714286,-3.8130343294534,0.00836134273826658,0.0652200644798377,-3.15792731995102,"TFG_HUMAN",17,-3.86628038384243,0.00690315798986447,0.0537436744548043,-0.17289166666667,"Non-significant",1.26967264417579,"TFG","Protein TFG","TFG_HUMAN"
-0.185666666666666,11.4182285714286,-3.75150586628845,0.00900033550154109,0.0675066335239102,-3.23861717796446,"CTL1_HUMAN",18,-3.86331585108304,0.00692860848723775,0.0538906379301471,-0.185666666666666,"Non-significant",1.26848667541487,"SLC44A1","Choline transporter-like protein 1","CTL1_HUMAN"
-0.182199999999996,11.9654142857143,-4.43327246565009,0.00410985237384938,0.0432690404600653,-2.37546695994079,"ELMD2_HUMAN",12,-3.86011211218676,0.00695622852210901,0.0540541814447864,-0.182199999999996,"Non-significant",1.26717070489002,"ELMOD2","ELMO domain-containing protein 2","ELMD2_HUMAN"
-1.288405,6.27856142857143,-3.79406945404428,0.0085527760950667,0.0659728643356533,-3.18274068244232,"ZDH13_HUMAN",6,-3.85630458809286,0.00698921130794259,0.0541721609713574,-1.288405,"Non-significant",1.26622383970877,"ZDHHC13","Palmitoyltransferase ZDHHC13","ZDH13_HUMAN"
-0.1025875,9.59446142857143,-3.16576041754074,0.0186764039784772,0.103662261215678,-4.03228602121979,"ATRN_HUMAN",29,-3.85608384969445,0.00699112872209471,0.0541721609713574,-0.1025875,"Non-significant",1.26622383970877,"ATRN","Attractin","ATRN_HUMAN"
-0.178633333333332,14.3147428571429,-3.9518976368678,0.00709612452260048,0.0591800903726132,-2.97782222340142,"SET_HUMAN",15,-3.85555513017119,0.00699572372242029,0.0541721609713574,-0.178633333333332,"Non-significant",1.26622383970877,"SET","Protein SET","SET_HUMAN"
0.333665833333335,8.24936714285714,3.62155539285512,0.0105350695766178,0.0741980243892722,-3.41079229097723,"MAP1B_HUMAN",55,3.85531138415027,0.00699784318963986,0.0541721609713574,0.333665833333335,"Non-significant",1.26622383970877,"MAP1B","Microtubule-associated protein 1B","MAP1B_HUMAN"
0.163030000000001,9.99424,3.89068713708602,0.00762556535427705,0.0617121271217801,-3.05686732898296,"IF4E2_HUMAN",16,3.8528872095372,0.0070189607714176,0.0542686955987911,0.163030000000001,"Non-significant",1.26545061698797,"EIF4E2","Eukaryotic translation initiation factor 4E type 2","IF4E2_HUMAN"
0.164433333333339,17.0295714285714,3.59775684153172,0.0108463089062162,0.0756749280112001,-3.44257740367512,"HCDH_HUMAN",22,3.85210903936071,0.00702575443680898,0.0542686955987911,0.164433333333339,"Non-significant",1.26545061698797,"HADH","Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial","HCDH_HUMAN"
0.450624166666669,10.2658671428571,4.04681938628391,0.00635404457362378,0.0552978757321582,-2.85632827244102,"TLE1_HUMAN",8,3.85125504333898,0.00703321839860649,0.0542686955987911,0.450624166666669,"Non-significant",1.26545061698797,"TLE1","Transducin-like enhancer protein 1","TLE1_HUMAN"
0.175475000000002,17.4276285714286,3.48143705443041,0.01252063377263,0.0818888664082666,-3.59903384638196,"THIL_HUMAN",31,3.85050553745394,0.00703977628857457,0.0542686955987911,0.175475000000002,"Non-significant",1.26545061698797,"ACAT1","Acetyl-CoA acetyltransferase, mitochondrial","THIL_HUMAN"
0.218900000000001,11.7670142857143,4.16468786885566,0.00555020036999397,0.0511242052058546,-2.70731406638425,"PAWR_HUMAN",12,3.85009033223642,0.00704341206600558,0.0542686955987911,0.218900000000001,"Non-significant",1.26545061698797,"PAWR","PRKC apoptosis WT1 regulator protein","PAWR_HUMAN"
0.194167500000001,10.0525471428571,3.48044724977135,0.0125360487121706,0.0818888664082666,-3.60037290455182,"SPAG1_HUMAN",38,3.848284557637,0.00705924848119086,0.0543396422993452,0.194167500000001,"Non-significant",1.26488322473174,"SPAG1","Sperm-associated antigen 1","SPAG1_HUMAN"
0.367433333333336,10.0889714285714,3.6757800569957,0.00986206679755667,0.0714185692489877,-3.3386618240946,"EX3L4_HUMAN",25,3.84242858452603,0.00711087425380291,0.0546729809064788,0.367433333333336,"Non-significant",1.26222724665093,"EXOC3L4","Exocyst complex component 3-like protein 4","EX3L4_HUMAN"
0.239483333333334,14.6052857142857,4.43790160849745,0.004089006770265,0.0431980380188563,-2.3698415061587,"DHCR7_HUMAN",10,3.84161102221564,0.00711811473935402,0.0546729809064788,0.239483333333334,"Non-significant",1.26222724665093,"DHCR7","7-dehydrocholesterol reductase","DHCR7_HUMAN"
-1.02657916666667,6.06154,-3.73875509447184,0.00913941041696858,0.0680757571746021,-3.2554062014306,"UHRF2_HUMAN",11,-3.841109581154,0.00712255960089283,0.0546729809064788,-1.02657916666667,"Non-significant",1.26222724665093,"UHRF2","E3 ubiquitin-protein ligase UHRF2","UHRF2_HUMAN"
0.383809166666669,8.32682714285714,5.24719985670508,0.00176045390495658,0.0275423685359428,-1.43447214072902,"ASHWN_HUMAN",5,3.83670724696049,0.00716171375907958,0.0549221042066739,0.383809166666669,"Non-significant",1.26025283218107,"C2orf49","Ashwin","ASHWN_HUMAN"
0.139299999999999,12.0712,3.26115865607928,0.0165246116015914,0.0960771389431533,-3.90009866559572,"PLOD1_HUMAN",41,3.8344933694384,0.00718149314251887,0.055022318488196,0.139299999999999,"Non-significant",1.25946111359346,"PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","PLOD1_HUMAN"
0.121758333333334,10.1216571428571,3.13612317624076,0.0194055654184409,0.105924010390882,-4.07355760492823,"SH319_HUMAN",43,3.82996426499283,0.00722214451133763,0.0552821108346834,0.121758333333334,"Non-significant",1.25741538266799,"SH3D19","SH3 domain-containing protein 19","SH319_HUMAN"
0.183380000000003,9.86966142857143,3.50835051416715,0.0121093711732715,0.0805784292844805,-3.56267331212926,"CIP4_HUMAN",28,3.82671332639929,0.00725147932015584,0.0554548763681321,0.183380000000003,"Non-significant",1.25606025859225,"TRIP10","Cdc42-interacting protein 4","CIP4_HUMAN"
-0.114575000000002,16.1038714285714,-3.37011585601547,0.0143922644042,0.0885398065665362,-3.75042679293438,"EF1D_HUMAN",24,-3.82464039497072,0.00727025267236516,0.0555466275937088,-0.114575000000002,"Non-significant",1.25534230327402,"EEF1D","Elongation factor 1-delta","EF1D_HUMAN"
-0.371054166666665,7.88887428571429,-3.63656755499781,0.0103438117634166,0.0735970781934412,-3.39078218686373,"SMCA1_HUMAN",33,-3.82304207583621,0.0072847641594896,0.0555699310913152,-0.371054166666665,"Non-significant",1.25516014175484,"SMARCA1","Probable global transcription activator SNF2L1","SMCA1_HUMAN"
0.212858333333335,10.3939,5.2208894537318,0.00180684193264179,0.0280009265856284,-1.46341074751678,"GALD1_HUMAN",9,3.82281155697256,0.00728685971251084,0.0555699310913152,0.212858333333335,"Non-significant",1.25516014175484,"GATD1","Glutamine amidotransferase-like class 1 domain-containing protein 1","GALD1_HUMAN"
1.13873666666667,7.2978,3.774559643766,0.00875478923144084,0.0664518337785178,-3.20832068417672,"UBD_HUMAN",6,3.81956642170014,0.00731643024068009,0.0557413274156544,1.13873666666667,"Non-significant",1.25382269327557,"UBD","Ubiquitin D","UBD_HUMAN"
-0.114016666666664,10.1173857142857,-3.10044885963302,0.0203245182875701,0.109279870563837,-4.12335945798016,"BRE1A_HUMAN",39,-3.81885466007559,0.0073229335968114,0.0557413274156544,-0.114016666666664,"Non-significant",1.25382269327557,"RNF20","E3 ubiquitin-protein ligase BRE1A","BRE1A_HUMAN"
-2.031735,7.43796142857143,-3.7828683154072,0.00866811878042553,0.0661381264582905,-3.19742025103393,"C1QT3_HUMAN",2,-3.81423201777003,0.00736532533307428,0.0559322901647079,-2.031735,"Non-significant",1.25233739798745,"C1QTNF3","Complement C1q tumor necrosis factor-related protein 3","C1QT3_HUMAN"
0.761575833333334,7.81001714285714,3.79032709419346,0.00859112253391799,0.0659728643356533,-3.1876432106884,"MAFG_HUMAN",8,3.81421555513933,0.00736547678333355,0.0559322901647079,0.761575833333334,"Non-significant",1.25233739798745,"MAFG","Transcription factor MafG","MAFG_HUMAN"
0.21349166666667,16.2928714285714,4.14112510320834,0.00570136308653209,0.0522232118250168,-2.73693851003426,"NADC_HUMAN",12,3.81327868840672,0.00737410125292246,0.0559322901647079,0.21349166666667,"Non-significant",1.25233739798745,"QPRT","Nicotinate-nucleotide pyrophosphorylase [carboxylating]","NADC_HUMAN"
-0.121966666666665,11.7838285714286,-3.1564454652712,0.0189023179415764,0.104350978104406,-4.04524745005896,"UBE4A_HUMAN",39,-3.81312331869503,0.00737553260353703,0.0559322901647079,-0.121966666666665,"Non-significant",1.25233739798745,"UBE4A","Ubiquitin conjugation factor E4 A","UBE4A_HUMAN"
-0.184745833333332,9.78055571428571,-3.50971585345926,0.0120889069444361,0.0805082044419251,-3.56083126353043,"TXD11_HUMAN",27,-3.81207555743927,0.00738519311668008,0.0559322901647079,-0.184745833333332,"Non-significant",1.25233739798745,"TXNDC11","Thioredoxin domain-containing protein 11","TXD11_HUMAN"
-0.464468333333332,8.01903714285714,-3.8405247812967,0.00809222588533937,0.064138084583417,-3.12205085504238,"MP2K6_HUMAN",10,-3.81166773067656,0.00738895709299568,0.0559322901647079,-0.464468333333332,"Non-significant",1.25233739798745,"MAP2K6","Dual specificity mitogen-activated protein kinase kinase 6","MP2K6_HUMAN"
0.125350000000003,13.1442714285714,3.24746957287558,0.0168160506381639,0.0970147664543753,-3.91900307862264,"VPS4B_HUMAN",32,3.81028697421536,0.00740171621579406,0.0559771859198153,0.125350000000003,"Non-significant",1.25198893813522,"VPS4B","Vacuolar protein sorting-associated protein 4B","VPS4B_HUMAN"
0.122124999999999,10.8305142857143,3.56568035967057,0.0112819555447744,0.0772713682789961,-3.48554060586052,"FABD_HUMAN",20,3.80782386206149,0.00742453710982384,0.0560980232500791,0.122124999999999,"Non-significant",1.25105244189372,"MCAT","Malonyl-CoA-acyl carrier protein transacylase, mitochondrial","FABD_HUMAN"
-0.304096666666664,10.2023228571429,-3.75233673154386,0.00899135469797232,0.0675010309651805,-3.23752397175584,"CPN2_HUMAN",15,-3.806929589815,0.00743284169468769,0.0561090572864177,-0.304096666666664,"Non-significant",1.25096702801275,"CPN2","Carboxypeptidase N subunit 2","CPN2_HUMAN"
0.158650000000003,13.4942428571429,3.37898103228369,0.0142324970558665,0.087992466714927,-3.73831278526683,"ASPH_HUMAN",33,3.80294277792771,0.00746998909741215,0.0563375994669594,0.158650000000003,"Non-significant",1.24920166215081,"ASPH","Aspartyl/asparaginyl beta-hydroxylase","ASPH_HUMAN"
-1.44112833333333,10.8486985714286,-3.70322229147885,0.0095396737216409,0.0698270046160822,-3.30231359359795,"S10A9_HUMAN",8,-3.80023127120944,0.00749537011057503,0.0564770626530276,-1.44112833333333,"Non-significant",1.24812789883222,"S100A9","Protein S100-A9","S10A9_HUMAN"
-0.175341666666666,10.9199285714286,-3.56540530530622,0.0112857735658066,0.0772713682789961,-3.4859096163866,"ANXA9_HUMAN",22,-3.79866734199833,0.00751005225391112,0.0564894160787348,-0.175341666666666,"Non-significant",1.24803291446697,"ANXA9","Annexin A9","ANXA9_HUMAN"
0.8167925,7.23856142857143,3.69356858103711,0.00965173911825083,0.0702812140119706,-3.31508826835408,"HXK4_HUMAN",13,3.79858875422731,0.00751079086677494,0.0564894160787348,0.8167925,"Non-significant",1.24803291446697,"GCK","Hexokinase-4","HXK4_HUMAN"
-0.114746666666665,9.34788285714286,-2.99258956669173,0.0234017769170977,0.119160103830041,-4.27470659596955,"XRN1_HUMAN",58,-3.79783822500234,0.00751784878610932,0.0564906730967224,-0.114746666666665,"Non-significant",1.2480232505345,"XRN1","5'-3' exoribonuclease 1","XRN1_HUMAN"
-0.237712499999999,9.80129571428571,-3.64001922454814,0.0103003804620176,0.0735970781934412,-3.38618575821777,"ASH2L_HUMAN",20,-3.79580767641124,0.00753698040552593,0.0565825690151113,-0.237712499999999,"Non-significant",1.24731733818412,"ASH2L","Set1/Ash2 histone methyltransferase complex subunit ASH2","ASH2L_HUMAN"
-1.43507083333333,6.13695714285714,-3.68215886777168,0.00978606844112918,0.0711225080499796,-3.33020346813806,"CSTN3_HUMAN",10,-3.79088674848498,0.00758356679469276,0.0568802201124348,-1.43507083333333,"Non-significant",1.24503873166242,"CLSTN3","Calsyntenin-3","CSTN3_HUMAN"
0.0795666666666683,13.1597,2.78228146182706,0.0309458777016959,0.138934449834887,-4.57269193330373,"CLPX_HUMAN",33,3.7816072019955,0.00767227788311994,0.0574929927658293,0.0795666666666683,"Non-significant",1.24038508380739,"CLPX","ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial","CLPX_HUMAN"
0.32938333333334,12.5126142857143,3.97396929021139,0.00691534102278168,0.0584311188284395,-2.94945385585109,"UBC12_HUMAN",10,3.78075270223815,0.00768050381968258,0.0575020733458976,0.32938333333334,"Non-significant",1.24031649571996,"UBE2M","NEDD8-conjugating enzyme Ubc12","UBC12_HUMAN"
0.139708333333335,16.4734,3.21509310734787,0.0175278878591474,0.0997179907489873,-3.96380042140616,"MOES_HUMAN",43,3.77849559156561,0.00770227869392484,0.0575744757445398,0.139708333333335,"Non-significant",1.23977000789764,"MSN","Moesin","MOES_HUMAN"
-0.221154166666665,9.33349714285714,-3.5103218379053,0.0120798364024911,0.0805082044419251,-3.5600137782413,"ZCHC8_HUMAN",30,-3.77829464738464,0.00770422052839232,0.0575744757445398,-0.221154166666665,"Non-significant",1.23977000789764,"ZCCHC8","Zinc finger CCHC domain-containing protein 8","ZCHC8_HUMAN"
0.184891666666669,10.8140142857143,3.84340274648431,0.00806461196287175,0.0641257894002159,-3.11830124967941,"GNPI1_HUMAN",15,3.77392482226718,0.00774658159893312,0.057838320535568,0.184891666666669,"Non-significant",1.23778432623781,"GNPDA1","Glucosamine-6-phosphate isomerase 1","GNPI1_HUMAN"
-0.0874749999999995,12.2742857142857,-2.68772333145358,0.0351526945837481,0.150329572351365,-4.70763965109071,"F120A_HUMAN",55,-3.77152191370715,0.00776998415880515,0.0579581013664454,-0.0874749999999995,"Non-significant",1.23688584990172,"FAM120A","Constitutive coactivator of PPAR-gamma-like protein 1","F120A_HUMAN"
-1.04496583333333,5.36952,-3.90166684280197,0.0075274534041548,0.0611596263699316,-3.0426483703907,"DGCR6_HUMAN",3,-3.77082725800373,0.00777676402818857,0.0579581013664454,-1.04496583333333,"Non-significant",1.23688584990172,"DGCR6","Protein DGCR6","DGCR6_HUMAN"
0.20231666666667,11.4016571428571,3.53489219072245,0.0117182899373398,0.079132241273733,-3.5269089742834,"FKBP9_HUMAN",24,3.76910319815182,0.00779361896582119,0.0579843418850854,0.20231666666667,"Non-significant",1.23668926766104,"FKBP9","Peptidyl-prolyl cis-trans isomerase FKBP9","FKBP9_HUMAN"
0.186455833333335,9.75091714285714,3.44085755774434,0.0131700284068731,0.0837432655225488,-3.65403651113373,"PACS1_HUMAN",31,3.7690202471718,0.00779443092917347,0.0579843418850854,0.186455833333335,"Non-significant",1.23668926766104,"PACS1","Phosphofurin acidic cluster sorting protein 1","PACS1_HUMAN"
0.150508333333336,12.3770285714286,3.30641438612076,0.0155996816686209,0.0929405452902282,-3.83775809249903,"BAG3_HUMAN",35,3.76603703242991,0.00782369377001597,0.0581492670232012,0.150508333333336,"Non-significant",1.23545575522247,"BAG3","BAG family molecular chaperone regulator 3","BAG3_HUMAN"
-0.110608333333333,13.8698714285714,-3.15168443033753,0.0190189320057115,0.104712696160391,-4.05187588453132,"SUOX_HUMAN",30,-3.76229689165442,0.0078605516846552,0.0583073406412136,-0.110608333333333,"Non-significant",1.23427676600794,"SUOX","Sulfite oxidase, mitochondrial","SUOX_HUMAN"
0.0606416666666654,14.3124142857143,2.0520868912945,0.0846515478973359,0.248914415230402,-5.61594587806481,"MYH14_HUMAN",130,3.76164876678171,0.00786695807929198,0.0583073406412136,0.0606416666666654,"Non-significant",1.23427676600794,"MYH14","Myosin-14","MYH14_HUMAN"
0.101808333333334,11.5515571428571,2.92614661651552,0.0255454788605864,0.124804431286703,-4.36847281350673,"DTX3L_HUMAN",43,3.76062144122709,0.00787712441331521,0.0583073406412136,0.101808333333334,"Non-significant",1.23427676600794,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
0.745153333333334,7.43877142857143,3.89402308957239,0.00759560679602824,0.0616306445155574,-3.05254534592373,"RM30_HUMAN",5,3.7603310654258,0.00788000055930716,0.0583073406412136,0.745153333333334,"Non-significant",1.23427676600794,"MRPL30","Large ribosomal subunit protein uL30m","RM30_HUMAN"
0.35046666666666,14.3719,5.58399996556624,0.0012716868933411,0.0229199200300145,-1.07237514010681,"RL22_HUMAN",5,3.7602782599115,0.00788052371681686,0.0583073406412136,0.35046666666666,"Non-significant",1.23427676600794,"RPL22","Large ribosomal subunit protein eL22","RL22_HUMAN"
0.572972500000004,7.90391714285714,3.73095027336461,0.00922571088170721,0.0682731405073014,-3.26569420843156,"SMYD3_HUMAN",10,3.75916373241201,0.00789157450654935,0.0583364542873684,0.572972500000004,"Non-significant",1.23405997100151,"SMYD3","Histone-lysine N-methyltransferase SMYD3","SMYD3_HUMAN"
0.222133333333332,10.1612,3.617788211846,0.0105836741413769,0.0743487237455076,-3.4158185306075,"STAP2_HUMAN",19,3.75568671555639,0.00792615919074742,0.0585393270682409,0.222133333333332,"Non-significant",1.23255227425326,"STAP2","Signal-transducing adaptor protein 2","STAP2_HUMAN"
-0.162469999999995,9.10821,-3.32065483421458,0.0153204523399235,0.0920125042364049,-3.8181922256548,"INT13_HUMAN",38,-3.75365539710383,0.00794644085540739,0.0586362935487217,-0.162469999999995,"Non-significant",1.23183348963247,"INTS13","Integrator complex subunit 13","INT13_HUMAN"
-0.116133333333329,15.1173285714286,-3.36067507028615,0.0145645671535612,0.0890395180683943,-3.76333811585465,"ERP44_HUMAN",23,-3.7521035728782,0.00796197333734331,0.0586980732190112,-0.116133333333329,"Non-significant",1.2313761543586,"ERP44","Endoplasmic reticulum resident protein 44","ERP44_HUMAN"
-0.201766666666664,8.78566857142857,-3.36523868934922,0.0144809967486721,0.0887922298770486,-3.75709547730677,"RPA1_HUMAN",60,-3.74986132106262,0.00798447522623934,0.0588000961647849,-0.201766666666664,"Non-significant",1.23062196365513,"POLR1A","DNA-directed RNA polymerase I subunit RPA1","RPA1_HUMAN"
0.230665000000002,10.0700914285714,3.80108648621652,0.00848138532443122,0.0658024161786861,-3.17355369912094,"HEXI1_HUMAN",14,3.74894886839518,0.00799365199188786,0.0588000961647849,0.230665000000002,"Non-significant",1.23062196365513,"HEXIM1","Protein HEXIM1","HEXI1_HUMAN"
-0.122574999999998,11.9398428571429,-3.46342276111685,0.0128044723730433,0.082663836347065,-3.62342454050112,"TS101_HUMAN",21,-3.74858353331819,0.00799732949789402,0.0588000961647849,-0.122574999999998,"Non-significant",1.23062196365513,"TSG101","Tumor susceptibility gene 101 protein","TS101_HUMAN"
-0.130875,14.2452857142857,-3.48149911498894,0.0125196679528886,0.0818888664082666,-3.59894989197268,"SRSF1_HUMAN",21,-3.74770644168611,0.00800616597564628,0.0588123195952941,-0.130875,"Non-significant",1.23053169140956,"SRSF1","Serine/arginine-rich splicing factor 1","SRSF1_HUMAN"
-0.632099999999998,6.21733,-5.0439679598655,0.00215721128745826,0.0304260418980868,-1.66051727941721,"F221A_HUMAN",2,-3.74509504668325,0.00803253852631253,0.0589532236693914,-0.632099999999998,"Non-significant",1.22949244190817,"FAM221A","Protein FAM221A","F221A_HUMAN"
0.337333333333339,11.2349714285714,3.67435992534517,0.00987907508274604,0.0714185692489877,-3.3405457027194,"S20A2_HUMAN",15,3.74303583758195,0.00805340165664912,0.0590230282356297,0.337333333333339,"Non-significant",1.2289785123507,"SLC20A2","Sodium-dependent phosphate transporter 2","S20A2_HUMAN"
-0.134966666666669,12.6559571428571,-3.22177116189171,0.017378417572175,0.0991527234955232,-3.95455060632522,"ACSM5_HUMAN",35,-3.74273555506163,0.00805644896263352,0.0590230282356297,-0.134966666666669,"Non-significant",1.2289785123507,"ACSM5","Acyl-coenzyme A synthetase ACSM5, mitochondrial","ACSM5_HUMAN"
-0.150554166666662,9.92675428571428,-3.16820809517423,0.0186175289941974,0.103475595047071,-4.02888172695066,"RGPA2_HUMAN",69,-3.73783118023026,0.00810639840888919,0.0592376024349265,-0.150554166666662,"Non-significant",1.22740252730061,"RALGAPA2","Ral GTPase-activating protein subunit alpha-2","RGPA2_HUMAN"
0.389182500000002,9.09694,3.90470779309266,0.00750052861439071,0.0611527807399928,-3.03871337108499,"TISB_HUMAN",9,3.73776192975483,0.00810710612671193,0.0592376024349265,0.389182500000002,"Non-significant",1.22740252730061,"ZFP36L1","mRNA decay activator protein ZFP36L1","TISB_HUMAN"
0.220100000000002,12.3015285714286,3.46828572475199,0.0127271601088219,0.0825397558977608,-3.61683609340195,"EIF2D_HUMAN",31,3.73740081161001,0.008110797736106,0.0592376024349265,0.220100000000002,"Non-significant",1.22740252730061,"EIF2D","Eukaryotic translation initiation factor 2D","EIF2D_HUMAN"
0.14446666666667,13.2915142857143,3.93722364853696,0.0072192206351218,0.0598414264577639,-2.99672191672173,"FCL_HUMAN",15,3.73702504231043,0.0081146410751918,0.0592376024349265,0.14446666666667,"Non-significant",1.22740252730061,"GFUS","GDP-L-fucose synthase","FCL_HUMAN"
-0.88768333333333,8.14456428571429,-3.73837097587708,0.00914363678987023,0.0680757571746021,-3.25591232994587,"DRA_HUMAN",6,-3.73537295950205,0.00813156213108246,0.0592563987993878,-0.88768333333333,"Non-significant",1.22726474551674,"HLA-DRA","HLA class II histocompatibility antigen, DR alpha chain","DRA_HUMAN"
0.356047500000002,6.97560428571429,3.80106764916703,0.00848157608541645,0.0658024161786861,-3.17357835191959,"2A5B_HUMAN",11,3.73536222583419,0.00813167219435365,0.0592563987993878,0.356047500000002,"Non-significant",1.22726474551674,"PPP2R5B","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform","2A5B_HUMAN"
0.189866666666671,13.5964714285714,3.45288609998634,0.0129737610768107,0.0831578524688775,-3.63771037826142,"DNPEP_HUMAN",27,3.73414667472131,0.00814414704513845,0.0592945981137167,0.189866666666671,"Non-significant",1.2269848701478,"DNPEP","Aspartyl aminopeptidase","DNPEP_HUMAN"
-0.934949166666664,8.28243,-4.08347891133711,0.006090916952355,0.0542753664950069,-2.80976151628815,"GSTA3_HUMAN",2,-3.72943212701596,0.00819272977726963,0.0595555442771218,-0.934949166666664,"Non-significant",1.22507780199181,"GSTA3","Glutathione S-transferase A3","GSTA3_HUMAN"
-0.177744166666663,9.00689142857143,-3.45395124408003,0.012956536662254,0.0831578524688775,-3.63626557812771,"TTC7B_HUMAN",25,-3.72925923414959,0.00819451743652029,0.0595555442771218,-0.177744166666663,"Non-significant",1.22507780199181,"TTC7B","Tetratricopeptide repeat protein 7B","TTC7B_HUMAN"
-0.0835666666666643,10.5543857142857,-2.60159618140309,0.0395158903527672,0.161507843294209,-4.83091187048307,"MPDZ_HUMAN",58,-3.72770447619716,0.00821061236471779,0.0595933142375409,-0.0835666666666643,"Non-significant",1.2248024609412,"MPDZ","Multiple PDZ domain protein","MPDZ_HUMAN"
