"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.31695,13.98195,-7.01681670670351,0.000160214606313568,0.00100605577245823,0.0642442851671383,"AASS_HUMAN",44,-7.63997866859239,0.000105705898959113,0.000739758252196116,-0.31695,"Non-significant",3.13091018147217,"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial","AASS_HUMAN"
0.140824999999998,13.1193625,5.17391200365701,0.0010823884654215,0.00427612217302149,-2.05364356057641,"SYFA_HUMAN",25,7.62089328367843,0.000107436387472928,0.000751206433333894,0.140824999999998,"Non-significant",3.12424070142692,"FARSA","Phenylalanine--tRNA ligase alpha subunit","SYFA_HUMAN"
-0.146975000000001,10.7142875,-5.44480333225905,0.000796044188641469,0.00337907495481511,-1.71470895520994,"TBC9B_HUMAN",48,-7.61989657230586,0.00010752763124673,0.000751206433333894,-0.146975000000001,"Non-significant",3.12424070142692,"TBC1D9B","TBC1 domain family member 9B","TBC9B_HUMAN"
0.563300000000002,8.2082475,7.59541544098845,9.50066839001775e-05,0.00067304033826918,0.646872666808473,"LAT1_HUMAN",2,7.60770004156883,0.000108651243579723,0.000758400692448099,0.563300000000002,"Up in BD",3.12010127914276,"SLC7A5","Large neutral amino acids transporter small subunit 1","LAT1_HUMAN"
0.222299999999997,12.7011,6.69476030798744,0.000217449739223032,0.00127089388441053,-0.275806266025095,"CSK2B_HUMAN",8,7.59838799044489,0.000109518008354664,0.000763630143842512,0.222299999999997,"Non-significant",3.11711693642547,"CSNK2B","Casein kinase II subunit beta","CSK2B_HUMAN"
0.155250000000001,13.693,6.72283766159739,0.000211643010028944,0.00124778296868268,-0.245690894740093,"SYYC_HUMAN",44,7.59762489494912,0.000109589381028988,0.000763630143842512,0.155250000000001,"Non-significant",3.11711693642547,"YARS1","Tyrosine--tRNA ligase, cytoplasmic","SYYC_HUMAN"
-0.304825000000001,10.6841625,-8.26014527584477,5.41345087642239e-05,0.00044333255758989,1.27497982246333,"ATG7_HUMAN",34,-7.59658063107466,0.000109687136247541,0.000763652990774222,-0.304825000000001,"Non-significant",3.11710394303067,"ATG7","Ubiquitin-like modifier-activating enzyme ATG7","ATG7_HUMAN"
0.317724999999999,10.2382125,8.20598958444866,5.65929997857237e-05,0.000459278330590366,1.22535341779136,"BRE1A_HUMAN",39,7.59215217344763,0.000110102781783254,0.000765887078445817,0.317724999999999,"Non-significant",3.11583525755145,"RNF20","E3 ubiquitin-protein ligase BRE1A","BRE1A_HUMAN"
0.566274999999997,8.9305725,7.41431096814649,0.000111502444947294,0.000763145014825554,0.468267072336486,"LIPG_HUMAN",13,7.58812661827302,0.000110482148219768,0.000767865179759577,0.566274999999997,"Up in BD",3.11471502583614,"LIPG","Endothelial lipase","LIPG_HUMAN"
-0.130025000000003,13.3027875,-5.32908217448668,0.000906599793328619,0.00372738867216441,-1.8582558826989,"PREP_HUMAN",59,-7.58497084992085,0.000110780573726697,0.000769277815663995,-0.130025000000003,"Non-significant",3.11391679151082,"PITRM1","Presequence protease, mitochondrial","PREP_HUMAN"
0.258075000000002,14.5246375,6.66283728847983,0.000224268795118115,0.00129668431397691,-0.310157348867087,"SSBP_HUMAN",9,7.58276048117329,0.000110990136937157,0.000770071482285873,0.258075000000002,"Non-significant",3.11346895934517,"SSBP1","Single-stranded DNA-binding protein, mitochondrial","SSBP_HUMAN"
0.8412875,6.84349625,7.98617976461724,6.79426690774294e-05,0.000528566500628356,1.02117278681727,"B3GN2_HUMAN",8,7.56542094908741,0.000112649626898913,0.000780915037927886,0.8412875,"Up in BD",3.10739621396683,"B3GNT2","N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2","B3GN2_HUMAN"
0.474945,7.6027225,7.39718738271411,0.000113221244838164,0.000773598750656702,0.451206102993023,"KS6C1_HUMAN",23,7.56082853603223,0.00011309380450634,0.000783322383740141,0.474945,"Non-significant",3.10605946314725,"RPS6KC1","Ribosomal protein S6 kinase delta-1","KS6C1_HUMAN"
0.756337500000001,7.29773125,7.51375856252804,0.000102079675361448,0.000715620135252893,0.566755303763415,"VIR_HUMAN",25,7.55481103033311,0.000113678798987565,0.000786700113199045,0.756337500000001,"Up in BD",3.10419078733981,"VIRMA","Protein virilizer homolog","VIR_HUMAN"
3.855345,7.16019,7.64671697557345,9.08444606786961e-05,0.00065503637436744,0.696864612019784,"ABC3G_HUMAN",14,7.54599183032988,0.000114542315453852,0.000791997892056016,3.855345,"Up in BD",3.10127597430654,"APOBEC3G","DNA dC->dU-editing enzyme APOBEC-3G","ABC3G_HUMAN"
0.299750000000003,10.29205,7.34884220861804,0.000118236165861856,0.000798415145080517,0.402873606908988,"PCDH1_HUMAN",20,7.54061428014652,0.000115072465329245,0.000794983536116482,0.299750000000003,"Non-significant",3.09964186536592,"PCDH1","Protocadherin-1","PCDH1_HUMAN"
0.221625,16.3647875,6.70073246697147,0.000216199893060056,0.00126725434053983,-0.26939298392969,"PSME1_HUMAN",18,7.5301726197081,0.000116109758032127,0.00080102330243284,0.221625,"Non-significant",3.09635484974498,"PSME1","Proteasome activator complex subunit 1","PSME1_HUMAN"
-0.576780000000001,9.6042075,-7.43124687368613,0.000109831161920262,0.000754261072048833,0.485111273770862,"MOT4_HUMAN",7,-7.52982060546582,0.000116144910361411,0.00080102330243284,-0.576780000000001,"Up in B2",3.09635484974498,"SLC16A3","Monocarboxylate transporter 4","MOT4_HUMAN"
0.468937499999999,7.97774375,7.39112877026431,0.000113836471627669,0.000775181297528599,0.445162379610593,"RBM28_HUMAN",22,7.52723019152443,0.000116403958576969,0.000801849000931628,0.468937499999999,"Non-significant",3.0959074075717,"RBM28","RNA-binding protein 28","RBM28_HUMAN"
-0.343525,15.5842125,-7.05137096711625,0.000155148233321523,0.000981270086023373,0.100040589316542,"CP3A5_HUMAN",25,-7.5266403311354,0.000116463036879096,0.000801849000931628,-0.343525,"Non-significant",3.0959074075717,"CYP3A5","Cytochrome P450 3A5","CP3A5_HUMAN"
0.230749999999999,11.7944,6.90351699361188,0.000178169330622345,0.0010943333582222,-0.0540537758507789,"WASF2_HUMAN",15,7.52332982093245,0.000116795231530239,0.000803451792730996,0.230749999999999,"Non-significant",3.09504017587511,"WASF2","Actin-binding protein WASF2","WASF2_HUMAN"
-0.381375,9.472145,-7.11535711419147,0.000146232422879852,0.000940579236834831,0.165982134828138,"S22A9_HUMAN",5,-7.51784544475463,0.000117347909370132,0.000806026420473841,-0.381375,"Non-significant",3.0936507223662,"SLC22A9","Organic anion transporter 7","S22A9_HUMAN"
0.144625000000001,16.1280625,5.26322262467594,0.000977032261622874,0.00395325439482075,-1.94077639176703,"EF1G_HUMAN",25,7.51681468578029,0.000117452109914083,0.000806026420473841,0.144625000000001,"Non-significant",3.0936507223662,"EEF1G","Elongation factor 1-gamma","EF1G_HUMAN"
0.605339999999998,9.681755,7.44241091468433,0.000108744802629,0.000749697706402761,0.496198710947439,"SR140_HUMAN",34,7.51665113358126,0.000117468653138461,0.000806026420473841,0.605339999999998,"Up in BD",3.0936507223662,"U2SURP","U2 snRNP-associated SURP motif-containing protein","SR140_HUMAN"
-0.812917500000001,8.55015125,-7.94645633796941,7.02551427273227e-05,0.000540830779680905,0.983794077837153,"S47A1_HUMAN",6,-7.51033963160341,0.000118109062909941,0.000809733295590376,-0.812917500000001,"Up in B2",3.09165800251229,"SLC47A1","Multidrug and toxin extrusion protein 1","S47A1_HUMAN"
0.268532500000003,9.74803125,8.30971930181995,5.19886941894516e-05,0.000431442109993159,1.32017668084525,"SPT6H_HUMAN",69,7.49531451663542,0.000119649463048669,0.000819598821883385,0.268532500000003,"Non-significant",3.08639867453867,"SUPT6H","Transcription elongation factor SPT6","SPT6H_HUMAN"
-0.327250000000001,16.048425,-9.20181152036267,2.5936955622221e-05,0.000261081459893416,2.09772844739552,"THIC_HUMAN",23,-7.4829862161844,0.000120930250702573,0.000827670801379253,-0.327250000000001,"Non-significant",3.08214236559799,"ACAT2","Acetyl-CoA acetyltransferase, cytosolic","THIC_HUMAN"
-0.276025000000002,13.5119875,-6.68119892035982,0.000220317902363254,0.00128209474787774,-0.290384683177438,"DHRS1_HUMAN",18,-7.47948860614504,0.000121296417281989,0.000829474569281148,-0.276025000000002,"Non-significant",3.0811969243957,"DHRS1","Dehydrogenase/reductase SDR family member 1","DHRS1_HUMAN"
0.255825000000005,15.7221875,7.56281014984451,9.77629011564487e-05,0.000689544092537151,0.614962745276035,"TRXR1_HUMAN",31,7.47774757355528,0.000121479151098371,0.000830021959702561,0.255825000000005,"Non-significant",3.08091041744141,"TXNRD1","Thioredoxin reductase 1, cytoplasmic","TRXR1_HUMAN"
0.718612500000001,8.36117375,10.2217981356349,1.25303823505253e-05,0.000150943488136059,2.91192532405287,"CR032_HUMAN",3,7.47577733298596,0.000121686315067078,0.000830656455937257,0.718612500000001,"Up in BD",3.08057855520447,"C18orf32","UPF0729 protein C18orf32","CR032_HUMAN"
0.228507500000003,8.24830375,6.36533274608154,0.000300670871258987,0.00159679543520788,-0.636069228221474,"CAMP1_HUMAN",43,7.47449373577265,0.000121821494380614,0.000830656455937257,0.228507500000003,"Non-significant",3.08057855520447,"CAMSAP1","Calmodulin-regulated spectrin-associated protein 1","CAMP1_HUMAN"
-0.372074999999999,10.4709625,-7.27981570129991,0.000125832874184861,0.000836436777990322,0.333442059089512,"IQEC1_HUMAN",34,-7.47393573774093,0.000121880311362314,0.000830656455937257,-0.372074999999999,"Non-significant",3.08057855520447,"IQSEC1","IQ motif and SEC7 domain-containing protein 1","IQEC1_HUMAN"
-0.240749999999998,11.7992,-6.48932942718667,0.000265768061887451,0.00145838645229889,-0.498950857257051,"ELP2_HUMAN",35,-7.47185110910697,0.000122100328527708,0.000831454890892556,-0.240749999999998,"Non-significant",3.08016130768062,"ELP2","Elongator complex protein 2","ELP2_HUMAN"
0.784400000000002,13.7526,8.94794743908603,3.14226807149207e-05,0.000300935459974768,1.88310468615844,"IF4G1_HUMAN",61,7.46617935080872,0.000122701202680475,0.000834843283894173,0.784400000000002,"Up in BD",3.07839504227419,"EIF4G1","Eukaryotic translation initiation factor 4 gamma 1","IF4G1_HUMAN"
-0.4065925,10.23867875,-10.5664517212401,9.94127014603533e-06,0.000125751622207204,3.17103578267643,"GOPC_HUMAN",24,-7.46407084663636,0.000122925427075906,0.000835665455891127,-0.4065925,"Non-significant",3.0779675499998,"GOPC","Golgi-associated PDZ and coiled-coil motif-containing protein","GOPC_HUMAN"
-0.269675000000001,10.0117125,-6.6476104378235,0.000227605181972925,0.00130950138888203,-0.326584084186194,"SH3K1_HUMAN",27,-7.45682168582725,0.000123699842801811,0.000840223386022724,-0.269675000000001,"Non-significant",3.07560523486744,"SH3KBP1","SH3 domain-containing kinase-binding protein 1","SH3K1_HUMAN"
0.797034999999998,8.2139875,7.7678925468755,8.18004618242436e-05,0.000604659023174324,0.813912290136587,"KLC2_HUMAN",23,7.45199241204546,0.000124218787514223,0.000843039848427761,0.797034999999998,"Up in BD",3.07415189685417,"KLC2","Kinesin light chain 2","KLC2_HUMAN"
-1.6611725,6.24773375,-7.52446932067441,0.000101119163648928,0.000709501909526286,0.577302524501285,"CEP97_HUMAN",10,-7.45032524675703,0.000124398505500554,0.000843551275135049,-1.6611725,"Up in B2",3.07388851374895,"CEP97","Centrosomal protein of 97 kDa","CEP97_HUMAN"
0.4435825,8.35741625,7.23436221014433,0.000131133042891583,0.000863853615071447,0.287447675887915,"HMCES_HUMAN",16,7.4467041151986,0.000124789865298123,0.000845495793130535,0.4435825,"Non-significant",3.07288854894707,"HMCES","Abasic site processing protein HMCES","HMCES_HUMAN"
0.296700000000001,12.071475,6.74626403281351,0.000206930422707225,0.00122806065105911,-0.220633662921539,"TR150_HUMAN",38,7.44362449593767,0.000125123788779566,0.000847048228396341,0.296700000000001,"Non-significant",3.07209186153457,"THRAP3","Thyroid hormone receptor-associated protein 3","TR150_HUMAN"
0.148600000000002,14.8936,5.42377916864815,0.000814967529531992,0.00343371267951219,-1.74065186271941,"ADT1_HUMAN",10,7.44085370150509,0.000125425084346446,0.00084837736968395,0.148600000000002,"Non-significant",3.07141092472934,"SLC25A4","ADP/ATP translocase 1","ADT1_HUMAN"
-0.170200000000003,10.233925,-6.38022026554344,0.000296221958970566,0.00157627524315937,-0.619508122225019,"DI3L2_HUMAN",41,-7.43829949304868,0.000125703550480222,0.000849402834058972,-0.170200000000003,"Non-significant",3.07088629430588,"DIS3L2","DIS3-like exonuclease 2","DI3L2_HUMAN"
1.22436,6.9830525,7.50029933219567,0.000103301178465708,0.000722304001330723,0.553485052439871,"ZCHC2_HUMAN",9,7.43753657475891,0.000125786860369738,0.000849402834058972,1.22436,"Up in BD",3.07088629430588,"ZCCHC2","Zinc finger CCHC domain-containing protein 2","ZCHC2_HUMAN"
0.490514999999998,9.722825,7.18853816013096,0.000136730501241985,0.000896344397030792,0.240856021556754,"DEGS1_HUMAN",5,7.43604216200476,0.000125950228493594,0.000849796074218463,0.490514999999998,"Non-significant",3.07068527954116,"DEGS1","Sphingolipid delta(4)-desaturase DES1","DEGS1_HUMAN"
0.241024999999999,13.3575375,7.86285356586638,7.54160838108397e-05,0.000572921245717121,0.904637161281073,"PDLI2_HUMAN",19,7.43494657366985,0.000126070148838891,0.000849895757351754,0.241024999999999,"Non-significant",3.07063433873651,"PDLIM2","PDZ and LIM domain protein 2","PDLI2_HUMAN"
0.991407499999998,9.12580875,7.49275669873181,0.000103992866661911,0.000725258275434189,0.546040263917693,"EMP3_HUMAN",1,7.43142389692417,0.000126456602223208,0.000851790596475158,0.991407499999998,"Up in BD",3.06966715872281,"EMP3","Epithelial membrane protein 3","EMP3_HUMAN"
0.321325000000002,10.9059375,6.98308958069376,0.000165338640994696,0.00103040264854289,0.0291781075121378,"MAP1S_HUMAN",37,7.42952995909173,0.000126664925589524,0.000852483425095853,0.321325000000002,"Non-significant",3.0693140562761,"MAP1S","Microtubule-associated protein 1S","MAP1S_HUMAN"
0.3535275,8.40503875,7.6760918988019,8.8553398595402e-05,0.000641377348428883,0.725371769040137,"MED14_HUMAN",24,7.4265949318901,0.000126988525442534,0.000853180018141748,0.3535275,"Non-significant",3.06895932447483,"MED14","Mediator of RNA polymerase II transcription subunit 14","MED14_HUMAN"
-0.18995,10.283275,-6.11899315660319,0.000386222586547827,0.00192944200683936,-0.914059839288298,"MLXPL_HUMAN",33,-7.42640782706431,0.00012700918605027,0.000853180018141748,-0.18995,"Non-significant",3.06895932447483,"MLXIPL","Carbohydrate-responsive element-binding protein","MLXPL_HUMAN"
-0.184200000000004,14.736975,-6.64754505156017,0.000227619627784147,0.00130950138888203,-0.326654681185834,"THRB_HUMAN",42,-7.42572077110669,0.000127085084973731,0.000853180018141748,-0.184200000000004,"Non-significant",3.06895932447483,"F2","Prothrombin","THRB_HUMAN"
0.257725000000001,10.3796375,6.62328171951649,0.000233051433953832,0.00133221693115193,-0.352886061195019,"STRN_HUMAN",34,7.42229690481179,0.000127464079106086,0.000855014233538998,0.257725000000001,"Non-significant",3.06802665545195,"STRN","Striatin","STRN_HUMAN"
1.054215,9.14725,7.538185502833,9.99038794435665e-05,0.000702805097948083,0.590792298022029,"CD033_HUMAN",10,7.41753931767393,0.000127992814729187,0.000857798267567895,1.054215,"Up in BD",3.0666148352087,"C4orf33","UPF0462 protein C4orf33","CD033_HUMAN"
-0.278849999999998,15.763475,-8.78886993397926,3.55211287762511e-05,0.000330780280988983,1.74599190258223,"PHS_HUMAN",9,-7.41665499249947,0.000128091365700167,0.000857798267567895,-0.278849999999998,"Non-significant",3.0666148352087,"PCBD1","Pterin-4-alpha-carbinolamine dehydratase","PHS_HUMAN"
-0.430175,10.9737125,-7.61665274444637,9.32582735766743e-05,0.000664732473827388,0.667599708061204,"ERBB2_HUMAN",39,-7.41556459140403,0.000128212999544072,0.000857902049101599,-0.430175,"Non-significant",3.06656229485882,"ERBB2","Receptor tyrosine-protein kinase erbB-2","ERBB2_HUMAN"
-0.165775000000002,11.2870625,-5.44178690287591,0.000798729076394494,0.00338371442583684,-1.71842738403912,"VAV2_HUMAN",43,-7.41401381813251,0.000128386211258179,0.000858350492638428,-0.165775000000002,"Non-significant",3.06633533926436,"VAV2","Guanine nucleotide exchange factor VAV2","VAV2_HUMAN"
0.224799999999997,12.679125,6.58677806704738,0.000241497979633891,0.00136792443544551,-0.392480510333538,"BUB3_HUMAN",17,7.4118105307762,0.000128632756905349,0.000859288077740441,0.224799999999997,"Non-significant",3.06586121381844,"BUB3","Mitotic checkpoint protein BUB3","BUB3_HUMAN"
0.172275000000004,12.4870375,6.74129098995474,0.000207920952640671,0.00123212980952679,-0.225947633200198,"BT3L4_HUMAN",7,7.40843116475081,0.000129011938591948,0.000861096303080736,0.172275000000004,"Non-significant",3.06494827530857,"BTF3L4","Transcription factor BTF3 homolog 4","BT3L4_HUMAN"
0.308199999999999,12.129375,7.24269408388566,0.000130143084315856,0.00086084005771282,0.295895088446036,"STX7_HUMAN",10,7.40681981699456,0.000129193181735311,0.000861096303080736,0.308199999999999,"Non-significant",3.06494827530857,"STX7","Syntaxin-7","STX7_HUMAN"
0.202250000000003,13.5939,6.25897465880655,0.000334707421152112,0.00173425646485418,-0.755171572428151,"DYN2_HUMAN",54,7.40649343095335,0.000129229928204162,0.000861096303080736,0.202250000000003,"Non-significant",3.06494827530857,"DNM2","Dynamin-2","DYN2_HUMAN"
0.356300000000001,13.136375,7.07434584206359,0.000151878817935885,0.000968167575217476,0.123768902839107,"VA0D1_HUMAN",16,7.40530160795718,0.000129364210412711,0.000861096303080736,0.356300000000001,"Non-significant",3.06494827530857,"ATP6V0D1","V-type proton ATPase subunit d 1","VA0D1_HUMAN"
0.374565,7.9857775,6.9360844730333,0.000172788130481848,0.00107022717140596,-0.0199033454286592,"RPP29_HUMAN",6,7.404664109094,0.000129436101477557,0.000861096303080736,0.374565,"Non-significant",3.06494827530857,"POP4","Ribonuclease P protein subunit p29","RPP29_HUMAN"
0.144925000000001,14.6138625,5.59400035038384,0.000674931263856484,0.00297300785054603,-1.53233412984093,"PRS4_HUMAN",30,7.40349879489631,0.000129567630552643,0.0008612624652607,0.144925000000001,"Non-significant",3.06486447938938,"PSMC1","26S proteasome regulatory subunit 4","PRS4_HUMAN"
-0.358025000000001,12.0678625,-6.92357598123679,0.000174833163856941,0.0010788593856817,-0.0330057953281759,"SYAP1_HUMAN",16,-7.40064611769832,0.000129890246393417,0.000862657955532665,-0.358025000000001,"Non-significant",3.06416136821357,"SYAP1","Synapse-associated protein 1","SYAP1_HUMAN"
0.190450000000004,10.4527,6.67690819848859,0.000221234139841889,0.00128372975760372,-0.295001627081733,"PISD_HUMAN",17,7.39975670167983,0.000129991016929208,0.000862657955532665,0.190450000000004,"Non-significant",3.06416136821357,"PISD","Phosphatidylserine decarboxylase proenzyme, mitochondrial","PISD_HUMAN"
0.3811,11.335325,7.03279404674306,0.000157849370022727,0.000994463334289711,0.0808122178887345,"A16A1_HUMAN",19,7.39398986697397,0.000130646531711227,0.000866296895670095,0.3811,"Non-significant",3.06233324186991,"ALDH16A1","Aldehyde dehydrogenase family 16 member A1","A16A1_HUMAN"
0.157749999999998,9.4926125,5.53101329103293,0.000723377573777678,0.00314020458047528,-1.60895990131961,"A0AAG2UWQ9_HUMAN",30,7.39191084625156,0.000130883763366702,0.000867158573191028,0.157749999999998,"Non-significant",3.06190147788166,"NKRF","NF-kappa-B-repressing factor","A0AAG2UWQ9_HUMAN"
-0.318624999999999,13.0421875,-7.67056891154687,8.89791693887879e-05,0.000643387913329665,0.720018463691275,"C4BPA_HUMAN",30,-7.38971771758713,0.000131134540092824,0.000868108507428577,-0.318624999999999,"Non-significant",3.06142598768957,"C4BPA","C4b-binding protein alpha chain","C4BPA_HUMAN"
0.36675,10.319575,7.04039134960722,0.000156738398964238,0.000989516490976128,0.0886805139806057,"AT2B3_HUMAN",5,7.37573026934755,0.000132746710689562,0.000878061916942498,0.36675,"Non-significant",3.05647485853769,"ATP2B3","Plasma membrane calcium-transporting ATPase 3","AT2B3_HUMAN"
0.407874999999999,11.0637375,13.6066211201885,1.66025407441834e-06,3.42342696008252e-05,5.17370139392561,"SMAP2_HUMAN",15,7.36570126137643,0.000133916340375808,0.00088507422670291,0.407874999999999,"Non-significant",3.05302030569121,"SMAP2","Stromal membrane-associated protein 2","SMAP2_HUMAN"
0.277875000000005,16.8736875,6.85977687811932,0.000185693526911454,0.00113280058718889,-0.100107026386425,"PDLI1_HUMAN",22,7.35144317251535,0.000135599160280318,0.00089546406253743,0.277875000000005,"Non-significant",3.04795183891028,"PDLIM1","PDZ and LIM domain protein 1","PDLI1_HUMAN"
0.762992499999998,7.78880375,7.39259339922583,0.000113687402470757,0.000775026648848549,0.446623757713644,"ERF_HUMAN",9,7.3482505236103,0.000135979220608319,0.000897007281646519,0.762992499999998,"Up in BD",3.0472040314642,"ERF","ETS domain-containing transcription factor ERF","ERF_HUMAN"
-3.807085,6.87986,-7.45674295539915,0.000107367761300159,0.00074187020190163,0.510413638243389,"THRSP_HUMAN",5,-7.34761684483693,0.000136054797389414,0.000897007281646519,-3.807085,"Up in B2",3.0472040314642,"THRSP","Thyroid hormone-inducible hepatic protein","THRSP_HUMAN"
-0.184275,13.2963875,-6.27065679963251,0.000330766823898039,0.00171934934891823,-0.742021689236674,"PMM2_HUMAN",19,-7.34571649128174,0.00013628172929011,0.000897771163693532,-0.184275,"Non-significant",3.04683434819913,"PMM2","Phosphomannomutase 2","PMM2_HUMAN"
-0.204274999999996,14.8614875,-6.44712597964115,0.00027711330083825,0.00150329316152723,-0.545412512305663,"SND1_HUMAN",65,-7.34424595408498,0.000136457626128689,0.00089819787622003,-0.204274999999996,"Non-significant",3.04662797615709,"SND1","Staphylococcal nuclease domain-containing protein 1","SND1_HUMAN"
0.172525,11.6021625,5.57138520999553,0.000691899262403243,0.00302775398759876,-1.55978455547098,"HDAC1_HUMAN",22,7.34282184667823,0.000136628212337356,0.000898588966902234,0.172525,"Non-significant",3.04643891808541,"HDAC1","Histone deacetylase 1","HDAC1_HUMAN"
-0.175524999999999,11.6783875,-5.8578289718124,0.000507653934714056,0.00236043463644062,-1.21713506543357,"RENT1_HUMAN",63,-7.34000572294925,0.000136966246161158,0.000900079811154991,-0.175524999999999,"Non-significant",3.04571897944132,"UPF1","Regulator of nonsense transcripts 1","RENT1_HUMAN"
0.268825000000001,11.0230875,6.92347875952095,0.000174849164325501,0.0010788593856817,-0.0331077019683139,"ALDR_HUMAN",18,7.33764449017828,0.000137250401014987,0.000901214452805965,0.268825000000001,"Non-significant",3.0451718520974,"AKR1B1","Aldo-keto reductase family 1 member B1","ALDR_HUMAN"
-0.362137500000001,9.58373375,-6.91733809580021,0.000175863099403209,0.00108263627759036,-0.0395464125543921,"RNAS6_HUMAN",5,-7.33485209916303,0.000137587296869134,0.000902693279702283,-0.362137500000001,"Non-significant",3.04445979072856,"RNASE6","Ribonuclease K6","RNAS6_HUMAN"
-0.32855,10.7359,-6.77619569260563,0.000201078752970291,0.00120038372249547,-0.188709959099235,"S22A3_HUMAN",7,-7.32567364519309,0.000138701216649966,0.000909263531372002,-0.32855,"Non-significant",3.04131022719218,"SLC22A3","Solute carrier family 22 member 3","S22A3_HUMAN"
0.480725000000003,13.4745625,10.4627506798056,1.06506988995616e-05,0.000133887401563229,3.09386952162374,"GBA1_HUMAN",22,7.31959546461268,0.000139444452179369,0.000913053896492324,0.480725000000003,"Non-significant",3.03950358581909,"GBA1","Lysosomal acid glucosylceramidase","GBA1_HUMAN"
-0.478125000000002,11.2054125,-14.3993418057097,1.10662857010617e-06,2.64658733288873e-05,5.62697825748404,"RBPMS_HUMAN",10,-7.31853359310428,0.000139574755383547,0.000913053896492324,-0.478125000000002,"Non-significant",3.03950358581909,"RBPMS","RNA-binding protein with multiple splicing","RBPMS_HUMAN"
-0.225374999999996,15.2769625,-7.77555008509061,8.12637748168941e-05,0.000602066995274936,0.821260614001513,"KCY_HUMAN",19,-7.31762433038411,0.000139686440488125,0.000913053896492324,-0.225374999999996,"Non-significant",3.03950358581909,"CMPK1","UMP-CMP kinase","KCY_HUMAN"
-0.198084999999999,10.0444575,-5.96170276294485,0.000454895034105926,0.00217697842550515,-1.09554296620743,"PLCG2_HUMAN",59,-7.31725977575867,0.00013973124705691,0.000913053896492324,-0.198084999999999,"Non-significant",3.03950358581909,"PLCG2","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2","PLCG2_HUMAN"
-0.371825000000003,11.9761875,-7.73905292270493,8.38576684524093e-05,0.000614278726900854,0.786185888495286,"CCD25_HUMAN",16,-7.31518868865372,0.000139986106063965,0.000913980367782737,-0.371825000000003,"Non-significant",3.03906313277295,"CCDC25","Coiled-coil domain-containing protein 25","CCD25_HUMAN"
0.337749999999998,13.321525,7.81039442776611,7.88709888331055e-05,0.000592042922317171,0.854625985793843,"RAB5C_HUMAN",10,7.31343603224579,0.000140202188139749,0.000914652370245028,0.337749999999998,"Non-significant",3.038743935847,"RAB5C","Ras-related protein Rab-5C","RAB5C_HUMAN"
0.389245000000001,10.0145525,6.89381545284519,0.000179808337093775,0.00110356172264919,-0.0642498130932641,"SIK3_HUMAN",40,7.30806785345439,0.000140866355607802,0.000918244155143438,0.389245000000001,"Non-significant",3.03704182736822,"SIK3","Serine/threonine-protein kinase SIK3","SIK3_HUMAN"
-0.379037499999995,9.87442375,-7.30174087687738,0.000123362275119006,0.000824925165857445,0.355550105059274,"BTD_HUMAN",12,-7.30037323353038,0.000141824527026198,0.00092374508618272,-0.379037499999995,"Non-significant",3.03444785879945,"BTD","Biotinidase","BTD_HUMAN"
2.156915,7.7414925,7.39528343833437,0.000113414180528977,0.000774262517918684,0.449307247184318,"B3KNS4_HUMAN",4,7.29246291339309,0.000142817193452548,0.000929461654329267,2.156915,"Up in BD",3.03176852268253,"ERVK3-1","Endogenous retrovirus group K3 member 1","B3KNS4_HUMAN"
0.198099999999998,12.0887,6.35993376403389,0.000302302627508688,0.00160168915979141,-0.642081798832156,"CYBP_HUMAN",16,7.28740981880527,0.000143455388769033,0.000932863964135229,0.198099999999998,"Non-significant",3.03018168308402,"CACYBP","Calcyclin-binding protein","CYBP_HUMAN"
0.463944999999997,8.846455,7.05639687520586,0.000154426359429147,0.000977469274288013,0.105236247286939,"EXT2_HUMAN",21,7.27697279897529,0.000144783724286502,0.000940745050970896,0.463944999999997,"Non-significant",3.0265280577189,"EXT2","Exostosin-2","EXT2_HUMAN"
-0.425425000000001,11.8541125,-12.0735657498612,3.88814452298597e-06,6.35369569465211e-05,4.22186472517748,"PHYD1_HUMAN",13,-7.27551435416874,0.000144970440011039,0.000941201659927093,-0.425425000000001,"Non-significant",3.02631731556259,"PHYHD1","Phytanoyl-CoA dioxygenase domain-containing protein 1","PHYD1_HUMAN"
-0.214925000000001,14.9517625,-6.22742369646939,0.000345613846995514,0.00177822834198901,-0.79077093857954,"PSB7_HUMAN",15,-7.27212303868693,0.000145405655295066,0.000943269592094717,-0.214925000000001,"Non-significant",3.0253641655595,"PSMB7","Proteasome subunit beta type-7","PSB7_HUMAN"
0.241935,10.0855575,6.522803336456,0.000257137275173514,0.00142652065561257,-0.462250894217766,"P4R3A_HUMAN",28,7.26895127326453,0.000145814023005442,0.000944835725267145,0.241935,"Non-significant",3.02464369393703,"PPP4R3A","Serine/threonine-protein phosphatase 4 regulatory subunit 3A","P4R3A_HUMAN"
