"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","D_vs_BT"
-0.355362499999998,8.28677375,-4.14948086166236,0.00404777849770406,0.0184661592232487,-3.3456417928887,"CF047_HUMAN",8,3.93824328031188,0.00464554436674153,0.0194008233756435,0.355362499999998,"Non-significant",1.71217983811563,"C6orf47","Uncharacterized protein C6orf47","CF047_HUMAN",-0.355362499999998
0.1740125,9.41721875,3.59609152608237,0.00838758132325504,0.031156045169028,-4.13537987726831,"BLT3B_HUMAN",49,-3.93773002056332,0.00464880985051399,0.0194008233756435,-0.1740125,"Non-significant",1.71217983811563,"BLTP3B","Bridge-like lipid transfer protein family member 3B","BLT3B_HUMAN",0.1740125
-0.309504999999999,8.1545,-3.81080714514566,0.00628806654104457,0.025097161394101,-3.82426453704079,"CT2NL_HUMAN",19,3.93772118698654,0.00464886607354649,0.0194008233756435,0.309504999999999,"Non-significant",1.71217983811563,"CTTNBP2NL","CTTNBP2 N-terminal-like protein","CT2NL_HUMAN",-0.309504999999999
-0.154550000000004,11.807725,-4.45592387654875,0.00275772316306947,0.013827409474522,-2.92618329014405,"RU2A_HUMAN",12,3.93750630604208,0.00465023395134659,0.0194008233756435,0.154550000000004,"Non-significant",1.71217983811563,"SNRPA1","U2 small nuclear ribonucleoprotein A'","RU2A_HUMAN",-0.154550000000004
-0.508005,7.89187,-3.95967103628571,0.00517025886664591,0.0219392252518178,-3.611996075596,"YRDC_HUMAN",8,3.93474639174783,0.00466784150467853,0.0194643767321234,0.508005,"Up in D",1.71075949824601,"YRDC","Threonylcarbamoyl-AMP synthase","YRDC_HUMAN",-0.508005
-0.918182499999999,5.80744125,-3.88296955169793,0.00571651365361541,0.0234202793265063,-3.7210043141916,"SPIN1_HUMAN",6,3.93101555731619,0.0046917576385853,0.0195541581703723,0.918182499999999,"Up in D",1.7087608762003,"SPIN1","Spindlin-1","SPIN1_HUMAN",-0.918182499999999
1.024525,11.6563875,3.89035297374306,0.00566129507806539,0.0232638080451028,-3.71047724334933,"APOC2_HUMAN",5,-3.93034850447509,0.00469604761819101,0.0195607672090603,-1.024525,"Up in BT",1.70861411539059,"APOC2","Apolipoprotein C-II","APOC2_HUMAN",1.024525
0.126149999999999,12.946625,4.16016427420255,0.0039930403928392,0.018287678849439,-3.33079688176473,"TADBP_HUMAN",15,-3.93002720671358,0.00469811547141251,0.0195607672090603,-0.126149999999999,"Non-significant",1.70861411539059,"TARDBP","TAR DNA-binding protein 43","TADBP_HUMAN",0.126149999999999
-0.198899999999998,12.151625,-3.61700380360138,0.00815308171264937,0.0305759212627171,-4.10483314982321,"IF4G3_HUMAN",63,3.9292852961414,0.00470289411509206,0.0195707238352917,0.198899999999998,"Non-significant",1.70839311139567,"EIF4G3","Eukaryotic translation initiation factor 4 gamma 3","IF4G3_HUMAN",-0.198899999999998
0.7037475,10.62985125,4.22228597532571,0.003690353431942,0.0171699871935644,-3.24479127968248,"CX6A1_HUMAN",3,-3.92852006680999,0.004707828445107,0.0195783671370181,-0.7037475,"Up in BT",1.70822353178486,"COX6A1","Cytochrome c oxidase subunit 6A1, mitochondrial","CX6A1_HUMAN",0.7037475
-0.797405,6.0186725,-3.87947288458824,0.00574286818122912,0.0235165001746835,-3.72599225151508,"HAUS8_HUMAN",7,3.92825991863892,0.00470950719616976,0.0195783671370181,0.797405,"Up in D",1.70822353178486,"HAUS8","HAUS augmin-like complex subunit 8","HAUS8_HUMAN",-0.797405
-0.252674999999996,12.4517375,-3.94466278390631,0.00527250705622599,0.0222768761944782,-3.63326448486188,"PSMF1_HUMAN",13,3.92420079585589,0.00473578470930318,0.0196776295219805,0.252674999999996,"Non-significant",1.70602722031167,"PSMF1","Proteasome inhibitor PI31 subunit","PSMF1_HUMAN",-0.252674999999996
0.132642499999999,9.50821375,3.40280014296393,0.0109333149237013,0.0375183406213911,-4.42005717793191,"DICER_HUMAN",73,-3.92245186151023,0.0047471554556253,0.0197148837007174,-0.132642499999999,"Non-significant",1.70520578051242,"DICER1","Endoribonuclease Dicer","DICER_HUMAN",0.132642499999999
-0.144324999999998,12.8275625,-3.72036292038374,0.00709352359620551,0.0274953694759777,-3.95462353798592,"EIF3H_HUMAN",22,3.92134611166706,0.00475435970242307,0.0197348054888427,0.144324999999998,"Non-significant",1.70476714976193,"EIF3H","Eukaryotic translation initiation factor 3 subunit H","EIF3H_HUMAN",-0.144324999999998
-0.573694999999999,6.90107,-3.85450673533128,0.0059349180042583,0.0240625409490156,-3.761652393798,"RIPL1_HUMAN",10,3.91948583321893,0.00476650650322737,0.0197752127092399,0.573694999999999,"Up in D",1.70387883637884,"RILPL1","RILP-like protein 1","RIPL1_HUMAN",-0.573694999999999
0.11675,14.42875,3.59383332187145,0.0084133356713344,0.031209287707511,-4.13868151666733,"TRXR2_HUMAN",25,-3.9176010455738,0.00477884745943831,0.0198133836079991,-0.11675,"Non-significant",1.70304135198285,"TXNRD2","Thioredoxin reductase 2, mitochondrial","TRXR2_HUMAN",0.11675
-0.320025000000003,11.1864375,-6.4325790442582,0.000317450737883322,0.00306945177352049,-0.534407798472447,"MRES1_HUMAN",4,3.91734285048055,0.00478054071439647,0.0198133836079991,0.320025000000003,"Non-significant",1.70304135198285,"MTRES1","Mitochondrial transcription rescue factor 1","MRES1_HUMAN",-0.320025000000003
0.144874999999999,11.4260375,3.62756981099169,0.00803729875342628,0.030252422029655,-4.08941888390053,"EIF2A_HUMAN",27,-3.91562061740234,0.00479185175102422,0.0198502277184924,-0.144874999999999,"Non-significant",1.70223450671863,"EIF2A","Eukaryotic translation initiation factor 2A","EIF2A_HUMAN",0.144874999999999
-0.432275000000001,11.0698125,-4.08496732311791,0.00439624248630634,0.0195552880644272,-3.43562010956115,"RT16_HUMAN",7,3.91486202715666,0.00479684305933825,0.0198608683840681,0.432275000000001,"Non-significant",1.7020017666078,"MRPS16","Small ribosomal subunit protein bS16m","RT16_HUMAN",-0.432275000000001
0.0894250000000003,12.4174125,3.03027419563286,0.0184857588001552,0.0553823317236237,-4.97886617032953,"EEA1_HUMAN",90,-3.91310501027627,0.00480842526306521,0.0198987735015692,-0.0894250000000003,"Non-significant",1.70117369132477,"EEA1","Early endosome antigen 1","EEA1_HUMAN",0.0894250000000003
0.0997749999999975,12.1430375,3.26177903980572,0.0133096026993499,0.0433500687045176,-4.63019653058589,"KLC4_HUMAN",45,-3.91107715189151,0.00482183032430154,0.0199441801203956,-0.0997749999999975,"Non-significant",1.70018381227501,"KLC4","Kinesin light chain 4","KLC4_HUMAN",0.0997749999999975
0.263837500000001,9.60165375,4.12270888380194,0.00418858287348571,0.0188981851385998,-3.38291158880301,"BACD3_HUMAN",10,-3.91062247050869,0.00482484149791496,0.0199465711547689,-0.263837500000001,"Non-significant",1.70013174942824,"KCTD10","BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3","BACD3_HUMAN",0.263837500000001
-0.100724999999999,11.9625625,-3.21585954545409,0.0141980246667644,0.0455559319836144,-4.69901927291711,"NAA15_HUMAN",57,3.90968960719347,0.00483102582574281,0.0199620714311691,0.100724999999999,"Non-significant",1.69979439468947,"NAA15","N-alpha-acetyltransferase 15, NatA auxiliary subunit","NAA15_HUMAN",-0.100724999999999
0.118500000000003,12.395675,3.4922466554004,0.00966484945167938,0.0344488851325511,-4.28781104697209,"NASP_HUMAN",31,-3.90786785495941,0.00484312760073867,0.0200019949979121,-0.118500000000003,"Non-significant",1.69892668566727,"NASP","Nuclear autoantigenic sperm protein","NASP_HUMAN",0.118500000000003
0.265425,10.8268625,4.02489027192522,0.00475033344578594,0.0206545937501066,-3.51992360152423,"PMGE_HUMAN",11,-3.90672233633657,0.00485075392830864,0.0200222132535204,-0.265425,"Non-significant",1.69848791733306,"BPGM","Bisphosphoglycerate mutase","PMGE_HUMAN",0.265425
0.485897499999997,7.54767375,3.774774717557,0.00659641523163484,0.0260363081699289,-3.87607521039025,"DGKA_HUMAN",20,-3.90639917123783,0.00485290775002989,0.0200222132535204,-0.485897499999997,"Non-significant",1.69848791733306,"DGKA","Diacylglycerol kinase alpha","DGKA_HUMAN",0.485897499999997
0.153575000000002,10.2492625,4.70887248338488,0.00203015481557682,0.0111028747018671,-2.58999718425212,"ILRUN_HUMAN",11,-3.90551282307744,0.00485882034934972,0.0200266529208046,-0.153575000000002,"Non-significant",1.6983916288138,"ILRUN","Protein ILRUN","ILRUN_HUMAN",0.153575000000002
-0.0792000000000002,16.92755,-2.98916255071476,0.0196097956431689,0.0578942911875541,-5.0411745164447,"NCPR_HUMAN",53,3.90550545074585,0.00485886956080512,0.0200266529208046,0.0792000000000002,"Non-significant",1.6983916288138,"POR","NADPH--cytochrome P450 reductase","NCPR_HUMAN",-0.0792000000000002
-0.591559999999999,7.8863025,-3.785284029257,0.00650482220331584,0.0257865243823904,-3.86094693628431,"ZGPAT_HUMAN",15,3.9013179533031,0.00488690873334924,0.0201320993949734,0.591559999999999,"Up in D",1.69611093409737,"ZGPAT","Zinc finger CCCH-type with G patch domain-containing protein","ZGPAT_HUMAN",-0.591559999999999
-0.277017499999999,9.37780125,-3.75716782955652,0.00675301364197969,0.0265295470907035,-3.90145177067946,"UBAP2_HUMAN",21,3.89930632097581,0.00490044042190524,0.0201777049617173,0.277017499999999,"Non-significant",1.69512823250664,"UBAP2","Ubiquitin-associated protein 2","UBAP2_HUMAN",-0.277017499999999
0.175800000000004,13.299625,4.22605771343193,0.00367280114780269,0.0171080916152385,-3.23958675244418,"RL18A_HUMAN",12,-3.89849128491384,0.00490593442817758,0.0201901859649597,-0.175800000000004,"Non-significant",1.69485968089866,"RPL18A","Large ribosomal subunit protein eL20","RL18A_HUMAN",0.175800000000004
0.142650000000001,14.418675,3.82671303548955,0.00615695536908317,0.0247634037426895,-3.80144634058021,"STML2_HUMAN",18,-3.89339742183752,0.00494042189968148,0.0203219160730501,-0.142650000000001,"Non-significant",1.69203534654945,"STOML2","Stomatin-like protein 2, mitochondrial","STML2_HUMAN",0.142650000000001
-0.232099999999999,10.32995,-3.88559414160765,0.00569681833018993,0.0233512583354485,-3.71726143144843,"SYWM_HUMAN",14,3.88627048640612,0.0049891131004031,0.0205119103295409,0.232099999999999,"Non-significant",1.68799389073142,"WARS2","Tryptophan--tRNA ligase, mitochondrial","SYWM_HUMAN",-0.232099999999999
-0.293275000000003,12.5180875,-4.01910116738675,0.00478606234273504,0.0207272948756715,-3.52807311587115,"UBC12_HUMAN",10,3.8844222013097,0.00500182481247048,0.0205538645677358,0.293275000000003,"Non-significant",1.68710650942544,"UBE2M","NEDD8-conjugating enzyme Ubc12","UBC12_HUMAN",-0.293275000000003
0.325950000000004,9.1543175,6.07665271157512,0.000451652838907904,0.00389342794255205,-0.92693947159064,"CD302_HUMAN",4,-3.88209377477169,0.00501788840572763,0.0206095436624023,-0.325950000000004,"Non-significant",1.68593162428554,"CD302","CD302 antigen","CD302_HUMAN",0.325950000000004
0.191699999999999,13.5721,4.81391834876795,0.00179256924114351,0.0101348156130307,-2.45307117894829,"NDUB4_HUMAN",9,-3.88107340729159,0.00502494532475438,0.0206281931759321,-0.191699999999999,"Non-significant",1.68553881022787,"NDUFB4","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4","NDUB4_HUMAN",0.191699999999999
-0.127875,10.6706625,-3.4971992060144,0.00959939904180689,0.0343186971306239,-4.28051385357313,"PTN6_HUMAN",32,3.88053434330247,0.00502867783591002,0.0206331836330282,0.127875,"Non-significant",1.68543375663261,"PTPN6","Tyrosine-protein phosphatase non-receptor type 6","PTN6_HUMAN",-0.127875
0.107950000000001,12.42405,3.2724718388062,0.0131113611950548,0.0428991444571296,-4.61419716647975,"PARP1_HUMAN",52,-3.87940109523981,0.00503653425271786,0.0206550814426118,-0.107950000000001,"Non-significant",1.68497308826875,"PARP1","Poly [ADP-ribose] polymerase 1","PARP1_HUMAN",0.107950000000001
-0.192250000000001,10.802925,-3.62159616497967,0.00810253863917888,0.0304281318204253,-4.0981319410621,"PININ_HUMAN",34,3.87844348984145,0.00504318330384381,0.0206639653409407,0.192250000000001,"Non-significant",1.68478633526345,"PNN","Pinin","PININ_HUMAN",-0.192250000000001
-0.544482500000001,8.86907375,-3.77132260148371,0.00662680604176044,0.0261310995335989,-3.8810476180204,"FEN1_HUMAN",14,3.87836312741314,0.0050437417232523,0.0206639653409407,0.544482500000001,"Up in D",1.68478633526345,"FEN1","Flap endonuclease 1","FEN1_HUMAN",-0.544482500000001
-0.210050000000001,11.271925,-3.96480434383173,0.00513578348237499,0.0218490674564142,-3.60472848848691,"RT35_HUMAN",13,3.87741121479489,0.00505036140574356,0.0206807506514913,0.210050000000001,"Non-significant",1.68443370165721,"MRPS35","Small ribosomal subunit protein mS35","RT35_HUMAN",-0.210050000000001
0.174075000000002,16.8466375,6.22634614865178,0.000388714145882923,0.00354469251162202,-0.759955956363054,"RLA2_HUMAN",8,-3.87366666086256,0.00507649228569711,0.0207675374928337,-0.174075000000002,"Non-significant",1.68261499680513,"RPLP2","Large ribosomal subunit protein P2","RLA2_HUMAN",0.174075000000002
-0.470400000000001,7.130645,-3.91965462846957,0.00544780217138528,0.0227746467113802,-3.66877040322789,"DPS1_HUMAN",8,3.87364815983528,0.00507662175355437,0.0207675374928337,0.470400000000001,"Non-significant",1.68261499680513,"PDSS1","All trans-polyprenyl-diphosphate synthase PDSS1","DPS1_HUMAN",-0.470400000000001
0.167049999999996,12.630825,3.73243595512579,0.00697982178094266,0.0271316163869928,-3.93716312791427,"MTCH1_HUMAN",20,-3.87232813990094,0.00508586826913675,0.0207949865687696,-0.167049999999996,"Non-significant",1.68204135580451,"MTCH1","Mitochondrial carrier homolog 1","MTCH1_HUMAN",0.167049999999996
0.0839749999999988,16.1897375,3.44677266657259,0.0102887340012372,0.035892358017933,-4.35493791519212,"ACDSB_HUMAN",24,-3.87135184641221,0.00509271870443527,0.0208126161211168,-0.0839749999999988,"Non-significant",1.68167332605677,"ACADSB","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial","ACDSB_HUMAN",0.0839749999999988
-0.130349999999998,12.0449,-3.42234349627225,0.010641638653208,0.036794666250105,-4.39109036784976,"PLAP_HUMAN",44,3.86868466886355,0.00511148439464208,0.0208788983892754,0.130349999999998,"Non-significant",1.68029241927514,"PLAA","Phospholipase A-2-activating protein","PLAP_HUMAN",-0.130349999999998
-0.218084999999999,8.9065925,-3.69442325972554,0.00734465624484794,0.0282550407767543,-3.9921991804282,"TNIP1_HUMAN",23,3.86287251560148,0.005152635835548,0.0210275412062168,0.218084999999999,"Non-significant",1.67721150729476,"TNIP1","TNFAIP3-interacting protein 1","TNIP1_HUMAN",-0.218084999999999
-0.514657499999998,8.91953375,-4.00352815656394,0.00488363631454094,0.0210273374509489,-3.5500182485266,"NC2A_HUMAN",6,3.86282068265485,0.00515300442587089,0.0210275412062168,0.514657499999998,"Up in D",1.67721150729476,"DRAP1","Dr1-associated corepressor","NC2A_HUMAN",-0.514657499999998
-0.14635,12.4442,-3.53390423105646,0.00912893575086713,0.0331477078937021,-4.22651655947808,"UMPS_HUMAN",32,3.85781069423411,0.00518876536383568,0.0211629345535945,0.14635,"Non-significant",1.67442411111381,"UMPS","Uridine 5'-monophosphate synthase","UMPS_HUMAN",-0.14635
0.2366625,9.52009625,3.654952354098,0.00774542008215576,0.029437623474044,-4.0495335356059,"ATRN_HUMAN",29,-3.85074551168397,0.0052396508341485,0.0213598495963945,-0.2366625,"Non-significant",1.67040180968121,"ATRN","Attractin","ATRN_HUMAN",0.2366625
0.289292499999998,9.93886625,3.98575804313084,0.00499763077606778,0.0213945572335267,-3.57509943150584,"T10B_HUMAN",10,-3.84956801850801,0.005248183566732,0.0213749325738448,-0.289292499999998,"Non-significant",1.67009524655784,"TIMM10B","Mitochondrial import inner membrane translocase subunit Tim10 B","T10B_HUMAN",0.289292499999998
-0.081800000000003,11.7299,-3.15645698957062,0.0154421465152215,0.0483842006667663,-4.7883126413557,"DMD_HUMAN",34,3.84951537270631,0.00524856541487553,0.0213749325738448,0.081800000000003,"Non-significant",1.67009524655784,"DMD","Dystrophin","DMD_HUMAN",-0.081800000000003
0.109974999999991,16.3556125,3.69586453188628,0.00733045323767448,0.0282136411466927,-3.99010921543512,"OTC_HUMAN",20,-3.84836902602777,0.00525688746247165,0.0213981943482337,-0.109974999999991,"Non-significant",1.66962287233695,"OTC","Ornithine transcarbamylase, mitochondrial","OTC_HUMAN",0.109974999999991
-0.189054999999998,9.3850375,-4.23492359312362,0.00363190112258919,0.0170429571602083,-3.22736078276752,"ALKB7_HUMAN",11,3.84743915564818,0.00526364840411074,0.0214150816957319,0.189054999999998,"Non-significant",1.66928026448768,"ALKBH7","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial","ALKB7_HUMAN",-0.189054999999998
1.7377775,6.11363875,3.74710870859669,0.00684428499924415,0.0267953430868212,-3.91596732208088,"PLVAP_HUMAN",5,-3.84644060241414,0.00527091914876214,0.0214253974147307,-1.7377775,"Up in BT",1.66907111370237,"PLVAP","Plasmalemma vesicle-associated protein","PLVAP_HUMAN",1.7377775
-0.158495000000002,9.904895,-3.85781654644095,0.00590906130482354,0.0239876284522888,-3.75692019579987,"MSTO1_HUMAN",16,3.84637311909741,0.00527141090333151,0.0214253974147307,0.158495000000002,"Non-significant",1.66907111370237,"MSTO1","Protein misato homolog 1","MSTO1_HUMAN",-0.158495000000002
-0.211752499999998,9.65825625,-3.69695659373977,0.00731971130130077,0.028185529942726,-3.98852580390896,"MAEA_HUMAN",21,3.8449440968978,0.00528183586532744,0.021457131032683,0.211752499999998,"Non-significant",1.66842834667429,"MAEA","E3 ubiquitin-protein transferase MAEA","MAEA_HUMAN",-0.211752499999998
0.196074999999997,13.3631375,5.23257273485402,0.0011086333723227,0.00716764699235133,-1.92291464095754,"NDUB6_HUMAN",8,-3.84453551869149,0.00528482059007137,0.021458622683212,-0.196074999999997,"Non-significant",1.6683981565675,"NDUFB6","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6","NDUB6_HUMAN",0.196074999999997
0.123772500000001,9.28112125,4.2194148587081,0.00370377605267156,0.0172134602761165,-3.24875439493282,"TBL1X_HUMAN",14,-3.84378182910554,0.00529033116776677,0.0214703638184911,-0.123772500000001,"Non-significant",1.66816059631716,"TBL1X","F-box-like/WD repeat-containing protein TBL1X","TBL1X_HUMAN",0.123772500000001
-0.305387500000002,8.45238625,-3.75033006717869,0.00681491145655099,0.0267058528302127,-3.91131744543498,"SPTC2_HUMAN",16,3.84248357854137,0.0052998377886614,0.0214902365197211,0.305387500000002,"Non-significant",1.66775880467401,"SPTLC2","Serine palmitoyltransferase 2","SPTC2_HUMAN",-0.305387500000002
-0.149400000000002,13.040725,-3.81529152854371,0.00625079820328493,0.0249727308335916,-3.81782806766545,"MP2K1_HUMAN",17,3.84239724463815,0.00530047063221226,0.0214902365197211,0.149400000000002,"Non-significant",1.66775880467401,"MAP2K1","Dual specificity mitogen-activated protein kinase kinase 1","MP2K1_HUMAN",-0.149400000000002
0.3884825,9.08852625,3.8997552733907,0.00559181518794625,0.02309405587445,-3.69708206394791,"DCK_HUMAN",9,-3.84081622747675,0.00531207417140263,0.0215266357178244,-0.3884825,"Non-significant",1.66702383842321,"DCK","Deoxycytidine kinase","DCK_HUMAN",0.3884825
-0.241117500000001,9.55560625,-3.63441045355888,0.00796328590095287,0.0300843400073786,-4.07944643962253,"FND3B_HUMAN",33,3.84000162255127,0.00531806345735636,0.0215394186943316,0.241117500000001,"Non-significant",1.66676602161607,"FNDC3B","Fibronectin type III domain-containing protein 3B","FND3B_HUMAN",-0.241117500000001
0.245604999999999,8.34844,3.73168724100423,0.00698681536647705,0.027136421881822,-3.93824541618353,"M4K5_HUMAN",18,-3.83967276617823,0.0053204833930253,0.0215394186943316,-0.245604999999999,"Non-significant",1.66676602161607,"MAP4K5","Mitogen-activated protein kinase kinase kinase kinase 5","M4K5_HUMAN",0.245604999999999
-0.268575000000002,11.2273625,-3.87905175873807,0.00574605111879348,0.023517786855651,-3.72659308838292,"ABCG8_HUMAN",12,3.8384144749057,0.00532975365051554,0.0215662983351068,0.268575000000002,"Non-significant",1.66622439131819,"ABCG8","ATP-binding cassette sub-family G member 8","ABCG8_HUMAN",-0.268575000000002
0.709172499999998,8.07602625,3.97228560407875,0.0050859863916528,0.0216822238371137,-3.59414304715727,"RETN_HUMAN",4,-3.83796004283007,0.00533310587543625,0.0215692165598552,-0.709172499999998,"Up in BT",1.66616562911678,"RETN","Resistin","RETN_HUMAN",0.709172499999998
-0.376625000000001,11.4375625,-3.68318604653484,0.00745641913365951,0.0285910776696636,-4.00850278213439,"TANC1_HUMAN",27,3.83419430630332,0.00536097215434257,0.021671227673225,0.376625000000001,"Non-significant",1.66411648523741,"TANC1","Protein TANC1","TANC1_HUMAN",-0.376625000000001
0.305547500000003,8.96691375,3.8779077584585,0.00575470733578603,0.0235390387496918,-3.7282253957249,"HAT1_HUMAN",11,-3.83337593236903,0.00536704877982687,0.0216768208670624,-0.305547500000003,"Non-significant",1.66400441130029,"HAT1","Histone acetyltransferase type B catalytic subunit","HAT1_HUMAN",0.305547500000003
-0.418347499999998,8.99734375,-4.65392823182509,0.00216809260227041,0.0115942747249921,-2.66224440057659,"S38A2_HUMAN",4,3.83312827049792,0.0053688891896096,0.0216768208670624,0.418347499999998,"Non-significant",1.66400441130029,"SLC38A2","Sodium-coupled neutral amino acid symporter 2","S38A2_HUMAN",-0.418347499999998
0.162575000000002,13.2221125,4.45084961674325,0.00277498707595424,0.0138884884302032,-2.93302078605975,"RL32_HUMAN",11,-3.8329400598473,0.00537028826311341,0.0216768208670624,-0.162575000000002,"Non-significant",1.66400441130029,"RPL32","Large ribosomal subunit protein eL32","RL32_HUMAN",0.162575000000002
-0.185399999999998,9.60761,-3.56805925102338,0.00871340100576189,0.03201596080825,-4.17640678414567,"SPD2B_HUMAN",35,3.83175457593746,0.00537910963848701,0.0217017425277148,0.185399999999998,"Non-significant",1.66350539335017,"SH3PXD2B","SH3 and PX domain-containing protein 2B","SPD2B_HUMAN",-0.185399999999998
-0.105150000000002,10.901725,-3.23078656059108,0.0139024819850741,0.0448357778574499,-4.67662706733841,"FKB15_HUMAN",49,3.82753908631785,0.00541060424901975,0.0218141695803359,0.105150000000002,"Non-significant",1.66126131504215,"FKBP15","FK506-binding protein 15","FKB15_HUMAN",-0.105150000000002
0.4338275,8.95923125,3.84566267087895,0.00600461358202125,0.0242970494301136,-3.77430415255701,"APOA_HUMAN",9,-3.82720600150542,0.00541310122166839,0.0218141695803359,-0.4338275,"Non-significant",1.66126131504215,"LPA","Apolipoprotein(a)","APOA_HUMAN",0.4338275
0.267044999999996,9.90442,3.63214580076082,0.00798770667689605,0.0301210760520671,-4.08274728623922,"IBTK_HUMAN",35,-3.82695826977256,0.00541495914808289,0.0218141695803359,-0.267044999999996,"Non-significant",1.66126131504215,"IBTK","Inhibitor of Bruton tyrosine kinase","IBTK_HUMAN",0.267044999999996
0.291069999999998,9.680265,3.88923830968587,0.00566959407387525,0.0232829162806147,-3.7120660415645,"MLIP_HUMAN",11,-3.82658602682761,0.00541775216738971,0.0218147015070044,-0.291069999999998,"Non-significant",1.66125072513638,"MLIP","Muscular LMNA-interacting protein","MLIP_HUMAN",0.291069999999998
0.164,15.423375,3.82644574545836,0.00615913396332567,0.0247634037426895,-3.80182951989898,"DHI1_HUMAN",16,-3.82615416490445,0.00542099446257475,0.0218170410428021,-0.164,"Non-significant",1.66120415136101,"HSD11B1","11-beta-hydroxysteroid dehydrogenase 1","DHI1_HUMAN",0.164
-0.3828,12.7835,-3.95965654099238,0.00517035657312905,0.0219392252518178,-3.61201660259277,"CISD2_HUMAN",8,3.82380456394925,0.00543867119532751,0.0218774418347865,0.3828,"Non-significant",1.660003462137,"CISD2","CDGSH iron-sulfur domain-containing protein 2","CISD2_HUMAN",-0.3828
0.163875000000001,11.2674625,3.77798061414784,0.00656832723711998,0.0259880051592228,-3.87145880416106,"ALG2_HUMAN",17,-3.82336052287358,0.00544201880545168,0.0218801717347194,-0.163875000000001,"Non-significant",1.6599492736024,"ALG2","Alpha-1,3/1,6-mannosyltransferase ALG2","ALG2_HUMAN",0.163875000000001
-0.230299999999998,11.147625,-6.12681306996331,0.000429376685134932,0.00378091306631168,-0.870674408063659,"MSS4_HUMAN",6,3.8223019645925,0.00545000818119474,0.0218931598937265,0.230299999999998,"Non-significant",1.65969155111509,"RABIF","Guanine nucleotide exchange factor MSS4","MSS4_HUMAN",-0.230299999999998
-0.1585,14.73705,-4.24438638085968,0.00358879640524212,0.0168698124599627,-3.21432382290513,"RS10_HUMAN",12,3.8222249005399,0.00545059030776967,0.0218931598937265,0.1585,"Non-significant",1.65969155111509,"RPS10","Small ribosomal subunit protein eS10","RS10_HUMAN",-0.1585
-0.0996250000000032,11.0309125,-3.23647297935011,0.01379162675922,0.044583500067857,-4.66810182515777,"EFL1_HUMAN",40,3.82074234897798,0.00546180223566971,0.0219274508952107,0.0996250000000032,"Non-significant",1.65901185288656,"EFL1","Elongation factor-like GTPase 1","EFL1_HUMAN",-0.0996250000000032
-0.300087499999997,9.92399125,-3.71118047390175,0.00718134409401328,0.0277807496349772,-3.96791556385616,"ARHG6_HUMAN",17,3.81466294003622,0.00550803835968781,0.0221022508432309,0.300087499999997,"Non-significant",1.65556349649505,"ARHGEF6","Rho guanine nucleotide exchange factor 6","ARHG6_HUMAN",-0.300087499999997
-0.249949999999998,10.4848,-3.68884033534066,0.00739995468546227,0.0284305569943666,-4.00029728483722,"FBXL8_HUMAN",19,3.80975072660778,0.00554570496597241,0.0222425094476721,0.249949999999998,"Non-significant",1.65281621628983,"FBXL8","F-box/LRR-repeat protein 8","FBXL8_HUMAN",-0.249949999999998
-0.115124999999999,14.4530375,-3.61494478398211,0.0081758534690608,0.0306332937565633,-4.10783849514872,"GSTM3_HUMAN",21,3.80540053570193,0.00557929328787541,0.022366281845478,0.115124999999999,"Non-significant",1.65040620670372,"GSTM3","Glutathione S-transferase Mu 3","GSTM3_HUMAN",-0.115124999999999
-0.0725499999999979,14.747775,-3.00195883096023,0.0192523852623101,0.0571230743323988,-5.02177009994965,"ACPH_HUMAN",35,3.8023161903033,0.00560324034431888,0.0224513022202963,0.0725499999999979,"Non-significant",1.64875846398417,"APEH","Acylamino-acid-releasing enzyme","ACPH_HUMAN",-0.0725499999999979
0.298749999999998,13.151025,4.33036852474261,0.00322181680087508,0.0155458823623154,-3.09644208864856,"SAA2_HUMAN",7,-3.80141576669284,0.00561025211008471,0.0224684156318879,-0.298749999999998,"Non-significant",1.64842755092702,"SAA2","Serum amyloid A-2 protein","SAA2_HUMAN",0.298749999999998
-0.285415000000002,8.6558425,-3.60409160675912,0.00829702413609877,0.0309395368278224,-4.12368803916463,"TBCD8_HUMAN",40,3.79561381167843,0.0056556598086041,0.0226392085502619,0.285415000000002,"Non-significant",1.64513875982749,"TBC1D8","TBC1 domain family member 8","TBCD8_HUMAN",-0.285415000000002
-0.22265,10.43265,-3.5878197569595,0.00848233601523607,0.0313942169990543,-4.14747663097224,"CD11A_HUMAN",31,3.79500317789094,0.00566046172221378,0.0226473719857045,0.22265,"Non-significant",1.64498218651317,"CDK11A","Cyclin-dependent kinase 11A","CD11A_HUMAN",-0.22265
