"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","BDM_vs_B1"
0.288275000000002,13.3425375,5.32450445642529,0.000855609023787253,0.00996997542296054,-0.689352987697728,"NDRG2_HUMAN",12,-4.8522530347188,0.00164479588023435,0.0154412138210619,-0.288275000000002,"Non-significant",1.81131856312794,"NDRG2","Protein NDRG2","NDRG2_HUMAN",0.288275000000002
0.374824999999998,15.6036875,4.93560956033615,0.00135207281113819,0.0135257481837005,-1.18267001457387,"CAH2_HUMAN",18,-4.84693348012962,0.00165520005542887,0.0155208608445842,-0.374824999999998,"Non-significant",1.80908419482495,"CA2","Carbonic anhydrase 2","CAH2_HUMAN",0.374824999999998
-1.0029975,8.20778625,-4.92389171725595,0.00137129583361843,0.0136504731812041,-1.19787540762842,"THYG_HUMAN",4,4.84099343562204,0.00166690357969223,0.0156124932035368,1.0029975,"Up in BDM",1.80652773767575,"TG","Thyroglobulin","THYG_HUMAN",-1.0029975
-0.3887,13.1707,-4.63377946386343,0.00195733307040906,0.0172972908314408,-1.58074558889201,"VAMP8_HUMAN",6,4.83999378894275,0.00166888210722216,0.015612932954487,0.3887,"Non-significant",1.80651550524631,"VAMP8","Vesicle-associated membrane protein 8","VAMP8_HUMAN",-0.3887
-0.629547500000001,9.56245375,-4.81823460894329,0.0015588321816727,0.0148061580780968,-1.3358864291972,"CLN6_HUMAN",6,4.83418278079365,0.0016804347675565,0.0156962796571858,0.629547500000001,"Up in BDM",1.80420327216528,"CLN6","Ceroid-lipofuscinosis neuronal protein 6","CLN6_HUMAN",-0.629547500000001
0.325849999999999,14.640575,4.67623208692465,0.00185660723229648,0.0166993810995776,-1.52394915569888,"NUDT5_HUMAN",13,-4.83356161122321,0.00168167489584596,0.0156962796571858,-0.325849999999999,"Non-significant",1.80420327216528,"NUDT5","ADP-sugar pyrophosphatase","NUDT5_HUMAN",0.325849999999999
0.4437325,8.05628875,4.87305268407103,0.00145824391001442,0.0142183178825652,-1.26407814462045,"I2BPL_HUMAN",16,-4.83026346623708,0.00168827635771684,0.0157397206452425,-0.4437325,"Non-significant",1.80300297993797,"IRF2BPL","Probable E3 ubiquitin-protein ligase IRF2BPL","I2BPL_HUMAN",0.4437325
-0.264375000000005,9.7195375,-4.59926512536241,0.00204363568434206,0.0177811703299643,-1.62711600619353,"LRC8A_HUMAN",33,4.82890292094797,0.00169100789442906,0.0157470239754264,0.264375000000005,"Non-significant",1.80280151128228,"LRRC8A","Volume-regulated anion channel subunit LRRC8A","LRC8A_HUMAN",-0.264375000000005
0.207799999999995,13.13105,4.43138316659975,0.00252719000364024,0.0203256485566408,-1.85514696140194,"CHDH_HUMAN",36,-4.82552177997391,0.00169781724251447,0.0157922402430891,-0.207799999999995,"Non-significant",1.80155625781943,"CHDH","Choline dehydrogenase, mitochondrial","CHDH_HUMAN",0.207799999999995
0.335574999999999,16.5409875,4.91166897356653,0.00139166748928688,0.0137684801908272,-1.21375736915607,"G6PI_HUMAN",35,-4.82190718092136,0.00170513017761217,0.0158420312938382,-0.335574999999999,"Non-significant",1.80018913315402,"GPI","Glucose-6-phosphate isomerase","G6PI_HUMAN",0.335574999999999
-0.120924999999998,12.4106125,-3.28142582260626,0.0121014925799174,0.0568699793741118,-3.52002489510543,"HMOX2_HUMAN",20,4.81959153583735,0.00170983334259627,0.015854221757031,0.120924999999998,"Non-significant",1.79985507151279,"HMOX2","Heme oxygenase 2","HMOX2_HUMAN",-0.120924999999998
-0.207200000000002,11.626,-4.72948394276248,0.00173820182010572,0.0160203937422059,-1.45307802224823,"MARE3_HUMAN",11,4.81829569915125,0.00171247147102481,0.015854221757031,0.207200000000002,"Non-significant",1.79985507151279,"MAPRE3","Microtubule-associated protein RP/EB family member 3","MARE3_HUMAN",-0.207200000000002
-0.332427499999998,9.92911125,-4.51826396829182,0.00226297581112817,0.0189399942313731,-1.73662574593042,"CYH1_HUMAN",16,4.81828957721447,0.00171248394500185,0.015854221757031,0.332427499999998,"Non-significant",1.79985507151279,"CYTH1","Cytohesin-1","CYH1_HUMAN",-0.332427499999998
0.553525000000004,18.6877125,4.77285952413382,0.00164786145688773,0.015394356770537,-1.39565809180088,"FABPL_HUMAN",12,-4.81740471132212,0.00171428798906904,0.015854221757031,-0.553525000000004,"Up in B1",1.79985507151279,"FABP1","Fatty acid-binding protein, liver","FABPL_HUMAN",0.553525000000004
0.150150000000002,14.42565,3.64093437553398,0.00726615518319437,0.0406171039735547,-2.98195846595455,"NDUS1_HUMAN",47,-4.81218378868679,0.00172497498808739,0.0159348260899547,-0.150150000000002,"Non-significant",1.79765267198223,"NDUFS1","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial","NDUS1_HUMAN",0.150150000000002
-0.794595000000001,8.87669,-4.89197066922588,0.00142520154219077,0.0140315518459537,-1.23939890244074,"MFSD1_HUMAN",3,4.80909759994222,0.00173132677371072,0.0159661482163374,0.794595000000001,"Up in BDM",1.7967998434203,"MFSD1","Lysosomal dipeptide transporter MFSD1","MFSD1_HUMAN",-0.794595000000001
-0.737232499999999,8.27188625,-4.82044510890389,0.00155463186222734,0.0148010475175307,-1.3329822920987,"GTR6_HUMAN",4,4.80861797430572,0.00173231621745985,0.0159661482163374,0.737232499999999,"Up in BDM",1.7967998434203,"SLC2A6","Solute carrier family 2, facilitated glucose transporter member 6","GTR6_HUMAN",-0.737232499999999
0.224325000000004,12.6831875,5.16139263822313,0.00103397910666688,0.0112636834490409,-0.893596196618411,"GSTM2_HUMAN",11,-4.80678235585772,0.00173610876311956,0.0159828782827966,-0.224325000000004,"Non-significant",1.79634500788975,"GSTM2","Glutathione S-transferase Mu 2","GSTM2_HUMAN",0.224325000000004
-0.452225000000002,10.8010625,-4.84612808528483,0.00150672950737806,0.0144642453778348,-1.29929269166641,"CNBP_HUMAN",11,4.80173021049482,0.00174659422818244,0.0160611162075071,0.452225000000002,"Non-significant",1.79422427562548,"CNBP","CCHC-type zinc finger nucleic acid binding protein","CNBP_HUMAN",-0.452225000000002
-0.435425000000002,11.3506875,-4.80195075386967,0.00159016052465742,0.014963058813511,-1.35730209630051,"GSTA5_HUMAN",2,4.79348842879475,0.00176384961296797,0.0162013595700228,0.435425000000002,"Non-significant",1.79044853922382,"GSTA5","Glutathione S-transferase A5","GSTA5_HUMAN",-0.435425000000002
-0.208950000000002,10.991775,-4.40748202276232,0.00260565219172916,0.0206647596518094,-1.88794458671258,"PSME4_HUMAN",63,4.78779827724429,0.00177587229185806,0.0162932755222346,0.208950000000002,"Non-significant",1.78799159842741,"PSME4","Proteasome activator complex subunit 4","PSME4_HUMAN",-0.208950000000002
0.351224999999999,17.7757375,5.10885764007272,0.00109986288621194,0.011713032555008,-0.960196076106539,"TPIS_HUMAN",22,-4.78578383765921,0.00178015018832269,0.0163140067712158,-0.351224999999999,"Non-significant",1.78743936177257,"TPI1","Triosephosphate isomerase","TPIS_HUMAN",0.351224999999999
0.318624999999997,10.4623125,4.59509551606545,0.00205434041283147,0.0178093534637604,-1.63272972253486,"DHR11_HUMAN",18,-4.77657274063681,0.00179985609892771,0.0164759194197426,-0.318624999999997,"Non-significant",1.78315034075342,"DHRS11","Dehydrogenase/reductase SDR family member 11","DHR11_HUMAN",0.318624999999997
-0.435979999999997,9.647225,-5.12741778405219,0.00107607315563673,0.0115817567470196,-0.936621253735643,"PIEZ1_HUMAN",35,4.77355181975202,0.00180637115298676,0.0165168529746516,0.435979999999997,"Non-significant",1.78207269708464,"PIEZO1","Piezo-type mechanosensitive ion channel component 1","PIEZ1_HUMAN",-0.435979999999997
0.231174999999999,14.4644875,4.41911204375729,0.00256714652535317,0.0205303435405243,-1.87197531089221,"SRBS2_HUMAN",41,-4.76545754350575,0.00182395595546297,0.0166587977265618,-0.231174999999999,"Non-significant",1.77835634503974,"SORBS2","Sorbin and SH3 domain-containing protein 2","SRBS2_HUMAN",0.231174999999999
0.170249999999999,15.39675,3.86719301421073,0.00532018040657058,0.0327197025969624,-2.65088425967527,"HNRPC_HUMAN",15,-4.76389885076274,0.0018273638024174,0.0166710853441759,-0.170249999999999,"Non-significant",1.77803612520843,"HNRNPC","Heterogeneous nuclear ribonucleoproteins C1/C2","HNRPC_HUMAN",0.170249999999999
-0.279999999999998,10.8103,-4.5392552301189,0.00220376596676747,0.0186134172511823,-1.70815461749444,"TOM5_HUMAN",6,4.76145432813602,0.00183272250570485,0.0167011229014794,0.279999999999998,"Non-significant",1.77725432804274,"TOMM5","Mitochondrial import receptor subunit TOM5 homolog","TOM5_HUMAN",-0.279999999999998
0.245825000000002,10.8240125,4.24342885875914,0.00322146469579825,0.0235861405218634,-2.11528098924589,"COBL1_HUMAN",60,-4.75962715580528,0.00183673919423844,0.0167145784882472,-0.245825000000002,"Non-significant",1.77690457106283,"COBLL1","Cordon-bleu protein-like 1","COBL1_HUMAN",0.245825000000002
-0.548174999999997,10.4539625,-6.30310302173018,0.000295538701404509,0.0050718456973517,0.458240266414097,"PX11B_HUMAN",14,4.75890253762744,0.00183833481084396,0.0167145784882472,0.548174999999997,"Up in BDM",1.77690457106283,"PEX11B","Peroxisomal membrane protein 11B","PX11B_HUMAN",-0.548174999999997
0.188699999999999,13.037525,4.23849793565477,0.00324227362855839,0.0236527957938966,-2.12217355885702,"GMPPB_HUMAN",15,-4.75785526229335,0.00184064361823666,0.0167167667036033,-0.188699999999999,"Non-significant",1.77684771843843,"GMPPB","Mannose-1-phosphate guanylyltransferase catalytic subunit beta","GMPPB_HUMAN",0.188699999999999
0.341049999999996,14.8593,4.51580816732176,0.00227001564232301,0.0189399942313731,-1.73996082520101,"SAR1B_HUMAN",9,-4.75643213982394,0.0018437861289213,0.0167265132211794,-0.341049999999996,"Non-significant",1.77659458184833,"SAR1B","Small COPII coat GTPase SAR1B","SAR1B_HUMAN",0.341049999999996
-0.129649999999998,13.3522,-3.36184805651238,0.0107801443671842,0.0527776541005148,-3.39852318089607,"VP26A_HUMAN",17,4.75495090082824,0.00184706324392342,0.016737457624028,0.129649999999998,"Non-significant",1.7763105095273,"VPS26A","Vacuolar protein sorting-associated protein 26A","VP26A_HUMAN",-0.129649999999998
-0.678982500000002,8.38080125,-4.75487329884763,0.0016846821448702,0.0156340824075613,-1.41943450709236,"GET1_HUMAN",7,4.75338653272447,0.00185053123652833,0.0167501052462021,0.678982500000002,"Up in BDM",1.77598245980915,"GET1","Guided entry of tail-anchored proteins factor 1","GET1_HUMAN",-0.678982500000002
0.221024999999999,13.2173875,4.23131781545645,0.0032728361812801,0.0237471587551949,-2.13221628154843,"KYNU_HUMAN",27,-4.75010497445154,0.00185782931301786,0.016797353844657,-0.221024999999999,"Non-significant",1.77475912905859,"KYNU","Kynureninase","KYNU_HUMAN",0.221024999999999
-0.398425,13.7637375,-4.62470270009195,0.00197963622903103,0.017430718561283,-1.59292343440803,"MUC18_HUMAN",27,4.74294406222904,0.00187386516232609,0.0169234101755104,0.398425,"Non-significant",1.77151211935971,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN",-0.398425
-0.287469999999999,9.024355,-4.60963817773119,0.0020172684410429,0.017608618584179,-1.61316137029386,"XYLK_HUMAN",12,4.7411971098153,0.00187780028552254,0.0169400219954003,0.287469999999999,"Non-significant",1.77108603010479,"FAM20B","Glycosaminoglycan xylosylkinase","XYLK_HUMAN",-0.287469999999999
-0.370725,13.4103875,-4.56767401130789,0.00212628627370084,0.01819886530877,-1.6697117352112,"PLBL2_HUMAN",19,4.74011684106138,0.00188023821014655,0.016943105298344,0.370725,"Non-significant",1.771006990089,"PLBD2","Putative phospholipase B-like 2","PLBL2_HUMAN",-0.370725
-0.393515000000001,7.3077425,-4.77230242581382,0.00164898859711477,0.015394356770537,-1.39639382145803,"RN115_HUMAN",6,4.73876477964676,0.00188329441845454,0.0169452528035698,0.393515000000001,"Non-significant",1.77095194760699,"RNF115","E3 ubiquitin-protein ligase RNF115","RN115_HUMAN",-0.393515000000001
-0.325810000000001,10.27432,-4.57232489345832,0.00211389222172535,0.0181579073625994,-1.66343158530793,"SPTC1_HUMAN",15,4.73815730407944,0.00188466933940483,0.0169452528035698,0.325810000000001,"Non-significant",1.77095194760699,"SPTLC1","Serine palmitoyltransferase 1","SPTC1_HUMAN",-0.325810000000001
0.607722499999998,9.53347125,5.63911644773943,0.000599879069889786,0.00793093640424672,-0.306102638520263,"OGFD2_HUMAN",11,-4.73719709967256,0.00188684485714985,0.0169459633114914,-0.607722499999998,"Up in B1",1.77093373818844,"OGFOD2","2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2","OGFD2_HUMAN",0.607722499999998
-0.280550000000002,11.247775,-4.59406482647117,0.00205699596662026,0.0178093534637604,-1.6341177741555,"CHP1_HUMAN",12,4.73472908914404,0.00189244927258101,0.0169692430036775,0.280550000000002,"Non-significant",1.77033753108589,"CHP1","Calcineurin B homologous protein 1","CHP1_HUMAN",-0.280550000000002
-0.175525,11.2873125,-3.9975871424427,0.00446050340873996,0.0289964613399846,-2.46307109247803,"RT26_HUMAN",13,4.73394715867783,0.001894228717079,0.0169692430036775,0.175525,"Non-significant",1.77033753108589,"MRPS26","Small ribosomal subunit protein mS26","RT26_HUMAN",-0.175525
-0.760799999999998,9.528455,-4.74960851056374,0.00169562991309375,0.0157072686393765,-1.42640312801969,"DYN1_HUMAN",7,4.7329600993002,0.001896477604001,0.0169692430036775,0.760799999999998,"Up in BDM",1.77033753108589,"DNM1","Dynamin-1","DYN1_HUMAN",-0.760799999999998
-0.399907500000001,8.44488125,-4.61658893438097,0.00199980862432368,0.0175129502821325,-1.60381947951603,"CT2NL_HUMAN",19,4.73236519842668,0.00189783442723301,0.0169692430036775,0.399907500000001,"Non-significant",1.77033753108589,"CTTNBP2NL","CTTNBP2 N-terminal-like protein","CT2NL_HUMAN",-0.399907500000001
0.261249999999999,11.2281,4.46705588308053,0.00241483763561538,0.0197635582874709,-1.80635015941118,"KAT1_HUMAN",16,-4.72247091846379,0.00192055816222338,0.0171420279159638,-0.261249999999999,"Non-significant",1.76593780198013,"KYAT1","Kynurenine--oxoglutarate transaminase 1","KAT1_HUMAN",0.261249999999999
0.26385,11.132,4.28059583876313,0.00306921209651865,0.0228483950015727,-2.06343928027322,"ACD10_HUMAN",51,-4.72210678795805,0.00192140013508143,0.0171420279159638,-0.26385,"Non-significant",1.76593780198013,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN",0.26385
-0.259224999999997,11.8058375,-5.68373509343953,0.000571020529458007,0.00772986441551606,-0.252872518459959,"TM192_HUMAN",12,4.72031961124151,0.00192553848534049,0.0171600083539219,0.259224999999997,"Non-significant",1.76548250506183,"TMEM192","Transmembrane protein 192","TM192_HUMAN",-0.259224999999997
-0.225275000000002,13.2742125,-4.32708569530943,0.00288969485546147,0.0221817697214578,-1.99887129487448,"FACE1_HUMAN",18,4.7175002612691,0.00193208686365284,0.0171994032146541,0.225275000000002,"Non-significant",1.7644866219924,"ZMPSTE24","CAAX prenyl protease 1 homolog","FACE1_HUMAN",-0.225275000000002
-0.253599999999999,12.003675,-4.22422966548933,0.00330331472081944,0.0238825517785184,-2.14213753408371,"AMPE_HUMAN",38,4.71592281414052,0.00193576141435507,0.0172131567791331,0.253599999999999,"Non-significant",1.76413947563195,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN",-0.253599999999999
-0.306867500000001,10.03529125,-4.57121972676082,0.00211683019041761,0.0181638412198998,-1.66492362082746,"DGLB_HUMAN",20,4.71225734789182,0.00194432957650991,0.0172703472164062,0.306867500000001,"Non-significant",1.7626989309529,"DAGLB","Diacylglycerol lipase-beta","DGLB_HUMAN",-0.306867500000001
-0.352795,9.3118975,-4.54547941240021,0.00218653642475505,0.0185259684709592,-1.69972491001314,"GPI8_HUMAN",15,4.70988127542047,0.00194990601402979,0.0172837464051132,0.352795,"Non-significant",1.76236211447768,"PIGK","GPI-anchor transamidase","GPI8_HUMAN",-0.352795
-0.270555000000005,9.228925,-4.37408681593661,0.00271976392926891,0.0213161513330959,-1.93390847067711,"ATG9A_HUMAN",27,4.70979252222184,0.00195011465068208,0.0172837464051132,0.270555000000005,"Non-significant",1.76236211447768,"ATG9A","Autophagy-related protein 9A","ATG9A_HUMAN",-0.270555000000005
0.316925000000001,10.7432375,5.07220144135185,0.00114856631159798,0.0120726417381619,-1.0069031160622,"TBC24_HUMAN",25,-4.70582762388757,0.00195946023468426,0.0173475543011532,-0.316925000000001,"Non-significant",1.760761744411,"TBC1D24","TBC1 domain family member 24","TBC24_HUMAN",0.316925000000001
-1.0057,6.8886375,-4.79029492340924,0.00161300890357175,0.015125233141033,-1.37265509640703,"SEM4B_HUMAN",11,4.69896636969619,0.00197574935513994,0.0174726280498864,1.0057,"Up in BDM",1.75764176807232,"SEMA4B","Semaphorin-4B","SEM4B_HUMAN",-1.0057
0.258799999999997,11.512975,4.38788110159297,0.00267198145557033,0.0210093639157344,-1.91490302367522,"IYD1_HUMAN",13,-4.69657387070692,0.00198146429412574,0.0175040173654846,-0.258799999999997,"Non-significant",1.75686226448912,"IYD","Iodotyrosine deiodinase 1","IYD1_HUMAN",0.258799999999997
-0.265142499999998,9.02155875,-5.58733131626045,0.000635412536051982,0.00816540465645178,-0.368229099015845,"KIF3A_HUMAN",28,4.69185351429904,0.00199279315322583,0.0175848767003542,0.265142499999998,"Non-significant",1.7548606724732,"KIF3A","Kinesin-like protein KIF3A","KIF3A_HUMAN",-0.265142499999998
-0.354674999999997,11.1239125,-4.85951598517013,0.00148240315158127,0.014332852481138,-1.28176945347758,"EXOC4_HUMAN",46,4.68411235396423,0.0020115264357949,0.0177308268053764,0.354674999999997,"Non-significant",1.75127101236071,"EXOC4","Exocyst complex component 4","EXOC4_HUMAN",-0.354674999999997
0.344250000000001,8.8421,4.44255827897037,0.00249139196796233,0.0201813431575502,-1.8398406388311,"ARH_HUMAN",11,-4.68180033299055,0.00201715891745023,0.017761106241558,-0.344250000000001,"Non-significant",1.75052998790189,"LDLRAP1","Low density lipoprotein receptor adapter protein 1","ARH_HUMAN",0.344250000000001
-0.382949999999997,13.8161,-4.49174151377186,0.00234028533366704,0.0193107792308217,-1.77269081956131,"CALU_HUMAN",21,4.67991057366066,0.0020217755770621,0.0177823851897638,0.382949999999997,"Non-significant",1.75000998660104,"CALU","Calumenin","CALU_HUMAN",-0.382949999999997
0.122275,11.7217875,3.20891693594581,0.0134406622629005,0.06079511643594,-3.63005564444696,"UBP15_HUMAN",49,-4.67598654779306,0.00203139907589599,0.0178307223341561,-0.122275,"Non-significant",1.74883106291641,"USP15","Ubiquitin carboxyl-terminal hydrolase 15","UBP15_HUMAN",0.122275
0.399605000000001,10.0413975,4.92585253107001,0.00136805833207293,0.0136350376056048,-1.19532960342453,"AKT2_HUMAN",20,-4.67570355855464,0.0020320950387983,0.0178307223341561,-0.399605000000001,"Non-significant",1.74883106291641,"AKT2","RAC-beta serine/threonine-protein kinase","AKT2_HUMAN",0.399605000000001
-0.796897499999996,8.91506625,-4.68836865593774,0.00182886447420642,0.0166102244036203,-1.50776043174371,"GAPR1_HUMAN",6,4.67497453677505,0.00203388914908968,0.0178307223341561,0.796897499999996,"Up in BDM",1.74883106291641,"GLIPR2","Golgi-associated plant pathogenesis-related protein 1","GAPR1_HUMAN",-0.796897499999996
0.274775,14.5752625,4.45457206847216,0.00245352338746882,0.0200321510514247,-1.82340579828458,"FBX2_HUMAN",13,-4.67262914430268,0.00203967294376612,0.0178620546093841,-0.274775,"Non-significant",1.74806858720578,"FBXO2","F-box only protein 2","FBX2_HUMAN",0.274775
-0.190889999999998,10.10273,-4.14600242925897,0.00366095824016318,0.0254501015581421,-2.25210256848944,"TRI47_HUMAN",26,4.67167665265874,0.00204202697183176,0.0178633160317274,0.190889999999998,"Non-significant",1.74803791831399,"TRIM47","E3 ubiquitin-protein ligase TRIM47","TRI47_HUMAN",-0.190889999999998
-0.301325000000002,10.3740875,-4.49569230944178,0.00232858867459995,0.0192947367829357,-1.76731205983292,"LEGL_HUMAN",9,4.66678295869751,0.00205416864023686,0.0179501028313887,0.301325000000002,"Non-significant",1.74593305912038,"LGALSL","Galectin-related protein","LEGL_HUMAN",-0.301325000000002
0.195850000000002,11.269775,4.76447301068625,0.00166491905566587,0.0155179142270444,-1.40673852019544,"DCPS_HUMAN",18,-4.6638717784897,0.00206142915732544,0.0179940949013624,-0.195850000000002,"Non-significant",1.74486999336948,"DCPS","m7GpppX diphosphatase","DCPS_HUMAN",0.195850000000002
-0.68172,7.9582875,-4.6759214976012,0.00185732322263024,0.0166993810995776,-1.52436372774186,"NKAP_HUMAN",8,4.66134993478306,0.00206774147034953,0.0179989729742314,0.68172,"Up in BDM",1.74475227513831,"NKAP","NF-kappa-B-activating protein","NKAP_HUMAN",-0.68172
-0.37665,12.688625,-4.52352173816391,0.00224798386956995,0.0188972696496677,-1.72948843218449,"CDIPT_HUMAN",5,4.66100360853099,0.00206861000191273,0.0179989729742314,0.37665,"Non-significant",1.74475227513831,"CDIPT","CDP-diacylglycerol--inositol 3-phosphatidyltransferase","CDIPT_HUMAN",-0.37665
-0.155899999999999,13.5387,-3.74751325538293,0.00626806778576958,0.0365020114642475,-2.82521324449872,"DYN2_HUMAN",54,4.66098036674906,0.00206866830298911,0.0179989729742314,0.155899999999999,"Non-significant",1.74475227513831,"DNM2","Dynamin-2","DYN2_HUMAN",-0.155899999999999
0.711149999999996,11.871975,4.67717487761436,0.00185443570114447,0.0166993810995776,-1.52269081310227,"ACACB_HUMAN",121,-4.66000412667055,0.00207111879394012,0.0180009174316322,-0.711149999999996,"Up in B1",1.74470536015548,"ACACB","Acetyl-CoA carboxylase 2","ACACB_HUMAN",0.711149999999996
-0.346950000000003,11.383175,-4.63295873636945,0.00195933838946732,0.0172972908314408,-1.58184622251579,"LMF2_HUMAN",14,4.65804143851642,0.0020760550603736,0.0180160942402328,0.346950000000003,"Non-significant",1.74433935507553,"LMF2","Lipase maturation factor 2","LMF2_HUMAN",-0.346950000000003
0.182325000000002,13.2208625,3.84314786680989,0.00549743161637596,0.0333101497415044,-2.68576207875343,"CZIB_HUMAN",10,-4.6567193847282,0.00207938738515579,0.0180160942402328,-0.182325000000002,"Non-significant",1.74433935507553,"CZIB","CXXC motif containing zinc binding protein","CZIB_HUMAN",0.182325000000002
-0.500107499999999,8.69307125,-4.73879604055365,0.00171835899283382,0.0158678958409426,-1.44072755813285,"SPTC2_HUMAN",16,4.65665427813899,0.00207955164247646,0.0180160942402328,0.500107499999999,"Up in BDM",1.74433935507553,"SPTLC2","Serine palmitoyltransferase 2","SPTC2_HUMAN",-0.500107499999999
0.17395,10.276025,3.89092414045251,0.00515127719614716,0.0320831379724249,-2.61653570173205,"HOOK1_HUMAN",38,-4.65572961973206,0.00208188600201675,0.0180170070174533,-0.17395,"Non-significant",1.74431735230051,"HOOK1","Protein Hook homolog 1","HOOK1_HUMAN",0.17395
0.668939999999999,8.13036,4.69247474855907,0.00181958145290806,0.0165813719096459,-1.50228828433005,"C163A_HUMAN",29,-4.65275371696848,0.00208941843137059,0.0180464169190407,-0.668939999999999,"Up in B1",1.74360901352343,"CD163","Scavenger receptor cysteine-rich type 1 protein M130","C163A_HUMAN",0.668939999999999
0.162849999999997,13.18785,3.77767332231382,0.00601317076384984,0.0354518302583503,-2.78111004062228,"VTA1_HUMAN",13,-4.65049675616286,0.00209515108967677,0.0180464169190407,-0.162849999999997,"Non-significant",1.74360901352343,"VTA1","Vacuolar protein sorting-associated protein VTA1 homolog","VTA1_HUMAN",0.162849999999997
-0.17995,15.089025,-3.79789262686394,0.00584855093518801,0.034760174418474,-2.75160725109183,"ACOX1_HUMAN",37,4.65013162930521,0.00209608013170979,0.0180464169190407,0.17995,"Non-significant",1.74360901352343,"ACOX1","Peroxisomal acyl-coenzyme A oxidase 1","ACOX1_HUMAN",-0.17995
0.568049999999999,12.35435,4.63260527996795,0.00196020269721635,0.0172972908314408,-1.58232025431485,"GPX2_HUMAN",16,-4.64892761975666,0.00209914686670602,0.0180464169190407,-0.568049999999999,"Up in B1",1.74360901352343,"GPX2","Glutathione peroxidase 2","GPX2_HUMAN",0.568049999999999
-0.2934225,9.90786375,-4.4448516188435,0.00248411418185589,0.0201597338674108,-1.83670173736747,"OSBL8_HUMAN",35,4.64868605785786,0.00209976274318887,0.0180464169190407,0.2934225,"Non-significant",1.74360901352343,"OSBPL8","Oxysterol-binding protein-related protein 8","OSBL8_HUMAN",-0.2934225
-0.292275000000004,12.8560375,-4.86730588950117,0.00146844714826737,0.0142490495791658,-1.27158543623899,"CADH2_HUMAN",33,4.64838998273146,0.00210051787527177,0.0180464169190407,0.292275000000004,"Non-significant",1.74360901352343,"CDH2","Cadherin-2","CADH2_HUMAN",-0.292275000000004
-0.434072500000003,7.86873875,-4.6171666412045,0.00199836492276014,0.0175129502821325,-1.60304335357024,"SNX19_HUMAN",10,4.64823517800685,0.00210091281959883,0.0180464169190407,0.434072500000003,"Non-significant",1.74360901352343,"SNX19","Sorting nexin-19","SNX19_HUMAN",-0.434072500000003
0.209225000000002,11.4457625,4.24843996051065,0.00320046610493478,0.0234973218819749,-2.10827988067286,"FMC1_HUMAN",6,-4.64216678248368,0.00211645925166033,0.0181606583133444,-0.209225000000002,"Non-significant",1.74086841260618,"FMC1","Protein FMC1 homolog","FMC1_HUMAN",0.209225000000002
-1.92089,6.2129375,-4.72295178632295,0.00175227073685447,0.0160950049613576,-1.46174908745823,"CA2D1_HUMAN",8,4.63755189350151,0.00212836661763871,0.0182434648678406,1.92089,"Up in BDM",1.73889267532347,"CACNA2D1","Voltage-dependent calcium channel subunit alpha-2/delta-1","CA2D1_HUMAN",-1.92089
0.19084,9.9423025,3.8700997539416,0.00529917445434023,0.0327050459921584,-2.6466730786536,"KCC2B_HUMAN",10,-4.62811317764724,0.00215295035581291,0.0184330014000232,-0.19084,"Non-significant",1.73440394392687,"CAMK2B","Calcium/calmodulin-dependent protein kinase type II subunit beta","KCC2B_HUMAN",0.19084
0.206724999999999,14.7980625,4.09491211469628,0.00391711313928442,0.0264954188324987,-2.32438327469315,"LMNB1_HUMAN",50,-4.62731643706257,0.00215503975294098,0.0184330014000232,-0.206724999999999,"Non-significant",1.73440394392687,"LMNB1","Lamin-B1","LMNB1_HUMAN",0.206724999999999
0.235924999999998,13.2023625,4.08254454762316,0.00398200209812077,0.0268221024659251,-2.3419349000303,"DPP2_HUMAN",19,-4.62323710137313,0.00216577249080701,0.0185052209758912,-0.235924999999998,"Non-significant",1.73270572450904,"DPP7","Dipeptidyl peptidase 2","DPP2_HUMAN",0.235924999999998
-0.512650000000004,10.56275,-4.5794653448922,0.00209501719589195,0.0180912221536574,-1.65379588624041,"EPCAM_HUMAN",9,4.6218155078621,0.00216952649210533,0.0185177218961852,0.512650000000004,"Up in BDM",1.73241244253372,"EPCAM","Epithelial cell adhesion molecule","EPCAM_HUMAN",-0.512650000000004
-0.184900000000003,17.3006,-4.26039440709843,0.00315097072448666,0.0232172254931865,-2.09159250138854,"CLUS_HUMAN",28,4.61933075890742,0.00217610514553401,0.0185542804761091,0.184900000000003,"Non-significant",1.73155588266871,"CLU","Clusterin","CLUS_HUMAN",-0.184900000000003
0.369795000000003,10.0380275,4.44143365382491,0.00249496940172018,0.0201813431575502,-1.84138019552312,"HMGN1_HUMAN",4,-4.6182073813619,0.00217908660529361,0.0185597222642408,-0.369795000000003,"Non-significant",1.73142852704012,"HMGN1","Non-histone chromosomal protein HMG-14","HMGN1_HUMAN",0.369795000000003
