"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","DM_vs_BT"
0.130283333333328,13.5103142857143,2.51662850146247,0.0442646238755924,0.170147804492035,-4.95149392313056,"COA3_HUMAN",6,-2.72070284112152,0.0346104622232443,0.1509748333246,-0.130283333333328,"Non-significant",0.821095441178142,"COA3","Cytochrome c oxidase assembly factor 3 homolog, mitochondrial","COA3_HUMAN",0.130283333333328
0.126391666666667,10.1526571428571,2.88179130088792,0.0269960257644307,0.127235496357955,-4.4293527690789,"CO2_HUMAN",23,-2.71988975289683,0.0346478495635053,0.151056401306264,-0.126391666666667,"Non-significant",0.820860865934683,"C2","Complement C2","CO2_HUMAN",0.126391666666667
-0.235034166666669,9.09380142857143,-2.67927381797039,0.0354467273276605,0.149071746612633,-4.7181900330492,"GAB1_HUMAN",23,2.71893795492619,0.0346916699592019,0.15116591281953,0.235034166666669,"Non-significant",0.820546129095111,"GAB1","GRB2-associated-binding protein 1","GAB1_HUMAN",-0.235034166666669
-0.139849999999999,14.4754857142857,-2.55023403339695,0.0422691234122499,0.16584385117976,-4.90323710504296,"PSB3_HUMAN",13,2.71835277689404,0.0347186407581547,0.151201925241468,0.139849999999999,"Non-significant",0.820442678964292,"PSMB3","Proteasome subunit beta type-3","PSB3_HUMAN",-0.139849999999999
0.104016666666663,13.7580714285714,2.37221202758703,0.0540341554161123,0.191826204784601,-5.158888093894,"IF4E_HUMAN",9,-2.71787063781156,0.034740879361263,0.151217300956968,-0.104016666666663,"Non-significant",0.820398517827537,"EIF4E","Eukaryotic translation initiation factor 4E","IF4E_HUMAN",0.104016666666663
0.216116666666665,13.2330285714286,3.15355431931658,0.0188914108278507,0.102725452781534,-4.04678537244574,"MCEE_HUMAN",8,-2.71712891659225,0.0347751209237171,0.151284877516903,-0.216116666666665,"Non-significant",0.820204482017798,"MCEE","Methylmalonyl-CoA epimerase, mitochondrial","MCEE_HUMAN",0.216116666666665
0.170580833333332,9.10972142857143,2.69861943455485,0.0345290433505357,0.146739357204196,-4.69049966593315,"FA11_HUMAN",25,-2.71657664761048,0.0348006398769202,0.151314455150697,-0.170580833333332,"Non-significant",0.820119581611229,"F11","Coagulation factor XI","FA11_HUMAN",0.170580833333332
0.108374999999999,13.3147285714286,2.61266846875396,0.0388094339377822,0.157874511584848,-4.81364066530814,"ELAV1_HUMAN",14,-2.71484278262328,0.0348808876774875,0.151581836073727,-0.108374999999999,"Non-significant",0.819352836735411,"ELAVL1","ELAV-like protein 1","ELAV1_HUMAN",0.108374999999999
-0.236949999999998,11.5158,-7.0230117364658,0.000360790628949447,0.0118124457561408,0.32697926863905,"P4HA1_HUMAN",25,2.71429980837359,0.0349060586335396,0.151609710873133,0.236949999999998,"Non-significant",0.819272980474757,"P4HA1","Prolyl 4-hydroxylase subunit alpha-1","P4HA1_HUMAN",-0.236949999999998
-0.295192499999999,9.50035857142857,-2.71013453263806,0.0339948318111862,0.14530947939176,-4.67402572501264,"G45IP_HUMAN",10,2.71334383756614,0.0349504223354268,0.151702945697134,0.295192499999999,"Non-significant",0.819005986203445,"GADD45GIP1","Large ribosomal subunit protein mL64","G45IP_HUMAN",-0.295192499999999
0.0515416666666635,11.5464857142857,1.79749855608136,0.120812153842043,0.306422700921092,-5.96946312477639,"PGTA_HUMAN",32,-2.71302868187118,0.0349650609716394,0.151702945697134,-0.0515416666666635,"Non-significant",0.819005986203445,"RABGGTA","Geranylgeranyl transferase type-2 subunit alpha","PGTA_HUMAN",0.0515416666666635
0.0852666666666657,10.4621571428571,2.1462431863501,0.0740518122550035,0.229509508610887,-5.48197756779003,"HECD3_HUMAN",41,-2.71182473840421,0.0350210432405533,0.151831381244492,-0.0852666666666657,"Non-significant",0.818638457078233,"HECTD3","E3 ubiquitin-protein ligase HECTD3","HECD3_HUMAN",0.0852666666666657
-0.103933333333339,9.46846285714286,-2.38733699906921,0.0529128153958498,0.189323012537056,-5.13717909204877,"RABX5_HUMAN",25,2.71158437595032,0.0350322313523416,0.151831381244492,0.103933333333339,"Non-significant",0.818638457078233,"RABGEF1","Rab5 GDP/GTP exchange factor","RABX5_HUMAN",-0.103933333333339
0.114016666666664,10.1173857142857,3.10838898492413,0.0200317936783044,0.106673038386554,-4.10987369303261,"BRE1A_HUMAN",39,-2.70967275633337,0.0351213474299314,0.152136040340909,-0.114016666666664,"Non-significant",0.817767891357404,"RNF20","E3 ubiquitin-protein ligase BRE1A","BRE1A_HUMAN",0.114016666666664
-0.112308333333337,11.1659571428571,-2.56842550209172,0.0412286653002842,0.164061171101787,-4.8771221899031,"AB1IP_HUMAN",20,2.7079712078054,0.0352008743715283,0.152398857817388,0.112308333333337,"Non-significant",0.817018287887918,"APBB1IP","Amyloid beta A4 precursor protein-binding family B member 1-interacting protein","AB1IP_HUMAN",-0.112308333333337
0.162174999999998,10.3319714285714,3.58579050964851,0.0109466089600301,0.0749207791904515,-3.45512573560574,"RS4Y1_HUMAN",11,-2.70719374398479,0.035237275542803,0.152474784910319,-0.162174999999998,"Non-significant",0.816801970610545,"RPS4Y1","Small ribosomal subunit protein eS4, Y isoform 1","RS4Y1_HUMAN",0.162174999999998
0.156777499999999,9.38943714285714,2.5269038767065,0.0436441522363431,0.168711469405242,-4.93673712573761,"DDX18_HUMAN",23,-2.70420448506918,0.0353776092299189,0.152934639176233,-0.156777499999999,"Non-significant",0.815494137221398,"DDX18","ATP-dependent RNA helicase DDX18","DDX18_HUMAN",0.156777499999999
1.44862333333333,5.62453142857143,2.74529534995471,0.0324173958641545,0.141172708160448,-4.62376440554468,"CSAD_HUMAN",4,-2.70352769012461,0.0354094649266319,0.152934639176233,-1.44862333333333,"Non-significant",0.815494137221398,"CSAD","Cysteine sulfinic acid decarboxylase","CSAD_HUMAN",1.44862333333333
0.141158333333328,12.2125285714286,2.57063629212248,0.041104073102419,0.163828512271624,-4.87394892531734,"EFHD2_HUMAN",14,-2.70309332936431,0.0354299257764531,0.152934639176233,-0.141158333333328,"Non-significant",0.815494137221398,"EFHD2","EF-hand domain-containing protein D2","EFHD2_HUMAN",0.141158333333328
0.124974999999999,12.6210142857143,2.46771383162642,0.0473480106866928,0.176464081530271,-5.02175194457425,"PFD6_HUMAN",9,-2.70293921101143,0.0354371886610447,0.152934639176233,-0.124974999999999,"Non-significant",0.815494137221398,"PFDN6","Prefoldin subunit 6","PFD6_HUMAN",0.124974999999999
-0.122891666666671,10.5613428571429,-2.59184107314539,0.0399290440260132,0.160810395048463,-4.84351829455331,"MYO5B_HUMAN",79,2.70291878053013,0.0354381515745496,0.152934639176233,0.122891666666671,"Non-significant",0.815494137221398,"MYO5B","Unconventional myosin-Vb","MYO5B_HUMAN",-0.122891666666671
0.250825000000001,12.0700285714286,3.45034446201136,0.0129487391992495,0.0816416996470621,-3.63800931121751,"SMD1_HUMAN",5,-2.69826394790009,0.0356582704263083,0.153723777281204,-0.250825000000001,"Non-significant",0.813258952647521,"SNRPD1","Small nuclear ribonucleoprotein Sm D1","SMD1_HUMAN",0.250825000000001
-0.35823,8.05774714285714,-2.79395267036328,0.0303619581621165,0.135548935721476,-4.55432341343514,"DDX28_HUMAN",18,2.69811204164307,0.0356654783871749,0.153723777281204,0.35823,"Non-significant",0.813258952647521,"DDX28","Probable ATP-dependent RNA helicase DDX28","DDX28_HUMAN",-0.35823
0.0436999999999994,12.8589714285714,1.545742757396,0.171570192738587,0.37746376371965,-6.30442310450068,"SYIC_HUMAN",60,-2.69750322243933,0.0356943825269963,0.153723777281204,-0.0436999999999994,"Non-significant",0.813258952647521,"IARS1","Isoleucine--tRNA ligase, cytoplasmic","SYIC_HUMAN",0.0436999999999994
-0.243071666666665,8.88946857142857,-2.65359063521004,0.0367052658255898,0.151914318314512,-4.75497639850042,"ERBB3_HUMAN",21,2.69744634722493,0.035697083998122,0.153723777281204,0.243071666666665,"Non-significant",0.813258952647521,"ERBB3","Receptor tyrosine-protein kinase erbB-3","ERBB3_HUMAN",-0.243071666666665
-0.101900000000002,14.1745714285714,-2.41158855415583,0.0511651973157979,0.185926501583083,-5.10236067446698,"DDX3X_HUMAN",46,2.69689987670398,0.0357230515118818,0.153726546237476,0.101900000000002,"Non-significant",0.813251129969597,"DDX3X","ATP-dependent RNA helicase DDX3X","DDX3X_HUMAN",-0.101900000000002
-0.0920000000000023,11.2590285714286,-3.34142029194222,0.0148514298297934,0.0885934371322655,-3.78680362553498,"LFA3_HUMAN",3,2.69663250499425,0.0357357639960679,0.153726546237476,0.0920000000000023,"Non-significant",0.813251129969597,"CD58","Lymphocyte function-associated antigen 3","LFA3_HUMAN",-0.0920000000000023
0.077200000000003,10.9467142857143,2.2311418370421,0.0657596506847734,0.214674982425292,-5.36095581422097,"HOOK3_HUMAN",41,-2.69560028749864,0.0357848873038202,0.15381570201224,-0.077200000000003,"Non-significant",0.812999328063908,"HOOK3","Protein Hook homolog 3","HOOK3_HUMAN",0.077200000000003
0.106299999999997,11.8633428571429,2.66186692734273,0.0362946059575329,0.150910133721573,-4.74311923933461,"OCLN_HUMAN",19,-2.69525974981592,0.0358011093454598,0.15381570201224,-0.106299999999997,"Non-significant",0.812999328063908,"OCLN","Occludin","OCLN_HUMAN",0.106299999999997
1.54517916666667,7.24785285714286,2.73656598691379,0.0328016078415667,0.141967710470757,-4.63623673373047,"IGHG1_HUMAN",6,-2.69481245528607,0.0358224288573495,0.15381570201224,-1.54517916666667,"Non-significant",0.812999328063908,"IGHG1","Immunoglobulin heavy constant gamma 1","IGHG1_HUMAN",1.54517916666667
-0.103225000000005,10.9427142857143,-2.35249154063285,0.0555334630404603,0.194984583944905,-5.1871841236289,"SELO_HUMAN",26,2.69459900114591,0.0358326075577196,0.15381570201224,0.103225000000005,"Non-significant",0.812999328063908,"SELENOO","Protein adenylyltransferase SelO, mitochondrial","SELO_HUMAN",-0.103225000000005
-0.129758333333337,13.7604857142857,-2.84323800812464,0.0284213489700386,0.131349207389835,-4.4841374925852,"GSH0_HUMAN",12,2.69175106889596,0.0359687091774413,0.154257812174227,0.129758333333337,"Non-significant",0.81175283249248,"GCLM","Glutamate--cysteine ligase regulatory subunit","GSH0_HUMAN",-0.129758333333337
-0.226922500000001,9.29819,-2.63609708121841,0.037589579276561,0.154388500656729,-4.78004732153579,"GPAT4_HUMAN",12,2.69164541110749,0.0359737691387378,0.154257812174227,0.226922500000001,"Non-significant",0.81175283249248,"GPAT4","Glycerol-3-phosphate acyltransferase 4","GPAT4_HUMAN",-0.226922500000001
-0.303904166666667,7.33117714285714,-2.67888474393989,0.0354654473048349,0.149072912410286,-4.71874710460911,"STIM2_HUMAN",14,2.69113280831627,0.0359983285322056,0.154281277585269,0.303904166666667,"Non-significant",0.811686773449143,"STIM2","Stromal interaction molecule 2","STIM2_HUMAN",-0.303904166666667
0.109308333333329,11.5414285714286,2.46015513921718,0.0478442291947402,0.177821328405769,-5.03260916961434,"PHS2_HUMAN",6,-2.68950142481487,0.0360766093086451,0.154441736750826,-0.109308333333329,"Non-significant",0.811235323228645,"PCBD2","Pterin-4-alpha-carbinolamine dehydratase 2","PHS2_HUMAN",0.109308333333329
0.938580833333331,8.91801857142857,2.78686049450861,0.0306526811403675,0.136359725733402,-4.56443616419663,"FILA2_HUMAN",30,-2.68921774111729,0.036090240221611,0.154441736750826,-0.938580833333331,"Non-significant",0.811235323228645,"FLG2","Filaggrin-2","FILA2_HUMAN",0.938580833333331
0.224141666666663,11.1665142857143,2.61946210926572,0.0384514533863475,0.157197316857107,-4.80389770938158,"RAP2C_HUMAN",4,-2.68915846139023,0.0360930892889164,0.154441736750826,-0.224141666666663,"Non-significant",0.811235323228645,"RAP2C","Ras-related protein Rap-2c","RAP2C_HUMAN",0.224141666666663
1.112085,6.81035714285714,2.74382477086236,0.0324817840452015,0.141234249216005,-4.62586524838786,"ARL5A_HUMAN",4,-2.68834091293077,0.0361324063386222,0.154528169542372,-1.112085,"Non-significant",0.810992339788262,"ARL5A","ADP-ribosylation factor-like protein 5A","ARL5A_HUMAN",1.112085
-0.385836666666668,7.22243857142857,-2.70080880808709,0.0344267899057659,0.146381768968073,-4.68736697955973,"DPOD1_HUMAN",26,2.68709400779252,0.0361924598841181,0.15470314819848,0.385836666666668,"Non-significant",0.810500848347716,"POLD1","DNA polymerase delta catalytic subunit","DPOD1_HUMAN",-0.385836666666668
0.177766666666662,10.0385642857143,3.84005834489708,0.00804698306254735,0.062723012627358,-3.11859224050622,"SAFB2_HUMAN",22,-2.68592120751361,0.036249041697179,0.154863109956817,-0.177766666666662,"Non-significant",0.810052023494786,"SAFB2","Scaffold attachment factor B2","SAFB2_HUMAN",0.177766666666662
-0.114800000000002,16.9551,-2.37184565683707,0.0540616224791936,0.191826204784601,-5.15941387993216,"TBB5_HUMAN",5,2.68508961495211,0.0362892191730989,0.15492081343614,0.114800000000002,"Non-significant",0.809890231348366,"TUBB","Tubulin beta chain","TBB5_HUMAN",-0.114800000000002
0.16119166666666,17.5468428571429,3.5507344943346,0.0114299225423197,0.0766407998281779,-3.50222541200973,"SCP2_HUMAN",39,-2.68484842405365,0.0363008809412407,0.15492081343614,-0.16119166666666,"Non-significant",0.809890231348366,"SCP2","Sterol carrier protein 2","SCP2_HUMAN",0.16119166666666
0.670859166666667,6.30107142857143,2.79904374067327,0.0301550825992972,0.135037968227213,-4.54706598559709,"KLD10_HUMAN",7,-2.68329005237957,0.0363763259729784,0.155026115832573,-0.670859166666667,"Non-significant",0.809595134045291,"KLHDC10","Kelch domain-containing protein 10","KLD10_HUMAN",0.670859166666667
-0.269647500000003,10.1309157142857,-2.75045718420145,0.0321924640059572,0.140503070496842,-4.61639124311856,"NUBPL_HUMAN",12,2.68327125616523,0.0363772369705525,0.155026115832573,0.269647500000003,"Non-significant",0.809595134045291,"NUBPL","Iron-sulfur cluster transfer protein NUBPL","NUBPL_HUMAN",-0.269647500000003
-0.16421666666667,12.2266285714286,-2.60720649193087,0.039099801702068,0.158584613347762,-4.82147486288272,"AUHM_HUMAN",14,2.6831504406815,0.0363830931256205,0.155026115832573,0.16421666666667,"Non-significant",0.809595134045291,"AUH","Methylglutaconyl-CoA hydratase, mitochondrial","AUHM_HUMAN",-0.16421666666667
1.00303333333333,6.27762857142857,2.74621214896132,0.0323773233980737,0.141081350418668,-4.62245474288108,"CD36_HUMAN",3,-2.68135289028611,0.0364703428239082,0.155156705622892,-1.00303333333333,"Non-significant",0.809229450166261,"CD36","Platelet glycoprotein 4","CD36_HUMAN",1.00303333333333
-0.49614666666667,6.96690428571429,-2.70219418297701,0.0343622531766898,0.146261238771555,-4.68538481883147,"MBD3_HUMAN",8,2.68135118867154,0.0364704255228427,0.155156705622892,0.49614666666667,"Non-significant",0.809229450166261,"MBD3","Methyl-CpG-binding domain protein 3","MBD3_HUMAN",-0.49614666666667
0.0798416666666633,13.3266571428571,2.48040052591325,0.0465272354951848,0.174920764887246,-5.00352877846977,"SC24C_HUMAN",40,-2.68133262856761,0.0364713275619812,0.155156705622892,-0.0798416666666633,"Non-significant",0.809229450166261,"SEC24C","Protein transport protein Sec24C","SC24C_HUMAN",0.0798416666666633
0.117549999999996,11.9695714285714,2.73978626589364,0.0326593092461546,0.141622959569028,-4.63163518889796,"MIRO2_HUMAN",18,-2.6799148214162,0.0365403048433856,0.155332619542944,-0.117549999999996,"Non-significant",0.808737333711675,"RHOT2","Mitochondrial Rho GTPase 2","MIRO2_HUMAN",0.117549999999996
0.0794083333333333,16.9874428571429,2.2069517069424,0.068020410147327,0.218402122679992,-5.39549593194451,"GABT_HUMAN",40,-2.67969293221702,0.036551112504105,0.155332619542944,-0.0794083333333333,"Non-significant",0.808737333711675,"ABAT","4-aminobutyrate aminotransferase, mitochondrial","GABT_HUMAN",0.0794083333333333
-0.176550000000004,11.2403142857143,-2.66514676730323,0.0361332155755517,0.150626498967088,-4.73842107572254,"NUBP2_HUMAN",12,2.67731562038555,0.0366671197565079,0.155685870932681,0.176550000000004,"Non-significant",0.807750799470434,"NUBP2","Cytosolic Fe-S cluster assembly factor NUBP2","NUBP2_HUMAN",-0.176550000000004
0.153675,15.4512142857143,2.54331232825718,0.0426722479332669,0.166627913065022,-4.91317519493108,"QCR7_HUMAN",12,-2.67685980595226,0.0366894073114599,0.155685870932681,-0.153675,"Non-significant",0.807750799470434,"UQCRB","Cytochrome b-c1 complex subunit 7","QCR7_HUMAN",0.153675
-0.173066666666667,11.7249714285714,-5.56939190002278,0.00127553518983877,0.0222307862129812,-1.07945776834435,"PARP4_HUMAN",65,2.67658734686616,0.036702736408261,0.155685870932681,0.173066666666667,"Non-significant",0.807750799470434,"PARP4","Protein mono-ADP-ribosyltransferase PARP4","PARP4_HUMAN",-0.173066666666667
0.0509499999999967,11.6558142857143,1.7255751322548,0.133608669914265,0.324506874674582,-6.06703504180811,"HUWE1_HUMAN",151,-2.6764049107245,0.0367116643406606,0.155685870932681,-0.0509499999999967,"Non-significant",0.807750799470434,"HUWE1","E3 ubiquitin-protein ligase HUWE1","HUWE1_HUMAN",0.0509499999999967
0.3798475,6.68377571428571,2.68763598236424,0.0350469159477603,0.147866744577631,-4.70621878218468,"TASP1_HUMAN",6,-2.67568341638271,0.0367469950480883,0.155685870932681,-0.3798475,"Non-significant",0.807750799470434,"TASP1","Threonine aspartase 1","TASP1_HUMAN",0.3798475
0.128858333333334,11.4589,3.59839986514938,0.0107783042361973,0.0740195693637917,-3.43822503959916,"FAM3C_HUMAN",11,-2.67529784296326,0.036765890993944,0.155685870932681,-0.128858333333334,"Non-significant",0.807750799470434,"FAM3C","Protein FAM3C","FAM3C_HUMAN",0.128858333333334
0.0829416666666631,11.9548285714286,2.08085929071396,0.0811606702397867,0.240918728442231,-5.57472763218875,"LRBA_HUMAN",104,-2.67523316038944,0.0367690619337484,0.155685870932681,-0.0829416666666631,"Non-significant",0.807750799470434,"LRBA","Lipopolysaccharide-responsive and beige-like anchor protein","LRBA_HUMAN",0.0829416666666631
0.19065,10.9626428571429,4.44545454940062,0.00402367601079072,0.0419637021454772,-2.3551225255405,"SMAP2_HUMAN",15,-2.67408199818334,0.0368255443237933,0.15582664104156,-0.19065,"Non-significant",0.807358290769727,"SMAP2","Stromal membrane-associated protein 2","SMAP2_HUMAN",0.19065
0.0817249999999987,16.2814,2.12016649096834,0.0768077729152147,0.232872178722311,-5.51902239452871,"AK1A1_HUMAN",24,-2.67377007579906,0.036840864905409,0.15582664104156,-0.0817249999999987,"Non-significant",0.807358290769727,"AKR1A1","Aldo-keto reductase family 1 member A1","AK1A1_HUMAN",0.0817249999999987
0.178316666666664,10.6110285714286,3.08343933300682,0.02069359052779,0.108787408168979,-4.1448146105513,"SIR3_HUMAN",12,-2.67324942789027,0.0368664525425699,0.155853313756063,-0.178316666666664,"Non-significant",0.807283959311601,"SIRT3","NAD-dependent protein deacetylase sirtuin-3, mitochondrial","SIR3_HUMAN",0.178316666666664
0.305030833333332,9.44263,2.82560628972276,0.0290998927517858,0.133123414351508,-4.50922768250076,"YIPF1_HUMAN",5,-2.67215012354778,0.0369205410195397,0.156000383199655,-0.305030833333332,"Non-significant",0.80687433484239,"YIPF1","Protein YIPF1","YIPF1_HUMAN",0.305030833333332
0.14245,11.0739,2.48913511945156,0.0459708298334063,0.173312601466149,-4.99098252642358,"A16A1_HUMAN",19,-2.67098449816362,0.0369779851832668,0.156146166922224,-0.14245,"Non-significant",0.806468672368519,"ALDH16A1","Aldehyde dehydrogenase family 16 member A1","A16A1_HUMAN",0.14245
-0.129366666666668,13.6770428571429,-3.57704031006718,0.0110651037260162,0.0752491202835697,-3.46686657023962,"PMVK_HUMAN",14,2.67066637819283,0.0369936792844313,0.156146166922224,0.129366666666668,"Non-significant",0.806468672368519,"PMVK","Phosphomevalonate kinase","PMVK_HUMAN",-0.129366666666668
-0.398866666666672,9.51331285714286,-2.70795988096372,0.034095041306085,0.145404842678873,-4.67713637865052,"OGFD3_HUMAN",11,2.67017468601247,0.037017950367099,0.156167063057026,0.398866666666672,"Non-significant",0.806410557148413,"OGFOD3","2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3","OGFD3_HUMAN",-0.398866666666672
-0.295869166666673,8.53030857142857,-2.64841248813245,0.0369647038662003,0.152753426048311,-4.7623962942022,"IL18R_HUMAN",8,2.6680494101376,0.0371230546223099,0.156528769176907,0.295869166666673,"Non-significant",0.80540582970529,"IL18R1","Interleukin-18 receptor 1","IL18R_HUMAN",-0.295869166666673
0.0823499999999964,12.9007571428571,2.14196702253598,0.0744967373281528,0.230270412169583,-5.48805689372172,"FLOT1_HUMAN",33,-2.6663003147145,0.037209793974625,0.156812703178777,-0.0823499999999964,"Non-significant",0.804618758635124,"FLOT1","Flotillin-1","FLOT1_HUMAN",0.0823499999999964
-0.249755833333339,8.47796571428571,-2.71251854881672,0.0338853346963455,0.144918074259556,-4.67061585805081,"EXOG_HUMAN",13,2.66571531128166,0.0372388531036412,0.156853386991522,0.249755833333339,"Non-significant",0.804506098988251,"EXOG","Nuclease EXOG, mitochondrial","EXOG_HUMAN",-0.249755833333339
-0.242930000000005,9.09201285714286,-2.98503085957501,0.0235441708651968,0.117691733520956,-4.28322380411713,"PHLA1_HUMAN",7,2.6639273742271,0.0373278162543089,0.157146218116447,0.242930000000005,"Non-significant",0.803696066259011,"PHLDA1","Pleckstrin homology-like domain family A member 1","PHLA1_HUMAN",-0.242930000000005
-0.123158333333333,11.6290571428571,-2.5574240741964,0.0418546186830226,0.165352337641677,-4.89291462359711,"CP2B6_HUMAN",30,2.66201759659537,0.037423092367211,0.157340505350719,0.123158333333333,"Non-significant",0.803159459285254,"CYP2B6","Cytochrome P450 2B6","CP2B6_HUMAN",-0.123158333333333
0.132008333333332,15.5757,2.47078436042554,0.04714797776696,0.176026376115629,-5.01734144029493,"LAMP1_HUMAN",13,-2.66169432030749,0.0374392458214784,0.157340505350719,-0.132008333333332,"Non-significant",0.803159459285254,"LAMP1","Lysosome-associated membrane glycoprotein 1","LAMP1_HUMAN",0.132008333333332
-0.474504166666666,8.80019142857143,-2.67968185050197,0.0354271064541064,0.149071746612633,-4.71760582394976,"FEN1_HUMAN",14,2.66155982167664,0.0374459686334248,0.157340505350719,0.474504166666666,"Non-significant",0.803159459285254,"FEN1","Flap endonuclease 1","FEN1_HUMAN",-0.474504166666666
-0.0750416666666691,13.4170857142857,-2.14007513276293,0.0746944535636419,0.230340096676154,-5.49074599310232,"KYNU_HUMAN",27,2.66123898685072,0.0374620105184729,0.157340505350719,0.0750416666666691,"Non-significant",0.803159459285254,"KYNU","Kynureninase","KYNU_HUMAN",-0.0750416666666691
0.135949999999998,12.7870857142857,2.49389003680686,0.0456708751392895,0.172564772885498,-4.98415273333264,"MTX2_HUMAN",9,-2.66105337741411,0.0374712944204051,0.157340505350719,-0.135949999999998,"Non-significant",0.803159459285254,"MTX2","Metaxin-2","MTX2_HUMAN",0.135949999999998
0.0778916666666642,14.5641428571429,2.37196786511349,0.0540524588270413,0.191826204784601,-5.1592384967581,"THRB_HUMAN",42,-2.65746353135725,0.0376513365953546,0.158014410020899,-0.0778916666666642,"Non-significant",0.801303306038008,"F2","Prothrombin","THRB_HUMAN",0.0778916666666642
-0.13206666666667,13.4896,-2.49687875043954,0.0454833904147043,0.172197772703539,-4.97985990507091,"PP1B_HUMAN",11,2.65573019383656,0.037738599035079,0.158298441100438,0.13206666666667,"Non-significant",0.80052336198421,"PPP1CB","Serine/threonine-protein phosphatase PP1-beta catalytic subunit","PP1B_HUMAN",-0.13206666666667
-0.338091666666674,11.8445714285714,-2.6730323338906,0.0357483017592687,0.14977627547011,-4.72712729610695,"LEAP2_HUMAN",4,2.65524947920159,0.0377628381173586,0.158317956692225,0.338091666666674,"Non-significant",0.800469823924311,"LEAP2","Liver-expressed antimicrobial peptide 2","LEAP2_HUMAN",-0.338091666666674
0.300816666666666,10.7664285714286,2.64198795147648,0.0372892949314471,0.153388992840146,-4.77160356177144,"NTCP_HUMAN",2,-2.65440377610868,0.0378055213187974,0.158414737594525,-0.300816666666666,"Non-significant",0.800204417707087,"SLC10A1","Hepatic sodium/bile acid cotransporter","NTCP_HUMAN",0.300816666666666
-0.138841666666668,16.0974285714286,-3.97086893155592,0.00689532722842613,0.057399515949916,-2.94905195241281,"ACOT1_HUMAN",33,2.65302818904697,0.0378750580367723,0.158623882959187,0.138841666666668,"Non-significant",0.799631423219504,"ACOT1","Acyl-coenzyme A thioesterase 1","ACOT1_HUMAN",-0.138841666666668
-0.105015833333336,8.91878428571428,-2.36983560615418,0.0542125761320206,0.192193093366282,-5.16229848229334,"NLE1_HUMAN",15,2.65113355701353,0.0379710561048291,0.158943576641809,0.105015833333336,"Non-significant",0.798757018459401,"NLE1","Notchless protein homolog 1","NLE1_HUMAN",-0.105015833333336
0.0866999999999969,11.9271428571429,2.17033157615915,0.0715956839355393,0.225003076691666,-5.44770016387139,"ACAD8_HUMAN",18,-2.64897741350675,0.0380806201993563,0.159179770131097,-0.0866999999999969,"Non-significant",0.798112126791134,"ACAD8","Isobutyryl-CoA dehydrogenase, mitochondrial","ACAD8_HUMAN",0.0866999999999969
-0.143823333333332,9.45267857142857,-2.56125051350839,0.0416357745515588,0.16489072302805,-4.88742153637653,"AAPK2_HUMAN",17,2.64890613327029,0.0380842480428157,0.159179770131097,0.143823333333332,"Non-significant",0.798112126791134,"PRKAA2","5'-AMP-activated protein kinase catalytic subunit alpha-2","AAPK2_HUMAN",-0.143823333333332
0.242830833333331,8.45765714285714,2.61832180470213,0.0385112950654904,0.157215554552706,-4.80553295254903,"TCAL4_HUMAN",15,-2.64823983018236,0.0381181776948112,0.159179770131097,-0.242830833333331,"Non-significant",0.798112126791134,"TCEAL4","Transcription elongation factor A protein-like 4","TCAL4_HUMAN",0.242830833333331
-0.311134166666669,8.36068571428571,-2.64262321108397,0.0372570650809292,0.153334448599364,-4.77069307786236,"TRI14_HUMAN",17,2.64810948745563,0.0381248188066394,0.159179770131097,0.311134166666669,"Non-significant",0.798112126791134,"TRIM14","Tripartite motif-containing protein 14","TRI14_HUMAN",-0.311134166666669
0.0748916666666641,12.2862285714286,2.18248094982125,0.070388660449258,0.222594500160936,-5.43039251220389,"PFD3_HUMAN",14,-2.64808733416847,0.0381259476647042,0.159179770131097,-0.0748916666666641,"Non-significant",0.798112126791134,"VBP1","Prefoldin subunit 3","PFD3_HUMAN",0.0748916666666641
-0.0712000000000028,14.0508142857143,-2.53509098046174,0.0431563332895277,0.167742058380613,-4.92498027436891,"EPIPL_HUMAN",162,2.6476427409201,0.0381486101958863,0.159192161183969,0.0712000000000028,"Non-significant",0.798078321261432,"EPPK1","Epiplakin","EPIPL_HUMAN",-0.0712000000000028
-0.3052525,8.95284,-2.7076989414206,0.0341070866904792,0.145404842678873,-4.67750964578964,"TRM5_HUMAN",24,2.64708627298675,0.0381769956185796,0.159228408454581,0.3052525,"Non-significant",0.79797944580438,"TRMT5","tRNA (guanine(37)-N1)-methyltransferase","TRM5_HUMAN",-0.3052525
0.0783549999999966,8.42394428571429,2.11721431386597,0.0771262944123324,0.232967949471774,-5.52321197074324,"F120B_HUMAN",35,-2.64660208257255,0.0382017124803032,0.159249325414281,-0.0783549999999966,"Non-significant",0.797922398675349,"FAM120B","Constitutive coactivator of peroxisome proliferator-activated receptor gamma","F120B_HUMAN",0.0783549999999966
0.344731666666665,8.19333285714286,2.68138904051282,0.0353451386332032,0.14887689190838,-4.71516159717197,"TMED8_HUMAN",9,-2.64566975541297,0.0382493537907175,0.159324246306854,-0.344731666666665,"Non-significant",0.797718127299995,"TMED8","Protein TMED8","TMED8_HUMAN",0.344731666666665
