"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","DM_vs_CM"
0.768857499999999,6.09277714285714,3.23768790331072,0.0166437408592786,0.140955978888808,-3.39755670781263,"CQ080_HUMAN",9,-3.29548548465895,0.0140591435025606,0.123006252330834,-0.768857499999999,"Non-significant",0.910072813082804,"MTNAP1","Mitochondrial nucleoid-associated protein 1","CQ080_HUMAN",0.768857499999999
-0.206838333333337,9.44812,-3.08802821137,0.0202296961864538,0.153133009544366,-3.60387635425244,"BIRC2_HUMAN",25,3.29091095874105,0.0141455454239825,0.123630257340947,0.206838333333337,"Non-significant",0.907875226754802,"BIRC2","Baculoviral IAP repeat-containing protein 2","BIRC2_HUMAN",-0.206838333333337
0.844283333333331,6.10521428571429,3.77076605621808,0.0085341878393676,0.10052194239531,-2.68595543761115,"ZDH24_HUMAN",1,-3.28829883551279,0.0141951390821995,0.123931576353431,-0.844283333333331,"Non-significant",0.906818026239823,"ZDHHC24","Probable palmitoyltransferase ZDHHC24","ZDH24_HUMAN",0.844283333333331
0.130249999999995,14.0138285714286,3.12373683028855,0.0193038830825452,0.149577725435449,-3.55442140279322,"AAAD_HUMAN",19,-3.28669094818998,0.0142257596167106,0.123976880747868,-0.130249999999995,"Non-significant",0.906659294674479,"AADAC","Arylacetamide deacetylase","AAAD_HUMAN",0.130249999999995
-0.270132500000003,8.79046857142857,-3.09843626542238,0.0199549847272697,0.151895046234129,-3.58944751785577,"KIBRA_HUMAN",31,3.28643848971906,0.0142305738940892,0.123976880747868,0.270132500000003,"Non-significant",0.906659294674479,"WWC1","Protein KIBRA","KIBRA_HUMAN",-0.270132500000003
0.212641666666668,11.2607428571429,3.17611900248446,0.0180277989380633,0.145036207747049,-3.48212758754034,"GBA3_HUMAN",18,-3.28426425349855,0.0142721084964167,0.124097310745319,-0.212641666666668,"Non-significant",0.906237629791545,"GBA3","Cytosolic beta-glucosidase","GBA3_HUMAN",0.212641666666668
-0.194114166666669,9.51017428571429,-3.01390197300657,0.0223084349489556,0.163705742166577,-3.70696228872789,"LRC8A_HUMAN",33,3.2837862969075,0.0142812564609505,0.124097310745319,0.194114166666669,"Non-significant",0.906237629791545,"LRRC8A","Volume-regulated anion channel subunit LRRC8A","LRC8A_HUMAN",-0.194114166666669
-0.232008333333338,9.11539714285714,-3.21961493799695,0.0170376469630511,0.141945761995014,-3.42233553990775,"C1GLT_HUMAN",16,3.28259377834109,0.0143041085460181,0.124097310745319,0.232008333333338,"Non-significant",0.906237629791545,"C1GALT1","Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1","C1GLT_HUMAN",-0.232008333333338
-0.0861249999999991,13.3800857142857,-2.44666179533752,0.0482428164751312,0.230524634254898,-4.50916093795305,"VPS35_HUMAN",41,3.28255004333316,0.0143049473840359,0.124097310745319,0.0861249999999991,"Non-significant",0.906237629791545,"VPS35","Vacuolar protein sorting-associated protein 35","VPS35_HUMAN",-0.0861249999999991
0.210283333333333,10.2176285714286,3.59061925496306,0.01064386925174,0.110174798138591,-2.92203423221888,"FHR1_HUMAN",11,-3.28041094093604,0.0143460402333821,0.124322238724383,-0.210283333333333,"Non-significant",0.905451177943964,"CFHR1","Complement factor H-related protein 1","FHR1_HUMAN",0.210283333333333
0.253974999999997,10.7325285714286,3.01308811004826,0.0223324994990635,0.163705742166577,-3.70809716619984,"SPTN2_HUMAN",105,-3.27811178781166,0.0143903497257826,0.124574537541675,-0.253974999999997,"Non-significant",0.904570716386259,"SPTBN2","Spectrin beta chain, non-erythrocytic 2","SPTN2_HUMAN",0.253974999999997
0.186797499999998,7.02783142857143,3.06646689046711,0.0208118846911423,0.155719219825099,-3.63380338647336,"DNMT1_HUMAN",24,-3.27670543701657,0.0144175257906694,0.124678139696105,-0.186797499999998,"Non-significant",0.904209686389934,"DNMT1","DNA (cytosine-5)-methyltransferase 1","DNMT1_HUMAN",0.186797499999998
0.226694166666666,7.39883285714286,3.18756120062704,0.0177614097056295,0.14402377523912,-3.46637721436793,"ANDR_HUMAN",17,-3.27422996028941,0.0144654960029537,0.124961155144589,-0.226694166666666,"Non-significant",0.903224968817272,"AR","Androgen receptor","ANDR_HUMAN",0.226694166666666
0.151716666666664,12.8980285714286,3.20864778590806,0.0172816109194464,0.142244630258486,-3.4373908348152,"TM9S2_HUMAN",17,-3.27234307973645,0.0145021758914694,0.125146145219228,-0.151716666666664,"Non-significant",0.902582523089727,"TM9SF2","Transmembrane 9 superfamily member 2","TM9S2_HUMAN",0.151716666666664
0.119149999999998,16.3027857142857,2.91917067557964,0.025306400664566,0.172249766190711,-3.83947451571286,"AK1A1_HUMAN",24,-3.26215766709852,0.014701914090071,0.126695459836072,-0.119149999999998,"Non-significant",0.897238947890592,"AKR1A1","Aldo-keto reductase family 1 member A1","AK1A1_HUMAN",0.119149999999998
0.117541666666657,15.6451,3.32816495869109,0.0148151929132663,0.132448147767674,-3.27410584227668,"AT5F1_HUMAN",16,-3.26144751779964,0.0147159504484313,0.126695459836072,-0.117541666666657,"Non-significant",0.897238947890592,"ATP5PB","ATP synthase F(0) complex subunit B1, mitochondrial","AT5F1_HUMAN",0.117541666666657
0.105316666666667,13.7275142857143,2.83091923615667,0.0284909060862551,0.182904031397901,-3.96361335353468,"IF5_HUMAN",25,-3.26008826982048,0.0147428567779661,0.126695459836072,-0.105316666666667,"Non-significant",0.897238947890592,"EIF5","Eukaryotic translation initiation factor 5","IF5_HUMAN",0.105316666666667
-0.269925000000001,10.3242571428571,-3.01839976049116,0.02217594609636,0.163340885981994,-3.70069158938095,"TRRAP_HUMAN",90,3.25989110168896,0.0147467641251924,0.126695459836072,0.269925000000001,"Non-significant",0.897238947890592,"TRRAP","Transformation/transcription domain-associated protein","TRRAP_HUMAN",-0.269925000000001
0.0728750000000016,12.8579428571429,2.18345440018215,0.0697307384468228,0.271956514646553,-4.88320239968649,"OPA1_HUMAN",53,-3.25927475758337,0.0147589856237434,0.126695459836072,-0.0728750000000016,"Non-significant",0.897238947890592,"OPA1","Dynamin-like GTPase OPA1, mitochondrial","OPA1_HUMAN",0.0728750000000016
0.155658333333331,16.5003142857143,3.00169308614717,0.0226723851944347,0.164630835982264,-3.7239935006258,"METK1_HUMAN",24,-3.25087856798873,0.0149265655078744,0.12795609143994,-0.155658333333331,"Non-significant",0.892939034389676,"MAT1A","S-adenosylmethionine synthase isoform type-1","METK1_HUMAN",0.155658333333331
-0.163333333333334,13.4154,-3.18090053322203,0.0179159550556848,0.14461792317126,-3.47554390441141,"CAVN1_HUMAN",17,3.2503563835304,0.014937055319349,0.12795609143994,0.163333333333334,"Non-significant",0.892939034389676,"CAVIN1","Caveolae-associated protein 1","CAVN1_HUMAN",-0.163333333333334
-0.146875000000001,10.4216714285714,-3.18850759092938,0.0177395685554279,0.143989092096433,-3.46507516682253,"SMYD2_HUMAN",17,3.24957899276894,0.0149526865156866,0.127956288158245,0.146875000000001,"Non-significant",0.892938366710571,"SMYD2","N-lysine methyltransferase SMYD2","SMYD2_HUMAN",-0.146875000000001
0.118658333333332,12.1805714285714,2.88272092954885,0.0265728624189252,0.175555551786231,-3.89067139160145,"SPCS_HUMAN",25,-3.24838744235591,0.0149766795473845,0.128014620305887,-0.118658333333332,"Non-significant",0.892740427574214,"SEPSECS","O-phosphoseryl-tRNA(Sec) selenium transferase","SPCS_HUMAN",0.118658333333332
0.137099999999997,11.8768428571429,2.76290715007089,0.0312368170380146,0.190393625336538,-4.05967387286558,"KPBB_HUMAN",49,-3.24714367649191,0.0150017682411241,0.128014620305887,-0.137099999999997,"Non-significant",0.892740427574214,"PHKB","Phosphorylase b kinase regulatory subunit beta","KPBB_HUMAN",0.137099999999997
0.140800000000002,16.8923571428571,2.89596670323752,0.0261049418203508,0.174666269307412,-3.87205383235199,"VTNC_HUMAN",29,-3.24691682232857,0.0150063491234395,0.128014620305887,-0.140800000000002,"Non-significant",0.892740427574214,"VTN","Vitronectin","VTNC_HUMAN",0.140800000000002
0.336322499999998,9.48079428571429,3.93055040509601,0.00704490856911656,0.0910948902990813,-2.48057343335794,"PPR1A_HUMAN",6,-3.24403767180017,0.0150646191317185,0.128378116051796,-0.336322499999998,"Non-significant",0.891509001874302,"PPP1R1A","Protein phosphatase 1 regulatory subunit 1A","PPR1A_HUMAN",0.336322499999998
0.237924999999997,12.3170571428571,3.15524484490087,0.0185250099064236,0.14708123348588,-3.51089965524267,"ACMSD_HUMAN",17,-3.24308569482132,0.0150839394076819,0.128409278571315,-0.237924999999997,"Non-significant",0.891403593971742,"ACMSD","2-amino-3-carboxymuconate-6-semialdehyde decarboxylase","ACMSD_HUMAN",0.237924999999997
0.212183333333329,13.2724142857143,3.9626693268724,0.00678169416679421,0.0895270994837019,-2.43975404826575,"NDUB7_HUMAN",9,-3.2421828536774,0.0151022871392549,0.128415970476104,-0.212183333333329,"Non-significant",0.891380961794145,"NDUFB7","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7","NDUB7_HUMAN",0.212183333333329
0.113183333333328,10.9870428571429,2.69984437893959,0.0340356991216994,0.197609533569187,-4.14900048925274,"FCSK_HUMAN",36,-3.24080336733684,0.0151303678007702,0.128415970476104,-0.113183333333328,"Non-significant",0.891380961794145,"FCSK","L-fucose kinase","FCSK_HUMAN",0.113183333333328
-0.37963166666667,7.39715428571429,-3.28255561472391,0.015707997849115,0.137206869943338,-3.33621110263167,"ST65G_HUMAN",10,3.24030788371409,0.0151404675306448,0.128415970476104,0.37963166666667,"Non-significant",0.891380961794145,"SUPT7L","STAGA complex 65 subunit gamma","ST65G_HUMAN",-0.37963166666667
-0.51751916666667,8.43510142857143,-3.71083149975119,0.00917996106596099,0.104234516369457,-2.763974357838,"STR3N_HUMAN",4,3.23996883658262,0.0151473827092453,0.128415970476104,0.51751916666667,"Non-significant",0.891380961794145,"STARD3NL","STARD3 N-terminal-like protein","STR3N_HUMAN",-0.51751916666667
-0.254441666666668,12.4326714285714,-5.13514841735405,0.00187428314869472,0.0453537660836575,-1.05838181725778,"RALB_HUMAN",6,3.23432829229054,0.0152629272420306,0.128846815307242,0.254441666666668,"Non-significant",0.889926311390019,"RALB","Ras-related protein Ral-B","RALB_HUMAN",-0.254441666666668
0.0869166666666636,13.8205,2.27691404386387,0.0611494561361333,0.256028213178764,-4.75072496745973,"TGO1_HUMAN",95,-3.2342530856955,0.0152644742198219,0.128846815307242,-0.0869166666666636,"Non-significant",0.889926311390019,"MIA3","Transport and Golgi organization protein 1 homolog","TGO1_HUMAN",0.0869166666666636
-0.441711666666665,9.50038,-3.10498768654369,0.019784136694275,0.151155967026717,-3.58037110742885,"MAGD2_HUMAN",27,3.23329453960694,0.0152842060314624,0.128846815307242,0.441711666666665,"Non-significant",0.889926311390019,"MAGED2","Melanoma-associated antigen D2","MAGD2_HUMAN",-0.441711666666665
0.191474999999995,13.5921142857143,2.98396774971121,0.0232122134415085,0.165905602261104,-3.74874545707471,"SNTB1_HUMAN",30,-3.23309531688097,0.0152883105070157,0.128846815307242,-0.191474999999995,"Non-significant",0.889926311390019,"SNTB1","Beta-1-syntrophin","SNTB1_HUMAN",0.191474999999995
1.1561225,7.00035142857143,3.22190574059301,0.0169871620609743,0.141929675404961,-3.41919260240483,"ANR10_HUMAN",4,-3.23236289577507,0.0153034103795617,0.128846815307242,-1.1561225,"Non-significant",0.889926311390019,"ANKRD10","Ankyrin repeat domain-containing protein 10","ANR10_HUMAN",1.1561225
0.148483333333335,13.2229142857143,2.85949395109138,0.0274152130113134,0.179335980515507,-3.9233518365311,"ADRO_HUMAN",35,-3.23225983966481,0.0153055363120677,0.128846815307242,-0.148483333333335,"Non-significant",0.889926311390019,"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","ADRO_HUMAN",0.148483333333335
-0.293699999999996,9.91058142857143,-3.38282814080394,0.0138173824354875,0.128575370268021,-3.20001983207001,"SCAM1_HUMAN",10,3.23212970560383,0.0153082212868082,0.128846815307242,0.293699999999996,"Non-significant",0.889926311390019,"SCAMP1","Secretory carrier-associated membrane protein 1","SCAM1_HUMAN",-0.293699999999996
0.569224999999999,11.9797714285714,3.11421630992734,0.0195461519227295,0.150459858012087,-3.56759349626545,"CP4AB_HUMAN",25,-3.23043756187542,0.0153431804427756,0.129008608481922,-0.569224999999999,"Non-significant",0.889381309146808,"CYP4A11","Cytochrome P450 4A11","CP4AB_HUMAN",0.569224999999999
-0.329133333333338,10.0980571428571,-3.32303396092329,0.0149128148337983,0.133175660138865,-3.28107958542024,"ENPP7_HUMAN",10,3.22958184747054,0.0153608919513658,0.129025196943952,0.329133333333338,"Non-significant",0.889325469350774,"ENPP7","Ectonucleotide pyrophosphatase/phosphodiesterase family member 7","ENPP7_HUMAN",-0.329133333333338
-0.172866666666669,13.7064857142857,-3.1497297051504,0.0186588469498749,0.147507451586378,-3.51850970333552,"GNS_HUMAN",17,3.22287158157679,0.0155005459822825,0.129950266767555,0.172866666666669,"Non-significant",0.886222824623467,"GNS","N-acetylglucosamine-6-sulfatase","GNS_HUMAN",-0.172866666666669
-0.178283333333336,15.8565571428571,-3.51993571464158,0.011623323919964,0.115165946777961,-3.01593147587012,"COX5A_HUMAN",12,3.2225717860742,0.0155068171384152,0.129950266767555,0.178283333333336,"Non-significant",0.886222824623467,"COX5A","Cytochrome c oxidase subunit 5A, mitochondrial","COX5A_HUMAN",-0.178283333333336
-0.142291666666669,11.7865571428571,-3.31238710470413,0.0151176263704813,0.134094730883573,-3.2955607480864,"UBE2Z_HUMAN",15,3.22200985358783,0.0155185790638493,0.129950266767555,0.142291666666669,"Non-significant",0.886222824623467,"UBE2Z","Ubiquitin-conjugating enzyme E2 Z","UBE2Z_HUMAN",-0.142291666666669
0.27393333333333,11.571,3.11022031501304,0.0196488168892451,0.150683817453725,-3.57312507560314,"APOL3_HUMAN",18,-3.2148968222149,0.0156682963327539,0.130953296805603,-0.27393333333333,"Non-significant",0.882883563550636,"APOL3","Apolipoprotein L3","APOL3_HUMAN",0.27393333333333
-0.165558333333335,14.3305285714286,-2.82269961906484,0.0288086257073309,0.183374414124679,-3.97520587295078,"MYO1B_HUMAN",60,3.21480175182528,0.0156703079002558,0.130953296805603,0.165558333333335,"Non-significant",0.882883563550636,"MYO1B","Unconventional myosin-Ib","MYO1B_HUMAN",-0.165558333333335
0.169208333333334,17.5084571428571,2.96608007328903,0.0237710398141329,0.168285824176392,-3.77375396298081,"ARGI1_HUMAN",26,-3.2134968026501,0.0156979470562433,0.131050682247538,-0.169208333333334,"Non-significant",0.88256071378209,"ARG1","Arginase-1","ARGI1_HUMAN",0.169208333333334
-0.146650000000001,13.6555,-3.21116559351765,0.0172252686323331,0.142244630258486,-3.4339332322188,"ARL8B_HUMAN",16,3.2121916516813,0.0157256429637131,0.131148342844883,0.146650000000001,"Non-significant",0.882237192666993,"ARL8B","ADP-ribosylation factor-like protein 8B","ARL8B_HUMAN",-0.146650000000001
-0.2812225,7.70048142857143,-3.00737592190514,0.0225021885726417,0.163975948372015,-3.71606423960683,"DMXL2_HUMAN",49,3.21143123616576,0.0157418035702215,0.1311497008828,0.2812225,"Non-significant",0.882232695581423,"DMXL2","DmX-like protein 2","DMXL2_HUMAN",-0.2812225
-0.340152500000004,8.66034714285714,-3.28673393026924,0.0156238162544912,0.136841929117862,-3.33051080138406,"DEN2D_HUMAN",10,3.20986480103373,0.015775150324624,0.131294093767784,0.340152500000004,"Non-significant",0.881754810100568,"DENND2D","DENN domain-containing protein 2D","DEN2D_HUMAN",-0.340152500000004
-0.374672500000001,9.25489142857143,-3.384677986024,0.0137849252934609,0.128559972968525,-3.19751945768317,"NQO1_HUMAN",8,3.20709590927687,0.0158342814029022,0.131652574990864,0.374672500000001,"Non-significant",0.880570642115173,"NQO1","NAD(P)H dehydrogenase [quinone] 1","NQO1_HUMAN",-0.374672500000001
0.11228333333333,16.6934285714286,2.73545874437089,0.0324237261021396,0.192842630019232,-4.09852603634261,"GLYC_HUMAN",30,-3.20386329862401,0.0159036172844855,0.132087481126711,-0.11228333333333,"Non-significant",0.879138341622616,"SHMT1","Serine hydroxymethyltransferase, cytosolic","GLYC_HUMAN",0.11228333333333
-0.960266666666669,5.14799285714286,-3.13855713523163,0.0189331968558796,0.148367962844255,-3.53393654448896,"ATL3_HUMAN",8,3.20315684864563,0.015918813290216,0.132087481126711,0.960266666666669,"Non-significant",0.879138341622616,"ADAMTSL3","ADAMTS-like protein 3","ATL3_HUMAN",-0.960266666666669
0.985403333333332,5.50976428571429,3.28155260822901,0.0157282791154227,0.137206869943338,-3.33757978300188,"PDGFC_HUMAN",3,-3.20227042904839,0.0159379026076242,0.132112159329932,-0.985403333333332,"Non-significant",0.879057208979932,"PDGFC","Platelet-derived growth factor C","PDGFC_HUMAN",0.985403333333332
0.438734166666666,9.08691857142857,3.07227840596938,0.0206532032352802,0.155292882392518,-3.62573225244694,"CO6_HUMAN",27,-3.19903914074905,0.0160076981331369,0.132556676056017,-0.438734166666666,"Non-significant",0.877598394665887,"C6","Complement component C6","CO6_HUMAN",0.438734166666666
-0.154594166666669,9.72243714285714,-2.90348334024642,0.0258433442103139,0.174233392558014,-3.86149523910551,"SETD3_HUMAN",28,3.19628769074221,0.0160673883476593,0.13270866021475,0.154594166666669,"Non-significant",0.877100735306204,"SETD3","Actin-histidine N-methyltransferase","SETD3_HUMAN",-0.154594166666669
0.222441666666663,12.9126428571429,3.42554380089356,0.0130887415388854,0.125352223289466,-3.14239713244074,"GSTM2_HUMAN",11,-3.19525924186673,0.0160897610322013,0.13270866021475,-0.222441666666663,"Non-significant",0.877100735306204,"GSTM2","Glutathione S-transferase Mu 2","GSTM2_HUMAN",0.222441666666663
0.179191666666661,12.3356285714286,3.20757407399259,0.0173056987846212,0.142244630258486,-3.43886554569126,"KDSR_HUMAN",15,-3.19505395637651,0.0160942307838749,0.13270866021475,-0.179191666666661,"Non-significant",0.877100735306204,"KDSR","3-ketodihydrosphingosine reductase","KDSR_HUMAN",0.179191666666661
-0.204908333333337,10.4535428571429,-3.67142379175754,0.00963385663634834,0.106155038702542,-2.81555942207443,"HYI_HUMAN",10,3.1949711837032,0.0160960333995132,0.13270866021475,0.204908333333337,"Non-significant",0.877100735306204,"HYI","Putative hydroxypyruvate isomerase","HYI_HUMAN",-0.204908333333337
0.162208333333334,11.3800571428571,3.01337989024278,0.0223238688366255,0.163705742166577,-3.70769029081969,"DEOC_HUMAN",21,-3.19446821966568,0.0161069915727831,0.13270866021475,-0.162208333333334,"Non-significant",0.877100735306204,"DERA","Deoxyribose-phosphate aldolase","DEOC_HUMAN",0.162208333333334
1.2721925,8.20071714285714,3.292976878499,0.0154989521617911,0.13603898267919,-3.32199783031957,"KRT35_HUMAN",1,-3.19255564251391,0.0161487345644644,0.132840278655974,-1.2721925,"Non-significant",0.876670222063228,"KRT35","Keratin, type I cuticular Ha5","KRT35_HUMAN",1.2721925
-0.820662500000001,6.12411,-3.2212322029292,0.0170019886490097,0.141929675404961,-3.42011661883449,"MFAP3_HUMAN",5,3.19225191757116,0.016155374215663,0.132840278655974,0.820662500000001,"Non-significant",0.876670222063228,"MFAP3","Microfibril-associated glycoprotein 3","MFAP3_HUMAN",-0.820662500000001
0.197141666666663,10.1930857142857,3.01153425730117,0.022378522036206,0.163705742166577,-3.71026408878738,"CO2_HUMAN",23,-3.19112674513016,0.0161799969053074,0.132909433496704,-0.197141666666663,"Non-significant",0.876444193096645,"C2","Complement C2","CO2_HUMAN",0.197141666666663
0.141891666666664,11.6364142857143,3.19380044986875,0.0176179541751109,0.143570564937932,-3.45779513822067,"ACY3_HUMAN",16,-3.18917918728319,0.0162227116650648,0.133126917147349,-0.141891666666664,"Non-significant",0.875734124940986,"ACY3","N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming)","ACY3_HUMAN",0.141891666666664
0.495741666666662,12.2678142857143,6.6139631620405,0.000476987375378824,0.0245022495249618,0.401477002812182,"PLM_HUMAN",1,-3.18566388701237,0.0163001181016545,0.133628368197363,-0.495741666666662,"Non-significant",0.874101334946171,"FXYD1","Phospholemman","PLM_HUMAN",0.495741666666662
-0.282766666666667,13.1149857142857,-5.35782072814811,0.00150006149056112,0.0412667922806042,-0.819480162871987,"CD47_HUMAN",5,3.18379392762765,0.016341456051974,0.133710890186493,0.282766666666667,"Non-significant",0.873833219848752,"CD47","Leukocyte surface antigen CD47","CD47_HUMAN",-0.282766666666667
0.263649999999998,11.3010571428571,3.11136214802094,0.0196194215311878,0.150599267521234,-3.57154428189622,"EKI2_HUMAN",16,-3.18373301130928,0.0163428045824427,0.133710890186493,-0.263649999999998,"Non-significant",0.873833219848752,"ETNK2","Ethanolamine kinase 2","EKI2_HUMAN",0.263649999999998
-0.433806666666667,7.78050714285714,-3.13579471347188,0.0190017018086325,0.148367962844255,-3.53775297270314,"SMRCD_HUMAN",12,3.18186442123356,0.0163842285209433,0.133840706940179,0.433806666666667,"Non-significant",0.873411778117032,"SMARCAD1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1","SMRCD_HUMAN",-0.433806666666667
-0.379600000000007,8.87236571428571,-3.05204468527246,0.0212113958086242,0.157810323931835,-3.65384822211844,"C1TM_HUMAN",25,3.18101757853622,0.0164030389477115,0.133840706940179,0.379600000000007,"Non-significant",0.873411778117032,"MTHFD1L","Monofunctional C1-tetrahydrofolate synthase, mitochondrial","C1TM_HUMAN",-0.379600000000007
-0.0875916666666718,14.0509142857143,-2.31195498021598,0.0582191052532624,0.251057513922526,-4.7009299005257,"HSP74_HUMAN",65,3.18081017209622,0.0164076494846157,0.133840706940179,0.0875916666666718,"Non-significant",0.873411778117032,"HSPA4","Heat shock 70 kDa protein 4","HSP74_HUMAN",-0.0875916666666718
-0.231758333333334,9.43922,-2.99899894799357,0.0227535567444262,0.164700552091679,-3.72775371517704,"HEAT3_HUMAN",26,3.1778452775628,0.0164737100254999,0.134245998796271,0.231758333333334,"Non-significant",0.872098649588157,"HEATR3","HEAT repeat-containing protein 3","HEAT3_HUMAN",-0.231758333333334
-0.22821666666667,12.4844571428571,-3.68917371329566,0.00942642336637343,0.105426765017093,-2.79229663236607,"POTEJ_HUMAN",9,3.17024650379169,0.0166443260859547,0.135399314731221,0.22821666666667,"Non-significant",0.868383533650891,"POTEJ","POTE ankyrin domain family member J","POTEJ_HUMAN",-0.22821666666667
-0.42626666666667,14.3353857142857,-3.1257786280382,0.0192523499616312,0.149577725435449,-3.55159776516068,"RL13_HUMAN",12,3.17007188803959,0.0166482689984229,0.135399314731221,0.42626666666667,"Non-significant",0.868383533650891,"RPL13","Large ribosomal subunit protein eL13","RL13_HUMAN",-0.42626666666667
-0.168050000000001,11.3026714285714,-2.99471111310117,0.0228833909838883,0.164700552091679,-3.73373968539578,"PSPC1_HUMAN",21,3.16799504973992,0.0166952420835446,0.135575716303947,0.168050000000001,"Non-significant",0.867818092324707,"PSPC1","Paraspeckle component 1","PSPC1_HUMAN",-0.168050000000001
0.0836249999999925,13.1184857142857,2.25433716703689,0.0631176643829371,0.259107968258046,-4.78277649313659,"TPP2_HUMAN",67,-3.1670194366278,0.0167173572379939,0.135575716303947,-0.0836249999999925,"Non-significant",0.867818092324707,"TPP2","Tripeptidyl-peptidase 2","TPP2_HUMAN",0.0836249999999925
-0.124133333333337,10.4041,-2.73600001239373,0.0323998625841693,0.192842630019232,-4.09775946403563,"PP4R1_HUMAN",33,3.16684587898506,0.0167212947308944,0.135575716303947,0.124133333333337,"Non-significant",0.867818092324707,"PPP4R1","Serine/threonine-protein phosphatase 4 regulatory subunit 1","PP4R1_HUMAN",-0.124133333333337
-0.147875000000004,13.06,-3.10339609718495,0.0198254961594875,0.151300681087263,-3.58257569004079,"U2AF2_HUMAN",17,3.16561971484412,0.0167491410478055,0.135575716303947,0.147875000000004,"Non-significant",0.867818092324707,"U2AF2","Splicing factor U2AF 65 kDa subunit","U2AF2_HUMAN",-0.147875000000004
-0.1190675,8.62478142857143,-2.84446944195783,0.0279752872904385,0.18122284581441,-3.94451361637066,"CYLD_HUMAN",24,3.16546548882346,0.0167526470621979,0.135575716303947,0.1190675,"Non-significant",0.867818092324707,"CYLD","Ubiquitin carboxyl-terminal hydrolase CYLD","CYLD_HUMAN",-0.1190675
-0.148278333333337,10.0783028571429,-2.85222910668086,0.0276845143174129,0.180411485194079,-3.93358211372415,"BCAR1_HUMAN",29,3.16283447711846,0.0168125793420502,0.135839649145529,0.148278333333337,"Non-significant",0.866973448819478,"BCAR1","Breast cancer anti-estrogen resistance protein 1","BCAR1_HUMAN",-0.148278333333337
0.178749999999997,14.8767428571429,3.60863036321939,0.0104090403463306,0.109559056826201,-2.89822043367949,"ISOC2_HUMAN",11,-3.16257948493451,0.0168184000832779,0.135839649145529,-0.178749999999997,"Non-significant",0.866973448819478,"ISOC2","Isochorismatase domain-containing protein 2","ISOC2_HUMAN",0.178749999999997
0.123016666666667,14.5418285714286,2.83225142009465,0.0284397657090277,0.182718808215211,-3.96173497126145,"STT3A_HUMAN",25,-3.16111355666709,0.0168519050423948,0.13597629678893,-0.123016666666667,"Non-significant",0.866536790680904,"STT3A","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A","STT3A_HUMAN",0.123016666666667
-0.111199999999995,10.6278571428571,-2.66530768156645,0.0356803413326741,0.202879867829645,-4.19800931693032,"ABCF3_HUMAN",33,3.15951449301967,0.0168885346805109,0.136137863629133,0.111199999999995,"Non-significant",0.866021068931645,"ABCF3","ATP-binding cassette sub-family F member 3","ABCF3_HUMAN",-0.111199999999995
-0.208113333333335,10.1101114285714,-2.92382323139974,0.025149465155536,0.17209475041201,-3.83294761822815,"IASPP_HUMAN",34,3.15817283110766,0.0169193340032469,0.13625216125601,0.208113333333335,"Non-significant",0.865656600140386,"PPP1R13L","RelA-associated inhibitor","IASPP_HUMAN",-0.208113333333335
-0.121333333333334,10.4236,-2.74717804118925,0.0319111979409768,0.19204144284371,-4.08193234342534,"WDR48_HUMAN",30,3.15682425961511,0.0169503527346356,0.136267945544526,0.121333333333334,"Non-significant",0.86560629171,"WDR48","WD repeat-containing protein 48","WDR48_HUMAN",-0.121333333333334
-0.151683333333336,11.5404571428571,-3.09240467044448,0.0201136882907671,0.152536555603801,-3.59780780487139,"PURA2_HUMAN",17,3.15664249356069,0.016954538235596,0.136267945544526,0.151683333333336,"Non-significant",0.86560629171,"ADSS2","Adenylosuccinate synthetase isozyme 2","PURA2_HUMAN",-0.151683333333336
-0.175308333333334,10.7212571428571,-2.87634551992577,0.0268012774088643,0.176337778649975,-3.89963737620529,"ABCD1_HUMAN",33,3.1546361024003,0.0170008129229629,0.136330306975496,0.175308333333334,"Non-significant",0.865407587385403,"ABCD1","ATP-binding cassette sub-family D member 1","ABCD1_HUMAN",-0.175308333333334
-0.120908333333338,12.6088428571429,-3.11209436065231,0.0196005964898652,0.150599267521234,-3.57053065512348,"NUCG_HUMAN",17,3.15456468214817,0.0170024626316453,0.136330306975496,0.120908333333338,"Non-significant",0.865407587385403,"ENDOG","Endonuclease G, mitochondrial","NUCG_HUMAN",-0.120908333333338
-0.621960000000002,7.22257428571429,-3.11772105687473,0.0194565859036192,0.150337995592474,-3.56274336550124,"TR10B_HUMAN",9,3.15414386599301,0.0170121863913068,0.136330306975496,0.621960000000002,"Non-significant",0.865407587385403,"TNFRSF10B","Tumor necrosis factor receptor superfamily member 10B","TR10B_HUMAN",-0.621960000000002
