"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","D_vs_B1"
-0.744172500000001,9.47951875,-6.71689021012924,0.00020584255542462,0.00629663160213074,0.369975151620977,"PCAT1_HUMAN",13,6.81307146991126,0.000144186624551442,0.0042827606814229,0.744172500000001,"Up in D",2.36827619308914,"LPCAT1","Lysophosphatidylcholine acyltransferase 1","PCAT1_HUMAN",-0.744172500000001
1.70533,8.2807625,7.41760641871385,0.000107053712332304,0.00403632400823832,1.09183941895987,"DMBT1_HUMAN",1,-6.76295697341137,0.000151674609035976,0.00448891135334631,-1.70533,"Up in B1",2.34785897092552,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN",1.70533
-0.471062499999999,8.91063875,-6.5930801048329,0.000232284725201077,0.00680399982351623,0.236635305752179,"AGRG6_HUMAN",16,6.74092318849643,0.00015510235374103,0.0045738456689531,0.471062499999999,"Non-significant",2.33971849347934,"ADGRG6","Adhesion G-protein coupled receptor G6","AGRG6_HUMAN",-0.471062499999999
-0.631150000000002,15.304125,-8.11414900150905,5.85549866848715e-05,0.0026092560790024,1.75840375612237,"MT2_HUMAN",6,6.73353541165994,0.000156270791139805,0.00458815659153884,0.631150000000002,"Up in D",2.33836176825972,"MT2A","Metallothionein-2","MT2_HUMAN",-0.631150000000002
-0.336525000000002,11.4599625,-7.03459512449829,0.000152093015740255,0.00521211690974868,0.704016522710328,"RN114_HUMAN",13,6.73079313545269,0.000156706982877638,0.00458815659153884,0.336525000000002,"Non-significant",2.33836176825972,"RNF114","E3 ubiquitin-protein ligase RNF114","RN114_HUMAN",-0.336525000000002
0.209712499999997,9.79864125,5.69046120963113,0.000591437347332275,0.0127259931061155,-0.792743129162726,"FRK_HUMAN",29,-6.72378400142628,0.000157828009905109,0.00460453389751632,-0.209712499999997,"Non-significant",2.33681432550661,"FRK","Tyrosine-protein kinase FRK","FRK_HUMAN",0.209712499999997
1.4483225,8.07796375,7.12427127474216,0.0001399053681403,0.00488061365112415,0.796246863671653,"PAGE4_HUMAN",3,-6.67758342849998,0.00016544325800474,0.0048095509384396,-1.4483225,"Up in B1",2.31789547124822,"PAGE4","P antigen family member 4","PAGE4_HUMAN",1.4483225
2.25828,6.6885375,6.48235555420769,0.000259167969329771,0.00737728823807452,0.115842911435705,"CNTN1_HUMAN",20,-6.67412981913156,0.00016602865523035,0.0048095509384396,-2.25828,"Up in B1",2.31789547124822,"CNTN1","Contactin-1","CNTN1_HUMAN",2.25828
0.363125,13.6082625,6.11005022893506,0.000378412922550087,0.0094511462321144,-0.301339408142084,"A1CF_HUMAN",34,-6.6629454045539,0.000167940244113472,0.00484779620155719,-0.363125,"Non-significant",2.31445564593738,"A1CF","APOBEC1 complementation factor","A1CF_HUMAN",0.363125
-1.557955,10.0330725,-7.4475659265797,0.000104215990562866,0.00395538282701099,1.12151523499318,"LY6E_HUMAN",1,6.64349365142262,0.000171323164785242,0.00490802831480862,1.557955,"Up in D",2.30909294045814,"LY6E","Lymphocyte antigen 6E","LY6E_HUMAN",-1.557955
0.323824999999999,11.9569875,6.19470593781197,0.000346712396853965,0.00893820197927296,-0.204958113227283,"ANXA1_HUMAN",23,-6.64119518924138,0.000171727857260462,0.00490802831480862,-0.323824999999999,"Non-significant",2.30909294045814,"ANXA1","Annexin A1","ANXA1_HUMAN",0.323824999999999
-0.30663,9.617065,-6.06411665632055,0.000396952541405667,0.00968516944774899,-0.354017244514218,"PPR18_HUMAN",27,6.63863714725909,0.000172179498978067,0.00490802831480862,0.30663,"Non-significant",2.30909294045814,"PPP1R18","Phostensin","PPR18_HUMAN",-0.30663
-0.214549999999997,10.603,-5.57141816489619,0.000674051305597166,0.0139594477781856,-0.93642101775534,"CUL4B_HUMAN",33,6.63726905797038,0.00017242158510184,0.00490802831480862,0.214549999999997,"Non-significant",2.30909294045814,"CUL4B","Cullin-4B","CUL4B_HUMAN",-0.214549999999997
-0.587025000000004,13.3611875,-7.26812102286581,0.000122567972274919,0.00440707121363943,0.942356266353789,"RL19_HUMAN",8,6.62800378675965,0.000174071044589881,0.00493783537559809,0.587025000000004,"Up in D",2.3064633932743,"RPL19","Large ribosomal subunit protein eL19","RL19_HUMAN",-0.587025000000004
-0.394624999999998,11.5926125,-6.29935895556263,0.000311534103701241,0.00829206682513887,-0.0870580497269406,"VTDB_HUMAN",21,6.62097605365098,0.000175333814591256,0.00495650555868662,0.394624999999998,"Non-significant",2.30482440242713,"GC","Vitamin D-binding protein","VTDB_HUMAN",-0.394624999999998
0.726377500000001,6.27707875,6.43680083154872,0.000271220397599173,0.00758861713146081,0.065716476153411,"CUL9_HUMAN",16,-6.60649243356921,0.000177968395305403,0.00501369383063124,-0.726377500000001,"Up in B1",2.299842190467,"CUL9","Cullin-9","CUL9_HUMAN",0.726377500000001
-0.275275000000001,10.5389375,-5.7723344402527,0.000541145843906479,0.0120880480336385,-0.695034516770128,"OSB11_HUMAN",39,6.59962913674892,0.000179232111418337,0.00501519841674958,0.275275000000001,"Non-significant",2.29971188027171,"OSBPL11","Oxysterol-binding protein-related protein 11","OSB11_HUMAN",-0.275275000000001
0.719270000000001,7.2306075,6.35338298012141,0.000294942252333879,0.00797998872816219,-0.0267296941531709,"N4BP2_HUMAN",24,-6.5995576816837,0.000179245320335158,0.00501519841674958,-0.719270000000001,"Up in B1",2.29971188027171,"N4BP2","NEDD4-binding protein 2","N4BP2_HUMAN",0.719270000000001
-0.889497500000001,8.24553875,-6.72819149123012,0.000203601235489466,0.00627489822760392,0.382056551659351,"AGRG2_HUMAN",8,6.59526765243996,0.000180040336848252,0.00502030844041487,0.889497500000001,"Up in D",2.29926959961691,"ADGRG2","Adhesion G-protein coupled receptor G2","AGRG2_HUMAN",-0.889497500000001
0.32175,11.2396,8.14532925516511,5.70514205894992e-05,0.00258401959111997,1.78714152167811,"RBPMS_HUMAN",10,-6.59130760684324,0.000180777666895449,0.005023780722742,-0.32175,"Non-significant",2.29896932488022,"RBPMS","RNA-binding protein with multiple splicing","RBPMS_HUMAN",0.32175
0.344574999999999,10.6157875,6.33409948338409,0.000300749011772934,0.00808373901152299,-0.0482220152483661,"FBX22_HUMAN",18,-6.57619775412018,0.00018362186582502,0.00508558127038348,-0.344574999999999,"Non-significant",2.29365940103176,"FBXO22","F-box only protein 22","FBX22_HUMAN",0.344574999999999
-0.190000000000003,11.606575,-4.93186665332185,0.00140568401892799,0.0217020670191557,-1.7418972583879,"SKT_HUMAN",84,6.55777894960793,0.000187156107514178,0.00515583021523406,0.190000000000003,"Non-significant",2.28770139267648,"KIAA1217","Sickle tail protein homolog","SKT_HUMAN",-0.190000000000003
-0.389399999999998,12.12655,-6.37156977534227,0.000289579868941168,0.00796636162946206,-0.00650172809833016,"H2AY_HUMAN",17,6.55515722386987,0.000187665262163621,0.00515583021523406,0.389399999999998,"Non-significant",2.28770139267648,"MACROH2A1","Core histone macro-H2A.1","H2AY_HUMAN",-0.389399999999998
1.1130025,8.69102125,6.35464762320631,0.000294565817953005,0.00797998872816219,-0.025321796864791,"QSOX1_HUMAN",20,-6.55320680394079,0.000188045039565136,0.00515583021523406,-1.1130025,"Up in B1",2.28770139267648,"QSOX1","Sulfhydryl oxidase 1","QSOX1_HUMAN",1.1130025
0.250000000000002,14.638875,5.56353000708678,0.000679960875158958,0.0140411064346427,-0.946009488205083,"LSS_HUMAN",45,-6.54181880972662,0.00019027951086013,0.00519970476677114,-0.250000000000002,"Non-significant",2.28402131440407,"LSS","Lanosterol synthase","LSS_HUMAN",0.250000000000002
1.31855,5.30672,6.85651529146114,0.000179973236595802,0.00565149539981144,0.518199327262035,"YPEL2_HUMAN",4,-6.53284316914453,0.000192061355485984,0.00523096010722291,-1.31855,"Up in B1",2.28141859201214,"YPEL2","Protein yippee-like 2","YPEL2_HUMAN",1.31855
0.256499999999999,13.835975,5.98804379195585,0.000429917636592988,0.0102754075358289,-0.441856239589384,"SBDS_HUMAN",22,-6.50805255507596,0.000197079440184355,0.00533481992500645,-0.256499999999999,"Non-significant",2.27288023545149,"SBDS","Ribosome maturation protein SBDS","SBDS_HUMAN",0.256499999999999
-0.30555,11.51285,-5.92158883089769,0.000461214819363317,0.0108384465393323,-0.519203627644466,"LEMD2_HUMAN",29,6.50758145354767,0.000197176193861546,0.00533481992500645,0.30555,"Non-significant",2.27288023545149,"LEMD2","LEM domain-containing protein 2","LEMD2_HUMAN",-0.30555
0.338500000000003,10.953925,5.80998137030877,0.000519627361767884,0.0117526032507844,-0.650406361333726,"EDC4_HUMAN",55,-6.49788182237263,0.000199180005443185,0.00536184531397275,-0.338500000000003,"Non-significant",2.27068571930821,"EDC4","Enhancer of mRNA-decapping protein 4","EDC4_HUMAN",0.338500000000003
0.353732499999998,9.86085625,7.58199626079763,9.24772475534234e-05,0.00368023531768429,1.25352772968035,"KCC2B_HUMAN",10,-6.49642385379702,0.000199483144762343,0.00536184531397275,-0.353732499999998,"Non-significant",2.27068571930821,"CAMK2B","Calcium/calmodulin-dependent protein kinase type II subunit beta","KCC2B_HUMAN",0.353732499999998
-0.396099999999997,11.518725,-6.16199647937712,0.000358596990583628,0.00910148027493678,-0.242090388547046,"GALNS_HUMAN",22,6.49187387301545,0.000200432458502762,0.00536975586537791,0.396099999999997,"Non-significant",2.27004545894279,"GALNS","N-acetylgalactosamine-6-sulfatase","GALNS_HUMAN",-0.396099999999997
-0.812885,7.4749825,-6.25979506140418,0.000324343820494257,0.00847392856242826,-0.131468825505544,"N4BP1_HUMAN",24,6.48758058912456,0.000201332798960246,0.00537630712011759,0.812885,"Up in D",2.26951593028857,"N4BP1","NEDD4-binding protein 1","N4BP1_HUMAN",-0.812885
-0.480632499999999,9.34132125,-6.59280586865129,0.000232347346121244,0.00680399982351623,0.236337947694873,"PDLI3_HUMAN",12,6.47842086289899,0.000203268668303861,0.00541037838556836,0.480632499999999,"Non-significant",2.26677236058329,"PDLIM3","PDZ and LIM domain protein 3","PDLI3_HUMAN",-0.480632499999999
-3.5808975,8.32625125,-6.29128234620313,0.000314102673944998,0.00830649587419708,-0.0961082643219067,"ESIP1_HUMAN",18,6.47439944771297,0.000204125073837273,0.00541559014666008,3.5808975,"Up in D",2.26635421060415,"EPSTI1","Epithelial-stromal interaction protein 1","ESIP1_HUMAN",-3.5808975
-0.779024999999997,9.28422,-6.25911634483331,0.000324568622664366,0.00847392856242826,-0.13223239406579,"GTPB1_HUMAN",20,6.46841673903657,0.0002054065535643,0.00543200943909719,0.779024999999997,"Up in D",2.26503948406182,"GTPBP1","GTP-binding protein 1","GTPB1_HUMAN",-0.779024999999997
-0.2707075,10.15149625,-5.78969436745275,0.000531102781401278,0.0119190768647872,-0.674431969734774,"CTNL1_HUMAN",29,6.46234087050189,0.000206717101448415,0.0054467584610363,0.2707075,"Non-significant",2.26386188328478,"CTNNAL1","Alpha-catulin","CTNL1_HUMAN",-0.2707075
-0.3729,13.7572,-6.33713673430291,0.000299826035427545,0.00808373901152299,-0.0448338145262062,"NEUR1_HUMAN",16,6.45968403982996,0.000207293076340976,0.0054467584610363,0.3729,"Non-significant",2.26386188328478,"NEU1","Sialidase-1","NEUR1_HUMAN",-0.3729
-0.644262499999998,7.72629375,-6.36548914839552,0.000291360573743412,0.00797818259930343,-0.0132602725724213,"SIPA1_HUMAN",13,6.43855424788996,0.000211937513892001,0.00555100236066013,0.644262499999998,"Up in D",2.25562858797683,"SIPA1","Signal-induced proliferation-associated protein 1","SIPA1_HUMAN",-0.644262499999998
0.319350000000004,16.27765,5.97075485674445,0.000437826580184095,0.0104037747952151,-0.461923635411719,"AK1C4_HUMAN",23,-6.38889459465523,0.000223312643694307,0.00583030908600615,-0.319350000000004,"Non-significant",2.23430842109198,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN",0.319350000000004
-0.386352499999999,9.30599875,-6.1247583732208,0.000372681424226218,0.00934324867219123,-0.284528706156613,"CDK18_HUMAN",19,6.38003340893297,0.000225412533012812,0.00585252782620356,0.386352499999999,"Non-significant",2.2326565127466,"CDK18","Cyclin-dependent kinase 18","CDK18_HUMAN",-0.386352499999999
0.236850000000008,17.400025,5.44570330271789,0.000775414121992472,0.015317698727938,-1.09024765549824,"SCP2_HUMAN",39,-6.37928258742375,0.000225591460487964,0.00585252782620356,-0.236850000000008,"Non-significant",2.2326565127466,"SCP2","Sterol carrier protein 2","SCP2_HUMAN",0.236850000000008
-0.230700000000001,11.826525,-5.42778258006093,0.000791189773305323,0.0155543735289138,-1.11235266466847,"TOP1_HUMAN",37,6.36483780179659,0.000229064530848849,0.00592037796850124,0.230700000000001,"Non-significant",2.22765056618342,"TOP1","DNA topoisomerase 1","TOP1_HUMAN",-0.230700000000001
1.74549,6.6343525,6.3634653611525,0.000291955938008176,0.00797818259930343,-0.0155106976336894,"TENX_HUMAN",5,-6.36242188232818,0.000229651158085313,0.00592037796850124,-1.74549,"Up in B1",2.22765056618342,"TNXB","Tenascin-X","TENX_HUMAN",1.74549
-0.723460000000001,8.2338525,-6.62448840427828,0.000225235626757156,0.00669015097157668,0.270632594975147,"PP13G_HUMAN",8,6.35809887130391,0.000230705009235248,0.00592890177338733,0.723460000000001,"Up in D",2.22702574473502,"PPP1R3G","Protein phosphatase 1 regulatory subunit 3G","PP13G_HUMAN",-0.723460000000001
-0.69608,8.0464375,-6.0879849320135,0.000387195958994972,0.00956094118024331,-0.326610769610134,"POP1_HUMAN",29,6.34480283172323,0.000233979928385145,0.00598146655330661,0.69608,"Up in D",2.22319232137586,"POP1","Ribonucleases P/MRP protein subunit POP1","POP1_HUMAN",-0.69608
-1.8771525,6.98522875,-6.27602845368414,0.000319018323933642,0.00838241096028203,-0.113223108598167,"S15A3_HUMAN",6,6.34387787661054,0.000234209656454187,0.00598146655330661,1.8771525,"Up in D",2.22319232137586,"SLC15A3","Solute carrier family 15 member 3","S15A3_HUMAN",-1.8771525
-0.660197500000001,8.26098125,-6.1532160500089,0.000361863869304103,0.00915604938442913,-0.252081120181077,"MECP2_HUMAN",17,6.3313849228428,0.000237337036931611,0.00604251251169363,0.660197500000001,"Up in D",2.2187824416644,"MECP2","Methyl-CpG-binding protein 2","MECP2_HUMAN",-0.660197500000001
-0.298,15.443325,-7.36213024269637,0.00011253941525437,0.00413721132849921,1.03664010021381,"ERGI1_HUMAN",11,6.32503257404011,0.00023894490859352,0.00606461411965844,0.298,"Non-significant",2.21719682728455,"ERGIC1","Endoplasmic reticulum-Golgi intermediate compartment protein 1","ERGI1_HUMAN",-0.298
2.101825,6.6819525,6.44037871200003,0.000270251549053592,0.00758740479157996,0.0696625502310191,"PCOC1_HUMAN",2,-6.29225903347149,0.000247433959060271,0.00625642108661252,-2.101825,"Up in B1",2.20367402889995,"PCOLCE","Procollagen C-endopeptidase enhancer 1","PCOC1_HUMAN",2.101825
-0.28435,12.049775,-5.557549693465,0.000684479366654584,0.0140802660490052,-0.953284527522275,"AMPD2_HUMAN",42,6.29001078271224,0.000248028403653216,0.00625642108661252,0.28435,"Non-significant",2.20367402889995,"AMPD2","AMP deaminase 2","AMPD2_HUMAN",-0.28435
-0.495732499999999,9.03656375,-6.45114042716629,0.00026736055103558,0.00753203366800578,0.081522339876404,"RRS1_HUMAN",11,6.27103433100525,0.000253109175655969,0.00634969644053375,0.495732499999999,"Non-significant",2.1972470364958,"RRS1","Ribosome biogenesis regulatory protein homolog","RRS1_HUMAN",-0.495732499999999
0.374985000000002,9.655525,6.76242150846913,0.000196976932342756,0.00611673064903755,0.418558618792069,"U119B_HUMAN",11,-6.27042106573212,0.000253275278855152,0.00634969644053375,-0.374985000000002,"Non-significant",2.1972470364958,"UNC119B","Protein unc-119 homolog B","U119B_HUMAN",0.374985000000002
-0.689499999999999,11.60845,-5.98506510147292,0.000431268873077175,0.0102777390159497,-0.445310861495807,"PARP9_HUMAN",37,6.25748165287488,0.000256808152937328,0.00641863792006163,0.689499999999999,"Up in D",2.19255712248591,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","PARP9_HUMAN",-0.689499999999999
0.275354999999999,10.1858225,5.74656305454439,0.000556445627069868,0.012362442413872,-0.725693734674688,"FTO_HUMAN",24,-6.2471770921884,0.000259660580364672,0.0064702049782054,-0.275354999999999,"Non-significant",2.18908196052243,"FTO","Alpha-ketoglutarate-dependent dioxygenase FTO","FTO_HUMAN",0.275354999999999
-0.357362500000001,8.44500375,-5.67512829754438,0.000601420159821579,0.0128732179379042,-0.811141590995669,"ZFY26_HUMAN",49,6.24189228209934,0.000261137043538938,0.00648727722100671,0.357362500000001,"Non-significant",2.18793754295446,"ZFYVE26","Zinc finger FYVE domain-containing protein 26","ZFY26_HUMAN",-0.357362500000001
-1.5980925,6.27624125,-6.19686465521359,0.000345943595712514,0.00893820197927296,-0.202512258305783,"FABPH_HUMAN",6,6.22627358183308,0.000265555052965655,0.00654186739650077,1.5980925,"Up in D",2.18429826326082,"FABP3","Fatty acid-binding protein, heart","FABPH_HUMAN",-1.5980925
-0.369502500000001,9.95864875,-5.84909624630132,0.000498269975649624,0.0114101040792615,-0.604237108703198,"TRI26_HUMAN",25,6.22569736847445,0.000265719616081983,0.00654186739650077,0.369502500000001,"Non-significant",2.18429826326082,"TRIM26","Tripartite motif-containing protein 26","TRI26_HUMAN",-0.369502500000001
-0.452799999999998,13.80355,-6.18331187626507,0.000350801857849411,0.00898710509577959,-0.21787747671422,"YBOX1_HUMAN",14,6.22566644365247,0.000265728451211851,0.00654186739650077,0.452799999999998,"Non-significant",2.18429826326082,"YBX1","Y-box-binding protein 1","YBOX1_HUMAN",-0.452799999999998
-0.265549999999998,11.030925,-5.33034669858275,0.000883416618171963,0.0165517554302016,-1.23331725095026,"COBL_HUMAN",62,6.20937021686783,0.000270429689176528,0.00663767243074604,0.265549999999998,"Non-significant",2.17798418383909,"COBL","Protein cordon-bleu","COBL_HUMAN",-0.265549999999998
0.644015,7.6411775,5.99501814263143,0.000426772182509217,0.0102300536614344,-0.433772036145927,"NRP1_HUMAN",20,-6.20462869481045,0.000271814750025179,0.00665175319613856,-0.644015,"Up in B1",2.17706387303394,"NRP1","Neuropilin-1","NRP1_HUMAN",0.644015
0.436674999999996,12.9138625,7.41470250651723,0.000107333329323732,0.00403632400823832,1.08895801582977,"WBP2_HUMAN",8,-6.20089510156011,0.000272910895325343,0.00665297682603844,-0.436674999999996,"Non-significant",2.17698398930627,"WBP2","WW domain-binding protein 2","WBP2_HUMAN",0.436674999999996
0.274192500000002,9.98055375,5.70427065269222,0.000582603378743219,0.012656965009933,-0.776199787747676,"GLSK_HUMAN",24,-6.19893666032604,0.000273487825125025,0.00665297682603844,-0.274192500000002,"Non-significant",2.17698398930627,"GLS","Glutaminase kidney isoform, mitochondrial","GLSK_HUMAN",0.274192500000002
2.4376125,6.94252125,6.09019476801003,0.000386306211498766,0.00956094118024331,-0.324077041998357,"LORF1_HUMAN",5,-6.18155537409154,0.000278667541772723,0.00675892457826267,-2.4376125,"Up in B1",2.17012239975078,"L1RE1","LINE-1 retrotransposable element ORF1 protein","LORF1_HUMAN",2.4376125
-0.578892500000001,7.34078125,-6.04790288357907,0.00040373591573218,0.00979238768394205,-0.372676229678544,"AZI2_HUMAN",15,6.17506372191133,0.000280629795828033,0.00678643972329857,0.578892500000001,"Up in D",2.16835800392828,"AZI2","5-azacytidine-induced protein 2","AZI2_HUMAN",-0.578892500000001
-0.304524999999998,12.4089125,-5.55647841791093,0.000685292285136996,0.0140802660490052,-0.954588247274991,"PLOD3_HUMAN",38,6.16967257792055,0.000282270994561291,0.00680605180415725,0.304524999999998,"Non-significant",2.16710474960195,"PLOD3","Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3","PLOD3_HUMAN",-0.304524999999998
2.22611,7.5599575,6.13103873550606,0.00037026352756567,0.00933450395818978,-0.277358950585533,"LCAT_HUMAN",4,-6.16668710175025,0.000283184405258518,0.00680805206542325,-2.22611,"Up in B1",2.16697713158981,"LCAT","Phosphatidylcholine-sterol acyltransferase","LCAT_HUMAN",2.22611
-0.233000000000001,10.831225,-5.41946206494145,0.000798634690149788,0.0156257928158663,-1.12263100833274,"KLC1_HUMAN",29,6.14911416486705,0.000288627451632627,0.00691861944001251,0.233000000000001,"Non-significant",2.1599805571907,"KLC1","Kinesin light chain 1","KLC1_HUMAN",-0.233000000000001
-0.201650000000004,10.91075,-4.78430141100869,0.00167901913825963,0.0241908592187214,-1.93596605183614,"HECD1_HUMAN",119,6.14474672139457,0.000289998076928975,0.00692052612913665,0.201650000000004,"Non-significant",2.15986088729252,"HECTD1","E3 ubiquitin-protein ligase HECTD1","HECD1_HUMAN",-0.201650000000004
-0.376127500000001,9.98206125,-6.85994601499603,0.000179384989593299,0.00565149539981144,0.521813066759323,"SCAM1_HUMAN",10,6.14348512021444,0.000290395338914736,0.00692052612913665,0.376127500000001,"Non-significant",2.15986088729252,"SCAMP1","Secretory carrier-associated membrane protein 1","SCAM1_HUMAN",-0.376127500000001
-0.725769999999999,9.87569,-9.1058084906237,2.65898797938154e-05,0.00151377662881735,2.63019302979718,"CRIP1_HUMAN",3,6.13123634822,0.000294283705100669,0.00697058831221609,0.725769999999999,"Up in D",2.15673056623962,"CRIP1","Cysteine-rich protein 1","CRIP1_HUMAN",-0.725769999999999
-1.4701575,7.40590125,-6.02293253554236,0.000414436062039555,0.0100222620548681,-0.401478562477384,"K1C23_HUMAN",9,6.13109089366517,0.000294330223521525,0.00697058831221609,1.4701575,"Up in D",2.15673056623962,"KRT23","Keratin, type I cytoskeletal 23","K1C23_HUMAN",-1.4701575
0.392420000000001,9.8252175,6.00186897795414,0.00042370729496542,0.010186370686588,-0.4258371393107,"ARB2A_HUMAN",16,-6.12885330966371,0.000295046858299461,0.00697058831221609,-0.392420000000001,"Non-significant",2.15673056623962,"ARB2A","Cotranscriptional regulator ARB2A","ARB2A_HUMAN",0.392420000000001
-0.533850000000003,11.547975,-5.88053946847344,0.00048180658218907,0.0111263390444676,-0.567269539714369,"5NTD_HUMAN",22,6.12220741987532,0.000297186728893943,0.00700096782607054,0.533850000000003,"Up in D",2.15484191820467,"NT5E","5'-nucleotidase","5NTD_HUMAN",-0.533850000000003
-0.547950000000002,14.36155,-6.12861653928756,0.000371193985163438,0.00933450395818978,-0.280123571242934,"RL13_HUMAN",12,6.11321109635895,0.000300110739744686,0.00704959267744108,0.547950000000002,"Up in D",2.15183597563983,"RPL13","Large ribosomal subunit protein eL13","RL13_HUMAN",-0.547950000000002
-0.276617499999999,8.53959375,-5.91548851070011,0.000464212200034663,0.0108421983358523,-0.526332703039676,"WAC_HUMAN",17,6.08505529610189,0.000309469162122246,0.00723338004500069,0.276617499999999,"Non-significant",2.14065871627843,"WAC","WW domain-containing adapter protein with coiled-coil","WAC_HUMAN",-0.276617499999999
0.452275,12.4153125,6.19064368016118,0.000348164276988286,0.00894749449137921,-0.209562298016422,"APOH_HUMAN",12,-6.08437423453754,0.000309699487167021,0.00723338004500069,-0.452275,"Non-significant",2.14065871627843,"APOH","Beta-2-glycoprotein 1","APOH_HUMAN",0.452275
0.222635,8.4016925,5.08059858858412,0.00117888551917734,0.0194066335064575,-1.54944147785845,"E2AK4_HUMAN",50,-6.07739720437152,0.000312069942572704,0.00726742082960606,-0.222635,"Non-significant",2.13861969068275,"EIF2AK4","eIF-2-alpha kinase GCN2","E2AK4_HUMAN",0.222635
0.29025,12.579625,5.9054020108191,0.000469215721333105,0.0109279275099113,-0.538130872592293,"PCNA_HUMAN",17,-6.07488042853429,0.000312929928378987,0.00726742082960606,-0.29025,"Non-significant",2.13861969068275,"PCNA","Proliferating cell nuclear antigen","PCNA_HUMAN",0.29025
-0.398075000000002,14.1092875,-7.54676957600838,9.54033858770817e-05,0.00372347528441471,1.21911442161759,"RL27_HUMAN",8,6.06267072710992,0.000317139285548961,0.00734437249415363,0.398075000000002,"Non-significant",2.13404530456648,"RPL27","Large ribosomal subunit protein eL27","RL27_HUMAN",-0.398075000000002
-0.309224999999998,10.5445875,-5.51430165296092,0.000718162437457157,0.0145730090650341,-1.00604110031557,"PP4R1_HUMAN",33,6.04794454060918,0.000322299537111615,0.00742339528230455,0.309224999999998,"Non-significant",2.1293974134399,"PPP4R1","Serine/threonine-protein phosphatase 4 regulatory subunit 1","PP4R1_HUMAN",-0.309224999999998
0.56371,9.5112825,5.89842216742519,0.00047271318222614,0.0109781945266003,-0.546302993711721,"GPC6_HUMAN",16,-6.04776614267014,0.000322362615333059,0.00742339528230455,-0.56371,"Up in B1",2.1293974134399,"GPC6","Glypican-6","GPC6_HUMAN",0.56371
-0.277525000000001,12.2581125,-5.59964053900158,0.000653368922897743,0.0135947168271972,-0.902184608527242,"BCAT2_HUMAN",22,5.99888008679314,0.000340172231803283,0.00781157410734822,0.277525000000001,"Non-significant",2.10726144278698,"BCAT2","Branched-chain-amino-acid aminotransferase, mitochondrial","BCAT2_HUMAN",-0.277525000000001
-0.245474999999999,11.8351125,-6.0585652621983,0.000399260725762672,0.00971257991039285,-0.360402045441215,"UBE2Z_HUMAN",15,5.9775765729279,0.000348270518108635,0.00797520030015248,0.245474999999999,"Non-significant",2.09825840066469,"UBE2Z","Ubiquitin-conjugating enzyme E2 Z","UBE2Z_HUMAN",-0.245474999999999
-0.264049999999999,12.798375,-5.23232286469523,0.000988331922713197,0.017601191783491,-1.35634712505073,"SRBS1_HUMAN",46,5.9746596644368,0.000349395800193261,0.00797868181054137,0.264049999999999,"Non-significant",2.09806885422526,"SORBS1","Sorbin and SH3 domain-containing protein 1","SRBS1_HUMAN",-0.264049999999999
0.3278725,9.48096125,5.48943583341803,0.000738356525320056,0.0148358990063084,-1.036489907045,"TACC1_HUMAN",32,-5.96246586594193,0.000354143517301235,0.00806463487454312,-0.3278725,"Non-significant",2.09341529046482,"TACC1","Transforming acidic coiled-coil-containing protein 1","TACC1_HUMAN",0.3278725
-0.265575,10.8904625,-5.34180160500862,0.000871981419918119,0.0164712066370708,-1.21902779527201,"DTNA_HUMAN",32,5.95473460515629,0.000357190549190912,0.00811149064339915,0.265575,"Non-significant",2.09089932843805,"DTNA","Dystrobrevin alpha","DTNA_HUMAN",-0.265575
-0.7211,10.99155,-5.80860955387238,0.000520394606005702,0.0117526032507844,-0.652029262056848,"OXDD_HUMAN",15,5.94944728597044,0.000359291018788808,0.00813665130395207,0.7211,"Up in D",2.08955429528795,"DDO","D-aspartate oxidase","OXDD_HUMAN",-0.7211
1.290745,7.02769,6.59262620733804,0.000232388381383818,0.00680399982351623,0.236143133609986,"OMD_HUMAN",2,-5.94133132375711,0.00036254175509654,0.00818340511673164,-1.290745,"Up in B1",2.08706594868873,"OMD","Osteomodulin","OMD_HUMAN",1.290745
-0.18845,15.016175,-4.85660581413573,0.00153842086058625,0.022972630628572,-1.84048613818781,"FKBP5_HUMAN",40,5.93932098135974,0.000363351971516262,0.00818340511673164,0.18845,"Non-significant",2.08706594868873,"FKBP5","Peptidyl-prolyl cis-trans isomerase FKBP5","FKBP5_HUMAN",-0.18845
1.953225,14.7658625,5.73962603719781,0.00056064542423335,0.012422084291527,-0.733961581700771,"FIBB_HUMAN",38,-5.91705003960882,0.000372462485998202,0.00836560948003633,-1.953225,"Up in B1",2.07750241283976,"FGB","Fibrinogen beta chain","FIBB_HUMAN",1.953225
0.267550000000002,14.199125,5.19798493333284,0.00102827820503224,0.0178977170379072,-1.39976346543946,"DDX3X_HUMAN",46,-5.90903140665393,0.000375804133308466,0.00841760187120985,-0.267550000000002,"Non-significant",2.07481161900443,"DDX3X","ATP-dependent RNA helicase DDX3X","DDX3X_HUMAN",0.267550000000002
