"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.181374999999999,11.9879875,-6.00173199855145,0.000472730723326668,0.00198291771491928,-1.17498872535651,"ACOT8_HUMAN",18,-7.42612229635369,0.000146144621802447,0.000826652888753798,-0.181374999999999,"Non-significant",3.0826768122661,"ACOT8","Acyl-coenzyme A thioesterase 8","ACOT8_HUMAN"
-0.532857500000002,8.63747625,-7.42244904522035,0.000122929098332175,0.00069925116243418,0.327590526941485,"DAB2P_HUMAN",36,-7.42133251659197,0.000146739591356722,0.000829437844011458,-0.532857500000002,"Up in BD",3.08121615335782,"DAB2IP","Disabled homolog 2-interacting protein","DAB2P_HUMAN"
0.640447500000001,7.71904875,7.40774341713076,0.000124523170035612,0.00070682639283557,0.313178472777386,"FCERG_HUMAN",3,7.40808247256897,0.000148399739026831,0.00083823556293073,0.640447500000001,"Up in BT",3.07663391776018,"FCER1G","High affinity immunoglobulin epsilon receptor subunit gamma","FCERG_HUMAN"
-0.247850000000003,11.107,-6.71080705574853,0.000234952208430965,0.00115447945334194,-0.396171621414998,"CHERP_HUMAN",23,-7.40692950768247,0.000148545196732847,0.000838471246642178,-0.247850000000003,"Non-significant",3.07651182588884,"CHERP","Calcium homeostasis endoplasmic reticulum protein","CHERP_HUMAN"
-0.158875,11.1875875,-5.69276668269444,0.000653089230006036,0.00255637784316648,-1.53397197968743,"NFKB2_HUMAN",38,-7.40260996122891,0.000149091580104788,0.000840968068378924,-0.158875,"Non-significant",3.07522049408331,"NFKB2","Nuclear factor NF-kappa-B p100 subunit","NFKB2_HUMAN"
-0.6866125,7.16274625,-7.36976285520622,0.000128748623961717,0.000723562896662233,0.275853703886204,"UBN1_HUMAN",10,-7.39898447313515,0.000149551920361708,0.000842976410239672,-0.6866125,"Up in BD",3.07418457845484,"UBN1","Ubinuclein-1","UBN1_HUMAN"
-0.176750000000002,14.281925,-6.94874496014697,0.0001881285980638,0.000978535043854373,-0.148047856885688,"ARPC5_HUMAN",10,-7.39503649928906,0.000150055030829694,0.000845222867035832,-0.176750000000002,"Non-significant",3.07302876186447,"ARPC5","Actin-related protein 2/3 complex subunit 5","ARPC5_HUMAN"
-0.436999999999998,11.558675,-10.673906990336,1.07798965537266e-05,0.00011510423229032,3.05736295049602,"FA98B_HUMAN",15,-7.38850844151644,0.000150891125396921,0.000849340505977238,-0.436999999999998,"Non-significant",3.07091816344271,"FAM98B","Protein FAM98B","FA98B_HUMAN"
-0.232749999999998,11.80605,-6.90460980133984,0.000195959533575346,0.00100759599865746,-0.193593887772334,"RTCA_HUMAN",18,-7.38552254068004,0.000151275300010181,0.000850910403606328,-0.232749999999998,"Non-significant",3.07011616643465,"RTCA","RNA 3'-terminal phosphate cyclase","RTCA_HUMAN"
-0.261975000000001,12.1853375,-6.65499494524542,0.000247739974037226,0.00120197011413139,-0.455302392952447,"ARP5L_HUMAN",8,-7.3828589738404,0.000151618932750484,0.000852250231865204,-0.261975000000001,"Non-significant",3.06943287194388,"ARPC5L","Actin-related protein 2/3 complex subunit 5-like protein","ARP5L_HUMAN"
-0.207925000000001,10.9402875,-6.48602795073331,0.000291454259638663,0.00136460631029588,-0.636522278013082,"BSDC1_HUMAN",20,-7.37547271560188,0.000152576462217662,0.000857036514319223,-0.207925000000001,"Non-significant",3.06700067442508,"BSDC1","BSD domain-containing protein 1","BSDC1_HUMAN"
0.176275,13.4929875,7.25850437902853,0.000142081839050602,0.000782854468334028,0.165658664270623,"ODBB_HUMAN",13,7.37215804807001,0.000153008378592712,0.000858865780670066,0.176275,"Non-significant",3.0660747002768,"BCKDHB","2-oxoisovalerate dehydrogenase subunit beta, mitochondrial","ODBB_HUMAN"
0.8025875,8.72635875,7.89422121616555,8.21654783336638e-05,0.000517648917670308,0.778530183378757,"DJC12_HUMAN",11,7.36819777305194,0.000153526228405003,0.000861174534488299,0.8025875,"Up in BT",3.06490882103936,"DNAJC12","DnaJ homolog subfamily C member 12","DJC12_HUMAN"
-0.390924999999999,11.3304125,-7.08004364347896,0.000166829204173294,0.000888307099714962,-0.0138152845907999,"A16A1_HUMAN",19,-7.36160827824605,0.000154392261477565,0.000865431795785826,-0.390924999999999,"Non-significant",3.06276715295441,"ALDH16A1","Aldehyde dehydrogenase family 16 member A1","A16A1_HUMAN"
-0.22335,15.032975,-6.33353540052557,0.000338409786019384,0.00153499792390274,-0.802975966898749,"SAMP_HUMAN",11,-7.35690986160887,0.000155013119596385,0.000867733489572885,-0.22335,"Non-significant",3.06161364093008,"APCS","Serum amyloid P-component","SAMP_HUMAN"
3.87323,6.9129325,7.4916566199369,0.000115728164123799,0.00066816482186619,0.395121210604854,"THRSP_HUMAN",5,7.3564314912233,0.000155076490076595,0.000867733489572885,3.87323,"Up in BT",3.06161364093008,"THRSP","Thyroid hormone-inducible hepatic protein","THRSP_HUMAN"
0.608050000000002,13.8823,7.37353662718969,0.000128321661720058,0.000721798184887426,0.279568941286106,"TTHY_HUMAN",11,7.35606589930204,0.000155124940298505,0.000867733489572885,0.608050000000002,"Up in BT",3.06161364093008,"TTR","Transthyretin","TTHY_HUMAN"
-0.208849999999998,12.86165,-6.38315108141235,0.000322263353690939,0.00148003107266129,-0.748511365216822,"HNRLL_HUMAN",25,-7.35375871640926,0.000155431094497394,0.000868844769586748,-0.208849999999998,"Non-significant",3.06105780897583,"HNRNPLL","Heterogeneous nuclear ribonucleoprotein L-like","HNRLL_HUMAN"
-0.462675000000003,8.8442,-7.21025522533746,0.000148340059627945,0.000810705004714456,0.117468848530974,"HXK1_HUMAN",19,-7.34915815880828,0.000156043605434421,0.000871665834641621,-0.462675000000003,"Non-significant",3.05964997606022,"HK1","Hexokinase-1","HXK1_HUMAN"
-0.174707499999998,9.62164625,-7.2310578588148,0.000145604685097319,0.000798454999756872,0.138275937052327,"BYST_HUMAN",17,-7.34689256495567,0.000156346242304411,0.000872753229659224,-0.174707499999998,"Non-significant",3.05910853538622,"BYSL","Bystin","BYST_HUMAN"
-0.3392,11.202075,-6.90539036340338,0.000195817905563054,0.00100750867642659,-0.192786499883811,"MSS4_HUMAN",6,-7.33742327939334,0.000157618324643381,0.000879247010415766,-0.3392,"Non-significant",3.05588909968107,"RABIF","Guanine nucleotide exchange factor MSS4","MSS4_HUMAN"
-0.6213675,8.48963625,-7.53157927405884,0.000111790310581487,0.000651948831479194,0.433856534043262,"MILK1_HUMAN",27,-7.32389477199925,0.000159455998903376,0.000888884716645507,-0.6213675,"Up in BD",3.05115456093223,"MICALL1","MICAL-like protein 1","MILK1_HUMAN"
0.441149999999999,15.672275,10.3838846479824,1.30201937974639e-05,0.000133500039817505,2.84530270565373,"UDB17_HUMAN",24,7.32042978697109,0.000159930548182231,0.00089091565882631,0.441149999999999,"Non-significant",3.05016340779261,"UGT2B17","UDP-glucuronosyltransferase 2B17","UDB17_HUMAN"
-0.40925,13.569825,-7.13386774864164,0.000158890210583094,0.000856206381428765,0.0406717558357101,"NH2L1_HUMAN",7,-7.31887385069913,0.000160144160043106,0.000891491215997537,-0.40925,"Non-significant",3.04988293163904,"SNU13","NHP2-like protein 1","NH2L1_HUMAN"
0.323367499999998,9.30944625,6.91791205394652,0.000193561522901732,0.00099907904828525,-0.179843709284192,"DEN11_HUMAN",20,7.31656031441831,0.00016046237620672,0.00089264789186436,0.323367499999998,"Non-significant",3.04931981633656,"DENND11","DENN domain-containing protein 11","DEN11_HUMAN"
0.362235000000004,10.0070325,7.5047099394761,0.000114423742882446,0.000663001515210616,0.407803945473924,"LS14A_HUMAN",13,7.31459216332922,0.000160733647203896,0.000893542001615604,0.362235000000004,"Non-significant",3.0488850283389,"LSM14A","Protein LSM14 homolog A","LS14A_HUMAN"
0.117800000000004,13.296675,5.05661998978303,0.00132077279608778,0.00446873441221327,-2.3133739925149,"PREP_HUMAN",59,7.30908866912754,0.000161494942700732,0.000897157128419255,0.117800000000004,"Non-significant",3.04713148780396,"PITRM1","Presequence protease, mitochondrial","PREP_HUMAN"
-0.661042500000001,9.01681875,-7.3884194260406,0.00012665324992594,0.000716133981237541,0.294206628573779,"PCAT1_HUMAN",13,-7.3025744355562,0.000162401309032351,0.000901572651722867,-0.661042500000001,"Up in BD",3.04499927063762,"LPCAT1","Lysophosphatidylcholine acyltransferase 1","PCAT1_HUMAN"
0.170724999999997,13.2331125,5.99389038320574,0.000476555183029284,0.00199688727030881,-1.18394748228126,"PPCS_HUMAN",18,7.29943878149704,0.000162839634794262,0.000903385564888138,0.170724999999997,"Non-significant",3.04412685326933,"PPCS","Phosphopantothenate--cysteine ligase","PPCS_HUMAN"
-0.243424999999998,11.6522625,-6.40416395509274,0.000315686024836972,0.00145312650270914,-0.725534383475283,"PURA2_HUMAN",17,-7.29763622316418,0.000163092213530409,0.000904166229057819,-0.243424999999998,"Non-significant",3.0437517180579,"ADSS2","Adenylosuccinate synthetase isozyme 2","PURA2_HUMAN"
0.272250000000001,12.838875,9.14703332959777,3.0810571846087e-05,0.00024924945820328,1.87826885446288,"H1BP3_HUMAN",22,7.28550676614851,0.000164803345540695,0.000913026348187412,0.272250000000001,"Non-significant",3.03951668937995,"HS1BP3","HCLS1-binding protein 3","H1BP3_HUMAN"
0.2241,10.21605,6.43304430929475,0.000306889409651794,0.001419983845014,-0.694040971254732,"HOOK1_HUMAN",38,7.28255499015125,0.00016522281389707,0.000914723290910968,0.2241,"Non-significant",3.03871026266052,"HOOK1","Protein Hook homolog 1","HOOK1_HUMAN"
-0.31255,13.45005,-6.83007764656888,0.000210026613747204,0.00106302136438237,-0.271000257321903,"PLBL2_HUMAN",19,-7.27429198894392,0.000166403456176003,0.000920138399959366,-0.31255,"Non-significant",3.03614684459134,"PLBD2","Putative phospholipase B-like 2","PLBL2_HUMAN"
0.151275000000002,13.8799375,5.80931414435954,0.000577327745185604,0.00232020957237436,-1.39709844382025,"DBLOH_HUMAN",14,7.27339433703551,0.000166532286736545,0.000920138399959366,0.151275000000002,"Non-significant",3.03614684459134,"DIABLO","Diablo IAP-binding mitochondrial protein","DBLOH_HUMAN"
-0.539950000000001,12.4228,-7.17377741216634,0.000153276837139523,0.000830386511125178,0.0808727849317421,"GRN_HUMAN",21,-7.27332368007215,0.00016654243215892,0.000920138399959366,-0.539950000000001,"Up in BD",3.03614684459134,"GRN","Progranulin","GRN_HUMAN"
-1.2779475,7.48010875,-7.35809120132763,0.000130079269544172,0.000727633727145701,0.26435381005602,"LENG9_HUMAN",14,-7.27135947208445,0.000166824745854983,0.000920872531307818,-1.2779475,"Up in BD",3.03580048140021,"LENG9","Leukocyte receptor cluster member 9","LENG9_HUMAN"
-0.529850000000001,15.53235,-7.2567659438196,0.00014230211489424,0.000783534056328434,0.163926614941285,"RS20_HUMAN",5,-7.27081455342158,0.000166903161990097,0.000920872531307818,-0.529850000000001,"Up in BD",3.03580048140021,"RPS20","Small ribosomal subunit protein uS10","RS20_HUMAN"
0.300349999999995,16.472875,6.7998420005966,0.000216052762178362,0.00108334644955813,-0.302579381575216,"ACS2B_HUMAN",41,7.26118270960847,0.000168296102654633,0.000927924555086902,0.300349999999995,"Non-significant",3.03248733266196,"ACSM2B","Acyl-coenzyme A synthetase ACSM2B, mitochondrial","ACS2B_HUMAN"
-0.260199999999998,13.283475,-6.74587989273245,0.000227294823808125,0.00112506066187451,-0.359195947620115,"PRRC1_HUMAN",11,-7.25274229838352,0.000169527514013475,0.000933514745273747,-0.260199999999998,"Non-significant",3.02987881778941,"PRRC1","Protein PRRC1","PRRC1_HUMAN"
0.59965,9.1094825,7.22401349781541,0.000146524575375401,0.000802954673057197,0.131235176006149,"ZN706_HUMAN",2,7.25265046165162,0.000169540968212528,0.000933514745273747,0.59965,"Up in BT",3.02987881778941,"ZNF706","Zinc finger protein 706","ZN706_HUMAN"
-0.518387499999999,9.02248125,-7.1718050050466,0.000153548978799336,0.000831303680934381,0.0788899623763442,"P4K2B_HUMAN",21,-7.25157135776748,0.000169699148455929,0.000933749637147226,-0.518387499999999,"Up in BD",3.02976955394226,"PI4K2B","Phosphatidylinositol 4-kinase type 2-beta","P4K2B_HUMAN"
0.342975000000001,11.1867125,7.0923001363413,0.000164983027714498,0.00088198268056633,-0.00138044732899445,"ERI3_HUMAN",10,7.24875255965101,0.000170113126397843,0.000935390748757664,0.342975000000001,"Non-significant",3.02900692968448,"ERI3","ERI1 exoribonuclease 3","ERI3_HUMAN"
-1.6243575,6.85756625,-7.45966509301125,0.000118996255791977,0.00068216080536635,0.363965196448763,"NET4_HUMAN",9,-7.24408050007089,0.0001708017883658,0.000936976036051869,-1.6243575,"Up in BD",3.02827151641588,"NTN4","Netrin-4","NET4_HUMAN"
-0.306887500000002,8.96164375,-6.83564336178364,0.000208937964980399,0.00105950161288366,-0.265198443013078,"ERCC2_HUMAN",24,-7.24407455082955,0.000170802667284215,0.000936976036051869,-0.306887500000002,"Non-significant",3.02827151641588,"ERCC2","General transcription and DNA repair factor IIH helicase subunit XPD","ERCC2_HUMAN"
0.139599999999998,14.634125,6.55116791646739,0.000273654166731041,0.00130051895866395,-0.566262522709811,"MCCB_HUMAN",30,7.24381864553326,0.000170840478588322,0.000936976036051869,0.139599999999998,"Non-significant",3.02827151641588,"MCCC2","Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial","MCCB_HUMAN"
0.436892499999999,10.25382875,8.92679887136669,3.62965960508403e-05,0.00028128991934702,1.69440538858944,"GOPC_HUMAN",24,7.24365198135557,0.000170865109135278,0.000936976036051869,0.436892499999999,"Non-significant",3.02827151641588,"GOPC","Golgi-associated PDZ and coiled-coil motif-containing protein","GOPC_HUMAN"
0.177099999999999,15.41615,6.43768395591617,0.000305501923660651,0.00141592433999372,-0.688990838808304,"VDAC3_HUMAN",16,7.23033912243358,0.000172845539868384,0.000947193558478742,0.177099999999999,"Non-significant",3.02356126409101,"VDAC3","Voltage-dependent anion-selective channel protein 3","VDAC3_HUMAN"
0.310700000000001,12.073,8.53874294369403,4.88626494473366e-05,0.000352011404173638,1.36096329566248,"PPM1A_HUMAN",19,7.22295922780878,0.000173954510523764,0.000952624870300531,0.310700000000001,"Non-significant",3.02107808449429,"PPM1A","Protein phosphatase 1A","PPM1A_HUMAN"
0.184124999999995,15.3021625,6.48565631139115,0.000291559457859828,0.00136460631029588,-0.636924565230707,"IPYR2_HUMAN",22,7.21697451707567,0.000174859714881096,0.000956376740441246,0.184124999999995,"Non-significant",3.01937099468597,"PPA2","Inorganic pyrophosphatase 2, mitochondrial","IPYR2_HUMAN"
-0.489900000000002,11.365325,-7.08694514033087,0.000165786810909181,0.000884524615563637,-0.00681137238335161,"MAP2_HUMAN",22,-7.2168654444398,0.000174876261582601,0.000956376740441246,-0.489900000000002,"Non-significant",3.01937099468597,"METAP2","Methionine aminopeptidase 2","MAP2_HUMAN"
-0.28041,9.18621,-7.01012245422949,0.000177814517536337,0.000935116945508269,-0.0850648311411693,"NEK6_HUMAN",12,-7.21415984145855,0.000175287276065893,0.000957976370818536,-0.28041,"Non-significant",3.01864520297749,"NEK6","Serine/threonine-protein kinase Nek6","NEK6_HUMAN"
-0.134399999999998,14.139625,-5.50653048933468,0.000798184207048713,0.00300219774107713,-1.75643125527422,"HSP74_HUMAN",65,-7.2124624958818,0.000175545679189067,0.000958740354652184,-0.134399999999998,"Non-significant",3.01829899221366,"HSPA4","Heat shock 70 kDa protein 4","HSP74_HUMAN"
-0.425744999999999,8.576455,-7.08371401772795,0.000166273923995401,0.00088595394044484,-0.0100898041250197,"MTUS1_HUMAN",41,-7.20868005080913,0.000176123061811606,0.000960889832996411,-0.425744999999999,"Non-significant",3.0173264017845,"MTUS1","Microtubule-associated tumor suppressor 1","MTUS1_HUMAN"
-0.3734,12.655575,-6.91896695089389,0.000193372766530878,0.000998742537935519,-0.178754130125945,"EDF1_HUMAN",12,-7.20832738060607,0.000176177005134317,0.000960889832996411,-0.3734,"Non-significant",3.0173264017845,"EDF1","Endothelial differentiation-related factor 1","EDF1_HUMAN"
0.440049999999999,11.103725,6.99152982181123,0.00018087041934017,0.000949334804887397,-0.104100226299058,"GBRL1_HUMAN",5,7.2044677974353,0.000176768572640667,0.000963466198688137,0.440049999999999,"Non-significant",3.01616351710684,"GABARAPL1","Gamma-aminobutyric acid receptor-associated protein-like 1","GBRL1_HUMAN"
0.666157500000001,9.70486375,9.88865708635131,1.81742268854994e-05,0.000169633113066388,2.47079685345419,"IBTK_HUMAN",35,7.19812067289859,0.000177746282922877,0.000968142321338018,0.666157500000001,"Up in BT",3.01406079472838,"IBTK","Inhibitor of Bruton tyrosine kinase","IBTK_HUMAN"
-0.321274999999998,10.6275625,-6.7655470311792,0.000223123396584145,0.00111121775390613,-0.338523118209212,"MRE11_HUMAN",36,-7.19544369483436,0.000178160469287631,0.000969744830472673,-0.321274999999998,"Non-significant",3.01334252686395,"MRE11","Double-strand break repair protein MRE11","MRE11_HUMAN"
-0.268590000000001,9.7480025,-7.73789626528159,9.36932618668833e-05,0.000568923098007989,0.631516253105683,"SPT6H_HUMAN",69,-7.19233257954934,0.000178643192437756,0.000971717984168492,-0.268590000000001,"Non-significant",3.0124597594469,"SUPT6H","Transcription elongation factor SPT6","SPT6H_HUMAN"
-0.447574999999997,10.4571125,-7.03582092686367,0.000173685483466128,0.000918181663084837,-0.0588164552883264,"SELS_HUMAN",7,-7.18976126305552,0.000179043272015564,0.000972591095883219,-0.447574999999997,"Non-significant",3.01206971073585,"SELENOS","Selenoprotein S","SELS_HUMAN"
-0.764617500000001,7.20532125,-7.28626894548085,0.000138615135998263,0.000767502524972473,0.1932783855578,"2A5B_HUMAN",11,-7.18975428829031,0.000179044358613662,0.000972591095883219,-0.764617500000001,"Up in BD",3.01206971073585,"PPP2R5B","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform","2A5B_HUMAN"
-0.606254999999998,7.7869025,-7.12825791249785,0.000159697562657288,0.000859983610232419,0.0350073350225024,"DDX24_HUMAN",28,-7.18894223639784,0.000179170918896634,0.000972624941196436,-0.606254999999998,"Up in BD",3.01205459793348,"DDX24","ATP-dependent RNA helicase DDX24","DDX24_HUMAN"
-0.5188925,10.21255375,-7.09118479693406,0.000165150079023277,0.000882292193486548,-0.00251134658388352,"UBL4A_HUMAN",8,-7.18306681206622,0.000180089625767621,0.000976956003409183,-0.5188925,"Up in BD",3.01012499401598,"UBL4A","Ubiquitin-like protein 4A","UBL4A_HUMAN"
0.301075000000001,14.2749125,6.67151029891976,0.000243876617959481,0.00118750283311234,-0.437767683752643,"ATPMK_HUMAN",4,7.17599401426527,0.000181202604112838,0.00098171548549402,0.301075000000001,"Non-significant",3.00801435842829,"ATP5MK","ATP synthase membrane subunit K, mitochondrial","ATPMK_HUMAN"
0.247124999999999,11.1662375,7.42641311735392,0.000122503325559483,0.000697319986265707,0.331471686407523,"PBIP1_HUMAN",29,7.17594790356221,0.000181209885482751,0.00098171548549402,0.247124999999999,"Non-significant",3.00801435842829,"PBXIP1","Pre-B-cell leukemia transcription factor-interacting protein 1","PBIP1_HUMAN"
-0.247325000000002,11.6229125,-6.3940952299642,0.000318818777528727,0.00146504387650068,-0.73653762592762,"TAOK3_HUMAN",32,-7.17085379127402,0.000182016332727637,0.000985423990246144,-0.247325000000002,"Non-significant",3.00637686898957,"TAOK3","Serine/threonine-protein kinase TAO3","TAOK3_HUMAN"
0.571897500000002,9.42231875,7.38174363203309,0.000127398599655331,0.000718977375970426,0.287643594362633,"GPC6_HUMAN",16,7.16843587922713,0.00018240052552885,0.000986843003915457,0.571897500000002,"Up in BT",3.00575193340581,"GPC6","Glypican-6","GPC6_HUMAN"
-0.275850000000002,10.2559,-6.51033340951077,0.000284665460994058,0.00134166234473176,-0.61024793316179,"PERM_HUMAN",27,-7.16449354145371,0.00018302890115585,0.000989580339827918,-0.275850000000002,"Non-significant",3.00454894150046,"MPO","Myeloperoxidase","PERM_HUMAN"
-0.869157499999996,9.22274875,-8.05406436547467,7.19998275089851e-05,0.000472381985190849,0.926469998827169,"S38A2_HUMAN",4,-7.15785059818036,0.000184093253365235,0.000994669630314969,-0.869157499999996,"Up in BD",3.00232114192354,"SLC38A2","Sodium-coupled neutral amino acid symporter 2","S38A2_HUMAN"
-0.319324999999999,10.3532625,-6.69351158396204,0.000238834243995245,0.00116999829952337,-0.414457230393703,"DIP2B_HUMAN",61,-7.15609204488127,0.00018437617961384,0.000995072968496714,-0.319324999999999,"Non-significant",3.00214507136127,"DIP2B","Disco-interacting protein 2 homolog B","DIP2B_HUMAN"
-0.429347500000002,10.16025125,-7.43628803514475,0.000121449859175904,0.000692787023090214,0.34113309772219,"FBLI1_HUMAN",19,-7.15585647344678,0.000184414116888294,0.000995072968496714,-0.429347500000002,"Non-significant",3.00214507136127,"FBLIM1","Filamin-binding LIM protein 1","FBLI1_HUMAN"
-0.276125000000002,12.3484875,-10.3413712222146,1.33908699171756e-05,0.000135807279222748,2.81377707113356,"PLOD3_HUMAN",38,-7.15136100100236,0.000185139771140348,0.000998322061459259,-0.276125000000002,"Non-significant",3.0007293315072,"PLOD3","Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3","PLOD3_HUMAN"
-0.101775,14.1508125,-4.76512915809714,0.00185793692365286,0.00586171122321862,-2.68934374844258,"ACLY_HUMAN",67,-7.14900390439099,0.00018552153569929,0.000999395734665209,-0.101775,"Non-significant",3.00026250842086,"ACLY","ATP-citrate synthase","ACLY_HUMAN"
-0.295050000000002,11.104675,-6.68076280423802,0.000241741708823821,0.00117995062344381,-0.42795783369756,"ARP10_HUMAN",18,-7.14860538993978,0.000185586168221264,0.000999395734665209,-0.295050000000002,"Non-significant",3.00026250842086,"ACTR10","Actin-related protein 10","ARP10_HUMAN"
0.284124999999996,18.2928125,6.61410060658032,0.000257604217543852,0.00124089087628543,-0.49885652655683,"PRDX1_HUMAN",23,7.14154517483533,0.000186735433750166,0.00100491512050772,0.284124999999996,"Non-significant",2.99787061909113,"PRDX1","Peroxiredoxin-1","PRDX1_HUMAN"
0.5064975,9.35134375,7.63608843114776,0.000102175285483176,0.000607266788647433,0.534504198799524,"Z3H7B_HUMAN",37,7.13680809147463,0.000187511030791176,0.00100792938924402,0.5064975,"Up in BT",2.99656989143793,"ZC3H7B","Zinc finger CCCH domain-containing protein 7B","Z3H7B_HUMAN"
-0.242307499999999,9.81981375,-6.97072264053902,0.000184360277015036,0.00096240081717369,-0.125447775674772,"MET17_HUMAN",15,-7.13660145043148,0.000187544946359397,0.00100792938924402,-0.242307499999999,"Non-significant",2.99656989143793,"METTL17","Ribosome assembly protein METTL17, mitochondrial","MET17_HUMAN"
-0.3289875,9.40455375,-6.83940877779292,0.000208205036106277,0.00105777580568639,-0.26127526880752,"TOR2A_HUMAN",8,-7.13307194426016,0.00018812530482608,0.00101037663714897,-0.3289875,"Non-significant",2.99551670449013,"TOR2A","Torsin-2A","TOR2A_HUMAN"
-0.6633,12.241525,-7.19531913695345,0.000150339574374527,0.000818351145634396,0.10250138090773,"BT3L4_HUMAN",7,-7.12883331183369,0.000188824939490582,0.00101331424191379,-0.6633,"Up in BD",2.99425585339012,"BTF3L4","Transcription factor BTF3 homolog 4","BT3L4_HUMAN"
-0.247350000000001,13.366725,-7.74024376748936,9.35072391337718e-05,0.000568642373165946,0.633741274477309,"RAB5C_HUMAN",10,-7.12758911467527,0.000189030864302123,0.00101331424191379,-0.247350000000001,"Non-significant",2.99425585339012,"RAB5C","Ras-related protein Rab-5C","RAB5C_HUMAN"
0.770939999999998,7.9013175,7.26676774888537,0.000141040009185971,0.000778175013140071,0.173887351200655,"MDN1_HUMAN",81,7.12748348881629,0.000189048357887665,0.00101331424191379,0.770939999999998,"Up in BT",2.99425585339012,"MDN1","Midasin","MDN1_HUMAN"
0.628252499999997,8.50104125,7.07002759609295,0.000168355106264605,0.000893509076780567,-0.0239891082240451,"PLPL4_HUMAN",16,7.12194142091043,0.000189968788391895,0.00101757303947759,0.628252499999997,"Up in BT",2.9924344081434,"PNPLA4","Patatin-like phospholipase domain-containing protein 4","PLPL4_HUMAN"
0.195174999999999,16.7384375,6.81250193990416,0.000213506314240901,0.00107524706418019,-0.289344387390972,"CALX_HUMAN",50,7.12052401356191,0.000190205001939847,0.00101816359647668,0.195174999999999,"Non-significant",2.99218243482955,"CANX","Calnexin","CALX_HUMAN"
-0.493385,8.4760375,-7.04784461114492,0.000171790588473751,0.000908758721618668,-0.0465601463805054,"CHTOP_HUMAN",4,-7.10441960621444,0.000192912184514016,0.0010319716660667,-0.493385,"Non-significant",2.98633222658459,"CHTOP","Chromatin target of PRMT1 protein","CHTOP_HUMAN"
0.1188,14.777325,4.77052323565333,0.00184603800684296,0.00582872078488736,-2.68227675174343,"ENTP5_HUMAN",20,7.1021957254941,0.000193289420967418,0.00103330581328018,0.1188,"Non-significant",2.98577112730447,"ENTPD5","Nucleoside diphosphate phosphatase ENTPD5","ENTP5_HUMAN"
0.41755,13.656975,6.93899371534547,0.000189828129978935,0.000985181081140669,-0.158092291479347,"BAF_HUMAN",9,7.10070156894135,0.000193543340900399,0.0010339793949094,0.41755,"Non-significant",2.98548811575495,"BANF1","Barrier-to-autointegration factor","BAF_HUMAN"
-0.511824999999996,12.7571375,-14.2585741606983,1.4391889351495e-06,2.62003697360662e-05,5.31783568822028,"LICH_HUMAN",10,-7.09904986276858,0.000193824472265867,0.00103479736415125,-0.511824999999996,"Up in BD",2.9851446861944,"LIPA","Lysosomal acid lipase/cholesteryl ester hydrolase","LICH_HUMAN"
0.248925000000002,15.8235375,9.23704500687758,2.88426933507447e-05,0.000236926311335436,1.95233671658523,"THTM_HUMAN",19,7.09475083868072,0.000194558352806586,0.00103802981236676,0.248925000000002,"Non-significant",2.98379017330794,"MPST","3-mercaptopyruvate sulfurtransferase","THTM_HUMAN"
-0.304825000000001,15.5774625,-6.79904335146719,0.000216214540584226,0.00108348551242548,-0.303414914103815,"FIBB_HUMAN",38,-7.09257853005478,0.000194930374058698,0.00103932863688421,-0.304825000000001,"Non-significant",2.98324710632343,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-0.9842925,8.44782375,-7.23415117812603,0.000145202790733365,0.000796791688728983,0.1413660247738,"ABTB2_HUMAN",20,-7.08031942455355,0.000197044893102953,0.00104991026430532,-0.9842925,"Up in BD",2.97884781843714,"ABTB2","Ankyrin repeat and BTB/POZ domain-containing protein 2","ABTB2_HUMAN"
-0.2868025,9.55505125,-6.99731120552239,0.00017991392764721,0.000945542442894929,-0.0981771174696,"DHX36_HUMAN",37,-7.07895344068749,0.00019728210036238,0.00105048169777939,-0.2868025,"Non-significant",2.97861150977174,"DHX36","ATP-dependent DNA/RNA helicase DHX36","DHX36_HUMAN"
-0.412695000000003,9.2403075,-7.52914622354283,0.000112025947881293,0.000652852009174113,0.431500423427785,"RCC2_HUMAN",22,-7.0762996133186,0.000197743865096418,0.00105166592604272,-0.412695000000003,"Non-significant",2.97812219698643,"RCC2","Protein RCC2","RCC2_HUMAN"
0.186124999999997,11.5635875,6.00783623826029,0.000469777275196552,0.00197360172318801,-1.16802027107081,"MBL2_HUMAN",8,7.0761799390951,0.000197764717009146,0.00105166592604272,0.186124999999997,"Non-significant",2.97812219698643,"MBL2","Mannose-binding protein C","MBL2_HUMAN"
-0.175600000000003,10.9369,-6.05678292800093,0.000446825010064015,0.00189888883088719,-1.11231480218403,"2A5E_HUMAN",16,-7.07193078982038,0.000198506691051412,0.00105482644820249,-0.175600000000003,"Non-significant",2.97681898945464,"PPP2R5E","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform","2A5E_HUMAN"
