"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","BM1_vs_BD"
0.153100000000002,16.39905,5.90320236968509,0.00052137952045416,0.00211791466081785,-1.36151942610456,"PSME1_HUMAN",18,-7.17140180059686,0.000181929383823355,0.000983269815754121,-0.153100000000002,"Non-significant",3.00732729252976,"PSME1","Proteasome activator complex subunit 1","PSME1_HUMAN",0.153100000000002
-0.472197499999996,9.09267125,-7.0335445915878,0.000173214647923907,0.000917534122100424,-0.133167994406255,"ABLM2_HUMAN",21,7.17106145899914,0.000181983377999278,0.000983269815754121,0.472197499999996,"Non-significant",3.00732729252976,"ABLIM2","Actin-binding LIM protein 2","ABLM2_HUMAN",-0.472197499999996
0.233662499999999,9.75634375,6.40896041691785,0.000312866332144403,0.0014492255373772,-0.793082561593382,"MA1B1_HUMAN",21,-7.16303523891021,0.000183261959762282,0.000989516647133281,-0.233662499999999,"Non-significant",3.00457689504292,"MAN1B1","Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase","MA1B1_HUMAN",0.233662499999999
1.90104,8.667025,7.27296697103752,0.000139566374642689,0.000782869539373254,0.108317542223038,"PLTP_HUMAN",1,-7.1571261786999,0.000184209742910668,0.00099397019489114,-1.90104,"Up in BD",3.00262663812621,"PLTP","Phospholipid transfer protein","PLTP_HUMAN",1.90104
-0.829040000000001,7.19997,-7.48103887419322,0.000116201340326072,0.000677573848583933,0.313307334110066,"FBX17_HUMAN",3,7.15568802253709,0.000184441250221372,0.000994555453995565,0.829040000000001,"Up in BM1",3.00237099665936,"FBXO17","F-box only protein 17","FBX17_HUMAN",-0.829040000000001
-0.188850000000004,10.482725,-7.03259260163621,0.000173365439179825,0.00091769014072726,-0.134140465180451,"GOGA2_HUMAN",45,7.15443979215645,0.000184642449831836,0.000994976614660485,0.188850000000004,"Non-significant",3.00218712653393,"GOLGA2","Golgin subfamily A member 2","GOGA2_HUMAN",-0.188850000000004
0.582350000000002,14.352575,7.34817026772391,0.000130561922793287,0.000741624751889066,0.182921058654591,"RS5_HUMAN",14,-7.15302478539905,0.000184870830731531,0.000995543587476992,-0.582350000000002,"Up in BD",3.00193972068295,"RPS5","Small ribosomal subunit protein uS7","RS5_HUMAN",0.582350000000002
0.450524999999999,11.8200875,7.02866614117566,0.000173988930377158,0.000919785823570025,-0.138152439682575,"RBX1_HUMAN",3,-7.14266062445883,0.00018655332838951,0.00100393512208549,-0.450524999999999,"Non-significant",2.99829435196258,"RBX1","E3 ubiquitin-protein ligase RBX1","RBX1_HUMAN",0.450524999999999
0.392099999999999,10.8489,8.26991082611301,6.00960796908736e-05,0.000406151013496096,1.05200983508231,"AUP1_HUMAN",16,-7.13721527523466,0.000187444220770701,0.0010079490832158,-0.392099999999999,"Non-significant",2.99656140582395,"AUP1","Lipid droplet-regulating VLDL assembly factor AUP1","AUP1_HUMAN",0.392099999999999
-0.116374999999998,16.3436625,-4.83959512704479,0.00169599594568659,0.005361257422364,-2.66679380946518,"PDIA4_HUMAN",49,7.13657912617219,0.000187548610807443,0.0010079490832158,0.116374999999998,"Non-significant",2.99656140582395,"PDIA4","Protein disulfide-isomerase A4","PDIA4_HUMAN",-0.116374999999998
0.454805000000002,8.8079875,7.28315679206366,0.000138306452838361,0.000776341012703105,0.118460556915652,"SCMC2_HUMAN",19,-7.13554970086656,0.00018771767493111,0.00100818735313499,-0.454805000000002,"Non-significant",2.99645875472383,"SLC25A25","Mitochondrial adenyl nucleotide antiporter SLC25A25","SCMC2_HUMAN",0.454805000000002
0.138299999999999,12.02405,5.40064185779785,0.000893404751488964,0.00322815851867917,-1.95899146743229,"EPS15_HUMAN",42,-7.12905319963547,0.0001887885725312,0.00101326562534508,-0.138299999999999,"Non-significant",2.99427669037549,"EPS15","Epidermal growth factor receptor substrate 15","EPS15_HUMAN",0.138299999999999
0.430870000000001,8.31893,7.11001003295207,0.000161569375098269,0.000876309187488838,-0.0553779144772939,"BTAF1_HUMAN",50,-7.12097245699305,0.000190130232270183,0.00101978942763098,-0.430870000000001,"Non-significant",2.99148949476639,"BTAF1","TATA-binding protein-associated factor 172","BTAF1_HUMAN",0.430870000000001
-0.182325000000002,11.5473625,-5.86593212191881,0.000542030542235641,0.00217863394972187,-1.4046852143751,"VPS36_HUMAN",26,7.11364343804443,0.000191356371867023,0.00102568538050474,0.182325000000002,"Non-significant",2.98898583460889,"VPS36","Vacuolar protein-sorting-associated protein 36","VPS36_HUMAN",-0.182325000000002
0.549167499999999,9.33092375,7.05099704488615,0.000170476128197041,0.000911348243529554,-0.115357515454651,"RHG05_HUMAN",53,-7.10679115570499,0.000192510812068081,0.00103075237453436,-0.549167499999999,"Up in BD",2.98684565604542,"ARHGAP5","Rho GTPase-activating protein 5","RHG05_HUMAN",0.549167499999999
0.183499999999999,10.2384,6.06551505814269,0.000441105948994658,0.00186185868706205,-1.17560748513816,"IASPP_HUMAN",34,-7.10651953606959,0.000192556734572174,0.00103075237453436,-0.183499999999999,"Non-significant",2.98684565604542,"PPP1R13L","RelA-associated inhibitor","IASPP_HUMAN",0.183499999999999
0.303524999999999,10.9535625,9.14056310199869,3.07609178811475e-05,0.000241868189915677,1.80347152420206,"CORO7_HUMAN",31,-7.09461817873487,0.000194581048710109,0.00104089915071067,-0.303524999999999,"Non-significant",2.98259134581274,"CORO7","Coronin-7","CORO7_HUMAN",0.303524999999999
0.374874999999998,10.8950625,6.94859519666255,0.000187267913184012,0.000979098668995062,-0.220334569563557,"PRSR2_HUMAN",16,-7.09310579990779,0.000194840002296407,0.00104159506518641,-0.374874999999998,"Non-significant",2.98230108634826,"PROSER2","Proline and serine-rich protein 2","PRSR2_HUMAN",0.374874999999998
0.356775000000001,11.7369625,6.91690370112275,0.000192834174191864,0.00100043557765907,-0.253056308093065,"ACINU_HUMAN",50,-7.08767432978778,0.000195773197158957,0.00104589210352667,-0.356775000000001,"Non-significant",2.98051311590845,"ACIN1","Apoptotic chromatin condensation inducer in the nucleus","ACINU_HUMAN",0.356775000000001
-0.184049999999999,11.05655,-6.95738075342493,0.000185756850218353,0.000973086597741379,-0.211283025700794,"GLPK_HUMAN",23,7.08583743355662,0.000196089936852289,0.00104622337183502,0.184049999999999,"Non-significant",2.98037558239154,"GK","Glycerol kinase","GLPK_HUMAN",-0.184049999999999
0.293549999999998,10.40655,6.78439032032665,0.000218203510248045,0.00110509960735273,-0.39108908045454,"NIP7_HUMAN",9,-7.0858134568695,0.000196094075012997,0.00104622337183502,-0.293549999999998,"Non-significant",2.98037558239154,"NIP7","60S ribosome subunit biogenesis protein NIP7 homolog","NIP7_HUMAN",0.293549999999998
-0.324835,9.52412,-6.73005951289562,0.000229668020319786,0.00115520012958608,-0.448254706138698,"PXDC1_HUMAN",7,7.08048814470787,0.000197015616619155,0.00105044672106374,0.324835,"Non-significant",2.97862597023072,"PXDC1","PX domain-containing protein 1","PXDC1_HUMAN",-0.324835
0.156324999999999,12.2611875,5.55391564001008,0.000755474380948569,0.00282577483628287,-1.77319761972254,"AGK_HUMAN",26,-7.07751606935034,0.000197532051441791,0.00105250598009492,-0.156324999999999,"Non-significant",2.97777542792474,"AGK","Acylglycerol kinase, mitochondrial","AGK_HUMAN",0.156324999999999
-0.118000000000002,16.121775,-4.79902289433759,0.00177950211156376,0.00556860842732088,-2.71969822927594,"ECHP_HUMAN",62,7.07219290214583,0.000198460831178123,0.00105675816759735,0.118000000000002,"Non-significant",2.97602438685948,"EHHADH","Peroxisomal bifunctional enzyme","ECHP_HUMAN",-0.118000000000002
0.411685,9.29151,7.69221565056628,9.68807217427748e-05,0.000588787123193119,0.51688529752774,"RRP1_HUMAN",16,-7.06687196222004,0.000199394138229738,0.00106102884747266,-0.411685,"Non-significant",2.97427280824957,"RRP1","Ribosomal RNA processing protein 1 homolog A","RRP1_HUMAN",0.411685
0.375449999999999,12.439,6.94690649434,0.000187559934498095,0.000979991564672335,-0.222075372408552,"SYNE1_HUMAN",131,-7.06547715299369,0.00019963960813028,0.00106163615297175,-0.375449999999999,"Non-significant",2.9740243004217,"SYNE1","Nesprin-1","SYNE1_HUMAN",0.375449999999999
0.243400000000001,12.46335,8.07102811157285,7.0609712464061e-05,0.000462510782696114,0.871267476742164,"PLIN3_HUMAN",23,-7.06360591971621,0.000199969457509386,0.00106269107498249,-0.243400000000001,"Non-significant",2.97359296683078,"PLIN3","Perilipin-3","PLIN3_HUMAN",0.243400000000001
0.239050000000002,13.210375,6.88496578984671,0.00019863184087518,0.00102590490082689,-0.286145019328139,"COPG2_HUMAN",43,-7.06276243895395,0.000200118341618267,0.00106278354487546,-0.239050000000002,"Non-significant",2.97355517841034,"COPG2","Coatomer subunit gamma-2","COPG2_HUMAN",0.239050000000002
-2.9772425,7.11552875,-7.18324308700102,0.000151233278831269,0.000833277841031456,0.0185352245573416,"TP8L1_HUMAN",6,7.06058516241898,0.000200503233206911,0.00106320267289291,2.9772425,"Up in BM1",2.97338394024705,"TNFAIP8L1","Tumor necrosis factor alpha-induced protein 8-like protein 1","TP8L1_HUMAN",-2.9772425
0.668707500000001,8.04961875,7.19722328688464,0.000149345559584809,0.000825853043931296,0.0325803755881271,"MAX_HUMAN",5,-7.06013521415277,0.000200582877397863,0.00106320267289291,-0.668707500000001,"Up in BD",2.97338394024705,"MAX","Protein max","MAX_HUMAN",0.668707500000001
-0.252699999999999,13.248075,-6.40384548082788,0.000314439787050313,0.00145401418691515,-0.798673937802856,"CZIB_HUMAN",10,7.06008442958496,0.000200591868880576,0.00106320267289291,0.252699999999999,"Non-significant",2.97338394024705,"CZIB","CXXC motif containing zinc binding protein","CZIB_HUMAN",-0.252699999999999
0.281325000000001,10.6026625,6.66733967872116,0.000243748836872382,0.00120650449996293,-0.5146661194313,"PIGS_HUMAN",16,-7.05279127692329,0.000201887856096312,0.00106937060342496,-0.281325000000001,"Non-significant",2.97087175865517,"PIGS","GPI transamidase component PIG-S","PIGS_HUMAN",0.281325000000001
0.2149,13.6095,7.65608289253311,9.99137942237516e-05,0.000602239521782688,0.482365382556095,"ATD3B_HUMAN",43,-7.04086081473884,0.000204028260393023,0.00108000028078376,-0.2149,"Non-significant",2.96657613160303,"ATAD3B","ATPase family AAA domain-containing protein 3B","ATD3B_HUMAN",0.2149
0.134799999999998,16.937275,5.50187649888195,0.000799458963180409,0.002960158863668,-1.83592088031964,"VDAC1_HUMAN",23,-7.03416230942493,0.000205241206588306,0.00108570986443277,-0.134799999999998,"Non-significant",2.96428621628538,"VDAC1","Non-selective voltage-gated ion channel VDAC1","VDAC1_HUMAN",0.134799999999998
0.156750000000001,15.23545,5.58591650922002,0.000729764375631839,0.00275768294698256,-1.73480770898708,"ROA3_HUMAN",22,-7.03220142807001,0.000205597811559955,0.00108688496457758,-0.156750000000001,"Non-significant",2.96381641901667,"HNRNPA3","Heterogeneous nuclear ribonucleoprotein A3","ROA3_HUMAN",0.156750000000001
0.903699999999999,12.507125,7.54615646975766,0.000109817280473007,0.000649343875686407,0.376554840492673,"APOM_HUMAN",8,-7.02956825463367,0.000206077776787667,0.00108871024168282,-0.903699999999999,"Up in BD",2.96308769157835,"APOM","Apolipoprotein M","APOM_HUMAN",0.903699999999999
-0.251025,12.7396375,-6.3550538722885,0.000329901518821316,0.00150869997216383,-0.852168500380198,"JAM1_HUMAN",17,7.01967053285727,0.000207893210279304,0.00109758381364312,0.251025,"Non-significant",2.95956230624493,"F11R","Junctional adhesion molecule A","JAM1_HUMAN",-0.251025
-0.608715,9.73495,-7.20000753938956,0.000148972770146835,0.000824758151436208,0.0353750920523588,"PEMT_HUMAN",1,7.01615016769999,0.000208543247439112,0.00110029704246106,0.608715,"Up in BM1",2.95849005439919,"PEMT","Phosphatidylethanolamine N-methyltransferase","PEMT_HUMAN",-0.608715
0.336135000000002,9.4643575,7.8991923565802,8.13791513263559e-05,0.000514298420774773,0.712192692144672,"ZCHC8_HUMAN",30,-7.00728595481732,0.000210190184431265,0.00110826305333197,-0.336135000000002,"Non-significant",2.95535714479591,"ZCCHC8","Zinc finger CCHC domain-containing protein 8","ZCHC8_HUMAN",0.336135000000002
-0.311575000000003,11.2214125,-7.04305690665063,0.000171715979672671,0.000913372332730696,-0.123456441560281,"PP6R2_HUMAN",46,7.0047323887982,0.000210667339392674,0.00111005482679986,0.311575000000003,"Non-significant",2.9546555704128,"PPP6R2","Serine/threonine-protein phosphatase 6 regulatory subunit 2","PP6R2_HUMAN",-0.311575000000003
0.112849999999998,14.387475,4.65684721486592,0.00210988732800955,0.00641136062868465,-2.90693941186987,"UBP14_HUMAN",30,-7.00017383848986,0.00021152217591286,0.00111383306052355,-0.112849999999998,"Non-significant",2.95317989563116,"USP14","Ubiquitin carboxyl-terminal hydrolase 14","UBP14_HUMAN",0.112849999999998
-0.271674999999995,16.2543125,-8.40312776584818,5.40409417755308e-05,0.000374946723065764,1.17110895731586,"LGUL_HUMAN",13,6.99795248878382,0.00021194014585414,0.00111530742118425,0.271674999999995,"Non-significant",2.95260540802223,"GLO1","Lactoylglutathione lyase","LGUL_HUMAN",-0.271674999999995
0.187225,11.8358125,7.21376476841788,0.000147146032082058,0.000819133179971955,0.0491719949491252,"VPP1_HUMAN",24,-6.99208969315907,0.000213047762483249,0.001120406678043,-0.187225,"Non-significant",2.95062431128315,"ATP6V0A1","V-type proton ATPase 116 kDa subunit a 1","VPP1_HUMAN",0.187225
0.3697125,10.20171875,7.26492252098014,0.000140570126541945,0.000787407022064132,0.100302378433447,"MK03_HUMAN",15,-6.98651472159554,0.000214107048087847,0.00112524529889081,-0.3697125,"Non-significant",2.9487527928041,"MAPK3","Mitogen-activated protein kinase 3","MK03_HUMAN",0.3697125
-0.358567500000003,10.20501625,-6.69531890445931,0.000237351462355053,0.00118646374163011,-0.484984343047142,"TIA1_HUMAN",7,6.98231117335035,0.000214909672847975,0.00112872962029251,0.358567500000003,"Non-significant",2.94741007798467,"TIA1","Cytotoxic granule associated RNA binding protein TIA1","TIA1_HUMAN",-0.358567500000003
0.383295,8.7491775,7.41389315423543,0.000123223864818985,0.000706396098816918,0.247641402783964,"TRI33_HUMAN",27,-6.97922330072116,0.000215501427936418,0.00113110262468186,-0.383295,"Non-significant",2.94649798984811,"TRIM33","E3 ubiquitin-protein ligase TRIM33","TRI33_HUMAN",0.383295
-0.268149999999997,14.156725,-6.41564421428251,0.000310823503273864,0.00144224246668349,-0.785780917619004,"RDH11_HUMAN",15,6.97800777854796,0.000215734871472832,0.00113159309936074,0.268149999999997,"Non-significant",2.94630970960555,"RDH11","Retinol dehydrogenase 11","RDH11_HUMAN",-0.268149999999997
0.26215,13.236575,9.9072199705795,1.78204423219187e-05,0.000163871836965231,2.41662926730982,"GNAS1_HUMAN",20,-6.97418015301658,0.000216471835761937,0.00113472234011916,-0.26215,"Non-significant",2.94511039477593,"GNAS","Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas","GNAS1_HUMAN",0.26215
-0.352317499999998,10.21154125,-9.34015429190482,2.65867504418958e-05,0.000219734870983481,1.96722742388997,"GOPC_HUMAN",24,6.97133332084771,0.000217021796965845,0.00113686790983469,0.352317499999998,"Non-significant",2.94428999209537,"GOPC","Golgi-associated PDZ and coiled-coil motif-containing protein","GOPC_HUMAN",-0.352317499999998
-0.277975,11.8096375,-12.5002245813997,3.58483962617788e-06,4.8863842661713e-05,4.21910094243638,"NEK9_HUMAN",42,6.96828374992115,0.000217612668800552,0.00113921491088342,0.277975,"Non-significant",2.94339433930412,"NEK9","Serine/threonine-protein kinase Nek9","NEK9_HUMAN",-0.277975
-0.222350000000002,15.978525,-6.42075837392925,0.000309270477284097,0.0014358605789129,-0.780197622155368,"PYGM_HUMAN",23,6.96756751533787,0.000217751705717541,0.00113921491088342,0.222350000000002,"Non-significant",2.94339433930412,"PYGM","Glycogen phosphorylase, muscle form","PYGM_HUMAN",-0.222350000000002
0.520329999999998,8.2510125,7.25161946984464,0.000142247837402301,0.000795318163852015,0.0870328915868388,"MPZL2_HUMAN",4,-6.96335618258273,0.000218571242753163,0.00114269190557977,-0.520329999999998,"Up in BD",2.94207084899507,"MPZL2","Myelin protein zero-like protein 2","MPZL2_HUMAN",0.520329999999998
-0.510449999999992,17.051225,-6.97443817476788,0.000182861912349294,0.000959164722595291,-0.19373342586985,"DOPD_HUMAN",14,6.96270105205951,0.000218699044653211,0.00114269190557977,0.510449999999992,"Up in BM1",2.94207084899507,"DDT","D-dopachrome decarboxylase","DOPD_HUMAN",-0.510449999999992
-0.316325000000004,11.1618375,-6.64415971943722,0.000249195140298152,0.00122693115588386,-0.539324904406431,"DFFA_HUMAN",16,6.95552422013144,0.000220104610157347,0.00114929299993659,0.316325000000004,"Non-significant",2.93956923847099,"DFFA","DNA fragmentation factor subunit alpha","DFFA_HUMAN",-0.316325000000004
0.253150000000002,11.440325,7.84201492642326,8.53629533845703e-05,0.000532140031380807,0.65864840042757,"BOLA2_HUMAN",5,-6.95479548738416,0.000220247898267209,0.0011492987486726,-0.253150000000002,"Non-significant",2.93956706614585,"BOLA2B","BolA-like protein 2","BOLA2_HUMAN",0.253150000000002
-0.248824999999998,10.3347375,-6.49143655040026,0.00028867187134687,0.00136532167120933,-0.703355501854693,"RM17_HUMAN",11,6.94954244799297,0.000221283895205304,0.00115395982254482,0.248824999999998,"Non-significant",2.9378093117616,"MRPL17","Large ribosomal subunit protein bL17m","RM17_HUMAN",-0.248824999999998
0.557654999999999,8.10627,7.01761491874123,0.000175757306100927,0.000927920512876417,-0.149453352068845,"NCDN_HUMAN",14,-6.9467401574366,0.000221838800861214,0.00115553576860674,-0.557654999999999,"Up in BD",2.93721660676808,"NCDN","Neurochondrin","NCDN_HUMAN",0.557654999999999
0.3112925,9.66229375,6.62334642401011,0.000254201540419313,0.00124527942497534,-0.561518982975841,"STK3_HUMAN",16,-6.94614178075569,0.000221957493321197,0.00115553576860674,-0.3112925,"Non-significant",2.93721660676808,"STK3","Serine/threonine-protein kinase 3","STK3_HUMAN",0.3112925
-0.321682499999998,10.07670875,-6.84215284078886,0.000206712208846028,0.00105679870314235,-0.330678872894081,"ZNT10_HUMAN",13,6.94585211818878,0.000222014975707814,0.00115553576860674,0.321682499999998,"Non-significant",2.93721660676808,"SLC30A10","Calcium/manganese antiporter SLC30A10","ZNT10_HUMAN",-0.321682499999998
0.369847500000002,9.76951125,6.94131554697569,0.000188530402728132,0.000983950242103947,-0.227841057556368,"CLAP1_HUMAN",67,-6.94053909261699,0.000223072301330516,0.00116029177069148,-0.369847500000002,"Non-significant",2.93543278795588,"CLASP1","CLIP-associating protein 1","CLAP1_HUMAN",0.369847500000002
0.519279999999998,8.15952,6.85607092674529,0.000204045673016944,0.00104586898130824,-0.316178864712587,"MPV17_HUMAN",4,-6.9356349270735,0.000224053291608062,0.00116464485920769,-0.519279999999998,"Up in BD",2.93380648596837,"MPV17","Protein Mpv17","MPV17_HUMAN",0.519279999999998
0.853022500000001,7.77140125,7.22607079120565,0.000145533251371097,0.000811832485046637,0.0614965786557438,"SFSWA_HUMAN",20,-6.93289812897132,0.000224602848458937,0.00116649912978552,-0.853022500000001,"Up in BD",2.93311558085608,"SFSWAP","Splicing factor, suppressor of white-apricot homolog","SFSWA_HUMAN",0.853022500000001
-1.05069,8.9495075,-7.09760081959133,0.00016339809775445,0.000882588855668125,-0.0679592239466569,"RN181_HUMAN",6,6.93242183398004,0.000224698644695787,0.00116649912978552,1.05069,"Up in BM1",2.93311558085608,"RNF181","E3 ubiquitin-protein ligase RNF181","RN181_HUMAN",-1.05069
0.42015,12.597975,7.16781176617307,0.000153348063126326,0.000843205710374212,0.00300813682781964,"PXMP2_HUMAN",9,-6.92808830519864,0.000225572353377485,0.00117028326851747,-0.42015,"Non-significant",2.93170900401108,"PXMP2","Peroxisomal membrane protein 2","PXMP2_HUMAN",0.42015
0.763747499999999,7.17680625,7.12561162986353,0.000159302662831331,0.000865351763216161,-0.0395834014851584,"CRBG3_HUMAN",46,-6.92644934351594,0.000225903789856492,0.0011709284987513,-0.763747499999999,"Up in BD",2.93146962375414,"CRYBG3","Very large A-kinase anchor protein","CRBG3_HUMAN",0.763747499999999
0.218874999999997,15.7406625,6.8794962966994,0.000199644159077475,0.00102916387652651,-0.291822964567842,"TRXR1_HUMAN",31,-6.92604101906812,0.000225986447859957,0.0011709284987513,-0.218874999999997,"Non-significant",2.93146962375414,"TXNRD1","Thioredoxin reductase 1, cytoplasmic","TRXR1_HUMAN",0.218874999999997
-0.496707499999999,9.66696125,-6.96872990838797,0.000183825039330427,0.000963591305387707,-0.199602840727984,"SDHF2_HUMAN",9,6.91199558091905,0.000228850517780347,0.00118361974235066,0.496707499999999,"Non-significant",2.92678779957558,"SDHAF2","Succinate dehydrogenase assembly factor 2, mitochondrial","SDHF2_HUMAN",-0.496707499999999
0.288074999999999,10.3688875,6.44827225490494,0.000301062637662478,0.00140745477167485,-0.750213487525176,"DIP2B_HUMAN",61,-6.91123814579065,0.000229006126358154,0.00118361974235066,-0.288074999999999,"Non-significant",2.92678779957558,"DIP2B","Disco-interacting protein 2 homolog B","DIP2B_HUMAN",0.288074999999999
0.23075,15.4716,6.52926279386875,0.000278280691354994,0.00132861360202151,-0.662473809324037,"NUCL_HUMAN",36,-6.91119403971896,0.000229015191240558,0.00118361974235066,-0.23075,"Non-significant",2.92678779957558,"NCL","Nucleolin","NUCL_HUMAN",0.23075
0.464175000000001,10.1617375,6.78681580462973,0.000217706844440821,0.00110396764342231,-0.388544850038427,"PERM_HUMAN",27,-6.91116304852338,0.000229021560934854,0.00118361974235066,-0.464175000000001,"Non-significant",2.92678779957558,"MPO","Myeloperoxidase","PERM_HUMAN",0.464175000000001
-0.537477499999999,7.99947625,-6.8828011907862,0.000199031785755653,0.00102731412788183,-0.288391716719564,"NFX1_HUMAN",39,6.90552825055412,0.000230183013699422,0.00118886217235299,0.537477499999999,"Up in BM1",2.92486849126537,"NFX1","Transcriptional repressor NF-X1","NFX1_HUMAN",-0.537477499999999
0.143049999999999,13.545425,5.39649192122048,0.000897509036263005,0.00323864533040798,-1.964066331477,"IDH3A_HUMAN",21,-6.90306218276233,0.000230693406529203,0.00119073742335603,-0.143049999999999,"Non-significant",2.92418399683793,"IDH3A","Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial","IDH3A_HUMAN",0.143049999999999
-0.191200000000002,12.37245,-5.97437376951932,0.000484333634920849,0.0019963634732612,-1.27958648913593,"FARP1_HUMAN",52,6.90008912943798,0.000231310421613723,0.00119316026669031,0.191200000000002,"Non-significant",2.92330121746591,"FARP1","FERM, ARHGEF and pleckstrin domain-containing protein 1","FARP1_HUMAN",-0.191200000000002
0.340674999999999,12.3140875,7.71972983921164,9.4640417686436e-05,0.000577342261252424,0.543085913917185,"NOP56_HUMAN",34,-6.89272704349121,0.000232846324070791,0.00120031686062768,-0.340674999999999,"Non-significant",2.92070409340469,"NOP56","Nucleolar protein 56","NOP56_HUMAN",0.340674999999999
0.268875000000001,10.2964125,6.44463959944289,0.000302132243336743,0.00141000861598781,-0.754167111549961,"DESI1_HUMAN",5,-6.89033362254795,0.000233348115809682,0.00120213691528978,-0.268875000000001,"Non-significant",2.92004606630285,"DESI1","Desumoylating isopeptidase 1","DESI1_HUMAN",0.268875000000001
-0.449502499999999,7.91714875,-7.1084680135375,0.000161795366725618,0.000876536159010168,-0.0569404190925056,"ZC21A_HUMAN",12,6.88583053957849,0.000234295508584521,0.00120573482174046,0.449502499999999,"Non-significant",2.91874819643976,"ZC2HC1A","Zinc finger C2HC domain-containing protein 1A","ZC21A_HUMAN",-0.449502499999999
-0.383975,11.0281375,-6.75440458191032,0.000224449579488984,0.0011317691522205,-0.422597906695701,"PTPS_HUMAN",6,6.88559658501499,0.000234344847823118,0.00120573482174046,0.383975,"Non-significant",2.91874819643976,"PTS","6-pyruvoyl tetrahydrobiopterin synthase","PTPS_HUMAN",-0.383975
0.367700000000001,14.705925,6.61042585273967,0.00025736597768185,0.00125438153638891,-0.575322000352473,"TCPD_HUMAN",39,-6.88477748846238,0.000234517681167396,0.00120585649928503,-0.367700000000001,"Non-significant",2.91870437152982,"CCT4","T-complex protein 1 subunit delta","TCPD_HUMAN",0.367700000000001
0.202599999999997,12.409925,6.24510974866501,0.000367951979548709,0.00164408836411952,-0.973768092526582,"SH3G1_HUMAN",17,-6.88400035823065,0.000234681791971836,0.00120593320057746,-0.202599999999997,"Non-significant",2.91867674810306,"SH3GL1","Endophilin-A2","SH3G1_HUMAN",0.202599999999997
0.201449999999998,14.262675,7.07884115573549,0.000166206880228413,0.00089553220720026,-0.0870105145822517,"SEPT7_HUMAN",26,-6.87618290433446,0.000236339851091063,0.00121368171306802,-0.201449999999998,"Non-significant",2.9158951916644,"SEPTIN7","Septin-7","SEPT7_HUMAN",0.201449999999998
0.261875,12.3511875,7.04118187476872,0.000172010238186447,0.000913372332730696,-0.125369968898349,"ZO2_HUMAN",66,-6.87021570328809,0.000237614345984357,0.00121945191021686,-0.261875,"Non-significant",2.9138353216637,"TJP2","Tight junction protein ZO-2","ZO2_HUMAN",0.261875
0.309250000000002,12.007925,6.50069638633228,0.000286088613782833,0.00135866878096747,-0.693332069149294,"DHX30_HUMAN",57,-6.86850063241334,0.000237982085473164,0.00122056421121801,-0.309250000000002,"Non-significant",2.9134393683614,"DHX30","ATP-dependent RNA helicase DHX30","DHX30_HUMAN",0.309250000000002
0.23845,13.358825,7.04776368476834,0.00017097980223897,0.000912373979752387,-0.118654711444636,"PDLI2_HUMAN",19,-6.86757599057983,0.000238180609488394,0.00122058767506706,-0.23845,"Non-significant",2.91343101966321,"PDLIM2","PDZ and LIM domain protein 2","PDLI2_HUMAN",0.23845
0.196375000000002,13.7847625,5.98347280421838,0.000479812588038584,0.00198362076125841,-1.2691583769781,"GORS2_HUMAN",13,-6.86707303594802,0.000238288673915109,0.00122058767506706,-0.196375000000002,"Non-significant",2.91343101966321,"GORASP2","Golgi reassembly-stacking protein 2","GORS2_HUMAN",0.196375000000002
-0.375255000000003,9.8575225,-6.65258793517729,0.000247199275693641,0.00122059361358076,-0.530351810579015,"VASN_HUMAN",11,6.86030521518296,0.000239748178842295,0.00122728595920346,0.375255000000003,"Non-significant",2.91105423431072,"VASN","Vasorin","VASN_HUMAN",-0.375255000000003
0.256049999999997,13.4703,6.64201109301094,0.000249706829607591,0.00122772524557066,-0.541613751775323,"SEPT9_HUMAN",43,-6.85856426189915,0.000240125245674845,0.0012284382030315,-0.256049999999997,"Non-significant",2.91064668595431,"SEPTIN9","Septin-9","SEPT9_HUMAN",0.256049999999997
0.473990000000001,9.4033275,7.31166786946743,0.000134848448024391,0.000762757176613821,0.146783156266242,"LMCD1_HUMAN",18,-6.85471199830282,0.000240961966736048,0.00123182894735604,-0.473990000000001,"Non-significant",2.9094495944256,"LMCD1","LIM and cysteine-rich domains protein 1","LMCD1_HUMAN",0.473990000000001
0.191649999999999,13.48145,8.41721788753913,5.34416976275574e-05,0.000373030433440023,1.18361533928218,"VPS35_HUMAN",41,-6.85411083619198,0.000241092836164451,0.00123182894735604,-0.191649999999999,"Non-significant",2.9094495944256,"VPS35","Vacuolar protein sorting-associated protein 35","VPS35_HUMAN",0.191649999999999
0.238,14.4184,6.45048387711097,0.000300413515765831,0.00140604658247551,-0.747807224659669,"TMED7_HUMAN",12,-6.85248199604481,0.0002414478269101,0.00123269943369193,-0.238,"Non-significant",2.9091428035354,"TMED7","Transmembrane emp24 domain-containing protein 7","TMED7_HUMAN",0.238
