logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,C_vs_B2,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
0.0432310104370117,14.2909073829651,,0.2617684204630994,0.5385439316643398,,PSMD4_HUMAN,8,,0.2617684204630994,0.5385439316643398,-0.0432310104370117,Non-significant,0.2687788633944354,PSMD4,26S proteasome non-ATPase regulatory subunit 4,PSMD4_HUMAN,P55036
-0.0148108005523682,11.698658585548396,,0.7865597783816638,0.9331829959342393,,DRG2_HUMAN,8,,0.7865597783816638,0.9331829959342393,0.0148108005523682,Non-significant,0.030033183336504548,DRG2,Developmentally-regulated GTP-binding protein 2,DRG2_HUMAN,P55039
-0.284224271774292,9.831471562385552,,0.006165199268741532,0.06450595961233148,,RAD_HUMAN,8,,0.006165199268741532,0.06450595961233148,0.284224271774292,Non-significant,1.1904001596719431,RRAD,GTP-binding protein RAD,RAD_HUMAN,P55042
-0.45015811920166,5.415706634521486,,0.12198293447202728,0.35789196006745244,,NR1H2_HUMAN,5,,0.12198293447202728,0.35789196006745244,0.45015811920166,Non-significant,0.44624805779205756,NR1H2,Oxysterols receptor LXR-beta,NR1H2_HUMAN,P55055
0.703719139099121,7.039890766143799,,0.036809914691785135,0.18590385048822589,,APOC4_HUMAN,8,,0.036809914691785135,0.18590385048822589,-0.703719139099121,Non-significant,0.7307116149162616,APOC4,Apolipoprotein C-IV,APOC4_HUMAN,P55056
-1.62011353174845,,,1.0,1.0,,PLTP_HUMAN,4,,1.0,1.0,1.62011353174845,Non-significant,-0.0,PLTP,Phospholipid transfer protein,PLTP_HUMAN,P55058
-0.0108828544616699,13.778668165206915,,0.7915206497839302,0.9360054858407454,,XPO2_HUMAN,8,,0.7915206497839302,0.9360054858407454,0.0108828544616699,Non-significant,0.02872160589503303,CSE1L,Exportin-2,XPO2_HUMAN,P55060
0.197457075119019,12.459628462791436,,0.07799620192451737,0.2790872039504131,,BI1_HUMAN,8,,0.07799620192451737,0.2790872039504131,-0.197457075119019,Non-significant,0.5542600753032818,TMBIM6,Bax inhibitor 1,BI1_HUMAN,P55061
0.034764289855957,16.301122188568115,,0.29169549833662084,0.5684944410164965,,TERA_HUMAN,8,,0.29169549833662084,0.5684944410164965,-0.034764289855957,Non-significant,0.24527377767398476,VCP,Transitional endoplasmic reticulum ATPase,TERA_HUMAN,P55072
0.0898673534393311,9.44736111164093,,0.01879348127340107,0.12194152559791242,,MFAP1_HUMAN,8,,0.01879348127340107,0.12194152559791242,-0.0898673534393311,Non-significant,0.9138483758664168,MFAP1,Microfibrillar-associated protein 1,MFAP1_HUMAN,P55081
-0.344811916351318,,,1.0,1.0,,MFAP3_HUMAN,5,,1.0,1.0,0.344811916351318,Non-significant,-0.0,MFAP3,Microfibril-associated glycoprotein 3,MFAP3_HUMAN,P55082
-0.821593880653381,7.41476660966873,,0.01089227527771162,0.089047056598094,,MFAP4_HUMAN,8,,0.01089227527771162,0.089047056598094,0.821593880653381,Non-significant,1.0503804313308036,MFAP4,Microfibril-associated glycoprotein 4,MFAP4_HUMAN,P55083
0.150428771972656,17.326126575469974,,0.0018863546917063144,0.032022592230410755,,ECHB_HUMAN,8,,0.0018863546917063144,0.032022592230410755,-0.150428771972656,Up,1.4945435148340973,HADHB,"Trifunctional enzyme subunit beta, mitochondrial",ECHB_HUMAN,P55084
-0.28235912322998,8.250242471694946,,0.03149276374687575,0.16883712688924685,,INHBC_HUMAN,8,,0.03149276374687575,0.16883712688924685,0.28235912322998,Non-significant,0.7725320468680362,INHBC,Inhibin beta C chain,INHBC_HUMAN,P55103
0.011920690536499,14.31012284755707,,0.8633590173380493,0.9719445324082561,,MANF_HUMAN,8,,0.8633590173380493,0.9719445324082561,-0.011920690536499,Non-significant,0.012358518979463254,MANF,Mesencephalic astrocyte-derived neurotrophic factor,MANF_HUMAN,P55145
0.150942325592041,15.931476354598999,,0.00018460321672697248,0.010076437508404257,,MTP_HUMAN,8,,0.00018460321672697248,0.010076437508404257,-0.150942325592041,Up,1.996692984151224,MTTP,Microsomal triglyceride transfer protein large subunit,MTP_HUMAN,P55157
0.0908961296081543,12.312690496444699,,0.013607358041625361,0.10048321615214685,,AFAD_HUMAN,8,,0.013607358041625361,0.10048321615214685,-0.0908961296081543,Non-significant,0.9979064729821061,AFDN,Afadin,AFAD_HUMAN,P55196
-0.298303604125977,6.8852676153183,,0.4896913713825482,0.7404647570970263,,ELL_HUMAN,8,,0.4896913713825482,0.7404647570970263,0.298303604125977,Non-significant,0.13049560717994582,ELL,RNA polymerase II elongation factor ELL,ELL_HUMAN,P55199
-0.068333625793457,13.624690294265754,,0.10546227053705974,0.3311175355081438,,NP1L1_HUMAN,8,,0.10546227053705974,0.3311175355081438,0.068333625793457,Non-significant,0.48001781902816193,NAP1L1,Nucleosome assembly protein 1-like 1,NP1L1_HUMAN,P55209
-0.104448556900024,12.065272688865635,,0.013857222835739582,0.1015948003960764,,CASP7_HUMAN,8,,0.013857222835739582,0.1015948003960764,0.104448556900024,Non-significant,0.9931285185981351,CASP7,Caspase-7,CASP7_HUMAN,P55210
-0.301952362060547,8.232019186019897,,0.05799522545156713,0.23953404070909756,,CASP9_HUMAN,8,,0.05799522545156713,0.23953404070909756,0.301952362060547,Non-significant,0.6206327593199821,CASP9,Caspase-9,CASP9_HUMAN,P55211
-0.0882892608642578,11.737559318542475,,0.014879514841887936,0.10614140404213347,,CASP6_HUMAN,8,,0.014879514841887936,0.10614140404213347,0.0882892608642578,Non-significant,0.9741151718063328,CASP6,Caspase-6,CASP6_HUMAN,P55212
0.0915262699127197,15.05496299266815,,0.00023975264504428608,0.011339052842499127,,ADK_HUMAN,8,,0.00023975264504428608,0.011339052842499127,-0.0915262699127197,Up,1.9454232207919302,ADK,Adenosine kinase,ADK_HUMAN,P55263
-0.100278377532959,11.248556137084961,,0.09392362019088549,0.3105919717231442,,DSRAD_HUMAN,8,,0.09392362019088549,0.3105919717231442,0.100278377532959,Non-significant,0.5078097742397819,ADAR,Double-stranded RNA-specific adenosine deaminase,DSRAD_HUMAN,P55265
-0.266422748565674,9.851117610931396,,0.0028345150155933848,0.0404746978317366,,LAMB2_HUMAN,8,,0.0028345150155933848,0.0404746978317366,0.266422748565674,Down,1.392816384835225,LAMB2,Laminin subunit beta-2,LAMB2_HUMAN,P55268
,,,1.0,1.0,,CAD11_HUMAN,2,,1.0,1.0,,Non-significant,-0.0,CDH11,Cadherin-11,CAD11_HUMAN,P55287
-0.0088667869567871,12.900766134262074,,0.868274898002152,0.9734317079514936,,TPD52_HUMAN,8,,0.868274898002152,0.9734317079514936,0.0088667869567871,Non-significant,0.01169451142712668,TPD52,Tumor protein D52,TPD52_HUMAN,P55327
-0.34117591381073,5.78939014673233,,0.39902884170627817,0.6669773202943347,,PKNX1_HUMAN,7,,0.39902884170627817,0.6669773202943347,0.34117591381073,Non-significant,0.17588893345748768,PKNOX1,Homeobox protein PKNOX1,PKNX1_HUMAN,P55347
-0.0369894504547119,13.670919299125664,,0.17690797692138807,0.4374606738721701,,SEC13_HUMAN,8,,0.17690797692138807,0.4374606738721701,0.0369894504547119,Non-significant,0.3590609823855848,SEC13,Protein SEC13 homolog,SEC13_HUMAN,P55735
0.149682760238647,13.726537108421326,,0.021255477320493106,0.13175175411838982,,NH2L1_HUMAN,8,,0.021255477320493106,0.13175175411838982,-0.149682760238647,Non-significant,0.880243593960835,SNU13,NHP2-like protein 1,NH2L1_HUMAN,P55769
-0.0085735321044921,12.943238258361824,,0.7518055946870225,0.9106481619131905,,PSA_HUMAN,8,,0.7518055946870225,0.9106481619131905,0.0085735321044921,Non-significant,0.04064938466694907,NPEPPS,Puromycin-sensitive aminopeptidase,PSA_HUMAN,P55786
0.0572385787963867,11.72519421577454,,0.23159050938839326,0.5055692496840538,,ALR_HUMAN,8,,0.23159050938839326,0.5055692496840538,-0.0572385787963867,Non-significant,0.29621934908220077,GFER,FAD-linked sulfhydryl oxidase ALR,ALR_HUMAN,P55789
0.0598373413085938,13.29286122322082,,0.01637072695457204,0.11260582605552347,,HNRH2_HUMAN,8,,0.01637072695457204,0.11260582605552347,-0.0598373413085938,Non-significant,0.9484391391622126,HNRNPH2,Heterogeneous nuclear ribonucleoprotein H2,HNRH2_HUMAN,P55795
-0.19110107421875,8.991309642791748,,0.03187677980373661,0.1696914849409063,,SCOT1_HUMAN,8,,0.03187677980373661,0.1696914849409063,0.19110107421875,Non-significant,0.7703399498800801,OXCT1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",SCOT1_HUMAN,P55809
-0.0508565902709961,13.029717922210686,,0.6944065433763307,0.8758300813740093,,SUMO3_HUMAN,8,,0.6944065433763307,0.8758300813740093,0.0508565902709961,Non-significant,0.057580142552906964,SUMO3,Small ubiquitin-related modifier 3,SUMO3_HUMAN,P55854
0.0048480033874511,13.44283294677734,,0.819032101326471,0.9482360996704416,,EIF3B_HUMAN,8,,0.819032101326471,0.9482360996704416,-0.0048480033874511,Non-significant,0.02308351496387055,EIF3B,Eukaryotic translation initiation factor 3 subunit B,EIF3B_HUMAN,P55884
0.130092620849609,11.051845312118525,,0.07011510819199054,0.26473549387488077,,FCGRN_HUMAN,8,,0.07011510819199054,0.26473549387488077,-0.130092620849609,Non-significant,0.5771878276423531,FCGRT,IgG receptor FcRn large subunit p51,FCGRN_HUMAN,P55899
-0.103910446166992,12.1392002105713,,0.01630347095683581,0.11249459947625351,,BID_HUMAN,8,,0.01630347095683581,0.11249459947625351,0.103910446166992,Non-significant,0.9488683262100389,BID,BH3-interacting domain death agonist,BID_HUMAN,P55957
0.127642631530762,14.988781929016126,,0.011528909473907048,0.09229896019129889,,ATPK_HUMAN,8,,0.011528909473907048,0.09229896019129889,-0.127642631530762,Non-significant,1.034803191560489,ATP5MF,"ATP synthase subunit f, mitochondrial",ATPK_HUMAN,P56134
-0.230480194091797,8.746836662292484,,0.02115798925883921,0.13134457253372356,,GFRA1_HUMAN,8,,0.02115798925883921,0.13134457253372356,0.230480194091797,Non-significant,0.8815878685753205,GFRA1,GDNF family receptor alpha-1,GFRA1_HUMAN,P56159
0.0247628688812256,11.9503253698349,,0.6848486026915612,0.8709094291610746,,NDUV3_HUMAN,8,,0.6848486026915612,0.8709094291610746,-0.0247628688812256,Non-significant,0.060027007404278084,NDUFV3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",NDUV3_HUMAN,P56181
-0.13514518737793,9.096648216247559,,0.24758695562765579,0.523857375470773,,RRP1_HUMAN,8,,0.24758695562765579,0.523857375470773,0.13514518737793,Non-significant,0.28078693720948855,RRP1,Ribosomal RNA processing protein 1 homolog A,RRP1_HUMAN,P56182
-0.0645051002502441,12.611213207244884,,0.3158481012291402,0.5944948618028123,,SYMC_HUMAN,8,,0.3158481012291402,0.5944948618028123,0.0645051002502441,Non-significant,0.2258518946202751,MARS1,"Methionine--tRNA ligase, cytoplasmic",SYMC_HUMAN,P56192
0.0396530628204346,12.792086482048035,,0.37313237421545975,0.6423246551295796,,ITA1_HUMAN,8,,0.37313237421545975,0.6423246551295796,-0.0396530628204346,Non-significant,0.19224540761189451,ITGA1,Integrin alpha-1,ITA1_HUMAN,P56199
-0.0175259113311768,11.862886786460876,,0.6684035281679714,0.86145608074889,,ARP19_HUMAN,8,,0.6684035281679714,0.86145608074889,0.0175259113311768,Non-significant,0.06476685910349318,ARPP19,cAMP-regulated phosphoprotein 19,ARP19_HUMAN,P56211
0.267077684402466,10.877338290214524,,0.005705820856932922,0.06142766612029627,,CMC4_HUMAN,8,,0.005705820856932922,0.06142766612029627,-0.267077684402466,Non-significant,1.2116359849300162,CMC4,Cx9C motif-containing protein 4,CMC4_HUMAN,P56277
-0.207528829574585,8.191490530967712,,0.24519836472826984,0.5211740122562112,,AP1S2_HUMAN,8,,0.24519836472826984,0.5211740122562112,0.207528829574585,Non-significant,0.2830172480153047,AP1S2,AP-1 complex subunit sigma-2,AP1S2_HUMAN,P56377
0.0623047351837158,14.67187702655795,,0.23740070095726873,0.5126451663321121,,ATP68_HUMAN,8,,0.23740070095726873,0.5126451663321121,-0.0623047351837158,Non-significant,0.2901831331797253,ATP5MJ,"ATP synthase subunit ATP5MJ, mitochondrial",ATP68_HUMAN,P56378
0.0127332210540771,14.01481759548189,,0.9491817373236545,1.0,,ATP5E_HUMAN;AT5EL_HUMAN,8,,0.9491817373236545,1.0,-0.0127332210540771,Non-significant,-0.0,ATP5F1E;ATP5F1EP2,"ATP synthase subunit epsilon, mitochondrial;ATP synthase subunit epsilon-like protein, mitochondrial",ATP5E_HUMAN;AT5EL_HUMAN,P56381;Q5VTU8
0.0535387992858887,15.42017364501954,,0.3357951058101124,0.6123190451834944,,ATP5I_HUMAN,8,,0.3357951058101124,0.6123190451834944,-0.0535387992858887,Non-significant,0.21302223233388035,ATP5ME,"ATP synthase subunit e, mitochondrial",ATP5I_HUMAN,P56385
-0.0629286766052246,16.7806465625763,,0.3186082325408467,0.5970218152693907,,LEG4_HUMAN,8,,0.3186082325408467,0.5970218152693907,0.0629286766052246,Non-significant,0.22400979939321014,LGALS4,Galectin-4,LEG4_HUMAN,P56470
-0.322437047958374,6.38236105442047,,0.23665225916889915,0.5116329941295478,,HDAC4_HUMAN,8,,0.23665225916889915,0.5116329941295478,0.322437047958374,Non-significant,0.291041456557811,HDAC4,Histone deacetylase 4,HDAC4_HUMAN,P56524
-0.0582103729248047,14.511623859405525,,0.21491021043942846,0.4846734679755798,,IF6_HUMAN,8,,0.21491021043942846,0.4846734679755798,0.0582103729248047,Non-significant,0.3145507538014457,EIF6,Eukaryotic translation initiation factor 6,IF6_HUMAN,P56537
0.175880670547485,13.9573222398758,,0.004293725873481671,0.051739712955562636,,NDUA6_HUMAN,8,,0.004293725873481671,0.051739712955562636,-0.175880670547485,Non-significant,1.2861759850157068,NDUFA6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,NDUA6_HUMAN,P56556
0.336317539215088,8.062296867370602,,0.09721336708562978,0.3162623337950786,,TM50B_HUMAN,8,,0.09721336708562978,0.3162623337950786,-0.336317539215088,Non-significant,0.4999525285997014,TMEM50B,Transmembrane protein 50B,TM50B_HUMAN,P56557
-0.0635349750518799,10.74849832057954,,0.2820567326464962,0.5589423655849598,,PEX3_HUMAN,8,,0.2820567326464962,0.5589423655849598,0.0635349750518799,Non-significant,0.2526329713601862,PEX3,Peroxisomal biogenesis factor 3,PEX3_HUMAN,P56589
-0.200953483581543,8.904985189437866,,0.4784912247103494,0.7303639604308484,,CLD12_HUMAN,8,,0.4784912247103494,0.7303639604308484,0.200953483581543,Non-significant,0.13646066506325977,CLDN12,Claudin-12,CLD12_HUMAN,P56749
-0.0113930702209473,11.0040237903595,,0.9025920247848309,0.9908772235059019,,DHB7_HUMAN,8,,0.9025920247848309,0.9908772235059019,0.0113930702209473,Non-significant,0.003980154250533358,HSD17B7,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7,DHB7_HUMAN,P56937
0.0323479175567627,10.057678818702716,,0.38193075199909104,0.6511684544397922,,BCAR1_HUMAN,8,,0.38193075199909104,0.6511684544397922,-0.0323479175567627,Non-significant,0.1863066468083025,BCAR1,Breast cancer anti-estrogen resistance protein 1,BCAR1_HUMAN,P56945
0.0107197761535645,10.51638770103456,,0.8003241393777566,0.9409760178745228,,STX17_HUMAN,8,,0.8003241393777566,0.9409760178745228,-0.0107197761535645,Non-significant,0.026421445050407746,STX17,Syntaxin-17,STX17_HUMAN,P56962
0.0397533178329468,,,1.0,1.0,,PIGP_HUMAN,5,,1.0,1.0,-0.0397533178329468,Non-significant,-0.0,PIGP,Phosphatidylinositol N-acetylglucosaminyltransferase subunit P,PIGP_HUMAN,P57054
-0.0709483623504639,8.809512972831726,,0.29725879138841577,0.5737606584430333,,RWD2B_HUMAN,8,,0.29725879138841577,0.5737606584430333,0.0709483623504639,Non-significant,0.2412692337248341,RWDD2B,RWD domain-containing protein 2B,RWD2B_HUMAN,P57060
0.0545570850372314,9.045207142829895,,0.5561276567523988,0.7911747569601991,,CF298_HUMAN,8,,0.5561276567523988,0.7911747569601991,-0.0545570850372314,Non-significant,0.10172757768966899,CFAP298,Cilia- and flagella-associated protein 298,CF298_HUMAN,P57076
-0.278008977572124,5.982263664404551,,0.37226526879696814,0.641371747588291,,RIPK4_HUMAN,7,,0.37226526879696814,0.641371747588291,0.278008977572124,Non-significant,0.19289017464884028,RIPK4,Receptor-interacting serine/threonine-protein kinase 4,RIPK4_HUMAN,P57078
-0.125876784324646,7.7165454030036935,,0.25341856782699984,0.5297574660093287,,WDR4_HUMAN,8,,0.25341856782699984,0.5297574660093287,0.125876784324646,Non-significant,0.2759229139492964,WDR4,tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4,WDR4_HUMAN,P57081
-0.0668675899505615,12.98750030994414,,0.44970522842259464,0.7074578309851316,,TMM33_HUMAN,8,,0.44970522842259464,0.7074578309851316,0.0668675899505615,Non-significant,0.15029944176305415,TMEM33,Transmembrane protein 33,TMM33_HUMAN,P57088
0.0879499912261963,12.98714697360991,,0.05135723445179209,0.2241092758851002,,SYJ2B_HUMAN,8,,0.05135723445179209,0.2241092758851002,-0.0879499912261963,Non-significant,0.6495401676401127,SYNJ2BP,Synaptojanin-2-binding protein,SYJ2B_HUMAN,P57105
-0.133875727653503,7.8152201771736145,,0.3760324111584937,0.6454447965771508,,GEMI4_HUMAN,8,,0.3760324111584937,0.6454447965771508,0.133875727653503,Non-significant,0.19014089602674805,GEMIN4,Gem-associated protein 4,GEMI4_HUMAN,P57678
-0.431519031524658,6.862106084823609,,0.42552468960357887,0.6884799308555433,,KLF3_HUMAN,6,,0.42552468960357887,0.6884799308555433,0.431519031524658,Non-significant,0.16210871487797557,KLF3,Krueppel-like factor 3,KLF3_HUMAN,P57682
0.0599002838134766,12.231496334075924,,0.6486200611970988,0.8494629282299548,,PCBP3_HUMAN,8,,0.6486200611970988,0.8494629282299548,-0.0599002838134766,Non-significant,0.07085556961009128,PCBP3,Poly(rC)-binding protein 3,PCBP3_HUMAN,P57721
-0.009528636932373,8.319183588027952,,0.9300064524298217,1.0,,PCBP4_HUMAN,7,,0.9300064524298217,1.0,0.009528636932373,Non-significant,-0.0,PCBP4,Poly(rC)-binding protein 4,PCBP4_HUMAN,P57723
-0.0235986709594727,10.74920916557311,,0.5581125197754203,0.7918287908448916,,CORO7_HUMAN,8,,0.5581125197754203,0.7918287908448916,0.0235986709594727,Non-significant,0.10136871137675935,CORO7,Coronin-7,CORO7_HUMAN,P57737
0.0141313076019287,11.855442404747,,0.6640042973926851,0.858585520502286,,NU107_HUMAN,8,,0.6640042973926851,0.858585520502286,-0.0141313076019287,Non-significant,0.06621643989452815,NUP107,Nuclear pore complex protein Nup107,NU107_HUMAN,P57740
0.0435128211975098,13.314647912979115,,0.2706195269487443,0.5476648452868231,,GSDMD_HUMAN,8,,0.2706195269487443,0.5476648452868231,-0.0435128211975098,Non-significant,0.26148513562397535,GSDMD,Gasdermin-D,GSDMD_HUMAN,P57764
-0.0492725372314453,10.85256481170654,,0.4893097282932145,0.7404647570970263,,SELB_HUMAN,8,,0.4893097282932145,0.7404647570970263,0.0492725372314453,Non-significant,0.13049560717994582,EEFSEC,Selenocysteine-specific elongation factor,SELB_HUMAN,P57772
-0.297053813934326,9.052007913589478,,0.003192521804519445,0.04339071994115963,,SESN2_HUMAN,8,,0.003192521804519445,0.04339071994115963,0.297053813934326,Down,1.3626031439735993,SESN2,Sestrin-2,SESN2_HUMAN,P58004
-0.0432882308959961,8.219942092895508,,0.7909250172560366,0.9357068379394002,,SESN3_HUMAN,8,,0.7909250172560366,0.9357068379394002,0.0432882308959961,Non-significant,0.028860196783214952,SESN3,Sestrin-3,SESN3_HUMAN,P58005
-0.145702362060547,14.023970842361464,,9.304804391240993e-05,0.006405380803421891,,EPIPL_HUMAN,8,,9.304804391240993e-05,0.006405380803421891,0.145702362060547,Down,2.1934550461052855,EPPK1,Epiplakin,EPIPL_HUMAN,P58107
-0.406885147094727,10.831680297851564,,0.0010202129510402823,0.02338202343252546,,INHBE_HUMAN,8,,0.0010202129510402823,0.02338202343252546,0.406885147094727,Down,1.6311179085909484,INHBE,Inhibin beta E chain,INHBE_HUMAN,P58166
-0.0861213207244873,9.243577837944033,,0.5975269639831484,0.8181000032312784,,ANTR2_HUMAN,8,,0.5975269639831484,0.8181000032312784,0.0861213207244873,Non-significant,0.08719360562335947,ANTXR2,Anthrax toxin receptor 2,ANTR2_HUMAN,P58335
0.0826725959777832,13.66993451118469,,0.3162512826520439,0.5949799941731485,,MTPN_HUMAN,8,,0.3162512826520439,0.5949799941731485,-0.0826725959777832,Non-significant,0.2254976369038491,MTPN,Myotrophin,MTPN_HUMAN,P58546
-0.0822290182113647,8.245453417301174,,0.5868418981529423,0.8115600428387942,,YBEY_HUMAN,8,,0.5868418981529423,0.8115600428387942,0.0822290182113647,Non-significant,0.09067934360247794,YBEY,Endoribonuclease YbeY,YBEY_HUMAN,P58557
-0.357690811157227,12.97417855262756,,0.01131365709688379,0.09111057319557399,,DEF1_HUMAN,8,,0.01131365709688379,0.09111057319557399,0.357690811157227,Non-significant,1.0404312211165254,DEFA1B,Neutrophil defensin 1,DEF1_HUMAN,P59665
0.0715130567550659,8.124630510807037,,0.6696885888997406,0.8620818178693639,,AP3S2_HUMAN,8,,0.6696885888997406,0.8620818178693639,-0.0715130567550659,Non-significant,0.06445151449668007,AP3S2,AP-3 complex subunit sigma-2,AP3S2_HUMAN,P59780
0.0188705921173096,14.40229880809785,,0.7858757746356435,0.9328355705888343,,ARPC4_HUMAN,8,,0.7858757746356435,0.9328355705888343,-0.0188705921173096,Non-significant,0.030194901890470853,ARPC4,Actin-related protein 2/3 complex subunit 4,ARPC4_HUMAN,P59998
0.119799971580505,7.695475041866303,,0.3790016636117839,0.6488787636893943,,ELOF1_HUMAN,8,,0.3790016636117839,0.6488787636893943,-0.119799971580505,Non-significant,0.18783643906890998,ELOF1,Transcription elongation factor 1 homolog,ELOF1_HUMAN,P60002
-0.396237691243489,6.927001158396403,,0.14624608055452273,0.3954347095496051,,APC15_HUMAN,6,,0.14624608055452273,0.3954347095496051,0.396237691243489,Non-significant,0.402925212856765,ANAPC15,Anaphase-promoting complex subunit 15,APC15_HUMAN,P60006
-0.180187702178955,8.882559776306152,,0.40695232533783704,0.6725275552240321,,DEFB1_HUMAN,8,,0.40695232533783704,0.6725275552240321,0.180187702178955,Non-significant,0.17228991677301914,DEFB1,Beta-defensin 1,DEFB1_HUMAN,P60022
-0.146077632904053,14.365843534469594,,0.05166798020898695,0.22498531882380585,,CD81_HUMAN,8,,0.05166798020898695,0.22498531882380585,0.146077632904053,Non-significant,0.6478458203856707,CD81,CD81 antigen,CD81_HUMAN,P60033
0.239253759384155,12.563638806343075,,0.001448048687482574,0.027612437363428496,,SC61G_HUMAN,8,,0.001448048687482574,0.027612437363428496,-0.239253759384155,Up,1.5588952562811504,SEC61G,Protein transport protein Sec61 subunit gamma,SC61G_HUMAN,P60059
0.155785083770752,18.107696294784525,,0.0064400765908286285,0.06636361041078065,,TPIS_HUMAN,8,,0.0064400765908286285,0.06636361041078065,-0.155785083770752,Non-significant,1.1780699948775315,TPI1,Triosephosphate isomerase,TPIS_HUMAN,P60174
0.0257968902587891,13.6020793914795,,0.3632824518233954,0.6343100769993644,,EIF3E_HUMAN,8,,0.3632824518233954,0.6343100769993644,-0.0257968902587891,Non-significant,0.19769838910631196,EIF3E,Eukaryotic translation initiation factor 3 subunit E,EIF3E_HUMAN,P60228
0.0060062408447265,14.09622836112976,,0.9224918463960426,1.0,,SC61B_HUMAN,8,,0.9224918463960426,1.0,-0.0060062408447265,Non-significant,-0.0,SEC61B,Protein transport protein Sec61 subunit beta,SC61B_HUMAN,P60468
-0.0005218982696533,9.795876860618591,,0.9917344229918265,1.0,,PTEN_HUMAN,8,,0.9917344229918265,1.0,0.0005218982696533,Non-significant,-0.0,PTEN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",PTEN_HUMAN,P60484
-0.0344202518463135,10.7884088754654,,0.3605529705814863,0.6323978639308034,,PP4C_HUMAN,8,,0.3605529705814863,0.6323978639308034,0.0344202518463135,Non-significant,0.19900960566682374,PPP4C,Serine/threonine-protein phosphatase 4 catalytic subunit,PP4C_HUMAN,P60510
-0.0538461208343506,9.357892155647278,,0.6026668436731157,0.8202054885741167,,GBRL2_HUMAN,8,,0.6026668436731157,0.8202054885741167,0.0538461208343506,Non-significant,0.08607732886775257,GABARAPL2,Gamma-aminobutyric acid receptor-associated protein-like 2,GBRL2_HUMAN,P60520
-0.0927402973175049,11.13236439228059,,0.4254392860695354,0.6884778952968629,,ROMO1_HUMAN,8,,0.4254392860695354,0.6884778952968629,0.0927402973175049,Non-significant,0.16210999891425568,ROMO1,Reactive oxygen species modulator 1,ROMO1_HUMAN,P60602
0.086991548538208,10.65650546550751,,0.29071081825869727,0.5675225547745318,,UB2G2_HUMAN,8,,0.29071081825869727,0.5675225547745318,-0.086991548538208,Non-significant,0.24601687383621418,UBE2G2,Ubiquitin-conjugating enzyme E2 G2,UB2G2_HUMAN,P60604
0.0083804130554199,16.897390127182,,0.8831571244790272,0.9805932409400733,,MYL6_HUMAN,8,,0.8831571244790272,0.9805932409400733,-0.0083804130554199,Non-significant,0.008511104596413757,MYL6,Myosin light polypeptide 6,MYL6_HUMAN,P60660
-0.0459203720092773,13.383488178253174,,0.3439205860501314,0.6194052905705867,,PROF3_HUMAN,8,,0.3439205860501314,0.6194052905705867,0.0459203720092773,Non-significant,0.20802508949295614,PFN3,Profilin-3,PROF3_HUMAN,P60673
0.0767970085144043,20.1402485370636,,0.25203114592184234,0.5286128777063609,,ACTB_HUMAN,8,,0.25203114592184234,0.5286128777063609,-0.0767970085144043,Non-significant,0.2768622610894984,ACTB,"Actin, cytoplasmic 1",ACTB_HUMAN,P60709
-0.152878046035767,8.865060687065125,,0.4241506768642405,0.6875676124059482,,RAC3_HUMAN,8,,0.4241506768642405,0.6875676124059482,0.152878046035767,Non-significant,0.16268458876895034,RAC3,Ras-related C3 botulinum toxin substrate 3,RAC3_HUMAN,P60763
-0.0442314147949219,15.0277781486511,,0.4019094305651293,0.6694959640926195,,IF4A1_HUMAN,8,,0.4019094305651293,0.6694959640926195,0.0442314147949219,Non-significant,0.17425203669168535,EIF4A1,Eukaryotic initiation factor 4A-I,IF4A1_HUMAN,P60842
0.0841896533966064,15.778714060783376,,0.14952404443983755,0.400198145766029,,RS20_HUMAN,8,,0.14952404443983755,0.400198145766029,-0.0841896533966064,Non-significant,0.39772492790732195,RPS20,Small ribosomal subunit protein uS10,RS20_HUMAN,P60866
0.153502464294434,14.037441015243536,,0.003839513854386749,0.047888570665537165,,PRPS1_HUMAN,8,,0.003839513854386749,0.047888570665537165,-0.153502464294434,Up,1.3197681251902955,PRPS1,Ribose-phosphate pyrophosphokinase 1,PRPS1_HUMAN,P60891
0.101982355117798,15.416940093040465,,0.05465454615050366,0.2312220768373428,,PSA6_HUMAN,8,,0.05465454615050366,0.2312220768373428,-0.101982355117798,Non-significant,0.635970702297778,PSMA6,Proteasome subunit alpha type-6,PSA6_HUMAN,P60900
-0.0861434936523438,17.13157701492309,,0.16392523340821338,0.4180911034120954,,S10AA_HUMAN,8,,0.16392523340821338,0.4180911034120954,0.0861434936523438,Non-significant,0.3787290737319169,S100A10,Protein S100-A10,S10AA_HUMAN,P60903
