"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.28505,12.831825,10.2840280386418,1.378726024256e-05,0.000151005995312483,3.18687835793504,"CRKL_HUMAN",19,6.67485413638101,0.000266855700190359,0.00146038904850282,0.28505,"Non-significant",2.83553143249623,"CRKL","Crk-like protein","CRKL_HUMAN"
-0.251399999999997,10.072025,-7.46419042827944,0.000117774604857238,0.000761577704848844,0.796662058706611,"RINT1_HUMAN",16,-6.67056356416415,0.000267926540261263,0.00146525725638146,-0.251399999999997,"Non-significant",2.83408611918803,"RINT1","RAD50-interacting protein 1","RINT1_HUMAN"
0.353550000000002,16.22455,7.34082270317327,0.000131253084938852,0.000821780546522649,0.676026075994704,"SDHB_HUMAN",20,6.66132400982345,0.000270248950820274,0.0014763860422922,0.353550000000002,"Non-significant",2.83080006926352,"SDHB","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial","SDHB_HUMAN"
-0.340125,10.7764125,-6.39256792965845,0.000317614843065444,0.00162898526427537,-0.306528066161535,"YIPF3_HUMAN",10,-6.66097561199879,0.000270336963138754,0.0014763860422922,-0.340125,"Non-significant",2.83080006926352,"YIPF3","Protein YIPF3","YIPF3_HUMAN"
0.119450000000002,12.655,4.66801162356158,0.0020802827680347,0.00697425367649294,-2.38168428798838,"SAHH2_HUMAN",30,6.66029326569427,0.000270509430735463,0.0014763860422922,0.119450000000002,"Non-significant",2.83080006926352,"AHCYL1","S-adenosylhomocysteine hydrolase-like protein 1","SAHH2_HUMAN"
0.299075000000002,11.8565875,6.21280861183449,0.000379669210039129,0.00186104683125911,-0.504576439352099,"NAAA_HUMAN",18,6.65113993310231,0.000272834968232038,0.00148800780089905,0.299075000000002,"Non-significant",2.82739479199005,"NAAA","N-acylethanolamine-hydrolyzing acid amidase","NAAA_HUMAN"
-0.149775,11.3581375,-5.06875326175607,0.00129751494497193,0.00481092353220555,-1.86312714770202,"ABCBA_HUMAN",27,-6.65046629951712,0.000273006998482406,0.00148800780089905,-0.149775,"Non-significant",2.82739479199005,"ABCB10","ATP-binding cassette sub-family B member 10, mitochondrial","ABCBA_HUMAN"
-0.416174999999999,11.4070625,-6.43108369957771,0.000305845490847274,0.00157964798882972,-0.264605304099628,"LGAT1_HUMAN",14,-6.6486636546552,0.000273467950447176,0.00148891366946709,-0.416174999999999,"Non-significant",2.82713048287979,"LPGAT1","Acyl-CoA:lysophosphatidylglycerol acyltransferase 1","LGAT1_HUMAN"
-1.059215,9.3841825,-6.70925046432918,0.000233981425312091,0.00128221821071026,0.0329376823433929,"RM20_HUMAN",7,-6.64837592670497,0.000273541605735325,0.00148891366946709,-1.059215,"Up in BDM",2.82713048287979,"MRPL20","Large ribosomal subunit protein bL20m","RM20_HUMAN"
-0.210249999999998,10.524325,-5.97329827540327,0.000484417111811995,0.00224391047331087,-0.774704252660857,"TB22A_HUMAN",23,-6.64393387853978,0.000274681550549331,0.00149411236412533,-0.210249999999998,"Non-significant",2.82561674034887,"TBC1D22A","TBC1 domain family member 22A","TB22A_HUMAN"
-0.154275000000002,10.6633875,-5.14368438685394,0.00119088930460464,0.0044896205398368,-1.76869760132983,"NUDC3_HUMAN",20,-6.63636930122588,0.000276635100236057,0.00150372664102761,-0.154275000000002,"Non-significant",2.82283110595408,"NUDCD3","NudC domain-containing protein 3","NUDC3_HUMAN"
-0.513794999999996,10.2278275,-7.78289160073674,8.95981761094728e-05,0.000617936909123608,1.10120079558727,"CHMP3_HUMAN",7,-6.63402324434614,0.000277244130541513,0.00150602439997786,-0.513794999999996,"Up in BDM",2.82216799182064,"CHMP3","Charged multivesicular body protein 3","CHMP3_HUMAN"
0.143475,13.5202875,5.35624131735076,0.000937665714274015,0.00373173410560161,-1.50510668032966,"AIMP1_HUMAN",21,6.63085720227359,0.000278068412121686,0.00150948755888488,0.143475,"Non-significant",2.82117046205785,"AIMP1","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1","AIMP1_HUMAN"
0.284224999999996,16.2554875,6.24753361469997,0.000366697283302205,0.00180732569569007,-0.466009146459204,"ACADM_HUMAN",25,6.62785282849743,0.000278853145357486,0.00151273152612386,0.284224999999996,"Non-significant",2.82023814208184,"ACADM","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial","ACADM_HUMAN"
0.506300000000003,12.54975,11.4619425872459,6.53516310052085e-06,8.89288271742593e-05,4.01764268262351,"GNA1_HUMAN",10,6.62037396939343,0.000280817408683975,0.00152236560321433,0.506300000000003,"Up in C",2.81748103719014,"GNPNAT1","Glucosamine 6-phosphate N-acetyltransferase","GNA1_HUMAN"
0.445650000000002,10.5531,7.26466879118016,0.00014043360123992,0.00087049447762444,0.600770155681479,"SPTN2_HUMAN",105,6.6165879686654,0.000281817683829164,0.00152676430187073,0.445650000000002,"Non-significant",2.81622800308618,"SPTBN2","Spectrin beta chain, non-erythrocytic 2","SPTN2_HUMAN"
-0.374962499999999,9.99844375,-6.31287112676362,0.000343608839358394,0.00172038997741052,-0.393845178177839,"SERC1_HUMAN",6,-6.61260209414758,0.00028287508588848,0.00153146638930782,-0.374962499999999,"Non-significant",2.81489253010019,"SERINC1","Serine incorporator 1","SERC1_HUMAN"
-0.293267499999999,8.54344625,-6.2116656789013,0.000380104784008451,0.00186205270856989,-0.505848376648491,"HS3SB_HUMAN",11,-6.61004754637739,0.000283555114156858,0.00153412047371478,-0.293267499999999,"Non-significant",2.81414053411903,"HS3ST3B1","Heparan sulfate glucosamine 3-O-sulfotransferase 3B1","HS3SB_HUMAN"
0.177400000000002,15.976225,6.07279958585902,0.000437421888849341,0.00207249773011092,-0.66160316344667,"IVD_HUMAN",23,6.60838165050195,0.000283999568072157,0.00153549733025234,0.177400000000002,"Non-significant",2.81375093432198,"IVD","Isovaleryl-CoA dehydrogenase, mitochondrial","IVD_HUMAN"
-0.616500000000002,14.265325,-6.55440907436381,0.000271317318924963,0.00143807074680031,-0.131565150670681,"RL13_HUMAN",12,-6.6021898979703,0.000285658361911432,0.00154343351559499,-0.616500000000002,"Up in BDM",2.81151207329695,"RPL13","Large ribosomal subunit protein eL13","RL13_HUMAN"
0.26215,13.061475,5.98394467534439,0.000479129258871745,0.00222830943582297,-0.76254230771046,"PIPNA_HUMAN",17,6.59075340001418,0.000288750885700144,0.00155910047369022,0.26215,"Non-significant",2.80712589650891,"PITPNA","Phosphatidylinositol transfer protein alpha isoform","PIPNA_HUMAN"
0.336499999999999,12.739275,7.01966567923059,0.000175225979929033,0.00102485643687871,0.354473749720666,"GSTM2_HUMAN",11,6.58620309017815,0.000289991751694515,0.0015647552262662,0.336499999999999,"Non-significant",2.80555358923319,"GSTM2","Glutathione S-transferase Mu 2","GSTM2_HUMAN"
-0.300125000000001,11.9161375,-6.57176944487068,0.000266816438901828,0.00142073601821046,-0.112982055433359,"RNPS1_HUMAN",7,-6.57648694035636,0.000292661401485523,0.00157810681001166,-0.300125000000001,"Non-significant",2.80186360605128,"RNPS1","RNA-binding protein with serine-rich domain 1","RNPS1_HUMAN"
0.182000000000002,14.02305,5.49360838678033,0.00080603305169646,0.00332377827240152,-1.33808191609773,"SPRE_HUMAN",17,6.57469828777476,0.00029315585624738,0.00157971919069838,0.182000000000002,"Non-significant",2.80142010593717,"SPR","Sepiapterin reductase","SPRE_HUMAN"
-0.3066175,9.45333875,-6.38088580070759,0.000321283917513005,0.00164142774673112,-0.319278956441233,"ZFY16_HUMAN",51,-6.57340754318063,0.000293513251214778,0.00157975537883519,-0.3066175,"Non-significant",2.80141015725249,"ZFYVE16","Zinc finger FYVE domain-containing protein 16","ZFY16_HUMAN"
-0.305724999999999,14.3400875,-8.04800201758047,7.18585998782637e-05,0.000525640780828964,1.34702166269646,"RAB10_HUMAN",13,-6.57261621137984,0.000293732605033429,0.00157975537883519,-0.305724999999999,"Non-significant",2.80141015725249,"RAB10","Ras-related protein Rab-10","RAB10_HUMAN"
-0.240134999999999,9.46419,-6.52481842902433,0.000279186006387387,0.00147109549519508,-0.16332190541574,"GDE1_HUMAN",11,-6.5725574636125,0.000293748896992365,0.00157975537883519,-0.240134999999999,"Non-significant",2.80141015725249,"GDE1","Glycerophosphodiester phosphodiesterase 1","GDE1_HUMAN"
-0.331449999999998,14.366875,-6.27279290739472,0.000357572067866035,0.00177534092417762,-0.438048532723951,"VAT1_HUMAN",20,-6.57116541513322,0.000294135237104689,0.00158078133079601,-0.331449999999998,"Non-significant",2.80112820179247,"VAT1","Synaptic vesicle membrane protein VAT-1 homolog","VAT1_HUMAN"
-0.574550000000002,10.966625,-7.89637394237189,8.14632221536234e-05,0.000573078524515002,1.20724111757505,"RBM3_HUMAN",9,-6.56444870642096,0.000296007372108446,0.00158978577325752,-0.574550000000002,"Up in BDM",2.79866139376782,"RBM3","RNA-binding protein 3","RBM3_HUMAN"
-0.407189999999995,8.9074,-6.74407311793253,0.000226399623055346,0.00125513590751465,0.0695504883841256,"PMGT1_HUMAN",21,-6.56338838063483,0.000296304133732807,0.00159032291697362,-0.407189999999995,"Non-significant",2.79851468271053,"POMGNT1","Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1","PMGT1_HUMAN"
-0.703135,8.5189975,-6.63990250183019,0.000249941406808429,0.00134727168907809,-0.0403919580347694,"SMTN_HUMAN",13,-6.55932655481372,0.000297444038551631,0.00159538166132238,-0.703135,"Up in BDM",2.79713540440731,"SMTN","Smoothelin","SMTN_HUMAN"
-0.8728225,7.80778875,-6.57623965298051,0.00026567104086337,0.00141556956051326,-0.108202745285124,"PLXA1_HUMAN",32,-6.5553598992676,0.000298561981564698,0.00160031597943465,-0.8728225,"Up in BDM",2.79579425823392,"PLXNA1","Plexin-A1","PLXA1_HUMAN"
-1.4547575,7.39710125,-6.64580047758105,0.000248537680524751,0.00134475202953127,-0.0341336496715865,"TM164_HUMAN",2,-6.5541809808293,0.000298895149646539,0.00160104008919349,-1.4547575,"Up in BDM",2.79559779344139,"TMEM164","Transmembrane protein 164","TM164_HUMAN"
-0.857050000000001,9.4188875,-6.67629904714445,0.000241418216242203,0.00131583509230326,-0.00183625383274055,"MASP1_HUMAN",18,-6.55133655261756,0.000299700716091291,0.00160429197891782,-0.857050000000001,"Up in BDM",2.79471658786421,"MASP1","Mannan-binding lectin serine protease 1","MASP1_HUMAN"
-0.18765,10.41595,-5.49816501178043,0.00080203292422775,0.00331094592774918,-1.33258571660794,"CD11A_HUMAN",31,-6.54132607627417,0.000302555184015425,0.00161850003467682,-0.18765,"Non-significant",2.79088728695652,"CDK11A","Cyclin-dependent kinase 11A","CD11A_HUMAN"
0.385075000000001,13.6648125,6.51056150762491,0.000283067979798014,0.00148670466582673,-0.178659473403691,"CATH_HUMAN",11,6.53708882459127,0.000303772597636889,0.0016239377689808,0.385075000000001,"Non-significant",2.78943061740154,"CTSH","Pro-cathepsin H","CATH_HUMAN"
-0.6368875,8.81377625,-6.51365643873986,0.000282220171234578,0.00148321563334792,-0.17532790344805,"TMM62_HUMAN",13,-6.53436617994413,0.000304557743602647,0.00162705898317263,-0.6368875,"Up in BDM",2.78859670299302,"TMEM62","Transmembrane protein 62","TMM62_HUMAN"
-0.359502500000001,8.76755875,-6.25588173824967,0.000363652984690527,0.0017958574651175,-0.456759541306387,"RPA2_HUMAN",32,-6.53167195115209,0.000305336934933274,0.00163014428339871,-0.359502500000001,"Non-significant",2.78777395466921,"POLR1B","DNA-directed RNA polymerase I subunit RPA2","RPA2_HUMAN"
-0.454025000000001,10.4728125,-6.3973475054055,0.000316127203140392,0.00162238487808495,-0.301315978910694,"ZW10_HUMAN",37,-6.52610031805417,0.000306955391838342,0.00163770325559691,-0.454025000000001,"Non-significant",2.78576478763777,"ZW10","Centromere/kinetochore protein zw10 homolog","ZW10_HUMAN"
-0.125174999999999,14.2402375,-5.16003622538137,0.0011689321179517,0.00441105429944146,-1.74819572953423,"ODO1_HUMAN",64,-6.52114799714331,0.000308402024691327,0.00164433612505277,-0.125174999999999,"Non-significant",2.78400940192082,"OGDH","2-oxoglutarate dehydrogenase complex component E1","ODO1_HUMAN"
-0.154300000000001,12.882675,-5.22092336881035,0.00109102639281416,0.00419656529062856,-1.672185269126,"FDFT_HUMAN",29,-6.52030480210477,0.000308649092649365,0.00164449490040924,-0.154300000000001,"Non-significant",2.78396746892962,"FDFT1","Squalene synthase","FDFT_HUMAN"
-0.359024999999999,10.6998125,-6.37428776306606,0.000323377104109961,0.00164704293164512,-0.326487928345981,"P2RX4_HUMAN",11,-6.51965820215957,0.000308838705780183,0.00164449490040924,-0.359024999999999,"Non-significant",2.78396746892962,"P2RX4","P2X purinoceptor 4","P2RX4_HUMAN"
0.288124999999997,16.3009875,8.18974911857116,6.40182132492611e-05,0.00048315519859363,1.4757672844355,"LGUL_HUMAN",13,6.51868802881816,0.000309123450609385,0.00164492748602742,0.288124999999997,"Non-significant",2.78385324246312,"GLO1","Lactoylglutathione lyase","LGUL_HUMAN"
0.853119999999999,9.08068,6.55108341582398,0.000272189186772877,0.00144080235539304,-0.135129095910468,"LIME1_HUMAN",9,6.51785252452572,0.000309368906042581,0.00164515057075144,0.853119999999999,"Up in C",2.78379434752925,"LIME1","Lck-interacting transmembrane adapter 1","LIME1_HUMAN"
-0.569607499999998,9.84827125,-7.08483323258696,0.000165111755444804,0.000978745375253399,0.420616909812363,"IMA1_HUMAN",15,-6.51299952881123,0.000310798951364183,0.00165166858900506,-0.569607499999998,"Up in BDM",2.7820770904329,"KPNA2","Importin subunit alpha-1","IMA1_HUMAN"
0.206400000000002,13.046375,6.04985991708442,0.00044778783332796,0.00211047758413405,-0.687566408920547,"GMPPB_HUMAN",15,6.51184567299274,0.000311140050334026,0.00165239489280548,0.206400000000002,"Non-significant",2.7818861560035,"GMPPB","Mannose-1-phosphate guanylyltransferase catalytic subunit beta","GMPPB_HUMAN"
-0.603170000000002,9.6613625,-6.55800418217682,0.00027037832094586,0.0014340340998723,-0.127713917124177,"BACD3_HUMAN",10,-6.50370792493839,0.0003135576520715,0.00166414084155872,-0.603170000000002,"Up in BDM",2.77880992075964,"KCTD10","BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3","BACD3_HUMAN"
-0.309850000000001,12.23255,-6.7493747409434,0.000225269613828326,0.00124972840670855,0.0751124563635557,"COG5_HUMAN",36,-6.49469381910537,0.000316260213216924,0.00167738274503438,-0.309850000000001,"Non-significant",2.77536782881284,"COG5","Conserved oligomeric Golgi complex subunit 5","COG5_HUMAN"
0.290675000000002,14.4302625,6.21523069999485,0.00037874798684529,0.00185777149073583,-0.501881502685386,"DHB8_HUMAN",14,6.49389637962318,0.000316500551308073,0.00167755669260535,0.290675000000002,"Non-significant",2.77532279403848,"HSD17B8","(3R)-3-hydroxyacyl-CoA dehydrogenase","DHB8_HUMAN"
-0.324249999999997,14.071175,-6.14164036303029,0.00040788592313445,0.00195845239874557,-0.584087879878131,"TPSN_HUMAN",9,-6.48890427888068,0.000318009766152463,0.00168445146776563,-0.324249999999997,"Non-significant",2.77354149734847,"TAPBP","Tapasin","TPSN_HUMAN"
-0.187049999999996,9.4652025,-5.44774462575485,0.000847552134936626,0.00345649036664619,-1.39356034331323,"ARHG5_HUMAN",56,-6.48798804056573,0.00031828763887252,0.00168481924361924,-0.187049999999996,"Non-significant",2.77344668571823,"ARHGEF5","Rho guanine nucleotide exchange factor 5","ARHG5_HUMAN"
0.150075000000001,13.5545125,5.08921116948382,0.00126739262772316,0.00472089152529322,-1.83726719634055,"SYK_HUMAN",34,6.48430591163458,0.000319407085834748,0.00168963839973971,0.150075000000001,"Non-significant",2.77220622899621,"KARS1","Lysine--tRNA ligase","SYK_HUMAN"
-0.424725,10.6609375,-6.92289982060565,0.000191550179703015,0.00110277785081159,0.255399064477542,"PP14B_HUMAN",8,-6.48144713389485,0.00032027925894277,0.00169314404842015,-0.424725,"Non-significant",2.77130609164138,"PPP1R14B","Protein phosphatase 1 regulatory subunit 14B","PP14B_HUMAN"
-0.129050000000003,15.912825,-5.12555270626296,0.00121577141607985,0.00455801500750159,-1.79147495880722,"RAN_HUMAN",15,-6.47435150779266,0.000322455590518142,0.00170353499226022,-0.129050000000003,"Non-significant",2.7686489411748,"RAN","GTP-binding nuclear protein Ran","RAN_HUMAN"
-0.265399999999996,13.51145,-6.34584631567209,0.000332575972621433,0.0016801322416869,-0.35762332505051,"SEPT9_HUMAN",43,-6.47306763575297,0.000322851140515504,0.00170451062624874,-0.265399999999996,"Non-significant",2.7684002869509,"SEPTIN9","Septin-9","SEPT9_HUMAN"
-2.61231,6.9684225,-6.53726139979458,0.000275846531193296,0.00145634716631967,-0.149955465026498,"NID2_HUMAN",1,-6.46724458024601,0.000324652012463173,0.00171289961928187,-2.61231,"Up in BDM",2.76626808716253,"NID2","Nidogen-2","NID2_HUMAN"
0.571525000000001,12.1027625,6.3874095973153,0.000319229149473532,0.0016362265156592,-0.312156282590046,"PLM_HUMAN",1,6.45905817712879,0.000327202852463128,0.00172523200029972,0.571525000000001,"Up in C",2.76315249498198,"FXYD1","Phospholemman","PLM_HUMAN"
-0.676474999999996,11.6373375,-6.42541196498278,0.00030754761964321,0.0015854001336582,-0.270767525271146,"SPP2A_HUMAN",4,-6.45720682786704,0.000327782831741292,0.00172716338263681,-0.676474999999996,"Up in BDM",2.76266657799628,"SPPL2A","Signal peptide peptidase-like 2A","SPP2A_HUMAN"
0.261674999999997,11.1503125,6.01120380031199,0.000465880919202532,0.0021792334895336,-0.73146892936237,"HYPDH_HUMAN",22,6.44170063961178,0.000332685993593866,0.00175113630000042,0.261674999999997,"Non-significant",2.75668004921392,"PRODH2","Hydroxyproline dehydrogenase","HYPDH_HUMAN"
-0.286275000000002,15.4786125,-9.45481330407127,2.44410153396231e-05,0.000232041705550978,2.54901704271903,"CLIC1_HUMAN",17,-6.44072243357561,0.000332998053443206,0.00175113630000042,-0.286275000000002,"Non-significant",2.75668004921392,"CLIC1","Chloride intracellular channel protein 1","CLIC1_HUMAN"
-0.511174999999998,14.2729875,-6.65198559959311,0.000247075076685744,0.00134124099721348,-0.0275749975357691,"NB5R1_HUMAN",20,-6.44039470183396,0.000333102677258917,0.00175113630000042,-0.511174999999998,"Up in BDM",2.75668004921392,"CYB5R1","NADH-cytochrome b5 reductase 1","NB5R1_HUMAN"
-0.248374999999998,10.8739625,-5.85373005413014,0.000548488011257344,0.00246301588610729,-0.91229730904027,"RB3GP_HUMAN",46,-6.43981852268317,0.000333286703762992,0.00175113630000042,-0.248374999999998,"Non-significant",2.75668004921392,"RAB3GAP1","Rab3 GTPase-activating protein catalytic subunit","RB3GP_HUMAN"
0.82433,9.0119475,6.60180538968744,0.000259225044793551,0.00138854608155486,-0.0809142952878794,"CP39A_HUMAN",13,6.43889399455367,0.000333582227895139,0.00175113630000042,0.82433,"Up in C",2.75668004921392,"CYP39A1","24-hydroxycholesterol 7-alpha-hydroxylase","CP39A_HUMAN"
-0.986525,9.8843125,-6.51458627622259,0.000281966011278886,0.00148284402678415,-0.174327192572545,"CYTM1_HUMAN",2,-6.43873742996073,0.000333632302610498,0.00175113630000042,-0.986525,"Up in BDM",2.75668004921392,"CYSTM1","Cysteine-rich and transmembrane domain-containing protein 1","CYTM1_HUMAN"
-0.18085,11.987125,-5.96089090332219,0.000490661797558382,0.00225940306949022,-0.788896205496988,"STK24_HUMAN",15,-6.43724965183955,0.000334108565430394,0.00175249807551841,-0.18085,"Non-significant",2.75634245027554,"STK24","Serine/threonine-protein kinase 24","STK24_HUMAN"
0.224350000000005,14.633825,5.96052672091108,0.000490846441918202,0.00225940306949022,-0.789313067902142,"PSA2_HUMAN",15,6.43495862551665,0.000334843451738307,0.00175521376160878,0.224350000000005,"Non-significant",2.75566998470594,"PSMA2","Proteasome subunit alpha type-2","PSA2_HUMAN"
-0.325274999999998,10.7754375,-6.10112456194699,0.000424989698783499,0.00202070102074531,-0.62963669059102,"OVCA2_HUMAN",11,-6.43385211304811,0.000335199033116518,0.00175589325264884,-0.325274999999998,"Non-significant",2.75550189002145,"OVCA2","Esterase OVCA2","OVCA2_HUMAN"
-0.609870000000002,8.044595,-6.91762116149111,0.000192488482630166,0.00110503153771281,0.249964622050575,"TPC6A_HUMAN",5,-6.43320387041804,0.000335407544487171,0.00175589325264884,-0.609870000000002,"Up in BDM",2.75550189002145,"TRAPPC6A","Trafficking protein particle complex subunit 6A","TPC6A_HUMAN"
-0.302077500000003,10.02723625,-6.42941221933887,0.000306346018035196,0.00158122277380491,-0.266420930540029,"RPAC2_HUMAN",9,-6.4297368900518,0.000336525190461546,0.00176060395760562,-0.302077500000003,"Non-significant",2.7543383262419,"POLR1D","DNA-directed RNA polymerases I and III subunit RPAC2","RPAC2_HUMAN"
-0.209425,11.9883875,-5.81242235498552,0.000572772874994887,0.00253961774469757,-0.9602638748109,"EMC2_HUMAN",17,-6.42619262303636,0.000337672065709276,0.00176434066766463,-0.209425,"Non-significant",2.75341755537057,"EMC2","ER membrane protein complex subunit 2","EMC2_HUMAN"
0.2470325,9.44170375,5.82313837279228,0.000566359962843795,0.00252032376919459,-0.947798980467748,"GLTD2_HUMAN",12,6.42618052414809,0.000337675988231744,0.00176434066766463,0.2470325,"Non-significant",2.75341755537057,"GLTPD2","Glycolipid transfer protein domain-containing protein 2","GLTD2_HUMAN"
0.565975000000001,7.9300325,6.34755766772229,0.000332014279161392,0.00167834360128926,-0.35574709534735,"PROZ_HUMAN",11,6.42312260456376,0.000338669020407355,0.00176838610591256,0.565975000000001,"Up in C",2.75242290597449,"PROZ","Vitamin K-dependent protein Z","PROZ_HUMAN"
-0.8452975,7.99151625,-6.61908460985389,0.000254967436126827,0.00136936995761671,-0.0625140977065755,"C99L2_HUMAN",6,-6.41422967179991,0.000341575561179537,0.00178241140155855,-0.8452975,"Up in BDM",2.74899204844413,"CD99L2","CD99 antigen-like protein 2","C99L2_HUMAN"
-1.3629075,6.69606625,-6.55996615099742,0.000269867411384085,0.00143320518148328,-0.125612814715522,"ZDH13_HUMAN",6,-6.41174182364395,0.000342393676704142,0.00178552779922554,-1.3629075,"Up in BDM",2.74823338380429,"ZDHHC13","Palmitoyltransferase ZDHHC13","ZDH13_HUMAN"
0.385249999999999,14.364975,6.2059381728651,0.00038229596189406,0.00187165248939412,-0.512224796815323,"DESP_HUMAN",216,6.40964481284601,0.000343084972451416,0.00178797926004178,0.385249999999999,"Non-significant",2.74763752318085,"DSP","Desmoplakin","DESP_HUMAN"
0.265974999999997,17.5251125,10.2713507025997,1.39041471084904e-05,0.000151669664072777,3.17747633947598,"ENPL_HUMAN",60,6.40620855950792,0.000344221142334876,0.00179182484326401,0.265974999999997,"Non-significant",2.74670444630437,"HSP90B1","Endoplasmin","ENPL_HUMAN"
0.263199999999994,17.26685,5.97478111212605,0.00048367673480545,0.00224300576444776,-0.773009458486175,"THIO_HUMAN",8,6.40607244110357,0.00034426623550526,0.00179182484326401,0.263199999999994,"Non-significant",2.74670444630437,"TXN","Thioredoxin","THIO_HUMAN"
0.266474999999998,13.5245375,5.95206083998227,0.000495160621169025,0.00227150017077709,-0.799008368924897,"SNTB1_HUMAN",30,6.40243287032451,0.00034547440608795,0.00179690861316535,0.266474999999998,"Non-significant",2.74547400959511,"SNTB1","Beta-1-syntrophin","SNTB1_HUMAN"
0.236425000000002,14.5093125,5.86749621699133,0.000540651202199787,0.00243594407323349,-0.896361503448336,"HEBP1_HUMAN",18,6.40179210277977,0.000345687602804915,0.00179690861316535,0.236425000000002,"Non-significant",2.74547400959511,"HEBP1","Heme-binding protein 1","HEBP1_HUMAN"
-0.182475000000004,17.3018125,-6.08139703561832,0.000433606023363862,0.00205562315944287,-0.651889696308706,"CLUS_HUMAN",28,-6.39983346845559,0.000346340195483179,0.00179914383039237,-0.182475000000004,"Non-significant",2.74493411611591,"CLU","Clusterin","CLUS_HUMAN"
-0.269899999999998,10.923,-6.38032150592941,0.000321462343569882,0.00164142774673112,-0.319895294938321,"RM23_HUMAN",10,-6.39772301176849,0.000347044918414022,0.0018016468050999,-0.269899999999998,"Non-significant",2.74433034411751,"MRPL23","Large ribosomal subunit protein uL23m","RM23_HUMAN"
-0.511275000000001,11.0879375,-6.70507303764497,0.000234909888592208,0.00128643403082034,0.0285361389803569,"PAPS1_HUMAN",29,-6.39536772783224,0.000347833291006954,0.00180458054634738,-0.511275000000001,"Up in BDM",2.74362372870366,"PAPSS1","Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1","PAPS1_HUMAN"
0.15705,15.39015,5.20246707324064,0.00111401677352782,0.00426556019915933,-1.69517098887519,"HNRPC_HUMAN",15,6.39355900112222,0.000348440078960908,0.0018065690559596,0.15705,"Non-significant",2.74314543290637,"HNRNPC","Heterogeneous nuclear ribonucleoproteins C1/C2","HNRPC_HUMAN"
-0.216175,14.3155875,-6.16941584483781,0.000396604242173154,0.00192191372271319,-0.552981019553845,"NUDC_HUMAN",25,-6.38058935911819,0.000352826000183253,0.00182659603349811,-0.216175,"Non-significant",2.73835748976911,"NUDC","Nuclear migration protein nudC","NUDC_HUMAN"
0.268649999999994,16.80225,10.0209025549427,1.64591930212722e-05,0.000171442857204824,2.98957196657235,"UGPA_HUMAN",39,6.38009589681535,0.000352994090225451,0.00182659603349811,0.268649999999994,"Non-significant",2.73835748976911,"UGP2","UTP--glucose-1-phosphate uridylyltransferase","UGPA_HUMAN"
0.193350000000001,13.2548,5.76129403294259,0.000604503594527934,0.00264548053847823,-1.0199440331875,"RANG_HUMAN",10,6.37981505069022,0.000353089796012209,0.00182659603349811,0.193350000000001,"Non-significant",2.73835748976911,"RANBP1","Ran-specific GTPase-activating protein","RANG_HUMAN"
-0.503025000000001,10.8330875,-6.31798674210573,0.000341870786902767,0.00171316898359273,-0.388217190877597,"SCAM2_HUMAN",9,-6.37947217115921,0.000353206680732097,0.00182659603349811,-0.503025000000001,"Up in BDM",2.73835748976911,"SCAMP2","Secretory carrier-associated membrane protein 2","SCAM2_HUMAN"
-0.230275000000002,12.1366625,-5.77336802147539,0.000596837712944003,0.00262186914876433,-1.00581950077815,"EFTS_HUMAN",16,-6.37787145670105,0.000353752924370585,0.00182825120696128,-0.230275000000002,"Non-significant",2.73796413119432,"TSFM","Elongation factor Ts, mitochondrial","EFTS_HUMAN"
0.467000000000001,11.94165,6.33975383721958,0.000334584251978584,0.00168396295687603,-0.364305668421457,"LEAP2_HUMAN",4,6.37655198896022,0.000354203904004016,0.00182941224029678,0.467000000000001,"Non-significant",2.73768841944822,"LEAP2","Liver-expressed antimicrobial peptide 2","LEAP2_HUMAN"
0.297024999999998,16.4108125,5.98228891314793,0.000479947403376413,0.00222954877097215,-0.764432817906069,"BDH_HUMAN",20,6.37586761969512,0.000354438067491029,0.0018294526816922,0.297024999999998,"Non-significant",2.73767881894355,"BDH1","D-beta-hydroxybutyrate dehydrogenase, mitochondrial","BDH_HUMAN"
-0.221450000000001,7.883305,-5.99984445155423,0.000471351478535345,0.00219721337150991,-0.744406192923758,"SMCA1_HUMAN",33,-6.37280153905225,0.000355489286754818,0.00183370766103331,-0.221450000000001,"Non-significant",2.73666990057436,"SMARCA1","Probable global transcription activator SNF2L1","SMCA1_HUMAN"
-0.249299999999998,10.14545,-8.67663611381796,4.35792862978261e-05,0.00035944017463809,1.90441251693087,"GOGA3_HUMAN",78,-6.36912484525273,0.000356754464070363,0.00183906016140353,-0.249299999999998,"Non-significant",2.7354040634002,"GOLGA3","Golgin subfamily A member 3","GOGA3_HUMAN"
