"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_BM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.204884792782195,17.5629065859069,-3.31047374164373,0.011520138450338,0.123893537159434,-2.8296253857797,"Q8N4Z0",3,-2.42645172913549,0.0376490397387649,0.21244792121256,0.204884792782195,"Non-significant",0.67274751409356,"RAB42","Ras-related protein Rab-42","Q8N4Z0"
-0.125851070074326,17.4609902666629,-2.2461533685959,0.0566506953437696,0.272132669799109,-4.41196528621691,"Q96HP0;K7ESB7",14,-2.42621065592791,0.0376640622118891,0.21244792121256,0.125851070074322,"Non-significant",0.67274751409356,"DOCK6","Dedicator of cytokinesis protein 6","Q96HP0;K7ESB7"
-0.063002174225133,19.8803108835946,-1.96813220170968,0.0865423018360776,0.342951485799906,-4.81660152914699,"O14776",39,-2.42508897862008,0.0377340376910851,0.212506911003185,0.0630021742251259,"Non-significant",0.672626941558412,"TCERG1","Transcription elongation regulator 1","O14776"
-0.0660634214054561,22.282011822055,-2.0441377120019,0.0770976987359473,0.326351313973562,-4.70731232200521,"O75367",27,-2.42514714587605,0.0377304057795587,0.212506911003185,0.0660634214054525,"Non-significant",0.672626941558412,"MACROH2A1","Core histone macro-H2A.1","O75367"
-0.0802441451540936,20.3739754369129,-2.09088435159961,0.0717981682500115,0.313392860313773,-4.63954019929661,"Q5JTV8;J3KN66;A0A0A0MSK5;H0YD16",27,-2.42449448702286,0.0377711770900856,0.212548444129473,0.0802441451540901,"Non-significant",0.672542069753351,"TOR1AIP1","Torsin-1A-interacting protein 1","Q5JTV8;J3KN66;A0A0A0MSK5;H0YD16"
-0.0771738471087851,20.4752711578446,-2.16668282403977,0.0639585358268288,0.294093949993165,-4.528872403854,"P52788;H7C2R7",19,-2.42320469534055,0.0378518782637446,0.21283485250504,0.0771738471087851,"Non-significant",0.671957253203857,"SMS","Spermine synthase","P52788;H7C2R7"
-0.107285707196333,19.692210605312,-2.36687349676006,0.0471167502302073,0.250625165534808,-4.23304293240493,"O96019;H7C5S0",11,-2.42266451797837,0.0378857274525064,0.212857576505388,0.107285707196333,"Non-significant",0.671910886826186,"ACTL6A","Actin-like protein 6A","O96019;H7C5S0"
0.298428397641587,18.3870349145312,3.13045171582697,0.0149695641695267,0.141372683032711,-3.09386831801701,"E9PIE4",1,2.41787893210168,0.0381869200414904,0.214212722715069,-0.298428397641587,"Non-significant",0.669154738728901,"MTCH2","Mitochondrial carrier homolog 2 (Fragment)","E9PIE4"
-0.343331824478398,17.0077501366881,-2.62034271244762,0.0320468030146801,0.207172999471566,-3.8543458132664,"P01137;A0A499FJK2",2,-2.41809201198743,0.0381734590127881,0.214212722715069,0.343331824478405,"Non-significant",0.669154738728901,"TGFB1","Transforming growth factor beta-1 proprotein","P01137;A0A499FJK2"
0.102383571866152,20.7831994961166,2.98053288999931,0.0186727678552016,0.157801461839047,-3.31602716211819,"E9PAV3;Q13765;F8VZJ2;F8VNW4;F8W0W4;F8W1N5;H0YHX9",7,2.41690403645183,0.0382485677299806,0.214221978164543,-0.102383571866152,"Non-significant",0.669135974652946,"NACA","Nascent polypeptide-associated complex subunit alpha, muscle-specific form","E9PAV3;Q13765;F8VZJ2;F8VNW4;F8W0W4;F8W1N5;H0YHX9"
-0.067162748113347,20.4633043505389,-2.43792834669941,0.0422796302481261,0.236792582076604,-4.1271764677004,"P36405",13,-2.41731388348012,0.0382226389832835,0.214221978164543,0.0671627481133505,"Non-significant",0.669135974652946,"ARL3","ADP-ribosylation factor-like protein 3","P36405"
-0.710583788262682,14.040009017454,-2.29222835141919,0.0528021987449024,0.264975756315775,-4.34384235435087,"O95625",1,-2.40905489640454,0.0387485141621893,0.215500887564014,0.710583788262682,"Non-significant",0.666550936810165,"ZBTB11","Zinc finger and BTB domain-containing protein 11","O95625"
0.222053764015907,20.9052963800971,2.35333239381407,0.0481002613981542,0.253493702320457,-4.25317787516957,"P38571;A0A0A0MT32",6,2.41102922522631,0.0386221546269952,0.215500887564014,-0.2220537640159,"Non-significant",0.666550936810165,"LIPA","Lysosomal acid lipase/cholesteryl ester hydrolase","P38571;A0A0A0MT32"
-0.046677683314865,18.9110548210333,-1.80139839512977,0.111345003219887,0.385416707703933,-5.05161649125398,"Q13620;A0A669KAX4;K4DI93",43,-2.4126242807115,0.0385203670825698,0.215500887564014,0.0466776833148685,"Non-significant",0.666550936810165,"CUL4B","Cullin-4B","Q13620;A0A669KAX4;K4DI93"
0.0659774548696213,18.6856384655057,2.01238654814293,0.0809140397171268,0.332264035434159,-4.75311092865847,"Q86UF2;A4FU28;Q96RT6;A4D2H0;P0CG41;Q96PC5;Q8IX94;A0A2R8YE69;G3V599;A0A5F9ZHA4",30,2.40983407108678,0.0386985971841982,0.215500887564014,-0.0659774548696213,"Non-significant",0.666550936810165,"MIA2","Melanoma inhibitory activity protein 2","Q86UF2;A4FU28;Q96RT6;A4D2H0;P0CG41;Q96PC5;Q8IX94;A0A2R8YE69;G3V599;A0A5F9ZHA4"
-0.0597488505610819,21.0073403478494,-1.94726403985968,0.0893266425631456,0.34789713331812,-4.84639290062307,"Q8N1F7",36,-2.40929673807707,0.0387330140206038,0.215500887564014,0.0597488505610819,"Non-significant",0.666550936810165,"NUP93","Nuclear pore complex protein Nup93","Q8N1F7"
0.0707170921364551,18.4910168058327,2.3294352197444,0.0498867609610517,0.257213978355863,-4.28867542187281,"Q8N6H7;G5E9L0;E9PIY6;E9PQP3;A0A0D9SF70",14,2.40948706012541,0.0387208201963082,0.215500887564014,-0.0707170921364622,"Non-significant",0.666550936810165,"ARFGAP2","ADP-ribosylation factor GTPase-activating protein 2","Q8N6H7;G5E9L0;E9PIY6;E9PQP3;A0A0D9SF70"
0.308256650050627,15.7405885017836,2.75424829525972,0.0261827250223861,0.18604063620384,-3.65380750695266,"Q9H9S4;B7ZBJ5;B7ZBJ4;Q5TAW7",2,2.41215160742169,0.0385505027297498,0.215500887564014,-0.308256650050634,"Non-significant",0.666550936810165,"CAB39L","Calcium-binding protein 39-like","Q9H9S4;B7ZBJ5;B7ZBJ4;Q5TAW7"
0.221276793379303,16.7071575363552,2.60351485242163,0.0328740646687426,0.208890032297661,-3.87954859996453,"Q9NRF2;F5GXU7;B4DLN5;H3BTT2;H3BUN7",4,2.40919090648157,0.0387397962347439,0.215500887564014,-0.2212767933793,"Non-significant",0.666550936810165,"SH2B1","SH2B adapter protein 1","Q9NRF2;F5GXU7;B4DLN5;H3BTT2;H3BUN7"
-0.0829789203302909,19.9499806774698,-3.14446148869905,0.0146654401687233,0.140195325628987,-3.07319714432429,"Q9Y3B4",8,-2.4103779432592,0.0386637923379187,0.215500887564014,0.0829789203302909,"Non-significant",0.666550936810165,"SF3B6","Splicing factor 3B subunit 6","Q9Y3B4"
-0.0756912799724461,18.8197465043817,-2.25858524312136,0.0555854411267262,0.271316223572079,-4.39360710781891,"Q8N490",15,-2.40502607059859,0.0390076350544919,0.21677316881255,0.075691279972439,"Non-significant",0.663994473783916,"PNKD","Probable hydrolase PNKD","Q8N490"
-0.0867163759793002,18.2820601942352,-2.09806782749662,0.0710162114639303,0.312221958035595,-4.62909167028383,"O60287",25,-2.40103994420029,0.0392656972122744,0.217794876425531,0.0867163759792966,"Non-significant",0.661952341138059,"URB1","Nucleolar pre-ribosomal-associated protein 1","O60287"
-0.0594390259374968,18.7940014446749,-2.0769054367414,0.0733442235057684,0.317040617466521,-4.65984743648643,"Q9NXE4;H7C1Q6",21,-2.40077382692991,0.039282985693332,0.217794876425531,0.0594390259374968,"Non-significant",0.661952341138059,"SMPD4","Sphingomyelin phosphodiesterase 4","Q9NXE4;H7C1Q6"
0.221697547733086,16.7412794620545,2.58875301242862,0.0336178164149041,0.21005335429498,-3.9016543995335,"Q9UHW9;B3KXX3",4,2.40084520878171,0.0392783475860812,0.217794876425531,-0.221697547733086,"Non-significant",0.661952341138059,"SLC12A6","Solute carrier family 12 member 6","Q9UHW9;B3KXX3"
-0.0664514539158461,19.2881623178351,-2.0956805568745,0.0712751420634519,0.312830847864235,-4.63256497943611,"O00541;B5MCF9",21,-2.39986008382053,0.0393424049472767,0.217903484534274,0.066451453915839,"Non-significant",0.661735824816125,"PES1","Pescadillo homolog","O00541;B5MCF9"
-0.318958632878491,16.4034325507461,-2.47439891414891,0.0399957649852664,0.22812280971229,-4.07272314927866,"O95427;A0A1W2PNR0;A0A1W2PQR8;A0A1W2PPR7;A0A1W2PPB6;K7EMD7;A0A1W2PNQ8;K7EPJ2;K7ELE1;A0A1W2PQP4;A0A1W2PS19;A0A1W2PRH3;A0A1W2PQZ1;A0A1W2PNW5;A0A1W2PNH8;A0A1W2PQA9;A0A1W2PR74",3,-2.39906595221817,0.0393941182654737,0.217903484534274,0.318958632878491,"Non-significant",0.661735824816125,"PIGN","GPI ethanolamine phosphate transferase 1","O95427;A0A1W2PNR0;A0A1W2PQR8;A0A1W2PPR7;A0A1W2PPB6;K7EMD7;A0A1W2PNQ8;K7EPJ2;K7ELE1;A0A1W2PQP4;A0A1W2PS19;A0A1W2PRH3;A0A1W2PQZ1;A0A1W2PNW5;A0A1W2PNH8;A0A1W2PQA9;A0A1W2PR74"
0.0401151757017928,21.210092099851,1.67751769983042,0.134008162975571,0.421193790408694,-5.22102272336791,"Q9Y4W6",51,2.39946338431197,0.0393682293539811,0.217903484534274,-0.0401151757017928,"Non-significant",0.661735824816125,"AFG3L2","AFG3-like protein 2","Q9Y4W6"
0.0466460031147875,22.7070680677027,1.76063614241574,0.118369920698851,0.398740930353746,-5.10790418507372,"P16435;H0Y4R2;E7EMD0",60,2.39839626834906,0.0394377798860427,0.21797615028346,-0.0466460031147875,"Non-significant",0.661591021839952,"POR","NADPH--cytochrome P450 reductase","P16435;H0Y4R2;E7EMD0"
0.25017247926381,16.412834119918,3.2363746032875,0.0128253091029386,0.131169749798427,-2.93801495438162,"Q8N9V3;B8ZZF2",2,2.39318073818137,0.0397794605063632,0.219524828033956,-0.25017247926381,"Non-significant",0.658516354381469,"WDSUB1","WD repeat, SAM and U-box domain-containing protein 1","Q8N9V3;B8ZZF2"
-0.0644723934295506,19.9113178387031,-1.98288999372876,0.0846243113907345,0.339305001483007,-4.79547510512663,"Q9C0B1;A0A1B0GTC5;A0A1B0GVH5;A0A1B0GTC3;A0A1B0GV98;A0A1B0GTY1;A0A1B0GTI3;A0A1B0GU26;A0A1B0GUC3",32,-2.39363518178786,0.0397495728722215,0.219524828033956,0.0644723934295435,"Non-significant",0.658516354381469,"FTO","Alpha-ketoglutarate-dependent dioxygenase FTO","Q9C0B1;A0A1B0GTC5;A0A1B0GVH5;A0A1B0GTC3;A0A1B0GV98;A0A1B0GTY1;A0A1B0GTI3;A0A1B0GU26;A0A1B0GUC3"
0.0927462328644779,19.7323801951934,2.24965655805182,0.0563484663108133,0.272132669799109,-4.40679388505016,"NQO2_HUMAN;P16083;Q5TD07",14,2.39218568803563,0.039844980108199,0.219678020678387,-0.0927462328644744,"Non-significant",0.658213393127745,"NQO2","Ribosyldihydronicotinamide dehydrogenase [quinone]","NQO2_HUMAN;P16083;Q5TD07"
0.844545762614063,15.9462966181311,2.17761608283085,0.0629000361162151,0.290929127091118,-4.51283816973695,"Q14574",8,2.39182515459176,0.0398687459458325,0.219678020678387,-0.844545762614056,"Non-significant",0.658213393127745,"DSC3","Desmocollin-3","Q14574"
-0.0730566545365576,21.3945475584071,-1.98329164573928,0.0845726930568241,0.339288539954371,-4.79489946403225,"O00567;H0YDU4;H0Y653;A0A494C128",44,-2.38567740039418,0.040276160204426,0.220095193425294,0.0730566545365612,"Non-significant",0.657389441734091,"NOP56","Nucleolar protein 56","O00567;H0YDU4;H0Y653;A0A494C128"
0.102309653416103,18.8764006527589,2.20393746750901,0.0604226311035011,0.282936399154165,-4.47416930253719,"O15226",15,2.3840712405168,0.0403832772499965,0.220095193425294,-0.102309653416103,"Non-significant",0.657389441734091,"NKRF","NF-kappa-B-repressing factor","O15226"
0.151747182187755,19.07282065461,2.80053215308743,0.0244241865621914,0.17870196336128,-3.58455615163861,"P13051",5,2.38744157266226,0.0401588286283203,0.220095193425294,-0.151747182187755,"Non-significant",0.657389441734091,"UNG","Uracil-DNA glycosylase","P13051"
-0.0935276772800933,25.3932610380924,-2.03538955952607,0.0781312416710458,0.327967676723959,-4.7199504491958,"P14618;B4DNK4;H3BTN5;H3BQ34",65,-2.38496985176437,0.040323312970073,0.220095193425294,0.0935276772800968,"Non-significant",0.657389441734091,"PKM","Pyruvate kinase PKM","P14618;B4DNK4;H3BTN5;H3BQ34"
-0.0874832156143412,20.9632264457941,-2.25294686723394,0.0560660719860649,0.271804358487773,-4.40193546752875,"P22061;A0A3F2YNX8;F6S8N6;A0A0A0MRJ6",14,-2.38548888482921,0.0402887180142248,0.220095193425294,0.0874832156143412,"Non-significant",0.657389441734091,"PCMT1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase","P22061;A0A3F2YNX8;F6S8N6;A0A0A0MRJ6"
-0.637204957661634,14.6740543336352,-2.29601911294676,0.052497490949128,0.264456694536005,-4.33822778410156,"P55854;A8MU27;A8MUA9",1,-2.38689186854903,0.0401953520774565,0.220095193425294,0.637204957661638,"Non-significant",0.657389441734091,"SUMO3","Small ubiquitin-related modifier 3","P55854;A8MU27;A8MUA9"
-0.31413148847378,16.6265501782634,-2.90550478252358,0.0208760184254562,0.165666645745776,-3.42776612463857,"P57723;C9J0A4;C9JZY3;C9JTY5",1,-2.38283508752547,0.0404659096556328,0.220095193425294,0.31413148847378,"Non-significant",0.657389441734091,"PCBP4","Poly(rC)-binding protein 4","P57723;C9J0A4;C9JZY3;C9JTY5"
0.138364458478051,20.0067610705034,2.33177377368002,0.0497090229901972,0.257134163217112,-4.28520380682764,"P61916;J3KMY5;G3V2V8;E7EMS2;G3V3E8;G3V3D1;H0YIZ1",9,2.38445236124334,0.0403578343323737,0.220095193425294,-0.138364458478044,"Non-significant",0.657389441734091,"NPC2","NPC intracellular cholesterol transporter 2","P61916;J3KMY5;G3V2V8;E7EMS2;G3V3E8;G3V3D1;H0YIZ1"
-0.143077678465584,18.0231269500046,-2.19563996455726,0.0611929386543394,0.285747276292281,-4.48636917683815,"Q01804",14,-2.38336285750848,0.0404306097046469,0.220095193425294,0.143077678465581,"Non-significant",0.657389441734091,"OTUD4","OTU domain-containing protein 4","Q01804"
0.188999029473745,16.8460750344816,2.39944084382188,0.044833731443504,0.24346591348902,-4.18456123138352,"Q86VW0;H7BZR8",6,2.3895038683936,0.0400220976599685,0.220095193425294,-0.188999029473742,"Non-significant",0.657389441734091,"SESTD1","SEC14 domain and spectrin repeat-containing protein 1","Q86VW0;H7BZR8"
-0.646968126771995,15.8055711881115,-2.26253502143037,0.0552512098065246,0.270439439048235,-4.38777085238294,"Q8IXS8;C9JTA1",2,-2.3872965275264,0.0401684625329594,0.220095193425294,0.646968126771991,"Non-significant",0.657389441734091,"FAM126B","Protein FAM126B","Q8IXS8;C9JTA1"
0.201128557707946,17.0673535001915,2.68651583740775,0.0289960516884474,0.196452376762052,-3.75522819021373,"Q8TD22",4,2.38683533230014,0.0401991103209898,0.220095193425294,-0.20112855770795,"Non-significant",0.657389441734091,"SFXN5","Sideroflexin-5","Q8TD22"
-0.0812109126304463,19.3564549462875,-2.10930057358538,0.0698102697746748,0.309252566042775,-4.61273604495072,"Q96DZ1",21,-2.38433753261796,0.0403654984123187,0.220095193425294,0.0812109126304463,"Non-significant",0.657389441734091,"ERLEC1","Endoplasmic reticulum lectin 1","Q96DZ1"
0.279609500099799,15.9400414634587,3.27675621133845,0.0120956531189982,0.127526471690572,-2.87887717496599,"Q96FF7;A0A044PY82",1,2.38505672608987,0.0403175205169651,0.220095193425294,-0.279609500099802,"Non-significant",0.657389441734091,"MISP3","Uncharacterized protein MISP3","Q96FF7;A0A044PY82"
-0.175812615322776,19.1903867459269,-2.35015769987667,0.0483338275308903,0.253685831157023,-4.25789638625801,"Q99988",7,-2.38428167514526,0.0403692270630113,0.220095193425294,0.175812615322776,"Non-significant",0.657389441734091,"GDF15","Growth/differentiation factor 15","Q99988"
-0.0580489332317313,19.1471961079525,-2.05822575881142,0.075461381117842,0.321905449559444,-4.68692951646716,"Q9NRY5;E5RGF9;E5RHI8;E5RK42;E5RFK2;E5RHP2",21,-2.38279756900546,0.0404684202447012,0.220095193425294,0.0580489332317313,"Non-significant",0.657389441734091,"FAM114A2","Protein FAM114A2","Q9NRY5;E5RGF9;E5RHI8;E5RK42;E5RFK2;E5RHP2"
0.137404821996117,17.8580318919893,2.67678548975968,0.0294251639801698,0.198458977384694,-3.7698024129817,"Q9NW68;E9PQA7",6,2.38761141947079,0.0401475502979959,0.220095193425294,-0.137404821996114,"Non-significant",0.657389441734091,"BSDC1","BSD domain-containing protein 1","Q9NW68;E9PQA7"
0.551477227755589,16.0565954341881,2.3386997561822,0.0491863588749485,0.25562498560335,-4.27491931954655,"O95718;A0A2R8Y491;E7EWD9",1,2.38196672803349,0.0405240562453669,0.220230049960552,-0.551477227755587,"Non-significant",0.657123422686479,"ESRRB","Steroid hormone receptor ERR2","O95718;A0A2R8Y491;E7EWD9"
-0.668297939738412,15.5741608765098,-2.21863431519308,0.0590818695383461,0.279221462854619,-4.45253870333084,"Q8N1P7;E9PIR9;E7ET48",3,-2.38054059135093,0.040619731530054,0.220582131449518,0.668297939738416,"Non-significant",0.656429671076149,"CRYBG2","Beta/gamma crystallin domain-containing protein 2","Q8N1P7;E9PIR9;E7ET48"
0.17862425854873,18.0351856158197,2.41927757646936,0.0434983608447416,0.239677310796527,-4.1549959426607,"O00338;B8ZZF7;H7BZ17;B4DLP0",6,2.37953904173746,0.0406870558594727,0.220612198855349,-0.17862425854873,"Non-significant",0.656370476714114,"SULT1C2","Sulfotransferase 1C2","O00338;B8ZZF7;H7BZ17;B4DLP0"
-0.129742848087446,18.3759060743597,-2.35214703967845,0.0481873358368188,0.253685831157023,-4.25493974847664,"Q96MU7;J3QR07",9,-2.379697975525,0.0406763649518941,0.220612198855349,0.129742848087446,"Non-significant",0.656370476714114,"YTHDC1","YTH domain-containing protein 1","Q96MU7;J3QR07"
0.108530641709795,19.404236226759,2.10730456882192,0.0700230739366034,0.309810886605505,-4.61564388682398,"Q16877;C9JJ23;C9K0D8;C9JX77;Q66S35",25,2.3778798209652,0.0407988315528644,0.220906466223889,-0.108530641709798,"Non-significant",0.655791571569701,"PFKFB4","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4","Q16877;C9JJ23;C9K0D8;C9JX77;Q66S35"
0.226919312727482,18.0359963720147,3.69656517291635,0.00666418209141277,0.0949878728837895,-2.27505185672392,"Q8NE09;H0YBV2;A0A087WV61;G3V112",2,2.37781511223666,0.0408031968840933,0.220906466223889,-0.226919312727489,"Non-significant",0.655791571569701,"RGS22","Regulator of G-protein signaling 22","Q8NE09;H0YBV2;A0A087WV61;G3V112"
-0.0929872684530402,18.1014527682239,-2.09247330340228,0.0716244755715223,0.313392860313773,-4.63722978749979,"Q14678",24,-2.37499211517057,0.0409940894059611,0.221771812460582,0.0929872684530402,"Non-significant",0.654093654177678,"KANK1","KN motif and ankyrin repeat domain-containing protein 1","Q14678"
-0.18000985809164,16.8379600863686,-2.24812082480937,0.056480758882356,0.272132669799109,-4.40906110380712,"Q9UIF9;F8VU39;J3KPG5",9,-2.37363463320866,0.0410861967247659,0.222101840129866,0.180009858091644,"Non-significant",0.653447843275316,"BAZ2A","Bromodomain adjacent to zinc finger domain protein 2A","Q9UIF9;F8VU39;J3KPG5"
-0.387065894875025,18.9931083829781,-2.55775330774036,0.0352364034604961,0.214933762904682,-3.94806439261299,"F8VWQ0;F8VVM2",1,-2.37203158998048,0.0411952288739513,0.222511844575222,0.387065894875025,"Non-significant",0.652646866045992,"SLC25A3","Phosphate carrier protein, mitochondrial","F8VWQ0;F8VVM2"
-0.0551099182516026,18.7270995804743,-1.93079086021246,0.0915857039841398,0.352188213328348,-4.86983961264635,"O43491;E9PII3;A0A2R8Y5B3;E9PHY5;E9PK52",29,-2.37089793167065,0.0412725078261185,0.222511844575222,0.0551099182516026,"Non-significant",0.652646866045992,"EPB41L2","Band 4.1-like protein 2","O43491;E9PII3;A0A2R8Y5B3;E9PHY5;E9PK52"
-0.230973831274913,22.8636050428622,-3.54760319590233,0.00821114319140999,0.105619924459814,-2.48683393974076,"P25815",2,-2.37031245989187,0.0413124741393965,0.222511844575222,0.230973831274913,"Non-significant",0.652646866045992,"S100P","Protein S100-P","P25815"
0.0675427399654183,23.094023627006,1.99749738585976,0.0827666288311871,0.334675252821918,-4.77451800643322,"P55084;B5MD38;F5GZQ3",29,2.37114865014702,0.0412554045943703,0.222511844575222,-0.0675427399654147,"Non-significant",0.652646866045992,"HADHB","Trifunctional enzyme subunit beta, mitochondrial","P55084;B5MD38;F5GZQ3"
-0.381728754816436,15.6600334801963,-2.45474323119627,0.0412106093312547,0.232607395815918,-4.10207887580392,"Q8WXG6;A0A0A0MRB5;C9J6B0",2,-2.3698629388073,0.0413431859112061,0.222511844575222,0.381728754816432,"Non-significant",0.652646866045992,"MADD","MAP kinase-activating death domain protein","Q8WXG6;A0A0A0MRB5;C9J6B0"
-0.225359266523526,17.0395442067172,-2.30202144272596,0.0520186217317896,0.26377450153028,-4.32933473603489,"Q9H7N4",6,-2.36977785851015,0.0413490012255034,0.222511844575222,0.225359266523526,"Non-significant",0.652646866045992,"SCAF1","Splicing factor, arginine/serine-rich 19","Q9H7N4"
-0.171785476774524,18.5195944742589,-2.14953452904561,0.0656544555299989,0.299385994214382,-4.55398681887006,"P00738;H0Y300;H3BS21;J3QR68;J3QLC9;A0A087WU08;A0A0C4DGL8",17,-2.36500587422143,0.0416764661111314,0.224105153990655,0.171785476774531,"Non-significant",0.649548155406206,"HP","Haptoglobin","P00738;H0Y300;H3BS21;J3QR68;J3QLC9;A0A087WU08;A0A0C4DGL8"
0.340218210150404,17.0597444995244,2.70899968049629,0.028029044754394,0.192457123645315,-3.72155456962367,"K7EMS3",1,2.36197158237582,0.0418860156824188,0.224574383251368,-0.340218210150411,"Non-significant",0.648639784348231,"KRT19","Keratin, type I cytoskeletal 19 (Fragment)","K7EMS3"
-0.111513625397418,17.9640172593188,-2.33739783185783,0.0492841832038955,0.255769151351031,-4.27685287831036,"Q13416",10,-2.36192093430754,0.041889522264504,0.224574383251368,0.111513625397411,"Non-significant",0.648639784348231,"ORC2","Origin recognition complex subunit 2","Q13416"
-0.271780749313049,16.5205247210202,-3.32879684850272,0.0112196428486347,0.122319800888703,-2.80291040566382,"Q92794;A0A3B3ITI3;A5PLL3;A0A3B3IS53;A0A3F2YNX6",1,-2.36231635008291,0.0418621536332353,0.224574383251368,0.271780749313049,"Non-significant",0.648639784348231,"KAT6A","Histone acetyltransferase KAT6A","Q92794;A0A3B3ITI3;A5PLL3;A0A3B3IS53;A0A3F2YNX6"
-0.231862798206212,17.4707074071074,-2.18582398227202,0.0621168459238953,0.288598826768078,-4.50078990917613,"Q9UPU7;C9JW56",10,-2.36240368864108,0.0418561108891101,0.224574383251368,0.231862798206212,"Non-significant",0.648639784348231,"TBC1D2B","TBC1 domain family member 2B","Q9UPU7;C9JW56"
-0.0734638669362226,20.0348418180794,-1.98517511818843,0.0843310469441817,0.33869966604522,-4.79219964163832,"O14975;G3V1R7",36,-2.36118699471565,0.0419403685452359,0.224601119745618,0.0734638669362155,"Non-significant",0.648588082900337,"SLC27A2","Very long-chain acyl-CoA synthetase","O14975;G3V1R7"
-0.184458346116465,18.7889843872804,-2.1703275040339,0.0636037264256685,0.293039979265138,-4.52352914799185,"P48059;A0A0J9YXC7;A0A0M3HER1",13,-2.36094114809666,0.0419574140513449,0.224601119745618,0.184458346116468,"Non-significant",0.648588082900337,"LIMS1","LIM and senescent cell antigen-like-containing domain protein 1","P48059;A0A0J9YXC7;A0A0M3HER1"
-0.447129954012887,16.9919044411831,-2.27289613059284,0.0543839848994049,0.268702978297385,-4.37245306372488,"P55198;Q6P2C6",3,-2.36013904540694,0.0420130744835682,0.224730610402367,0.447129954012887,"Non-significant",0.64833776859815,"MLLT6","Protein AF-17","P55198;Q6P2C6"
-0.113726627316609,20.5127571267171,-2.18941314419597,0.0617774256531227,0.287583179001922,-4.49551854367942,"P60981;F6RFD5",14,-2.35768341808,0.0421839312666221,0.225475638604003,0.113726627316609,"Non-significant",0.646900374368675,"DSTN","Destrin","P60981;F6RFD5"
-0.0530463168728019,23.217585022982,-1.81688834390726,0.108780694671474,0.37948360559306,-5.03009629239944,"P13010",55,-2.35688653230192,0.0422395238021491,0.225603918826587,0.0530463168728055,"Non-significant",0.646653360761476,"XRCC5","X-ray repair cross-complementing protein 5","P13010"
-0.150034208381438,17.0095575848405,-2.52281951109849,0.0371563621642031,0.220037682287395,-4.00033704281485,"Q6NW34;E9PFF8",6,-2.35589047313749,0.0423091126901133,0.225806706816218,0.150034208381435,"Non-significant",0.646263162986704,"NEPRO","Nucleolus and neural progenitor protein","Q6NW34;E9PFF8"
-0.592888354761211,14.3871092545754,-2.28266040000218,0.0535792064528833,0.267388023534807,-4.35800723340751,"J3KNZ9",1,-2.35496089369866,0.0423741589729125,0.225984965814465,0.592888354761207,"Non-significant",0.645920452361451,"FBRS","Probable fibrosin-1","J3KNZ9"
-0.0710568499447888,18.2260297702818,-2.21770998135956,0.0591653134248931,0.27943088833807,-4.45389992599147,"Q9BQ39;A0A087WVC1",15,-2.35434913758194,0.0424170196955845,0.226044729586693,0.0710568499447923,"Non-significant",0.645805614434156,"DDX50","ATP-dependent RNA helicase DDX50","Q9BQ39;A0A087WVC1"
0.0474989036093909,19.2451133884575,1.85678790332333,0.10243215067685,0.372072820721405,-4.97434960456818,"O95202",29,2.35129035523686,0.0426319651916368,0.226851612096481,-0.0474989036093909,"Non-significant",0.644258130120166,"LETM1","Mitochondrial proton/calcium exchanger protein","O95202"
0.150432272519989,17.9185366526186,2.74660271327704,0.0264856229305384,0.186797002935354,-3.66525204252997,"Q92551",5,2.35149796695824,0.0426173420913237,0.226851612096481,-0.150432272519993,"Non-significant",0.644258130120166,"IP6K1","Inositol hexakisphosphate kinase 1","Q92551"
-0.166896221435753,16.9349448276826,-4.62521454435434,0.0019516414679292,0.0605942248803583,-1.0280891199549,"Q6PK04;I3L0U5",3,-2.34987521305235,0.0427317723122402,0.227213392465903,0.166896221435746,"Non-significant",0.643566073917774,"CCDC137","Coiled-coil domain-containing protein 137","Q6PK04;I3L0U5"
-0.166634786218363,16.1264248125399,-2.23683941006392,0.0574621403512951,0.273193837715445,-4.4257076430337,"Q9ULH0;H0Y8E4;E9PH70;A0A1W2PPB7",9,-2.34710144348788,0.0429280689970729,0.228087307074477,0.166634786218363,"Non-significant",0.641898882285358,"KIDINS220","Kinase D-interacting substrate of 220 kDa","Q9ULH0;H0Y8E4;E9PH70;A0A1W2PPB7"
-0.121679321235369,18.0485353988357,-2.10422635212663,0.0703525134441578,0.310498948396002,-4.62012704183914,"O94953;K7ES23;F5GX28;A0A0C4DFL8",21,-2.34365267947694,0.0431733734649252,0.229179290172815,0.121679321235373,"Non-significant",0.639824630029407,"KDM4B","Lysine-specific demethylase 4B","O94953;K7ES23;F5GX28;A0A0C4DFL8"
0.0766685553895208,19.6491370592456,2.82486797567782,0.0235492073880602,0.175401965278504,-3.54816932713094,"P09601;B1AHA8",9,2.34331064535984,0.0431977768621494,0.229179290172815,-0.0766685553895172,"Non-significant",0.639824630029407,"HMOX1","Heme oxygenase 1","P09601;B1AHA8"
