"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.336357116699226,10.7830593585968,-10.6551207349674,8.60383263776296e-06,9.47238779142587e-05,3.2733427546015,"ZC3HF_HUMAN",23,-11.3490665971138,2.68296454826388e-06,3.01517650202397e-05,0.284593105316162,"Non-significant",4.52068726010378,"ZC3H15","Zinc finger CCCH domain-containing protein 15","ZC3HF_HUMAN"
0.61189675331115,10.7993768453598,10.5581186450257,9.17881134043349e-06,9.97013055104115e-05,3.20098122778788,"CORO7_HUMAN",31,11.3352230824368,2.7084846147605e-06,3.03618836789726e-05,0.369935750961299,"Non-significant",4.5176712879147,"CORO7","Coronin-7","CORO7_HUMAN"
0.440740346908603,13.3239201307297,10.6478347358349,8.64558262774869e-06,9.4925923466242e-05,3.26792789634455,"GSDMD_HUMAN",24,11.3336336263207,2.71143200716134e-06,3.03618836789726e-05,-0.7679443359375,"Up in BT",4.5176712879147,"GSDMD","Gasdermin-D","GSDMD_HUMAN"
-0.452636957168576,9.27790534496308,-10.0237193911784,1.32368855022518e-05,0.000131946055239891,2.79149024106506,"BLT3B_HUMAN",49,-11.3313317782787,2.71570675853992e-06,3.03618836789726e-05,-0.1295485496521,"Non-significant",4.5176712879147,"BLTP3B","Bridge-like lipid transfer protein family member 3B","BLT3B_HUMAN"
0.569195270538327,11.5075988769531,11.7032930089894,4.41461543630065e-06,5.56067792422382e-05,4.01977316625491,"SHLB1_HUMAN",14,11.3308357141355,2.71662898088909e-06,3.03618836789726e-05,-0.122152566909774,"Non-significant",4.5176712879147,"SH3GLB1","Endophilin-B1","SHLB1_HUMAN"
0.444681406021077,10.2364286184311,11.1103049605154,6.39484708121761e-06,7.46579498650472e-05,3.60525492999685,"COR2A_HUMAN",19,11.3230765224667,2.731099472679e-06,3.04816246510555e-05,-0.292278528213499,"Non-significant",4.51596188909803,"CORO2A","Coronin-2A","COR2A_HUMAN"
0.447748422622725,10.7107349634171,10.0304757190198,1.31743591742991e-05,0.000131484317761701,2.79678559779608,"PLXC1_HUMAN",46,11.3169490781093,2.74258758367973e-06,3.05677962279908e-05,-0.0683155059814453,"Non-significant",4.5147358704176,"PLXNC1","Plexin-C1","PLXC1_HUMAN"
0.236776590347297,11.7732783555984,9.29225713468404,2.248470827097e-05,0.000193674015828716,2.19907542745226,"LAD1_HUMAN",31,11.3095380337866,2.75655432293463e-06,3.06813193090419e-05,0.632960557937649,"Up in BD",4.51312596948454,"LAD1","Ladinin-1","LAD1_HUMAN"
-0.560715198516846,8.66149020195007,-11.9689543688352,3.7598990830001e-06,4.98493809795145e-05,4.19932207558342,"RDH10_HUMAN",13,-11.2969468381651,2.7804656964207e-06,3.0905066658572e-05,-0.196390628814698,"Non-significant",4.50997031534934,"RDH10","Retinol dehydrogenase 10","RDH10_HUMAN"
-0.282759428024301,13.7758976221085,-9.73553542223277,1.62421800046669e-05,0.000152181349373981,2.56268219254731,"SUOX_HUMAN",30,-11.2947439317068,2.78467286158951e-06,3.09094878234437e-05,-0.190123081207275,"Non-significant",4.50990819122576,"SUOX","Sulfite oxidase, mitochondrial","SUOX_HUMAN"
-0.257100343704247,15.7850426435471,-8.62112761115353,3.77669193085509e-05,0.000283216990082793,1.61959322175525,"MTP_HUMAN",57,-11.28263273761,2.8079302785788e-06,3.11250632245743e-05,-0.417572259902951,"Non-significant",4.50688975770967,"MTTP","Microsomal triglyceride transfer protein large subunit","MTP_HUMAN"
1.08528566360474,9.17685294151306,11.0589596101181,6.60886644536355e-06,7.66062033395426e-05,3.56843007275995,"BORG5_HUMAN",13,11.279376908839,2.81421940508207e-06,3.11522186259699e-05,-0.121341228485109,"Non-significant",4.50651101793886,"CDC42EP1","Cdc42 effector protein 1","BORG5_HUMAN"
-0.421695232391352,11.8522531986237,-13.1381148226467,1.92428680614908e-06,3.04954358302611e-05,4.9482915767715,"PHYD1_HUMAN",13,-11.2720277014342,2.82847333149584e-06,3.1267346882503e-05,0.383046865463275,"Non-significant",4.50490896823492,"PHYHD1","Phytanoyl-CoA dioxygenase domain-containing protein 1","PHYD1_HUMAN"
-0.324580192565923,10.8073687553406,-11.0534650397155,6.6322430438285e-06,7.6767503648537e-05,3.56448028411766,"TMLH_HUMAN",20,-11.2432423876896,2.88508324660693e-06,3.1849748929209e-05,0.52413606643675,"Up in BD",4.4968939868479,"TMLHE","Trimethyllysine dioxygenase, mitochondrial","TMLH_HUMAN"
0.333535194396925,12.8201398849487,9.33199692070953,2.1826821420492e-05,0.000189010489867526,2.23227058388143,"PLAK2_HUMAN",54,11.2270507015275,2.91748063740901e-06,3.21636384401314e-05,-0.0412533283233625,"Non-significant",4.49263482854633,"PALM2AKAP2","PALM2-AKAP2 fusion protein","PLAK2_HUMAN"
0.439016342163098,12.5827662944794,13.6190466681706,1.48420903283167e-06,2.55687305571044e-05,5.2384922100646,"PDC10_HUMAN",12,11.2174054401117,2.93697217293262e-06,3.22895375511983e-05,-0.0690011978149752,"Non-significant",4.49093817487757,"PDCD10","Programmed cell death protein 10","PDC10_HUMAN"
0.191512346267698,13.2704716920853,7.60586958997195,8.85658602835757e-05,0.000542766911133636,0.66850773734574,"DNM1L_HUMAN",55,11.2140588310641,2.9437690281205e-06,3.22895375511983e-05,0.258208513259875,"Non-significant",4.49093817487757,"DNM1L","Dynamin-1-like protein","DNM1L_HUMAN"
-0.531706809997601,18.8801646232605,-12.4521743601557,2.83080034443209e-06,4.05099012252592e-05,4.51674085832411,"FABPL_HUMAN",12,-11.2138272853696,2.94423993821044e-06,3.22895375511983e-05,-0.216943264007575,"Non-significant",4.49093817487757,"FABP1","Fatty acid-binding protein, liver","FABPL_HUMAN"
-0.181655168533325,10.381568312645,-6.86264199968713,0.00017544799771342,0.000910220622408371,-0.0926185587425969,"GOGA4_HUMAN",128,-11.2135428350251,2.94481855901981e-06,3.22895375511983e-05,0.462174654006958,"Non-significant",4.49093817487757,"GOLGA4","Golgin subfamily A member 4","GOGA4_HUMAN"
-0.463236570358275,13.0576504468918,-10.7575945547009,8.04005113707896e-06,8.93657190770667e-05,3.34915335995576,"GRB14_HUMAN",21,-11.1991923652206,2.97417507337935e-06,3.25674177400811e-05,0.295891642570493,"Non-significant",4.48721667513769,"GRB14","Growth factor receptor-bound protein 14","GRB14_HUMAN"
0.389655113220226,10.2513847351074,11.233678049059,5.91178782804056e-06,7.03346721946057e-05,3.69311643977945,"CSTF1_HUMAN",18,11.1723356748803,3.02999615920153e-06,3.31339472180071e-05,-0.68498492240906,"Up in BT",4.47972682391622,"CSTF1","Cleavage stimulation factor subunit 1","CSTF1_HUMAN"
0.272368192672747,11.9530054330826,8.86568820741258,3.11439226213432e-05,0.000244156317052733,1.83498972954219,"UBP15_HUMAN",49,11.1673616279121,3.04046228573785e-06,3.31612373298802e-05,0.394671797752382,"Non-significant",4.47936927319071,"USP15","Ubiquitin carboxyl-terminal hydrolase 15","UBP15_HUMAN"
-0.261326313018799,16.254073381424,-10.0322329945579,1.31581509801796e-05,0.000131484317761701,2.7981623749386,"ACADM_HUMAN",25,-11.1672651976427,3.0406655870632e-06,3.31612373298802e-05,0.126824140548701,"Non-significant",4.47936927319071,"ACADM","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial","ACADM_HUMAN"
1.17144405841828,8.35161250829697,12.4697427018636,2.80227458562878e-06,4.03866003335557e-05,4.52806607229794,"S40A1_HUMAN",5,11.1636004173655,3.04840318786344e-06,3.32009979413744e-05,0.319453477859501,"Non-significant",4.47884886226227,"SLC40A1","Ferroportin","S40A1_HUMAN"
-0.465556859970096,14.1836096048355,-10.3778343222384,1.03661071327524e-05,0.000108389939787569,3.06491571056821,"DPYS_HUMAN",26,-11.1312924002057,3.11757424332115e-06,3.38584711251764e-05,-0.00154376029967551,"Non-significant",4.47033265629472,"DPYS","Dihydropyrimidinase","DPYS_HUMAN"
0.3935706615448,9.53524100780487,9.85828140350209,1.48771550112361e-05,0.000144049207352231,2.66084698299884,"BRD4_HUMAN",37,11.130116753815,3.12012407360926e-06,3.38584711251764e-05,0.171456813812275,"Non-significant",4.47033265629472,"BRD4","Bromodomain-containing protein 4","BRD4_HUMAN"
-0.386752605438234,9.73416757583618,-9.57034577321337,1.83069745272221e-05,0.000167089754008864,2.42887376322979,"ABCBB_HUMAN",54,-11.1295801438096,3.12128868642247e-06,3.38584711251764e-05,0.144306898117099,"Non-significant",4.47033265629472,"ABCB11","Bile salt export pump","ABCBB_HUMAN"
0.506673097610465,9.75745809078216,10.7486288536256,8.08768072760004e-06,8.96495101417305e-05,3.34254619673673,"DAPK3_HUMAN",20,11.1206598776775,3.14071963178251e-06,3.40237638081219e-05,0.293898403644563,"Non-significant",4.46821764514195,"DAPK3","Death-associated protein kinase 3","DAPK3_HUMAN"
0.282405138015701,10.5715960264206,9.18144829889557,2.44399022722956e-05,0.000204970810588707,2.10587494593277,"ARHG1_HUMAN",39,11.1162741919063,3.15032235471352e-06,3.4082287448194e-05,0.3722558021545,"Non-significant",4.46747126505585,"ARHGEF1","Rho guanine nucleotide exchange factor 1","ARHG1_HUMAN"
-1.46743750572202,12.2618271112442,-11.6421313079844,4.58296783121741e-06,5.68659814573336e-05,3.97791074017288,"Q15194_HBV",5,-11.104199174493,3.17693087550184e-06,3.43243903113475e-05,0.945140719413757,"Up in BD",4.46439716819956,"PreC-C","Capsid protein","Q15194_HBV"
0.444006919860852,9.83442306518555,10.3782887325853,1.03629050161409e-05,0.000108389939787569,3.06526128087112,"SCAF8_HUMAN",25,11.1000889780688,3.1860451871079e-06,3.43770886279169e-05,1.81368255615233,"Up in BD",4.46373090619374,"SCAF8","SR-related and CTD-associated factor 8","SCAF8_HUMAN"
0.702796220779424,11.1982988119125,10.4062073870624,1.01682876712798e-05,0.00010710304081387,3.08646734101056,"STAU1_HUMAN",31,11.0946464185323,3.19815888308119e-06,3.44296089268456e-05,0.0160046815872201,"Non-significant",4.46306791025721,"STAU1","Double-stranded RNA-binding protein Staufen homolog 1","STAU1_HUMAN"
-0.627094507217448,10.7067657709122,-10.5517197908233,9.2182351110749e-06,9.99956680364461e-05,3.19618712434252,"NADE_HUMAN",23,-11.0940904529251,3.19939920271648e-06,3.44296089268456e-05,-0.787285804748533,"Up in BT",4.46306791025721,"NADSYN1","Glutamine-dependent NAD(+) synthetase","NADE_HUMAN"
0.46800017356872,10.1525737047195,11.5611143294049,4.81722512726706e-06,5.90437532970468e-05,3.92214932013577,"MK03_HUMAN",15,11.0870535119799,3.21514454969169e-06,3.45532223525806e-05,0.480970859527575,"Non-significant",4.46151144511503,"MAPK3","Mitogen-activated protein kinase 3","MK03_HUMAN"
-0.297909736633301,13.5229229927063,-11.5723934410757,4.78381758954369e-06,5.87404369038086e-05,3.9299336042939,"DHRS1_HUMAN",18,-11.0825506754208,3.22526508206182e-06,3.45974530632069e-05,0.268833398818989,"Non-significant",4.46095587118723,"DHRS1","Dehydrogenase/reductase SDR family member 1","DHRS1_HUMAN"
0.26579999923702,13.5550990104675,8.89067633851239,3.054410022936e-05,0.000241790077327831,1.85671882912237,"EIF3B_HUMAN",43,11.0814306213429,3.22778801686562e-06,3.45974530632069e-05,0.47764468193054,"Non-significant",4.46095587118723,"EIF3B","Eukaryotic translation initiation factor 3 subunit B","EIF3B_HUMAN"
0.484947204589821,11.2615509033203,10.2075603561209,1.16482871162396e-05,0.000119185626306643,2.93447889862986,"LSG1_HUMAN",30,11.0723039081537,3.24842823832936e-06,3.47727529364175e-05,0.329781889915466,"Non-significant",4.45876092514168,"LSG1","Large subunit GTPase 1 homolog","LSG1_HUMAN"
-0.42762780189514,9.13167035579682,-9.64112977418199,1.73880889042012e-05,0.000160508479372797,2.48645239411103,"P3C2A_HUMAN",60,-11.0545706729744,3.28895425858697e-06,3.51601776734844e-05,-0.368092298507689,"Non-significant",4.45394893899022,"PIK3C2A","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha","P3C2A_HUMAN"
-0.732465028762846,12.7655888795853,-12.8917716178519,2.2055918955181e-06,3.41530012218204e-05,4.79577217117941,"WBP2_HUMAN",8,-11.0414219062221,3.31936722649248e-06,3.54386127312631e-05,0.299457311630274,"Non-significant",4.45052328720681,"WBP2","WW domain-binding protein 2","WBP2_HUMAN"
-0.243794918060301,10.7159771919251,-8.47851104180766,4.23513741943949e-05,0.000307920295890072,1.49164346323977,"INSR_HUMAN",49,-11.0366233052494,3.33054431566231e-06,3.55112175785598e-05,-0.0856647491455256,"Non-significant",4.44963443672163,"INSR","Insulin receptor","INSR_HUMAN"
0.511813163757328,12.7571341991425,13.9317022851028,1.25936075733348e-06,2.25697775177699e-05,5.42202482573397,"LICH_HUMAN",10,11.0198952612645,3.369837210565e-06,3.58830172264099e-05,-0.500678658485414,"Up in BT",4.44511104640588,"LIPA","Lysosomal acid lipase/cholesteryl ester hydrolase","LICH_HUMAN"
0.935940623283385,7.16998285055161,10.4700204122182,9.73870980370995e-06,0.000103564733089518,3.13474970387844,"MORC3_HUMAN",25,11.0079015791832,3.39832749544825e-06,3.61389636934038e-05,-0.204882621765149,"Non-significant",4.44202430525293,"MORC3","MORC family CW-type zinc finger protein 3","MORC3_HUMAN"
0.299597740173329,13.5452344417572,8.93378669328535,2.95395018856039e-05,0.000235445499312171,1.89408695471695,"DYN2_HUMAN",54,10.9914816335427,3.4377684768887e-06,3.6510541127585e-05,-0.0250623226165754,"Non-significant",4.43758173026631,"DNM2","Dynamin-2","DYN2_HUMAN"
-0.315923929214453,15.2253667116165,-11.0009104043193,6.86060367314748e-06,7.84041383153783e-05,3.52661199469465,"RDH16_HUMAN",19,-10.9517472567491,3.53533942740698e-06,3.74696398639922e-05,-0.245407581329335,"Non-significant",4.42632048106773,"RDH16","Retinol dehydrogenase 16","RDH16_HUMAN"
0.753956556320174,9.61211788654327,10.5185130983886,9.42590940604406e-06,0.000101738151134083,3.17126683190581,"IL1AP_HUMAN",20,10.9509568749337,3.53731133051738e-06,3.74696398639922e-05,-0.57928955554962,"Up in BT",4.42632048106773,"IL1RAP","Interleukin-1 receptor accessory protein","IL1AP_HUMAN"
-0.572090625762952,11.5166697502136,-11.4377986955357,5.2001465471473e-06,6.34496076444409e-05,3.83659063223365,"SO2B1_HUMAN",13,-10.9209989665736,3.61296405582083e-06,3.81943639153072e-05,0.168910264968872,"Non-significant",4.41800071826812,"SLCO2B1","Solute carrier organic anion transporter family member 2B1","SO2B1_HUMAN"
0.469114065170292,10.1189466714859,10.485799295534,9.63566425312554e-06,0.00010300893247676,3.14664827878946,"RIOX1_HUMAN",21,10.9201464501769,3.61514314603845e-06,3.81943639153072e-05,-0.112959146499632,"Non-significant",4.41800071826812,"RIOX1","Ribosomal oxygenase 1","RIOX1_HUMAN"
0.34209895133975,12.9041064977646,11.8325287977815,4.08131515265796e-06,5.25647478550265e-05,4.10757770081009,"MARE1_HUMAN",16,10.9154266459343,3.62723382309477e-06,3.82722694936164e-05,0.272783756256105,"Non-significant",4.4171157839388,"MAPRE1","Microtubule-associated protein RP/EB family member 1","MARE1_HUMAN"
-0.441165447235068,15.6722733974457,-10.2624357354587,1.1216543371902e-05,0.000115349851609141,2.97672313206753,"UDB17_HUMAN",24,-10.9094260264372,3.64267067246021e-06,3.8385233553691e-05,0.274088382720951,"Non-significant",4.4158358125986,"UGT2B17","UDP-glucuronosyltransferase 2B17","UDB17_HUMAN"
0.766303777694674,10.4434579610825,10.4403593248257,9.93578910486734e-06,0.000105246726888895,3.11233986521671,"FMR1_HUMAN",21,10.9037634884209,3.65730496588484e-06,3.84705270552226e-05,0.281869173049925,"Non-significant",4.4148718637164,"FMR1","Fragile X messenger ribonucleoprotein 1","FMR1_HUMAN"
0.241416215896601,12.1410223245621,8.40424098811166,4.49837287188724e-05,0.000322051475923876,1.42431141149426,"LIMA1_HUMAN",48,10.9026280278595,3.66024733628689e-06,3.84705270552226e-05,0.176741838455206,"Non-significant",4.4148718637164,"LIMA1","LIM domain and actin-binding protein 1","LIMA1_HUMAN"
-0.370305776596073,11.8918532133102,-10.9857060059571,6.9283118528081e-06,7.8890723647188e-05,3.5156262104475,"NAAA_HUMAN",18,-10.8948885408343,3.68037343790022e-06,3.86320182084377e-05,0.0103061199188001,"Non-significant",4.41305260291155,"NAAA","N-acylethanolamine-hydrolyzing acid amidase","NAAA_HUMAN"
-0.263550519943248,12.5820430517196,-9.04001363557603,2.72186546032282e-05,0.000220852163450594,1.98552418311305,"ACSM5_HUMAN",35,-10.8923688020402,3.68695246679364e-06,3.86510753431054e-05,0.53280329704285,"Up in BD",4.41283841871642,"ACSM5","Acyl-coenzyme A synthetase ACSM5, mitochondrial","ACSM5_HUMAN"
0.291492700576773,13.4265431165695,9.81402141524207,1.53539084588948e-05,0.000147190931539515,2.62557309576269,"SNX2_HUMAN",26,10.8898714031694,3.69348610195991e-06,3.86696080403906e-05,-0.215472221374551,"Non-significant",4.41263022996361,"SNX2","Sorting nexin-2","SNX2_HUMAN"
-0.354898214340203,14.8692137002945,-11.0321723064734,6.72371661970072e-06,7.74946543355847e-05,3.54915728108037,"GLOD4_HUMAN",18,-10.8870817586227,3.70079956459205e-06,3.86962469936854e-05,0.21288061141968,"Non-significant",4.41233115355912,"GLOD4","Glyoxalase domain-containing protein 4","GLOD4_HUMAN"
0.401687860488877,10.8316799402237,9.7948241452602,1.55660173794281e-05,0.000147906589864627,2.61023059609877,"SHRM1_HUMAN",33,10.8828565687049,3.71190727347885e-06,3.87624396615281e-05,0.270673751831055,"Non-significant",4.4115888967865,"SHROOM1","Protein Shroom1","SHRM1_HUMAN"
-0.346554517745979,12.3193162679672,-11.0488381479704,6.65200035557329e-06,7.6886511232367e-05,3.561152862404,"EFHD1_HUMAN",18,-10.8724911216112,3.73931497870932e-06,3.89984598165134e-05,0.380517482757574,"Non-significant",4.40895254441959,"EFHD1","EF-hand domain-containing protein D1","EFHD1_HUMAN"
0.651907444000241,8.60147476196289,10.0133185400094,1.33337934862893e-05,0.000132748957481903,2.78333235893346,"ZFY26_HUMAN",49,10.8571338645609,3.78033729123484e-06,3.93756826458017e-05,-0.188359737396249,"Non-significant",4.40477190388844,"ZFYVE26","Zinc finger FYVE domain-containing protein 26","ZFY26_HUMAN"
-0.560297727584846,14.6672776937485,-13.7621022145284,1.37614364840369e-06,2.4168895158328e-05,5.32295570591122,"UDB15_HUMAN",9,-10.8486908112427,3.80310387750614e-06,3.95620318744677e-05,1.1121456623077,"Up in BD",4.40272141148314,"UGT2B15","UDP-glucuronosyltransferase 2B15","UDB15_HUMAN"
-0.251250505447425,10.3470770120621,-8.41377177907114,4.46358827090932e-05,0.000320893681030252,1.4329789915755,"A2MG_HUMAN",52,-10.8464927173891,3.80905604930563e-06,3.95707175041145e-05,-0.445469379425026,"Non-significant",4.40262607494872,"A2M","Alpha-2-macroglobulin","A2MG_HUMAN"
1.02055597305299,9.44318699836731,12.0530040095094,3.57612406775432e-06,4.80408455062228e-05,4.2553690300734,"IL1RA_HUMAN",6,10.8447831537559,3.81369251765067e-06,3.95707175041145e-05,-0.823391914367701,"Up in BT",4.40262607494872,"IL1RN","Interleukin-1 receptor antagonist protein","IL1RA_HUMAN"
-0.231946945190451,18.5434694290161,-8.47396306269901,4.25075085832572e-05,0.000308502615961135,1.48753422751402,"AK1C1_HUMAN",40,-10.8205204748945,3.88017737664507e-06,4.02091433385672e-05,-0.657644510269151,"Up in BT",4.39567517950331,"AKR1C1","Aldo-keto reductase family 1 member C1","AK1C1_HUMAN"
0.218010187149048,12.5323542356491,8.17604645794564,5.4291810434739e-05,0.000376516025527754,1.21436090902274,"STAT3_HUMAN",43,10.789148572588,3.96806557776092e-06,4.10230294863252e-05,-1.01987648010255,"Up in BT",4.38697227081768,"STAT3","Signal transducer and activator of transcription 3","STAT3_HUMAN"
0.35998630523685,12.0398218631744,9.44979044269451,2.00003880142932e-05,0.000177747150435898,2.32996273234294,"TR150_HUMAN",38,10.7888794857026,3.96882895572656e-06,4.10230294863252e-05,0.56148386001585,"Up in BD",4.38697227081768,"THRAP3","Thyroid hormone receptor-associated protein 3","TR150_HUMAN"
-1.630739569664,7.96384817361832,-11.6419493357117,4.58347940264927e-06,5.68659814573336e-05,3.97778589010674,"PAGE4_HUMAN",3,-10.7792007630055,3.99639582438035e-06,4.12554144007916e-05,-0.311268568038944,"Non-significant",4.38451904614249,"PAGE4","P antigen family member 4","PAGE4_HUMAN"
1.77482318878174,7.29150569438934,10.4434531664461,9.91502420770206e-06,0.000105164060681431,3.11467997943199,"MFRN2_HUMAN",11,10.7758326065257,4.00603897510542e-06,4.13024145413029e-05,-0.231169462203978,"Non-significant",4.38402455872345,"SLC25A28","Mitoferrin-2","MFRN2_HUMAN"
0.513018131256107,9.63562750816345,11.0100650501071,6.82019579145823e-06,7.82730815444018e-05,3.53322003157073,"SCAF4_HUMAN",15,10.7716152132316,4.0181500989338e-06,4.13747079984122e-05,-0.083683013915973,"Non-significant",4.38326505823437,"SCAF4","SR-related and CTD-associated factor 4","SCAF4_HUMAN"
0.324263334274299,10.4531883001327,10.2436241436014,1.13624861208178e-05,0.000116702800486476,2.96226394584205,"WDR43_HUMAN",22,10.7696115484848,4.02391833205277e-06,4.13815885250649e-05,0.408981800079351,"Non-significant",4.38319284198279,"WDR43","WD repeat-containing protein 43","WDR43_HUMAN"
-0.381565570831278,16.587310552597,-10.3604318508856,1.04895799101656e-05,0.00010931328783804,3.05167142501527,"AK1C3_HUMAN",21,-10.7665245692196,4.03282332347106e-06,4.14206689198028e-05,0.315038442611701,"Non-significant",4.38278289178169,"AKR1C3","Aldo-keto reductase family 1 member C3","AK1C3_HUMAN"
-0.307612895965551,14.6598274707794,-9.37482510359018,2.11419076800675e-05,0.000184259332885142,2.26791115095087,"HMCS1_HUMAN",32,-10.7505056589974,4.07938704600714e-06,4.18459500522148e-05,-0.1979057788849,"Non-significant",4.37834656766083,"HMGCS1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","HMCS1_HUMAN"
1.06122457981109,6.70790010690689,10.4502442884785,9.86961535880278e-06,0.000104819448980793,3.11981449029634,"GAS6_HUMAN",14,10.7282950817636,4.14494296660611e-06,4.24647313523257e-05,-0.0176613330841011,"Non-significant",4.37197161907884,"GAS6","Growth arrest-specific protein 6","GAS6_HUMAN"
-0.366918087005626,11.2468569278717,-10.3181169826206,1.07967734144108e-05,0.000111883805216513,3.01938546082934,"VTDB_HUMAN",21,-10.7173967948335,4.17753860693902e-06,4.27447014586421e-05,-0.0989325046539307,"Non-significant",4.36911771181041,"GC","Vitamin D-binding protein","VTDB_HUMAN"
0.8031857013702,14.0674880743027,13.3352692363236,1.7281545951868e-06,2.82706580349712e-05,5.06844325437841,"S10AB_HUMAN",6,10.7141529152013,4.18729579632891e-06,4.27905769413259e-05,-0.201193809509252,"Non-significant",4.36865185792492,"S100A11","Protein S100-A11","S10AB_HUMAN"
0.391752004623406,11.5978022813797,10.0315015703624,1.31648945295469e-05,0.000131484317761701,2.79758934970945,"LYN_HUMAN",24,10.7008849169723,4.22746947877421e-06,4.3146776541854e-05,0.145999431610107,"Non-significant",4.36505164449982,"LYN","Tyrosine-protein kinase Lyn","LYN_HUMAN"
0.322234392166173,10.3422313928604,9.9344005478201,1.40956481469964e-05,0.00013846499886771,2.72119168644175,"NSUN6_HUMAN",24,10.693222535044,4.25086563457397e-06,4.33310599986598e-05,-0.363399982452396,"Non-significant",4.36320068678058,"NSUN6","tRNA (cytosine(72)-C(5))-methyltransferase NSUN6","NSUN6_HUMAN"
0.370420694351202,11.3230084180832,9.44551360080231,2.00636173758781e-05,0.000177919334850137,2.32643395587398,"GIT2_HUMAN",36,10.6643894623042,4.34020571002121e-06,4.41585257300953e-05,-0.0129251480102504,"Non-significant",4.35498543432714,"GIT2","ARF GTPase-activating protein GIT2","GIT2_HUMAN"
0.630311608314515,7.93332642316818,9.7408149075917,1.61806491684447e-05,0.00015178010098585,2.56692636979217,"MYOF_HUMAN",76,10.6635218563112,4.34292624261968e-06,4.41585257300953e-05,-0.112572669982899,"Non-significant",4.35498543432714,"MYOF","Myoferlin","MYOF_HUMAN"
-0.452767848968525,12.109949350357,-11.7839978420872,4.20303372712643e-06,5.37061663966989e-05,4.07470812994317,"PTGR2_HUMAN",13,-10.6507752367547,4.38311532348458e-06,4.45113864014441e-05,0.243983507156374,"Non-significant",4.35152887848495,"PTGR2","Prostaglandin reductase 2","PTGR2_HUMAN"
-0.666165590286269,9.70486629009248,-9.93603726055465,1.40793589176339e-05,0.00013846499886771,2.72248480137817,"IBTK_HUMAN",35,-10.645269563245,4.40060227478437e-06,4.46331085720005e-05,0.0880746841430646,"Non-significant",4.35034286470211,"IBTK","Inhibitor of Bruton tyrosine kinase","IBTK_HUMAN"
0.503840684890749,11.0357729196548,10.2744722640619,1.11242692652198e-05,0.000114837558292612,2.9859625843759,"PDLI7_HUMAN",20,10.6389611571163,4.42073446125769e-06,4.47813226200311e-05,0.314113140106201,"Non-significant",4.34890308364447,"PDLIM7","PDZ and LIM domain protein 7","PDLI7_HUMAN"
1.40039348602295,8.91734743118286,13.288267697301,1.77277830700883e-06,2.86772189552323e-05,5.0399509044221,"PLTP_HUMAN",1,10.636114423846,4.42985290135321e-06,4.47980781837361e-05,0.345910429954529,"Non-significant",4.34874061662911,"PLTP","Phospholipid transfer protein","PLTP_HUMAN"
-0.446897029876698,14.3645963668823,-11.4021270353957,5.3172263289285e-06,6.47807423917806e-05,3.81168513764343,"H17B6_HUMAN",14,-10.6349992319736,4.43343071007396e-06,4.47980781837361e-05,-0.136744737625126,"Non-significant",4.34874061662911,"HSD17B6","17-beta-hydroxysteroid dehydrogenase type 6","H17B6_HUMAN"
0.731659173965452,10.5043104887009,10.4049399969724,1.01770328404601e-05,0.00010710304081387,3.08550576208615,"SULF2_HUMAN",16,10.6311094177175,4.44593540892065e-06,4.48685570994803e-05,0.509394526481629,"Up in BD",4.34805789645332,"SULF2","Extracellular sulfatase Sulf-2","SULF2_HUMAN"
-0.324390649795525,13.5286880731583,-9.97610616159123,1.36871050946139e-05,0.000135600941071669,2.75408433888649,"GALE_HUMAN",23,-10.6146575524033,4.49926002007331e-06,4.53503053451862e-05,0.780461311340328,"Up in BD",4.34341978447416,"GALE","UDP-glucose 4-epimerase","GALE_HUMAN"
-0.964007377624498,10.4590573310852,-12.6110093587072,2.5843271949504e-06,3.82650198172036e-05,4.61859914929775,"MOT8_HUMAN",5,-10.589940388084,4.580719102233e-06,4.61140878356309e-05,-0.452636957168576,"Non-significant",4.33616637754708,"SLC16A2","Monocarboxylate transporter 8","MOT8_HUMAN"
0.304076194763145,13.2156047821045,10.3882830281899,1.02927583946971e-05,0.000107955540722257,3.0728583801455,"GNAS1_HUMAN",20,10.5647934003542,4.66528455653319e-06,4.69072105225654e-05,0.0628240108489946,"Non-significant",4.328760392904,"GNAS","Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas","GNAS1_HUMAN"
0.3477694988251,10.5686835050583,11.2990193691139,5.67268913565395e-06,6.81899254025128e-05,3.73929853117089,"NEK7_HUMAN",16,10.5623732442252,4.67351448413599e-06,4.69318026290587e-05,-0.716988801956179,"Up in BT",4.32853276441486,"NEK7","Serine/threonine-protein kinase Nek7","NEK7_HUMAN"
-0.433949947357174,17.7883484363556,-11.0680608471883,6.57034919135859e-06,7.63779560726126e-05,3.57496865212382,"GSTA1_HUMAN",15,-10.558726823306,4.68594497897402e-06,4.69984642266937e-05,-0.247088432312001,"Non-significant",4.3279163333147,"GSTA1","Glutathione S-transferase A1","GSTA1_HUMAN"
