"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","DM_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.0143202940623,9.12530245099749,9.61572483756318,4.7738475385252e-05,0.000502399467283962,1.6082815953658,"AGRG6_HUMAN",16,9.97211034368175,1.98125849386075e-05,0.000200698269902449,0.216034094492594,"Non-significant",3.6974563712846,"ADGRG6","Adhesion G-protein coupled receptor G6","AGRG6_HUMAN"
0.441757758458429,11.9141052791051,8.74874562363778,8.43197185586284e-05,0.000765291047410191,0.960255811786578,"ANFY1_HUMAN",47,9.96699069920609,1.98806463718457e-05,0.000201136614290718,0.275812943776453,"Non-significant",3.69650886457476,"ANKFY1","Rabankyrin-5","ANFY1_HUMAN"
0.277827342351253,10.6006765365601,7.74108571084071,0.00017422962148603,0.0013089806932756,0.134459767990851,"GAPD1_HUMAN",58,9.95676017715178,2.00174471144979e-05,0.000202268450668787,-0.0845729509989166,"Non-significant",3.6940718521228,"GAPVD1","GTPase-activating protein and VPS9 domain-containing protein 1","GAPD1_HUMAN"
0.611893494923907,8.30553184236799,10.351598763988,3.04911977471868e-05,0.000368163063274812,2.11917509695117,"JMJD6_HUMAN",13,9.95078563330682,2.00978303942566e-05,0.000202828104252485,0.210302551587422,"Non-significant",3.69287186848997,"JMJD6","Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6","JMJD6_HUMAN"
1.66014758745829,10.2705059051514,9.45609502332202,5.28259310136239e-05,0.000541198995258263,1.49289783773127,"CO6A1_HUMAN",22,9.94685603454499,2.01508995755711e-05,0.000203111054852403,0.599046389261883,"Up in BD",3.69226643833454,"COL6A1","Collagen alpha-1(VI) chain","CO6A1_HUMAN"
0.344838142395014,10.2492688042777,8.47602126328742,0.000101871829730002,0.000877481981347388,0.744966124108371,"BRE1A_HUMAN",39,9.93410149848986,2.03242455633487e-05,0.00020460412965386,-0.380707343419388,"Non-significant",3.68908560489666,"RNF20","E3 ubiquitin-protein ligase BRE1A","BRE1A_HUMAN"
-0.262495279312105,13.8642114911761,-7.98454001141611,0.000145186194755225,0.0011382036562743,0.341819672417376,"PGM2_HUMAN",37,-9.91125825353952,2.06389422747183e-05,0.000207514718236759,0.190629680951436,"Non-significant",3.6829510949889,"PGM2","Phosphopentomutase","PGM2_HUMAN"
-0.379751284917196,9.27534634726388,-8.11627107682742,0.000131799363351323,0.00105988110429399,0.451859511872255,"AKAP9_HUMAN",185,-9.9036008280352,2.07456652753867e-05,0.000208329613916446,-0.850354830423992,"Up in DM",3.68124899099151,"AKAP9","A-kinase anchor protein 9","AKAP9_HUMAN"
0.832577466964725,9.44025230407715,12.7994921210773,8.24815004018944e-06,0.000150394358260892,3.60884238545032,"BET1L_HUMAN",6,9.89509480033077,2.08649484328113e-05,0.000209268469201274,-0.21927340825399,"Non-significant",3.67929620254266,"BET1L","BET1-like protein","BET1L_HUMAN"
0.447523276011156,11.2469054630825,9.32989834385209,5.72903010515456e-05,0.00057389321324968,1.40046474693587,"ATX10_HUMAN",22,9.87709273829629,2.11199670027388e-05,0.000211564706494102,0.338203191757205,"Non-significant",3.67455678017791,"ATXN10","Ataxin-10","ATX10_HUMAN"
0.290655930837023,14.192528452192,8.84273523383372,7.90929106063697e-05,0.000727618907777873,1.03312706967682,"LA_HUMAN",25,9.86927442093448,2.12318192997681e-05,0.000212422912205078,0.315148433049522,"Non-significant",3.67279864150973,"SSB","Lupus La protein","LA_HUMAN"
-0.579724709192927,10.1032691683088,-10.6891721088957,2.50605412185663e-05,0.000325994385796559,2.34272439291428,"MOC2B_HUMAN",12,-9.85831606188094,2.13897247268869e-05,0.000213739195115715,0.592958132425958,"Up in BD",3.67011583037863,"MOCS2","Molybdopterin synthase catalytic subunit","MOC2B_HUMAN"
-0.225899219512954,11.5850613457816,-7.50602223218047,0.000208726318784103,0.00148953856694302,-0.0708508723324588,"UBE4A_HUMAN",39,-9.84067257969264,2.16467610101034e-05,0.00021604159758423,0.564973354339597,"Up in BD",3.66546261985849,"UBE4A","Ubiquitin conjugation factor E4 A","UBE4A_HUMAN"
0.425078153610245,10.8494987487793,8.66713026547431,8.91809275112365e-05,0.000793436453756769,0.896433735159535,"GPDM_HUMAN",41,9.83181127811469,2.1777173089908e-05,0.00021707614551783,0.214184919993084,"Non-significant",3.66338789851323,"GPD2","Glycerol-3-phosphate dehydrogenase, mitochondrial","GPDM_HUMAN"
0.326830546061228,12.1928269522531,8.16424072024906,0.000127279217718968,0.00102862905634632,0.491562694360724,"CCAR2_HUMAN",47,9.82023602385112,2.19488680733943e-05,0.000218519160181008,-0.000434875488282138,"Non-significant",3.66051047724703,"CCAR2","Cell cycle and apoptosis regulator protein 2","CCAR2_HUMAN"
0.707302014032987,9.79736995697021,11.2199586881717,1.86150724445682e-05,0.000262682952722133,2.6815754327014,"ARRD1_HUMAN",9,9.80108284981986,2.22363415479262e-05,0.000221109896225335,0.271203915278116,"Non-significant",3.65539181924909,"ARRDC1","Arrestin domain-containing protein 1","ARRD1_HUMAN"
0.713897387186686,9.11902509416853,9.50192695513029,5.13042726280477e-05,0.000530296647266216,1.52620020224047,"BT2A1_HUMAN",17,9.79879860895098,2.22709096584447e-05,0.000221182571565019,0.182188550631206,"Non-significant",3.65524909694845,"BTN2A1","Butyrophilin subfamily 2 member A1","BT2A1_HUMAN"
0.362637678782145,9.00790200914656,8.27401496906277,0.000117586237100834,0.000975556981427576,0.581693744028104,"TMF1_HUMAN",52,9.78700366087922,2.24503768586672e-05,0.000222692368986829,-0.386760552724201,"Non-significant",3.65229466470684,"TMF1","TATA element modulatory factor","TMF1_HUMAN"
0.586760997772219,13.608820097787,8.89102482935407,7.65523124626644e-05,0.000710692749796407,1.07030874475084,"ITIH2_HUMAN",47,9.78204423683664,2.25263258072962e-05,0.000223172903052993,-0.322432319323228,"Non-significant",3.65135853719392,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
-0.448338031768799,16.5886726379395,-9.30791001142147,5.8111634663657e-05,0.000579972698229906,1.38424765314807,"AK1C3_HUMAN",21,-9.77481917443756,2.2637491837742e-05,0.000223865402594354,-0.403426090876266,"Non-significant",3.65001301952217,"AKR1C3","Aldo-keto reductase family 1 member C3","AK1C3_HUMAN"
-0.262015342712434,17.2494239807129,-7.83749022211595,0.000162000315858683,0.00123540466435841,0.217201383552467,"CATA_HUMAN",39,-9.77391777523618,2.26514044281445e-05,0.000223865402594354,0.0334169864654559,"Non-significant",3.65001301952217,"CAT","Catalase","CATA_HUMAN"
0.359889825185139,10.9123627798898,8.46628373765157,0.000102571826702206,0.000880706668636723,0.737171283097101,"MAP1S_HUMAN",37,9.76462542468125,2.27953920950724e-05,0.000225014369172041,-0.399676322936992,"Non-significant",3.64778974743144,"MAP1S","Microtubule-associated protein 1S","MAP1S_HUMAN"
0.754840373992922,9.26777458190918,9.09544811851748,6.67829825319573e-05,0.000646316592555536,1.22580825638467,"OTUD4_HUMAN",34,9.75895909323188,2.28837018314465e-05,0.000225611611980993,-0.126473506291694,"Non-significant",3.64663855145515,"OTUD4","OTU domain-containing protein 4","OTUD4_HUMAN"
-0.230203310648644,15.11181640625,-7.66891516275584,0.000184076278242021,0.00137278945005125,0.0719668020575561,"AGM1_HUMAN",35,-9.75430453905924,2.29565327276049e-05,0.000226054983679352,-0.221179405848194,"Non-significant",3.64578591393124,"PGM3","Phosphoacetylglucosamine mutase","AGM1_HUMAN"
-0.139074802398678,16.5943453652518,-5.02279688060876,0.00196579928374046,0.00779975324609784,-2.60475673787984,"MYH10_HUMAN",133,-9.71814889923955,2.35312864434502e-05,0.000231433767517763,0.356758435567233,"Non-significant",3.63557327469834,"MYH10","Myosin-10","MYH10_HUMAN"
0.709895888964334,7.55422183445522,9.1607191745037,6.39703794577492e-05,0.000625368263759249,1.27482206998393,"RSF1_HUMAN",24,9.70799257137869,2.36956552390195e-05,0.000232768216234145,0.423127015431733,"Non-significant",3.63307632151568,"RSF1","Remodeling and spacing factor 1","RSF1_HUMAN"
-0.650055885314892,16.8380350385393,-11.5192348855319,1.58306694441677e-05,0.000232699369329668,2.86620755087863,"CYTB_HUMAN",9,-9.69721880581391,2.38714382238024e-05,0.000234048825320297,0.314054012298591,"Non-significant",3.63069353423401,"CSTB","Cystatin-B","CYTB_HUMAN"
0.362973213195799,8.74863202231271,8.19676759795023,0.000124315008384021,0.00101682659075398,0.518374025403901,"TP53B_HUMAN",54,9.69646998830461,2.38837105453791e-05,0.000234048825320297,0.0349630514780657,"Non-significant",3.63069353423401,"TP53BP1","TP53-binding protein 1","TP53B_HUMAN"
0.477302630742365,9.90632806505474,9.38531325487957,5.52787169459778e-05,0.000558569750061848,1.44118740943016,"DCP1A_HUMAN",19,9.69018446689195,2.39870054906502e-05,0.000234777518155773,0.19573275248209,"Non-significant",3.62934349263888,"DCP1A","mRNA-decapping enzyme 1A","DCP1A_HUMAN"
0.351787964502968,9.19546781267439,8.66554063083584,8.92787444837557e-05,0.000793436728084549,0.895185584810948,"TEX2_HUMAN",28,9.67645309662132,2.42144272020091e-05,0.000236717906406146,0.0409222443898507,"Non-significant",3.62576888884218,"TEX2","Testis-expressed protein 2","TEX2_HUMAN"
-0.281968275705969,13.8104115894862,-8.3922862925978,0.000108074711123431,0.000914408973989074,0.677688364333532,"LYAG_HUMAN",28,-9.66015610842264,2.44875136733616e-05,0.000239099501739659,-0.0859653155008981,"Non-significant",3.62142132891117,"GAA","Lysosomal alpha-glucosidase","LYAG_HUMAN"
-0.388057390848791,11.0076751708984,-9.0779476114325,6.75610004840087e-05,0.000651831103361768,1.21261484820652,"HYPDH_HUMAN",22,-9.62773687935466,2.50411837881653e-05,0.000244097624666138,-0.724459608395897,"Up in DM",3.61243644671722,"PRODH2","Hydroxyproline dehydrogenase","HYPDH_HUMAN"
-0.420859972635927,11.8225385120937,-8.71173702160669,8.64854489613887e-05,0.000777985513162647,0.931378812879018,"S27A5_HUMAN",30,-9.62667446761122,2.50595663479039e-05,0.000244097624666138,0.215551217397055,"Non-significant",3.61243644671722,"SLC27A5","Long-chain fatty acid transport protein 5","S27A5_HUMAN"
0.690630912780755,10.6935592378889,9.05398181775022,6.86433452727243e-05,0.00065913858407442,1.19451159161109,"EX3L4_HUMAN",25,9.62011890990724,2.51733333396987e-05,0.00024491178263587,0.40449492136638,"Non-significant",3.61099032058926,"EXOC3L4","Exocyst complex component 3-like protein 4","EX3L4_HUMAN"
0.134842634201046,14.4579008647374,4.86872781296742,0.00231433313902989,0.00879554992510003,-2.78756722216073,"TLN1_HUMAN",148,9.5972342828072,2.55750847357212e-05,0.000248522440174421,-0.180134455362984,"Non-significant",3.60463439081829,"TLN1","Talin-1","TLN1_HUMAN"
0.636450052261347,9.64280714307513,10.8402363779242,2.29962504687815e-05,0.000308477095068935,2.44069775600804,"NADK_HUMAN",10,9.58982712164778,2.57066714566733e-05,0.000249502311243358,0.482824285825093,"Non-significant",3.6029254269721,"NADK","NAD kinase","NADK_HUMAN"
-0.207918087641396,15.5137634277344,-7.36882906893438,0.0002324371603949,0.00160510222931423,-0.193078763947032,"DPYL2_HUMAN",34,-9.57005415886101,2.60617017038579e-05,0.000252586082442301,-0.0897668997446708,"Non-significant",3.5975905828584,"DPYSL2","Dihydropyrimidinase-related protein 2","DPYL2_HUMAN"
-0.491067250569671,18.824768611363,-10.8985476639041,2.22521787935204e-05,0.000301380639609624,2.47818376267646,"FABPL_HUMAN",12,-9.56867576802125,2.60866572697373e-05,0.000252586082442301,-0.330296993255615,"Non-significant",3.5975905828584,"FABP1","Fatty acid-binding protein, liver","FABPL_HUMAN"
0.259766101837181,12.3691685540336,7.45551689686912,0.000217118854444272,0.00152528345018253,-0.115637796314482,"XPO1_HUMAN",51,9.56527840428425,2.61482815614325e-05,0.000252880997126894,-0.0363715887069684,"Non-significant",3.59708380471255,"XPO1","Exportin-1","XPO1_HUMAN"
-0.32864483197535,15.0809038707188,-10.4026933803812,2.95884003716176e-05,0.000360480901824782,2.15343009076314,"GGH_HUMAN",16,-9.55744606954973,2.6290979662568e-05,0.000253958344026282,-0.128336866696675,"Non-significant",3.59523751347118,"GGH","Gamma-glutamyl hydrolase","GGH_HUMAN"
0.337630271911618,9.02397864205497,8.0638332197997,0.000136951762122733,0.00109372696640143,0.408234599487427,"SHIP2_HUMAN",46,9.55341814189523,2.63647077810588e-05,0.000254367703847219,0.26962391535441,"Non-significant",3.59453803033227,"INPPL1","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2","SHIP2_HUMAN"
-0.379602352778139,14.8544513157436,-9.49393248044002,5.15660408121594e-05,0.000532324243193208,1.52040142744845,"GLOD4_HUMAN",18,-9.53725580711763,2.66629083981052e-05,0.000256651398979494,0.305323759714758,"Non-significant",3.59065636410371,"GLOD4","Glyoxalase domain-containing protein 4","GLOD4_HUMAN"
-0.293993949890103,14.8356264659337,-8.35736824750694,0.000110788151237843,0.000931538921392596,0.649465988471073,"ADK_HUMAN",28,-9.53716095782649,2.66646696253036e-05,0.000256651398979494,-0.0352584520975583,"Non-significant",3.59065636410371,"ADK","Adenosine kinase","ADK_HUMAN"
-0.308066050211592,8.76640483311245,-7.81307777914108,0.000165001811640648,0.00125240851230329,0.196327675409103,"YTDC2_HUMAN",51,-9.52641455327802,2.68650711397099e-05,0.000258273918516121,0.512123982111618,"Up in BD",3.58791944832313,"YTHDC2","3'-5' RNA helicase YTHDC2","YTDC2_HUMAN"
-0.37139399846396,12.0450869968959,-9.7240447959619,4.46059501367868e-05,0.00047874693043636,1.68562044598846,"AAKB2_HUMAN",17,-9.52331918140778,2.69231100341297e-05,0.000258525579665004,0.217645247777304,"Non-significant",3.58749647942594,"PRKAB2","5'-AMP-activated protein kinase subunit beta-2","AAKB2_HUMAN"
-0.196821610132877,15.7408445903233,-6.56491360213379,0.000451982787563473,0.00261769331783727,-0.947420411390165,"MTP_HUMAN",57,-9.49430386848986,2.74741045494429e-05,0.000263504591387919,0.319868644078573,"Non-significant",3.57921181310014,"MTTP","Microsomal triglyceride transfer protein large subunit","MTP_HUMAN"
0.797031005223571,10.988598551069,9.97712496240479,3.81634380055816e-05,0.000428065497779544,1.86338438396439,"GSTP1_HUMAN",10,9.48607441758246,2.76326939838573e-05,0.000264712726074401,0.15594494342804,"Non-significant",3.57722517947298,"GSTP1","Glutathione S-transferase P","GSTP1_HUMAN"
0.275240739186604,11.9860106876918,7.24806643122396,0.000255875272427262,0.0017229642825517,-0.302175242314949,"ZO1_HUMAN",99,9.483926478726,2.76742570624633e-05,0.000264798256845315,0.65583324432373,"Up in BD",3.57708487816343,"TJP1","Tight junction protein ZO-1","ZO1_HUMAN"
0.196042060852024,12.5573413031442,6.81901125324674,0.00036386467057312,0.00221651496774046,-0.701665553436825,"STAT3_HUMAN",43,9.47685297359686,2.78116316199504e-05,0.000265799268509161,0.344838142395018,"Non-significant",3.57544621858844,"STAT3","Signal transducer and activator of transcription 3","STAT3_HUMAN"
-0.209232807159413,16.4436498369489,-7.19192651363451,0.000267680325890241,0.00178175403139739,-0.353381168390353,"GLYM_HUMAN",37,-9.45828664794024,2.81758925191769e-05,0.000268963755177178,0.462075471878052,"Non-significant",3.57030624039575,"SHMT2","Serine hydroxymethyltransferase, mitochondrial","GLYM_HUMAN"
-0.597400029500347,9.7621158872332,-9.32118003623981,5.76143557190484e-05,0.000575717835350196,1.39403871324993,"EST3_HUMAN",16,-9.45096948959066,2.83209311446064e-05,0.000270030593780653,0.161394635836285,"Non-significant",3.56858702859133,"CES3","Carboxylesterase 3","EST3_HUMAN"
1.46256605784099,9.82522474016463,8.97738353054088,7.22381840864274e-05,0.000679977523987555,1.13637188331685,"IF2B1_HUMAN",20,9.43009530450382,2.87393559058844e-05,0.000273582290688752,-0.0181823571522983,"Non-significant",3.56291201844707,"IGF2BP1","Insulin-like growth factor 2 mRNA-binding protein 1","IF2B1_HUMAN"
-0.547898928324393,12.9755927494594,-9.92625342794899,3.93677802759371e-05,0.000435784678252324,1.82797632185961,"CSRP2_HUMAN",13,-9.42903135721028,2.87608693563601e-05,0.000273582290688752,0.110759019851683,"Non-significant",3.56291201844707,"CSRP2","Cysteine and glycine-rich protein 2","CSRP2_HUMAN"
0.298657258351602,10.7503719329834,8.60540174974355,9.30711178738051e-05,0.000818178819532021,0.847821997318846,"STRN3_HUMAN",24,9.42511916369909,2.88401322867459e-05,0.000273978232768278,-0.166285276412963,"Non-significant",3.56228393996846,"STRN3","Striatin-3","STRN3_HUMAN"
-0.255823771158795,16.7958799089704,-7.55681138172114,0.0002006576857325,0.00146021207357265,-0.0260553827228982,"GABT_HUMAN",40,-9.42364686364382,2.88700257600293e-05,0.000273978232768278,-0.196596542994175,"Non-significant",3.56228393996846,"ABAT","4-aminobutyrate aminotransferase, mitochondrial","GABT_HUMAN"
0.42442512512207,9.49980708530971,8.89552683772497,7.63202529199947e-05,0.000709349979602333,1.0737663244328,"MCMBP_HUMAN",22,9.41794612905224,2.89861040725207e-05,0.000274590518056674,0.279662052790322,"Non-significant",3.56131446355506,"MCMBP","Mini-chromosome maintenance complex-binding protein","MCMBP_HUMAN"
0.754462877909365,10.5467988422939,9.15801190598462,6.40843066439774e-05,0.000625728115654913,1.27279513816332,"SULF2_HUMAN",16,9.41644846437115,2.90166870018106e-05,0.000274590518056674,0.60509936014811,"Up in BD",3.56131446355506,"SULF2","Extracellular sulfatase Sulf-2","SULF2_HUMAN"
0.301025470097857,11.0649938583374,7.49454480226914,0.000210600561272761,0.0014963335850851,-0.0810075374068333,"PRC2C_HUMAN",80,9.41550023628972,2.90360690772277e-05,0.000274590518056674,0.223348935445159,"Non-significant",3.56131446355506,"PRRC2C","Protein PRRC2C","PRC2C_HUMAN"
1.04932753245036,9.34851360321045,9.02517360271596,6.9970761725193e-05,0.000666364742533117,1.17269556015584,"ANXA8_HUMAN",17,9.41160945400431,2.91157513240794e-05,0.000275023522984377,0.457869966824849,"Non-significant",3.56063015902278,"ANXA8","Annexin A8","ANXA8_HUMAN"
-0.460469563802091,11.1636870247977,-13.1493000576802,6.97557434340464e-06,0.000132552248764368,3.79960762012288,"RBPMS_HUMAN",10,-9.4081152929895,2.91875217013747e-05,0.000275380873354598,2.14940269788109,"Up in BD",3.56006622706028,"RBPMS","RNA-binding protein with multiple splicing","RBPMS_HUMAN"
-0.446012338002527,13.76617704119,-10.0897336057986,3.56447864462373e-05,0.000408505363311822,1.94119441573226,"ENOB_HUMAN",14,-9.39834325620589,2.93893048101195e-05,0.000276962623959709,0.713897387186686,"Up in BD",3.55757883491848,"ENO3","Beta-enolase","ENOB_HUMAN"
0.445798476537069,11.132827758789,12.0704600569211,1.18627923952514e-05,0.000190981542648948,3.19495318824806,"P2RX4_HUMAN",11,9.39008564674234,2.95610469175095e-05,0.000278257928873169,1.4357928832372,"Up in BD",3.5555524517307,"P2RX4","P2X purinoceptor 4","P2RX4_HUMAN"
0.560792525609367,10.9454639979771,9.81816598469782,4.20742767926899e-05,0.000459476018702403,1.75220560783492,"RRAGA_HUMAN",13,9.38352178927074,2.96983722131289e-05,0.000279226642105826,1.13400952021281,"Up in BD",3.55404314633708,"RRAGA","Ras-related GTP-binding protein A","RRAGA_HUMAN"
1.52763950824738,6.94053043637957,9.20599618799636,6.20989995258146e-05,0.000610013658780218,1.30864410165116,"ZCHC2_HUMAN",9,9.37996300453808,2.97731286273363e-05,0.000279605515835887,0.175913572311416,"Non-significant",3.55345426542471,"ZCCHC2","Zinc finger CCHC domain-containing protein 2","ZCHC2_HUMAN"
-0.867241303126018,9.22090108054025,-9.36316258723007,5.60729267999863e-05,0.000565187239819986,1.42493486203367,"PDLI3_HUMAN",12,-9.37445236792363,2.98893062499342e-05,0.000280372058857764,0.340194543202715,"Non-significant",3.55226526919513,"PDLIM3","PDZ and LIM domain protein 3","PDLI3_HUMAN"
1.52860593795777,8.28221770695278,9.69316185609031,4.54743777606952e-05,0.000485498817303001,1.6636483220536,"S40A1_HUMAN",5,9.36342605969712,3.01233102065836e-05,0.000282240807178083,0.816641449928282,"Up in BD",3.5493801945114,"SLC40A1","Ferroportin","S40A1_HUMAN"
-0.743662436803181,9.33132362365722,-10.3108779994501,3.12333759421984e-05,0.000373787038930675,2.09176584002036,"SUMF1_HUMAN",9,-9.35536365084916,3.02957248194866e-05,0.000283528847964607,-0.0845897595087708,"Non-significant",3.54740274673771,"SUMF1","Formylglycine-generating enzyme","SUMF1_HUMAN"
0.576839367548624,9.00138718741281,9.04657499552578,6.8981859741568e-05,0.000660825041255116,1.18890825110885,"NHSL3_HUMAN",18,9.33778978010375,3.06754234217936e-05,0.000286751596364554,0.287971973419191,"Non-significant",3.54249415567469,"NHSL3","NHS-like protein 3","NHSL3_HUMAN"
0.276343901952124,12.961286681039,8.06170472547215,0.000137165712239951,0.00109435849470498,0.406458869598266,"EIF3D_HUMAN",29,9.3280530298787,3.08881094422657e-05,0.000288096890612292,-0.242277383804323,"Non-significant",3.54046142897127,"EIF3D","Eukaryotic translation initiation factor 3 subunit D","EIF3D_HUMAN"
-0.417974313100158,12.8595179149083,-10.6723648322274,2.53030967018583e-05,0.000327298944228985,2.33174633797684,"LHPP_HUMAN",13,-9.32795088972544,3.08903493754861e-05,0.000288096890612292,-0.0681678454081158,"Non-significant",3.54046142897127,"LHPP","Phospholysine phosphohistidine inorganic pyrophosphate phosphatase","LHPP_HUMAN"
-0.219099442164083,15.1944668633597,-7.67314855020017,0.000183481458488498,0.0013696122853502,0.0756456670755661,"ERO1A_HUMAN",29,-9.32348005021038,3.09885750951778e-05,0.000288482733664963,0.276876052220674,"Non-significant",3.53988017522378,"ERO1A","ERO1-like protein alpha","ERO1A_HUMAN"
0.978120088577271,9.64801897321429,8.88462225092517,7.68837310064204e-05,0.00071295382101268,1.0653889196081,"GTPB1_HUMAN",20,9.32283266164476,3.10028276751106e-05,0.000288482733664963,0.640924374262494,"Up in BD",3.53988017522378,"GTPBP1","GTP-binding protein 1","GTPB1_HUMAN"
-0.217597564061469,14.415593964713,-6.94748988527333,0.000326862320272668,0.00205913110768045,-0.580046106882437,"NDUS1_HUMAN",47,-9.31829798278554,3.1102868941413e-05,0.000289082106060281,0.223757425944012,"Non-significant",3.53897878996127,"NDUFS1","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial","NDUS1_HUMAN"
-0.41725603739423,11.8743558611189,-8.60608698029081,9.30268815479666e-05,0.000818178819532021,0.848363246993356,"SPCS_HUMAN",25,-9.29178661776506,3.16951032226531e-05,0.000294249505204356,0.145004034042344,"Non-significant",3.53128425877237,"SEPSECS","O-phosphoseryl-tRNA(Sec) selenium transferase","SPCS_HUMAN"
-0.756131291389461,8.20683145523071,-8.96226082170018,7.29731282250388e-05,0.000684513251350248,1.1248428667881,"FBXW5_HUMAN",17,-9.27873704060644,3.19912919296345e-05,0.000296659820248062,-0.896867354710849,"Up in DM",3.52774127075834,"FBXW5","F-box/WD repeat-containing protein 5","FBXW5_HUMAN"
0.193499247233085,13.7938761029925,6.5226247717364,0.000468889477317662,0.00269254721794445,-0.989010889696772,"COPG1_HUMAN",51,9.27300882748804,3.21222937234723e-05,0.000297534579077916,0.174519538879391,"Non-significant",3.52646255386808,"COPG1","Coatomer subunit gamma-1","COPG1_HUMAN"
0.44895513852437,9.5526556287493,9.6175633623717,4.76832445659815e-05,0.000502399467283962,1.60960067328663,"MFAP1_HUMAN",15,9.27045904975203,3.21808010630256e-05,0.000297736624658369,-1.54900070031484,"Up in DM",3.52616773939191,"MFAP1","Microfibrillar-associated protein 1","MFAP1_HUMAN"
0.71246600151062,10.2383688517979,8.91723920633676,7.52123186782152e-05,0.00070065758180831,1.09042051193885,"TRIM5_HUMAN",18,9.26527091548035,3.23002206793305e-05,0.000298501128237002,-0.0954281886418631,"Non-significant",3.52505402303988,"TRIM5","Tripartite motif-containing protein 5","TRIM5_HUMAN"
0.549102067947384,8.14976685387748,9.46808157711081,5.24230305621896e-05,0.000537750278105698,1.50162115034497,"NCDN_HUMAN",14,9.24570699114443,3.27550688653603e-05,0.000302360214759423,0.19158101081848,"Non-significant",3.5194753548612,"NCDN","Neurochondrin","NCDN_HUMAN"
-1.01098362604779,9.51054872785297,-8.82175885346563,8.02264857935968e-05,0.000733886928668822,1.01692153184656,"PDK3_HUMAN",19,-9.2413289282239,3.28578448516742e-05,0.000302964264916459,0.25027879079183,"Non-significant",3.51860859415391,"PDK3","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial","PDK3_HUMAN"
2.15556120872498,9.65437671116421,9.58113463990066,4.87913873351219e-05,0.000510909854763511,1.5834228192163,"IFM2_HUMAN",2,9.23678857699777,3.29648159058017e-05,0.000303605580317452,0.134999275207516,"Non-significant",3.51769025030355,"IFITM2","Interferon-induced transmembrane protein 2","IFM2_HUMAN"
0.689180056254079,14.173718043736,13.611965923691,5.62421768341517e-06,0.000113169386146265,4.0446479910099,"S10AB_HUMAN",6,9.23364860699779,3.30390241727241e-05,0.00030394403870463,0.200254281361907,"Non-significant",3.51720637007218,"S100A11","Protein S100-A11","S10AB_HUMAN"
0.483006874720232,11.2546486173357,9.67413584389906,4.60190348234301e-05,0.000488866007087846,1.65008117615174,"NECT2_HUMAN",14,9.22822201276679,3.31677189302e-05,0.00030478241381613,0.627527236938478,"Up in BD",3.51601009574108,"NECTIN2","Nectin-2","NECT2_HUMAN"
0.36208168665568,9.63066359928676,7.85548007900612,0.000159828347480673,0.00122017529207761,0.232549488116929,"ARHG5_HUMAN",56,9.22057161930029,3.33501162427597e-05,0.000306111813567593,0.320111751556395,"Non-significant",3.51411990964404,"ARHGEF5","Rho guanine nucleotide exchange factor 5","ARHG5_HUMAN"
0.326080242792781,10.3895875385829,8.18316344265635,0.000125545065938139,0.00102379162313775,0.507171161693348,"PLCD1_HUMAN",29,9.21884225226296,3.33915040325255e-05,0.000306145382734363,0.382108926773072,"Non-significant",3.51407228618124,"PLCD1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1","PLCD1_HUMAN"
0.458984216054278,9.14130278996059,8.47053419508393,0.000102265601682611,0.000879007512767695,0.740574683709577,"DDX27_HUMAN",28,9.20366984771074,3.37571152533009e-05,0.000309148118696708,0.0822384357452499,"Non-significant",3.50983339203143,"DDX27","Probable ATP-dependent RNA helicase DDX27","DDX27_HUMAN"
0.228115717569967,10.4748279026576,6.99664545055394,0.000313852840643737,0.00198642897736605,-0.533972313300162,"GRAP1_HUMAN",48,9.20186668398509,3.38008664169609e-05,0.000309199808463608,1.33998004595438,"Up in BD",3.50976078378096,"GRIPAP1","GRIP1-associated protein 1","GRAP1_HUMAN"
0.551275571187334,9.70401041848318,10.341693538057,3.06698505927617e-05,0.00036922131707666,2.1125168004835,"S26A6_HUMAN",11,9.19996495702659,3.38470785485282e-05,0.000309273868629232,0.731014649073291,"Up in BD",3.5096567731412,"SLC26A6","Solute carrier family 26 member 6","S26A6_HUMAN"
0.461732943852743,9.01582499912807,10.0630152614825,3.62246703252345e-05,0.000412818785138979,1.92280303480669,"LIPG_HUMAN",13,9.18905258586381,3.41136350186665e-05,0.000311358869000517,-0.177305618921917,"Non-significant",3.50673875896739,"LIPG","Endothelial lipase","LIPG_HUMAN"
0.562980214754739,7.5989168712071,8.67024487973913,8.89896273677353e-05,0.000792603552647425,0.898878704924071,"KS6C1_HUMAN",23,9.18620169960899,3.41836640593858e-05,0.000311647472109951,0.473657210667891,"Non-significant",3.50633639148384,"RPS6KC1","Ribosomal protein S6 kinase delta-1","KS6C1_HUMAN"
