"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_B1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.477140426635772,13.248117685318,8.05938186188087,4.44441456954059e-05,0.000696177216549273,1.74021228720566,"NDRG2_HUMAN",12,7.61048637127235,4.50390569197658e-05,0.000583137785170873,-0.24522638320925,"Non-significant",3.23422881699167,"NDRG2","Protein NDRG2","NDRG2_HUMAN"
-0.538734674453737,8.55117809772491,-7.25508945483678,9.32869255690572e-05,0.00113995499106526,0.922013183113551,"ADA17_HUMAN",22,-7.60998627595601,4.50613003823191e-05,0.000583137785170873,-0.1032965183258,"Non-significant",3.23422881699167,"ADAM17","Disintegrin and metalloproteinase domain-containing protein 17","ADA17_HUMAN"
-0.355377674102748,16.6375811100006,-7.41411360461852,8.01695552780717e-05,0.00103582129223929,1.08913933280038,"VDAC2_HUMAN",18,-7.60552999724482,4.5260044427349e-05,0.0005843136960343,0.108559131622298,"Non-significant",3.23335393391494,"VDAC2","Voltage-dependent anion-selective channel protein 2","VDAC2_HUMAN"
0.540578365325926,9.15220427513122,8.05978832038986,4.44281695221022e-05,0.000696177216549273,1.74060927898088,"UBL7_HUMAN",11,7.60472177264292,4.52961935920107e-05,0.0005843136960343,-0.223961830139149,"Non-significant",3.23335393391494,"UBL7","Ubiquitin-like protein 7","UBL7_HUMAN"
0.541398286819428,13.7848716974258,7.2877852064874,9.04064937248423e-05,0.00111483022809023,0.956598904437106,"GLNA_HUMAN",20,7.59237651303813,4.5852330499956e-05,0.00059054890424864,0.646785616874695,"Up in B1",3.22874413197783,"GLUL","Glutamine synthetase","GLNA_HUMAN"
-0.927391529083255,8.35030078887939,-7.95074419914179,4.8952760896026e-05,0.000739930469703074,1.63352917194778,"PARVB_HUMAN",7,-7.58793742034986,4.60541421351156e-05,0.000592208097122549,-0.3330535888672,"Non-significant",3.22752565889944,"PARVB","Beta-parvin","PARVB_HUMAN"
0.474624156951899,12.8890037536621,8.63367974881446,2.7122463159638e-05,0.000486110609992288,2.28568131007129,"CRIP2_HUMAN",10,7.58225613152524,4.63138569209577e-05,0.000594605435216219,-0.540060281753574,"Up in BD",3.22577112527971,"CRIP2","Cysteine-rich protein 2","CRIP2_HUMAN"
-0.369077682495073,11.2910232543945,-7.18467441697148,9.98427523200931e-05,0.00118612605025657,0.847129087268568,"CASP4_HUMAN",21,-7.57852279756473,4.64854017424611e-05,0.000595865007485513,-0.0893919467926061,"Non-significant",3.22485211801903,"CASP4","Caspase-4","CASP4_HUMAN"
-1.16855239868164,9.53093504905701,-8.87026081921519,2.2303968831447e-05,0.000432953117460194,2.50176740144637,"CCGL_HUMAN",2,-7.56923954152835,4.69150070180782e-05,0.000600423291710862,0.111018180847168,"Non-significant",3.22154246888497,"TMEM37","Voltage-dependent calcium channel gamma-like subunit","CCGL_HUMAN"
-0.738381147384661,9.85981094837189,-7.76073201498904,5.81150135173856e-05,0.000822941046562072,1.44413382829015,"GCH1_HUMAN",10,-7.56630597094007,4.7051673788591e-05,0.00060044988324148,0.239753723144524,"Non-significant",3.22152323528852,"GCH1","GTP cyclohydrolase 1","GCH1_HUMAN"
-0.574097871780424,14.6374670267105,-7.36557553774385,8.39421559445543e-05,0.00106422914583455,1.03841823961542,"RL7_HUMAN",17,-7.56601853492976,4.70650882106953e-05,0.00060044988324148,0.0816874504089515,"Non-significant",3.22152323528852,"RPL7","Large ribosomal subunit protein uL30","RL7_HUMAN"
-1.0711874961853,8.40437650680542,-7.27945363703066,9.11309961953252e-05,0.00112205903357947,0.94779682456754,"ABTB2_HUMAN",20,-7.55886440046433,4.74003283705512e-05,0.000603600615349432,0.3870406150818,"Non-significant",3.21925032614839,"ABTB2","Ankyrin repeat and BTB/POZ domain-containing protein 2","ABTB2_HUMAN"
0.366614580154401,13.765046954155,7.07340700730148,0.000111269851536349,0.00128977653623705,0.72767742260123,"VKGC_HUMAN",23,7.55757917134369,4.74608322150527e-05,0.000603600615349432,-0.0279583930969309,"Non-significant",3.21925032614839,"GGCX","Vitamin K-dependent gamma-carboxylase","VKGC_HUMAN"
-0.540060281753574,11.1939116716385,-7.22012311022981,9.64806250813277e-05,0.00115976858060725,0.884895923468706,"AT2B4_HUMAN",21,-7.54800282814514,4.79143407500692e-05,0.000607989934339604,-0.0629553794861017,"Non-significant",3.21610361068936,"ATP2B4","Plasma membrane calcium-transporting ATPase 4","AT2B4_HUMAN"
-0.914710998535154,7.63267374038696,-7.21115439155994,9.7319225153823e-05,0.00116639319482736,0.875353818716885,"DDX24_HUMAN",28,-7.54713184907316,4.79558242515832e-05,0.000607989934339604,0.205556392669678,"Non-significant",3.21610361068936,"DDX24","ATP-dependent RNA helicase DDX24","DDX24_HUMAN"
-0.538773775100674,12.8157452344894,-7.47703336014352,7.55565473272872e-05,0.000988815846796143,1.15451415778238,"CATS_HUMAN",15,-7.54080176780638,4.82585092168017e-05,0.000610872923221731,-0.0395042896270752,"Non-significant",3.21404912442766,"CTSS","Cathepsin S","CATS_HUMAN"
-0.443822383880617,8.7768132686615,-7.37744414729071,8.30017920575782e-05,0.00105649069458139,1.05084402513008,"RUSD2_HUMAN",17,-7.52929204300238,4.88142790026286e-05,0.000616945576055029,-0.180814266204852,"Non-significant",3.2097531456288,"RPUSD2","Pseudouridylate synthase RPUSD2","RUSD2_HUMAN"
0.324465036392173,10.4572674036026,6.27396428840537,0.000252204954418627,0.00229416031407257,-0.173027387127077,"MYO5B_HUMAN",79,7.52170574214094,4.91844544802691e-05,0.000620657330719913,0.101861715316776,"Non-significant",3.20714811069623,"MYO5B","Unconventional myosin-Vb","MYO5B_HUMAN"
0.266962528228774,11.1761584281921,6.54596599470874,0.000189373186957048,0.00187387077923108,0.14205602334558,"PBIP1_HUMAN",29,7.51836004454071,4.93486909060651e-05,0.000621762854055609,0.0137767791748065,"Non-significant",3.20637522754944,"PBXIP1","Pre-B-cell leukemia transcription factor-interacting protein 1","PBIP1_HUMAN"
0.486954689025874,13.269956111908,7.48997402504586,7.46448132391551e-05,0.000981881493642198,1.16790762966018,"VISL1_HUMAN",15,7.50721765804051,4.99000315343884e-05,0.000627613366397741,0.125509619712828,"Non-significant",3.20230781573684,"VSNL1","Visinin-like protein 1","VISL1_HUMAN"
-0.419031620025647,11.7732670307159,-7.91527457243989,5.05332762047499e-05,0.000753006553493519,1.59844738634857,"NIPS2_HUMAN",13,-7.50585867595451,4.99677390550827e-05,0.000627613366397741,0.437152862548827,"Non-significant",3.20230781573684,"NIPSNAP2","Protein NipSnap homolog 2","NIPS2_HUMAN"
-0.826656937599179,8.1991760134697,-7.18980922127324,9.93477868904693e-05,0.00118612605025657,0.852608285115148,"KLC2_HUMAN",23,-7.50147322165013,5.01869236891472e-05,0.000627711318859151,-0.234922766685485,"Non-significant",3.20224004010228,"KLC2","Kinesin light chain 2","KLC2_HUMAN"
0.572601318359371,12.1608364582062,7.2610038620739,9.27584174208806e-05,0.00113692114645472,0.928278135967407,"3BHS7_HUMAN",18,7.50037077024748,5.02421906464716e-05,0.000627711318859151,-0.0150825977325457,"Non-significant",3.20224004010228,"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7","3BHS7_HUMAN"
0.275355815887421,14.5661754608154,6.7470750828185,0.000154061293228044,0.00160901473160293,0.369207279490791,"S14L2_HUMAN",25,7.49871409443482,5.03253675859149e-05,0.000627711318859151,0.121289134025574,"Non-significant",3.20224004010228,"SEC14L2","SEC14-like protein 2","S14L2_HUMAN"
-0.491225242614728,11.1774623394012,-7.3921046478553,8.18563379139006e-05,0.00104760619216623,1.06617185181798,"MYD88_HUMAN",16,-7.4981029864627,5.035608787012e-05,0.000627711318859151,0.154566287994383,"Non-significant",3.20224004010228,"MYD88","Myeloid differentiation primary response protein MyD88","MYD88_HUMAN"
-0.369877338409422,9.74449038505554,-7.22457442903987,9.60673951321712e-05,0.00115823305215815,0.889628530313507,"T2FA_HUMAN",19,-7.49797856285635,5.03623451537228e-05,0.000627711318859151,0.561116933822633,"Up in B1",3.20224004010228,"GTF2F1","General transcription factor IIF subunit 1","T2FA_HUMAN"
-0.676382303237915,9.60881149768829,-7.3166304170593,8.79471150919797e-05,0.00109616419639988,0.987014674324332,"TF2B_HUMAN",15,-7.4593295048549,5.23481344048532e-05,0.00065146129227144,-0.121240139007575,"Non-significant",3.18611138356203,"GTF2B","Transcription initiation factor IIB","TF2B_HUMAN"
0.7270724773407,10.3405898809433,9.22302500536863,1.6794971998011e-05,0.000353959487771069,2.81518747611712,"MOT8_HUMAN",5,7.45531691615425,5.25591961192792e-05,0.000653086243969114,0.424399375915526,"Non-significant",3.18502946373767,"SLC16A2","Monocarboxylate transporter 8","MOT8_HUMAN"
0.351498365402248,14.0775316953659,7.8978350711579,5.13311332786159e-05,0.000757274209859436,1.5811530050675,"DHRS6_HUMAN",14,7.45130246276553,5.27712946789494e-05,0.000654719090252286,0.175296068191525,"Non-significant",3.18394499576602,"BDH2","Dehydrogenase/reductase SDR family member 6","DHRS6_HUMAN"
0.29824995994565,14.8587540388107,6.64854621698505,0.000170355372464454,0.00172782936522073,0.258526156098545,"ADK_HUMAN",28,7.44693324554973,5.30032091748833e-05,0.000656592426328249,0.423749327659607,"Non-significant",3.18270413108402,"ADK","Adenosine kinase","ADK_HUMAN"
-0.560719251632674,9.74042618274688,-7.9984524539174,4.69129638178317e-05,0.000715510880484749,1.6805208113044,"EMC3_HUMAN",10,-7.44170432973522,5.32822332036827e-05,0.000659042744229697,-0.0475788116455007,"Non-significant",3.18108641699768,"EMC3","ER membrane protein complex subunit 3","EMC3_HUMAN"
0.397971153259277,17.0190739631653,6.9332959590771,0.00012777370855329,0.00140291728173396,0.575272840850152,"ADH4_HUMAN",25,7.43805404541975,5.34779779383324e-05,0.00066045709739974,0.308903932571425,"Non-significant",3.1801553884472,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","ADH4_HUMAN"
-0.492588281631461,9.86526715755462,-6.77228807193858,0.000150174438485472,0.00157838781589524,0.397344762681142,"SMCA5_HUMAN",51,-7.42269762300253,5.43101813894267e-05,0.000669715519443478,-0.00160408020019709,"Non-significant",3.17410963695964,"SMARCA5","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5","SMCA5_HUMAN"
-1.11542725563051,10.4185336828232,-7.82644478153818,5.47465729246309e-05,0.000791824764189759,1.51004151624026,"COMP_HUMAN",5,-7.41729688801848,5.46062441994403e-05,0.000671322576623687,0.102319478988646,"Non-significant",3.17306874721667,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN"
-0.583568334579454,13.0810669660568,-7.71330627808272,6.06892583092296e-05,0.000847560485234232,1.39629586720577,"GELS_HUMAN",11,-7.41602640667345,5.46761487669113e-05,0.000671322576623687,-0.372148275375373,"Non-significant",3.17306874721667,"GSN","Gelsolin","GELS_HUMAN"
-0.887216329574599,13.7011910676956,-7.01191804551384,0.000118202249557238,0.00133853273773314,0.661068540977903,"IF4G1_HUMAN",61,-7.41497239233068,5.47342176949872e-05,0.000671322576623687,0.186174035072326,"Non-significant",3.17306874721667,"EIF4G1","Eukaryotic translation initiation factor 4 gamma 1","IF4G1_HUMAN"
0.384941577911377,13.7898254394531,7.29947579454689,8.94006538281391e-05,0.00110747619108629,0.968936934189651,"ECHD1_HUMAN",17,7.41424148733436,5.4774525420197e-05,0.000671322576623687,-0.366960763931274,"Non-significant",3.17306874721667,"ECHDC1","Ethylmalonyl-CoA decarboxylase","ECHD1_HUMAN"
0.334196090698228,11.4769773483277,6.13334568538359,0.000293483304741682,0.00253063074885655,-0.339562022423946,"HUWE1_HUMAN",151,7.41279872650469,5.48541863817481e-05,0.000671322576623687,0.235936880111701,"Non-significant",3.17306874721667,"HUWE1","E3 ubiquitin-protein ligase HUWE1","HUWE1_HUMAN"
-0.408333778381325,12.6325044631958,-6.74054748217112,0.000155085663198154,0.00161743582415144,0.361910287794686,"BAG3_HUMAN",35,-7.40985527218727,5.50171031599393e-05,0.000671487376235529,0.124147891998273,"Non-significant",3.17296214752659,"BAG3","BAG family molecular chaperone regulator 3","BAG3_HUMAN"
-0.432624101638828,10.4637349843979,-7.58367941878354,6.8396166354191e-05,0.000927858949274898,1.26436589868735,"HEXI1_HUMAN",14,-7.40956558971197,5.50331655406244e-05,0.000671487376235529,0.203370332717896,"Non-significant",3.17296214752659,"HEXIM1","Protein HEXIM1","HEXI1_HUMAN"
0.406774759292622,11.624510884285,6.97265996347496,0.000122878255082175,0.00136767374723837,0.618316900237756,"IRGQ_HUMAN",23,7.40243141094482,5.54303781238482e-05,0.000675318450595952,0.993290901184077,"Up in B1",3.17049138461634,"IRGQ","Immunity-related GTPase family Q protein","IRGQ_HUMAN"
0.464312791824353,10.0595546960831,7.40173227889709,8.111366663972e-05,0.00104161136825107,1.07622516760933,"RDH5_HUMAN",15,7.40063184509522,5.55310714346056e-05,0.000675530904978096,-0.155614852905275,"Non-significant",3.17035477757544,"RDH5","Retinol dehydrogenase 5","RDH5_HUMAN"
-0.543872594833347,10.7036372423172,-6.73093225072452,0.000156608339908484,0.00162541195911336,0.3511525430561,"CKAP5_HUMAN",96,-7.3968243019257,5.57447844823511e-05,0.000676066504977041,0.366166353225726,"Non-significant",3.17001058020645,"CKAP5","Cytoskeleton-associated protein 5","CKAP5_HUMAN"
-0.766714096069332,8.89831757545471,-7.1041046276385,0.000107978666682908,0.00126244798482006,0.760771380974637,"P4K2B_HUMAN",21,-7.39631821563791,5.57732586869706e-05,0.000676066504977041,-0.0140066146850266,"Non-significant",3.17001058020645,"PI4K2B","Phosphatidylinositol 4-kinase type 2-beta","P4K2B_HUMAN"
0.402666807174711,10.0647057294846,6.93094025259355,0.000128073456880027,0.00140430814746559,0.572691258814007,"FA12_HUMAN",24,7.39539820750234,5.58250626490778e-05,0.000676066504977041,-0.0147075653076243,"Non-significant",3.17001058020645,"F12","Coagulation factor XII","FA12_HUMAN"
0.868717908859251,8.77086842060089,7.52136957470024,7.24832234685959e-05,0.000964145697088832,1.20032824175491,"LIME1_HUMAN",9,7.39302226044024,5.59590932401866e-05,0.000676679705739007,-0.109167098999,"Non-significant",3.16961684822132,"LIME1","Lck-interacting transmembrane adapter 1","LIME1_HUMAN"
-0.222190856933597,11.9928755760193,-5.40341474684807,0.000671013624298783,0.00464556702010267,-1.24583355697941,"ZO1_HUMAN",99,-7.38991170259979,5.61351004483806e-05,0.000677797924163929,-0.126823425292951,"Non-significant",3.16889976557467,"TJP1","Tight junction protein ZO-1","ZO1_HUMAN"
-1.28676986694336,9.16000247001648,-7.48917373454528,7.47008416922109e-05,0.000981881493642198,1.16707985006785,"GAPR1_HUMAN",6,-7.38645191156628,5.63315853586827e-05,0.000679159708172884,0.1683967113495,"Non-significant",3.16802808695319,"GLIPR2","Golgi-associated plant pathogenesis-related protein 1","GAPR1_HUMAN"
0.487044095993046,8.39388430118561,7.57884127820263,6.87041662684589e-05,0.000927858949274898,1.25940813300499,"KLH42_HUMAN",13,7.3842502828859,5.64570124053075e-05,0.000679662015811076,0.12991142272945,"Non-significant",3.16770700076275,"KLHL42","Kelch-like protein 42","KLH42_HUMAN"
-0.348426818847654,9.01734972000122,-6.43049017039204,0.000213641970678819,0.00202747479542449,0.0094103864591073,"KI13A_HUMAN",49,-7.38183370642628,5.65950393458765e-05,0.000680314295188802,-0.283276557922351,"Non-significant",3.1672904032767,"KIF13A","Kinesin-like protein KIF13A","KI13A_HUMAN"
-0.534312486648552,11.0689212083816,-7.48797769200396,7.47846639229576e-05,0.000981881493642198,1.16584259857383,"ENPP4_HUMAN",13,-7.37814074098067,5.68066881230462e-05,0.000681848324601179,0.177984237670923,"Non-significant",3.16631222228591,"ENPP4","Bis(5'-adenosyl)-triphosphatase ENPP4","ENPP4_HUMAN"
-0.356397151947053,11.5370006561279,-7.17922238215071,0.000100371294519568,0.00119066181832131,0.841308184003219,"CTL1_HUMAN",18,-7.37003458911958,5.72743266455115e-05,0.000686445917875451,0.181540727615324,"Non-significant",3.1633936732757,"SLC44A1","Choline transporter-like protein 1","CTL1_HUMAN"
0.357318401336677,10.1541221141815,6.6852318599232,0.000164075512400714,0.00168307042682604,0.299871739105681,"KPCA_HUMAN",30,7.36629592365186,5.74914354148538e-05,0.000688031721174224,0.405774831771854,"Non-significant",3.16239153848928,"PRKCA","Protein kinase C alpha type","KPCA_HUMAN"
-0.242217779159546,12.3610209226608,-5.71957188752731,0.000465032319676228,0.00358335445570078,-0.844511116970755,"ZO2_HUMAN",66,-7.36232960329824,5.77227559144326e-05,0.000689782682606341,0.216705799102787,"Non-significant",3.16128771304621,"TJP2","Tight junction protein ZO-2","ZO2_HUMAN"
-0.404659032821675,12.4120250940323,-8.91924095899719,2.14304890755905e-05,0.000422055796988692,2.54590402055725,"RHOG_HUMAN",10,-7.36041643622932,5.783470046418e-05,0.000690104058185819,-0.0442624092102264,"Non-significant",3.1610854186996,"RHOG","Rho-related GTP-binding protein RhoG","RHOG_HUMAN"
-0.47876214981077,13.4755475521088,-7.00002461838139,0.000119597693726822,0.00134388938111178,0.648135282046312,"GBA1_HUMAN",22,-7.35736903158424,5.80135064691622e-05,0.000691221132879269,-0.0568037033081268,"Non-significant",3.16038299253068,"GBA1","Lysosomal acid glucosylceramidase","GBA1_HUMAN"
-0.592222690582281,9.61569905281067,-7.30908645343834,8.85830696075739e-05,0.00110070907625705,0.979068699481592,"INGR1_HUMAN",14,-7.35325620498826,5.82557921595826e-05,0.000693090172408876,-0.0244231224060005,"Non-significant",3.15921025913711,"IFNGR1","Interferon gamma receptor 1","INGR1_HUMAN"
-0.281679391860925,12.0040153264999,-5.92979990158836,0.000367065169145468,0.00300541552214563,-0.585138488601667,"ECM29_HUMAN",80,-7.34776857885026,5.85808044145593e-05,0.000695200197202878,-0.153053045272825,"Non-significant",3.15789011336591,"ECPAS","Proteasome adapter and scaffold protein ECM29","ECM29_HUMAN"
0.697194814682,15.863503575325,6.93636055859535,0.000127384921575065,0.00140054370414645,0.578630331768311,"FTCD_HUMAN",36,7.34736976086159,5.8604502697408e-05,0.000695200197202878,0.189121723175051,"Non-significant",3.15789011336591,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
1.09677588939667,7.48678201436996,7.23748973751905,9.48795035503823e-05,0.00114936221864068,0.903347637404105,"P20D2_HUMAN",10,7.31913337961796,6.03094923203509e-05,0.000714381344069091,0.0219585895538223,"Non-significant",3.14606989548799,"PM20D2","Xaa-Arg dipeptidase","P20D2_HUMAN"
-1.04990983009342,11.1798983812332,-6.99484653631122,0.000120210933217004,0.0013440321566661,0.642499449703609,"ABCD1_HUMAN",33,-7.31626753949665,6.04855707495668e-05,0.000715422625454789,-0.133976221084573,"Non-significant",3.14543732927681,"ABCD1","ATP-binding cassette sub-family D member 1","ABCD1_HUMAN"
0.428026437759424,14.1648443937302,6.83020366435177,0.000141650987655954,0.00150266972151643,0.461694790234079,"DPYS_HUMAN",26,7.31250014177399,6.07179031954233e-05,0.000716951022996836,0.252076625823976,"Non-significant",3.14451051123418,"DPYS","Dihydropyrimidinase","DPYS_HUMAN"
0.361637353897125,12.0723532438278,6.24113537291755,0.000261233766769619,0.00234215556195435,-0.211681464304146,"USP9X_HUMAN",103,7.31130989459571,6.07915089748365e-05,0.000716951022996836,0.0391840934753489,"Non-significant",3.14451051123418,"USP9X","Ubiquitin carboxyl-terminal hydrolase 9X","USP9X_HUMAN"
-0.547604322433473,11.4376400709152,-6.87358377047231,0.00013561773573893,0.00146135764646173,0.509637469937873,"PAPS1_HUMAN",29,-7.3082669141859,6.09801363396133e-05,0.000718131823308595,0.0695283412933332,"Non-significant",3.14379582751167,"PAPSS1","Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1","PAPS1_HUMAN"
0.389086484909054,10.9531687498093,6.56966148434745,0.000184780077408978,0.00184189870773519,0.169073125592806,"ERBB2_HUMAN",39,7.30003205259417,6.14938368264571e-05,0.000723131872478077,-1.18895125389101,"Up in BD",3.14078249625025,"ERBB2","Receptor tyrosine-protein kinase erbB-2","ERBB2_HUMAN"
0.492664813995347,10.3417315483093,7.82283673305887,5.49257803502865e-05,0.000793003170395417,1.50643404032642,"GNTK_HUMAN",11,7.29716517606992,6.16737928870386e-05,0.000724198488401492,-0.332376003265381,"Non-significant",3.14014238600834,"IDNK","Probable gluconokinase","GNTK_HUMAN"
-0.451327085494999,12.959355711937,-7.99445817326217,4.70800627637872e-05,0.000716712250028835,1.67659507007194,"GLYG_HUMAN",11,-7.28886665670965,6.21979746623655e-05,0.000729298217356119,0.493666172027588,"Non-significant",3.13709484799376,"GYG1","Glycogenin-1","GLYG_HUMAN"
-0.709340810775759,8.967977643013,-7.06190236534889,0.000112531841538853,0.00129687464772858,0.715247363817261,"UBP39_HUMAN",17,-7.28196294461,6.26377920942802e-05,0.000733395447406911,0.186189770698547,"Non-significant",3.13466179027423,"USP39","Ubiquitin carboxyl-terminal hydrolase 39","UBP39_HUMAN"
0.285831212997426,11.568896651268,6.17808782285202,0.000279591875530571,0.00245737744727354,-0.286300147460164,"KANK2_HUMAN",42,7.2796247813232,6.27875258515831e-05,0.000734089315215771,-1.17631769180298,"Up in BD",3.13425109710632,"KANK2","KN motif and ankyrin repeat domain-containing protein 2","KANK2_HUMAN"
-0.3078396320343,12.3304945230484,-6.38952509071056,0.000223062276561919,0.00208757475435226,-0.0380407566030936,"NOP56_HUMAN",34,-7.2637454353789,6.38149127609703e-05,0.000743395007687607,-0.0431807041168248,"Non-significant",3.12878035976034,"NOP56","Nucleolar protein 56","NOP56_HUMAN"
-0.364820241928101,11.5612028837204,-6.99875612677747,0.00011974759952475,0.00134388938111178,0.646754936537143,"SAE1_HUMAN",19,-7.26346117995464,6.38334718173595e-05,0.000743395007687607,0.191996455192563,"Non-significant",3.12878035976034,"SAE1","SUMO-activating enzyme subunit 1","SAE1_HUMAN"
0.388126611709597,14.8087011575699,6.69685706581148,0.000162139327455476,0.00166742522556873,0.312940060324316,"ALAT1_HUMAN",28,7.26304688660287,6.38605317034307e-05,0.000743395007687607,-0.36583495140075,"Non-significant",3.12878035976034,"GPT","Alanine aminotransferase 1","ALAT1_HUMAN"
0.400207042694127,15.0290215015411,7.05676666648098,0.000113100315692919,0.00129985263673137,0.709693734029317,"CK054_HUMAN",18,7.2616795815461,6.3949927947492e-05,0.000743395007687607,-0.022758960723877,"Non-significant",3.12878035976034,"C11orf54","Ester hydrolase C11orf54","CK054_HUMAN"
0.415322780609127,13.5741541385651,6.83615415263604,0.000140806069931535,0.0014973793596651,0.468284114614198,"GALE_HUMAN",23,7.24408077032537,6.51129467501721e-05,0.00075583183108855,-0.0346190929412806,"Non-significant",3.12157482216363,"GALE","UDP-glucose 4-epimerase","GALE_HUMAN"
-1.05679535865784,7.25815486907959,-6.99982167839227,0.000119621662458808,0.00134388938111178,0.647914459400711,"TGFR2_HUMAN",17,-7.24150840869722,6.52848837794663e-05,0.000756745067123699,-0.24505043029785,"Non-significant",3.12105040133001,"TGFBR2","TGF-beta receptor type-2","TGFR2_HUMAN"
-0.453368306159976,7.12879890203476,-7.91290415510901,5.06409080430004e-05,0.000753006553493519,1.59609846175191,"TF2H4_HUMAN",11,-7.23849278844366,6.54870850801478e-05,0.000757386089166055,0.329641342163077,"Non-significant",3.12068267578491,"GTF2H4","General transcription factor IIH subunit 4","TF2H4_HUMAN"
-3.56945669651034,8.39859241247178,-7.01124700628317,0.000118280499501437,0.00133853273773314,0.660339261977025,"LEG9_HUMAN",7,-7.23790062423173,6.55268714067748e-05,0.000757386089166055,-0.141118764877325,"Non-significant",3.12068267578491,"LGALS9","Galectin-9","LEG9_HUMAN"
1.12975335121158,10.2546042203903,6.94343058772378,0.000126492983390001,0.00139641369690676,0.586371940217091,"FMO4_HUMAN",25,7.23130579556211,6.59717678983979e-05,0.000761288527860248,-0.269593477249151,"Non-significant",3.11845071470233,"FMO4","Dimethylaniline monooxygenase [N-oxide-forming] 4","FMO4_HUMAN"
-0.51644015312198,11.9160031080246,-6.67827684576603,0.000165246106347911,0.0016929380137714,0.292045641267725,"DTX3L_HUMAN",43,-7.23011953107564,6.60521473519367e-05,0.000761288527860248,0.476062536239622,"Non-significant",3.11845071470233,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
-0.489758968353252,11.2286055088043,-6.9073988677604,0.000131112144178059,0.00142606425986698,0.546857486456988,"ABD12_HUMAN",21,-7.22754719906728,6.62268152608419e-05,0.000762218977342512,0.22973155975342,"Non-significant",3.11792024258493,"ABHD12","Lysophosphatidylserine lipase ABHD12","ABD12_HUMAN"
0.363862037658675,13.7930762767792,6.77432115718084,0.000149865781191981,0.00157718670375062,0.399610400393707,"3HAO_HUMAN",23,7.22284106530031,6.65476914972047e-05,0.000764067634636543,-0.242650032043457,"Non-significant",3.11686819633354,"HAAO","3-hydroxyanthranilate 3,4-dioxygenase","3HAO_HUMAN"
0.474617958068878,12.7117128372192,7.11933624793518,0.000106385840513312,0.00124742010104771,0.777152751598535,"CRYM_HUMAN",16,7.22243040507094,6.65757724535415e-05,0.000764067634636543,-1.24427735805511,"Up in BD",3.11686819633354,"CRYM","Ketimine reductase mu-crystallin","CRYM_HUMAN"
-0.329674482345599,13.3387776613235,-6.31485316541458,0.000241438176298646,0.00222616973009911,-0.125073526181318,"ILF3_HUMAN",42,-7.21909469944253,6.68043520326868e-05,0.000765608068352007,-0.185548305511499,"Non-significant",3.11599349839959,"ILF3","Interleukin enhancer-binding factor 3","ILF3_HUMAN"
-0.413953542709349,8.96170055866241,-6.49268734052051,0.000200169079314394,0.00194978620595077,0.0810588146914402,"SHIP2_HUMAN",46,-7.20791799533567,6.75765568574591e-05,0.000773365560425139,-0.348656892776487,"Non-significant",3.11161517186775,"INPPL1","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2","SHIP2_HUMAN"
-0.916428923606873,7.63717550039291,-7.18519438808445,9.97925057864888e-05,0.00118612605025657,0.847684065983231,"ZN363_HUMAN",10,-7.19346832047378,6.85894940245038e-05,0.000783852330302569,-0.607663035392765,"Up in BD",3.1057657462126,"RCHY1","RING finger and CHY zinc finger domain-containing protein 1","ZN363_HUMAN"
-0.300094366073601,12.069767832756,-6.23719545622826,0.000262341132702022,0.00234689740986131,-0.21632965842974,"TR150_HUMAN",38,-7.18871285372172,6.89265035794096e-05,0.000786595850975147,-0.425882816314676,"Non-significant",3.10424834867551,"THRAP3","Thyroid hormone receptor-associated protein 3","TR150_HUMAN"
-0.36583495140075,11.2557836771011,-6.7767634788956,0.000149495923596091,0.00157697390421781,0.402331440721136,"ATX10_HUMAN",22,-7.18125722743001,6.94585425201437e-05,0.00079155423315793,-1.73316240310667,"Up in BD",3.10151932419476,"ATXN10","Ataxin-10","ATX10_HUMAN"
-0.770854234695435,7.26640582084656,-6.95246489412674,0.00012536329756752,0.00138771868548821,0.59625605214794,"PITM2_HUMAN",17,-7.17661727599022,6.97919340702989e-05,0.000794238082814033,-0.779435634613019,"Up in BD",3.10004929284571,"PITPNM2","Membrane-associated phosphatidylinositol transfer protein 2","PITM2_HUMAN"
-0.253459930419954,10.6461892127991,-5.96628593662043,0.000352502054335043,0.00290670901308388,-0.54072036236448,"ARVC_HUMAN",40,-7.17444348920314,6.99487314166448e-05,0.000794907572429491,-0.426409721374499,"Non-significant",3.09968336583087,"ARVCF","Splicing regulator ARVCF","ARVC_HUMAN"
