"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.264670372009283,8.75371170043945,3.54527827352518,0.00845573906982739,0.031186303096627,-4.1518877196666,"CC85C_HUMAN",14,3.58308692799704,0.00701089361174888,0.0262512186274713,-0.212799787521375,"Non-significant",1.58085053108081,"CCDC85C","Coiled-coil domain-containing protein 85C","CC85C_HUMAN"
0.178724527359002,14.9136680364609,4.51207248689045,0.00234368123439592,0.0123324445758032,-2.76386583202243,"PPAC_HUMAN",9,3.57796605750993,0.0070637319914218,0.0264340847377669,-0.1046462059021,"Non-significant",1.57783572215006,"ACP1","Low molecular weight phosphotyrosine protein phosphatase","PPAC_HUMAN"
0.0836591720580682,14.5556781291962,2.87061539944658,0.0223663568554197,0.0639016265932659,-5.18097946351822,"THRB_HUMAN",42,3.57772330949634,0.00706624720189997,0.0264340847377669,0.0151042938232244,"Non-significant",1.57783572215006,"F2","Prothrombin","THRB_HUMAN"
-0.109629392623898,11.1193045377731,-3.05217338880376,0.0171223204960317,0.0522884864526916,-4.90097408047721,"SP16H_HUMAN",45,-3.5766137887627,0.0070777555119241,0.0264649346653236,-0.0191433429717751,"Non-significant",1.57732917382554,"SUPT16H","FACT complex subunit SPT16","SP16H_HUMAN"
-0.0910570621490745,11.0751041173935,-2.9103097920072,0.0210910382805198,0.0612312957562502,-5.11964993638505,"XRN2_HUMAN",46,-3.57579552823959,0.00708625552987619,0.0264749308425641,0.0592610836029106,"Non-significant",1.57716516567683,"XRN2","5'-3' exoribonuclease 2","XRN2_HUMAN"
-0.154591083526601,11.97309923172,-3.36031949193458,0.0109765111032502,0.0376748777883975,-4.43035818595449,"EGLN1_HUMAN",25,-3.57572827617168,0.00708695462041524,0.0264749308425641,0.0941188335419003,"Non-significant",1.57716516567683,"EGLN1","Egl nine homolog 1","EGLN1_HUMAN"
0.1426246166229,14.9051977396011,3.83571228128142,0.00566831011063441,0.0234829864167018,-3.72222627931091,"RL7A_HUMAN",14,3.57406355610978,0.00710428288502544,0.0265274511408635,-0.0210456848144531,"Non-significant",1.57630447669075,"RPL7A","Large ribosomal subunit protein eL8","RL7A_HUMAN"
-0.484106302261353,8.66959941387176,-3.4276700442339,0.00997625489240824,0.0352098008686388,-4.32855977232101,"PP1RA_HUMAN",22,-3.57186578856392,0.00712722865069368,0.0266008892694244,-0.0498278141022244,"Non-significant",1.57510384463403,"PPP1R10","Serine/threonine-protein phosphatase 1 regulatory subunit 10","PP1RA_HUMAN"
0.835532069206237,6.57121819257736,3.62357774773189,0.00758237328659224,0.0288977815159274,-4.0350875807557,"CCL16_HUMAN",2,3.57138863122831,0.00713222079726322,0.0266072825512615,-0.0863027572631836,"Non-significant",1.57499947844585,"CCL16","C-C motif chemokine 16","CCL16_HUMAN"
0.327762365341188,8.90118372440338,3.96097663795008,0.00478836733373684,0.0207436265594985,-3.54009891044586,"SSNA1_HUMAN",6,3.56933889546535,0.00715370795129125,0.0266710590553159,-0.0690195560455251,"Non-significant",1.57395973898774,"SSNA1","Microtubule nucleation factor SSNA1","SSNA1_HUMAN"
0.489058136940008,6.56284421682358,3.42983930963389,0.00994570135085974,0.0351502586176041,-4.32528829447849,"LAMC2_HUMAN",20,3.56913105972935,0.00715589050572132,0.0266710590553159,-0.139794111251826,"Non-significant",1.57395973898774,"LAMC2","Laminin subunit gamma-2","LAMC2_HUMAN"
-0.0641546249389506,14.1045229434967,-2.45342824415178,0.0417873935195669,0.100971682852223,-5.82573202129577,"HSP74_HUMAN",65,-3.56728711966719,0.00717528534760273,0.0267263095926304,-0.0866761207580495,"Non-significant",1.57306100511195,"HSPA4","Heat shock 70 kDa protein 4","HSP74_HUMAN"
-0.171342134475701,11.070569396019,-3.40851561325393,0.0102504309773818,0.0359429546026257,-4.35746672349675,"NCK1_HUMAN",22,-3.56685455811972,0.00717984317367083,0.0267263095926304,-0.176625967025752,"Non-significant",1.57306100511195,"NCK1","SH2/SH3 adapter protein NCK1","NCK1_HUMAN"
0.163181543350227,10.6952177286148,4.4186119965461,0.00263717002557784,0.0134240888253065,-2.89254004354318,"YIPF3_HUMAN",10,3.56678315108512,0.00718059587280432,0.0267263095926304,0.20484042167665,"Non-significant",1.57306100511195,"YIPF3","Protein YIPF3","YIPF3_HUMAN"
-0.506894111633297,6.39032232761383,-3.67916381375283,0.00702139550561914,0.0274561942807681,-3.95259019127969,"CARD8_HUMAN",5,-3.56598499303597,0.00718901493447448,0.0267453769730976,-0.487273693084717,"Non-significant",1.57275127639367,"CARD8","Caspase recruitment domain-containing protein 8","CARD8_HUMAN"
0.265688896179222,12.6093945503235,5.60463650812834,0.000647453467762864,0.00500327374993132,-1.35123839986713,"CD99_HUMAN",4,3.56467608764604,0.00720284411252204,0.0267845449720458,-0.0997245311737025,"Non-significant",1.57211572721937,"CD99","CD99 antigen","CD99_HUMAN"
-0.205811023712162,8.82650589942932,-3.82347480490296,0.00576321855612289,0.0237253959230752,-3.74012571130502,"GKAP1_HUMAN",11,-3.56377313760396,0.00721240065043411,0.0268032340274193,0.0999927520752255,"Non-significant",1.57181280166055,"GKAP1","G kinase-anchoring protein 1","GKAP1_HUMAN"
-0.352597475051881,7.92661845684051,-3.47869528554214,0.00928341104415592,0.0333299102709208,-4.25173345069357,"RIOX2_HUMAN",14,-3.56357715952452,0.00721447659796447,0.0268032340274193,-0.229235887527468,"Non-significant",1.57181280166055,"RIOX2","Ribosomal oxygenase 2","RIOX2_HUMAN"
-0.613319993019105,7.46256762742996,-3.86222793497225,0.0054684074324994,0.0228950763195563,-3.68350704406743,"CE128_HUMAN",1,-3.56318229576025,0.00721866121962692,0.0268065066984223,-0.0942945480346751,"Non-significant",1.57175977760409,"CEP128","Centrosomal protein of 128 kDa","CE128_HUMAN"
0.274898529052727,11.1863007545471,4.63102255828149,0.00202066364017082,0.0111535134532966,-2.60188757432247,"GBRL1_HUMAN",5,3.56282357955064,0.00722246499671022,0.0268083627554011,-0.166399478912353,"Non-significant",1.57172970850899,"GABARAPL1","Gamma-aminobutyric acid receptor-associated protein-like 1","GBRL1_HUMAN"
-0.398768424987791,8.37833499908447,-3.40299040877059,0.0103310053662874,0.0361709886588298,-4.36581174666863,"MILK1_HUMAN",27,-3.55994808973778,0.00725303329997181,0.026909516321889,-0.114454507827757,"Non-significant",1.57009410827944,"MICALL1","MICAL-like protein 1","MILK1_HUMAN"
-0.135790109634378,11.6928786039353,-4.2623131450263,0.00322171967519382,0.0156065871310583,-3.110470503717,"CHM4A_HUMAN",12,-3.55869129484154,0.00726643694490615,0.0269469238441355,-0.200745105743412,"Non-significant",1.5694908050141,"CHMP4A","Charged multivesicular body protein 4a","CHM4A_HUMAN"
0.297451257705694,9.3497816324234,3.47827588293821,0.00928889145798625,0.0333348364839011,-4.25236384654748,"XRCC4_HUMAN",15,3.55768024361374,0.00727723883307548,0.0269746532167996,-0.417373299598692,"Non-significant",1.56904412985167,"XRCC4","DNA repair protein XRCC4","XRCC4_HUMAN"
-0.0748836994171249,13.9130705595016,-2.66530996151785,0.0303725705547037,0.0799880030772041,-5.49860546504058,"AP2A1_HUMAN",55,-3.554827700439,0.00730780687689033,0.0270755913237845,-0.238019466400145,"Non-significant",1.56742204972195,"AP2A1","AP-2 complex subunit alpha-1","AP2A1_HUMAN"
-0.113457679748572,14.3980829715729,-3.37590902174004,0.0107358283007308,0.0370998768450296,-4.40675663853345,"HTAI2_HUMAN",22,-3.55403267349124,0.00731635070461405,0.0270948743118386,0.283910036087029,"Non-significant",1.56711285925951,"HTATIP2","Oxidoreductase HTATIP2","HTAI2_HUMAN"
0.123275995254522,14.8835567235947,3.49919722021076,0.0090196815386973,0.0326284868501961,-4.22093961933476,"RS9_HUMAN",19,3.55072509640039,0.00735200985056574,0.0271994976931184,-0.654521822929382,"Up in D",1.56543911622761,"RPS9","Small ribosomal subunit protein uS4","RS9_HUMAN"
-0.298408746719362,9.46157515048981,-3.90502551869208,0.00516164781202619,0.0218588780515556,-3.62120027705158,"LYSM2_HUMAN",7,-3.55068577380518,0.00735243489722542,0.0271994976931184,0.0371806621551247,"Non-significant",1.56543911622761,"LYSMD2","LysM and putative peptidoglycan-binding domain-containing protein 2","LYSM2_HUMAN"
0.323716402053829,8.58407604694366,3.37156681414,0.0108022960064716,0.037234422173539,-4.4133281789223,"PSD3_HUMAN",34,3.55048011251591,0.00735465836069779,0.0271994976931184,0.058064460754375,"Non-significant",1.56543911622761,"PSD3","PH and SEC7 domain-containing protein 3","PSD3_HUMAN"
-0.076902151107749,13.7435356378555,-2.83674629837071,0.0235182001649409,0.0662592625480313,-5.23334288836288,"GARS_HUMAN",37,-3.54903414479309,0.00737031129556856,0.0272395900823058,-0.0451285839080757,"Non-significant",1.564799432234,"GARS1","Glycine--tRNA ligase","GARS_HUMAN"
0.082252025604209,17.067417383194,2.77615392417361,0.0257357773232718,0.0704996952062888,-5.32707719682838,"GRP75_HUMAN",51,3.54876023620052,0.00737328040045261,0.0272395900823058,-0.298616170883173,"Non-significant",1.564799432234,"HSPA9","Stress-70 protein, mitochondrial","GRP75_HUMAN"
-0.191265106201172,9.16519904136658,-3.5237965906654,0.00871378471087831,0.0318484906054354,-4.18404960928005,"RMD5A_HUMAN",16,-3.5485490435359,0.0073755705460717,0.0272395900823058,0.153937339782676,"Non-significant",1.564799432234,"RMND5A","E3 ubiquitin-protein transferase RMND5A","RMD5A_HUMAN"
0.0839738845825266,16.1897463798523,3.22671324545151,0.0132908789422834,0.043287824640944,-4.6335135117683,"ACDSB_HUMAN",24,3.54779148856586,0.00738379158550765,0.0272575454616966,-0.0996732711791992,"Non-significant",1.5645132549003,"ACADSB","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial","ACDSB_HUMAN"
-0.116999626159679,10.7145054340363,-3.04235063321452,0.0173700185818006,0.0527076779254787,-4.91608384755642,"BIG1_HUMAN",52,-3.54661512945219,0.00739657679735178,0.0272923256633526,-0.342559337615951,"Non-significant",1.56395945517928,"ARFGEF1","Brefeldin A-inhibited guanine nucleotide-exchange protein 1","BIG1_HUMAN"
-0.21649169921875,8.97481608390808,-3.33843254885053,0.0113241693437119,0.0385097695116841,-4.46353152615933,"KIF3B_HUMAN",30,-3.54601021170979,0.00740316046622366,0.0273042018286085,0.0609061717986759,"Non-significant",1.56377051447718,"KIF3B","Kinesin-like protein KIF3B","KIF3B_HUMAN"
0.115816354751598,10.168720126152,3.03082518246126,0.0176654727989139,0.0533531578712661,-4.93381949848336,"RLGPB_HUMAN",53,3.54394228971994,0.00742571386025863,0.0273635856157275,0.203567028045649,"Non-significant",1.56282699499671,"RALGAPB","Ral GTPase-activating protein subunit beta","RLGPB_HUMAN"
-0.2325768470764,14.9591434001923,-3.50484639497854,0.0089484300550359,0.0324140899404291,-4.21246228652248,"CPNS1_HUMAN",15,-3.54363383773714,0.00742908417632125,0.0273635856157275,0.18790578842165,"Non-significant",1.56282699499671,"CAPNS1","Calpain small subunit 1","CPNS1_HUMAN"
-0.183333158493042,9.65743100643158,-3.44208748572657,0.00977505412166349,0.03467200250376,-4.30682553739988,"WIPF2_HUMAN",19,-3.54360688609798,0.00742937874185945,0.0273635856157275,0.332323789596561,"Non-significant",1.56282699499671,"WIPF2","WAS/WASL-interacting protein family member 2","WIPF2_HUMAN"
-0.155787944793728,10.8074250221252,-3.58133491356728,0.00804084858465575,0.0300754386084617,-4.09801716736372,"ADPGK_HUMAN",16,-3.54293818017382,0.00743669127350999,0.0273780911947641,0.139959573745724,"Non-significant",1.56259683423266,"ADPGK","ADP-dependent glucokinase","ADPGK_HUMAN"
-0.133629083633402,11.8185268640518,-3.47627660767344,0.00931506398398705,0.0333992174839023,-4.25536916718882,"MPI_HUMAN",19,-3.5418500906414,0.00744860623920765,0.0274095197391977,0.00291967391967418,"Non-significant",1.56209857396227,"MPI","Mannose-6-phosphate isomerase","MPI_HUMAN"
0.762537121772766,6.5664581656456,3.48013785670708,0.00926458708658151,0.0332770516248439,-4.24956528867684,"MEGF8_HUMAN",6,3.54058640730442,0.00746246944682147,0.0274287027383975,0.161964416503924,"Non-significant",1.56179473220146,"MEGF8","Multiple epidermal growth factor-like domains protein 8","MEGF8_HUMAN"
-0.141983985900874,15.6498074531555,-3.69603533650038,0.00686008597305997,0.0269422737586683,-3.92762162891814,"GDIR1_HUMAN",15,-3.54053796978515,0.00746300137395083,0.0274287027383975,0.0304365158081019,"Non-significant",1.56179473220146,"ARHGDIA","Rho GDP-dissociation inhibitor 1","GDIR1_HUMAN"
0.180575609207146,13.848098397255,3.80077220474651,0.00594386453577926,0.0242354355996547,-3.77338162366098,"NDUB9_HUMAN",12,3.54045063892394,0.00746396051841035,0.0274287027383975,0.204622983932476,"Non-significant",1.56179473220146,"NDUFB9","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9","NDUB9_HUMAN"
-0.207066059112531,13.0220263004303,-3.25391185431051,0.0127807911506982,0.0420873942357003,-4.59203433140364,"DIAP1_HUMAN",68,-3.54013062532727,0.00746747630756647,0.0274291999817086,0.00524854660032403,"Non-significant",1.56178685913248,"DIAPH1","Protein diaphanous homolog 1","DIAP1_HUMAN"
-0.158604621887203,13.0535252094269,-3.27854007000907,0.0123368245005497,0.0409578535177823,-4.55452718635376,"MPPA_HUMAN",30,-3.53959434754991,0.00747337199602568,0.027438434559164,0.26744079589844,"Non-significant",1.56164066999555,"PMPCA","Mitochondrial-processing peptidase subunit alpha","MPPA_HUMAN"
-0.326853752136227,11.5983152389526,-4.94203217031618,0.00138461704825493,0.0085214770542026,-2.18788592212985,"RS30_HUMAN",3,-3.5391484525441,0.00747827780174162,0.0274440280792997,-0.212970972061148,"Non-significant",1.56155214499791,"FAU","Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein","RS30_HUMAN"
0.0710439682006765,11.8288004398346,2.42482259488235,0.0436346795590175,0.104224842490983,-5.86972211994999,"UBR4_HUMAN",200,3.53786798372195,0.00749238472083686,0.0274833678231783,0.318409681320189,"Non-significant",1.56093004972736,"UBR4","E3 ubiquitin-protein ligase UBR4","UBR4_HUMAN"
0.494248509407045,7.31552273035049,3.65865479851638,0.00722299863171095,0.0279348955661118,-3.98298682913546,"APC16_HUMAN",5,3.53662115826547,0.00750614812357029,0.02752141250549,0.115429878234824,"Non-significant",1.56032928018952,"ANAPC16","Anaphase-promoting complex subunit 16","APC16_HUMAN"
-0.131872415542599,11.468073964119,-3.65191446397457,0.0072906079834019,0.0281159663390318,-3.99298742048789,"RM19_HUMAN",16,-3.53571308187859,0.00751618903822532,0.0275457804228366,0.0451567173004257,"Non-significant",1.55994491875154,"MRPL19","Large ribosomal subunit protein bL19m","RM19_HUMAN"
-0.0725476741790985,14.7477730512619,-2.80745729748969,0.024564160739505,0.0681647059645497,-5.27864491531447,"ACPH_HUMAN",35,-3.53407143439322,0.00753437748472953,0.0275999724203591,0.727271914482118,"Up in BT",1.55909135190912,"APEH","Acylamino-acid-releasing enzyme","ACPH_HUMAN"
0.519817233085634,8.22631841897964,3.8109906915505,0.00586181026768427,0.0240094540696568,-3.75840514622473,"RAC2_HUMAN",3,3.53282271823264,0.00754824375657765,0.0276382896393822,0.0398828983307009,"Non-significant",1.55848883623132,"RAC2","Ras-related C3 botulinum toxin substrate 2","RAC2_HUMAN"
0.756241083145143,7.82397103309631,3.56917067242163,0.0081783237416731,0.0304059028849958,-4.11617525775777,"URM1_HUMAN",3,3.53027056909702,0.00757666817117037,0.0277298536494706,-0.0994737148284752,"Non-significant",1.55705242250274,"URM1","Ubiquitin-related modifier 1","URM1_HUMAN"
-0.169642686843854,13.3277686834335,-3.22439265451014,0.0133353889451103,0.0433680745092684,-4.63705524901014,"SEPT9_HUMAN",43,-3.52881515381442,0.00759292859111643,0.027776836153435,-0.617406249046326,"Up in D",1.55631722293804,"SEPTIN9","Septin-9","SEPT9_HUMAN"
-0.312693834304813,9.11020076274872,-3.36352275450572,0.0109265912704962,0.037551190838122,-4.42550680220855,"DHX57_HUMAN",27,-3.52804244568982,0.00760157660119618,0.0277959407580468,-0.13860464096069,"Non-significant",1.55601862261069,"DHX57","Putative ATP-dependent RNA helicase DHX57","DHX57_HUMAN"
0.17479133605957,9.33177947998047,3.48531008634146,0.00919743018170194,0.0330850279685162,-4.2417932753457,"ZPI_HUMAN",17,3.5254346333702,0.00763083997237273,0.0278897128745771,-2.7389234304428,"Up in D",1.55455595678553,"SERPINA10","Protein Z-dependent protease inhibitor","ZPI_HUMAN"
0.168390750885047,13.3997201919556,3.8523617845651,0.00554188464415445,0.0230835995906926,-3.69790364995281,"NDRG2_HUMAN",12,3.52514515664573,0.00763409567345768,0.0278897128745771,0.112089157104499,"Non-significant",1.55455595678553,"NDRG2","Protein NDRG2","NDRG2_HUMAN"
-0.142216682434075,18.0524377822876,-3.36121937131678,0.0109624628245707,0.0376425828855549,-4.42899521051213,"TPIS_HUMAN",22,-3.52437266391278,0.00764279099583825,0.0279089136544696,0.145008563995326,"Non-significant",1.55425706795606,"TPI1","Triosephosphate isomerase","TPIS_HUMAN"
-0.222242832183834,9.70539498329163,-3.29827670810511,0.0119928723731076,0.040045335981644,-4.52450644532578,"RPRD2_HUMAN",37,-3.52363280979118,0.007651128779593,0.0279267921356804,-0.048250555992122,"Non-significant",1.55397894749926,"RPRD2","Regulation of nuclear pre-mRNA domain-containing protein 2","RPRD2_HUMAN"
0.968897461891175,7.49125534296036,3.5337460692795,0.0085932342587497,0.0315357316940276,-4.16914731243726,"PGAM4_HUMAN",1,3.52172873539744,0.00767263112884019,0.0279889490935863,0.189472198486349,"Non-significant",1.55301340776552,"PGAM4","Probable phosphoglycerate mutase 4","PGAM4_HUMAN"
0.119372367858873,18.1358375549316,3.04045797305107,0.0174181774822219,0.0528340531180369,-4.91899582682495,"PDIA1_HUMAN",51,3.52151428346655,0.00767505690574679,0.0279889490935863,0.0298047065734846,"Non-significant",1.55301340776552,"P4HB","Protein disulfide-isomerase","PDIA1_HUMAN"
-0.193328142166154,12.2205797433853,-5.07874006909532,0.00117779763574242,0.00760682862482653,-2.01025163781353,"CHMP5_HUMAN",7,-3.52081512633099,0.00768297108383258,0.0280052234385524,0.228874206542976,"Non-significant",1.55276095798031,"CHMP5","Charged multivesicular body protein 5","CHMP5_HUMAN"
0.152751207351699,13.3909133672714,3.81519660341779,0.00582839275184591,0.0239329852168409,-3.75224461750985,"SDCB1_HUMAN",13,3.5192665942216,0.00770053067090508,0.0280566258930058,0.419007778167723,"Non-significant",1.55196455868748,"SDCBP","Syntenin-1","SDCB1_HUMAN"
0.233395338058473,10.3487576246262,5.44244659730093,0.000775582128211756,0.00567966912302364,-1.55041809199202,"TXN4A_HUMAN",5,3.51853217231929,0.00770887352432861,0.0280744164166976,0.0910506248474494,"Non-significant",1.55168926265839,"TXNL4A","Thioredoxin-like protein 4A","TXN4A_HUMAN"
-0.163598537445104,15.1936321258545,-3.32645766367,0.0115193292523919,0.0389774134920383,-4.48169989492696,"QCR2_HUMAN",24,-3.51527723211333,0.00774596438111631,0.0281946218069925,0.0371601581573504,"Non-significant",1.5498337265141,"UQCRC2","Cytochrome b-c1 complex subunit 2, mitochondrial","QCR2_HUMAN"
0.107176542282101,12.2740894556045,3.29754913275386,0.0120053692099688,0.0400630973587115,-4.52561254304705,"NFS1_HUMAN",23,3.51502644517724,0.00774883000118232,0.0281946218069925,-0.0313298702240257,"Non-significant",1.5498337265141,"NFS1","Cysteine desulfurase","NFS1_HUMAN"
-0.364941835403487,10.1587880849838,-3.45917077917569,0.00954224768629829,0.0340329776284146,-4.28109948164358,"EXOS6_HUMAN",12,-3.51453209329409,0.00775448201117718,0.0282025401338824,-0.171024799346927,"Non-significant",1.54971177407613,"EXOSC6","Exosome complex component MTR3","EXOS6_HUMAN"
0.195944547653198,13.4764164686203,4.14389233114693,0.00375853724438586,0.0174068328772528,-3.27784237228334,"TMED4_HUMAN",9,3.51358235088746,0.00776535284763709,0.0282231109108537,-0.0902161598205744,"Non-significant",1.54939511754998,"TMED4","Transmembrane emp24 domain-containing protein 4","TMED4_HUMAN"
-0.493392229080199,7.24975073337555,-3.39501577982795,0.0104484939189412,0.0364484435332282,-4.37786146838684,"EHMT1_HUMAN",15,-3.51343030021776,0.00776709473304612,0.0282231109108537,0.0809755325316992,"Non-significant",1.54939511754998,"EHMT1","Histone-lysine N-methyltransferase EHMT1","EHMT1_HUMAN"
-0.452708244323729,8.03846859931946,-3.79324946970141,0.00600506381141375,0.0243991425968008,-3.78441539478429,"T22D3_HUMAN",4,-3.512022730006,0.00778323947267549,0.0282691159719288,0.261450290679949,"Non-significant",1.54868777249797,"TSC22D3","TSC22 domain family protein 3","T22D3_HUMAN"
-0.109794139862025,11.1827714443207,-3.11146299338275,0.0157041854867666,0.0488213643829978,-4.80989223116904,"SRP72_HUMAN",32,-3.5102503695414,0.00780361895082021,0.0283304537659755,-0.124712228775049,"Non-significant",1.54774646937363,"SRP72","Signal recognition particle subunit SRP72","SRP72_HUMAN"
0.14595413208005,15.8594057559967,3.30843495814894,0.0118198320345084,0.0396470099743701,-4.5090681453304,"UDB10_HUMAN",24,3.50888540669476,0.00781935252453332,0.0283748776315131,-0.211103677749636,"Non-significant",1.5470660027177,"UGT2B10","UDP-glucuronosyltransferase 2B10","UDB10_HUMAN"
-0.310990095138546,8.56242620944977,-3.30746027518017,0.0118363194574215,0.0396859074700486,-4.51054905862313,"INT1_HUMAN",58,-3.50787410211541,0.0078310312555735,0.0283890946656002,-0.514640092849731,"Up in D",1.54684845699874,"INTS1","Integrator complex subunit 1","INT1_HUMAN"
0.132280349731424,19.829963684082,3.40390825487562,0.0103175736764932,0.0361471471550371,-4.36442526802383,"SODM_HUMAN",20,3.50770778033682,0.00783295373984758,0.0283890946656002,0.114185571670577,"Non-significant",1.54684845699874,"SOD2","Superoxide dismutase [Mn], mitochondrial","SODM_HUMAN"
-0.209551572799684,9.7737056016922,-3.64409173280179,0.00736992843102719,0.0283813950115589,-4.00460053215824,"CD123_HUMAN",12,-3.50763746143694,0.00783376669414331,0.0283890946656002,-1.11214065551758,"Up in D",1.54684845699874,"CDC123","Translation initiation factor eIF2 assembly protein","CD123_HUMAN"
-0.0648899078369478,10.039981842041,-2.56952601765721,0.0350731693742759,0.0887659689029553,-5.64670032058981,"PP12C_HUMAN",44,-3.50702672587655,0.00784083114890591,0.0284020106884922,0.468019485473632,"Non-significant",1.54665091347386,"PPP1R12C","Protein phosphatase 1 regulatory subunit 12C","PP12C_HUMAN"
0.305584669113177,12.1166781187057,4.57601522210315,0.0021635400778611,0.0117111766249745,-2.6765431885266,"UBL5_HUMAN",4,3.50644633673633,0.00784755084087119,0.0284062298109116,-0.199809193611145,"Non-significant",1.54658640376286,"UBL5","Ubiquitin-like protein 5","UBL5_HUMAN"
-0.311241388320919,8.68302190303802,-3.38772759223094,0.010557116618469,0.0367118798697675,-4.38887930696023,"NSUN5_HUMAN",18,-3.50629462331122,0.0078493083710978,0.0284062298109116,0.157857894897459,"Non-significant",1.54658640376286,"NSUN5","28S rRNA (cytosine-C(5))-methyltransferase","NSUN5_HUMAN"
-0.301529407501206,17.058899641037,-3.3443298411577,0.011229355399316,0.0382675303276143,-4.45458887805021,"ARGI1_HUMAN",26,-3.50601933038259,0.00785249857849084,0.0284062298109116,0.281719207763672,"Non-significant",1.54658640376286,"ARG1","Arginase-1","ARGI1_HUMAN"
0.157728672027581,14.41064620018,3.59000996920533,0.0079443223203244,0.0298288900079186,-4.0850775443418,"HNMT_HUMAN",15,3.50305824039638,0.00788689992470121,0.0285179616706888,-0.00280237197877398,"Non-significant",1.54488151903082,"HNMT","Histamine N-methyltransferase","HNMT_HUMAN"
-0.457133889198301,8.03547233343124,-3.44866673293809,0.00968468303342862,0.0344353716622436,-4.29691424387291,"RND3_HUMAN",10,-3.50237687484309,0.00789483847654336,0.0285339507343754,-0.67244601249693,"Up in D",1.54463809292926,"RND3","Rho-related GTP-binding protein RhoE","RND3_HUMAN"
0.137991905212402,17.0326223373413,3.47139677084022,0.00937927777281495,0.0335849337372553,-4.26270628828389,"PRDX2_HUMAN",18,3.50045839150175,0.0079172361427662,0.0286021612032079,-0.270762920379621,"Non-significant",1.54360114997704,"PRDX2","Peroxiredoxin-2","PRDX2_HUMAN"
-0.163609027862549,9.78763151168823,-3.2717647509031,0.012457303662836,0.0413071360524116,-4.56484051590609,"GPKOW_HUMAN",27,-3.49418705820073,0.00799092295120487,0.0288555179466294,-0.216702699661258,"Non-significant",1.53977112584867,"GPKOW","G-patch domain and KOW motifs-containing protein","GPKOW_HUMAN"
0.121839284896875,11.3613201379776,3.35718846502241,0.011025540183201,0.037752380930904,-4.43510108660367,"DEOC_HUMAN",21,3.49314075910078,0.00800328730931918,0.0288864419070232,-0.29831409454345,"Non-significant",1.53930594916691,"DERA","Deoxyribose-phosphate aldolase","DEOC_HUMAN"
-0.494300603866574,9.91992437839509,-3.47095827891632,0.00938507102916728,0.0335908541379194,-4.26336570628852,"ISCA1_HUMAN",8,-3.49286014528356,0.00800660683373122,0.0288864419070232,-0.109234809875499,"Non-significant",1.53930594916691,"ISCA1","Iron-sulfur cluster assembly 1 homolog, mitochondrial","ISCA1_HUMAN"
-0.144140720367396,10.4971635341644,-3.84150578554058,0.00562396813103161,0.0233410756115014,-3.71375881587014,"NUD19_HUMAN",13,-3.49178301981443,0.00801936225472851,0.0289196023710521,-0.176336765289326,"Non-significant",1.53880768265154,"NUDT19","Acyl-coenzyme A diphosphatase NUDT19","NUD19_HUMAN"
-0.47463858127594,7.4985482096672,-3.72026138120827,0.00663539633118926,0.0263145678549705,-3.89182780359642,"GP180_HUMAN",4,-3.49046277116987,0.00803502613737707,0.0289632172717359,-0.129817247390751,"Non-significant",1.53815319780103,"GPR180","Integral membrane protein GPR180","GP180_HUMAN"
0.135588645935027,18.7898330688477,3.16771502274994,0.0144730299461281,0.046016522328716,-4.7236853522395,"ALDOB_HUMAN",33,3.48845623801814,0.00805889443308514,0.0290351250737724,-0.0581583976744984,"Non-significant",1.53707629882879,"ALDOB","Fructose-bisphosphate aldolase B","ALDOB_HUMAN"
-0.209786415100101,8.38021659851074,-3.29229451743798,0.0120960346997633,0.0402572705307135,-4.53360223632587,"ZC3H4_HUMAN",28,-3.4881845742074,0.00806213172186457,0.0290351250737724,-0.14779329299925,"Non-significant",1.53707629882879,"ZC3H4","Zinc finger CCCH domain-containing protein 4","ZC3H4_HUMAN"
-0.169747114181526,10.4433821439743,-3.36879891106223,0.0108448941584181,0.0373336746717881,-4.41751807378667,"STX18_HUMAN",20,-3.48632346825012,0.00808434671909334,0.0291022135220601,-0.0570976734161004,"Non-significant",1.5360739772046,"STX18","Syntaxin-18","STX18_HUMAN"
0.0990588665008261,15.9779273271561,3.35056988838705,0.0111299509082823,0.0380085949788731,-4.44512992699302,"TALDO_HUMAN",21,3.48465992627286,0.00810425839091551,0.0291569399562937,-0.10481643676755,"Non-significant",1.53525805750877,"TALDO1","Transaldolase","TALDO_HUMAN"
-0.2524633407593,12.1560876369476,-4.80516712150862,0.00163239637147919,0.0095771975113392,-2.36837876356743,"S22AI_HUMAN",5,-3.4844532281422,0.00810673607855541,0.0291569399562937,-0.255228996276855,"Non-significant",1.53525805750877,"SLC22A18","Solute carrier family 22 member 18","S22AI_HUMAN"
0.0979962348938237,11.4300746917725,3.4098616785089,0.0102309030156403,0.0358899900859946,-4.35543413492574,"GALK2_HUMAN",20,3.48380583683462,0.00811450154271624,0.0291719386431544,0.0338017940521258,"Non-significant",1.53503470855232,"GALK2","N-acetylgalactosamine kinase","GALK2_HUMAN"
