"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HBVHDV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.661981105804443,9.21465969085693,-13.1549395123192,1.93268700300306e-06,2.60660246900695e-05,4.88713291922992,"DCAF6_HUMAN",29,-14.1550617594323,5.35157319639223e-07,7.65708369138727e-06,0.160544633865324,"Non-significant",5.11593660607192,"DCAF6","DDB1- and CUL4-associated factor 6","DCAF6_HUMAN"
0.274712085723875,12.1093499660492,10.2640713776887,1.13277523729431e-05,9.60967051512612e-05,2.90727619058112,"UBA6_HUMAN",57,14.149575547051,5.36781286126958e-07,7.66682163858311e-06,0.206443309783936,"Non-significant",5.11538464008016,"UBA6","Ubiquitin-like modifier-activating enzyme 6","UBA6_HUMAN"
-0.439361810684185,10.0830532312393,-13.0180966793908,2.08382855647531e-06,2.74033570849108e-05,4.80285936862429,"FA12_HUMAN",24,-14.1220526178823,5.45011987746414e-07,7.77072355160545e-06,0.36032974720001,"Non-significant",5.10953854106529,"F12","Coagulation factor XII","FA12_HUMAN"
1.03810942173004,8.24038070440293,13.6020929550843,1.51867296154816e-06,2.19223004591508e-05,5.15690867142393,"CCPG1_HUMAN",19,14.1146517774639,5.47249226492011e-07,7.78895702924794e-06,0.165719270706175,"Non-significant",5.10852069210501,"CCPG1","Cell cycle progression protein 1","CCPG1_HUMAN"
0.438299894332888,10.1729420423508,12.0867912363334,3.5498719286796e-06,4.01879634622019e-05,4.20650053719375,"GOGA5_HUMAN",45,14.1100353877029,5.48649942536637e-07,7.79524140383784e-06,0.0808205604553258,"Non-significant",5.10817043099069,"GOLGA5","Golgin subfamily A member 5","GOGA5_HUMAN"
0.330077409744273,12.7548042535782,12.1986749431144,3.32331195110119e-06,3.87497219893822e-05,4.28034077284223,"C1S_HUMAN",27,14.1053467108801,5.50076699903606e-07,7.80187319392078e-06,-0.0699071884154989,"Non-significant",5.10780111267945,"C1S","Complement C1s subcomponent","C1S_HUMAN"
-0.569643020629872,15.5086104869843,-18.9658491778678,1.34640355776554e-07,3.56424160063862e-06,7.86140544976286,"ARK73_HUMAN",10,-14.087602763672,5.55513866557886e-07,7.86526340333788e-06,0.05376076698305,"Non-significant",5.10428672851423,"AKR7A3","Aflatoxin B1 aldehyde reductase member 3","ARK73_HUMAN"
-0.30796599388122,15.1457298994064,-10.8659178230311,7.57604753497656e-06,7.06084155008653e-05,3.35765388700959,"G6PE_HUMAN",49,-14.0766495284092,5.58900204888702e-07,7.8994468958791e-06,-0.140222072601318,"Non-significant",5.1024033161117,"H6PD","GDH/6PGL endoplasmic bifunctional protein","G6PE_HUMAN"
0.4605600833893,12.3679713010788,12.1448967894976,3.43010885514784e-06,3.94713921227253e-05,4.24492650125766,"EP15R_HUMAN",47,14.0701814862626,5.60910730010699e-07,7.90643441386603e-06,0.0608589649200511,"Non-significant",5.10201932731131,"EPS15L1","Epidermal growth factor receptor substrate 15-like 1","EP15R_HUMAN"
0.353852033615123,13.3953634500503,12.4348812383093,2.89657578649538e-06,3.50304634179285e-05,4.43420895501413,"SNX2_HUMAN",26,14.0688028687245,5.61340304761991e-07,7.90643441386603e-06,0.0630275011062604,"Non-significant",5.10201932731131,"SNX2","Sorting nexin-2","SNX2_HUMAN"
0.289998531341601,11.0915400981903,10.4962027464235,9.67633408080872e-06,8.49467853181494e-05,3.08368459804279,"SLK_HUMAN",55,14.0652478722278,5.62449734855184e-07,7.90835466292055e-06,0.888279199600211,"Up in HBVHDV",5.10191386228509,"SLK","STE20-like serine/threonine-protein kinase","SLK_HUMAN"
-1.46576833724976,9.00766324996948,-13.4619005868562,1.63659340969144e-06,2.30913101398651e-05,5.07323326614451,"FMO1_HUMAN",22,-14.0374223900708,5.71218658893629e-07,8.01777899970384e-06,0.0235745906829994,"Non-significant",5.09594591871806,"FMO1","Flavin-containing monooxygenase 1","FMO1_HUMAN"
0.347093105316203,11.0141861438751,11.2950077867567,5.75556846681576e-06,5.77475369503848e-05,3.66538433749229,"MYO1E_HUMAN",48,14.029427516991,5.73766377330954e-07,8.03965404925632e-06,-0.244971513748169,"Non-significant",5.09476263878034,"MYO1E","Unconventional myosin-Ie","MYO1E_HUMAN"
-0.704341411590548,17.1481926441193,-14.2773801731724,1.06972955354985e-06,1.71473216601571e-05,5.54891830343666,"DOPD_HUMAN",14,-14.0115909991103,5.79496276795728e-07,8.10596599228723e-06,-0.284061431884725,"Non-significant",5.09119522262652,"DDT","D-dopachrome decarboxylase","DOPD_HUMAN"
0.471705198287998,10.7351914644241,12.0871049081825,3.54921287908414e-06,4.01879634622019e-05,4.20670842653772,"BIG1_HUMAN",52,14.0045115044491,5.8178825854749e-07,8.12404325982037e-06,-0.35874938964845,"Non-significant",5.09022777268091,"ARFGEF1","Brefeldin A-inhibited guanine nucleotide-exchange protein 1","BIG1_HUMAN"
-0.493792533874501,13.8442509174347,-14.040596794375,1.20741802546738e-06,1.85145024395724e-05,5.4134954250751,"ECHD1_HUMAN",17,-13.9882299649872,5.87097983573645e-07,8.18412575043398e-06,0.431025981903074,"Non-significant",5.08702770623871,"ECHDC1","Ethylmalonyl-CoA decarboxylase","ECHD1_HUMAN"
-0.355901241302497,17.1094615459442,-11.4047639262567,5.37296964326479e-06,5.48569400638354e-05,3.74240920836508,"UGDH_HUMAN",45,-13.9613484333341,5.95983654251313e-07,8.27984692650994e-06,0.263498306274425,"Non-significant",5.0819776921507,"UGDH","UDP-glucose 6-dehydrogenase","UGDH_HUMAN"
-0.699089765548699,10.5705231428146,-13.1560515142224,1.93151057438226e-06,2.60660246900695e-05,4.88781438257114,"PLIN2_HUMAN",25,-13.9612925860911,5.96002270457526e-07,8.27984692650994e-06,0.0338447093963623,"Non-significant",5.0819776921507,"PLIN2","Perilipin-2","PLIN2_HUMAN"
0.308653593063397,12.081840634346,11.9346665986275,3.88639093358925e-06,4.30309252279017e-05,4.10509178391456,"VATC1_HUMAN",27,13.9560878217474,5.97740093895686e-07,8.28981867421542e-06,-0.760294437408449,"Up in CTRL",5.08145496880424,"ATP6V1C1","V-type proton ATPase subunit C 1","VATC1_HUMAN"
0.511522769927948,13.3434567451477,12.924115481954,2.19535471333092e-06,2.85561744742525e-05,4.7445026434325,"PRP19_HUMAN",25,13.9412379326711,6.02729580976666e-07,8.34477564667353e-06,-0.2163190841675,"Non-significant",5.07858533504483,"PRPF19","Pre-mRNA-processing factor 19","PRP19_HUMAN"
0.364816188812298,13.1475048065185,11.5151310765415,5.01689379329247e-06,5.24739972433564e-05,3.81919069533912,"COPG2_HUMAN",43,13.9360676282653,6.0447769998631e-07,8.35474535338222e-06,0.399915933609012,"Non-significant",5.07806678255171,"COPG2","Coatomer subunit gamma-2","COPG2_HUMAN"
0.397383928298948,10.5207952260971,12.1690239212331,3.38172382965653e-06,3.91499566433313e-05,4.26083258457401,"CD11A_HUMAN",31,13.9279792674972,6.07223826287826e-07,8.3679122818351e-06,0.0195901393890363,"Non-significant",5.07738288102396,"CDK11A","Cyclin-dependent kinase 11A","CD11A_HUMAN"
-0.614554405212395,12.0932068824768,-13.2288366217286,1.85623747276824e-06,2.5311479767093e-05,4.93230245276674,"CP51A_HUMAN",22,-13.9271985417347,6.07489632863629e-07,8.3679122818351e-06,0.048238158226015,"Non-significant",5.07738288102396,"CYP51A1","Lanosterol 14-alpha demethylase","CP51A_HUMAN"
-0.824777841567949,12.356788277626,-13.1048378958642,1.98653995292877e-06,2.66412709528913e-05,4.85637347518213,"ATTY_HUMAN",28,-13.9063094394699,6.14650122886858e-07,8.4522192025406e-06,0.350226521492005,"Non-significant",5.07302924834247,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
0.264806509017928,11.553552031517,11.015118487249,6.87811377055542e-06,6.57628595450634e-05,3.4658715312383,"RIC8A_HUMAN",31,13.9000389833706,6.16817937854725e-07,8.46770165700228e-06,-0.38037359714508,"Non-significant",5.07223445190441,"RIC8A","Synembryn-A","RIC8A_HUMAN"
-0.477060317993148,12.0287945270538,-14.3046532798416,1.0550422382057e-06,1.69788678611837e-05,5.56437970123816,"CCD25_HUMAN",16,-13.892624410549,6.19392341066585e-07,8.48870414139652e-06,-0.409730672836307,"Non-significant",5.07115860271188,"CCDC25","Coiled-coil domain-containing protein 25","CCD25_HUMAN"
0.431197881698575,10.8641027212143,13.0273274107765,2.07322385646623e-06,2.73099544116862e-05,4.80856994040029,"NPC1_HUMAN",22,13.8751243289628,6.25516325890791e-07,8.55820064059673e-06,0.425845146179224,"Non-significant",5.06761753602426,"NPC1","NPC intracellular cholesterol transporter 1","NPC1_HUMAN"
-0.387598514556903,14.0172762870789,-11.6114012926921,4.72791009172038e-06,4.95790004069827e-05,3.88562297079252,"AASS_HUMAN",44,-13.8483070641674,6.35032653956265e-07,8.67379895580263e-06,-0.1350395679474,"Non-significant",5.06179064829256,"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial","AASS_HUMAN"
0.627508878707896,12.1529551744461,13.5054681066016,1.59887506525191e-06,2.27168840127662e-05,5.09932424791001,"IN35_HUMAN",18,13.8343468441055,6.40050584613123e-07,8.72766963280343e-06,0.0256507396698158,"Non-significant",5.05910170139381,"IFI35","Interferon-induced 35 kDa protein","IN35_HUMAN"
0.72317564487457,8.23364347219467,13.1781378597993,1.90831121518209e-06,2.58912274554004e-05,4.90133833893409,"PFKAM_HUMAN",22,13.8275610980672,6.42505697225652e-07,8.7464720290668e-06,-0.0945394039153999,"Non-significant",5.05816708838069,"PFKM","ATP-dependent 6-phosphofructokinase, muscle type","PFKAM_HUMAN"
-0.567195653915377,11.0039602518082,-12.3000493659477,3.13203472177726e-06,3.71591915093193e-05,4.34671031485246,"CBPD_HUMAN",54,-13.8114292541978,6.48384677152391e-07,8.81174292845733e-06,0.102506160736086,"Non-significant",5.054938181333,"CPD","Carboxypeptidase D","CBPD_HUMAN"
0.574596643447899,11.9235707521439,13.3833315776743,1.70718102816309e-06,2.38799659481608e-05,5.02598049775763,"MGAT1_HUMAN",19,13.8056387686334,6.50509581351554e-07,8.82586204948928e-06,-0.280568242073059,"Non-significant",5.05424286497106,"MGAT1","Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","MGAT1_HUMAN"
-0.273563623428323,12.9600752592087,-9.55092505385089,1.87600572320711e-05,0.000141537391373964,2.34264803158502,"FAT1_HUMAN",153,-13.7915747529536,6.55703096282786e-07,8.88149843915033e-06,-0.194214582443275,"Non-significant",5.05151375618596,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
0.553528785705554,9.83479690551757,12.2624072314684,3.2015716643406e-06,3.76543746976788e-05,4.32212498967172,"SMCA5_HUMAN",51,13.7838578028503,6.58572486372429e-07,8.90552179159523e-06,-0.0181999206542987,"Non-significant",5.05034062930893,"SMARCA5","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5","SMCA5_HUMAN"
0.852545261383025,12.405327796936,13.2853572666747,1.80006541801213e-06,2.46696992448307e-05,4.96669185826523,"RU17_HUMAN",19,13.7702477547779,6.63667405078597e-07,8.95950996856106e-06,0.155653715133665,"Non-significant",5.04771574299074,"SNRNP70","U1 small nuclear ribonucleoprotein 70 kDa","RU17_HUMAN"
0.531589508056653,10.9825255870819,13.9554659317711,1.26172864314777e-06,1.89539162344953e-05,5.36427844351168,"PEX3_HUMAN",16,13.7621119147326,6.6673410642277e-07,8.98598355372778e-06,0.271251916885374,"Non-significant",5.04643438059407,"PEX3","Peroxisomal biogenesis factor 3","PEX3_HUMAN"
2.71674156188964,8.04078507423401,13.3557056929036,1.73281218168701e-06,2.40781397128237e-05,5.00930405927481,"OLFL3_HUMAN",10,13.7538129387098,6.69878642906299e-07,9.01341677301241e-06,0.4120361804962,"Non-significant",5.04511054704794,"OLFML3","Olfactomedin-like protein 3","OLFL3_HUMAN"
-0.384041309356672,11.837375164032,-11.9540242344503,3.84163425459902e-06,4.26880002585513e-05,4.11806130740836,"TBC15_HUMAN",31,-13.7298054132218,6.79069071077791e-07,9.12197411677555e-06,0.0951404571533256,"Non-significant",5.03991116438597,"TBC1D15","TBC1 domain family member 15","TBC15_HUMAN"
0.994474172592154,9.91339194774627,13.0861782041486,2.00702797550337e-06,2.66957714515808e-05,4.84488949107291,"NOP2_HUMAN",24,13.7255019974181,6.8073134507296e-07,9.12921392971609e-06,1.01570200920105,"Up in HBVHDV",5.03956661574979,"NOP2","28S rRNA (cytosine(4447)-C(5))-methyltransferase","NOP2_HUMAN"
-0.413941621780422,11.4605547189713,-11.8996347723649,3.96889064146313e-06,4.35880733015823e-05,4.0815717096068,"BAIP2_HUMAN",36,-13.7172153937898,6.83945036935926e-07,9.15122669750657e-06,-0.356688976287851,"Non-significant",5.03852068601555,"BAIAP2","BAR/IMD domain-containing adapter protein 2","BAIP2_HUMAN"
2.35039877891541,8.32029044628143,14.1125296426707,1.16357926432195e-06,1.7972022440815e-05,5.45486289648974,"LCAT_HUMAN",4,13.7145587632095,6.84978915582628e-07,9.15122669750657e-06,-1.31125068664551,"Up in CTRL",5.03852068601555,"LCAT","Phosphatidylcholine-sterol acyltransferase","LCAT_HUMAN"
-0.535106897354126,9.35327279567719,-12.4366286540934,2.89365821437259e-06,3.50304634179285e-05,4.43533718642484,"AT11C_HUMAN",33,-13.7125781730673,6.8575083779765e-07,9.15122669750657e-06,2.45886766910553,"Up in HBVHDV",5.03852068601555,"ATP11C","Phospholipid-transporting ATPase IG","AT11C_HUMAN"
0.337143898010256,9.71372675895691,10.713871189065,8.37047324823342e-06,7.59228081343672e-05,3.24600022339042,"SPT6H_HUMAN",69,13.6797329380966,6.98694995508401e-07,9.30867906310947e-06,0.0255129337310755,"Non-significant",5.03111194268181,"SUPT6H","Transcription elongation factor SPT6","SPT6H_HUMAN"
-0.458923816680898,11.9709575176239,-11.9351776825531,3.88520172966009e-06,4.30309252279017e-05,4.1054344545862,"AMPD2_HUMAN",42,-13.6642476765991,7.04892301282311e-07,9.37587517597601e-06,-0.669076919555675,"Up in CTRL",5.02798818318879,"AMPD2","AMP deaminase 2","AMPD2_HUMAN"
0.753973841667178,7.88591915369034,13.9963387760364,1.23531629717323e-06,1.86953734583368e-05,5.3879436765187,"PI51C_HUMAN",13,13.6587284958226,7.07115959562212e-07,9.39008399242172e-06,0.0806083679198739,"Non-significant",5.02733052303931,"PIP5K1C","Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma","PI51C_HUMAN"
0.431205987930273,14.3564437627792,13.3069607938009,1.77910394861726e-06,2.4464937039615e-05,4.9798001873755,"GHC2_HUMAN",19,13.6383996745363,7.15374314230259e-07,9.48425293923217e-06,-0.168174743652374,"Non-significant",5.02299687217087,"SLC25A18","Mitochondrial glutamate carrier 2","GHC2_HUMAN"
0.553333997726455,12.2008875608444,13.7328076931891,1.4173029794279e-06,2.08289716343771e-05,5.23420070872637,"TNR6_HUMAN",16,13.6164240749982,7.24423227605661e-07,9.58857910545799e-06,0.331695079803501,"Non-significant",5.01824574448508,"FAS","Tumor necrosis factor receptor superfamily member 6","TNR6_HUMAN"
0.375369787216201,11.4126225709915,12.6824194607141,2.51444188486683e-06,3.1486701384149e-05,4.59259377119849,"VPS4A_HUMAN",22,13.589222389926,7.35801915747668e-07,9.7233531207826e-06,0.0616307258605975,"Non-significant",5.01218394178875,"VPS4A","Vacuolar protein sorting-associated protein 4A","VPS4A_HUMAN"
-0.273881196975726,11.2897371053696,-10.7307684848301,8.27770961636235e-06,7.51653028515942e-05,3.25847791940335,"TFR1_HUMAN",34,-13.5677162344269,7.44939709620905e-07,9.82812503261217e-06,-0.411344528198224,"Non-significant",5.00752932709752,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
-0.513706684112552,17.8282268047333,-14.0605937763035,1.1950467033384e-06,1.83594415085655e-05,5.42501545140258,"GSTA1_HUMAN",15,-13.5255028768437,7.63247320231689e-07,1.00286032729044e-05,-0.0454154014587429,"Non-significant",4.99875954884495,"GSTA1","Glutathione S-transferase A1","GSTA1_HUMAN"
-0.441495180129998,11.2863746881485,-11.6833046142518,4.52429622723481e-06,4.77518901801783e-05,3.93491545681509,"PP6R2_HUMAN",46,-13.5246906195997,7.6360449092312e-07,1.00286032729044e-05,-0.166669607162477,"Non-significant",4.99875954884495,"PPP6R2","Serine/threonine-protein phosphatase 6 regulatory subunit 2","PP6R2_HUMAN"
0.985337972640991,8.75593507289886,13.0755932156676,2.01875605477349e-06,2.677788127103e-05,4.8383682432373,"NHSL3_HUMAN",18,13.5241614942282,7.63837261711311e-07,1.00286032729044e-05,0.0457098484039271,"Non-significant",4.99875954884495,"NHSL3","NHS-like protein 3","NHSL3_HUMAN"
0.239316463470473,13.4576010704041,9.83683913408999,1.52663417516469e-05,0.00012080775016128,2.57326779369108,"VPS35_HUMAN",41,13.5144700318325,7.68114763744179e-07,1.00684978789499e-05,0.243555545806885,"Non-significant",4.99703531708728,"VPS35","Vacuolar protein sorting-associated protein 35","VPS35_HUMAN"
-0.52165770530701,9.56922519207001,-13.6814427785069,1.45619685704323e-06,2.12224067956235e-05,5.2039113134739,"LZTL1_HUMAN",16,-13.4932184402703,7.77588656264732e-07,1.01762689363341e-05,-0.10487711429596,"Non-significant",4.99241142409911,"LZTFL1","Leucine zipper transcription factor-like protein 1","LZTL1_HUMAN"
1.26118719577789,7.8145906329155,12.949583013367,2.16448144364504e-06,2.83114838327642e-05,4.76035535522279,"NRP1_HUMAN",20,13.4739446078884,7.8629400664998e-07,1.02736517556984e-05,-0.535106897354126,"Up in CTRL",4.98827515957156,"NRP1","Neuropilin-1","NRP1_HUMAN"
0.515313863754251,12.8274751901626,13.964789584917,1.25564794689831e-06,1.88975016008196e-05,5.36968256147756,"CATS_HUMAN",15,13.452647574561,7.96040177673667e-07,1.03842993963947e-05,0.146605253219626,"Non-significant",4.9836227989405,"CTSS","Cathepsin S","CATS_HUMAN"
-1.47904598712921,8.15547865629196,-14.7824026240874,8.31380265382587e-07,1.41056939807188e-05,5.83077334085207,"FETUA_HUMAN",5,-13.4410786108384,8.0139107675744e-07,1.04373482064226e-05,-0.550935745239258,"Up in CTRL",4.98140982754115,"AHSG","Alpha-2-HS-glycoprotein","FETUA_HUMAN"
-1.53658425807953,8.05882984399796,-13.6181981016285,1.50575166961165e-06,2.17744551938325e-05,5.16646931284928,"CP2A7_HUMAN",8,-13.4298507874658,8.06622687769728e-07,1.04871559706608e-05,0.121726512908952,"Non-significant",4.97934227288499,"CYP2A7","Cytochrome P450 2A7","CP2A7_HUMAN"
-0.291615486145023,15.2759976387024,-11.4385491060544,5.2610307579303e-06,5.405359920316e-05,3.76598436267101,"SOX_HUMAN",27,-13.4273434585637,8.0779619018502e-07,1.04871559706608e-05,0.243293762207049,"Non-significant",4.97934227288499,"PIPOX","Peroxisomal sarcosine oxidase","SOX_HUMAN"
1.68510949611664,7.45950275659561,12.8106739230293,2.33904935048252e-06,2.98890787285714e-05,4.67353447094231,"MCM2_HUMAN",29,13.3939338164566,8.23616500455608e-07,1.06754885154748e-05,0.145603179931651,"Non-significant",4.97161224232442,"MCM2","DNA replication licensing factor MCM2","MCM2_HUMAN"
-0.455892801284824,14.4880708456039,-12.0972281941282,3.5280169467053e-06,4.01879634622019e-05,4.21341508944572,"CP27A_HUMAN",29,-13.3853732475329,8.2772571649366e-07,1.07001568163827e-05,0.0337901115417498,"Non-significant",4.97060985745585,"CYP27A1","Sterol 26-hydroxylase, mitochondrial","CP27A_HUMAN"
-0.545293807983377,10.6918580532074,-12.7710843009546,2.39167188543867e-06,3.05135281208164e-05,4.64863013135296,"ESRP2_HUMAN",21,-13.3844860365653,8.28152902363077e-07,1.07001568163827e-05,0.3266553878784,"Non-significant",4.97060985745585,"ESRP2","Epithelial splicing regulatory protein 2","ESRP2_HUMAN"
-0.540002584457396,9.62088525295258,-12.6430164660537,2.57127128662164e-06,3.20011052777551e-05,4.56757445974787,"TFR2_HUMAN",22,-13.3393547217726,8.50212128272384e-07,1.09677364547138e-05,-0.686521649360658,"Up in CTRL",4.95988299381653,"TFR2","Transferrin receptor protein 2","TFR2_HUMAN"
-0.313822984695426,14.5522221326828,-10.7515120496353,8.16540950488123e-06,7.46409243281261e-05,3.27377201542781,"SRBS2_HUMAN",41,-13.3354636815821,8.52144549258026e-07,1.09752436637401e-05,0.523164272308348,"Up in HBVHDV",4.95958582911381,"SORBS2","Sorbin and SH3 domain-containing protein 2","SRBS2_HUMAN"
0.728856801986723,11.5022755861282,12.634543076128,2.58368058157428e-06,3.21063793370859e-05,4.56218477278633,"CP2J2_HUMAN",24,13.3305251805158,8.54604252085054e-07,1.09895075264165e-05,0.735641241073624,"Up in HBVHDV",4.95902176920999,"CYP2J2","Cytochrome P450 2J2","CP2J2_HUMAN"
0.50116753578186,9.07351720333099,12.1959786192599,3.32857635291716e-06,3.8755501461544e-05,4.27856859018866,"STK10_HUMAN",28,13.304819676632,8.67536232869203e-07,1.113817845897e-05,0.322244644165037,"Non-significant",4.95318582800444,"STK10","Serine/threonine-protein kinase 10","STK10_HUMAN"
1.25695443153382,8.57690536975861,15.5056244791745,5.87497239639808e-07,1.09508946480567e-05,6.21879985547156,"SAS10_HUMAN",5,13.2997606007236,8.70107057208918e-07,1.11535647538437e-05,-0.0139732360839844,"Non-significant",4.95258630701068,"UTP3","Something about silencing protein 10","SAS10_HUMAN"
-0.401485919952352,13.6517331600189,-13.5608425035015,1.55234328421723e-06,2.2250253740447e-05,5.13237222603462,"GALM_HUMAN",17,-13.284703697905,8.77808941159341e-07,1.12345720705543e-05,-0.36690974235535,"Non-significant",4.94944346538427,"GALM","Galactose mutarotase","GALM_HUMAN"
-0.380421161651624,15.4020662307739,-12.7644014843408,2.40068580735464e-06,3.05326659724118e-05,4.64441916136131,"NIT2_HUMAN",20,-13.27336651898,8.83658444092873e-07,1.1291654363432e-05,-0.140671014785775,"Non-significant",4.94724242403837,"NIT2","Omega-amidase NIT2","NIT2_HUMAN"
0.32647371292115,11.4966125488281,10.563684886187,9.24843913050745e-06,8.22342065794683e-05,3.13432234093959,"RBGPR_HUMAN",53,13.2474286019812,8.97205982828842e-07,1.14302614498261e-05,-0.5248227119446,"Up in CTRL",4.94194383566612,"RAB3GAP2","Rab3 GTPase-activating protein non-catalytic subunit","RBGPR_HUMAN"
0.808182477951046,9.58033263683319,12.4110416749155,2.93671274665077e-06,3.53057167041876e-05,4.41880215615423,"SR140_HUMAN",34,13.2469222983601,8.97472729741267e-07,1.14302614498261e-05,0.24280452728271,"Non-significant",4.94194383566612,"U2SURP","U2 snRNP-associated SURP motif-containing protein","SR140_HUMAN"
-0.886235833168032,7.83696287870407,-12.2654448064663,3.19589617787673e-06,3.76420988950786e-05,4.32411150210113,"VP13D_HUMAN",103,-13.2408603493917,9.00673375442977e-07,1.14302614498261e-05,0.1671802997589,"Non-significant",4.94194383566612,"VPS13D","Intermembrane lipid transfer protein VPS13D","VP13D_HUMAN"
-0.221336841583248,15.4620764255524,-9.2162033951775,2.40438294147836e-05,0.000172618552697833,2.06502585683056,"ACON_HUMAN",46,-13.2401034285309,9.01073917473492e-07,1.14302614498261e-05,-0.229852914810177,"Non-significant",4.94194383566612,"ACO2","Aconitate hydratase, mitochondrial","ACON_HUMAN"
-0.597564935684199,14.3818577528,-15.2821817912537,6.52939356207302e-07,1.19245801076331e-05,6.1008019624339,"PSB6_HUMAN",11,-13.237054125491,9.02689545137015e-07,1.14302614498261e-05,0.0159199237823504,"Non-significant",4.94194383566612,"PSMB6","Proteasome subunit beta type-6","PSB6_HUMAN"
1.1057255268097,10.3172773122788,12.8614778565066,2.27342420981821e-06,2.91881809687087e-05,4.70538888993035,"SULF2_HUMAN",16,13.2365739736764,9.02944241514499e-07,1.14302614498261e-05,0.175323247909551,"Non-significant",4.94194383566612,"SULF2","Extracellular sulfatase Sulf-2","SULF2_HUMAN"
-1.39799880981445,8.94300103187561,-13.3416830641434,1.74598830308709e-06,2.41731634398446e-05,5.00082690538844,"CP2CJ_HUMAN",9,-13.2288337729653,9.07061138855105e-07,1.14645192464626e-05,-0.210391521453872,"Non-significant",4.94064415227168,"CYP2C19","Cytochrome P450 2C19","CP2CJ_HUMAN"
1.38474416732788,9.11101531982422,14.2005375228479,1.11236876639267e-06,1.76414052848714e-05,5.50520442392286,"GAPR1_HUMAN",6,13.2115637789493,9.16322679801501e-07,1.15635938179298e-05,0.0645532608032244,"Non-significant",4.93690717173416,"GLIPR2","Golgi-associated plant pathogenesis-related protein 1","GAPR1_HUMAN"
-1.94313585758209,7.92786020040512,-13.0919823320277,2.00062970205414e-06,2.66882668096296e-05,4.84846323792281,"PP13G_HUMAN",8,-13.1975590260346,9.23910825589874e-07,1.16412764024324e-05,0.368469595909122,"Non-significant",4.93399939905537,"PPP1R3G","Protein phosphatase 1 regulatory subunit 3G","PP13G_HUMAN"
-0.508604049682651,15.4422781467438,-12.3275843379876,3.08224728687725e-06,3.66405329759279e-05,4.36465053733077,"HGD_HUMAN",24,-13.1849166735494,9.30821178348928e-07,1.1705696128068e-05,0.724544048309328,"Up in HBVHDV",4.93160275406569,"HGD","Homogentisate 1,2-dioxygenase","HGD_HUMAN"
0.347958803176876,11.970875620842,10.4787890845218,9.7903389916442e-06,8.51885278212981e-05,3.07057093125572,"ECM29_HUMAN",80,13.1829448324424,9.31904195257783e-07,1.1705696128068e-05,0.0012032985687247,"Non-significant",4.93160275406569,"ECPAS","Proteasome adapter and scaffold protein ECM29","ECM29_HUMAN"
1.06845712661743,8.8626012802124,12.7244775603922,2.45534119523399e-06,3.10335270508035e-05,4.61921967933943,"MRTFA_HUMAN",18,13.176366025266,9.35527755868951e-07,1.17330772715231e-05,-0.0677266120910396,"Non-significant",4.93058806914875,"MRTFA","Myocardin-related transcription factor A","MRTFA_HUMAN"
5.23905658721922,9.48248744010924,12.6231900158337,2.60041320357254e-06,3.2215789794869e-05,4.55495816362683,"IFI44_HUMAN",27,13.140455049201,9.55587142031863e-07,1.19661890651663e-05,-0.00419855117797674,"Non-significant",4.92204413960948,"IFI44","Interferon-induced protein 44","IFI44_HUMAN"
0.431025981903076,10.5574061870575,11.4659946541617,5.1720293981055e-06,5.36820982355088e-05,3.78508946457177,"ARVC_HUMAN",40,13.1355802197934,9.58347047086742e-07,1.19822868487292e-05,0.0138508081436175,"Non-significant",4.92146028787292,"ARVCF","Splicing regulator ARVCF","ARVC_HUMAN"
-0.418009996414192,9.91884982585908,-11.6237899391069,4.69210352270981e-06,4.93308219004691e-05,3.89413558665584,"HGFL_HUMAN",32,-13.1196710213877,9.6741631077624e-07,1.20624496526317e-05,-0.587413311004638,"Up in CTRL",4.91856448634285,"MST1","Hepatocyte growth factor-like protein","HGFL_HUMAN"
-0.330451488494898,17.5986621379852,-11.3266382979601,5.64224772116656e-06,5.72295116406551e-05,3.68765105316739,"AGT1_HUMAN",29,-13.1191290053994,9.67726980868205e-07,1.20624496526317e-05,0.0973231792450004,"Non-significant",4.91856448634285,"AGXT","Alanine--glyoxylate aminotransferase","AGT1_HUMAN"
-0.368180036544802,13.22401034832,-11.6861662820004,4.51639961716173e-06,4.77518901801783e-05,3.93687153346491,"KYNU_HUMAN",27,-13.1147169739114,9.70260002047786e-07,1.20641091853438e-05,-0.337748527526855,"Non-significant",4.91850474090585,"KYNU","Kynureninase","KYNU_HUMAN"
0.4881911277771,10.5434441566467,11.6148684212205,4.71785820426627e-06,4.95375111447959e-05,3.88800617043674,"M4K4_HUMAN",44,13.1137276349331,9.70829015284222e-07,1.20641091853438e-05,-0.186274528503425,"Non-significant",4.91850474090585,"MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4","M4K4_HUMAN"
