"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.113535704314366,19.2892103778117,-2.28162187561207,0.0547534509169455,0.287219079115036,-4.37049514000876,"SNP29_HUMAN",9,-2.17393486306233,0.0574184249827841,0.273517420151612,0.113535704314366,"Non-significant",0.563015008508636,"SNAP29","Synaptosomal-associated protein 29","SNP29_HUMAN"
0.15030942132891,18.9075947609208,2.17521319550285,0.0642744926988023,0.302280879354932,-4.52588918044499,"SPD2A_HUMAN",8,2.17411423638888,0.0574015838553035,0.273517420151612,-0.15030942132891,"Non-significant",0.563015008508636,"SH3PXD2A","SH3 and PX domain-containing protein 2A","SPD2A_HUMAN"
0.148503622951413,19.5366587234989,2.18133198008132,0.0636846148825976,0.301611305735171,-4.51698881302999,"TXN4A_HUMAN",8,2.17389400752298,0.057422261526873,0.273517420151612,-0.148503622951413,"Non-significant",0.563015008508636,"TXNL4A","Thioredoxin-like protein 4A","TXN4A_HUMAN"
-0.0602089300051531,22.2468251774618,-2.29196818135278,0.053906889291657,0.285161477088392,-4.35532413125736,"UBE2K_HUMAN",16,-2.1754104145044,0.0572800298759319,0.273517420151612,0.0602089300051531,"Non-significant",0.563015008508636,"UBE2K","Ubiquitin-conjugating enzyme E2 K","UBE2K_HUMAN"
-0.0984541776949399,22.115056929028,-2.14049037529698,0.0677265638964783,0.309088848387952,-4.57630386446425,"ROA0_HUMAN",13,-2.172823991157,0.0575228302130637,0.273772597510301,0.0984541776949399,"Non-significant",0.562610023497985,"HNRNPA0","Heterogeneous nuclear ribonucleoprotein A0","ROA0_HUMAN"
0.141982102505139,18.9239885229791,2.00102687990629,0.0835419341050569,0.335651194140561,-4.77692821181337,"ABLM1_HUMAN",16,2.17143885783226,0.057653270116777,0.274019831147268,-0.141982102505136,"Non-significant",0.562218005624246,"ABLIM1","Actin-binding LIM protein 1","ABLM1_HUMAN"
-0.152666212166018,17.4312143198749,-2.00209296399471,0.0834082298031708,0.335651194140561,-4.77540757529888,"VP13C_HUMAN",15,-2.17146254803938,0.0576510367656301,0.274019831147268,0.152666212166018,"Non-significant",0.562218005624246,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
-0.419277414220645,19.1703721983756,-2.12043670134099,0.0698036423419807,0.313018003103217,-4.60534404692905,"RLP24_HUMAN",3,-2.17085346277068,0.0577084838589671,0.274095669594087,0.419277414220641,"Non-significant",0.562097825774798,"RSL24D1","Probable ribosome biogenesis protein RLP24","RLP24_HUMAN"
-0.231166932493338,18.8165114721061,-2.35292483813357,0.049180755182435,0.273609587795826,-4.26576172021354,"COXM1_HUMAN",4,-2.17035866480866,0.0577551926214854,0.274131036630327,0.231166932493331,"Non-significant",0.562041791624957,"CMC1","COX assembly mitochondrial protein homolog","COXM1_HUMAN"
0.106787747553931,25.2793144076242,2.13735173195066,0.0680475509364686,0.309315104582307,-4.58085280631156,"FKB1A_HUMAN",12,2.16937586670328,0.0578480772970558,0.274385377505464,-0.106787747553934,"Non-significant",0.56163903668941,"FKBP1A","Peptidyl-prolyl cis-trans isomerase FKBP1A","FKB1A_HUMAN"
0.09840394587129,20.1200706617429,2.02131217719279,0.0810334960262689,0.332488468002281,-4.74795639267459,"MITOK_HUMAN",18,2.16631970016295,0.0581378442875756,0.275412556232228,-0.0984039458712935,"Non-significant",0.560016263868264,"CCDC51","Mitochondrial potassium channel","MITOK_HUMAN"
-0.113942891648328,19.2551130751538,-3.03758149867822,0.0178272842479687,0.194381419841088,-3.25569516392558,"RN181_HUMAN",6,-2.1662599090428,0.0581435273397743,0.275412556232228,0.113942891648325,"Non-significant",0.560016263868264,"RNF181","E3 ubiquitin-protein ligase RNF181","RN181_HUMAN"
-0.0847446119346671,20.4168994903308,-2.16131635612921,0.0656345334044323,0.305147125801807,-4.54608558399719,"CASP3_HUMAN",14,-2.16447110828991,0.0583137995524735,0.2757167402763,0.0847446119346706,"Non-significant",0.559536864692518,"CASP3","Caspase-3","CASP3_HUMAN"
0.182996066458728,17.20296736244,2.37427237734862,0.0476266884786846,0.270527247650356,-4.23433171662081,"CRIP2_HUMAN",5,2.16488801390598,0.0582740719911599,0.2757167402763,-0.182996066458728,"Non-significant",0.559536864692518,"CRIP2","Cysteine-rich protein 2","CRIP2_HUMAN"
-0.0977792605201842,18.4694212461145,-1.9767250910225,0.0866472968904274,0.341211016961149,-4.81153072928158,"WASC4_HUMAN",22,-2.16434088729169,0.0583262138911623,0.2757167402763,0.097779260520177,"Non-significant",0.559536864692518,"WASHC4","WASH complex subunit 4","WASC4_HUMAN"
0.751254079461669,15.7825412743847,2.03292580027313,0.0796308125268224,0.328970764761419,-4.73133488342798,"ABHDD_HUMAN",2,2.16098454452495,0.0586470696468614,0.276298137836968,-0.751254079461663,"Non-significant",0.5586220420826,"ABHD13","Protein ABHD13","ABHDD_HUMAN"
0.053292492189648,19.8251878129304,2.09083537283871,0.0729856349533053,0.317457001788094,-4.64810092960089,"MAP2_HUMAN",21,2.16250918465992,0.0585011072202815,0.276298137836968,-0.0532924921896445,"Non-significant",0.5586220420826,"METAP2","Methionine aminopeptidase 2","MAP2_HUMAN"
0.0974000698161746,19.0145311510833,2.01762819271765,0.081483492994351,0.333189490730255,-4.75322372070432,"PRP17_HUMAN",18,2.16104588143876,0.058641190704052,0.276298137836968,-0.0974000698161746,"Non-significant",0.5586220420826,"CDC40","Pre-mRNA-processing factor 17","PRP17_HUMAN"
-0.0713207866847831,19.5430045542539,-2.12198692665646,0.0696408447669793,0.312689632259196,-4.60310121108617,"PURA2_HUMAN",17,-2.16107211213491,0.0586386767519942,0.276298137836968,0.0713207866847796,"Non-significant",0.5586220420826,"ADSS2","Adenylosuccinate synthetase isozyme 2","PURA2_HUMAN"
0.156183911397701,20.4923079472366,2.21373856819451,0.0606494899984063,0.297732242995096,-4.46977378645626,"SDC1_HUMAN",7,2.16149090665062,0.0585985536048767,0.276298137836968,-0.156183911397708,"Non-significant",0.5586220420826,"SDC1","Syndecan-1","SDC1_HUMAN"
0.0703923734397165,21.9833701874533,2.16496149821505,0.0652750432087902,0.304442452694571,-4.54079050711744,"NIPS2_HUMAN",16,2.15949024932464,0.0587904696669917,0.276786958337786,-0.0703923734397165,"Non-significant",0.557854376843058,"NIPSNAP2","Protein NipSnap homolog 2","NIPS2_HUMAN"
-0.582250326971106,20.659664742695,-1.94104633965934,0.0914115558767117,0.349144137380307,-4.86211179677573,"HARS1_HUMAN",21,-2.15846735366353,0.0588888278080358,0.277063204687133,0.582250326971106,"Non-significant",0.557421146763423,"HARS1;cRAP-HARS","Histidine--tRNA ligase, cytoplasmic","HARS1_HUMAN"
0.266648150792811,17.5611715669024,2.21190226768837,0.0608175397859955,0.297775640102258,-4.47245251785905,"STN1_HUMAN",4,2.1566591247861,0.0590630913421179,0.277695962121661,-0.266648150792804,"Non-significant",0.556430435125617,"STN1","CST complex subunit STN1","STN1_HUMAN"
-0.301516632654376,17.8929393028172,-2.06418991239822,0.0759723806749454,0.323730345982791,-4.68646944687273,"CLD1_HUMAN",5,-2.15470109138544,0.0592523556407326,0.277837439277095,0.301516632654376,"Non-significant",0.556209232407315,"CLDN1","Claudin-1","CLD1_HUMAN"
-0.0709379673863495,23.1410928378513,-1.91697121835184,0.0947693591329262,0.354218236330884,-4.89608568190391,"ILF2_HUMAN",29,-2.15504109322047,0.059219448803239,0.277837439277095,0.0709379673863459,"Non-significant",0.556209232407315,"ILF2","Interleukin enhancer-binding factor 2","ILF2_HUMAN"
-0.25638512015902,18.3139967459096,-2.50966904696046,0.0388681305498402,0.249347918784734,-4.03443458280435,"POP7_HUMAN",3,-2.15525416125363,0.0591988361931253,0.277837439277095,0.256385120159013,"Non-significant",0.556209232407315,"POP7","Ribonuclease P protein subunit p20","POP7_HUMAN"
-0.294632031930014,18.3086930446926,-1.98714092220566,0.0853027432258759,0.338576034805638,-4.79671442245907,"TTI1_HUMAN",8,-2.15568291713339,0.0591573786019474,0.277837439277095,0.294632031930025,"Non-significant",0.556209232407315,"TTI1","TELO2-interacting protein 1 homolog","TTI1_HUMAN"
-0.48379298631761,22.0176637314253,-2.17623986677685,0.0641751377299653,0.302138106291718,-4.5243961190201,"cRAP-DHE3_BOVIN",2,-2.15357700308371,0.059361275932764,0.277876617814152,0.483792986317617,"Non-significant",0.556147995797357,"cRAP-GLUD1","Glutamate dehydrogenase 1, mitochondrial","cRAP-DHE3_BOVIN"
0.133963889740762,18.3492031478742,2.2178861018934,0.0602716360863331,0.297732242995096,-4.46372209322012,"PDE3B_HUMAN",8,2.15350769039309,0.0593679984417611,0.277876617814152,-0.133963889740762,"Non-significant",0.556147995797357,"PDE3B","cGMP-inhibited 3',5'-cyclic phosphodiesterase 3B","PDE3B_HUMAN"
0.11649453373251,20.0646683597076,2.03904395930365,0.0789014924578068,0.327872508624232,-4.72256863379404,"PPP6_HUMAN",14,2.15300382883678,0.0594168892171294,0.277876617814152,-0.116494533732514,"Non-significant",0.556147995797357,"PPP6C","Serine/threonine-protein phosphatase 6 catalytic subunit","PPP6_HUMAN"
-0.126321664004326,20.6688861155827,-2.02238792220966,0.0809025551122068,0.33246712171479,-4.74641782420681,"PRRC1_HUMAN",14,-2.15297274156055,0.0594199069602592,0.277876617814152,0.126321664004326,"Non-significant",0.556147995797357,"PRRC1","Protein PRRC1","PRRC1_HUMAN"
0.0953262257384004,19.0155624164502,2.17277557353235,0.0645110060379841,0.302910816178317,-4.52943361063097,"NJMU_HUMAN",12,2.15235942830445,0.0594794736532516,0.277968999362117,-0.0953262257384075,"Non-significant",0.556003636300258,"C17orf75","Protein Njmu-R1","NJMU_HUMAN"
0.0650695779087584,19.7437532285182,2.00560509371804,0.082969232860985,0.335044062368651,-4.77039640038782,"CLGN_HUMAN",22,2.15137526059077,0.0595751797036341,0.278027019588754,-0.0650695779087549,"Non-significant",0.555912995851406,"CLGN","Calmegin","CLGN_HUMAN"
0.208037047216934,16.5910048529589,2.45273568540222,0.0423311366682682,0.258918835153871,-4.11858522901788,"DSN1_HUMAN",4,2.15044667823403,0.0596656171113134,0.278027019588754,-0.208037047216937,"Non-significant",0.555912995851406,"DSN1","Kinetochore-associated protein DSN1 homolog","DSN1_HUMAN"
-0.797323466921892,16.1173253297076,-2.01116205480872,0.0822792652673197,0.333996412846759,-4.76246277157367,"ING5_HUMAN",2,-2.15018638752118,0.0596909914585423,0.278027019588754,0.797323466921897,"Non-significant",0.555912995851406,"ING5","Inhibitor of growth protein 5","ING5_HUMAN"
-0.313517931648732,16.4840620466497,-2.26214873109871,0.0563832866102115,0.289674839670711,-4.39902212938305,"SETD6_HUMAN",3,-2.15140073987305,0.05957270007331,0.278027019588754,0.313517931648736,"Non-significant",0.555912995851406,"SETD6","N-lysine methyltransferase SETD6","SETD6_HUMAN"
0.056253437222523,20.3627689499941,2.31872605992331,0.05177820822449,0.281556756020459,-4.31604550275671,"SHLB1_HUMAN",16,2.15087793801895,0.0596235989036619,0.278027019588754,-0.056253437222523,"Non-significant",0.555912995851406,"SH3GLB1","Endophilin-B1","SHLB1_HUMAN"
-0.05912003947671,19.9133353247261,-1.83798111719176,0.106645042876553,0.36989353669354,-5.00658287472617,"CMTR1_HUMAN",37,-2.14850678081201,0.0598549788635808,0.278604974950347,0.0591200394767064,"Non-significant",0.555011132800092,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-0.102888439911204,21.6958994363406,-2.09357817804285,0.0726848569477858,0.317457001788094,-4.64414485812493,"DDX3X_HUMAN",13,-2.14764883123666,0.0599389125620753,0.27862415945966,0.102888439911204,"Non-significant",0.554981228669021,"DDX3X","ATP-dependent RNA helicase DDX3X","DDX3X_HUMAN"
0.156061811624532,17.9568465765217,2.04768300469574,0.0778828474785776,0.326566378870357,-4.71017899540464,"EF2K_HUMAN",10,2.14804084874536,0.0599005471301184,0.27862415945966,-0.156061811624536,"Non-significant",0.554981228669021,"EEF2K","Eukaryotic elongation factor 2 kinase","EF2K_HUMAN"
-0.319362513320925,18.0241812657747,-1.98372822260791,0.085741018319943,0.338797340739327,-4.80157133463273,"PX11A_HUMAN",7,-2.14650354683944,0.0600511340612362,0.278960091826714,0.319362513320925,"Non-significant",0.55445792267313,"PEX11A","Peroxisomal membrane protein 11A","PX11A_HUMAN"
0.15142329842347,19.2839320899036,2.21279248113071,0.060736013394116,0.297732242995096,-4.47115395367584,"LS14A_HUMAN",7,2.14509832668525,0.0601891035494586,0.279045598615266,-0.151423298423463,"Non-significant",0.554324823217837,"LSM14A","Protein LSM14 homolog A","LS14A_HUMAN"
0.0675913431622597,19.508278374269,2.16889630624243,0.0648891881442215,0.303430767906504,-4.53507269025715,"NELFE_HUMAN",16,2.1448545248195,0.0602130721055465,0.279045598615266,-0.0675913431622632,"Non-significant",0.554324823217837,"NELFE","Negative elongation factor E","NELFE_HUMAN"
-0.0904748511200424,19.0338305554359,-2.10846251242914,0.0710739024319725,0.314396131801015,-4.62265600125326,"PLPL8_HUMAN",14,-2.14542311041292,0.0601571878859209,0.279045598615266,0.0904748511200353,"Non-significant",0.554324823217837,"PNPLA8","Calcium-independent phospholipase A2-gamma","PLPL8_HUMAN"
-0.13076868019521,22.2982300599414,-2.04251628887823,0.0784904975505227,0.327207412447766,-4.71759040472371,"TBCA_HUMAN",12,-2.14468842812287,0.0602294066332292,0.279045598615266,0.130768680195207,"Non-significant",0.554324823217837,"TBCA","Tubulin-specific chaperone A","TBCA_HUMAN"
-0.0294723117624009,22.3918129475232,-1.31347871740904,0.22853320418066,0.516381498896235,-5.68636964977713,"DYHC1_HUMAN",351,-2.14352382752602,0.0603440580743175,0.279206238220599,0.0294723117623974,"Non-significant",0.554074882630118,"DYNC1H1","Cytoplasmic dynein 1 heavy chain 1","DYHC1_HUMAN"
-0.235324605187152,18.1925441321155,-2.0717151935141,0.0751168333756176,0.322549649833064,-4.6756451665921,"FBXL8_HUMAN",6,-2.1435418428499,0.0603422829116778,0.279206238220599,0.235324605187152,"Non-significant",0.554074882630118,"FBXL8","F-box/LRR-repeat protein 8","FBXL8_HUMAN"
-0.0616889740055342,21.3723897164095,-1.8806286280617,0.100065565632914,0.360915870425144,-4.94711612252217,"CSK21_HUMAN",31,-2.14200016981483,0.0604943766950347,0.279396474763792,0.0616889740055342,"Non-significant",0.553779077822019,"CSNK2A1","Casein kinase II subunit alpha","CSK21_HUMAN"
0.143255642637335,21.5317997301117,2.06521721095039,0.0758550230844326,0.323728466488697,-4.68499235328926,"GNAI3_HUMAN",10,2.14191999060103,0.0605022969203733,0.279396474763792,-0.143255642637339,"Non-significant",0.553779077822019,"GNAI3","Guanine nucleotide-binding protein G(i) subunit alpha-3","GNAI3_HUMAN"
0.0964903898967826,19.7151041222042,2.11250446240228,0.0706425771759099,0.313557834610428,-4.61681466917963,"PGTB2_HUMAN",13,2.14189036730094,0.0605052234091741,0.279396474763792,-0.096490389896779,"Non-significant",0.553779077822019,"RABGGTB","Geranylgeranyl transferase type-2 subunit beta","PGTB2_HUMAN"
-0.102170258178056,18.2330243844699,-2.00238163468861,0.0833720618776838,0.335651194140561,-4.77499578443126,"MRP3_HUMAN",17,-2.13987063689974,0.0607050762260782,0.280134066232966,0.102170258178056,"Non-significant",0.552634074763056,"ABCC3","ATP-binding cassette sub-family C member 3","MRP3_HUMAN"
-0.116380684162657,23.3733081946121,-2.21362949456673,0.0606594589142043,0.297732242995096,-4.46993291006445,"ROA1_HUMAN",9,-2.1390725583479,0.0607842222635919,0.280314028959312,0.11638068416265,"Non-significant",0.552355166431109,"HNRNPA1","Heterogeneous nuclear ribonucleoprotein A1","ROA1_HUMAN"
-0.5147479826819,23.5978323794463,-1.92120667785352,0.0941700774962721,0.353566344000759,-4.8901182669897,"K1C16_HUMAN",28,-2.13785916548459,0.0609047466768443,0.28068444970147,0.5147479826819,"Non-significant",0.551781647201379,"KRT16","Keratin, type I cytoskeletal 16","K1C16_HUMAN"
-0.0895662821645651,19.4069311499725,-1.96496869149013,0.0881897733734152,0.342840199161016,-4.82822726671159,"HDAC6_HUMAN",21,-2.13445557574513,0.0612440550815876,0.282062000382351,0.0895662821645651,"Non-significant",0.549655418402803,"HDAC6","Histone deacetylase 6","HDAC6_HUMAN"
0.0345053472006143,21.1361245634732,1.508479265414,0.173150502661201,0.456200264864148,-5.44686103201842,"JIP4_HUMAN",69,2.13226134420653,0.061463769531331,0.28257375496307,-0.0345053472006143,"Non-significant",0.548868177250439,"SPAG9","C-Jun-amino-terminal kinase-interacting protein 4","JIP4_HUMAN"
0.0604499409489243,20.1151225600989,1.91339813502772,0.0952777940264,0.354302093128946,-4.90111665187684,"NUP88_HUMAN",27,2.13263024728601,0.0614267770187318,0.28257375496307,-0.0604499409489243,"Non-significant",0.548868177250439,"NUP88","Nuclear pore complex protein Nup88","NUP88_HUMAN"
0.0716714260659508,18.1395350972392,1.92339860580674,0.093861383246264,0.3530927682249,-4.8870284091113,"RPRD2_HUMAN",26,2.13213356894014,0.0614765874805075,0.28257375496307,-0.0716714260659543,"Non-significant",0.548868177250439,"RPRD2","Regulation of nuclear pre-mRNA domain-containing protein 2","RPRD2_HUMAN"
-0.170928403892685,18.2336894420359,-2.12247683846805,0.0695894748704354,0.312689632259196,-4.60239234258616,"FNBP1_HUMAN",7,-2.13009625857073,0.0616813125292245,0.283221780222423,0.170928403892681,"Non-significant",0.54787335173546,"FNBP1","Formin-binding protein 1","FNBP1_HUMAN"
0.104520286417685,20.4226787706553,2.29138454912739,0.0539542905322107,0.285161477088392,-4.35618017858665,"RALB_HUMAN",9,2.12992352327196,0.0616987006184912,0.283221780222423,-0.104520286417682,"Non-significant",0.54787335173546,"RALB","Ras-related protein Ral-B","RALB_HUMAN"
0.227671315764319,18.2825577073931,2.70672705585516,0.0289727285458715,0.22426562162669,-3.74282187451987,"NFIC_HUMAN",3,2.12899812838982,0.0617919345621946,0.283463394949568,-0.227671315764322,"Non-significant",0.547503015775737,"NFIC","Nuclear factor 1 C-type","NFIC_HUMAN"
-0.149154641945774,21.0335351921058,-1.90627349975295,0.0962995007482069,0.355543036858276,-4.91113941959834,"ARPC2_HUMAN",30,-2.12778287654188,0.0619145786049566,0.283839519251351,0.149154641945771,"Non-significant",0.546927137427082,"ARPC2","Actin-related protein 2/3 complex subunit 2","ARPC2_HUMAN"
-0.168358492917612,22.5246955574787,-2.89949974243014,0.0218029346127341,0.202970785954813,-3.45828695074394,"EBP_HUMAN",4,-2.12600654563232,0.0620942705178633,0.283928687807324,0.168358492917616,"Non-significant",0.546790724673936,"EBP","3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase","EBP_HUMAN"
-0.0579575490393829,21.3512281933698,-2.09470009815779,0.0725621801364756,0.317436805584507,-4.64252631946249,"STA10_HUMAN",19,-2.12652765894268,0.0620415030241407,0.283928687807324,0.0579575490393829,"Non-significant",0.546790724673936,"STARD10","START domain-containing protein 10","STA10_HUMAN"
-3.51339891842214,19.95738692127,-1.91969761492967,0.0943831744617134,0.353769270277704,-4.89224488447878,"STXB5_HUMAN",1,-2.12598263832242,0.0620966923921203,0.283928687807324,3.51339891842214,"Non-significant",0.546790724673936,"STXBP5","Syntaxin-binding protein 5","STXB5_HUMAN"
-0.154002940364389,18.0244073816086,-2.57225374519562,0.0353948950342218,0.240671125445983,-3.94183744304267,"TAF10_HUMAN",5,-2.12704701301029,0.0619889567885844,0.283928687807324,0.154002940364389,"Non-significant",0.546790724673936,"TAF10","Transcription initiation factor TFIID subunit 10","TAF10_HUMAN"
0.279136282834575,16.7043051318465,2.33573439689285,0.0504694861941183,0.278119931023941,-4.29104839076339,"ANGL4_HUMAN",3,2.12485880525179,0.0622106427373444,0.284263552089096,-0.279136282834582,"Non-significant",0.546278821425753,"ANGPTL4","Angiopoietin-related protein 4","ANGL4_HUMAN"
-0.384804749923152,18.1427342476985,-4.00776107598368,0.00464761799122222,0.125773910134549,-1.88990886414952,"RAC3_HUMAN",1,-2.12316084860087,0.0623831893089226,0.284865551180443,0.384804749923148,"Non-significant",0.545360066860273,"RAC3","Ras-related C3 botulinum toxin substrate 3","RAC3_HUMAN"
-0.0365558702430846,23.7206271540683,-1.81317099853788,0.110661665144465,0.376109551759334,-5.04095731921118,"GSTM3_HUMAN",30,-2.12163401037369,0.0625387415405175,0.285389211396009,0.0365558702430917,"Non-significant",0.544562448599584,"GSTM3","Glutathione S-transferase Mu 3","GSTM3_HUMAN"
0.0971156775424156,19.7648776256166,2.54368838178532,0.0369388001879181,0.244693266519966,-3.98410967758915,"ASGR2_HUMAN",8,2.11915967265725,0.0627916195920879,0.28559212927904,-0.0971156775424191,"Non-significant",0.54425376558558,"ASGR2","Asialoglycoprotein receptor 2","ASGR2_HUMAN"
-0.129569700423204,17.2042118235171,-2.04245349583228,0.0784979111787465,0.327207412447766,-4.7176804492953,"EP400_HUMAN",11,-2.12012838657168,0.0626924993291748,0.28559212927904,0.1295697004232,"Non-significant",0.54425376558558,"EP400","E1A-binding protein p400","EP400_HUMAN"
0.09698133776471,20.359721180843,1.96348650774176,0.0883861322356229,0.342977116140571,-4.83033023410031,"MTDC_HUMAN",19,2.11879832197322,0.0628286322790898,0.28559212927904,-0.09698133776471,"Non-significant",0.54425376558558,"MTHFD2","Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial","MTDC_HUMAN"
0.0929314925147757,18.9953302067657,2.4161568119282,0.0447209189660926,0.264269799427087,-4.17258450213681,"RRP15_HUMAN",9,2.11955426418106,0.0627512261396992,0.28559212927904,-0.0929314925147722,"Non-significant",0.54425376558558,"RRP15","RRP15-like protein","RRP15_HUMAN"
-0.153670402042803,20.1716996364245,-1.89528517834817,0.0978961010822475,0.357297740593963,-4.92657408658825,"SELB_HUMAN",33,-2.11969384643648,0.0627369434255532,0.28559212927904,0.15367040204281,"Non-significant",0.54425376558558,"EEFSEC","Selenocysteine-specific elongation factor","SELB_HUMAN"
-0.532475418465854,15.9317627206323,-1.99793820481278,0.0839304904733542,0.336476331386376,-4.7813325728378,"SETD9_HUMAN",3,-2.11982116538909,0.0627239182882871,0.28559212927904,0.53247541846585,"Non-significant",0.54425376558558,"SETD9","SET domain-containing protein 9","SETD9_HUMAN"
-0.0811247261813079,23.3135541640976,-1.8517494313749,0.104476729138791,0.36580868026511,-4.98743578550364,"NONO_HUMAN",38,-2.11827524471667,0.0628822477356346,0.285649872277294,0.0811247261813151,"Non-significant",0.5441659657896,"NONO","Non-POU domain-containing octamer-binding protein","NONO_HUMAN"
-0.0435823900537393,23.5649690583128,-1.77880364260887,0.116464968451662,0.38407469946238,-5.08828958386416,"SERA_HUMAN",34,-2.11728087920911,0.0629842921162231,0.285927391128394,0.0435823900537358,"Non-significant",0.543744238324761,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN"
-0.109379133277525,19.653429926549,-2.03793542611558,0.0790331469513868,0.327872508624232,-4.72415746776987,"SPS2_HUMAN",13,-2.11636609877648,0.0630783104579178,0.286168137503042,0.109379133277521,"Non-significant",0.543378723046326,"SEPHS2","Selenide, water dikinase 2","SPS2_HUMAN"
-0.0730340673127081,20.0583504841123,-2.34205412568557,0.0499917809611457,0.27635994827452,-4.28175472153242,"TF2B_HUMAN",12,-2.11519864554072,0.0631984945476218,0.286520267035755,0.0730340673127117,"Non-significant",0.542844652752489,"GTF2B","Transcription initiation factor IIB","TF2B_HUMAN"
0.0751238338776261,18.9501617042251,2.42107090647509,0.0443920357949414,0.263621790787473,-4.16533375755525,"VTI1B_HUMAN",11,2.11481534095747,0.0632380022202947,0.286520267035755,-0.0751238338776297,"Non-significant",0.542844652752489,"VTI1B","Vesicle transport through interaction with t-SNAREs homolog 1B","VTI1B_HUMAN"
-0.111248259772957,22.5261735063752,-2.32317191536824,0.0514328404894699,0.280331063464074,-4.3095136075592,"RL34_HUMAN",8,-2.11183725777694,0.0635457700303897,0.287727993743308,0.111248259772964,"Non-significant",0.541017882507277,"RPL34","Large ribosomal subunit protein eL34","RL34_HUMAN"
-0.374829807694699,19.6964717120383,-1.94703587064911,0.0905943137066916,0.347926016666733,-4.85363957343054,"BID_HUMAN",6,-2.10968264156999,0.0637693378866426,0.288553154325689,0.374829807694702,"Non-significant",0.539774173828881,"BID;cRAP-BID","BH3-interacting domain death agonist","BID_HUMAN"
0.221280206364309,17.9012234627551,2.73372889261836,0.0278358700071946,0.221860781267389,-3.70288810109483,"CA052_HUMAN",3,2.10854857331062,0.0638873160073621,0.288712776934241,-0.221280206364312,"Non-significant",0.539533996066454,"C1orf52","UPF0690 protein C1orf52","CA052_HUMAN"
-0.0485882382341138,20.5668431048439,-1.737120106311,0.123892230234631,0.393725785843512,-5.14523027698433,"GTF2I_HUMAN",42,-2.10891561281507,0.0638491095374339,0.288712776934241,0.048588238234121,"Non-significant",0.539533996066454,"GTF2I","General transcription factor II-I","GTF2I_HUMAN"
0.0697142217859366,19.071196827283,1.91154656983147,0.0955423028971742,0.354450775147753,-4.9037225281162,"HMHA1_HUMAN",25,2.10687650615653,0.0640616467644486,0.289218356316065,-0.0697142217859295,"Non-significant",0.538774146392092,"ARHGAP45","Rho GTPase-activating protein 45","HMHA1_HUMAN"
-0.0405538570458504,20.3386485124826,-1.71982830930691,0.127102963843598,0.399253529681329,-5.16869308128213,"NEK9_HUMAN",37,-2.10668120262302,0.0640820391321903,0.289218356316065,0.0405538570458504,"Non-significant",0.538774146392092,"NEK9","Serine/threonine-protein kinase Nek9","NEK9_HUMAN"
0.0550557909647829,21.3123506870432,2.0463881690676,0.0780346949497053,0.326655114274681,-4.71203681851888,"ARFG1_HUMAN",20,2.10030265824023,0.0647514977633784,0.289508971547288,-0.0550557909647864,"Non-significant",0.538337973445664,"ARFGAP1","ADP-ribosylation factor GTPase-activating protein 1","ARFG1_HUMAN"
0.048168717850416,21.7851737101252,1.88399280271822,0.0995635322332736,0.359996158494416,-4.94240565926141,"ARI3A_HUMAN",27,2.10178311436481,0.0645955185963163,0.289508971547288,-0.048168717850416,"Non-significant",0.538337973445664,"ARID3A","AT-rich interactive domain-containing protein 3A","ARI3A_HUMAN"
-0.11644482597826,22.7037854083755,-2.03044894784119,0.079927948943994,0.329431487324065,-4.73488185074907,"AUHM_HUMAN",12,-2.10386348879688,0.0643769446773043,0.289508971547288,0.116444825978263,"Non-significant",0.538337973445664,"AUH","Methylglutaconyl-CoA hydratase, mitochondrial","AUHM_HUMAN"
0.0795743962984439,19.2429604265018,2.11502856880841,0.0703745417546259,0.31353686648727,-4.61316563871858,"DGLB_HUMAN",14,2.10101023169827,0.0646769033947663,0.289508971547288,-0.0795743962984439,"Non-significant",0.538337973445664,"DAGLB","Diacylglycerol lipase-beta","DGLB_HUMAN"
-2.44079910662754,19.4403358744703,-1.89798824783923,0.0975009874254582,0.356414604295575,-4.92277990268475,"DNJB9_HUMAN",2,-2.10349780081655,0.064415313854204,0.289508971547288,2.44079910662754,"Non-significant",0.538337973445664,"DNAJB9","DnaJ homolog subfamily B member 9","DNJB9_HUMAN"
0.0452758422644628,19.8701438905638,1.74759454493789,0.121984762078526,0.392021530178074,-5.13097191342463,"ERBB3_HUMAN",37,2.1027806755627,0.0644906209983048,0.289508971547288,-0.0452758422644628,"Non-significant",0.538337973445664,"ERBB3","Receptor tyrosine-protein kinase erbB-3","ERBB3_HUMAN"
