"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","M_vs_HBVM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.409131078821016,19.6068847690654,1.82774623388098,0.0971000131155469,0.371211338310203,-4.49855193275408,"Q9BYC9",2,1.82083347969732,0.0966817969587534,0.353704931882523,-0.409131078821009,"Non-significant",0.451358884560617,"MRPL20","39S ribosomal protein L20, mitochondrial","Q9BYC9"
-0.128839177161506,19.6129349634228,-1.72855269120558,0.114140755837491,0.371403528464746,-4.63407489030905,"Q9BYD6",14,-1.82813868925452,0.0955142447982623,0.353704931882523,0.128839177161506,"Non-significant",0.451358884560617,"MRPL1","39S ribosomal protein L1, mitochondrial","Q9BYD6"
0.391857994542129,19.4797369312906,1.69117584560968,0.121237262217903,0.371403528464746,-4.68415440946992,"Q9BYG3",12,1.74055494303289,0.11039708032081,0.353704931882523,-0.391857994542125,"Non-significant",0.451358884560617,"NIFK","MKI67 FHA domain-interacting nucleolar phosphoprotein","Q9BYG3"
-0.0863840741363155,18.5171017192941,-1.5903447711033,0.142398371043181,0.382424733852918,-4.81630355415155,"Q9C0C2",25,-1.79400924607319,0.101081691101527,0.353704931882523,0.0863840741363191,"Non-significant",0.451358884560617,"TNKS1BP1","182 kDa tankyrase-1-binding protein","Q9C0C2"
0.170167831730964,19.4192603016726,1.72396809774844,0.114990504630259,0.371403528464746,-4.64024782772064,"Q9H269",11,1.78801678534096,0.102089226836469,0.353704931882523,-0.170167831730961,"Non-significant",0.451358884560617,"VPS16","Vacuolar protein sorting-associated protein 16 homolog","Q9H269"
-0.252600555945726,17.5687725663276,-2.11935703935404,0.0596957010846295,0.366732945490616,-4.08171269723631,"Q9H2T7",1,-1.82652272311739,0.0957713989591766,0.353704931882523,0.252600555945723,"Non-significant",0.451358884560617,"RANBP17","Ran-binding protein 17","Q9H2T7"
-0.231824847086752,17.9153578007061,-1.7863787284006,0.103901823548734,0.371403528464746,-4.55551513106269,"Q9H446",4,-1.77529189298542,0.104259071843724,0.353704931882523,0.231824847086749,"Non-significant",0.451358884560617,"RWDD1","RWD domain-containing protein 1","Q9H446"
0.290373977004112,19.0035273770462,1.71501270531949,0.116666919408946,0.371403528464746,-4.65228166323743,"Q9H7B2",8,1.75925944273102,0.107052509425914,0.353704931882523,-0.290373977004119,"Non-significant",0.451358884560617,"RPF2","Ribosome production factor 2 homolog","Q9H7B2"
-0.637023486288948,15.511207396007,-1.75650592269006,0.109081791782401,0.371403528464746,-4.59625876053874,"Q9H825",1,-1.76416219658119,0.10619115155468,0.353704931882523,0.63702348628895,"Non-significant",0.451358884560617,"METTL8","mRNA N(3)-methylcytidine methyltransferase METTL8","Q9H825"
0.408765129197011,17.5981807095228,1.73077651731672,0.11373062570455,0.371403528464746,-4.63107761380278,"Q9H9B1",4,1.75939750628058,0.107028166869391,0.353704931882523,-0.408765129197011,"Non-significant",0.451358884560617,"EHMT1","Histone-lysine N-methyltransferase EHMT1","Q9H9B1"
0.126067522355871,18.0304218920873,1.72875304402466,0.11410375079978,0.371403528464746,-4.63380493463329,"Q9HD23",7,1.7406794795031,0.110374502958428,0.353704931882523,-0.126067522355878,"Non-significant",0.451358884560617,"MRS2","Magnesium transporter MRS2 homolog, mitochondrial","Q9HD23"
-0.21735408598299,17.5648992193062,-1.92282917218777,0.0829938434493457,0.366732945490616,-4.36539717662144,"Q9NPJ6",2,-1.76957368330127,0.105247713886439,0.353704931882523,0.217354085982993,"Non-significant",0.451358884560617,"MED4","Mediator of RNA polymerase II transcription subunit 4","Q9NPJ6"
-0.13659290193322,18.4384349654892,-1.75770538215209,0.108869348534479,0.371403528464746,-4.59462931963248,"Q9NQ48",7,-1.77391545883106,0.104496274996167,0.353704931882523,0.136592901933223,"Non-significant",0.451358884560617,"LZTFL1","Leucine zipper transcription factor-like protein 1","Q9NQ48"
0.288101401703656,18.4742206908176,1.74428721078955,0.111267515307149,0.371403528464746,-4.61282608645475,"Q9NQZ2",10,1.79542155674741,0.100845556097652,0.353704931882523,-0.288101401703653,"Non-significant",0.451358884560617,"UTP3","Something about silencing protein 10","Q9NQZ2"
0.154722375339208,19.6055653539218,1.67270048095036,0.124889912344276,0.372043207861037,-4.70869695443261,"Q9NRF8",18,1.76027738099537,0.106873150284195,0.353704931882523,-0.154722375339212,"Non-significant",0.451358884560617,"CTPS1","CTP synthase 1","Q9NRF8"
0.1997573879957,18.5956924666716,1.69066304131287,0.121337334215136,0.371403528464746,-4.68483753249316,"Q9NRG9",12,1.75138168871192,0.108449801205186,0.353704931882523,-0.199757387995703,"Non-significant",0.451358884560617,"AAAS","Aladin","Q9NRG9"
-0.147429154170553,18.0631399624817,-1.75169877886768,0.109937005434505,0.371403528464746,-4.60278362749104,"Q9NRL3",8,-1.79122059062036,0.101549427031683,0.353704931882523,0.147429154170549,"Non-significant",0.451358884560617,"STRN4","Striatin-4","Q9NRL3"
0.137791091358967,17.5197691207056,1.73042041901612,0.113796209320259,0.371403528464746,-4.63155769514259,"Q9NRY4",11,1.80447989113444,0.0993429370543328,0.353704931882523,-0.137791091358967,"Non-significant",0.451358884560617,"ARHGAP35","Rho GTPase-activating protein 35","Q9NRY4"
0.273550445244531,21.6674791883237,1.75220103046553,0.10984736790638,0.371403528464746,-4.60210232339224,"Q9NSE4",44,1.82382831352296,0.0962015787634422,0.353704931882523,-0.273550445244535,"Non-significant",0.451358884560617,"IARS2","Isoleucine--tRNA ligase, mitochondrial","Q9NSE4"
0.390119462063087,18.3635315600788,1.76884675722871,0.106913972259086,0.371403528464746,-4.57946779781741,"Q9NSI6",18,1.8240666799584,0.0961634508715657,0.353704931882523,-0.390119462063083,"Non-significant",0.451358884560617,"PHIP","PH-interacting protein","Q9NSI6"
0.123037882383574,16.7345458570412,1.96033274072954,0.077973909240662,0.366732945490616,-4.31208705426943,"Q9NTN9",4,1.772827903224,0.104684041647982,0.353704931882523,-0.123037882383578,"Non-significant",0.451358884560617,"SEMA4G","Semaphorin-4G","Q9NTN9"
-0.284283904017848,16.8324863604608,-1.81299129015497,0.0994777192100424,0.371211338310203,-4.51894007773104,"Q9NUJ3",2,-1.75341679369733,0.108087258231812,0.353704931882523,0.284283904017848,"Non-significant",0.451358884560617,"TCP11L1","T-complex protein 11-like protein 1","Q9NUJ3"
0.836195876627997,16.5692260305967,1.76525675107983,0.10754051471602,0.371403528464746,-4.58435833383175,"Q9NUJ7",1,1.78907642476116,0.101910402949497,0.353704931882523,-0.836195876627993,"Non-significant",0.451358884560617,"PLCXD1","PI-PLC X domain-containing protein 1","Q9NUJ7"
0.328911206792121,17.9331669810353,1.68902437559182,0.121657613081685,0.371403528464746,-4.68701972220321,"Q9NUL7",12,1.7399841960344,0.110500605080426,0.353704931882523,-0.328911206792121,"Non-significant",0.451358884560617,"DDX28","Probable ATP-dependent RNA helicase DDX28","Q9NUL7"
0.268756631259269,16.9848705431237,1.76170966757068,0.108162852304765,0.371403528464746,-4.58918559956332,"Q9NUU6",3,1.73982502322436,0.110529492219371,0.353704931882523,-0.268756631259265,"Non-significant",0.451358884560617,"OTULINL","Inactive ubiquitin thioesterase OTULINL","Q9NUU6"
0.397519444932506,18.3483366653737,1.75591798977424,0.10918606179781,0.371403528464746,-4.59705725402627,"Q9NV06",6,1.79576891689303,0.100787555346847,0.353704931882523,-0.397519444932506,"Non-significant",0.451358884560617,"DCAF13","DDB1- and CUL4-associated factor 13","Q9NV06"
0.440467526814352,19.3599393757705,1.72953524527673,0.113959382814353,0.371403528464746,-4.63275084346034,"Q9NW13",20,1.7820796869988,0.103096457745554,0.353704931882523,-0.440467526814352,"Non-significant",0.451358884560617,"RBM28","RNA-binding protein 28","Q9NW13"
0.3648728595129,18.786523417058,1.76920839513834,0.106851042695581,0.371403528464746,-4.57897488147732,"Q9NWB6",4,1.79288386374488,0.101270212753004,0.353704931882523,-0.3648728595129,"Non-significant",0.451358884560617,"ARGLU1","Arginine and glutamate-rich protein 1","Q9NWB6"
0.373789194034661,19.7619570754963,1.72704236507885,0.11442006235432,0.371403528464746,-4.63610939413419,"Q9NWU5",5,1.76021749290043,0.106883694931522,0.353704931882523,-0.373789194034664,"Non-significant",0.451358884560617,"MRPL22","39S ribosomal protein L22, mitochondrial","Q9NWU5"
-0.260811478122829,16.5277055203562,-1.90507118667437,0.0854745694044347,0.366732945490616,-4.39048914879712,"Q9NWZ3",2,-1.81085570952841,0.0982975765041788,0.353704931882523,0.260811478122822,"Non-significant",0.451358884560617,"IRAK4","Interleukin-1 receptor-associated kinase 4","Q9NWZ3"
0.0886422700344944,18.7633338983177,1.78015032577384,0.104962921899158,0.371403528464746,-4.5640376807314,"Q9NY27",8,1.80633016264165,0.0990385319714618,0.353704931882523,-0.0886422700344909,"Non-significant",0.451358884560617,"PPP4R2","Serine/threonine-protein phosphatase 4 regulatory subunit 2","Q9NY27"
0.410710593324907,21.1874227350457,1.74313524055378,0.111475623992305,0.371403528464746,-4.61438506010738,"Q9NYV4",17,1.79630950895645,0.100697349983125,0.353704931882523,-0.410710593324911,"Non-significant",0.451358884560617,"CDK12","Cyclin-dependent kinase 12","Q9NYV4"
0.160893662898332,18.8111143791983,1.71201051008071,0.117233847657352,0.371403528464746,-4.65630866890516,"Q9NZB2",26,1.81178666702522,0.0981457823955766,0.353704931882523,-0.160893662898335,"Non-significant",0.451358884560617,"FAM120A","Constitutive coactivator of PPAR-gamma-like protein 1","Q9NZB2"
0.39168495177336,20.4394784041044,1.74965042944151,0.110303266671248,0.371403528464746,-4.60556120561027,"Q9P0M6",18,1.804046040695,0.0994144371742386,0.353704931882523,-0.39168495177336,"Non-significant",0.451358884560617,"MACROH2A2","Core histone macro-H2A.2","Q9P0M6"
0.31121901418355,20.9694877097651,1.70229084774685,0.119086405912221,0.371403528464746,-4.66932115509282,"Q9P258",24,1.76109523589975,0.106729242811652,0.353704931882523,-0.311219014183543,"Non-significant",0.451358884560617,"RCC2","Protein RCC2","Q9P258"
0.183838180093609,20.7744024777065,1.7331853341117,0.113287886590867,0.371403528464746,-4.62782880320907,"Q9P2J5",41,1.83218964326459,0.0948723788339193,0.353704931882523,-0.183838180093616,"Non-significant",0.451358884560617,"LARS1","Leucine--tRNA ligase, cytoplasmic","Q9P2J5"
-0.123169056873774,19.3181598346787,-1.64142944182654,0.131297837257797,0.374024052626257,-4.74990736114768,"Q9UBC2",29,-1.77377653250939,0.104520243601209,0.353704931882523,0.12316905687377,"Non-significant",0.451358884560617,"EPS15L1","Epidermal growth factor receptor substrate 15-like 1","Q9UBC2"
-0.213974302694123,18.524190857224,-1.73378992205479,0.113177009386161,0.371403528464746,-4.62701302657963,"Q9UHD9",5,-1.74045355812439,0.110415463589347,0.353704931882523,0.213974302694123,"Non-significant",0.451358884560617,"UBQLN2","Ubiquilin-2","Q9UHD9"
-0.213408268005406,20.6142555126501,-1.80043840835509,0.101542547480453,0.371403528464746,-4.53622423253943,"Q9UHV9",5,-1.80399802553433,0.0994223531304394,0.353704931882523,0.213408268005409,"Non-significant",0.451358884560617,"PFDN2","Prefoldin subunit 2","Q9UHV9"
0.0696480166575419,21.5147312025276,1.54436656034905,0.153090833153433,0.388062358415784,-4.87503523952365,"Q9UHX1",24,1.82264538828017,0.0963909981970514,0.353704931882523,-0.0696480166575526,"Non-significant",0.451358884560617,"PUF60","Poly(U)-binding-splicing factor PUF60","Q9UHX1"
-0.228967197360944,18.2162781955448,-2.20810792520434,0.0513504633877388,0.366732945490616,-3.95051578511123,"Q9UII2",1,-1.81863902925626,0.0970350650689302,0.353704931882523,0.228967197360941,"Non-significant",0.451358884560617,"ATP5IF1","ATPase inhibitor, mitochondrial","Q9UII2"
-0.143132221520474,17.1620611536304,-1.8790754308544,0.0892306792448819,0.366732945490616,-4.42704009964079,"Q9UJ41",5,-1.82179814377489,0.0965268753486055,0.353704931882523,0.143132221520474,"Non-significant",0.451358884560617,"RABGEF1","Rab5 GDP/GTP exchange factor","Q9UJ41"
-0.0946806026521685,18.5267798962746,-1.77673685406531,0.105548648678893,0.371403528464746,-4.56870233846425,"Q9UJY4",8,-1.80556502604496,0.0991643082478887,0.353704931882523,0.0946806026521685,"Non-significant",0.451358884560617,"GGA2","ADP-ribosylation factor-binding protein GGA2","Q9UJY4"
0.296797856364208,16.3957852995694,1.95802824184568,0.0782739903216087,0.366732945490616,-4.31537495663609,"Q9UKU0",1,1.79159590717959,0.101486361338437,0.353704931882523,-0.296797856364208,"Non-significant",0.451358884560617,"ACSL6","Long-chain-fatty-acid--CoA ligase 6","Q9UKU0"
0.187194060526476,17.8923792726386,2.52249911605875,0.0299503111411622,0.366732945490616,-3.47498742060974,"Q9UKW4",1,1.79493258242753,0.100927254520168,0.353704931882523,-0.18719406052648,"Non-significant",0.451358884560617,"VAV3","Guanine nucleotide exchange factor VAV3","Q9UKW4"
-0.339088915992381,18.2433213091445,-1.88235675148981,0.0887482559126708,0.366732945490616,-4.42243852255022,"Q9UL45",1,-1.77661434369342,0.104031632442326,0.353704931882523,0.339088915992381,"Non-significant",0.451358884560617,"BLOC1S6","Biogenesis of lysosome-related organelles complex 1 subunit 6","Q9UL45"
0.172208593234892,18.6919823786345,1.74911824000551,0.110398607860319,0.371403528464746,-4.60628259366953,"Q9ULP9",12,1.8190343211031,0.0969713429899954,0.353704931882523,-0.172208593234888,"Non-significant",0.451358884560617,"TBC1D24","TBC1 domain family member 24","Q9ULP9"
-0.16764945117108,18.8467291268096,-1.75589896799369,0.109189436829188,0.371403528464746,-4.59708308599909,"Q9UMX5",6,-1.76299962882734,0.106394831360524,0.353704931882523,0.16764945117108,"Non-significant",0.451358884560617,"NENF","Neudesin","Q9UMX5"
0.453867530043171,15.1580903418997,1.81012635011266,0.0999455510690747,0.371211338310203,-4.52288982776469,"Q9UNA4",2,1.81414177963976,0.0977627327978789,0.353704931882523,-0.453867530043174,"Non-significant",0.451358884560617,"POLI","DNA polymerase iota","Q9UNA4"
-0.0930004398940874,18.5707877080008,-1.62314676708888,0.135178858781037,0.37714377575563,-4.77380416171005,"Q9UNH7",15,-1.76235090294139,0.10650864084907,0.353704931882523,0.0930004398940838,"Non-significant",0.451358884560617,"SNX6","Sorting nexin-6","Q9UNH7"
-0.0839604383556427,18.8417199591425,-1.59209940026715,0.142003710516357,0.382424733852918,-4.81404260973058,"Q9UPT5",21,-1.78790235771081,0.102108554622089,0.353704931882523,0.0839604383556392,"Non-significant",0.451358884560617,"EXOC7","Exocyst complex component 7","Q9UPT5"
0.161274857596663,17.6713332703558,1.70093810638714,0.11934632163019,0.371403528464746,-4.67112913079189,"Q9Y2D4",11,1.76562047856909,0.105936162961585,0.353704931882523,-0.161274857596663,"Non-significant",0.451358884560617,"EXOC6B","Exocyst complex component 6B","Q9Y2D4"
0.183004871295921,17.1213831880104,1.76656384329765,0.107312009073605,0.371403528464746,-4.58257829367886,"Q9Y2L5",9,1.81824190734277,0.0970991207003066,0.353704931882523,-0.183004871295918,"Non-significant",0.451358884560617,"TRAPPC8","Trafficking protein particle complex subunit 8","Q9Y2L5"
0.115212741106056,18.4370531518874,1.69092220761937,0.121286749505429,0.371403528464746,-4.68449230234747,"Q9Y2P8",9,1.74571866851834,0.109464434196697,0.353704931882523,-0.115212741106053,"Non-significant",0.451358884560617,"RCL1","RNA 3'-terminal phosphate cyclase-like protein","Q9Y2P8"
0.134828293482695,21.355741052021,1.73301454555523,0.113319225862921,0.371403528464746,-4.62805922386586,"Q9Y2Q3",11,1.80853037092018,0.0986776634804342,0.353704931882523,-0.134828293482695,"Non-significant",0.451358884560617,"GSTK1","Glutathione S-transferase kappa 1","Q9Y2Q3"
0.257851593491875,18.795806593962,1.68742426378244,0.121971090905182,0.371403528464746,-4.68914949651664,"Q9Y2R4",15,1.74576398443342,0.109456281077054,0.353704931882523,-0.257851593491878,"Non-significant",0.451358884560617,"DDX52","Probable ATP-dependent RNA helicase DDX52","Q9Y2R4"
0.217930593484407,19.6976296931085,1.72709861616217,0.114409648675487,0.371403528464746,-4.63603363661582,"Q9Y2Z4",21,1.79944031033133,0.100176377013665,0.353704931882523,-0.217930593484411,"Non-significant",0.451358884560617,"YARS2","Tyrosine--tRNA ligase, mitochondrial","Q9Y2Z4"
0.255314704652879,19.0269948653881,1.85970186992963,0.0921288741387527,0.366732945490616,-4.45413615889168,"Q9Y3E5",3,1.820628325224,0.0967147733401822,0.353704931882523,-0.255314704652886,"Non-significant",0.451358884560617,"PTRH2","Peptidyl-tRNA hydrolase 2, mitochondrial","Q9Y3E5"
0.236606195136094,19.2028478926082,1.75540659963925,0.109276830718581,0.371403528464746,-4.59775168417181,"Q9Y3T9",21,1.82561313693698,0.095916423035532,0.353704931882523,-0.236606195136098,"Non-significant",0.451358884560617,"NOC2L","Nucleolar complex protein 2 homolog","Q9Y3T9"
0.223457726287837,18.530483820497,1.69974693766989,0.119575616452005,0.371403528464746,-4.67272054093954,"Q9Y4C1",21,1.76889222106664,0.105366099993459,0.353704931882523,-0.223457726287844,"Non-significant",0.451358884560617,"KDM3A","Lysine-specific demethylase 3A","Q9Y4C1"
0.0921818449188159,18.2908157231793,1.59604556809916,0.141119651004867,0.381769390950187,-4.80895256192941,"Q9Y5S2",26,1.7827521527728,0.1029819216088,0.353704931882523,-0.0921818449188123,"Non-significant",0.451358884560617,"CDC42BPB","Serine/threonine-protein kinase MRCK beta","Q9Y5S2"
0.287092036942756,16.5056651812335,2.0057357534321,0.0722774586720737,0.366732945490616,-4.24699773895384,"Q9Y605",1,1.81270671609459,0.0979959772603708,0.353704931882523,-0.287092036942759,"Non-significant",0.451358884560617,"MRFAP1","MORF4 family-associated protein 1","Q9Y605"
-0.113950174875253,21.7304945775557,-1.6876100635654,0.121934653600502,0.371403528464746,-4.68890224854856,"Q9Y646",11,-1.77068740846101,0.105054493268463,0.353704931882523,0.113950174875256,"Non-significant",0.451358884560617,"CPQ","Carboxypeptidase Q","Q9Y646"
0.520500686719373,16.5810725154142,1.80257262160493,0.10118873907917,0.371403528464746,-4.53328963141813,"Q9Y6J9",3,1.83039111762874,0.0951568627019602,0.353704931882523,-0.52050068671938,"Non-significant",0.451358884560617,"TAF6L","TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L","Q9Y6J9"
0.186317441046814,18.1282520005064,1.73561986934125,0.11284200954783,0.371403528464746,-4.62454298400955,"Q9Y6X9",12,1.80132557695032,0.0998638503223951,0.353704931882523,-0.186317441046814,"Non-significant",0.451358884560617,"MORC2","ATPase MORC2","Q9Y6X9"
0.318385540826139,17.3052807741425,1.72201443368145,0.11535435199486,0.371403528464746,-4.64287580382861,"Q5HYK7",4,1.73952441886653,0.110584065363141,0.353710654891843,-0.318385540826135,"Non-significant",0.451351857654753,"SH3D19","SH3 domain-containing protein 19","Q5HYK7"
-0.151586533085336,16.9007329111749,-1.739497305793,0.112135157237352,0.371403528464746,-4.61930492168078,"Q96FK6",6,-1.7388881411176,0.110699658512163,0.353911455958973,0.151586533085336,"Non-significant",0.451105379212606,"WDR89","WD repeat-containing protein 89","Q96FK6"
0.118531162257803,19.6000363403309,1.58706710569717,0.143138199701485,0.38248546580704,-4.82052321552917,"A5YKK6",42,1.7322052478897,0.111920350938193,0.35418528140691,-0.118531162257803,"Non-significant",0.450769490397713,"CNOT1","CCR4-NOT transcription complex subunit 1","A5YKK6"
0.154734875013407,21.3723586095195,1.6422295009086,0.131130295093754,0.373965691066322,-4.74885826938221,"O00232",23,1.73408599110616,0.111575593559409,0.35418528140691,-0.154734875013414,"Non-significant",0.450769490397713,"PSMD12","26S proteasome non-ATPase regulatory subunit 12","O00232"
0.215140610509778,17.0032824959993,1.79278868844533,0.102820048033651,0.371403528464746,-4.54672918487577,"O00391",3,1.73094687244441,0.11215155882161,0.35418528140691,-0.215140610509778,"Non-significant",0.450769490397713,"QSOX1","Sulfhydryl oxidase 1","O00391"
-0.126695974284313,17.4838999989252,-2.07514846530889,0.0643216657873067,0.366732945490616,-4.14640668623346,"O15504",3,-1.73601664560344,0.111222683866793,0.35418528140691,0.12669597428431,"Non-significant",0.450769490397713,"NUP42","Nucleoporin NUP42","O15504"
0.310458542206661,20.1313006826872,1.67687306358621,0.124056437046677,0.372043207861037,-4.70316661198563,"O60832",30,1.73605020129172,0.111216559045292,0.35418528140691,-0.310458542206661,"Non-significant",0.450769490397713,"DKC1","H/ACA ribonucleoprotein complex subunit DKC1","O60832"
0.705732784243171,22.10950080362,1.70393868752141,0.118770480209175,0.371403528464746,-4.66711776338987,"P42766",2,1.73397046415803,0.111596743053424,0.35418528140691,-0.705732784243171,"Non-significant",0.450769490397713,"RPL35","60S ribosomal protein L35","P42766"
-0.080299440326133,21.0321229410278,-1.49216994662122,0.166075889292758,0.397492426005221,-4.94046862514124,"P45974",40,-1.73174686962869,0.112004521346506,0.35418528140691,0.080299440326133,"Non-significant",0.450769490397713,"USP5","Ubiquitin carboxyl-terminal hydrolase 5","P45974"
0.103978171666427,20.9246439536714,1.57155275899568,0.146686324763108,0.385510733553617,-4.84042860341583,"P49915",32,1.73090340304504,0.112159553371954,0.35418528140691,-0.103978171666427,"Non-significant",0.450769490397713,"GMPS","GMP synthase [glutamine-hydrolyzing]","P49915"
0.246361905528573,19.7994035829656,1.66611987855248,0.126214610160461,0.372043207861037,-4.71740394205677,"Q08426",38,1.73551474509665,0.111314330630152,0.35418528140691,-0.246361905528573,"Non-significant",0.450769490397713,"EHHADH","Peroxisomal bifunctional enzyme","Q08426"
0.268610047830222,17.9996832533695,1.72730360277093,0.114371707078927,0.371403528464746,-4.63575755528214,"Q13325",4,1.73334098990862,0.111712044325148,0.35418528140691,-0.268610047830222,"Non-significant",0.450769490397713,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","Q13325"
0.158677397475003,20.033376286203,1.80589020787691,0.100640995944819,0.371403528464746,-4.52872458665766,"Q13868",4,1.7310446772366,0.112133573211463,0.35418528140691,-0.158677397475007,"Non-significant",0.450769490397713,"EXOSC2","Exosome complex component RRP4","Q13868"
0.295757919819643,19.7180393270333,1.67194466407279,0.125041423920889,0.372043207861037,-4.70969792936959,"Q14839",36,1.73364227765803,0.11165684381908,0.35418528140691,-0.295757919819639,"Non-significant",0.450769490397713,"CHD4","Chromodomain-helicase-DNA-binding protein 4","Q14839"
0.373886927900259,19.2654941194832,1.68157714280422,0.123122791348251,0.372043207861037,-4.69692305544612,"Q15397",18,1.73395447957768,0.111599669631996,0.35418528140691,-0.373886927900262,"Non-significant",0.450769490397713,"PUM3","Pumilio homolog 3","Q15397"
0.254383831273138,19.1758974083551,1.67369842936831,0.124690115423019,0.372043207861037,-4.70737494048218,"Q15418",15,1.7317044915835,0.112012305962045,0.35418528140691,-0.254383831273138,"Non-significant",0.450769490397713,"RPS6KA1","Ribosomal protein S6 kinase alpha-1","Q15418"
-0.225683353478214,16.7563674634058,-1.85867419371036,0.0922850160321223,0.366732945490616,-4.45556997524788,"Q495W5",2,-1.7334219550336,0.111697207862273,0.35418528140691,0.225683353478214,"Non-significant",0.450769490397713,"FUT11","Alpha-(1,3)-fucosyltransferase 11","Q495W5"
0.241206850767764,17.4907837440255,1.68488410985294,0.122470225806334,0.371403528464746,-4.69252829829737,"Q5VWQ0",10,1.73564834717161,0.111289928309415,0.35418528140691,-0.241206850767764,"Non-significant",0.450769490397713,"RSBN1","Lysine-specific demethylase 9","Q5VWQ0"
-0.191311917520082,17.7209879809657,-1.94717976264884,0.0797012133351966,0.366732945490616,-4.33083173466219,"Q6P4F2",2,-1.73749964662809,0.110952286422496,0.35418528140691,0.191311917520075,"Non-significant",0.450769490397713,"FDX2","Ferredoxin-2, mitochondrial","Q6P4F2"
0.15973724829826,17.3955503756355,1.7335927026003,0.113213167232844,0.371403528464746,-4.62727915259844,"Q6ZMK1",6,1.73778986561483,0.110899439905013,0.35418528140691,-0.159737248298256,"Non-significant",0.450769490397713,"CYHR1","Cysteine and histidine-rich protein 1","Q6ZMK1"
0.406008963330763,18.3447097857255,1.71896003103772,0.115925288290583,0.371403528464746,-4.64698138838594,"Q8NEF9",3,1.73600522975946,0.111224767636754,0.35418528140691,-0.406008963330766,"Non-significant",0.450769490397713,"SRFBP1","Serum response factor-binding protein 1","Q8NEF9"
0.0856881684686144,18.9204148438745,1.58680149154338,0.143198302191823,0.38248546580704,-4.82086494920311,"Q8TE67",15,1.73581870455006,0.111258819661929,0.35418528140691,-0.0856881684686179,"Non-significant",0.450769490397713,"EPS8L3","Epidermal growth factor receptor kinase substrate 8-like protein 3","Q8TE67"
-0.133388723036674,17.8530584694304,-1.71783162139598,0.116136859455695,0.371403528464746,-4.64849719941168,"Q96C57",7,-1.73362720778578,0.111659604264563,0.35418528140691,0.133388723036674,"Non-significant",0.450769490397713,"CUSTOS","Protein CUSTOS","Q96C57"
0.0886667929217921,21.6700785892098,1.53602284311044,0.15510501441639,0.388645412355372,-4.88558514256074,"Q96KP4",32,1.73315840296902,0.1117455090133,0.35418528140691,-0.0886667929218063,"Non-significant",0.450769490397713,"CNDP2","Cytosolic non-specific dipeptidase","Q96KP4"
-0.108061342874137,19.6502214240077,-1.67738702668988,0.123954119108361,0.372043207861037,-4.70248489852275,"Q9BUL8",9,-1.73285655518,0.111800851762632,0.35418528140691,0.108061342874144,"Non-significant",0.450769490397713,"PDCD10","Programmed cell death protein 10","Q9BUL8"
0.42438979907751,18.436914477973,1.77601873128001,0.105672252813433,0.371403528464746,-4.56968313051767,"Q9H8M9",1,1.73539239270073,0.111336682440909,0.35418528140691,-0.424389799077513,"Non-significant",0.450769490397713,"EVA1A","Protein eva-1 homolog A","Q9H8M9"
0.444980463425761,18.0056048986777,1.70921526945098,0.117763932503464,0.371403528464746,-4.66005480511563,"Q9NUL5",3,1.73118539510672,0.112107700752623,0.35418528140691,-0.444980463425757,"Non-significant",0.450769490397713,"SHFL","Shiftless antiviral inhibitor of ribosomal frameshifting protein","Q9NUL5"
0.126425341587964,18.3999649870309,1.63676159134637,0.132279157599362,0.374570184688354,-4.75602258111152,"Q9NYH9",15,1.73177648213949,0.111999081979534,0.35418528140691,-0.126425341587964,"Non-significant",0.450769490397713,"UTP6","U3 small nucleolar RNA-associated protein 6 homolog","Q9NYH9"
0.215806547628873,19.1638223880939,1.65987577536922,0.127483206602012,0.372060742139081,-4.72564867810157,"P52701",25,1.73055253917868,0.112224100312454,0.354222183793573,-0.215806547628876,"Non-significant",0.450724243830734,"MSH6","DNA mismatch repair protein Msh6","P52701"
-0.158051123578439,18.6432430351338,-1.90060126447486,0.0861097844418444,0.366732945490616,-4.39678947949513,"Q5T6W2",3,-1.72970521824875,0.112380116488013,0.354475250203213,0.158051123578435,"Non-significant",0.450414082273316,"HNRNPK","Heterogeneous nuclear ribonucleoprotein K (Fragment)","Q5T6W2"
0.24820143476486,16.0455379313016,1.81945877837502,0.0984289941544866,0.371211338310203,-4.51001290177517,"Q96CB8",2,1.72858935984477,0.11258587645625,0.354475250203213,-0.248201434764866,"Non-significant",0.450414082273316,"INTS12","Integrator complex subunit 12","Q96CB8"
0.483094547601755,17.7068786213383,1.70332738190843,0.118887592038652,0.371403528464746,-4.6679352934678,"Q96E39",3,1.72891460440545,0.112525867579912,0.354475250203213,-0.483094547601752,"Non-significant",0.450414082273316,"RBMXL1","RNA binding motif protein, X-linked-like-1","Q96E39"
0.21269444396863,18.980215509112,1.87722451140163,0.0895038748492465,0.366732945490616,-4.42963418796988,"Q9BV81",2,1.72839543776235,0.112621669554192,0.354475250203213,-0.212694443968644,"Non-significant",0.450414082273316,"EMC6","ER membrane protein complex subunit 6","Q9BV81"
