"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HF_vs_MF","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.371375618398066,20.2396240909929,-4.23691866462102,0.00170990293264392,0.0122054801022023,-1.65723532997336,"RS27A_HUMAN",3,-4.05233246366321,0.00209601933534493,0.012978382349156,0.371375618398062,"Non-significant",1.88677943547218,"RPS27A;UBA52;UBB;UBC","Polyubiquitin-B","RS27A_HUMAN"
-0.194258977717364,20.0605621578854,-3.32508351129414,0.00764124740045349,0.0357563714234961,-3.20038386556262,"Q9BQT9",11,-4.01348970991241,0.00223546181684463,0.0137033809372576,0.194258977717364,"Non-significant",1.86317226924904,"CLSTN3","Calsyntenin-3","Q9BQT9"
0.150078180270661,22.5431050201114,2.9857365225546,0.0136171618844727,0.0552135562250924,-3.78568001967711,"P12109",14,4.00284086296625,0.00227535921467912,0.0138098534514683,-0.150078180270658,"Non-significant",1.8598109300786,"COL6A1","Collagen alpha-1(VI) chain","P12109"
-0.497063086630781,18.5138920455549,-4.23601640300209,0.00171235120520294,0.0122054801022023,-1.65872324382028,"O43278",2,-3.98816368417625,0.00233157207150873,0.014012290978773,0.497063086630774,"Non-significant",1.85349085271579,"SPINT1","Kunitz-type protease inhibitor 1","O43278"
-0.505733518723819,18.9164945965244,-4.18237316576378,0.00186475790661312,0.012989734054021,-1.74735508413979,"P37837",2,-3.9552847668884,0.00246282227190699,0.014516442814221,0.505733518723826,"Up in MF",1.83813979241144,"TALDO1","Transaldolase","P37837"
0.533825340720739,18.6911231066787,4.14653675405662,0.00197448263656581,0.0131560636545091,-1.80674837398509,"Q6P988",2,3.95529709066556,0.00246277165715434,0.014516442814221,-0.533825340720746,"Up in HF",1.83813979241144,"NOTUM","Palmitoleoyl-protein carboxylesterase NOTUM","Q6P988"
-0.429552757623256,18.2000733939342,-4.30235253457147,0.00154182521758121,0.011387215161172,-1.54958412678239,"Q06481",2,-3.93773932195734,0.00253599506905657,0.0148053807364921,0.429552757623256,"Non-significant",1.82958041977543,"APLP2","Amyloid-like protein 2","Q06481"
-0.517593434719917,20.4302951120237,-3.80456759479534,0.00343573957715635,0.0195010033407115,-2.380285518993,"B2MG_HUMAN",5,-3.89990341137919,0.00270160976705528,0.0156157602082997,0.517593434719917,"Up in MF",1.80643686854341,"B2M","Beta-2-microglobulin","B2MG_HUMAN"
-0.423219637389408,18.1440762809507,-4.34456806451837,0.00144270877172396,0.0109182774946517,-1.48040290460518,"P04179",1,-3.89459048245022,0.00272575259753356,0.0156157602082997,0.423219637389405,"Non-significant",1.80643686854341,"SOD2","Superoxide dismutase [Mn], mitochondrial","P04179"
-1.42962909061274,16.5661704431763,-3.83130322717592,0.00328840189292927,0.0191980034320537,-2.33503881976627,"P07108",1,-3.87862926421574,0.00279964415346441,0.0158905728340156,1.42962909061275,"Up in MF",1.79886044677198,"DBI","Acyl-CoA-binding protein","P07108"
-0.173345523382864,22.0006976829917,-3.08302059049515,0.0115300030218013,0.0501476832890628,-3.61790884898581,"P07225",14,-3.86394937106678,0.00286944613996999,0.0161373438880881,0.17334552338286,"Non-significant",1.79216794604976,"XII.01","Vitamin K-dependent protein S","P07225"
-0.41068761152362,19.2079253604425,-4.1481022685041,0.00196955010111674,0.0131560636545091,-1.8041507638819,"P61916",2,-3.79017410723915,0.00324870644237199,0.0181041549924912,0.410687611523617,"Non-significant",1.7422217409747,"NPC2","NPC intracellular cholesterol transporter 2","P61916"
-0.814443235593798,15.4933956009267,-3.81283905046575,0.00338943366390562,0.0195010033407115,-2.36628042761614,"P29692",1,-3.78258392140439,0.00329057836264691,0.0181722931198428,0.814443235593798,"Up in MF",1.74059026661288,"EEF1D","Elongation factor 1-delta","P29692"
-0.30068706770426,20.565262238102,-3.56266405896613,0.00512705091841719,0.0270125356887584,-2.79226763294615,"P30041",6,-3.74718989960148,0.00349336515568078,0.0191199360752885,0.30068706770426,"Non-significant",1.71851356405761,"PRDX6","Peroxiredoxin-6","P30041"
-0.355182664091792,19.498955424931,-3.84808407101249,0.0031993090217249,0.0188574656761285,-2.30667171926069,"Q16790",3,-3.70330892851158,0.00376292412453637,0.0204130308702725,0.355182664091796,"Non-significant",1.69009250765481,"CA9","Carbonic anhydrase 9","Q16790"
0.293488504459908,20.7433553526251,3.37960141199102,0.00696942779964861,0.0331182886913535,-3.10651328735881,"P02749",10,3.68775041300589,0.0038636044573015,0.0207753467747879,-0.293488504459905,"Non-significant",1.68245171839247,"APOH","Beta-2-glycoprotein 1","P02749"
-0.667114837281371,18.4829373104274,-3.74252571327909,0.00380482045699337,0.0212032267285176,-2.48551914207453,"P35237",1,-3.66596220262609,0.00400931240389111,0.0213713782920456,0.667114837281364,"Up in MF",1.67016746822772,"SERPINB6","Serpin B6","P35237"
-0.462266720226964,18.0694492787744,-3.92284960099864,0.00283197803309952,0.0171881439038615,-2.18059945723996,"Q15084",1,-3.65310340828891,0.00409796523307899,0.021655626619633,0.462266720226967,"Non-significant",1.66442924515919,"PDIA6","Protein disulfide-isomerase A6","Q15084"
0.382532268628605,19.665206585663,3.53914722094836,0.00533231018088435,0.0274681188309421,-2.83253654442311,"Q86U17",5,3.63272887815207,0.0042426121483435,0.0222283867259364,-0.382532268628601,"Non-significant",1.65309205603462,"SERPINA11","Serpin A11","Q86U17"
-0.707659398196572,15.7506131184365,-3.59407068227098,0.00486563250950851,0.0261634449853396,-2.73854226978743,"Q96FW1",2,-3.56354550257481,0.00477444015771895,0.0248028120057773,0.707659398196565,"Up in MF",1.60549907847375,"OTUB1","Ubiquitin thioesterase OTUB1","Q96FW1"
-0.771154876933117,16.7522026292087,-3.46135621691101,0.00607406696856708,0.0302715695262733,-2.9659654000212,"P49327",5,-3.54297284256213,0.00494553151782322,0.0254757211800474,0.771154876933117,"Up in MF",1.59387351291204,"FASN","Fatty acid synthase","P49327"
-0.356457658177906,19.6181421363991,-3.9496726589115,0.0027111945122875,0.016787497333659,-2.13549914301412,"Q03154",2,-3.53699210901297,0.00499644818646842,0.0255235228192095,0.356457658177906,"Non-significant",1.59305938342441,"ACY1","Aminoacylase-1","Q03154"
-0.438859540508588,19.9373851944517,-3.40544269705831,0.00667256100956473,0.0324625388798665,-3.06205729328002,"P50895",6,-3.52423176085818,0.00510689913112756,0.0258721418791834,0.438859540508588,"Non-significant",1.58716761582135,"BCAM","Basal cell adhesion molecule","P50895"
-0.38874922469687,17.3137714057076,-3.88514977717444,0.00301134457808501,0.0179218856928748,-2.24410492423875,"Q9UKK9",1,-3.50401135289707,0.00528710757048187,0.0265655486943064,0.388749224696866,"Non-significant",1.57568120958867,"NUDT5","ADP-sugar pyrophosphatase","Q9UKK9"
0.799879792291332,17.303031308339,3.47492071504087,0.00593742071172188,0.0298331057072583,-2.94267609138767,"P19013",2,3.47351853180063,0.00557135413480612,0.0277661795498874,-0.799879792291325,"Up in HF",1.55648387230393,"KRT4","Keratin, type II cytoskeletal 4","P19013"
-0.609174856725453,16.689199565781,-3.52078811300729,0.00549846273866311,0.028087980490004,-2.86399642088061,"Q9BV57",2,-3.4603561280478,0.00569887137139395,0.0281726463763266,0.609174856725456,"Up in MF",1.55017235597289,"ADI1","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase","Q9BV57"
0.143711792650976,25.4417508475219,2.63622387087849,0.0248193898194396,0.0864448065870254,-4.38466880948788,"ANT3_HUMAN",22,3.45378448576953,0.00576365832417756,0.0282649804217668,-0.143711792650979,"Non-significant",1.54875131102543,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
0.29093248589713,20.1943803640758,3.62893275145869,0.0045915940965695,0.0249083821344877,-2.67898159393954,"P55058",3,3.42908534556017,0.00601401196631305,0.02925864551865,-0.290932485897137,"Non-significant",1.5337457827012,"PLTP","Phospholipid transfer protein","P55058"
-0.228519036715706,18.3604749200643,-3.05711667394299,0.0120517009045472,0.0516621863950169,-3.66259823932037,"P14543",9,-3.39586650751452,0.00636847181959596,0.0307391592552152,0.228519036715706,"Non-significant",1.51230801503452,"NID1","Nidogen-1","P14543"
0.158300307349677,21.8628829269946,2.69542745318145,0.0224172876041175,0.0798941703565349,-4.28387769423624,"P16870",20,3.37296446447245,0.00662528888270227,0.0317289225398164,-0.158300307349673,"Non-significant",1.49854467555031,"CPE","Carboxypeptidase E","P16870"
0.238472747564519,21.7576874617263,3.39294484989561,0.00681447298192373,0.0326349370149941,-3.08355459111236,"P04278",4,3.34962282796382,0.00689798981756143,0.0327788198307377,-0.238472747564519,"Non-significant",1.48440668683096,"SHBG","Sex hormone-binding globulin","P04278"
-0.283637316337519,22.0500154162656,-2.98503733048922,0.0136334778001903,0.0552135562250924,-3.78688502538578,"P02671",32,-3.27702924256375,0.00782199306015517,0.035782699596083,0.283637316337515,"Non-significant",1.44632689754576,"FGA","Fibrinogen alpha chain","P02671"
-0.364658248080747,25.0123568609011,-3.13693038682881,0.0105168808943308,0.0471861956926067,-3.52488535164484,"P10809",7,-3.28220032133923,0.00775216461433719,0.035782699596083,0.364658248080747,"Non-significant",1.44632689754576,"HSPD1","60 kDa heat shock protein, mitochondrial","P10809"
-0.137962877897532,20.8634635857133,-2.57031987815791,0.0277960167281168,0.0951897109180761,-4.49639840008394,"P11142",13,-3.28019506872957,0.0077791668196115,0.035782699596083,0.137962877897532,"Non-significant",1.44632689754576,"HSPA8","Heat shock cognate 71 kDa protein","P11142"
-0.910041683888071,17.8384952137802,-3.27238317981,0.00835414339905239,0.0387961356334781,-3.29121085966024,"P56537",1,-3.2864247358027,0.0076955931775314,0.035782699596083,0.910041683888068,"Up in MF",1.44632689754576,"EIF6","Eukaryotic translation initiation factor 6","P56537"
-0.406511352275551,17.0021676482536,-3.53953848799592,0.00532882633027471,0.0274681188309421,-2.83186628933818,"Q13838",1,-3.28139148125447,0.00776304468326576,0.035782699596083,0.406511352275558,"Non-significant",1.44632689754576,"DDX39A;DDX39B","ATP-dependent RNA helicase DDX39A","Q13838"
-0.206565841380691,23.6529211379273,-2.812154423921,0.018341562314396,0.0669248672543141,-4.08420888213734,"P02679",32,-3.25884405522597,0.00807271112443661,0.0366560882909603,0.206565841380694,"Non-significant",1.43585388209862,"FGG","Fibrinogen gamma chain","P02679"
-0.376437316756061,20.3975398011949,-3.50007488140286,0.00569237576436009,0.0288382342442375,-2.89951323949261,"P62942",2,-3.24846469768744,0.00821947933797414,0.037048094368957,0.376437316756057,"Non-significant",1.43123412577725,"FKBP1A","Peptidyl-prolyl cis-trans isomerase FKBP1A","P62942"
-0.448445817499273,16.4228176883995,-3.42557894295447,0.00645029964136515,0.0316322694412547,-3.02743521090362,"P19623",1,-3.24302829148426,0.00829743778224376,0.0371264916825943,0.448445817499273,"Non-significant",1.43031608807191,"SRM","Spermidine synthase","P19623"
-0.45799223692546,21.2316367926501,-3.08277775405874,0.0115347852263587,0.0501476832890628,-3.61832782713772,"P00558",13,-3.22907275362331,0.00850103857155246,0.0377618597417511,0.457992236925467,"Non-significant",1.42294662518723,"PGK1","Phosphoglycerate kinase 1","P00558"
-0.441247235193881,15.3826428378337,-3.3935607916377,0.00680740657445309,0.0326349370149941,-3.08249497286514,"P15848",1,-3.20957743738313,0.00879403548443331,0.0387823291507742,0.441247235193883,"Non-significant",1.41136611204552,"ARSB","Arylsulfatase B","P15848"
-0.118096452149246,24.799662567493,-2.31314545957581,0.0431803583413226,0.131722045885197,-4.92612260387209,"P06727",48,-3.19771796561557,0.0089772946769439,0.0393077259783329,0.118096452149242,"Non-significant",1.40552208015926,"APOA4","Apolipoprotein A-IV","P06727"
0.374428055161935,18.6585279494819,3.04840270202118,0.012232553484628,0.0517141743867378,-3.6776294394775,"P12107",6,3.15855418287832,0.00961061334023557,0.0417823118976199,-0.374428055161928,"Non-significant",1.37900753332171,"COL11A1","Collagen alpha-1(XI) chain","P12107"
-0.25336485692571,20.2872686146114,-2.88023989626383,0.0163173938730621,0.0620616056757922,-3.96729202622794,"P14618",11,-3.14799101602396,0.00978910044851308,0.0422585815136516,0.25336485692571,"Non-significant",1.37408508492528,"PKM","Pyruvate kinase PKM","P14618"
0.260635579503795,19.5327034784129,3.13532529955767,0.0105456913701258,0.0471861956926067,-3.5276551509906,"Q93088",4,3.12581907898942,0.0101747971091375,0.0436164379573515,-0.260635579503791,"Non-significant",1.36034980502586,"BHMT","Betaine--homocysteine S-methyltransferase 1","Q93088"
0.716530849083757,19.2974213095195,3.1157712830431,0.0109032209365223,0.0484324234354216,-3.56139793702448,"Q12794",1,3.10364299477972,0.0105760372537112,0.0447111092174136,-0.71653084908376,"Up in HF",1.34958455578559,"HYAL1","Hyaluronidase-1","Q12794"
0.527203834225428,16.9351832115525,3.1710970330981,0.00992233300678623,0.0451753648485171,-3.46592702426768,"Q9HBI1",2,3.10681544775912,0.0105176653434495,0.0447111092174136,-0.527203834225428,"Up in HF",1.34958455578559,"PARVB","Beta-parvin","Q9HBI1"
-0.292018078335865,16.9394496427255,-3.63114948695825,0.00457472066487103,0.0249083821344877,-2.67519717372398,"P17980",1,-3.09198753768179,0.0107933339925569,0.0453172173797081,0.292018078335868,"Non-significant",1.34373676504296,"PSMC3","26S proteasome regulatory subunit 6A","P17980"
-0.514380192496628,18.2829093369051,-3.00113167905366,0.0132628921469206,0.054933465446367,-3.75914409070445,"P00352",5,-3.07371414156717,0.011143177401114,0.0461565521438586,0.514380192496628,"Up in MF",1.3357666400781,"ALDH1A1","Retinal dehydrogenase 1","P00352"
-0.546814659486596,18.0318676621648,-2.98796089156963,0.0135653871277866,0.0552135562250924,-3.78184638928155,"P68104",6,-3.07368043976841,0.0111438331440311,0.0461565521438586,0.5468146594866,"Up in MF",1.3357666400781,"EEF1A1;EEF1A1P5","Elongation factor 1-alpha 1","P68104"
-0.284982419286035,18.9181912283625,-2.90366283835169,0.0156744522121889,0.0608129063675431,-3.92701051132944,"P13611",7,-3.06711854712062,0.0112722582427383,0.0463751295489836,0.284982419286042,"Non-significant",1.33371486417301,"VCAN","Versican core protein","P13611"
0.544844791396784,17.1736616107252,3.03011872852623,0.0126210596570205,0.0526306773452624,-3.70916412903515,"Q86YZ3",3,3.04743278704224,0.0116666159659164,0.0476775705807115,-0.544844791396784,"Up in HF",1.32168588225842,"HRNR","Hornerin","Q86YZ3"
-0.348850205839582,18.7628666786985,-2.92757297169114,0.0150445452094707,0.0591173475218303,-3.88586464679221,"P60900",5,-3.00303477273486,0.0126081449531455,0.0511840586508489,0.348850205839582,"Non-significant",1.29086527960982,"PSMA6","Proteasome subunit alpha type-6","P60900"
-0.276667275015932,18.6328668366377,-3.55931937700167,0.00515573682803382,0.0270125356887584,-2.79799282841154,"P07741",1,-2.9986138756738,0.01270601115647,0.0512420055191849,0.276667275015932,"Non-significant",1.29037388109615,"APRT","Adenine phosphoribosyltransferase","P07741"
-0.188823767527072,22.7634716907954,-2.63783180512836,0.0247508760558544,0.0864448065870254,-4.38193635941832,"O95445",10,-2.97717235086592,0.0131916763639894,0.0528529255629118,0.188823767527076,"Non-significant",1.27693096823046,"APOM","Apolipoprotein M","O95445"
0.584285435405416,17.1525595079222,2.93758629952577,0.014788417597707,0.0584858063702865,-3.86862592054547,"Q96P44",3,2.96330623825908,0.0135157010321495,0.0537995112513484,-0.584285435405416,"Non-significant",1.26922166972035,"COL21A1","Collagen alpha-1(XXI) chain","Q96P44"
0.280881237699148,20.5775613044813,3.35779307261358,0.00723055153575965,0.0340948314724667,-3.14405119625351,"P00488",2,2.95103590302293,0.0138091337227389,0.0540974083269074,-0.280881237699141,"Non-significant",1.26682354037002,"F13A1","Coagulation factor XIII A chain","P00488"
-0.355295924660261,17.2878600509286,-3.20984529866538,0.00928952281051257,0.0428156201717609,-3.39907087474192,"Q9NZP8",1,-2.9556399664681,0.0136982857620792,0.0540974083269074,0.355295924660261,"Non-significant",1.26682354037002,"C1RL","Complement C1r subcomponent-like protein","Q9NZP8"
-0.439829514473928,17.0354214025748,-3.0507085429756,0.012184430076787,0.0517141743867378,-3.67365208958592,"Q9Y625",2,-2.94912977153784,0.0138552905502846,0.0540974083269074,0.439829514473924,"Non-significant",1.26682354037002,"GPC6","Glypican-6","Q9Y625"
0.127771170089424,23.2853378157233,2.27026900989368,0.0464522111237389,0.135803544655033,-4.99654695593556,"P02649",27,2.93411860033262,0.0142242674146058,0.0551865564883123,-0.127771170089428,"Non-significant",1.25816670404637,"APOE","Apolipoprotein E","P02649"
-0.239510716281877,18.6553385408771,-3.10350544993042,0.0111337870195452,0.0491008017480663,-3.58256335597645,"P61981",3,-2.9157592655136,0.0146890423012269,0.0566289184919093,0.239510716281877,"Non-significant",1.24696173251935,"YWHAG","14-3-3 protein gamma","P61981"
0.181961964887972,18.1118306768006,2.98258758845417,0.0136908002385221,0.0552135562250924,-3.79110685983976,"P78509",4,2.91220418286432,0.0147807943861427,0.0566289184919093,-0.181961964887972,"Non-significant",1.24696173251935,"RELN","Reelin","P78509"
-0.248693777553576,19.005131038714,-3.06857397792479,0.0118180494332142,0.0510173542433823,-3.64283318061943,"P25789",3,-2.90415285497241,0.0149907286447202,0.0569170069052323,0.248693777553573,"Non-significant",1.24475794623215,"PSMA4","Proteasome subunit alpha type-4","P25789"
-0.506374141538728,17.2000309852326,-2.95254201749228,0.0144140714508932,0.0577504954208988,-3.84287117523359,"P48506",2,-2.89989366878842,0.015102996454675,0.0569170069052323,0.506374141538732,"Non-significant",1.24475794623215,"GCLC","Glutamate--cysteine ligase catalytic subunit","P48506"
0.125697135127997,22.3978346661543,2.28614965415161,0.0452132421388451,0.134542317626757,-4.97051055596247,"Q06033",14,2.89870276831763,0.0151345385408693,0.0569170069052323,-0.125697135127997,"Non-significant",1.24475794623215,"ITIH3","Inter-alpha-trypsin inhibitor heavy chain H3","Q06033"
-0.32349172924598,17.6187702295353,-2.86907408757806,0.0166332023109675,0.0625530859915524,-3.98648450141592,"P30740",4,-2.89337670485654,0.0152764176036111,0.0571002682378878,0.323491729245976,"Non-significant",1.24336185157971,"SERPINB1","Leukocyte elastase inhibitor","P30740"
-0.496016351577889,16.8160560517844,-2.893623269212,0.0159468346820197,0.0614805638998621,-3.94427933660836,"P54760",2,-2.84191289417562,0.0167181688668051,0.0610014137818544,0.496016351577889,"Non-significant",1.2146600995705,"EPHB4","Ephrin type-B receptor 4","P54760"
-0.236881330026126,17.9561202004055,-3.42843242964691,0.00641942737845274,0.0316322694412547,-3.02253038906036,"P68402",2,-2.84483538456938,0.0166327502585925,0.0610014137818544,0.236881330026129,"Non-significant",1.2146600995705,"PAFAH1B2","Platelet-activating factor acetylhydrolase IB subunit alpha2","P68402"
-0.481180307621035,18.8796303687975,-2.92278936750998,0.0151684845293511,0.0592247198502689,-3.89409853455472,"Q13404",1,-2.84282799160167,0.0166913751332616,0.0610014137818544,0.481180307621035,"Non-significant",1.2146600995705,"UBE2V1","Ubiquitin-conjugating enzyme E2 variant 1","Q13404"
-0.583787866499815,16.9687686524508,-2.87725311004507,0.0164012726255764,0.0620616056757922,-3.97242654632739,"Q14213",1,-2.84534026141218,0.0166180381509096,0.0610014137818544,0.583787866499812,"Non-significant",1.2146600995705,"EBI3","Interleukin-27 subunit beta","Q14213"
0.170405190914767,20.3965735721338,2.47132407166309,0.0329445927334436,0.109162353219464,-4.66312864955515,"P49747",11,2.83021143789188,0.0170646124786258,0.0618970854993942,-0.170405190914771,"Non-significant",1.20832979978973,"COMP","Cartilage oligomeric matrix protein","P49747"
0.32753643790425,16.5687121745925,2.87786228751653,0.0163841296400866,0.0620616056757922,-3.97137936041868,"P10646",3,2.8255085147167,0.0172058722048006,0.0620423509502516,-0.327536437904243,"Non-significant",1.2073117539697,"TFPI","Tissue factor pathway inhibitor","P10646"
0.1351730234747,19.3361998392457,2.66929144620909,0.023447690951826,0.0830834367252562,-4.3284181515491,"Q6UX71",5,2.77626510636807,0.0187572253663892,0.0672408137403309,-0.1351730234747,"Non-significant",1.17236703942059,"PLXDC2","Plexin domain-containing protein 2","Q6UX71"
0.129478544057633,26.9501240740693,2.23633765054478,0.0492106556511261,0.141625032460753,-5.05198272869394,"TRFE_HUMAN",94,2.75109795149086,0.0196033642426815,0.0698654783765335,-0.129478544057637,"Non-significant",1.15573736293807,"TF","Serotransferrin","TRFE_HUMAN"
0.172440284471922,21.1195225700912,2.50309975281617,0.031196880660154,0.104501026473631,-4.60976961459227,"Q12805",7,2.73986241875947,0.0199933221681897,0.0708433901104062,-0.172440284471918,"Non-significant",1.14970066443546,"EFEMP1","EGF-containing fibulin-like extracellular matrix protein 1","Q12805"
-0.354953642547297,18.0285674840514,-2.85097227449045,0.0171583514663563,0.0637458754477359,-4.01758439901655,"NEDD8_HUMAN",2,-2.70732358909455,0.0211668757718787,0.0739804924568051,0.354953642547297,"Non-significant",1.13088278209658,"NEDD8","NEDD8","NEDD8_HUMAN"
-0.300673068166702,20.8841865350761,-2.94421076732634,0.0146214045668449,0.0582007857108824,-3.85721919192602,"P18827",2,-2.70663019607257,0.0211926171457817,0.0739804924568051,0.300673068166695,"Non-significant",1.13088278209658,"SDC1","Syndecan-1","P18827"
-0.234657425892383,19.0370510002862,-2.8524531553522,0.017114768485679,0.0637458754477359,-4.01504086992806,"Q9BRA2",3,-2.7053364670582,0.0212407286662279,0.0739804924568051,0.234657425892383,"Non-significant",1.13088278209658,"TXNDC17","Thioredoxin domain-containing protein 17","Q9BRA2"
-0.392771888330685,16.8929861169516,-2.81801628366272,0.0181577510779987,0.0666509066515762,-4.07415417472155,"Q96C23",1,-2.69061958482977,0.0217957399301918,0.0754846812271613,0.392771888330685,"Non-significant",1.12214117464272,"GALM","Galactose mutarotase","Q96C23"
-0.130982512315924,21.1173472422328,-2.28735691508017,0.0451203773821399,0.134542317626757,-4.96852892941591,"P19022",8,-2.66410869913265,0.022832189215577,0.0785545357205956,0.130982512315921,"Non-significant",1.10482873383781,"CDH2","Cadherin-2","P19022"
-0.442119307062576,21.0219731295897,-2.74185195970402,0.0206974355159511,0.0750741300075624,-4.20460140447127,"P48741",1,-2.6614589556957,0.0229384370211853,0.0785545357205956,0.442119307062573,"Non-significant",1.10482873383781,"HSPA7","Putative heat shock 70 kDa protein 7","P48741"
0.327282614280922,17.0235922330287,2.82750936840624,0.0178640009994377,0.0659676663412969,-4.05786609056201,"Q96IY4",2,2.65646233683673,0.0231401265558456,0.0788049865485187,-0.327282614280925,"Non-significant",1.10344630075935,"CPB2","Carboxypeptidase B2","Q96IY4"
-1.06718957870968,23.710509271395,-2.57648106857552,0.0275033290057077,0.0947165206769597,-4.48597604942266,"K1C9_HUMAN",28,-2.64413615502701,0.0236452374739085,0.0792050850901963,1.06718957870968,"Non-significant",1.10124693513123,"KRT9","Keratin, type I cytoskeletal 9","K1C9_HUMAN"
-0.213440804237131,21.1790386602679,-2.51669717117722,0.0304772647240732,0.102651446570642,-4.58688895471275,"P43251",6,-2.64631087128097,0.0235553319777614,0.0792050850901963,0.213440804237131,"Non-significant",1.10124693513123,"BTD","Biotinidase","P43251"
-0.466837016031537,16.5966989390797,-2.70880894350017,0.0219073768232965,0.0785334619455014,-4.26104726065439,"Q969H8",1,-2.64577584887221,0.0235774189577028,0.0792050850901963,0.46683701603154,"Non-significant",1.10124693513123,"MYDGF","Myeloid-derived growth factor","Q969H8"
-0.388146562009673,19.0935745284089,-2.54065299385493,0.0292491623031834,0.0990593176345383,-4.54651215021732,"P08727",5,-2.60307521553989,0.0254080615251695,0.0846475093202657,0.388146562009673,"Non-significant",1.07238581610648,"KRT19","Keratin, type I cytoskeletal 19","P08727"
-0.501616456451035,17.9754145756522,-2.56625930229594,0.0279906020736191,0.0953235503951584,-4.50326459702252,"P28066",3,-2.58748619722945,0.0261108914298346,0.0865187916026411,0.501616456451028,"Non-significant",1.06288955492839,"PSMA5","Proteasome subunit alpha type-5","P28066"
-0.171682000526687,19.4324987160044,-2.4193088953529,0.0360158236671959,0.116813227026408,-4.75011852463967,"P09871",6,-2.5756042052774,0.0266594703413338,0.0878615877378367,0.17168200052669,"Non-significant",1.05620095290827,"C1S","Complement C1s subcomponent","P09871"
0.174298288356141,21.9245850423687,2.46639511237832,0.0332242058065118,0.109496979351568,-4.67139122126751,"Q06828",5,2.54412092218467,0.0281686638962894,0.0923389891359649,-0.174298288356141,"Non-significant",1.03461488411751,"FMOD","Fibromodulin","Q06828"
0.153958311841535,20.6833203716517,2.22949329071807,0.0497859559008806,0.142611172744111,-5.06313165936246,"AMYS_HUMAN",9,2.51566077413641,0.0296052507714269,0.0960212630840459,-0.153958311841539,"Non-significant",1.01763258552762,"AMY1A;AMY1B;AMY1C;AMY2B","Alpha-amylase 1B","AMYS_HUMAN"
0.331802707439103,21.83914718776,2.6501687125354,0.0242314366315287,0.0853670727306153,-4.36096198504518,"P02748",2,2.51856807759817,0.0294552509680165,0.0960212630840459,-0.331802707439106,"Non-significant",1.01763258552762,"C9","Complement component C9","P02748"
-0.755792801159291,17.5540809916338,-2.4760095555729,0.0326809418981044,0.108877268388793,-4.65527058974038,"P52895",1,-2.49420913696742,0.0307354954255681,0.098974398209391,0.755792801159291,"Non-significant",1.00447713019344,"AKR1C1;AKR1C2","Aldo-keto reductase family 1 member C2","P52895"
0.217817898508041,18.0708028313968,3.04196204661355,0.0123679991580569,0.0519286539992388,-3.68873845618571,"Q9UHG3",1,2.49228953884811,0.0308386787242964,0.098974398209391,-0.217817898508038,"Non-significant",1.00447713019344,"PCYOX1","Prenylcysteine oxidase 1","Q9UHG3"
-0.315046306057788,18.1434153560869,-2.62038034443395,0.0255046631423157,0.0883297090747995,-4.41157677351891,"Q9HC38",2,-2.47603549804157,0.0317261191013355,0.10129224483916,0.315046306057798,"Non-significant",0.994423803923902,"GLOD4","Glyoxalase domain-containing protein 4","Q9HC38"
-0.250567903108692,17.0288353983979,-2.73085253251557,0.0210925809360428,0.0760573653752603,-4.22340199071439,"P01033",1,-2.41272759967769,0.0354274881694135,0.111195560878134,0.250567903108692,"Non-significant",0.953912550205516,"TIMP1","Metalloproteinase inhibitor 1","P01033"
-0.164347375221659,20.3104590802518,-2.26937111911532,0.0465232371575155,0.135803544655033,-4.99801734533053,"P12830",6,-2.41196767210912,0.0354743882481288,0.111195560878134,0.164347375221659,"Non-significant",0.953912550205516,"CDH1","Cadherin-1","P12830"
-0.329319057703646,17.5212542884008,-2.3792998666007,0.0385678053270932,0.123780443274912,-4.81670440545276,"P22314",4,-2.41068712767309,0.0355535561698437,0.111195560878134,0.329319057703646,"Non-significant",0.953912550205516,"UBA1","Ubiquitin-like modifier-activating enzyme 1","P22314"
-0.178239376887117,20.389240060477,-2.34803623650591,0.0406843451534786,0.1272423651994,-4.86852395165494,"P63104",5,-2.41924319902119,0.0350278457884097,0.111195560878134,0.178239376887117,"Non-significant",0.953912550205516,"YWHAZ","14-3-3 protein zeta/delta","P63104"
-0.418200213793821,17.5527997640415,-2.44193483221434,0.0346467426775106,0.112970496070819,-4.71233550752167,"Q13509",1,-2.38378367900358,0.0372572484360374,0.115932453255284,0.418200213793821,"Non-significant",0.93579497390022,"TUBB","Tubulin beta chain","Q13509"
-0.446309080671814,22.0411075040953,-2.29074733868328,0.0448605689195391,0.134542317626757,-4.96296207707803,"P04114",24,-2.37979381430302,0.0375165943626946,0.116149860324908,0.446309080671803,"Non-significant",0.934981308120811,"APOB","Apolipoprotein B-100","P04114"
-0.201242495975041,21.2272616356135,-2.24559237880074,0.0484429610131238,0.140737133180307,-5.03688958830344,"O00584",6,-2.35423592643124,0.0392200588115616,0.120813547997423,0.201242495975041,"Non-significant",0.917884361322466,"RNASET2","Ribonuclease T2","O00584"
