"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_I","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.0875320434570526,19.7076053619385,-2.29536633088101,0.0532629192378045,0.47347228947348,-3.81491214082843,"P31153",13,-2.43233048951386,0.0381242502036368,0.396871652259983,0.087532043457049,"Non-significant",0.401349920762118,"MAT2A","S-adenosylmethionine synthase isoform type-2","P31153"
-0.591034412384072,14.6990554332733,-2.41537621479919,0.0444270066648671,0.453003878629365,-3.65698338620293,"P43378;A0A0A0MR09",1,-2.43217775599717,0.0381337580675243,0.396871652259983,0.591034412384074,"Non-significant",0.401349920762118,"PTPN9","Tyrosine-protein phosphatase non-receptor type 9","P43378;A0A0A0MR09"
-0.0750331878662003,17.8474154472351,-2.24811873826549,0.0572104860960478,0.485974702361401,-3.8769892805101,"P46087",16,-2.44189206457505,0.0375337049662141,0.396871652259983,0.0750331878662003,"Non-significant",0.401349920762118,"NOP2","Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase","P46087"
-0.0409016609191788,19.3457677364349,-1.80924972437977,0.11087675009769,0.57173433816064,-4.44358072426078,"Q15029",41,-2.43833825366804,0.0377521253290244,0.396871652259983,0.0409016609191752,"Non-significant",0.401349920762118,"EFTUD2","116 kDa U5 small nuclear ribonucleoprotein component","Q15029"
0.25186109542847,20.730605840683,2.32252605999031,0.0511190135440476,0.471292291023914,-3.77919305979281,"Q15847;Q5TBU2",5,2.42916560368552,0.038321751557074,0.396871652259983,-0.251861095428474,"Non-significant",0.401349920762118,"ADIRF","Adipogenesis regulatory factor","Q15847;Q5TBU2"
-0.0641474723816273,19.5899584293365,-2.14114849971941,0.0672643944794581,0.502215422114907,-4.01708964549227,"Q5SWX8",21,-2.43055996665193,0.0382346126221976,0.396871652259983,0.0641474723816273,"Non-significant",0.401349920762118,"ODR4","Protein odr-4 homolog","Q5SWX8"
-0.0679864883422816,19.2852783203125,-2.15165092464025,0.0662039386474436,0.500086900895013,-4.00336991679988,"Q8N1F7;H3BV15",22,-2.44782936744617,0.0371715981750837,0.396871652259983,0.0679864883422745,"Non-significant",0.401349920762118,"NUP93","Nuclear pore complex protein Nup93","Q8N1F7;H3BV15"
-0.2270202636719,16.8881902694702,-2.65222513313092,0.0311165047858972,0.41553587380715,-3.34582320958656,"Q8N5G2",3,-2.43847801808417,0.037743511417329,0.396871652259983,0.2270202636719,"Non-significant",0.401349920762118,"MACO1","Macoilin","Q8N5G2"
-0.345227003097577,16.1857787370682,-3.00530856824792,0.0184490405729752,0.381486536948567,-2.88887351255717,"Q96E66;C9JDG7;F5GYI0",1,-2.43617224043641,0.0378858708473027,0.396871652259983,0.345227003097577,"Non-significant",0.401349920762118,"LRTOMT","Leucine-rich repeat-containing protein 51","Q96E66;C9JDG7;F5GYI0"
0.0441713333130096,21.3166227340698,1.84165477803945,0.105631595872724,0.567097893463924,-4.40274850087994,"Q96G03",45,2.4415358965759,0.0375555384900715,0.396871652259983,-0.0441713333129989,"Non-significant",0.401349920762118,"PGM2","Phosphoglucomutase-2","Q96G03"
-0.0946760177611949,18.5355539321899,-2.93067960099894,0.0205832285282539,0.382635665889795,-2.98442800780413,"Q96PU8;H0YGD6;H0YG47",6,-2.43050013468479,0.0382383476918418,0.396871652259983,0.0946760177611985,"Non-significant",0.401349920762118,"QKI","Protein quaking","Q96PU8;H0YGD6;H0YG47"
0.0566148757934783,18.7688193321228,1.98848311397234,0.0847145567656081,0.526751865579896,-4.21526366512584,"Q9Y4E8;H0YI31;F8W0H4",37,2.43400639775876,0.0380200775837519,0.396871652259983,-0.0566148757934748,"Non-significant",0.401349920762118,"USP15","Ubiquitin carboxyl-terminal hydrolase 15","Q9Y4E8;H0YI31;F8W0H4"
0.0412397384643199,22.7845959663391,1.93203753308993,0.0922315364945162,0.543857155865272,-4.28777276929513,"P30039;A0A0C4DFS0",26,2.42557359289398,0.0385471411069329,0.398536046142484,-0.041239738464327,"Non-significant",0.399532392127842,"PBLD","Phenazine biosynthesis-like domain-containing protein","P30039;A0A0C4DFS0"
-0.140721797943129,17.2152917385101,-2.30668425262763,0.0523587121052229,0.47347228947348,-3.80002993301793,"P49750;H0YIQ2",9,-2.42451360963304,0.0386139040622716,0.398557582632693,0.140721797943126,"Non-significant",0.399508923921544,"YLPM1","YLP motif-containing protein 1","P49750;H0YIQ2"
0.0829620361328018,21.3478560447693,2.36737840461652,0.0477675329600488,0.46592206912576,-3.72016960593248,"O15511;B1ALC0",11,2.42067802333214,0.0388564507938352,0.399055749652688,-0.0829620361328018,"Non-significant",0.398966427433021,"ARPC5","Actin-related protein 2/3 complex subunit 5","O15511;B1ALC0"
0.148491859436046,22.0326972007752,2.2067597655058,0.0609062963377943,0.49489164086733,-3.93124407437564,"P63208;E5RJR5;F8W8N3;E5RGM3;E7ERH2",18,2.42087461342038,0.0388439824794348,0.399055749652688,-0.148491859436049,"Non-significant",0.398966427433021,"SKP1","S-phase kinase-associated protein 1","P63208;E5RJR5;F8W8N3;E5RGM3;E7ERH2"
0.112725734710729,19.3411972522736,2.49753535012662,0.0392505552651999,0.439834056606176,-3.54885634261182,"Q9H8S9;Q7L9L4;D6RCK3",7,2.42183187111488,0.0387833272564731,0.399055749652688,-0.112725734710725,"Non-significant",0.398966427433021,"MOB1A;MOB1B","MOB kinase activator 1B","Q9H8S9;Q7L9L4;D6RCK3"
0.0443968772888219,25.2650458812714,1.82110162991111,0.108930137163744,0.5684260453475,-4.42867255544273,"P48735",49,2.41847519263749,0.0389964331824814,0.399826990466639,-0.0443968772888255,"Non-significant",0.398127892021118,"IDH2","Isocitrate dehydrogenase [NADP], mitochondrial","P48735"
0.0753622055053746,21.94615650177,2.1287552484435,0.0685374832928924,0.506996365006966,-4.03326754283414,"A0A087WWU8;J3KN67",22,2.4022002714558,0.0400463006009306,0.40413150407113,-0.0753622055053782,"Non-significant",0.393477292811636,"TPM3","Tropomyosin alpha-3 chain","A0A087WWU8;J3KN67"
-0.130141735076897,17.3438928127289,-2.66636943358354,0.030465211266095,0.41553587380715,-3.32731791246482,"O94992",5,-2.40784656583189,0.0396789237861896,0.40413150407113,0.130141735076904,"Non-significant",0.393477292811636,"HEXIM1","Protein HEXIM1","O94992"
0.0757784843444966,17.2763950824738,2.33490682492881,0.0501708154979538,0.471292291023914,-3.76290427238081,"P51532;P51531;A0A0U1RR09;B1ALG1;F6UH26;A0A2R8Y523;A0A0U1RQU0;B4DNT1;F6XE55;A0A0U1RRN2;A0A0U1RR83;A0A0U1RRF8;A0A2R8Y440;A0A0U1RQX3;A0A2R8YFK5;A0A0U1RRD6;A0A2R8Y4P4;A0A2R8Y526;A0A2R8Y7S2;A0A2R8Y7Y7;A0A0U1RRF5;A0A2R8YGG3;F6VDE0;A0A0A0MSS5;A0A1W2PS06;A0A0U1RR26;K7EQF0;F6T8Q0;A0A0A0MT49;A0A2R8YF58;A0A0U1RQW7;A0A2R8Y6N0;A0A2R8Y5K3;A0A2R8YG32;Q9HBD4;A0A2R8Y7F3;B1ALG2;A0A2R8Y6V2;K7EP28;A0A0U1RRG6;A0A2R8YF80;B1ALF6",12,2.40729599537445,0.0397145988968488,0.40413150407113,-0.0757784843445002,"Non-significant",0.393477292811636,"SMARCA2","Probable global transcription activator SNF2L2","P51532;P51531;A0A0U1RR09;B1ALG1;F6UH26;A0A2R8Y523;A0A0U1RQU0;B4DNT1;F6XE55;A0A0U1RRN2;A0A0U1RR83;A0A0U1RRF8;A0A2R8Y440;A0A0U1RQX3;A0A2R8YFK5;A0A0U1RRD6;A0A2R8Y4P4;A0A2R8Y526;A0A2R8Y7S2;A0A2R8Y7Y7;A0A0U1RRF5;A0A2R8YGG3;F6VDE0;A0A0A0MSS5;A0A1W2PS06;A0A0U1RR26;K7EQF0;F6T8Q0;A0A0A0MT49;A0A2R8YF58;A0A0U1RQW7;A0A2R8Y6N0;A0A2R8Y5K3;A0A2R8YG32;Q9HBD4;A0A2R8Y7F3;B1ALG2;A0A2R8Y6V2;K7EP28;A0A0U1RRG6;A0A2R8YF80;B1ALF6"
0.04039955139163,21.3088164329529,1.76713573775227,0.118065260559013,0.580131172730453,-4.49629989289229,"Q06210;A0A6I8PRN4;A0A6I8PTT9",46,2.40699605663387,0.0397340473247203,0.40413150407113,-0.0403995513916264,"Non-significant",0.393477292811636,"GFPT1","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1","Q06210;A0A6I8PRN4;A0A6I8PTT9"
0.148899078369148,17.2037563323975,2.27541872603274,0.0548950174168936,0.479126200174077,-3.84113137855911,"Q15276",9,2.4039041526139,0.0399350828242417,0.40413150407113,-0.148899078369148,"Non-significant",0.393477292811636,"RABEP1","Rab GTPase-binding effector protein 1","Q15276"
0.139276981353753,19.0007493495941,2.18786114936052,0.0626736251224784,0.495466973098676,-3.95600207759613,"Q6IA69;A0A0B4J216",18,2.40080359343995,0.04013769563316,0.40413150407113,-0.139276981353749,"Non-significant",0.393477292811636,"NADSYN1","Glutamine-dependent NAD(+) synthetase","Q6IA69;A0A0B4J216"
0.0915079116821502,19.133490562439,2.17250167339309,0.064147602186628,0.49822700455065,-3.97610605864988,"Q70E73;C9J164;C9K0J5",19,2.40280805058688,0.0400065936595745,0.40413150407113,-0.0915079116821502,"Non-significant",0.393477292811636,"RAPH1","Ras-associated and pleckstrin homology domains-containing protein 1","Q70E73;C9J164;C9K0J5"
-0.183378696441647,17.6504943370819,-2.54074004691986,0.0367800472917993,0.43005436700582,-3.4920526424,"Q8N2U9;K7ERV4;K7EMG2",4,-2.40174330744351,0.040076180384067,0.40413150407113,0.183378696441647,"Non-significant",0.393477292811636,"SLC66A2","Solute carrier family 66 member 2","Q8N2U9;K7ERV4;K7EMG2"
-0.184030055999749,18.4204194545746,-2.32601981723764,0.0508496209454095,0.471292291023914,-3.77459683641852,"Q9H1H9;H0Y307;A0A1B0GUA8",6,-2.40159690240165,0.0400857581418555,0.40413150407113,0.184030055999749,"Non-significant",0.393477292811636,"KIF13A","Kinesin-like protein KIF13A","Q9H1H9;H0Y307;A0A1B0GUA8"
0.0800275802612518,20.5038461685181,2.42438010772585,0.0438272970068129,0.451030981552581,-3.64513007101734,"Q9NR31;H0Y5E8",10,2.40456986158128,0.0398917132673515,0.40413150407113,-0.0800275802612482,"Non-significant",0.393477292811636,"SAR1A","GTP-binding protein SAR1a","Q9NR31;H0Y5E8"
0.295370578765851,17.2124965190888,3.49305670955726,0.0091722713844418,0.342542644066245,-2.28312021496215,"Q9UJA2;A0A494C100",1,2.40892280027257,0.0396092793527686,0.40413150407113,-0.295370578765851,"Non-significant",0.393477292811636,"CRLS1","Cardiolipin synthase (CMP-forming)","Q9UJA2;A0A494C100"
-0.0610451698303436,23.2722747325897,-1.96375155346393,0.0879316814656601,0.534881560899702,-4.2470933764563,"P27824;D6RAU8;H0Y9Q7;D6RDP7;D6RB85",47,-2.3934352742421,0.0406232989256922,0.405706269011532,0.0610451698303507,"Non-significant",0.391788281484532,"CANX","Calnexin","P27824;D6RAU8;H0Y9Q7;D6RDP7;D6RB85"
-0.060251235961875,23.011528968811,-2.02293130319242,0.0804243905058519,0.517842313790031,-4.17078541911632,"P60842;J3QR64;J3KSZ0;J3QLN6;J3QKZ9;J3KT12;J3QS69;J3QL43;J3KTB5;J3KS25",29,-2.39415793724305,0.0405754155777704,0.405706269011532,0.060251235961875,"Non-significant",0.391788281484532,"EIF4A1","Eukaryotic initiation factor 4A-I","P60842;J3QR64;J3KSZ0;J3QLN6;J3QKZ9;J3KT12;J3QS69;J3QL43;J3KTB5;J3KS25"
0.0708022117614746,25.2233879566193,2.20665528644671,0.0609159287056808,0.49489164086733,-3.93138100831449,"PPIA_HUMAN;P62937;C9J5S7;F8WE65",16,2.3953763860022,0.0404948084957904,0.405706269011532,-0.0708022117614746,"Non-significant",0.391788281484532,"PPIA","Peptidyl-prolyl cis-trans isomerase A","PPIA_HUMAN;P62937;C9J5S7;F8WE65"
-0.0753045082092285,19.2352206707001,-2.32479468671347,0.050943923322405,0.471292291023914,-3.77620859329736,"Q86X29;S4R3V8",12,-2.39634751117747,0.0404306770771737,0.405706269011532,0.0753045082092214,"Non-significant",0.391788281484532,"LSR","Lipolysis-stimulated lipoprotein receptor","Q86X29;S4R3V8"
0.0809082984923997,18.4994518756866,2.03804922893075,0.0786095125767896,0.517449829581272,-4.15121680086518,"Q8WXH0;G3V5X4;A0A0C4DGK3;A0A669KBH2;A0A0A0MRE3",64,2.39531566824733,0.0404988215432735,0.405706269011532,-0.0809082984923997,"Non-significant",0.391788281484532,"SYNE2","Nesprin-2","Q8WXH0;G3V5X4;A0A0C4DGK3;A0A669KBH2;A0A0A0MRE3"
0.0455660820007253,20.6546294689179,1.82938011857583,0.107589853208058,0.5684260453475,-4.41824140195906,"P20700",46,2.39055529297767,0.040814683000709,0.406958052832312,-0.0455660820007253,"Non-significant",0.390450353335728,"LMNB1","Lamin-B1","P20700"
0.0471282005310485,25.7803900241852,1.82687619036234,0.107993565767458,0.5684260453475,-4.42139796152468,"P07099",54,2.38621834122092,0.0411045767594359,0.407868602240972,-0.047128200531052,"Non-significant",0.38947972542162,"EPHX1","Epoxide hydrolase 1","P07099"
0.771771192550677,14.80257999897,2.22953856578113,0.0588421741817362,0.491974867446212,-3.90137417017482,"Q13835",2,2.3865651552551,0.0410813198082197,0.407868602240972,-0.771771192550675,"Non-significant",0.38947972542162,"PKP1","Plakophilin-1","Q13835"
0.11620140075685,21.501455783844,2.80025616692389,0.0249571560144138,0.401530013996914,-3.15285515187019,"Q5TEU4;B3KR61",5,2.38688919612175,0.0410596017951259,0.407868602240972,-0.11620140075685,"Non-significant",0.38947972542162,"NDUFAF5","Arginine-hydroxylase NDUFAF5, mitochondrial","Q5TEU4;B3KR61"
0.0912127494812225,18.6984736919403,2.25346707830177,0.0567492659108552,0.485608509776366,-3.86996692699204,"O00170;E9PMH2;V9GYQ3",12,2.37149856008065,0.0421037970981663,0.408496520399993,-0.0912127494812225,"Non-significant",0.388811638464536,"AIP","AH receptor-interacting protein","O00170;E9PMH2;V9GYQ3"
-0.0595417022704794,18.5814828872681,-2.19554820611021,0.0619486655894018,0.495466973098676,-3.94593447039684,"O14776",16,-2.37560796700776,0.0418224410801214,0.408496520399993,0.0595417022704723,"Non-significant",0.388811638464536,"TCERG1","Transcription elongation regulator 1","O14776"
-0.0774703025818013,19.5919411182403,-2.50171261597956,0.0390044451408376,0.439834056606176,-3.54336195037362,"O96008;K7EKG4",9,-2.37688847051959,0.0417351510578018,0.408496520399993,0.0774703025818013,"Non-significant",0.388811638464536,"TOMM40","Mitochondrial import receptor subunit TOM40 homolog","O96008;K7EKG4"
2.71540021896362,19.0274679660797,2.16806207222827,0.064580048738976,0.49822700455065,-3.98191390794373,"P07951;U3KQK2;Q5TCU3;A7XZE4",2,2.36875435227235,0.042292726452321,0.408496520399993,-2.71540021896362,"Non-significant",0.388811638464536,"TPM2","Tropomyosin beta chain","P07951;U3KQK2;Q5TCU3;A7XZE4"
-0.238843917846651,15.822417974472,-2.49865873455,0.0391842135555476,0.439834056606176,-3.54737870337614,"P34096",3,-2.3673520711941,0.0423895926866779,0.408496520399993,0.238843917846649,"Non-significant",0.388811638464536,"RNASE4","Ribonuclease 4","P34096"
-0.110946655273427,18.4998068809509,-2.18517944372259,0.0629285207432143,0.495466973098676,-3.95951333434307,"P40222",15,-2.37318320371035,0.0419882295965735,0.408496520399993,0.110946655273427,"Non-significant",0.388811638464536,"TXLNA","Alpha-taxilin","P40222"
0.0772266387939524,18.6247410774231,2.23271115264012,0.0585602962697279,0.490283350019108,-3.89721166531174,"Q03519;X5CMH5;A0A087WYD6;A0A0G2JLV0",14,2.37844962436835,0.041628973779102,0.408496520399993,-0.0772266387939524,"Non-significant",0.388811638464536,"TAP2","Antigen peptide transporter 2","Q03519;X5CMH5;A0A087WYD6;A0A0G2JLV0"
0.163123607635498,18.7829492092132,2.21240949473126,0.0603876842979209,0.49489164086733,-3.923838360715,"Q6ZWL3;H0YAC1",10,2.37024322640528,0.042190118560892,0.408496520399993,-0.163123607635498,"Non-significant",0.388811638464536,"CYP4V2","Cytochrome P450 4V2","Q6ZWL3;H0YAC1"
-0.787014722824097,15.6563791036606,-2.22064512870632,0.0596396002772158,0.493030946663561,-3.9130396652567,"Q8IYT2",2,-2.37942434964491,0.0415628165443765,0.408496520399993,0.7870147228241,"Non-significant",0.388811638464536,"CMTR2","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2","Q8IYT2"
-0.0640611648559783,19.2374348640442,-2.11277112270865,0.0702147796938653,0.507940914501179,-4.05411282986192,"Q8WYK0",20,-2.37898857412957,0.0415923809118804,0.408496520399993,0.0640611648559748,"Non-significant",0.388811638464536,"ACOT12","Acetyl-coenzyme A thioesterase","Q8WYK0"
-0.361748456954949,15.4208263158798,-2.79455030354243,0.0251693691809219,0.403554980016776,-3.16026089858479,"Q969S0",1,-2.38248900613582,0.0413554883900342,0.408496520399993,0.361748456954951,"Non-significant",0.388811638464536,"SLC35B4","UDP-xylose and UDP-N-acetylglucosamine transporter","Q969S0"
0.0535926818847727,18.8786401748657,2.04847610666812,0.0773812836333567,0.516042716178294,-4.13770393313614,"Q9BYV7;H0YCN8;V9GYA9",22,2.37469473516379,0.0418848052552365,0.408496520399993,-0.0535926818847763,"Non-significant",0.388811638464536,"BCO2","Beta,beta-carotene 9',10'-oxygenase","Q9BYV7;H0YCN8;V9GYA9"
0.568809509277326,18.0135817527771,2.26740002517463,0.0555651918743685,0.480855745475974,-3.85166702270283,"Q9H4B7",2,2.38080554129235,0.0414692498012028,0.408496520399993,-0.568809509277326,"Non-significant",0.388811638464536,"TUBB1","Tubulin beta-1 chain","Q9H4B7"
0.0479388236999796,24.5833380222321,1.89820864168389,0.0970427875394629,0.55125466304485,-4.33098147547164,"Q9HAW8;P35504;P22310;O60656;P22309;Q9HAW7;Q9HAW9;P35503;P19224;B5MCT4",34,2.38021818416507,0.0415090138743042,0.408496520399993,-0.0479388236999725,"Non-significant",0.388811638464536,"UGT1A6","UDP-glucuronosyltransferase 1-6","Q9HAW8;P35504;P22310;O60656;P22309;Q9HAW7;Q9HAW9;P35503;P19224;B5MCT4"
0.189507961273179,18.9029123783112,4.00491707751308,0.00456349643276734,0.307913794305323,-1.68999182559014,"Q9HBA0",2,2.36680530096176,0.0424274217877306,0.408496520399993,-0.189507961273176,"Non-significant",0.388811638464536,"TRPV4","Transient receptor potential cation channel subfamily V member 4","Q9HBA0"
0.090996265411377,17.7412765026092,2.8844660519395,0.0220333582118282,0.390142394543923,-3.04391115911205,"Q9UGJ0;A0A494C1K7;E9PGP6;A0A494C068",6,2.36777871302699,0.0423600980504718,0.408496520399993,-0.0909962654113734,"Non-significant",0.388811638464536,"PRKAG2","5'-AMP-activated protein kinase subunit gamma-2","Q9UGJ0;A0A494C1K7;E9PGP6;A0A494C068"
-0.119991302490227,17.2420811653137,-2.39136182060781,0.0460676230629661,0.456380535874594,-3.68859803218638,"Q9UJX3;H0YIW2",7,-2.36797726708638,0.0423463785279339,0.408496520399993,0.119991302490227,"Non-significant",0.388811638464536,"ANAPC7","Anaphase-promoting complex subunit 7","Q9UJX3;H0YIW2"
-0.0829901695251749,17.9892718791962,-2.13987606874985,0.0673940154848123,0.502215422114907,-4.01875125386134,"Q9Y520;H7C5N8;A0A2R8Y7F4;A0A2R8YET2;E7EPN9",19,-2.37124490254679,0.0421212254259433,0.408496520399993,0.0829901695251749,"Non-significant",0.388811638464536,"PRRC2C","Protein PRRC2C","Q9Y520;H7C5N8;A0A2R8Y7F4;A0A2R8YET2;E7EPN9"
-0.0504999160766531,18.8016014099121,-2.19713716069772,0.0617998596725851,0.495466973098676,-3.94385296207173,"Q9Y5B9",16,-2.36685250238723,0.0424241547696341,0.408496520399993,0.0504999160766495,"Non-significant",0.388811638464536,"SUPT16H","FACT complex subunit SPT16","Q9Y5B9"
-0.0479073524475488,18.9494431018829,-1.99667612542256,0.0836743488337727,0.525727185734157,-4.20469977619331,"O75694;E9PF10",23,-2.36561145056935,0.0425101363195825,0.408654383777328,0.0479073524475488,"Non-significant",0.388643837892637,"NUP155","Nuclear pore complex protein Nup155","O75694;E9PF10"
-0.104382038116434,19.8091332912445,-2.31945853000033,0.0513567287031007,0.471292291023914,-3.78322831744855,"P61758",9,-2.36227631010425,0.0427420547359252,0.409605818480204,0.104382038116423,"Non-significant",0.387633882803959,"VBP1","Prefoldin subunit 3","P61758"
0.248946666717522,16.3663904666901,2.3188292132959,0.0514056347256176,0.471292291023914,-3.78405613885212,"Q8N8A2;H7C4A0;H7C209;A0A2R8Y7Y4",4,2.3625766035111,0.0427211217663477,0.409605818480204,-0.248946666717526,"Non-significant",0.387633882803959,"ANKRD44","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B","Q8N8A2;H7C4A0;H7C209;A0A2R8Y7Y4"
0.250334262847872,17.4766204357147,2.45258855709254,0.0420012714930691,0.445657891234736,-3.60799823092275,"P29372;A2IDA3",3,2.36035131135078,0.0428764846890007,0.409619997912592,-0.250334262847876,"Non-significant",0.387618848977827,"MPG","DNA-3-methyladenine glycosylase","P29372;A2IDA3"
0.11141872406008,18.0189509391785,2.19718812044723,0.0617950931920546,0.495466973098676,-3.94378620282497,"Q86W92;F5GZP6",13,2.36059968791534,0.0428591161227978,0.409619997912592,-0.111418724060076,"Non-significant",0.387618848977827,"PPFIBP1","Liprin-beta-1","Q86W92;F5GZP6"
-0.040125846862793,19.7124576568603,-1.91253560310267,0.0949762277505852,0.546956556447763,-4.31270617183411,"Q9Y230",24,-2.35872732835906,0.0429902189847902,0.410070788520553,0.0401258468628001,"Non-significant",0.387141166670037,"RUVBL2","RuvB-like 2","Q9Y230"
-0.661573886871349,15.0870068073273,-2.21921762080393,0.059768600642272,0.493030946663561,-3.91491171498172,"Q8IUI8;J3KST8",2,-2.35775084883261,0.0430587496151375,0.410089667895637,0.66157388687135,"Non-significant",0.387121172513143,"CRLF3","Cytokine receptor-like factor 3","Q8IUI8;J3KST8"
-0.479054450988777,15.4242496490479,-2.27865634201665,0.05462673726024,0.479062300957989,-3.83687681518269,"P10114",2,-2.35327124222995,0.043374522453613,0.411319290792975,0.479054450988773,"Non-significant",0.385820921688304,"RAP2A","Ras-related protein Rap-2a","P10114"
0.0549793243408239,21.0843534469605,1.97315286582175,0.086694948302015,0.533756619960484,-4.23500442000774,"Q5R3I4",28,2.35336189851811,0.0433681093245478,0.411319290792975,-0.0549793243408239,"Non-significant",0.385820921688304,"TTC38","Tetratricopeptide repeat protein 38","Q5R3I4"
0.0737943649292276,18.769428730011,2.18758993302595,0.0626993573076393,0.495466973098676,-3.9563572133129,"Q9UNH7;A0A0A0MRI2",15,2.3530791999365,0.0433881108431408,0.411319290792975,-0.0737943649292276,"Non-significant",0.385820921688304,"SNX6","Sorting nexin-6","Q9UNH7;A0A0A0MRI2"
-0.444808721542376,15.5009075403213,-2.47950922007301,0.0403309411884733,0.44030419169762,-3.57257088849446,"Q6QNY1",1,-2.34656729885795,0.0438513757317087,0.411550813058573,0.444808721542376,"Non-significant",0.385576535983757,"BLOC1S2","Biogenesis of lysosome-related organelles complex 1 subunit 2","Q6QNY1"
-0.176641941070574,16.7835004329681,-2.49952194666303,0.0391333143246094,0.439834056606176,-3.54624330180933,"Q8N0X7",4,-2.34996754649557,0.0436088707716979,0.411550813058573,0.176641941070574,"Non-significant",0.385576535983757,"SPART","Spartin","Q8N0X7"
0.151640892028801,19.2829060554505,2.66809419689001,0.0303867619426055,0.41553587380715,-3.32506221811497,"Q92685",4,2.34616644027118,0.0438800526094584,0.411550813058573,-0.151640892028801,"Non-significant",0.385576535983757,"ALG3","Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase","Q92685"
-0.0651640892028773,20.9396994113922,-2.14389165275626,0.0669857943191041,0.502215422114907,-4.01350703021443,"Q99570",17,-2.350662924755,0.0435594401379671,0.411550813058573,0.0651640892028738,"Non-significant",0.385576535983757,"PIK3R4","Phosphoinositide 3-kinase regulatory subunit 4","Q99570"
-0.0956583023071218,19.274049282074,-2.41012694930373,0.0447804814634906,0.453843940799566,-3.66389397739294,"Q9BY67;F5H125;A0A0A0MTJ8;X5DQS5;H0YG94;A0A087X0T8;A0A087X1W8",8,-2.34655999196394,0.0438518982911152,0.411550813058573,0.0956583023071254,"Non-significant",0.385576535983757,"CADM1","Cell adhesion molecule 1","Q9BY67;F5H125;A0A0A0MTJ8;X5DQS5;H0YG94;A0A087X0T8;A0A087X1W8"
-0.063786983489976,20.1292912960052,-2.32928621006549,0.0505990564052007,0.471292291023914,-3.77029946937806,"Q9NR28;A0A024RBT2",12,-2.34860598234147,0.0437058176286079,0.411550813058573,0.063786983489976,"Non-significant",0.385576535983757,"DIABLO","Diablo homolog, mitochondrial","Q9NR28;A0A024RBT2"
-0.106220722198483,18.0358688831329,-2.44019718628114,0.0427936653576697,0.447698753707913,-3.62430856427883,"Q9Y244;A0A1W2PS02",7,-2.34735268609865,0.043795243907745,0.411550813058573,0.106220722198476,"Non-significant",0.385576535983757,"POMP","Proteasome maturation protein","Q9Y244;A0A1W2PS02"
0.586763620376606,16.0281609296799,2.22482800391428,0.0592632061510414,0.492030662559558,-3.90755353999715,"Q9H1U4",2,2.34500447629217,0.0439632827443287,0.411704784605704,-0.586763620376601,"Non-significant",0.385414085842492,"MEGF9","Multiple epidermal growth factor-like domains protein 9","Q9H1U4"
0.0563783645630025,24.3264846801758,1.91290926690057,0.0949229029565721,0.546956556447763,-4.31222904882016,"P07437;P68371;P04350;Q5JP53;Q5ST81",41,2.34122356029436,0.044235186965371,0.412995791031236,-0.0563783645630025,"Non-significant",0.384054374351403,"TUBB4B","Tubulin beta-4B chain","P07437;P68371;P04350;Q5JP53;Q5ST81"
-0.0908446311950755,18.5545995235443,-2.25403419021983,0.0567005796665242,0.485608509776366,-3.86922223365077,"Q9BYD1;E5RJI7",11,-2.34138268117223,0.0442237103688889,0.412995791031236,0.090844631195079,"Non-significant",0.384054374351403,"MRPL13","39S ribosomal protein L13, mitochondrial","Q9BYD1;E5RJI7"
0.0523333549499512,20.6037375926972,2.09928715763055,0.071661280362653,0.512128812384711,-4.07167901326101,"NQO2_HUMAN;P16083;Q5TD07",18,2.33772824851463,0.0444880301456195,0.413476986059287,-0.0523333549499512,"Non-significant",0.383548658071791,"NQO2","Ribosyldihydronicotinamide dehydrogenase [quinone]","NQO2_HUMAN;P16083;Q5TD07"
-0.249210834503174,17.0488708019257,-2.75842289174415,0.0265573596164559,0.405745699038267,-3.20721634166935,"P13984",2,-2.33859461498878,0.0444252262925096,0.413476986059287,0.249210834503174,"Non-significant",0.383548658071791,"GTF2F2","General transcription factor IIF subunit 2","P13984"
-0.122482299804702,16.8148441314697,-2.62861580220588,0.0322358555129861,0.415559292198787,-3.37673829071473,"Q9NY27;F8WCA1",5,-2.33775084152467,0.044486391240121,0.413476986059287,0.122482299804698,"Non-significant",0.383548658071791,"PPP4R2","Serine/threonine-protein phosphatase 4 regulatory subunit 2","Q9NY27;F8WCA1"
0.0791854858398509,20.7462916374207,1.98213284836698,0.0855294825080717,0.529937703007218,-4.22344502475045,"P53396",74,2.33376407652913,0.0447765180536742,0.414731499069415,-0.0791854858398509,"Non-significant",0.382232978495345,"ACLY","ATP-citrate synthase","P53396"
