"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BF_vs_CFM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.781835468812965,15.3163610865105,2.43192877501174,0.0416789303205103,0.216281771782977,-4.05389861321269,"HLAA_HUMAN",2,2.44612041658643,0.0375665187326719,0.193024381985111,-0.781835468812963,"Non-significant",0.714387829371564,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
0.369644947379577,16.0620160890628,3.10104065440124,0.0150135741061541,0.12902754776378,-3.04943062019944,"MOT4_HUMAN",2,2.45084244456615,0.0372793409765899,0.193024381985111,-0.369644947379577,"Non-significant",0.714387829371564,"SLC16A3","Monocarboxylate transporter 4","MOT4_HUMAN"
0.311744149681267,16.7933869122043,2.37428623023869,0.0455653988353055,0.22927914752268,-4.14014174535592,"SEPR_HUMAN",6,2.44586793022781,0.0375819361238291,0.193024381985111,-0.311744149681267,"Non-significant",0.714387829371564,"FAP","Prolyl endopeptidase FAP","SEPR_HUMAN"
0.516812722086669,19.373303891132,2.40044352872421,0.0437584111598659,0.223425299333904,-4.10103600281576,"ENOB_HUMAN",4,2.43686202784458,0.0381360043437608,0.194717951590496,-0.516812722086677,"Non-significant",0.710594007815856,"ENO3","Beta-enolase","ENOB_HUMAN"
-0.289065579891485,16.6049596152153,-3.05122412166981,0.0161779034748992,0.135023271309735,-3.1236795781603,"CAPZB_HUMAN",3,-2.42502489673088,0.0388766635482317,0.195057479536792,0.289065579891485,"Non-significant",0.709837391882431,"CAPZB","F-actin-capping protein subunit beta","CAPZB_HUMAN"
0.572057002514949,16.550508837693,2.31046609236897,0.0502954604350409,0.235573524059252,-4.23530930538206,"K1C17_HUMAN",6,2.42832082681494,0.0386690061318551,0.195057479536792,-0.572057002514949,"Non-significant",0.709837391882431,"KRT17","Keratin, type I cytoskeletal 17","K1C17_HUMAN"
-0.931197925354112,15.6682893111637,-2.3766209533147,0.0454011021315111,0.22927914752268,-4.136653466266,"S10A8_HUMAN",2,-2.43002768072759,0.0385619019418628,0.195057479536792,0.931197925354112,"Non-significant",0.709837391882431,"S100A8","Protein S100-A8","S10A8_HUMAN"
-0.189088188566274,19.8950542071109,-2.02890169096283,0.0777145755488499,0.278656501126665,-4.64902144413738,"DHRS2_HUMAN",12,-2.4213022304178,0.0391125433997151,0.195113147534211,0.189088188566274,"Non-significant",0.709713465053582,"DHRS2","Dehydrogenase/reductase SDR family member 2, mitochondrial","DHRS2_HUMAN"
-0.277687016278819,17.252338584466,-2.16304253273563,0.0631820265785189,0.257474174038284,-4.45341837903817,"NUCL_HUMAN",11,-2.41601192645014,0.0394502077022302,0.195673030203062,0.277687016278815,"Non-significant",0.70846902943217,"NCL","Nucleolin","NUCL_HUMAN"
0.291979565197941,17.2570762829656,2.20661420321181,0.0590648154583859,0.249452306620493,-4.38924876986236,"PDIA6_HUMAN",9,2.40959486821928,0.0398636865324992,0.19660045403528,-0.291979565197941,"Non-significant",0.706415483529371,"PDIA6","Protein disulfide-isomerase A6","PDIA6_HUMAN"
0.691990012886812,18.8600079909779,2.26786827290463,0.053723371258963,0.240370547694742,-4.29860549440537,"CO5_HUMAN",7,2.40137415783282,0.0403996885786813,0.196727638373223,-0.691990012886816,"Non-significant",0.706134621525642,"C5;cRAP-C5","Complement C5","CO5_HUMAN"
0.109688070659864,17.8437224282686,1.54973043535561,0.160571179220174,0.389317831181874,-5.31022806695824,"LAMC1_HUMAN",35,2.39536452944069,0.0407960540405302,0.196727638373223,-0.109688070659871,"Non-significant",0.706134621525642,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.301427379488459,16.980099943746,-2.91485195714969,0.01987431184187,0.155413537646334,-3.32775472067458,"MYL6_HUMAN",3,-2.40260721073166,0.0403188371405068,0.196727638373223,0.301427379488459,"Non-significant",0.706134621525642,"MYL6","Myosin light polypeptide 6","MYL6_HUMAN"
0.977198935007557,13.9907156145944,2.34990832486719,0.0473170360148247,0.230737007083527,-4.17653721129287,"RAB2A_HUMAN",1,2.39709315129477,0.040681648244346,0.196727638373223,-0.977198935007557,"Non-significant",0.706134621525642,"RAB2A;RAB2B","Ras-related protein Rab-2A","RAB2A_HUMAN"
-1.39088509173611,15.3269000506478,-2.29023525403144,0.0518953177433112,0.237750913953007,-4.2653948589007,"GORS2_HUMAN",2,-2.39013002407087,0.0411444443669401,0.197311479063558,1.39088509173611,"Non-significant",0.704847647900661,"GORASP2","Golgi reassembly-stacking protein 2","GORS2_HUMAN"
-0.215906789285327,21.8741375670034,-2.25951267028727,0.0544226432660825,0.241014563035508,-4.31099731971659,"H4_HUMAN",7,-2.37905931264331,0.0418910374604541,0.198696286970897,0.215906789285331,"Non-significant",0.701810248456955,"H4C16","Histone H4","H4_HUMAN"
-0.314210460563189,19.6684087057892,-3.46410695107416,0.00878817891920166,0.103057848172077,-2.51501871457367,"SDC1_HUMAN",2,-2.38068570666168,0.0417805185756603,0.198696286970897,0.314210460563185,"Non-significant",0.701810248456955,"SDC1","Syndecan-1","SDC1_HUMAN"
-0.788264637650283,16.9807257205672,-2.36869229407094,0.0459614880978645,0.22927914752268,-4.14849775916722,"RS25_HUMAN",1,-2.36816335996987,0.0426389735624931,0.201144723110022,0.788264637650279,"Non-significant",0.696491356352773,"RPS25","Small ribosomal subunit protein eS25","RS25_HUMAN"
0.355782472800417,18.7524048082885,3.24318671797498,0.0121504492662777,0.113404193151925,-2.8386681661787,"B4GT5_HUMAN",1,2.3529625149299,0.0437045850495822,0.202864063224799,-0.35578247280041,"Non-significant",0.692794880149826,"B4GALT5","Beta-1,4-galactosyltransferase 5","B4GT5_HUMAN"
0.626868445111608,30.5167644112322,2.19352068047595,0.0602733120919156,0.251525167768186,-4.40856068830395,"cRAP-ALBU_BOVIN",146,2.3564449197361,0.0434581539982905,0.202864063224799,-0.626868445111604,"Non-significant",0.692794880149826,"cRAP-ALB","Serum albumin","cRAP-ALBU_BOVIN"
-0.596630298011569,16.6900417711928,-2.41943125393794,0.0424921280591882,0.218243592635357,-4.07261711260122,"LGUL_HUMAN",2,-2.35358940592857,0.0436601213984509,0.202864063224799,0.596630298011569,"Non-significant",0.692794880149826,"GLO1","Lactoylglutathione lyase","LGUL_HUMAN"
-0.415765012451658,16.2369741000941,-2.35275272641471,0.0471092162221563,0.230737007083527,-4.17229324443793,"TSN_HUMAN",4,-2.3424016351529,0.0444604159014826,0.205274686183441,0.415765012451654,"Non-significant",0.687664603131456,"TSN","Translin","TSN_HUMAN"
0.426882408102728,15.9165904903931,2.33732883173218,0.0482472248754488,0.232658839954942,-4.19529761759935,"COR1A_HUMAN",4,2.3357821015664,0.0449407504389318,0.205308270426278,-0.42688240810272,"Non-significant",0.687593555606757,"CORO1A","Coronin-1A","COR1A_HUMAN"
-0.547913556287593,15.4790158874249,-2.49793190441982,0.0376382474917798,0.205471690709842,-3.95488735443388,"FSCN1_HUMAN",1,-2.33626663443282,0.0449054177044924,0.205308270426278,0.547913556287591,"Non-significant",0.687593555606757,"FSCN1","Fascin","FSCN1_HUMAN"
0.185964228258776,18.9896776380596,2.66873745203213,0.0289334747665607,0.188828993213343,-3.69792025087177,"LDHB_HUMAN",5,2.33248348369229,0.0451820216321276,0.205329815584748,-0.185964228258765,"Non-significant",0.687547982905332,"LDHB","L-lactate dehydrogenase B chain","LDHB_HUMAN"
-0.225841987712599,19.9142223545363,-2.13665045047222,0.0658125402302425,0.262042591375461,-4.49214827602781,"HGFA_HUMAN",8,-2.31993882797301,0.0461113294456974,0.207381523102929,0.225841987712599,"Non-significant",0.683229940193372,"HGFAC","Hepatocyte growth factor activator","HGFA_HUMAN"
0.553510807448589,16.3751045170392,2.32022952275068,0.0495411242128061,0.234981944353638,-4.2207749508739,"HYAL1_HUMAN",3,2.32024755927851,0.0460882335125739,0.207381523102929,-0.553510807448593,"Non-significant",0.683229940193372,"HYAL1","Hyaluronidase-1","HYAL1_HUMAN"
-0.107642845275496,20.560005304731,-1.60531427333577,0.147866284158118,0.374461601246044,-5.23754550643036,"1433E_HUMAN",14,-2.31467537574332,0.0465068474058604,0.208082183238592,0.107642845275493,"Non-significant",0.681765104086411,"YWHAE","14-3-3 protein epsilon","1433E_HUMAN"
0.909452210855143,16.2216965446491,2.21624975301186,0.058190862558693,0.248816101975101,-4.37502208548805,"cRAP-CASA2_BOVIN",3,2.30099194345931,0.0475508172974193,0.209513245757157,-0.909452210855147,"Non-significant",0.678788515049021,"cRAP-CSN1S2","Alpha-S2-casein","cRAP-CASA2_BOVIN"
-0.167021845136489,20.0383464072344,-1.86141084906994,0.10047413973525,0.320144869059654,-4.887970836351,"IDHC_HUMAN",15,-2.30361214090864,0.0473491366100466,0.209513245757157,0.167021845136482,"Non-significant",0.678788515049021,"IDH1","Isocitrate dehydrogenase [NADP] cytoplasmic","IDHC_HUMAN"
-0.432281383791711,16.6684720164,-2.68482807757975,0.0282277635451158,0.188474605824312,-3.67368984352417,"RD23B_HUMAN",1,-2.302889406651,0.0474046821679346,0.209513245757157,0.432281383791707,"Non-significant",0.678788515049021,"RAD23B","UV excision repair protein RAD23 homolog B","RD23B_HUMAN"
-0.577849259272238,15.1266953932708,-2.36441244715911,0.046266868352716,0.229410943868714,-4.1548890818,"GSH1_HUMAN",2,-2.29680161718546,0.0478751155033794,0.209876768974411,0.577849259272238,"Non-significant",0.678035630329356,"GCLC","Glutamate--cysteine ligase catalytic subunit","GSH1_HUMAN"
-0.0847458114635984,26.6704664848764,-1.31699618161675,0.225033762891842,0.460682325920091,-5.59897959899235,"TRFE_HUMAN",84,-2.28131006895628,0.0490930770225074,0.214134627414756,0.0847458114636055,"Non-significant",0.669313097865962,"TF","Serotransferrin","TRFE_HUMAN"
0.454392562532199,17.3186935928278,2.16577917121778,0.062915277182643,0.257474174038284,-4.44939622661534,"MDHC_HUMAN",6,2.26913404233711,0.0500717383166142,0.215813380587828,-0.454392562532199,"Non-significant",0.665921632242044,"MDH1","Malate dehydrogenase, cytoplasmic","MDHC_HUMAN"
0.208350187633048,19.4711758325142,2.4554688916664,0.0401896889292351,0.211422121155006,-4.01861396144633,"TETN_HUMAN",5,2.26726257983939,0.0502238512427894,0.215813380587828,-0.208350187633044,"Non-significant",0.665921632242044,"CLEC3B","Tetranectin","TETN_HUMAN"
-0.153570700477378,22.6614607578087,-1.81057556481115,0.108562305708788,0.324604169953009,-4.95905657788042,"VTNC_HUMAN",14,-2.27268731276705,0.0497841735763607,0.215813380587828,0.153570700477381,"Non-significant",0.665921632242044,"VTN","Vitronectin","VTNC_HUMAN"
-0.468764112822338,15.751070476659,-2.30809938817152,0.0504800408698397,0.235573524059252,-4.23883106015569,"CAND1_HUMAN",3,-2.26170761956735,0.0506780407968035,0.216437333439804,0.468764112822338,"Non-significant",0.664667825319351,"CAND1","Cullin-associated NEDD8-dissociated protein 1","CAND1_HUMAN"
0.683180032820474,15.0956561117507,2.26088046005927,0.0543075561626973,0.241014563035508,-4.30896937135184,"PKHL1_HUMAN",2,2.25940173299315,0.0508677603936868,0.216437333439804,-0.683180032820475,"Non-significant",0.664667825319351,"PKHD1L1","Fibrocystin-L","PKHL1_HUMAN"
-0.153557442802214,19.3633247734134,-1.80060506304295,0.11021949668289,0.326582952699605,-4.9729099007596,"1433Z_HUMAN",14,-2.25525720976295,0.051210512133419,0.216832802594184,0.153557442802214,"Non-significant",0.663875016838349,"YWHAZ","14-3-3 protein zeta/delta","1433Z_HUMAN"
-0.376830284463423,16.0848070859152,-2.20681177531823,0.0590467653538734,0.249452306620493,-4.38895718514114,"ITB1_HUMAN",5,-2.25178059292669,0.0514997770339965,0.21699906051218,0.376830284463423,"Non-significant",0.663542146406122,"ITGB1","Integrin beta-1","ITB1_HUMAN"
0.839150896611145,17.3966046973536,2.21684275333341,0.0581374982087092,0.248816101975101,-4.37414612588176,"ASM_HUMAN",1,2.24445751210879,0.0521143381317702,0.218527756030805,-0.839150896611137,"Non-significant",0.660493393817334,"SMPD1","Sphingomyelin phosphodiesterase","ASM_HUMAN"
0.137352767597193,19.180616359137,1.83102952207638,0.105236269291377,0.323594488656313,-4.93054442418938,"ISM2_HUMAN",10,2.23516023707974,0.052904952624456,0.220776436913595,-0.137352767597203,"Non-significant",0.656047279966729,"ISM2","Isthmin-2","ISM2_HUMAN"
0.698633915400244,17.34165208658,2.24575028207351,0.0555942351455939,0.244953279727795,-4.33138960753565,"CBPA1_HUMAN",1,2.22769883906643,0.0535479457286605,0.22239051144726,-0.698633915400244,"Non-significant",0.652883746379571,"CPA1;CPB1","Carboxypeptidase A1","CBPA1_HUMAN"
-0.249440525137672,17.1181693960309,-2.28637782502771,0.0522060917870095,0.237750913953007,-4.27112635558247,"LKHA4_HUMAN",5,-2.21921163058788,0.054288650403013,0.224393088332454,0.249440525137665,"Non-significant",0.648990524177481,"LTA4H","Leukotriene A-4 hydrolase","LKHA4_HUMAN"
-0.325896043238309,16.948724458246,-2.28164340181707,0.0525900639158726,0.237750913953007,-4.2781586934775,"1433T_HUMAN",4,-2.20419572333794,0.0556237806132316,0.224564844522256,0.325896043238309,"Non-significant",0.648658231266969,"YWHAQ","14-3-3 protein theta","1433T_HUMAN"
-0.105036563632794,18.520834336482,-1.49489213135546,0.17406617599029,0.404474517153078,-5.38062876411345,"CA2D1_HUMAN",20,-2.21347659656692,0.0547948347415286,0.224564844522256,0.105036563632794,"Non-significant",0.648658231266969,"CACNA2D1","Voltage-dependent calcium channel subunit alpha-2/delta-1","CA2D1_HUMAN"
-0.415822674253818,16.7382732378703,-2.46161635898746,0.0398097234366483,0.210700243554944,-4.00939402707047,"DSG2_HUMAN",2,-2.20666323396038,0.055402198964486,0.224564844522256,0.415822674253818,"Non-significant",0.648658231266969,"DSG2","Desmoglein-2","DSG2_HUMAN"
0.457255611674022,17.3361533296543,2.1815457755979,0.0613999984341002,0.253786660194281,-4.42620154919256,"OIT3_HUMAN",4,2.20965897749843,0.055134342167627,0.224564844522256,-0.457255611674022,"Non-significant",0.648658231266969,"OIT3","Oncoprotein-induced transcript 3 protein","OIT3_HUMAN"
-0.200761416071934,17.9632407714496,-2.2051165920839,0.0592018147048635,0.249452306620493,-4.39145882993283,"VASN_HUMAN",6,-2.20736536745078,0.0553393055170536,0.224564844522256,0.200761416071938,"Non-significant",0.648658231266969,"VASN","Vasorin","VASN_HUMAN"
-1.16673012058651,16.1048841368669,-2.09598792563634,0.0700779076503132,0.271525879419135,-4.55159638173837,"GBB1_HUMAN",1,-2.17345268277236,0.0584581397136218,0.23249880851422,1.16673012058651,"Non-significant",0.633579268395643,"GNB1;GNB2;GNB4","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1","GBB1_HUMAN"
0.261271504792145,18.930932014308,3.7683434192585,0.00568547633908775,0.0825226725278843,-2.07885447724581,"LCAT_HUMAN",2,2.17931975746608,0.0579065572481311,0.23249880851422,-0.261271504792145,"Non-significant",0.633579268395643,"LCAT","Phosphatidylcholine-sterol acyltransferase","LCAT_HUMAN"
-0.0905079815983569,19.9457250555419,-1.34134344142946,0.21736922489314,0.449650638044026,-5.57007416117849,"PGK1_HUMAN",29,-2.17131465058088,0.0586604136689102,0.23249880851422,0.0905079815983498,"Non-significant",0.633579268395643,"PGK1","Phosphoglycerate kinase 1","PGK1_HUMAN"
0.141886652464891,20.113449857352,1.713270266231,0.125789172323273,0.345522156887978,-5.09290885437527,"SPRC_HUMAN",14,2.17210420925467,0.0585856361476562,0.23249880851422,-0.141886652464891,"Non-significant",0.633579268395643,"SPARC","SPARC","SPRC_HUMAN"
0.134064924485248,21.8860537155497,1.66817022898545,0.134612383453276,0.357319721215425,-5.15386109211992,"PEDF_HUMAN",15,2.16393796311901,0.0593635533983026,0.234216201589667,-0.134064924485251,"Non-significant",0.630383066489861,"SERPINF1","Pigment epithelium-derived factor","PEDF_HUMAN"
0.330054921096362,17.4825251998033,2.04187489155009,0.0761770034510622,0.277822012586227,-4.6302491737802,"CO2_HUMAN",7,2.15866411110564,0.0598712779655532,0.235150539701811,-0.330054921096366,"Non-significant",0.628654020153074,"C2","Complement C2","CO2_HUMAN"
0.390720102324538,16.055131086142,2.42910956617687,0.0418609880870277,0.216281771782977,-4.05812205617943,"CSPG4_HUMAN",2,2.14636680272073,0.0610716356736766,0.237475612186061,-0.390720102324536,"Non-significant",0.624380984089022,"CSPG4","Chondroitin sulfate proteoglycan 4","CSPG4_HUMAN"
0.339795885407106,16.2331207802565,2.80712375743015,0.0234114350726285,0.167943187132575,-3.48960030093511,"IBP4_HUMAN",1,2.14070268490844,0.0616323591911393,0.237475612186061,-0.339795885407099,"Non-significant",0.624380984089022,"IGFBP4","Insulin-like growth factor-binding protein 4","IBP4_HUMAN"
-0.200006961034102,18.1337968424613,-1.96395436909149,0.0858770897060078,0.293251421134829,-4.74246600258235,"PSA6_HUMAN",8,-2.13657365610666,0.0620442647199867,0.237475612186061,0.200006961034102,"Non-significant",0.624380984089022,"PSMA6","Proteasome subunit alpha type-6","PSA6_HUMAN"
0.256630398094902,17.971727634431,2.07818863823789,0.0720293476642799,0.272936645695697,-4.57752787485918,"PTK7_HUMAN",6,2.13324385790855,0.0623783866110852,0.237475612186061,-0.256630398094902,"Non-significant",0.624380984089022,"PTK7","Inactive tyrosine-protein kinase 7","PTK7_HUMAN"
-0.805388761399328,15.3349282201081,-2.10773079977133,0.0688189638548838,0.269075948765942,-4.53445745185802,"RL23_HUMAN",1,-2.13571597318621,0.0621301606302162,0.237475612186061,0.805388761399326,"Non-significant",0.624380984089022,"RPL23","Large ribosomal subunit protein uL14","RL23_HUMAN"
-0.455550360683411,16.4140456582908,-2.2909603948448,0.0518371035223208,0.237750913953007,-4.26431724034717,"RS24_HUMAN",2,-2.14005710237288,0.0616965858364916,0.237475612186061,0.455550360683411,"Non-significant",0.624380984089022,"RPS24","Small ribosomal subunit protein eS24","RS24_HUMAN"
0.281792436236188,18.2335115461563,2.14778562637513,0.0646897679210614,0.261257391436557,-4.47582098031876,"STC2_HUMAN",5,2.13840369111876,0.0618613743491059,0.237475612186061,-0.281792436236188,"Non-significant",0.624380984089022,"STC2","Stanniocalcin-2","STC2_HUMAN"
0.600044646915078,16.2608731424135,2.14455695252157,0.0650133600809864,0.261257391436557,-4.48055716137423,"KIT_HUMAN",1,2.09696404309683,0.0661337820579591,0.250673025442395,-0.600044646915073,"Non-significant",0.600892397321435,"KIT","Mast/stem cell growth factor receptor Kit","KIT_HUMAN"
-0.248119940591614,17.4554343194531,-2.63988992263085,0.0302443844417021,0.191251553656643,-3.74135838678931,"CATL1_HUMAN",3,-2.090807247737,0.0667924411932133,0.250977657816923,0.248119940591614,"Non-significant",0.600364937956008,"CTSL","Procathepsin L","CATL1_HUMAN"
-0.821031694039121,15.1957029047412,-2.05811586459818,0.0742939255997058,0.27441330817253,-4.60670135354396,"CNTN4_HUMAN",1,-2.09282793583843,0.0665755701386305,0.250977657816923,0.821031694039121,"Non-significant",0.600364937956008,"CNTN4","Contactin-4","CNTN4_HUMAN"
-0.547168756610901,15.7920447075414,-2.13251977276921,0.0662339066906439,0.262516123321822,-4.49819992772087,"LYAG_HUMAN",2,-2.0870271191934,0.0671999797039323,0.251420613719885,0.547168756610908,"Non-significant",0.599599117828314,"GAA","Lysosomal alpha-glucosidase","LYAG_HUMAN"
-0.24925157449675,19.8628317822701,-2.60874991690351,0.0317279766413567,0.191251553656643,-3.78823931527816,"FKB1A_HUMAN",3,-2.08102636231787,0.0678518641799111,0.252770034798982,0.249251574496746,"Non-significant",0.597274411769365,"FKBP1A","Peptidyl-prolyl cis-trans isomerase FKBP1A","FKB1A_HUMAN"
0.651827534333208,15.0509252220269,2.06790824761853,0.073180596267127,0.273796368792527,-4.59247872954562,"4F2_HUMAN",2,2.07585609270565,0.0684184231932236,0.253738799839768,-0.651827534333208,"Non-significant",0.595613118635922,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
0.960476906156057,18.8785326872541,1.97388417426996,0.0845773881072133,0.292341674642139,-4.72823951131179,"RL40_HUMAN",4,2.07333295191731,0.0686965644727481,0.253738799839768,-0.960476906156057,"Non-significant",0.595613118635922,"RPS27A;UBA52;UBB;UBC;cRAP-RPS27A","Polyubiquitin-B","RL40_HUMAN"
-0.494893327162192,20.1534052575506,-2.00866361792477,0.0801737026105942,0.284043974963248,-4.67823709040102,"H2A1B_HUMAN",4,-2.05918484273533,0.0702765120075623,0.257841531498356,0.494893327162192,"Non-significant",0.588647127914161,"H2AC12;H2AC14;H2AC17;H2AC25;H2AC6;H2AC7;H2AC8;H2AJ","Histone H2A type 1-B/E","H2A1B_HUMAN"
-0.413136264402088,15.9712020565599,-2.32391843647485,0.0492590733593807,0.234981944353638,-4.2152809844033,"LZIC_HUMAN",1,-2.05807932248428,0.0704014319874542,0.257841531498356,0.413136264402088,"Non-significant",0.588647127914161,"LZIC","Protein LZIC","LZIC_HUMAN"
0.107499682648282,21.8422942466414,1.41471513869075,0.19562202449337,0.42770760015175,-5.48103506877774,"FIBA_HUMAN",45,2.05052682041723,0.0712605766437732,0.259891514818467,-0.107499682648285,"Non-significant",0.585207899520433,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
0.75854704254342,16.4317464494659,1.95924796041785,0.0864998315294123,0.293288491279414,-4.74920096807643,"EFTU_HUMAN",4,2.04778969261694,0.0715744264943138,0.259943942247131,-0.758547042543416,"Non-significant",0.585120298943224,"TUFM","Elongation factor Tu, mitochondrial","EFTU_HUMAN"
0.29908710544392,17.3746991412863,2.02642958042458,0.0780109790020502,0.278656501126665,-4.65259472812834,"B4GT1_HUMAN",5,2.04279654286234,0.0721503893305642,0.260881916046285,-0.299087105443917,"Non-significant",0.583556024516141,"B4GALT1","Beta-1,4-galactosyltransferase 1","B4GT1_HUMAN"
-0.225343128621414,17.7248079717762,-2.10934381947595,0.0686477777366618,0.269075948765942,-4.53210134397842,"CALU_HUMAN",5,-2.0403536132917,0.0724338038792104,0.260881916046285,0.225343128621414,"Non-significant",0.583556024516141,"CALU","Calumenin","CALU_HUMAN"
-0.384659711343389,17.0421907917666,-2.36093489244706,0.0465165047475733,0.229410943868714,-4.16008116102413,"SEM4B_HUMAN",1,-2.03328919016976,0.0732594109486055,0.262765159931362,0.384659711343389,"Non-significant",0.580432218460107,"SEMA4B","Semaphorin-4B","SEM4B_HUMAN"
-0.188603617945532,17.4997263887707,-1.81993810882342,0.107027667860903,0.323693434506146,-4.9460208225478,"NPM_HUMAN",9,-2.02750354000487,0.0739422954290464,0.26412309642968,0.188603617945539,"Non-significant",0.578193619946502,"NPM1","Nucleophosmin","NPM_HUMAN"
0.357618163761082,16.6440750808865,2.0340155818616,0.0771049034035042,0.278656501126665,-4.64162567698182,"GSHR_HUMAN",4,2.02385781331086,0.0743757369989937,0.264582539816092,-0.357618163761078,"Non-significant",0.577438818922972,"GSR","Glutathione reductase, mitochondrial","GSHR_HUMAN"
-0.301426215404064,16.1496933951611,-2.55036782278813,0.0347132541249765,0.200874030536531,-3.87608224240694,"IF6_HUMAN",2,-2.00799248994606,0.076290507880038,0.270286370774992,0.301426215404064,"Non-significant",0.568175853104259,"EIF6","Eukaryotic translation initiation factor 6","IF6_HUMAN"
0.117081603618487,19.8777399655628,1.51238634234093,0.169654256128234,0.399860822004563,-5.35831639643593,"ALDOA_HUMAN",15,2.0010282239445,0.0771458522436702,0.27112062519857,-0.117081603618484,"Non-significant",0.566837442695405,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN"
-0.276039308495644,18.3082145146946,-2.30128720531292,0.0510151197425322,0.236797454205978,-4.24896466138387,"VCAM1_HUMAN",3,-2.00098908716952,0.0771506848203305,0.27112062519857,0.276039308495633,"Non-significant",0.566837442695405,"VCAM1","Vascular cell adhesion protein 1","VCAM1_HUMAN"
0.171118512494132,20.3556312109963,1.99882271403367,0.0813966448982589,0.287204421836133,-4.69241218002868,"CO7_HUMAN",6,1.98693747734525,0.0789046064139173,0.276166122448711,-0.171118512494129,"Non-significant",0.558829597792025,"C7","Complement component C7","CO7_HUMAN"
-0.676869421372841,15.7285997355368,-1.95177392152176,0.0874977541797172,0.295517706723714,-4.759885839068,"GGCT_HUMAN",2,-1.97694250215171,0.080175296327502,0.277414225339221,0.676869421372846,"Non-significant",0.556871272794365,"GGCT","Gamma-glutamylcyclotransferase","GGCT_HUMAN"
0.900459155093017,16.3162084297215,1.91586102749669,0.0924496344054954,0.303963191908977,-4.81103954194379,"GSTP1_HUMAN",2,1.97977226010244,0.0798135723865865,0.277414225339221,-0.900459155093017,"Non-significant",0.556871272794365,"GSTP1;cRAP-GSTP1","Glutathione S-transferase P","GSTP1_HUMAN"
-0.10823462686449,20.4909615296277,-1.40612748758036,0.19806506887085,0.43087839543834,-5.49160160770466,"K2C8_HUMAN",26,-1.97659353762866,0.0802200121660649,0.277414225339221,0.108234626864487,"Non-significant",0.556871272794365,"KRT8","Keratin, type II cytoskeletal 8","K2C8_HUMAN"
0.403808123383877,15.787047404185,2.19493385979202,0.0601417083253327,0.251525167768186,-4.40647751139783,"TCPE_HUMAN",1,1.96354421279484,0.0819093120049387,0.282132074683678,-0.403808123383874,"Non-significant",0.549547537501919,"CCT5","T-complex protein 1 subunit epsilon","TCPE_HUMAN"
-0.0870426802631634,24.0356879613872,-1.27197498370876,0.239816125919979,0.477118397422765,-5.65154557767942,"ANGT_HUMAN",21,-1.9483923178815,0.0839133134029113,0.284591057596711,0.0870426802631634,"Non-significant",0.545778750412726,"AGT","Angiotensinogen","ANGT_HUMAN"
0.123446860751706,17.5511253883535,1.52256719921962,0.167133185677265,0.39964629522828,-5.3452677213659,"MRC2_HUMAN",14,1.94864765195494,0.0838791596184624,0.284591057596711,-0.123446860751706,"Non-significant",0.545778750412726,"MRC2","C-type mannose receptor 2","MRC2_HUMAN"
-0.495058194096369,16.3007197957205,-2.04512670370741,0.0757962756083903,0.277822012586227,-4.62553850911035,"NDKA_HUMAN",1,-1.95170000296083,0.0834718957570389,0.284591057596711,0.49505819409638,"Non-significant",0.545778750412726,"NME1","Nucleoside diphosphate kinase A","NDKA_HUMAN"
0.424031893517157,16.6232383573529,2.07274822656198,0.0726363653867581,0.272936645695697,-4.5854423645698,"PCDGK_HUMAN",2,1.94823255798296,0.0839346897981084,0.284591057596711,-0.424031893517157,"Non-significant",0.545778750412726,"PCDHGC3","Protocadherin gamma-C3","PCDGK_HUMAN"
0.376415102664495,16.2202332299172,2.1377527276305,0.0657005451538064,0.262042591375461,-4.49053291577608,"DDX17_HUMAN",2,1.93840306548253,0.0852599087948397,0.285735910555679,-0.376415102664495,"Non-significant",0.544035175171632,"DDX17","Probable ATP-dependent RNA helicase DDX17","DDX17_HUMAN"
-0.0997133396897318,19.3962780754057,-1.35579650844983,0.212926621493037,0.447616186224514,-5.55276106768417,"HSP7C_HUMAN",21,-1.93969044911172,0.0850852185079317,0.285735910555679,0.0997133396897318,"Non-significant",0.544035175171632,"HSPA8","Heat shock cognate 71 kDa protein","HSP7C_HUMAN"
-1.03960787700456,17.2135435344311,-1.87039862957542,0.099105180743659,0.318604803279615,-4.87532672606574,"NONO_HUMAN",1,-1.93940413681448,0.0851240399636612,0.285735910555679,1.03960787700457,"Non-significant",0.544035175171632,"NONO","Non-POU domain-containing octamer-binding protein","NONO_HUMAN"
0.531266669681706,15.666704932139,1.96187983947396,0.0861510511398403,0.293251421134829,-4.74543532974356,"PHB1_HUMAN",2,1.93459587570435,0.0857785166214997,0.286368278567161,-0.531266669681711,"Non-significant",0.54307509113454,"PHB1","Prohibitin 1","PHB1_HUMAN"
