"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_CTRL.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc"
-0.582700729370128,19.13,-2.2201983720645,0.0578994064888108,0.211881608388806,-4.9178740280822,"HS90B_HUMAN",11,-2.30023413867982,0.0504523893004984,0.199877338037294,0.58,"Non-significant",0.699,"HSP90AB1","Heat shock protein HSP 90-beta"
1.64515423774718,13.84,2.29235374620761,0.051786215934499,0.206621242493348,-4.8079826115221,"NID1_HUMAN",2,2.30183629025459,0.0503263665339051,0.199877338037294,-1.65,"Non-significant",0.699,"NID1","Nidogen-1"
-0.738921165466351,17.16,-2.34955765653667,0.0474017064246433,0.200595403097013,-4.72039529757018,"GDIR1_HUMAN",2,-2.29337439226225,0.0509955358447317,0.201173067251886,0.74,"Non-significant",0.696,"ARHGDIA","Rho GDP-dissociation inhibitor 1"
-0.713861942291253,18.06,-2.2261941857508,0.0573651489182342,0.211881608388806,-4.90877025803809,"CAH2_HUMAN",11,-2.28771055774516,0.0514483836079087,0.201248722634056,0.71,"Non-significant",0.696,"CA2","Carbonic anhydrase 2"
-0.486712455749505,17.13,-2.30846615224878,0.0505116780765646,0.206621242493348,-4.78335078068659,"FUCO_HUMAN",3,-2.27854648540289,0.0521895939393916,0.201248722634056,0.49,"Non-significant",0.696,"FUCA1","Tissue alpha-L-fucosidase"
-1.20288252830505,15.27,-2.25400389667754,0.0549505836113011,0.207230804302102,-4.86647743228687,"NQO2_HUMAN",6,-2.28666653749227,0.0515322940054504,0.201248722634056,1.2,"Non-significant",0.696,"NQO2","Ribosyldihydronicotinamide dehydrogenase [quinone]"
-0.574388504028295,17.05,-2.20753919701831,0.0590436927336514,0.213824529783396,-4.93707746681799,"PEPD_HUMAN",9,-2.28225559703226,0.0518883197696372,0.201248722634056,0.57,"Non-significant",0.696,"PEPD","Xaa-Pro dipeptidase"
-0.763293743133527,17.68,-2.25526575865661,0.0548434564305104,0.207230804302102,-4.86455582804102,"PSA2_HUMAN",4,-2.28023678815713,0.0520520828885823,0.201248722634056,0.76,"Non-significant",0.696,"PSMA2","Proteasome subunit alpha type-2"
-0.576520681381229,15.69,-2.47347158524988,0.039142153971125,0.193603215987509,-4.52955085307828,"SUMO2_HUMAN;SUMO3_HUMAN;SUMO4_HUMAN",1,-2.27440725400151,0.052527862083862,0.201248722634056,0.58,"Non-significant",0.696,"SUMO2;SUMO3;SUMO4","Small ubiquitin-related modifier 3"
-2.42635226249697,15.82,-2.25888502416881,0.0545373483428213,0.207230804302102,-4.85904308733522,"UB2V1_HUMAN",2,-2.27697870153488,0.0523174611174786,0.201248722634056,2.43,"Non-significant",0.696,"UBE2V1","Ubiquitin-conjugating enzyme E2 variant 1"
-1.12557148933408,13.85,-2.28676981120926,0.0522353867247053,0.206941042726386,-4.81651158290259,"MPI_HUMAN",1,-2.25988820483822,0.0537317381907968,0.204180605125028,1.13,"Non-significant",0.69,"MPI","Mannose-6-phosphate isomerase"
-1.17939925193785,13.91,-2.28387315363998,0.0524699253162744,0.206989408768862,-4.82093442653813,"SERB_HUMAN",1,-2.26166841203187,0.0535826648995158,0.204180605125028,1.18,"Non-significant",0.69,"PSPH","Phosphoserine phosphatase"
-1.16157293319703,15.03,-2.27801794462582,0.0529472319922794,0.207230804302102,-4.8298713506522,"DSG2_HUMAN",1,-2.25468808354327,0.0541695582194578,0.205007555700468,1.16,"Non-significant",0.688,"DSG2","Desmoglein-2"
-0.592589378356934,17.92,-2.22005583457477,0.0579121672957091,0.211881608388806,-4.91809038566001,"ADK_HUMAN",4,-2.24451024860581,0.0550367579242501,0.205413568286029,0.59,"Non-significant",0.687,"ADK","Adenosine kinase"
-0.84438395500182,14.67,-2.26992512571015,0.0536140916390014,0.207230804302102,-4.84221628084798,"FUCO2_HUMAN",2,-2.2375088176357,0.055641302919701,0.205413568286029,0.84,"Non-significant",0.687,"FUCA2","Plasma alpha-L-fucosidase"
0.307106971740701,19.84,2.02411558296841,0.0783575396403264,0.235252850329443,-5.21218924443418,"HEP2_HUMAN",15,2.23704643631347,0.0556814588699413,0.205413568286029,-0.31,"Non-significant",0.687,"SERPIND1","Heparin cofactor 2"
-0.446668624877976,15.17,-2.45515189513985,0.0402649258145587,0.194231326079555,-4.55784594834646,"IMB1_HUMAN",2,-2.2488652591212,0.0546640151298605,0.205413568286029,0.45,"Non-significant",0.687,"KPNB1","Importin subunit beta-1"
-0.599024295806871,18.59,-2.16622230124012,0.0629367017080775,0.221375386895323,-4.99957864915082,"PARK7_HUMAN",11,-2.23878634645573,0.0555305040292264,0.205413568286029,0.6,"Non-significant",0.687,"PARK7","Parkinson disease protein 7"
-0.905570983886697,17.35,-2.20522438596176,0.0592553476735943,0.213824529783396,-4.94058630140599,"THIC_HUMAN",5,-2.23735061229902,0.05565503917908,0.205413568286029,0.91,"Non-significant",0.687,"ACAT2","Acetyl-CoA acetyltransferase, cytosolic"
-0.743131637573249,17.21,-2.18499902016263,0.0611369539002858,0.2189173233891,-4.97120866512745,"WDR1_HUMAN",8,-2.23543876390676,0.0558213026598983,0.205413568286029,0.74,"Non-significant",0.687,"WDR1","WD repeat-containing protein 1"
-1.89656257629397,17.12,-2.22534187670542,0.0574407941840501,0.211881608388806,-4.91006468877655,"TKTL2_HUMAN",1,-2.23278446115663,0.0560529507979121,0.205453925956127,1.9,"Non-significant",0.687,"TKTL2","Transketolase-like protein 2"
-0.951551437377905,19.95,-2.17596669437306,0.0619962545121214,0.220299667751088,-4.98486297257943,"K1C14_HUMAN",18,-2.22423000207126,0.0568060281540289,0.20739769494667,0.95,"Non-significant",0.683,"KRT14","Keratin, type I cytoskeletal 14"
-0.4461326599121,16.03,-2.57507381522638,0.0334679590738196,0.193603215987509,-4.37224806540183,"RAB5A_HUMAN;RAB5B_HUMAN;RAB5C_HUMAN",1,-2.21751777934907,0.0574039413091966,0.208761989683055,0.45,"Non-significant",0.68,"RAB5A;RAB5B;RAB5C","Ras-related protein Rab-5A"
-0.545851707458482,18.38,-2.14436520199469,0.0650977428331774,0.224590539360839,-5.03252793819154,"AL9A1_HUMAN",6,-2.20018004870416,0.0589773465895219,0.210734439326309,0.55,"Non-significant",0.676,"ALDH9A1","4-trimethylaminobutyraldehyde dehydrogenase"
-0.467953205108678,16.93,-2.50662007551554,0.0371906438195711,0.193603215987509,-4.47829442529741,"CBPA1_HUMAN;CBPB1_HUMAN",1,-2.20092746907743,0.0589086461541171,0.210734439326309,0.47,"Non-significant",0.676,"CPA1;CPB1","Carboxypeptidase A1"
-0.633602857589722,16.65,-2.14400792613706,0.0651336687727459,0.224590539360839,-5.03306583773173,"GATM_HUMAN",7,-2.19748440231236,0.0592257803593898,0.210734439326309,0.63,"Non-significant",0.676,"GATM","Glycine amidinotransferase, mitochondrial"
-1.35832262039188,15.48,-2.16544496713784,0.063012328171064,0.221375386895323,-5.00075187116978,"K1C17_HUMAN",13,-2.19946900527327,0.0590427769127534,0.210734439326309,1.36,"Non-significant",0.676,"KRT17","Keratin, type I cytoskeletal 17"
-0.547186851501454,17.89,-2.15330203411884,0.0642054319637529,0.224590539360839,-5.01906574077059,"PSA4_HUMAN",5,-2.19663335310372,0.0593044286825918,0.210734439326309,0.55,"Non-significant",0.676,"PSMA4","Proteasome subunit alpha type-4"
-0.733817815780677,15.75,-2.14506804154024,0.0650271257110896,0.224590539360839,-5.03146970679513,"THTM_HUMAN",9,-2.1967682658431,0.0592919540591553,0.210734439326309,0.73,"Non-significant",0.676,"MPST","3-mercaptopyruvate sulfurtransferase"
-0.430603504180901,17.82,-2.17002397440173,0.0625681293566746,0.221375386895323,-4.9938393635157,"ECI1_HUMAN",4,-2.1936620088353,0.0595798309250848,0.210908070689178,0.43,"Non-significant",0.676,"ECI1","Enoyl-CoA delta isomerase 1, mitochondrial"
-0.721789360046401,18.53,-2.13723120966916,0.0658188172006985,0.224740068144835,-5.0432642933377,"TYPH_HUMAN",9,-2.18947751405737,0.0599698198167161,0.211484478217283,0.72,"Non-significant",0.675,"TYMP","Thymidine phosphorylase"
-0.742395877838153,17.18,-2.10640318246178,0.0690262969418597,0.226922867211869,-5.08955269455209,"FLNB_HUMAN",47,-2.18620074392882,0.0602769697549985,0.211765505063787,0.74,"Non-significant",0.674,"FLNB","Filamin-B"
-0.623721599578872,18.08,-2.13405268569385,0.0661426194110471,0.224740068144835,-5.04804491159955,"PSA1_HUMAN",6,-2.18181290809798,0.0606907002953447,0.212417451033706,0.62,"Non-significant",0.673,"PSMA1","Proteasome subunit alpha type-1"
-0.498685836791996,16.5,-2.0798311944435,0.0719138521476069,0.229286973799391,-5.12930563178644,"PLST_HUMAN",15,-2.17520314729256,0.0613192340788134,0.213813509091293,0.5,"Non-significant",0.67,"PLS3","Plastin-3"
-0.70993852615355,18.38,-2.11346460047107,0.0682782843519249,0.226217376269189,-5.07896554333813,"ARLY_HUMAN",12,-2.16996296857655,0.0618220918810993,0.213964191603359,0.71,"Non-significant",0.67,"ASL","Argininosuccinate lyase"
0.307174205780054,16.72,2.27195788013625,0.0534458053608071,0.207230804302102,-4.83911628620361,"PRG4_HUMAN",3,2.17044180217451,0.0617759737465577,0.213964191603359,-0.31,"Non-significant",0.67,"PRG4","Proteoglycan 4"
-0.865901470184349,15.93,-2.12287974473428,0.0672933297851532,0.226217376269189,-5.06483490516907,"ALAT1_HUMAN",9,-2.16579088811943,0.0622253584985929,0.214562254674778,0.87,"Non-significant",0.668,"GPT","Alanine aminotransferase 1"
-0.679754734039328,18.92,-2.11752436987478,0.067851849068207,0.226217376269189,-5.07287449809635,"CYTB_HUMAN",6,-2.16079678344987,0.0627114909530245,0.214807186347956,0.68,"Non-significant",0.668,"CSTB","Cystatin-B"
-0.406579494476329,17.41,-2.134763246462,0.0660700972797294,0.224740068144835,-5.04697635932691,"GLRX3_HUMAN",4,-2.15796731529561,0.062988573440378,0.214807186347956,0.41,"Non-significant",0.668,"GLRX3","Glutaredoxin-3"
-0.645920276641853,17.72,-2.11368886368641,0.0682546592813231,0.226217376269189,-5.07862915227301,"PSA3_HUMAN",6,-2.1589415545251,0.0628930328644569,0.214807186347956,0.65,"Non-significant",0.668,"PSMA3","Proteasome subunit alpha type-3"
0.352547168731693,22.53,1.96116145886106,0.0863155608333856,0.240690512876835,-5.30500303259771,"APOA1_HUMAN",25,2.14979900769114,0.0637952558897461,0.215975939030377,-0.35,"Non-significant",0.666,"APOA1","Apolipoprotein A-I"
0.497570991516099,15.69,2.39132480173897,0.0444376387596637,0.196187692842504,-4.65622126680575,"GNPTG_HUMAN",1,2.15193520964351,0.063583312943022,0.215975939030377,-0.5,"Non-significant",0.666,"GNPTG","N-acetylglucosamine-1-phosphotransferase subunit gamma"
-0.809762001037573,20.18,-2.09733869920066,0.0699983037979374,0.227175645076484,-5.10312907831093,"DOPD_HUMAN",9,-2.1419700282089,0.0645779653474203,0.217243711764653,0.81,"Non-significant",0.663,"DDT","D-dopachrome decarboxylase"
-0.432229042053226,17.79,-2.4754251317109,0.0390243140077442,0.193603215987509,-4.52653216171664,"FKB1A_HUMAN",1,-2.1362554873,0.0651552364262072,0.217243711764653,0.43,"Non-significant",0.663,"FKBP1A","Peptidyl-prolyl cis-trans isomerase FKBP1A"
-0.546037673950227,20.65,-2.0289019498313,0.0777825536298495,0.235252850329443,-5.20509517126782,"K22E_HUMAN",36,-2.13709905060845,0.0650697033915851,0.217243711764653,0.55,"Non-significant",0.663,"KRT2","Keratin, type II cytoskeletal 2 epidermal"
-0.649104118347175,21.85,-2.25502199713985,0.054864134601919,0.207230804302102,-4.86492705296249,"MIF_HUMAN",1,-2.13822145339342,0.0649560685318497,0.217243711764653,0.65,"Non-significant",0.663,"MIF","Macrophage migration inhibitory factor"
-2.0010826587677,16.2,-2.11348918882806,0.068275693692222,0.226217376269189,-5.078928661676,"SPB12_HUMAN",3,-2.13447182513561,0.065336454666061,0.217243711764653,2,"Non-significant",0.663,"SERPINB12","Serpin B12"
0.405907154083252,17.54,2.01777702930037,0.0791253629894621,0.235252850329443,-5.22157599896025,"HRG_HUMAN",12,2.13169928897824,0.0656191250781958,0.217407136824912,-0.41,"Non-significant",0.663,"HRG","Histidine-rich glycoprotein"
-0.692963600158699,18.28,-2.03362589356851,0.0772190981749559,0.235252850329443,-5.1980886465249,"ACPH_HUMAN",10,-2.08455762146673,0.0706130937740475,0.219246141667021,0.69,"Non-significant",0.659,"APEH","Acylamino-acid-releasing enzyme"
-0.624088287353501,18.97,-2.01391456644999,0.0795968290588341,0.235252850329443,-5.22729147153216,"ACTN4_HUMAN",57,-2.11201900715641,0.0676604013734851,0.219246141667021,0.62,"Non-significant",0.659,"ACTN4","Alpha-actinin-4"
0.459681510925275,19.84,2.25658796775759,0.0547314293508347,0.207230804302102,-4.86254209153891,"APOC1_HUMAN",2,2.10556137449794,0.0683436715409399,0.219246141667021,-0.46,"Non-significant",0.659,"APOC1","Apolipoprotein C-I"
-0.304329872131348,17,-2.09066830634723,0.0707221564310512,0.227175645076484,-5.11310952590721,"ARF1_HUMAN;ARF3_HUMAN",4,-2.11295186838411,0.0675622521290355,0.219246141667021,0.3,"Non-significant",0.659,"ARF1;ARF3","ADP-ribosylation factor 3"
-1.2874927520752,16.59,-2.10661836112315,0.0690033846508257,0.226922867211869,-5.08923021794045,"BRD9_HUMAN",1,-2.09844573638286,0.0691043925584343,0.219246141667021,1.29,"Non-significant",0.659,"BRD9","Bromodomain-containing protein 9"
-0.516856193542502,17.35,-2.06201040867688,0.073916404481503,0.233275161261964,-5.15588731295041,"CAP1_HUMAN",4,-2.08468217688708,0.070599420913544,0.219246141667021,0.52,"Non-significant",0.659,"CAP1","Adenylyl cyclase-associated protein 1"
-0.391234397888219,20.75,-2.05926920822502,0.0742292410148862,0.233471024948848,-5.15997031207308,"CES1P_HUMAN",4,-2.08164966369156,0.0709330464741297,0.219246141667021,0.39,"Non-significant",0.659,"CES1P1","Putative inactive carboxylesterase 4"
-1.41357684135435,16.14,-2.05061822643813,0.0752250353771506,0.235029894707082,-5.17284554778773,"CGL_HUMAN",10,-2.08036324581062,0.0710750382269298,0.219246141667021,1.41,"Non-significant",0.659,"CTH","Cystathionine gamma-lyase"
-0.511404514312751,17.95,-2.02948385421546,0.0777129303376992,0.235252850329443,-5.20423236004972,"CK054_HUMAN",6,-2.08293944089878,0.0707909622130319,0.219246141667021,0.51,"Non-significant",0.659,"C11orf54","Ester hydrolase C11orf54"
-0.358820438384996,18.61,-2.04840190843247,0.0754822433031652,0.235029894707082,-5.17614153939043,"CYB5_HUMAN",5,-2.11046363886606,0.0678243574151174,0.219246141667021,0.36,"Non-significant",0.659,"CYB5A","Cytochrome b5"
-1.44543313980102,14.65,-2.09028817811284,0.070763627360022,0.227175645076484,-5.11367802294715,"GBB1_HUMAN",1,-2.08894171163888,0.0701333922353774,0.219246141667021,1.45,"Non-significant",0.659,"GNB1","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1"
-0.537217617034898,19.52,-2.07466008492687,0.072489403413211,0.229590548685449,-5.13702558746811,"CH10_HUMAN",4,-2.09749331354278,0.0692068415360408,0.219246141667021,0.54,"Non-significant",0.659,"HSPE1","10 kDa heat shock protein, mitochondrial"
-1.25010681152343,14.86,-2.10456396299787,0.0692224428444371,0.226922867211869,-5.0923086725958,"KCY_HUMAN",3,-2.12146124927935,0.0666733750347972,0.219246141667021,1.25,"Non-significant",0.659,"CMPK1","UMP-CMP kinase"
-0.623696804046624,18.89,-2.021368231657,0.0786894464660574,0.235252850329443,-5.21625890031701,"PGAM1_HUMAN",11,-2.07996016690437,0.0711195862335558,0.219246141667021,0.62,"Non-significant",0.659,"PGAM1","Phosphoglycerate mutase 1"
-0.568805217742948,20.11,-2.03885370410849,0.0766001812436738,0.235252850329443,-5.19032908437864,"PROF1_HUMAN",7,-2.09321568429668,0.0696688080010415,0.219246141667021,0.57,"Non-significant",0.659,"PFN1","Profilin-1"
-0.67356777191165,17.64,-2.04856713692524,0.0754630386329159,0.235029894707082,-5.17589585637527,"PSA7_HUMAN",9,-2.1001736851758,0.0689189016956457,0.219246141667021,0.67,"Non-significant",0.659,"PSMA7","Proteasome subunit alpha type-7"
-0.807984352111777,17.23,-2.14436667457409,0.0650975947981396,0.224590539360839,-5.03252572109121,"PTMS_HUMAN",1,-2.086383596916,0.0704129093358634,0.219246141667021,0.81,"Non-significant",0.659,"PTMS","Parathymosin"
-1.12296891212458,14.26,-2.09701301532292,0.0700334766618999,0.227175645076484,-5.1036165781092,"S14L2_HUMAN",3,-2.11234266341696,0.0676263326620582,0.219246141667021,1.12,"Non-significant",0.659,"SEC14L2","SEC14-like protein 2"
-1.14085173606873,14.62,-2.10003786315785,0.0697074689874109,0.227175645076484,-5.09908804433514,"SDHB_HUMAN",2,-2.09792176323707,0.0691607362344785,0.219246141667021,1.14,"Non-significant",0.659,"SDHB","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"
-0.60405540466305,17.45,-2.03620507556552,0.0769131435780299,0.235252850329443,-5.19426115045053,"ST2A1_HUMAN",8,-2.09101827503662,0.0699072908952326,0.219246141667021,0.6,"Non-significant",0.659,"SULT2A1","Sulfotransferase 2A1"
-0.653831958770752,17.39,-2.01507751581201,0.079454588486524,0.235252850329443,-5.22557095520557,"TKFC_HUMAN",22,-2.08285865896258,0.0707998531313564,0.219246141667021,0.65,"Non-significant",0.659,"TKFC","Triokinase/FMN cyclase"
-1.07337975502015,14.47,-2.09285357643621,0.0704842116654355,0.227175645076484,-5.10984081591288,"NCPR_HUMAN",1,-2.07192188475594,0.0720136878739533,0.22126978023317,1.07,"Non-significant",0.655,"POR","NADPH--cytochrome P450 reductase"
-0.941274881362929,13.97,-2.08032181575507,0.0718594784466258,0.229286973799391,-5.12857290266211,"GPX1_HUMAN",1,-2.04746890343745,0.0748015507565997,0.228328668047195,0.94,"Non-significant",0.641,"GPX1","Glutathione peroxidase 1"
-1.6262147426605,15.95,-2.02843317552371,0.0778386854091571,0.235252850329443,-5.20579018582745,"K2C6B_HUMAN",3,-2.04758235529516,0.074788376551198,0.228328668047195,1.63,"Non-significant",0.641,"KRT6B","Keratin, type II cytoskeletal 6B"
-0.722955703735344,19.63,-1.98845436339843,0.0827736111504521,0.23956295909645,-5.26488015097719,"ARGI1_HUMAN",20,-2.04433345294915,0.0751665393461552,0.22869296774925,0.72,"Non-significant",0.641,"ARG1","Arginase-1"
-0.44277095794677,19.88,-1.95974153098425,0.0865037907029214,0.240690512876835,-5.30708543417245,"PRDX3_HUMAN",9,-2.04123281726822,0.0755291793892933,0.229047772024209,0.44,"Non-significant",0.64,"PRDX3","Thioredoxin-dependent peroxide reductase, mitochondrial"
-0.662792682647648,15.46,-2.12996012974718,0.0665618482193359,0.225342111608006,-5.05419758559158,"TBB3_HUMAN",1,-2.03745356853838,0.0759734897121699,0.229647139357241,0.66,"Non-significant",0.639,"TUBB3","Tubulin beta-3 chain"
-1.1142239570618,16.09,-2.00369705053932,0.0808572253112137,0.236723511838805,-5.24239439956565,"AMPB_HUMAN",7,-2.03375365239639,0.0764109349060011,0.230221943033939,1.11,"Non-significant",0.638,"RNPEP","Aminopeptidase B"
-0.638060808181777,15.29,-2.01868938552653,0.079014394851035,0.235252850329443,-5.22022544861751,"AGM1_HUMAN",3,-2.01912256726436,0.0781648821507718,0.231359498402071,0.64,"Non-significant",0.636,"PGM3","Phosphoacetylglucosamine mutase"
-0.694450855255152,17.29,-1.96093401479157,0.0863456848478862,0.240690512876835,-5.30533662559054,"AK1A1_HUMAN",10,-2.00798751640022,0.0795258532743627,0.231359498402071,0.69,"Non-significant",0.636,"AKR1A1","Aldo-keto reductase family 1 member A1"
-0.912152051925627,15.35,-1.99059962249952,0.082501257624876,0.23956295909645,-5.26171881122399,"AL7A1_HUMAN",6,-2.02181942065495,0.0778386762183103,0.231359498402071,0.91,"Non-significant",0.636,"ALDH7A1","Alpha-aminoadipic semialdehyde dehydrogenase"
-0.429008483886705,18.01,-1.94290121903622,0.0887666453122809,0.240690512876835,-5.33174386461522,"ALDOA_HUMAN",9,-2.02660015417292,0.0772636533458094,0.231359498402071,0.43,"Non-significant",0.636,"ALDOA","Fructose-bisphosphate aldolase A"
-0.657206535339377,20.56,-1.95047960801201,0.0877413440034554,0.240690512876835,-5.32065611788467,"ALDOB_HUMAN",18,-2.00885477413187,0.0794190336877562,0.231359498402071,0.66,"Non-significant",0.636,"ALDOB","Fructose-bisphosphate aldolase B"
-0.946438074111926,14.06,-2.0294333284413,0.0777189732023939,0.235252850329443,-5.20430727945835,"ANXA7_HUMAN",1,-2.00047440779876,0.080457083196435,0.231359498402071,0.95,"Non-significant",0.636,"ANXA7","Annexin A7"
-0.208881378173853,18.42,-1.65446052201366,0.137478731144176,0.292418296677053,-5.74095025543697,"APOA4_HUMAN",24,-1.99440182691095,0.081217471808201,0.231359498402071,0.21,"Non-significant",0.636,"APOA4","Apolipoprotein A-IV"
-0.91819000244142,14.94,-2.02470162621965,0.0782869165073756,0.235252850329443,-5.21132091927197,"ARPC2_HUMAN",1,-1.99296450416228,0.0813984639219042,0.231359498402071,0.92,"Non-significant",0.636,"ARPC2","Actin-related protein 2/3 complex subunit 2"
-0.417450428009047,18.94,-1.85604149552761,0.101371748815571,0.256500467941464,-5.45772270574096,"CATA_HUMAN",30,-1.98238779728778,0.0827423636255545,0.231359498402071,0.42,"Non-significant",0.636,"CAT","Catalase"
0.328728675842299,18.52,2.50933063524568,0.0370355071968722,0.193603215987509,-4.47410011442406,"CYTC_HUMAN",1,1.96790864867683,0.084616919522554,0.231359498402071,-0.33,"Non-significant",0.636,"CST3","Cystatin-C"
-0.524598598480253,16.88,-1.96113484805223,0.0863190847987863,0.240690512876835,-5.30504206342881,"DDAH1_HUMAN",8,-2.02123623950651,0.0779091044696866,0.231359498402071,0.52,"Non-significant",0.636,"DDAH1","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1"
-1.5989360809326,15.93,-1.95893512230811,0.0866108671934507,0.240690512876835,-5.30826785192604,"DESP_HUMAN",19,-1.987098036348,0.0821412417896623,0.231359498402071,1.6,"Non-significant",0.636,"DSP","Desmoplakin"
-1.16344928741457,16.17,-1.97381897601843,0.084655052066441,0.240690512876835,-5.28641800188589,"DSC1_HUMAN",3,-1.98957085216131,0.0818273525806207,0.231359498402071,1.16,"Non-significant",0.636,"DSC1","Desmocollin-1"
-0.596830368042003,14.53,-2.07454486729282,0.0725022785322469,0.229590548685449,-5.13719753439462,"DX39A_HUMAN;DX39B_HUMAN",1,-1.96696351227015,0.0847406970516715,0.231359498402071,0.6,"Non-significant",0.636,"DDX39A;DDX39B","ATP-dependent RNA helicase DDX39A"
-0.764687061309829,18.62,-1.9397782809502,0.0891925101423288,0.240690512876835,-5.33630866461035,"F16P1_HUMAN",11,-1.98239916694482,0.0827409075215583,0.231359498402071,0.76,"Non-significant",0.636,"FBP1","Fructose-1,6-bisphosphatase 1"
-0.708436965942376,18.16,-1.96908594029245,0.0852723178531395,0.240690512876835,-5.29337214301061,"FAAA_HUMAN",12,-2.01771353691892,0.0783358428581907,0.231359498402071,0.71,"Non-significant",0.636,"FAH","Fumarylacetoacetase"
-0.242971897125251,16.69,-1.80358277204554,0.109793907698391,0.264018359758732,-5.53274392378864,"G6PE_HUMAN",8,-1.97535589918113,0.0836476916815446,0.231359498402071,0.24,"Non-significant",0.636,"H6PD","GDH/6PGL endoplasmic bifunctional protein"
-0.551273822784431,16.91,-2.02151961976166,0.0786711217276235,0.235252850329443,-5.21603469288944,"HEM2_HUMAN",3,-2.01451508996491,0.0787252648031527,0.231359498402071,0.55,"Non-significant",0.636,"ALAD","Delta-aminolevulinic acid dehydratase"
-0.783378601074201,14.13,-2.04623403406513,0.0757346599485762,0.235029894707082,-5.17936447393541,"CHSP1_HUMAN",1,-1.99322087270831,0.0813661526349628,0.231359498402071,0.78,"Non-significant",0.636,"CARHSP1","Calcium-regulated heat-stable protein 1"
0.310559272766099,16.41,2.30749735072402,0.050587418129983,0.206621242493348,-4.7848327229205,"KV320_HUMAN",2,1.97230804327747,0.0840430550180641,0.231359498402071,-0.31,"Non-significant",0.636,"IGKV3-20","Immunoglobulin kappa variable 3-20"
-1.3201048374176,14.78,-2.00879048359602,0.0802265115473176,0.236133217528763,-5.23486858346059,"LACB2_HUMAN",2,-2.01441367845957,0.0787376426658821,0.231359498402071,1.32,"Non-significant",0.636,"LACTB2","Endoribonuclease LACTB2"
-1.0126378536224,13.64,-1.99434426615367,0.0820279342845004,0.239398140498025,-5.25619794188755,"NDRG2_HUMAN",1,-1.97356873504329,0.0838793017103372,0.231359498402071,1.01,"Non-significant",0.636,"NDRG2","Protein NDRG2"
-1.44943737983705,15.69,-1.9565658899273,0.0869261997925549,0.240690512876835,-5.31174085742603,"PGM2_HUMAN",8,-1.9832607265083,0.0826306401891533,0.231359498402071,1.45,"Non-significant",0.636,"PGM2","Phosphoglucomutase-2"
-0.600914955139149,19.99,-1.91863191919139,0.0921283878710357,0.244363330791836,-5.36715123816171,"PRDX1_HUMAN",10,-1.97169499735339,0.0841227960004132,0.231359498402071,0.6,"Non-significant",0.636,"PRDX1","Peroxiredoxin-1"
-0.588213443756104,20.77,-1.9099342810139,0.0933627217587508,0.246933789651696,-5.37980244427804,"PRDX2_HUMAN",13,-1.9680638800839,0.0845966066918947,0.231359498402071,0.59,"Non-significant",0.636,"PRDX2","Peroxiredoxin-2"
-0.577829360961925,20.53,-1.92206545027552,0.0916454461627746,0.244363330791836,-5.36215137546107,"PRDX6_HUMAN",13,-1.98245187366135,0.0827341577327843,0.231359498402071,0.58,"Non-significant",0.636,"PRDX6","Peroxiredoxin-6"
-0.702602386474624,18.37,-1.92507153639527,0.091224626453937,0.2440520897374,-5.35777137241622,"PSME1_HUMAN",12,-1.97186159383643,0.0841011190038215,0.231359498402071,0.7,"Non-significant",0.636,"PSME1","Proteasome activator complex subunit 1"
-0.932279109954798,18.39,-1.95487055287151,0.0871525208493742,0.240690512876835,-5.31422514832452,"PTGR1_HUMAN",12,-1.991622203332,0.0815678429041778,0.231359498402071,0.93,"Non-significant",0.636,"PTGR1","Prostaglandin reductase 1"
-0.832712173461925,16.44,-1.92998486025644,0.0905408144097268,0.24292074413676,-5.35060728418297,"RINI_HUMAN",13,-1.97022055234519,0.0843148811745496,0.231359498402071,0.83,"Non-significant",0.636,"RNH1","Ribonuclease inhibitor"
-1.65183758735657,14.01,-1.9752943595173,0.0844635235583756,0.240690512876835,-5.28424913421967,"S10A7_HUMAN",5,-1.9989653152945,0.0806454007642255,0.231359498402071,1.65,"Non-significant",0.636,"S100A7","Protein S100-A7"
-0.58288717269895,19.61,-1.93991301753924,0.0891740959649061,0.240690512876835,-5.33611177207662,"THIO_HUMAN",6,-1.98213878617201,0.0827742605143152,0.231359498402071,0.58,"Non-significant",0.636,"TXN","Thioredoxin"
-0.813000679016103,18.99,-1.94556249037523,0.0884052845675743,0.240690512876835,-5.32785190132435,"TKT_HUMAN",19,-1.99144211030756,0.0815905939670494,0.231359498402071,0.81,"Non-significant",0.636,"TKT","Transketolase"
-1.0769157409668,14.99,-1.97958908281108,0.0839083848074716,0.240690512876835,-5.27793272112516,"NEUR1_HUMAN",1,-1.96431926313909,0.0850879231315354,0.231628235191402,1.08,"Non-significant",0.635,"NEU1","Sialidase-1"
0.635311841964697,15.77,2.00736967946134,0.0804019655817594,0.236133217528763,-5.23696849780217,"APOL1_HUMAN",2,1.96020927395466,0.0856303452293613,0.232005959656951,-0.64,"Non-significant",0.635,"APOL1","Apolipoprotein L1"
